"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int"
"11881" "V3" 30 "gug" 13 "b" 9 "ignored" "rt" 825 "gram" "lo"
"1189" "V3" 30 "gug" 12 "a" 9 "saw" "rt" 737 "gram" "hi"
"11901" "V3" 30 "gug" 7 "d" 9 "saw" "rt" 505 "ungram" "lo"
"1191" "V3" 30 "gug" 11 "d" 9 "forgotten_about" "rt" 777 "ungram" "lo"
"11921" "V3" 30 "gug" 16 "a" 9 "liked" "rt" 713 "gram" "hi"
"1193" "V3" 30 "gug" 1 "b" 9 "carried" "rt" 1025 "gram" "lo"
"11941" "V3" 30 "gug" 14 "c" 9 "looked_at" "rt" 722 "ungram" "hi"
"1195" "V3" 30 "gug" 8 "a" 9 "recognized" "rt" 4473 "gram" "hi"
"11961" "V3" 30 "gug" 9 "b" 9 "admired" "rt" 1569 "gram" "lo"
"1197" "V3" 30 "gug" 2 "c" 9 "found" "rt" 1001 "ungram" "hi"
"11981" "V3" 30 "gug" 3 "d" 9 "looked_for" "rt" 633 "ungram" "lo"
"1199" "V3" 30 "gug" 15 "d" 9 "described" "rt" 529 "ungram" "lo"
"12001" "V3" 30 "gug" 6 "c" 9 "brought_along" "rt" 737 "ungram" "hi"
"1201" "V3" 31 "gug" 13 "c" 9 "ignored" "rt" 497 "ungram" "hi"
"12021" "V3" 31 "gug" 5 "c" 9 "missed" "rt" 3665 "ungram" "hi"
"1203" "V3" 31 "gug" 16 "b" 9 "liked" "rt" 393 "gram" "lo"
"12041" "V3" 31 "gug" 1 "c" 9 "carried" "rt" 2985 "ungram" "hi"
"1205" "V3" 31 "gug" 12 "b" 9 "saw" "rt" 370 "gram" "lo"
"12061" "V3" 31 "gug" 4 "b" 9 "hired" "rt" 321 "gram" "lo"
"1207" "V3" 31 "gug" 3 "a" 9 "looked_for" "rt" 1641 "gram" "hi"
"12081" "V3" 31 "gug" 6 "d" 9 "brought_along" "rt" 1625 "ungram" "lo"
"1209" "V3" 31 "gug" 7 "a" 9 "saw" "rt" 266 "gram" "hi"
"12101" "V3" 31 "gug" 15 "a" 9 "described" "rt" 217 "gram" "hi"
"1211" "V3" 31 "gug" 9 "c" 9 "admired" "rt" 449 "ungram" "hi"
"12121" "V3" 31 "gug" 10 "d" 9 "shouted_at" "rt" 1993 "ungram" "lo"
"1213" "V3" 31 "gug" 8 "b" 9 "recognized" "rt" 465 "gram" "lo"
"12141" "V3" 31 "gug" 11 "a" 9 "forgotten_about" "rt" 1593 "gram" "hi"
"1215" "V3" 31 "gug" 2 "d" 9 "found" "rt" 473 "ungram" "lo"
"12161" "V3" 31 "gug" 14 "d" 9 "looked_at" "rt" 1217 "ungram" "lo"
"1217" "V3" 32 "gug" 7 "b" 9 "saw" "rt" 841 "gram" "lo"
"12181" "V3" 32 "gug" 16 "c" 9 "liked" "rt" 2329 "ungram" "hi"
"1219" "V3" 32 "gug" 12 "c" 9 "saw" "rt" 3425 "ungram" "hi"
"12201" "V3" 32 "gug" 5 "d" 9 "missed" "rt" 1473 "ungram" "lo"
"1221" "V3" 32 "gug" 9 "d" 9 "admired" "rt" 1225 "ungram" "lo"
"12221" "V3" 32 "gug" 10 "a" 9 "shouted_at" "rt" 1657 "gram" "hi"
"1223" "V3" 32 "gug" 15 "b" 9 "described" "rt" 1552 "gram" "lo"
"12241" "V3" 32 "gug" 4 "c" 9 "hired" "rt" 3545 "ungram" "hi"
"1225" "V3" 32 "gug" 11 "b" 9 "forgotten_about" "rt" 1600 "gram" "lo"
"12261" "V3" 32 "gug" 3 "b" 9 "looked_for" "rt" 1921 "gram" "lo"
"1227" "V3" 32 "gug" 14 "a" 9 "looked_at" "rt" 1018 "gram" "hi"
"12281" "V3" 32 "gug" 2 "a" 9 "found" "rt" 497 "gram" "hi"
"1229" "V3" 32 "gug" 13 "d" 9 "ignored" "rt" 953 "ungram" "lo"
"12301" "V3" 32 "gug" 8 "c" 9 "recognized" "rt" 2233 "ungram" "hi"
"1231" "V3" 32 "gug" 1 "d" 9 "carried" "rt" 1761 "ungram" "lo"
"12321" "V3" 32 "gug" 6 "a" 9 "brought_along" "rt" 1977 "gram" "hi"
"1233" "V3" 33 "gug" 7 "c" 9 "saw" "rt" 409 "ungram" "hi"
"12341" "V3" 33 "gug" 2 "b" 9 "found" "rt" 1177 "gram" "lo"
"1235" "V3" 33 "gug" 4 "d" 9 "hired" "rt" 2473 "ungram" "lo"
"12361" "V3" 33 "gug" 11 "c" 9 "forgotten_about" "rt" 1281 "ungram" "hi"
"1237" "V3" 33 "gug" 15 "c" 9 "described" "rt" 505 "ungram" "hi"
"12381" "V3" 33 "gug" 12 "d" 9 "saw" "rt" 921 "ungram" "lo"
"1239" "V3" 33 "gug" 1 "a" 9 "carried" "rt" 457 "gram" "hi"
"12401" "V3" 33 "gug" 16 "d" 9 "liked" "rt" 378 "ungram" "lo"
"1241" "V3" 33 "gug" 5 "a" 9 "missed" "rt" 385 "gram" "hi"
"12421" "V3" 33 "gug" 13 "a" 9 "ignored" "rt" 457 "gram" "hi"
"1243" "V3" 33 "gug" 14 "b" 9 "looked_at" "rt" 465 "gram" "lo"
"12441" "V3" 33 "gug" 6 "b" 9 "brought_along" "rt" 1577 "gram" "lo"
"1245" "V3" 33 "gug" 10 "b" 9 "shouted_at" "rt" 274 "gram" "lo"
"12461" "V3" 33 "gug" 8 "d" 9 "recognized" "rt" 481 "ungram" "lo"
"1247" "V3" 33 "gug" 9 "a" 9 "admired" "rt" 2817 "gram" "hi"
"12481" "V3" 33 "gug" 3 "c" 9 "looked_for" "rt" 1665 "ungram" "hi"
"1249" "V3" 34 "gug" 14 "c" 9 "looked_at" "rt" 2369 "ungram" "hi"
"12501" "V3" 34 "gug" 10 "c" 9 "shouted_at" "rt" 1209 "ungram" "hi"
"1251" "V3" 34 "gug" 13 "b" 9 "ignored" "rt" 4177 "gram" "lo"
"12521" "V3" 34 "gug" 6 "c" 9 "brought_along" "rt" 5225 "ungram" "hi"
"1253" "V3" 34 "gug" 7 "d" 9 "saw" "rt" 1634 "ungram" "lo"
"12541" "V3" 34 "gug" 5 "b" 9 "missed" "rt" 513 "gram" "lo"
"1255" "V3" 34 "gug" 12 "a" 9 "saw" "rt" 513 "gram" "hi"
"12561" "V3" 34 "gug" 11 "d" 9 "forgotten_about" "rt" 1473 "ungram" "lo"
"1257" "V3" 34 "gug" 4 "a" 9 "hired" "rt" 8217 "gram" "hi"
"12581" "V3" 34 "gug" 16 "a" 9 "liked" "rt" 473 "gram" "hi"
"1259" "V3" 34 "gug" 3 "d" 9 "looked_for" "rt" 1377 "ungram" "lo"
"12601" "V3" 34 "gug" 15 "d" 9 "described" "rt" 601 "ungram" "lo"
"1261" "V3" 34 "gug" 8 "a" 9 "recognized" "rt" 2393 "gram" "hi"
"12621" "V3" 34 "gug" 1 "b" 9 "carried" "rt" 505 "gram" "lo"
"1263" "V3" 34 "gug" 2 "c" 9 "found" "rt" 433 "ungram" "hi"
"12641" "V3" 34 "gug" 9 "b" 9 "admired" "rt" 401 "gram" "lo"
"1265" "V3" 35 "gug" 16 "b" 9 "liked" "rt" 402 "gram" "lo"
"12661" "V3" 35 "gug" 13 "c" 9 "ignored" "rt" 369 "ungram" "hi"
"1267" "V3" 35 "gug" 7 "a" 9 "saw" "rt" 626 "gram" "hi"
"12681" "V3" 35 "gug" 5 "c" 9 "missed" "rt" 418 "ungram" "hi"
"1269" "V3" 35 "gug" 15 "a" 9 "described" "rt" 4809 "gram" "hi"
"12701" "V3" 35 "gug" 8 "b" 9 "recognized" "rt" 417 "gram" "lo"
"1271" "V3" 35 "gug" 9 "c" 9 "admired" "rt" 2993 "ungram" "hi"
"12721" "V3" 35 "gug" 4 "b" 9 "hired" "rt" 329 "gram" "lo"
"1273" "V3" 35 "gug" 14 "d" 9 "looked_at" "rt" 322 "ungram" "lo"
"12741" "V3" 35 "gug" 11 "a" 9 "forgotten_about" "rt" 4289 "gram" "hi"
"1275" "V3" 35 "gug" 1 "c" 9 "carried" "rt" 465 "ungram" "hi"
"12761" "V3" 35 "gug" 10 "d" 9 "shouted_at" "rt" 2705 "ungram" "lo"
"1277" "V3" 35 "gug" 3 "a" 9 "looked_for" "rt" 329 "gram" "hi"
"12781" "V3" 35 "gug" 12 "b" 9 "saw" "rt" 378 "gram" "lo"
"1279" "V3" 35 "gug" 2 "d" 9 "found" "rt" 314 "ungram" "lo"
"12801" "V3" 35 "gug" 6 "d" 9 "brought_along" "rt" 521 "ungram" "lo"
"1281" "V3" 36 "gug" 14 "a" 9 "looked_at" "rt" 409 "gram" "hi"
"12821" "V3" 36 "gug" 13 "d" 9 "ignored" "rt" 465 "ungram" "lo"
"1283" "V3" 36 "gug" 8 "c" 9 "recognized" "rt" 457 "ungram" "hi"
"12841" "V3" 36 "gug" 6 "a" 9 "brought_along" "rt" 529 "gram" "hi"
"1285" "V3" 36 "gug" 11 "b" 9 "forgotten_about" "rt" 465 "gram" "lo"
"12861" "V3" 36 "gug" 5 "d" 9 "missed" "rt" 673 "ungram" "lo"
"1287" "V3" 36 "gug" 3 "b" 9 "looked_for" "rt" 449 "gram" "lo"
"12881" "V3" 36 "gug" 9 "d" 9 "admired" "rt" 481 "ungram" "lo"
"1289" "V3" 36 "gug" 2 "a" 9 "found" "rt" 458 "gram" "hi"
"12901" "V3" 36 "gug" 7 "b" 9 "saw" "rt" 337 "gram" "lo"
"1291" "V3" 36 "gug" 12 "c" 9 "saw" "rt" 401 "ungram" "hi"
"12921" "V3" 36 "gug" 10 "a" 9 "shouted_at" "rt" 641 "gram" "hi"
"1293" "V3" 36 "gug" 16 "c" 9 "liked" "rt" 457 "ungram" "hi"
"12941" "V3" 36 "gug" 15 "b" 9 "described" "rt" 441 "gram" "lo"
"1295" "V3" 36 "gug" 4 "c" 9 "hired" "rt" 353 "ungram" "hi"
"12961" "V3" 36 "gug" 1 "d" 9 "carried" "rt" 553 "ungram" "lo"
"1297" "V3" 37 "gug" 16 "d" 9 "liked" "rt" 345 "ungram" "lo"
"12981" "V3" 37 "gug" 1 "a" 9 "carried" "rt" 1625 "gram" "hi"
"1299" "V3" 37 "gug" 11 "c" 9 "forgotten_about" "rt" 2177 "ungram" "hi"
"13001" "V3" 37 "gug" 8 "d" 9 "recognized" "rt" 633 "ungram" "lo"
"1301" "V3" 37 "gug" 3 "c" 9 "looked_for" "rt" 521 "ungram" "hi"
"13021" "V3" 37 "gug" 7 "c" 9 "saw" "rt" 450 "ungram" "hi"
"1303" "V3" 37 "gug" 6 "b" 9 "brought_along" "rt" 385 "gram" "lo"
"13041" "V3" 37 "gug" 4 "d" 9 "hired" "rt" 329 "ungram" "lo"
"1305" "V3" 37 "gug" 13 "a" 9 "ignored" "rt" 401 "gram" "hi"
"13061" "V3" 37 "gug" 9 "a" 9 "admired" "rt" 417 "gram" "hi"
"1307" "V3" 37 "gug" 2 "b" 9 "found" "rt" 297 "gram" "lo"
"13081" "V3" 37 "gug" 15 "c" 9 "described" "rt" 385 "ungram" "hi"
"1309" "V3" 37 "gug" 5 "a" 9 "missed" "rt" 313 "gram" "hi"
"13101" "V3" 37 "gug" 12 "d" 9 "saw" "rt" 273 "ungram" "lo"
"1311" "V3" 37 "gug" 10 "b" 9 "shouted_at" "rt" 569 "gram" "lo"
"13121" "V3" 37 "gug" 14 "b" 9 "looked_at" "rt" 337 "gram" "lo"
"1313" "V3" 38 "gug" 1 "b" 9 "carried" "rt" 649 "gram" "lo"
"13141" "V3" 38 "gug" 12 "a" 9 "saw" "rt" 1089 "gram" "hi"
"1315" "V3" 38 "gug" 8 "a" 9 "recognized" "rt" 665 "gram" "hi"
"13161" "V3" 38 "gug" 3 "d" 9 "looked_for" "rt" 569 "ungram" "lo"
"1317" "V3" 38 "gug" 11 "d" 9 "forgotten_about" "rt" 944 "ungram" "lo"
"13181" "V3" 38 "gug" 7 "d" 9 "saw" "rt" 626 "ungram" "lo"
"1319" "V3" 38 "gug" 5 "b" 9 "missed" "rt" 465 "gram" "lo"
"13201" "V3" 38 "gug" 13 "b" 9 "ignored" "rt" 521 "gram" "lo"
"1321" "V3" 38 "gug" 10 "c" 9 "shouted_at" "rt" 689 "ungram" "hi"
"13221" "V3" 38 "gug" 15 "d" 9 "described" "rt" 601 "ungram" "lo"
"1323" "V3" 38 "gug" 6 "c" 9 "brought_along" "rt" 969 "ungram" "hi"
"13241" "V3" 38 "gug" 16 "a" 9 "liked" "rt" 1025 "gram" "hi"
"1325" "V3" 38 "gug" 2 "c" 9 "found" "rt" 433 "ungram" "hi"
"13261" "V3" 38 "gug" 9 "b" 9 "admired" "rt" 785 "gram" "lo"
"1327" "V3" 38 "gug" 14 "c" 9 "looked_at" "rt" 506 "ungram" "hi"
"13281" "V3" 38 "gug" 4 "a" 9 "hired" "rt" 577 "gram" "hi"
"1329" "V3" 39 "gug" 5 "c" 9 "missed" "rt" 785 "ungram" "hi"
"13301" "V3" 39 "gug" 9 "c" 9 "admired" "rt" 4553 "ungram" "hi"
"1331" "V3" 39 "gug" 8 "b" 9 "recognized" "rt" 665 "gram" "lo"
"13321" "V3" 39 "gug" 10 "d" 9 "shouted_at" "rt" 1913 "ungram" "lo"
"1333" "V3" 39 "gug" 16 "b" 9 "liked" "rt" 849 "gram" "lo"
"13341" "V3" 39 "gug" 4 "b" 9 "hired" "rt" 2153 "gram" "lo"
"1335" "V3" 39 "gug" 7 "a" 9 "saw" "rt" 337 "gram" "hi"
"13361" "V3" 39 "gug" 6 "d" 9 "brought_along" "rt" 1113 "ungram" "lo"
"1337" "V3" 39 "gug" 11 "a" 9 "forgotten_about" "rt" 1920 "gram" "hi"
"13381" "V3" 39 "gug" 14 "d" 9 "looked_at" "rt" 425 "ungram" "lo"
"1339" "V3" 39 "gug" 12 "b" 9 "saw" "rt" 346 "gram" "lo"
"13401" "V3" 39 "gug" 1 "c" 9 "carried" "rt" 425 "ungram" "hi"
"1341" "V3" 39 "gug" 15 "a" 9 "described" "rt" 697 "gram" "hi"
"13421" "V3" 39 "gug" 2 "d" 9 "found" "rt" 361 "ungram" "lo"
"1343" "V3" 39 "gug" 3 "a" 9 "looked_for" "rt" 1441 "gram" "hi"
"13441" "V3" 39 "gug" 13 "c" 9 "ignored" "rt" 241 "ungram" "hi"
"1345" "V3" 4 "gug" 16 "c" 9 "liked" "rt" 553 "ungram" "hi"
"13461" "V3" 4 "gug" 1 "d" 9 "carried" "rt" 681 "ungram" "lo"
"1347" "V3" 4 "gug" 4 "c" 9 "hired" "rt" 657 "ungram" "hi"
"13481" "V3" 4 "gug" 10 "a" 9 "shouted_at" "rt" 2577 "gram" "hi"
"1349" "V3" 4 "gug" 2 "a" 9 "found" "rt" 442 "gram" "hi"
"13501" "V3" 4 "gug" 8 "c" 9 "recognized" "rt" 689 "ungram" "hi"
"1351" "V3" 4 "gug" 12 "c" 9 "saw" "rt" 697 "ungram" "hi"
"13521" "V3" 4 "gug" 14 "a" 9 "looked_at" "rt" 2529 "gram" "hi"
"1353" "V3" 4 "gug" 5 "d" 9 "missed" "rt" 969 "ungram" "lo"
"13541" "V3" 4 "gug" 6 "a" 9 "brought_along" "rt" 9240 "gram" "hi"
"1355" "V3" 4 "gug" 3 "b" 9 "looked_for" "rt" 2449 "gram" "lo"
"13561" "V3" 4 "gug" 7 "b" 9 "saw" "rt" 1425 "gram" "lo"
"1357" "V3" 4 "gug" 15 "b" 9 "described" "rt" 4721 "gram" "lo"
"13581" "V3" 4 "gug" 11 "b" 9 "forgotten_about" "rt" 2305 "gram" "lo"
"1359" "V3" 4 "gug" 13 "d" 9 "ignored" "rt" 833 "ungram" "lo"
"13601" "V3" 4 "gug" 9 "d" 9 "admired" "rt" 865 "ungram" "lo"
"1361" "V3" 40 "gug" 16 "c" 9 "liked" "rt" 985 "ungram" "hi"
"13621" "V3" 40 "gug" 6 "a" 9 "brought_along" "rt" 657 "gram" "hi"
"1363" "V3" 40 "gug" 9 "d" 9 "admired" "rt" 529 "ungram" "lo"
"13641" "V3" 40 "gug" 8 "c" 9 "recognized" "rt" 1953 "ungram" "hi"
"1365" "V3" 40 "gug" 1 "d" 9 "carried" "rt" 545 "ungram" "lo"
"13661" "V3" 40 "gug" 12 "c" 9 "saw" "rt" 434 "ungram" "hi"
"1367" "V3" 40 "gug" 15 "b" 9 "described" "rt" 1177 "gram" "lo"
"13681" "V3" 40 "gug" 11 "b" 9 "forgotten_about" "rt" 1353 "gram" "lo"
"1369" "V3" 40 "gug" 2 "a" 9 "found" "rt" 1738 "gram" "hi"
"13701" "V3" 40 "gug" 10 "a" 9 "shouted_at" "rt" 881 "gram" "hi"
"1371" "V3" 40 "gug" 3 "b" 9 "looked_for" "rt" 1969 "gram" "lo"
"13721" "V3" 40 "gug" 14 "a" 9 "looked_at" "rt" 1033 "gram" "hi"
"1373" "V3" 40 "gug" 4 "c" 9 "hired" "rt" 489 "ungram" "hi"
"13741" "V3" 40 "gug" 13 "d" 9 "ignored" "rt" 521 "ungram" "lo"
"1375" "V3" 40 "gug" 5 "d" 9 "missed" "rt" 889 "ungram" "lo"
"13761" "V3" 40 "gug" 7 "b" 9 "saw" "rt" 1018 "gram" "lo"
"1377" "V3" 41 "gug" 10 "b" 9 "shouted_at" "rt" 1657 "gram" "lo"
"13781" "V3" 41 "gug" 7 "c" 9 "saw" "rt" 1489 "ungram" "hi"
"1379" "V3" 41 "gug" 8 "d" 9 "recognized" "rt" 1040 "ungram" "lo"
"13801" "V3" 41 "gug" 15 "c" 9 "described" "rt" 2633 "ungram" "hi"
"1381" "V3" 41 "gug" 11 "c" 9 "forgotten_about" "rt" 1384 "ungram" "hi"
"13821" "V3" 41 "gug" 16 "d" 9 "liked" "rt" 257 "ungram" "lo"
"1383" "V3" 41 "gug" 2 "b" 9 "found" "rt" 529 "gram" "lo"
"13841" "V3" 41 "gug" 4 "d" 9 "hired" "rt" 5033 "ungram" "lo"
"1385" "V3" 41 "gug" 14 "b" 9 "looked_at" "rt" 1177 "gram" "lo"
"13861" "V3" 41 "gug" 13 "a" 9 "ignored" "rt" 417 "gram" "hi"
"1387" "V3" 41 "gug" 6 "b" 9 "brought_along" "rt" 1121 "gram" "lo"
"13881" "V3" 41 "gug" 9 "a" 9 "admired" "rt" 521 "gram" "hi"
"1389" "V3" 41 "gug" 1 "a" 9 "carried" "rt" 353 "gram" "hi"
"13901" "V3" 41 "gug" 3 "c" 9 "looked_for" "rt" 689 "ungram" "hi"
"1391" "V3" 41 "gug" 12 "d" 9 "saw" "rt" 2561 "ungram" "lo"
"13921" "V3" 41 "gug" 5 "a" 9 "missed" "rt" 257 "gram" "hi"
"1393" "V3" 42 "gug" 9 "b" 9 "admired" "rt" 1185 "gram" "lo"
"13941" "V3" 42 "gug" 12 "a" 9 "saw" "rt" 1274 "gram" "hi"
"1395" "V3" 42 "gug" 5 "b" 9 "missed" "rt" 1457 "gram" "lo"
"13961" "V3" 42 "gug" 16 "a" 9 "liked" "rt" 401 "gram" "hi"
"1397" "V3" 42 "gug" 11 "d" 9 "forgotten_about" "rt" 2777 "ungram" "lo"
"13981" "V3" 42 "gug" 8 "a" 9 "recognized" "rt" 929 "gram" "hi"
"1399" "V3" 42 "gug" 10 "c" 9 "shouted_at" "rt" 481 "ungram" "hi"
"14001" "V3" 42 "gug" 13 "b" 9 "ignored" "rt" 377 "gram" "lo"
"1401" "V3" 42 "gug" 15 "d" 9 "described" "rt" 729 "ungram" "lo"
"14021" "V3" 42 "gug" 4 "a" 9 "hired" "rt" 1665 "gram" "hi"
"1403" "V3" 42 "gug" 2 "c" 9 "found" "rt" 321 "ungram" "hi"
"14041" "V3" 42 "gug" 7 "d" 9 "saw" "rt" 298 "ungram" "lo"
"1405" "V3" 42 "gug" 6 "c" 9 "brought_along" "rt" 3729 "ungram" "hi"
"14061" "V3" 42 "gug" 3 "d" 9 "looked_for" "rt" 217 "ungram" "lo"
"1407" "V3" 42 "gug" 1 "b" 9 "carried" "rt" 345 "gram" "lo"
"14081" "V3" 42 "gug" 14 "c" 9 "looked_at" "rt" 465 "ungram" "hi"
"1409" "V3" 43 "gug" 1 "c" 9 "carried" "rt" 545 "ungram" "hi"
"14101" "V3" 43 "gug" 16 "b" 9 "liked" "rt" 545 "gram" "lo"
"1411" "V3" 43 "gug" 3 "a" 9 "looked_for" "rt" 1129 "gram" "hi"
"14121" "V3" 43 "gug" 9 "c" 9 "admired" "rt" 513 "ungram" "hi"
"1413" "V3" 43 "gug" 14 "d" 9 "looked_at" "rt" 505 "ungram" "lo"
"14141" "V3" 43 "gug" 7 "a" 9 "saw" "rt" 1273 "gram" "hi"
"1415" "V3" 43 "gug" 4 "b" 9 "hired" "rt" 384 "gram" "lo"
"14161" "V3" 43 "gug" 15 "a" 9 "described" "rt" 2841 "gram" "hi"
"1417" "V3" 43 "gug" 5 "c" 9 "missed" "rt" 2049 "ungram" "hi"
"14181" "V3" 43 "gug" 13 "c" 9 "ignored" "rt" 569 "ungram" "hi"
"1419" "V3" 43 "gug" 2 "d" 9 "found" "rt" 457 "ungram" "lo"
"14201" "V3" 43 "gug" 11 "a" 9 "forgotten_about" "rt" 545 "gram" "hi"
"1421" "V3" 43 "gug" 12 "b" 9 "saw" "rt" 305 "gram" "lo"
"14221" "V3" 43 "gug" 10 "d" 9 "shouted_at" "rt" 377 "ungram" "lo"
"1423" "V3" 43 "gug" 6 "d" 9 "brought_along" "rt" 329 "ungram" "lo"
"14241" "V3" 43 "gug" 8 "b" 9 "recognized" "rt" 409 "gram" "lo"
"1425" "V3" 44 "gug" 8 "c" 9 "recognized" "rt" 2305 "ungram" "hi"
"14261" "V3" 44 "gug" 14 "a" 9 "looked_at" "rt" 698 "gram" "hi"
"1427" "V3" 44 "gug" 3 "b" 9 "looked_for" "rt" 601 "gram" "lo"
"14281" "V3" 44 "gug" 5 "d" 9 "missed" "rt" 497 "ungram" "lo"
"1429" "V3" 44 "gug" 13 "d" 9 "ignored" "rt" 489 "ungram" "lo"
"14301" "V3" 44 "gug" 15 "b" 9 "described" "rt" 505 "gram" "lo"
"1431" "V3" 44 "gug" 7 "b" 9 "saw" "rt" 449 "gram" "lo"
"14321" "V3" 44 "gug" 16 "c" 9 "liked" "rt" 465 "ungram" "hi"
"1433" "V3" 44 "gug" 11 "b" 9 "forgotten_about" "rt" 497 "gram" "lo"
"14341" "V3" 44 "gug" 10 "a" 9 "shouted_at" "rt" 1313 "gram" "hi"
"1435" "V3" 44 "gug" 6 "a" 9 "brought_along" "rt" 745 "gram" "hi"
"14361" "V3" 44 "gug" 9 "d" 9 "admired" "rt" 433 "ungram" "lo"
"1437" "V3" 44 "gug" 2 "a" 9 "found" "rt" 457 "gram" "hi"
"14381" "V3" 44 "gug" 12 "c" 9 "saw" "rt" 433 "ungram" "hi"
"1439" "V3" 44 "gug" 4 "c" 9 "hired" "rt" 393 "ungram" "hi"
"14401" "V3" 44 "gug" 1 "d" 9 "carried" "rt" 474 "ungram" "lo"
"1441" "V3" 45 "gug" 14 "b" 9 "looked_at" "rt" 2465 "gram" "lo"
"14421" "V3" 45 "gug" 2 "b" 9 "found" "rt" 1857 "gram" "lo"
"1443" "V3" 45 "gug" 11 "c" 9 "forgotten_about" "rt" 1000 "ungram" "hi"
"14441" "V3" 45 "gug" 10 "b" 9 "shouted_at" "rt" 8712 "gram" "lo"
"1445" "V3" 45 "gug" 16 "d" 9 "liked" "rt" 561 "ungram" "lo"
"14461" "V3" 45 "gug" 9 "a" 9 "admired" "rt" 505 "gram" "hi"
"1447" "V3" 45 "gug" 6 "b" 9 "brought_along" "rt" 2465 "gram" "lo"
"14481" "V3" 45 "gug" 12 "d" 9 "saw" "rt" 3713 "ungram" "lo"
"1449" "V3" 45 "gug" 1 "a" 9 "carried" "rt" 489 "gram" "hi"
"14501" "V3" 45 "gug" 13 "a" 9 "ignored" "rt" 1593 "gram" "hi"
"1451" "V3" 45 "gug" 7 "c" 9 "saw" "rt" 2840 "ungram" "hi"
"14521" "V3" 45 "gug" 15 "c" 9 "described" "rt" 5529 "ungram" "hi"
"1453" "V3" 45 "gug" 4 "d" 9 "hired" "rt" 10912 "ungram" "lo"
"14541" "V3" 45 "gug" 8 "d" 9 "recognized" "rt" 129 "ungram" "lo"
"1455" "V3" 45 "gug" 3 "c" 9 "looked_for" "rt" 313 "ungram" "hi"
"14561" "V3" 45 "gug" 5 "a" 9 "missed" "rt" 442 "gram" "hi"
"1457" "V3" 46 "gug" 16 "a" 9 "liked" "rt" 1809 "gram" "hi"
"14581" "V3" 46 "gug" 1 "b" 9 "carried" "rt" 817 "gram" "lo"
"1459" "V3" 46 "gug" 2 "c" 9 "found" "rt" 721 "ungram" "hi"
"14601" "V3" 46 "gug" 3 "d" 9 "looked_for" "rt" 985 "ungram" "lo"
"1461" "V3" 46 "gug" 13 "b" 9 "ignored" "rt" 1993 "gram" "lo"
"14621" "V3" 46 "gug" 12 "a" 9 "saw" "rt" 425 "gram" "hi"
"1463" "V3" 46 "gug" 14 "c" 9 "looked_at" "rt" 474 "ungram" "hi"
"14641" "V3" 46 "gug" 11 "d" 9 "forgotten_about" "rt" 625 "ungram" "lo"
"1465" "V3" 46 "gug" 4 "a" 9 "hired" "rt" 489 "gram" "hi"
"14661" "V3" 46 "gug" 9 "b" 9 "admired" "rt" 2593 "gram" "lo"
"1467" "V3" 46 "gug" 7 "d" 9 "saw" "rt" 409 "ungram" "lo"
"14681" "V3" 46 "gug" 6 "c" 9 "brought_along" "rt" 601 "ungram" "hi"
"1469" "V3" 46 "gug" 5 "b" 9 "missed" "rt" 561 "gram" "lo"
"14701" "V3" 46 "gug" 10 "c" 9 "shouted_at" "rt" 833 "ungram" "hi"
"1471" "V3" 46 "gug" 15 "d" 9 "described" "rt" 393 "ungram" "lo"
"14721" "V3" 46 "gug" 8 "a" 9 "recognized" "rt" 289 "gram" "hi"
"1473" "V3" 47 "gug" 2 "d" 9 "found" "rt" 1121 "ungram" "lo"
"14741" "V3" 47 "gug" 15 "a" 9 "described" "rt" 633 "gram" "hi"
"1475" "V3" 47 "gug" 12 "b" 9 "saw" "rt" 466 "gram" "lo"
"14761" "V3" 47 "gug" 5 "c" 9 "missed" "rt" 2160 "ungram" "hi"
"1477" "V3" 47 "gug" 10 "d" 9 "shouted_at" "rt" 3441 "ungram" "lo"
"14781" "V3" 47 "gug" 7 "a" 9 "saw" "rt" 464 "gram" "hi"
"1479" "V3" 47 "gug" 11 "a" 9 "forgotten_about" "rt" 769 "gram" "hi"
"14801" "V3" 47 "gug" 3 "a" 9 "looked_for" "rt" 1281 "gram" "hi"
"1481" "V3" 47 "gug" 4 "b" 9 "hired" "rt" 1953 "gram" "lo"
"14821" "V3" 47 "gug" 13 "c" 9 "ignored" "rt" 977 "ungram" "hi"
"1483" "V3" 47 "gug" 9 "c" 9 "admired" "rt" 449 "ungram" "hi"
"14841" "V3" 47 "gug" 6 "d" 9 "brought_along" "rt" 1017 "ungram" "lo"
"1485" "V3" 47 "gug" 16 "b" 9 "liked" "rt" 1473 "gram" "lo"
"14861" "V3" 47 "gug" 1 "c" 9 "carried" "rt" 561 "ungram" "hi"
"1487" "V3" 47 "gug" 8 "b" 9 "recognized" "rt" 497 "gram" "lo"
"14881" "V3" 47 "gug" 14 "d" 9 "looked_at" "rt" 762 "ungram" "lo"
"1489" "V3" 48 "gug" 5 "d" 9 "missed" "rt" 769 "ungram" "lo"
"14901" "V3" 48 "gug" 8 "c" 9 "recognized" "rt" 1273 "ungram" "hi"
"1491" "V3" 48 "gug" 2 "a" 9 "found" "rt" 642 "gram" "hi"
"14921" "V3" 48 "gug" 16 "c" 9 "liked" "rt" 457 "ungram" "hi"
