"subj" "group" "sent" "pos" "condfill" "raw" "wl" "res"
"398" "s39" "sent53" "g4" "pos7" "L" 595 9 -36742.72
"399" "s39" "sent62" "g4" "pos7" "L" 302 9 -37035.72
"400" "s39" "sent66" "g4" "pos7" "J" 248 5 -1831.702
"401" "s39" "sent69" "g4" "pos7" "L" 603 5 -1476.702
"402" "s39" "sent71" "g4" "pos7" "J" 871 9 -36466.72
"403" "s40" "sent7" "g4" "pos7" "J" 762 10 81.70945
"404" "s40" "sent13" "g4" "pos7" "L" 715 5 84.25718
"405" "s40" "sent17" "g4" "pos7" "J" 662 9 -8.380999
"406" "s40" "sent27" "g4" "pos7" "L" 598 4 -22.83327
"407" "s40" "sent38" "g4" "pos7" "J" 585 10 -95.29055
"408" "s40" "sent41" "g4" "pos7" "L" 477 6 -163.6524
"409" "s40" "sent49" "g4" "pos7" "J" 1012 12 311.8904
"410" "s40" "sent53" "g4" "pos7" "L" 534 9 -136.381
"411" "s40" "sent62" "g4" "pos7" "L" 538 9 -132.381
"412" "s40" "sent66" "g4" "pos7" "J" 493 5 -137.7428
"413" "s40" "sent69" "g4" "pos7" "L" 13 5 -617.7428
"414" "s40" "sent71" "g4" "pos7" "J" 498 9 -172.381
"415" "s41" "sent7" "g4" "pos7" "J" 2077 10 1163.277
"416" "s41" "sent13" "g4" "pos7" "L" 1024 5 276.4911
"417" "s41" "sent17" "g4" "pos7" "J" 473 9 -407.4804
"418" "s41" "sent27" "g4" "pos7" "L" 482 4 -232.266
"419" "s41" "sent38" "g4" "pos7" "J" 2417 10 1503.277
"420" "s41" "sent41" "g4" "pos7" "L" 576 6 -204.7518
"421" "s41" "sent49" "g4" "pos7" "J" 3353 12 2372.791
"422" "s41" "sent53" "g4" "pos7" "L" 2042 9 1161.52
"423" "s41" "sent62" "g4" "pos7" "L" 361 9 -519.4804
"424" "s41" "sent66" "g4" "pos7" "J" 2160 5 1412.491
"425" "s41" "sent69" "g4" "pos7" "L" 2244 5 1496.491
"426" "s41" "sent71" "g4" "pos7" "J" 526 9 -354.4804
"427" "s42" "sent7" "g4" "pos7" "J" 1704 10 599.3891
"428" "s42" "sent13" "g4" "pos7" "L" 1760 5 920.5122
"429" "s42" "sent17" "g4" "pos7" "J" 496 9 -555.5863
"430" "s42" "sent27" "g4" "pos7" "L" 423 4 -363.4631
"431" "s42" "sent38" "g4" "pos7" "J" 575 10 -529.6109
"432" "s42" "sent41" "g4" "pos7" "L" 416 6 -476.5124
"433" "s42" "sent49" "g4" "pos7" "J" 561 12 -649.6601
"434" "s42" "sent53" "g4" "pos7" "L" 1093 9 41.41375
"435" "s42" "sent62" "g4" "pos7" "L" 1540 9 488.4137
"436" "s42" "sent66" "g4" "pos7" "J" 817 5 -22.48776
"437" "s42" "sent69" "g4" "pos7" "L" 1369 5 529.5122
"438" "s42" "sent71" "g4" "pos7" "J" 714 9 -337.5863
"439" "s43" "sent7" "g4" "pos7" "J" 1746 10 175.7579
"440" "s43" "sent13" "g4" "pos7" "L" 1537 5 241.6024
"441" "s43" "sent17" "g4" "pos7" "J" 834 9 -681.2732
"442" "s43" "sent27" "g4" "pos7" "L" 2579 4 1338.571
"443" "s43" "sent38" "g4" "pos7" "J" 874 10 -696.2421
"444" "s43" "sent41" "g4" "pos7" "L" 635 6 -715.3665
"445" "s43" "sent49" "g4" "pos7" "J" 733 12 -947.1799
"446" "s43" "sent53" "g4" "pos7" "L" 604 9 -911.2732
"447" "s43" "sent62" "g4" "pos7" "L" 742 9 -773.2732
"448" "s43" "sent66" "g4" "pos7" "J" 1285 5 -10.39761
"449" "s43" "sent69" "g4" "pos7" "L" 538 5 -757.3976
"450" "s43" "sent71" "g4" "pos7" "J" 664 9 -851.2732
"451" "s44" "sent7" "g4" "pos7" "J" 2242 10 497.4727
"452" "s44" "sent13" "g4" "pos7" "L" 2323 5 1021.982
"453" "s44" "sent17" "g4" "pos7" "J" 1215 9 -440.8254
"454" "s44" "sent27" "g4" "pos7" "L" 1163 4 -49.31607
"455" "s44" "sent38" "g4" "pos7" "J" 873 10 -871.5273
"456" "s44" "sent41" "g4" "pos7" "L" 1283 6 -106.7198
"457" "s44" "sent49" "g4" "pos7" "J" 982 12 -939.931
"458" "s44" "sent53" "g4" "pos7" "L" 574 9 -1081.825
"459" "s44" "sent62" "g4" "pos7" "L" 3156 9 1500.175
"460" "s44" "sent66" "g4" "pos7" "J" 704 5 -597.0179
"461" "s44" "sent69" "g4" "pos7" "L" 1713 5 411.9821
"462" "s44" "sent71" "g4" "pos7" "J" 4585 9 2929.175
"1100" "s1" "sent7" "g1" "pos4" "K" 12477 10 9601.058
"2100" "s1" "sent13" "g1" "pos4" "M" 1815 5 -164.1234
"3100" "s1" "sent17" "g1" "pos4" "K" 2117 9 -579.5784
"463" "s1" "sent27" "g1" "pos4" "M" 886 4 -913.7596
"510" "s1" "sent38" "g1" "pos4" "K" 2515 10 -360.9422
"610" "s1" "sent41" "g1" "pos4" "M" 1007 6 -1151.487
"710" "s1" "sent49" "g1" "pos4" "K" 1527 12 -1707.67
"810" "s1" "sent53" "g1" "pos4" "M" 540 9 -2156.578
"910" "s1" "sent62" "g1" "pos4" "M" 604 9 -2092.578
"1010" "s1" "sent66" "g1" "pos4" "K" 513 5 -1466.123
"1110" "s1" "sent69" "g1" "pos4" "M" 542 5 -1437.123
"1210" "s1" "sent71" "g1" "pos4" "K" 608 9 -2088.578
"1310" "s2" "sent7" "g1" "pos4" "K" 1131 10 -71.71792
"1410" "s2" "sent13" "g1" "pos4" "M" 1121 5 132.0648
"1510" "s2" "sent17" "g1" "pos4" "K" 4178 9 3018.039
"1610" "s2" "sent27" "g1" "pos4" "M" 1521 4 574.8214
"1710" "s2" "sent38" "g1" "pos4" "K" 3231 10 2028.282
"1810" "s2" "sent41" "g1" "pos4" "M" 961 6 -70.69172
"1910" "s2" "sent49" "g1" "pos4" "K" 1265 12 -23.23102
"2010" "s2" "sent53" "g1" "pos4" "M" 1534 9 374.0386
"2110" "s2" "sent62" "g1" "pos4" "M" 1450 9 290.0386
"2210" "s2" "sent66" "g1" "pos4" "K" 958 5 -30.93517
"2310" "s2" "sent69" "g1" "pos4" "M" 587 5 -401.9352
"2410" "s2" "sent71" "g1" "pos4" "K" 602 9 -557.9614
"2510" "s3" "sent7" "g1" "pos4" "K" 1753 10 558.3244
"2610" "s3" "sent13" "g1" "pos4" "M" 827 5 -188.51
"2710" "s3" "sent17" "g1" "pos4" "K" 1096 9 -62.84247
"2810" "s3" "sent27" "g1" "pos4" "M" 1082 4 102.3231
"2910" "s3" "sent38" "g1" "pos4" "K" 692 10 -502.6756
"3010" "s3" "sent41" "g1" "pos4" "M" 674 6 -377.3431
"3110" "s3" "sent49" "g1" "pos4" "K" 1769 12 502.6582
"3210" "s3" "sent53" "g1" "pos4" "M" 1689 9 530.1575
"3310" "s3" "sent62" "g1" "pos4" "M" 375 9 -783.8425
"3410" "s3" "sent66" "g1" "pos4" "K" 510 5 -505.51
"3510" "s3" "sent69" "g1" "pos4" "M" 738 5 -277.51
"3610" "s3" "sent71" "g1" "pos4" "K" 1504 9 345.1575
"3710" "s4" "sent7" "g1" "pos4" "K" 770 10 -6106.849
"3810" "s4" "sent13" "g1" "pos4" "M" 1332 5 -24503.09
"3910" "s4" "sent17" "g1" "pos4" "K" 1354 9 -9314.497
"4010" "s4" "sent27" "g1" "pos4" "M" 536 4 -29090.74
"4110" "s4" "sent38" "g1" "pos4" "K" 553 10 -6323.849
"4210" "s4" "sent41" "g1" "pos4" "M" 571 6 -21472.44
"4310" "s4" "sent49" "g1" "pos4" "K" 879 12 1585.447
"4410" "s4" "sent53" "g1" "pos4" "M" 530 9 -10138.5
"4510" "s4" "sent62" "g1" "pos4" "M" 443 9 -10225.5
"464" "s4" "sent66" "g1" "pos4" "K" 860 5 -24975.09
"471" "s4" "sent69" "g1" "pos4" "M" 411 5 -25424.09
"481" "s4" "sent71" "g1" "pos4" "K" 624 9 -10044.5
"491" "s5" "sent7" "g1" "pos4" "K" 1164 10 266.0077
"501" "s5" "sent13" "g1" "pos4" "M" 2037 5 1437.047
"511" "s5" "sent17" "g1" "pos4" "K" 4929 9 4090.616
"521" "s5" "sent27" "g1" "pos4" "M" 256 4 -284.3454
"531" "s5" "sent38" "g1" "pos4" "K" 119 10 -778.9923
"541" "s5" "sent41" "g1" "pos4" "M" 553 6 -106.561
"551" "s5" "sent49" "g1" "pos4" "K" 1156 12 138.792
"561" "s5" "sent53" "g1" "pos4" "M" 554 9 -284.3845
"571" "s5" "sent62" "g1" "pos4" "M" 841 9 2.615503
"581" "s5" "sent66" "g1" "pos4" "K" 188 5 -411.9532
"591" "s5" "sent69" "g1" "pos4" "M" 429 5 -170.9532
"601" "s5" "sent71" "g1" "pos4" "K" 294 9 -544.3845
"611" "s6" "sent7" "g1" "pos4" "K" 651 10 -21.57423
"621" "s6" "sent13" "g1" "pos4" "M" 621 5 51.88314
"631" "s6" "sent17" "g1" "pos4" "K" 1052 9 400.1172
"641" "s6" "sent27" "g1" "pos4" "M" 673 4 124.5746
"651" "s6" "sent38" "g1" "pos4" "K" 714 10 41.42577
"661" "s6" "sent41" "g1" "pos4" "M" 554 6 -35.80833
"671" "s6" "sent49" "g1" "pos4" "K" 499 12 -214.9572
"681" "s6" "sent53" "g1" "pos4" "M" 695 9 43.11724
"691" "s6" "sent62" "g1" "pos4" "M" 468 9 -183.8828
"701" "s6" "sent66" "g1" "pos4" "K" 437 5 -132.1169
"711" "s6" "sent69" "g1" "pos4" "M" 566 5 -3.116859
"721" "s6" "sent71" "g1" "pos4" "K" 476 9 -175.8828
"731" "s7" "sent7" "g1" "pos4" "K" 188 10 -235.1183
"741" "s7" "sent13" "g1" "pos4" "M" 1562 5 1225.51
"751" "s7" "sent17" "g1" "pos4" "K" 468 9 62.2073
"761" "s7" "sent27" "g1" "pos4" "M" 145 4 -174.1649
"771" "s7" "sent38" "g1" "pos4" "K" 739 10 315.8817
"781" "s7" "sent41" "g1" "pos4" "M" 147 6 -206.816
"791" "s7" "sent49" "g1" "pos4" "K" 619 12 161.2306
"801" "s7" "sent53" "g1" "pos4" "M" 637 9 231.2073
"811" "s7" "sent62" "g1" "pos4" "M" 192 9 -213.7927
"821" "s7" "sent66" "g1" "pos4" "K" 413 5 76.50954
"831" "s7" "sent69" "g1" "pos4" "M" 564 5 227.5095
"841" "s7" "sent71" "g1" "pos4" "K" 351 9 -54.7927
"851" "s8" "sent7" "g1" "pos4" "K" 1908 10 180.1963
"861" "s8" "sent13" "g1" "pos4" "M" 748 5 -493.9796
"871" "s8" "sent17" "g1" "pos4" "K" 703 9 -927.6389
"881" "s8" "sent27" "g1" "pos4" "M" 6957 4 5812.185
"891" "s8" "sent38" "g1" "pos4" "K" 1226 10 -501.8037
"901" "s8" "sent41" "g1" "pos4" "M" 1721 6 381.8556
"911" "s8" "sent49" "g1" "pos4" "K" 2003 12 80.86658
"921" "s8" "sent53" "g1" "pos4" "M" 2403 9 772.3611
"931" "s8" "sent62" "g1" "pos4" "M" 1785 9 154.3611
"941" "s8" "sent66" "g1" "pos4" "K" 1964 5 722.0204
"951" "s8" "sent69" "g1" "pos4" "M" 1914 5 672.0204
"961" "s8" "sent71" "g1" "pos4" "K" 3396 9 1765.361
"971" "s9" "sent7" "g1" "pos4" "K" 4220 10 2308.429
"981" "s9" "sent13" "g1" "pos4" "M" 1566 5 255.9911
"991" "s9" "sent17" "g1" "pos4" "K" 1116 9 -675.2582
"1001" "s9" "sent27" "g1" "pos4" "M" 1361 4 171.3034
"1011" "s9" "sent38" "g1" "pos4" "K" 2960 10 1048.429
"1021" "s9" "sent41" "g1" "pos4" "M" 2315 6 884.6788
"1031" "s9" "sent49" "g1" "pos4" "K" 3100 12 947.8048
"1041" "s9" "sent53" "g1" "pos4" "M" 2086 9 294.7418
"1051" "s9" "sent62" "g1" "pos4" "M" 3206 9 1414.742
"1061" "s9" "sent66" "g1" "pos4" "K" 2680 5 1369.991
"1071" "s9" "sent69" "g1" "pos4" "M" 1927 5 616.9911
"1081" "s9" "sent71" "g1" "pos4" "K" 1493 9 -298.2582
"1091" "s10" "sent7" "g1" "pos4" "K" 1721 10 427.1195
"1101" "s10" "sent13" "g1" "pos4" "M" 1424 5 399.7368
"1111" "s10" "sent17" "g1" "pos4" "K" 2368 9 1128.043
"1121" "s10" "sent27" "g1" "pos4" "M" 459 4 -511.3398
"1131" "s10" "sent38" "g1" "pos4" "K" 902 10 -391.8805
"1141" "s10" "sent41" "g1" "pos4" "M" 1896 6 817.8133
"1151" "s10" "sent49" "g1" "pos4" "K" 1856 12 454.2726
"1161" "s10" "sent53" "g1" "pos4" "M" 1456 9 216.0429
"1171" "s10" "sent62" "g1" "pos4" "M" 503 9 -736.9571
"1181" "s10" "sent66" "g1" "pos4" "K" 2848 5 1823.737
"1191" "s10" "sent69" "g1" "pos4" "M" 378 5 -646.2632
"1201" "s10" "sent71" "g1" "pos4" "K" 3862 9 2622.043
"1211" "s11" "sent7" "g1" "pos4" "K" 1666 10 354.6693
"1221" "s11" "sent13" "g1" "pos4" "M" 977 5 21.91891
"1231" "s11" "sent17" "g1" "pos4" "K" 880 9 -360.0808
"1241" "s11" "sent27" "g1" "pos4" "M" 810 4 -73.83116
"1251" "s11" "sent38" "g1" "pos4" "K" 1676 10 364.6693
"1261" "s11" "sent41" "g1" "pos4" "M" 1066 6 39.66899
"1271" "s11" "sent49" "g1" "pos4" "K" 1271 12 -182.8305
"1281" "s11" "sent53" "g1" "pos4" "M" 689 9 -551.0808
"1291" "s11" "sent62" "g1" "pos4" "M" 795 9 -445.0808
"1301" "s11" "sent66" "g1" "pos4" "K" 1015 5 59.91891
"1311" "s11" "sent69" "g1" "pos4" "M" 763 5 -192.0811
"1321" "s11" "sent71" "g1" "pos4" "K" 1355 9 114.9192
"1331" "s12" "sent3" "g2" "pos4" "K" 823 4 -81.78002
"1341" "s12" "sent9" "g2" "pos4" "M" 1371 4 466.22
"1351" "s12" "sent20" "g2" "pos4" "K" 1377 13 -0.9309329
"1361" "s12" "sent23" "g2" "pos4" "M" 799 9 -368.6416
"1371" "s12" "sent30" "g2" "pos4" "K" 1145 4 240.22
"1381" "s12" "sent33" "g2" "pos4" "M" 2395 9 1227.358
"1391" "s12" "sent56" "g2" "pos4" "M" 602 4 -302.78
"1401" "s12" "sent59" "g2" "pos4" "K" 686 5 -271.3523
"1411" "s12" "sent76" "g2" "pos4" "K" 671 5 -286.3523
"1421" "s13" "sent3" "g2" "pos4" "K" 729 4 99.81231
"1431" "s13" "sent9" "g2" "pos4" "M" 595 4 -34.18769
"1441" "s13" "sent20" "g2" "pos4" "K" 3949 13 2967.738
"1451" "s13" "sent23" "g2" "pos4" "M" 1791 9 966.2154
"1461" "s13" "sent30" "g2" "pos4" "K" 5091 4 4461.812
"1471" "s13" "sent33" "g2" "pos4" "M" 1490 9 665.2154
"1481" "s13" "sent56" "g2" "pos4" "M" 358 4 -271.1877
"1491" "s13" "sent59" "g2" "pos4" "K" 471 5 -197.3071
"1501" "s13" "sent76" "g2" "pos4" "K" 413 5 -255.3071
"1511" "s14" "sent3" "g2" "pos4" "K" 1570 4 1038.373
"1521" "s14" "sent9" "g2" "pos4" "M" 894 4 362.3732
"1531" "s14" "sent20" "g2" "pos4" "K" 368 13 -263.6673
"1541" "s14" "sent23" "g2" "pos4" "M" 431 9 -156.2048
"1551" "s14" "sent30" "g2" "pos4" "K" 469 4 -62.62676
"1561" "s14" "sent33" "g2" "pos4" "M" 445 9 -142.2048
"1571" "s14" "sent56" "g2" "pos4" "M" 567 4 35.37324
"1581" "s14" "sent59" "g2" "pos4" "K" 251 5 -291.7424
"1591" "s14" "sent76" "g2" "pos4" "K" 424 5 -118.7424
"1601" "s15" "sent3" "g2" "pos4" "K" 716 4 166.2108
"1611" "s15" "sent9" "g2" "pos4" "M" 836 4 286.2108
"1621" "s15" "sent20" "g2" "pos4" "K" 782 13 -110.5616
"1631" "s15" "sent23" "g2" "pos4" "M" 571 9 -169.2183
"1641" "s15" "sent30" "g2" "pos4" "K" 506 4 -43.78922
"1651" "s15" "sent33" "g2" "pos4" "M" 822 9 81.7817
"1661" "s15" "sent56" "g2" "pos4" "M" 410 4 -139.7892
"1671" "s15" "sent59" "g2" "pos4" "K" 479 5 -108.875
"1681" "s15" "sent76" "g2" "pos4" "K" 409 5 -178.875
"1691" "s16" "sent3" "g2" "pos4" "K" 2027 4 1193.522
"1701" "s16" "sent9" "g2" "pos4" "M" 1549 4 715.5216
"1711" "s16" "sent20" "g2" "pos4" "K" 762 13 -384.4642
"1721" "s16" "sent23" "g2" "pos4" "M" 1700 9 692.6406
"1731" "s16" "sent30" "g2" "pos4" "K" 1600 4 766.5216
"1741" "s16" "sent33" "g2" "pos4" "M" 759 9 -248.3594
"1751" "s16" "sent56" "g2" "pos4" "M" 1236 4 402.5216
"1761" "s16" "sent59" "g2" "pos4" "K" 1389 5 520.7454
"1771" "s16" "sent76" "g2" "pos4" "K" 474 5 -394.2546
"1781" "s17" "sent3" "g2" "pos4" "K" 646 4 90.35833
"1791" "s17" "sent9" "g2" "pos4" "M" 475 4 -80.64167
"1801" "s17" "sent20" "g2" "pos4" "K" 905 13 -241.7021
"1811" "s17" "sent23" "g2" "pos4" "M" 464 9 -420.0086
"1821" "s17" "sent30" "g2" "pos4" "K" 465 4 -90.64167
"1831" "s17" "sent33" "g2" "pos4" "M" 557 9 -327.0086
"1841" "s17" "sent56" "g2" "pos4" "M" 1101 4 545.3583
"1851" "s17" "sent59" "g2" "pos4" "K" 416 5 -205.3151
"1861" "s17" "sent76" "g2" "pos4" "K" 143 5 -478.3151
"1871" "s18" "sent3" "g2" "pos4" "K" 1366 4 736.7415
"1881" "s18" "sent9" "g2" "pos4" "M" 795 4 165.7415
"1891" "s18" "sent20" "g2" "pos4" "K" 653 13 -393.5393
"1901" "s18" "sent23" "g2" "pos4" "M" 491 9 -370.0812
"1911" "s18" "sent30" "g2" "pos4" "K" 1507 4 877.7415
"1921" "s18" "sent33" "g2" "pos4" "M" 395 9 -466.0812
"1931" "s18" "sent56" "g2" "pos4" "M" 593 4 -36.2585
"1941" "s18" "sent59" "g2" "pos4" "K" 486 5 -189.623
"1951" "s18" "sent76" "g2" "pos4" "K" 357 5 -318.623
"1961" "s19" "sent3" "g2" "pos4" "K" 935 4 35.52582
"1971" "s19" "sent9" "g2" "pos4" "M" 5270 4 4370.526
"1981" "s19" "sent20" "g2" "pos4" "K" 2145 13 422.9116
"1991" "s19" "sent23" "g2" "pos4" "M" 1820 9 463.5179
"2001" "s19" "sent30" "g2" "pos4" "K" 1823 4 923.5258
"2011" "s19" "sent33" "g2" "pos4" "M" 900 9 -456.4821
"2021" "s19" "sent56" "g2" "pos4" "M" 731 4 -168.4742
"2031" "s19" "sent59" "g2" "pos4" "K" 853 5 -137.8758
"2041" "s19" "sent76" "g2" "pos4" "K" 570 5 -420.8758
"2051" "s20" "sent3" "g2" "pos4" "K" 459 4 -181.112
"2061" "s20" "sent9" "g2" "pos4" "M" 571 4 -69.112
"2071" "s20" "sent20" "g2" "pos4" "K" 738 13 -153.8996
"2081" "s20" "sent23" "g2" "pos4" "M" 850 9 70.00598
"2091" "s20" "sent30" "g2" "pos4" "K" 847 4 206.888
"2101" "s20" "sent33" "g2" "pos4" "M" 839 9 59.00598
"2111" "s20" "sent56" "g2" "pos4" "M" 455 4 -185.112
"2121" "s20" "sent59" "g2" "pos4" "K" 827 5 158.9116
"2131" "s20" "sent76" "g2" "pos4" "K" 406 5 -262.0884
"2141" "s21" "sent3" "g2" "pos4" "K" 945 4 191.169
"2151" "s21" "sent9" "g2" "pos4" "M" 1097 4 343.169
"2161" "s21" "sent20" "g2" "pos4" "K" 1663 13 161.2037
"2171" "s21" "sent23" "g2" "pos4" "M" 921 9 -248.3673
"2181" "s21" "sent30" "g2" "pos4" "K" 722 4 -31.831
"2191" "s21" "sent33" "g2" "pos4" "M" 869 9 -300.3673
"2201" "s21" "sent56" "g2" "pos4" "M" 672 4 -81.831
"2211" "s21" "sent59" "g2" "pos4" "K" 831 5 -5.938256
"2221" "s21" "sent76" "g2" "pos4" "K" 888 5 51.06174
"2231" "s22" "sent3" "g2" "pos4" "K" 382 4 -76.81667
"2241" "s22" "sent9" "g2" "pos4" "M" 820 4 361.1833
"2251" "s22" "sent20" "g2" "pos4" "K" 1021 13 324.6769
"2261" "s22" "sent23" "g2" "pos4" "M" 1911 9 1320.235
"2271" "s22" "sent30" "g2" "pos4" "K" 440 4 -18.81667
"2281" "s22" "sent33" "g2" "pos4" "M" 1328 9 737.2353
"2291" "s22" "sent56" "g2" "pos4" "M" 515 4 56.18333
"2301" "s22" "sent59" "g2" "pos4" "K" 456 5 -29.20627
"2311" "s22" "sent76" "g2" "pos4" "K" 338 5 -147.2063
"2321" "s23" "sent7" "g3" "pos4" "M" 1809 10 638.6888
"2331" "s23" "sent13" "g3" "pos4" "K" 1779 5 844.7933
"2341" "s23" "sent17" "g3" "pos4" "M" 1134 9 10.90972
"2351" "s23" "sent27" "g3" "pos4" "K" 1093 4 206.0142
"2361" "s23" "sent38" "g3" "pos4" "M" 1503 10 332.6888
"2371" "s23" "sent41" "g3" "pos4" "K" 722 6 -259.4276
"2381" "s23" "sent49" "g3" "pos4" "M" 950 12 -314.753
"2391" "s23" "sent53" "g3" "pos4" "K" 935 9 -188.0903
"2401" "s23" "sent62" "g3" "pos4" "K" 934 9 -189.0903
"2411" "s23" "sent66" "g3" "pos4" "M" 723 5 -211.2067
"2421" "s23" "sent69" "g3" "pos4" "K" 704 5 -230.2067
"2431" "s23" "sent71" "g3" "pos4" "M" 914 9 -209.0903
"2441" "s24" "sent7" "g3" "pos4" "M" 1547 10 135.5286
"2451" "s24" "sent13" "g3" "pos4" "K" 918 5 -41.25653
"2461" "s24" "sent17" "g3" "pos4" "M" 1022 9 -299.0284
"2471" "s24" "sent27" "g3" "pos4" "K" 663 4 -205.8136
"2481" "s24" "sent38" "g3" "pos4" "M" 1496 10 84.52863
"2491" "s24" "sent41" "g3" "pos4" "K" 691 6 -358.6995
"2501" "s24" "sent49" "g3" "pos4" "M" 1295 12 -297.3573
"2511" "s24" "sent53" "g3" "pos4" "K" 919 9 -402.0284
"2521" "s24" "sent62" "g3" "pos4" "K" 825 9 -496.0284
"2531" "s24" "sent66" "g3" "pos4" "M" 659 5 -300.2565
"2541" "s24" "sent69" "g3" "pos4" "K" 631 5 -328.2565
"2551" "s24" "sent71" "g3" "pos4" "M" 679 9 -642.0284
"2561" "s25" "sent7" "g3" "pos4" "M" 1479 10 365.9157
"2571" "s25" "sent13" "g3" "pos4" "K" 1632 5 798.0534
"2581" "s25" "sent17" "g3" "pos4" "M" 1073 9 15.74327
"2591" "s25" "sent27" "g3" "pos4" "K" 514 4 -264.119
"2601" "s25" "sent38" "g3" "pos4" "M" 1255 10 141.9157
"2611" "s25" "sent41" "g3" "pos4" "K" 746 6 -143.7741
"2621" "s25" "sent49" "g3" "pos4" "M" 695 12 -529.7394
"2631" "s25" "sent53" "g3" "pos4" "K" 1301 9 243.7433
"2641" "s25" "sent62" "g3" "pos4" "K" 311 9 -746.2567
"2651" "s25" "sent66" "g3" "pos4" "M" 436 5 -397.9466
"2661" "s25" "sent69" "g3" "pos4" "K" 362 5 -471.9466
"2671" "s25" "sent71" "g3" "pos4" "M" 1026 9 -31.25673
"2681" "s26" "sent7" "g3" "pos4" "M" 1465 10 5.02524
"2691" "s26" "sent13" "g3" "pos4" "K" 781 5 -121.1352
"2701" "s26" "sent17" "g3" "pos4" "M" 854 9 -494.4069
"2711" "s26" "sent27" "g3" "pos4" "K" 594 4 -196.5673
"2721" "s26" "sent38" "g3" "pos4" "M" 1162 10 -297.9748
"2731" "s26" "sent41" "g3" "pos4" "K" 745 6 -268.7031
"2741" "s26" "sent49" "g3" "pos4" "M" 1381 12 -302.1106
"2751" "s26" "sent53" "g3" "pos4" "K" 744 9 -604.4069
"2761" "s26" "sent62" "g3" "pos4" "K" 761 9 -587.4069
"2771" "s26" "sent66" "g3" "pos4" "M" 1993 5 1090.865
"2781" "s26" "sent69" "g3" "pos4" "K" 963 5 60.86476
"2791" "s26" "sent71" "g3" "pos4" "M" 1298 9 -50.40686
"2801" "s27" "sent7" "g3" "pos4" "M" 2080 10 -287.2839
"2811" "s27" "sent13" "g3" "pos4" "K" 1644 5 -107.0343
"2821" "s27" "sent17" "g3" "pos4" "M" 4348 9 2103.966
"2831" "s27" "sent27" "g3" "pos4" "K" 1787 4 159.2156
"2841" "s27" "sent38" "g3" "pos4" "M" 3035 10 667.7161
"2851" "s27" "sent41" "g3" "pos4" "K" 633 6 -1241.284
"2861" "s27" "sent49" "g3" "pos4" "M" 1528 12 -1085.784
"2871" "s27" "sent53" "g3" "pos4" "K" 1831 9 -413.034
"2881" "s27" "sent62" "g3" "pos4" "K" 6561 9 4316.966
"2891" "s27" "sent66" "g3" "pos4" "M" 608 5 -1143.034
"2901" "s27" "sent69" "g3" "pos4" "K" 1266 5 -485.0343
"2911" "s27" "sent71" "g3" "pos4" "M" 1874 9 -370.034
"2921" "s28" "sent7" "g3" "pos4" "M" 899 10 -12.42657
"2931" "s28" "sent13" "g3" "pos4" "K" 630 5 -12.86158
"2941" "s28" "sent17" "g3" "pos4" "M" 874 9 16.28643
"2951" "s28" "sent27" "g3" "pos4" "K" 475 4 -114.1486
"2961" "s28" "sent38" "g3" "pos4" "M" 469 10 -442.4266
"2971" "s28" "sent41" "g3" "pos4" "K" 4334 6 3637.425
"2981" "s28" "sent49" "g3" "pos4" "M" 529 12 -489.8526
"2991" "s28" "sent53" "g3" "pos4" "K" 536 9 -321.7136
"3001" "s28" "sent62" "g3" "pos4" "K" 4408 9 3550.286
"3011" "s28" "sent66" "g3" "pos4" "M" 519 5 -123.8616
"3021" "s28" "sent69" "g3" "pos4" "K" 538 5 -104.8616
"3031" "s28" "sent71" "g3" "pos4" "M" 532 9 -325.7136
"3041" "s29" "sent7" "g3" "pos4" "M" 1803 10 33.03079
"3051" "s29" "sent13" "g3" "pos4" "K" 1076 5 -287.9992
"3061" "s29" "sent17" "g3" "pos4" "M" 1644 9 -44.77521
"3071" "s29" "sent27" "g3" "pos4" "K" 2079 4 796.1948
"3081" "s29" "sent38" "g3" "pos4" "M" 1305 10 -464.9692
"3091" "s29" "sent41" "g3" "pos4" "K" 1312 6 -133.1932
"3101" "s29" "sent49" "g3" "pos4" "M" 904 12 -1028.357
"3111" "s29" "sent53" "g3" "pos4" "K" 1100 9 -588.7752
"3121" "s29" "sent62" "g3" "pos4" "K" 1615 9 -73.77521
"3131" "s29" "sent66" "g3" "pos4" "M" 561 5 -802.9992
"3141" "s29" "sent69" "g3" "pos4" "K" 741 5 -622.9992
"3151" "s29" "sent71" "g3" "pos4" "M" 781 9 -907.7752
"3161" "s30" "sent7" "g3" "pos4" "M" 766 10 -360.7687
"3171" "s30" "sent13" "g3" "pos4" "K" 1231 5 400.5452
"3181" "s30" "sent17" "g3" "pos4" "M" 1949 9 881.4941
"3191" "s30" "sent27" "g3" "pos4" "K" 743 4 -28.19201
"3201" "s30" "sent38" "g3" "pos4" "M" 1033 10 -93.76869
"3211" "s30" "sent41" "g3" "pos4" "K" 530 6 -359.7176
"3221" "s30" "sent49" "g3" "pos4" "M" 793 12 -452.2942
"3231" "s30" "sent53" "g3" "pos4" "K" 1722 9 654.4941
"3241" "s30" "sent62" "g3" "pos4" "K" 576 9 -491.5059
"3251" "s30" "sent66" "g3" "pos4" "M" 472 5 -358.4548
"3261" "s30" "sent69" "g3" "pos4" "K" 1246 5 415.5452
"3271" "s30" "sent71" "g3" "pos4" "M" 631 9 -436.5059
