"subj" "group" "sent" "pos" "condfill" "raw" "wl" "NminusOne" "res"
"347" "s3" "gp1" "sent66" "pos4" "K" 2119 6 928 -125.6546426
"348" "s3" "gp1" "sent71" "pos4" "K" 1527 13 886 -76.0100493
"349" "s4" "gp1" "sent7" "pos4" "K" 785 4 832 -37.7324862
"350" "s4" "gp1" "sent17" "pos4" "K" 455 7 620 17.1396012
"351" "s4" "gp1" "sent38" "pos4" "K" 561 3 465 -9.934721
"352" "s4" "gp1" "sent49" "pos4" "K" 201 6 684 -54.4192978
"353" "s4" "gp1" "sent66" "pos4" "K" 1172 6 693 -44.1604544
"354" "s4" "gp1" "sent71" "pos4" "K" 574 13 556 -72.5049921
"355" "s5" "gp1" "sent7" "pos4" "K" 520 4 554 -88.4084289
"356" "s5" "gp1" "sent17" "pos4" "K" 1339 7 453 87.3463635
"357" "s5" "gp1" "sent38" "pos4" "K" 572 3 1156 72.4858996
"358" "s5" "gp1" "sent49" "pos4" "K" 550 6 560 -146.7097421
"359" "s5" "gp1" "sent66" "pos4" "K" 733 6 755 24.2927731
"360" "s5" "gp1" "sent71" "pos4" "K" 622 13 949 -3.3207224
"361" "s6" "gp1" "sent7" "pos4" "K" 595 4 697 -61.0547829
"362" "s6" "gp1" "sent17" "pos4" "K" 1346 7 879 119.7384549
"363" "s6" "gp1" "sent38" "pos4" "K" 413 3 742 -87.6126758
"364" "s6" "gp1" "sent49" "pos4" "K" 446 6 500 -24.4835057
"365" "s6" "gp1" "sent66" "pos4" "K" 408 6 532 10.2075819
"366" "s6" "gp1" "sent71" "pos4" "K" 779 13 633 91.6158244
"367" "s7" "gp1" "sent7" "pos4" "K" 809 4 1667 332.155747
"368" "s7" "gp1" "sent17" "pos4" "K" 514 7 742 30.3488015
"369" "s7" "gp1" "sent38" "pos4" "K" 471 3 668 -234.8476042
"370" "s7" "gp1" "sent49" "pos4" "K" 654 6 543 -15.9879075
"371" "s7" "gp1" "sent66" "pos4" "K" 568 6 605 -23.0990233
"372" "s7" "gp1" "sent71" "pos4" "K" 548 13 543 -276.8868875
"373" "s8" "gp1" "sent7" "pos4" "K" 625 4 662 -69.5501889
"374" "s8" "gp1" "sent17" "pos4" "K" 344 7 562 457.5126685
"375" "s8" "gp1" "sent38" "pos4" "K" 743 3 645 -394.7353679
"376" "s8" "gp1" "sent49" "pos4" "K" 688 6 805 -96.3784674
"377" "s8" "gp1" "sent66" "pos4" "K" 724 6 677 -530.2000119
"378" "s8" "gp1" "sent71" "pos4" "K" 684 13 553 -363.7409707
"379" "s9" "gp1" "sent7" "pos4" "K" 562 4 693 852.8965154
"380" "s9" "gp1" "sent17" "pos4" "K" 698 7 722 499.6933757
"381" "s9" "gp1" "sent38" "pos4" "K" 503 3 617 274.5530828
"382" "s9" "gp1" "sent49" "pos4" "K" 454 6 552 -655.9182951
"383" "s9" "gp1" "sent66" "pos4" "K" 462 6 410 -167.4828282
"384" "s9" "gp1" "sent71" "pos4" "K" 490 13 415 -21.9205468
"385" "s10" "gp1" "sent7" "pos4" "K" 700 4 1459 259.1613919
"386" "s10" "gp1" "sent17" "pos4" "K" 1437 7 1254 840.1198675
"387" "s10" "gp1" "sent38" "pos4" "K" 838 3 1180 -820.2157105
"388" "s10" "gp1" "sent49" "pos4" "K" 644 6 1026 711.5149307
"389" "s10" "gp1" "sent66" "pos4" "K" 539 6 1071 -209.5636253
"390" "s10" "gp1" "sent71" "pos4" "K" 567 13 704 -377.4289459
"391" "s11" "gp1" "sent7" "pos4" "K" 3080 4 8156 444.6679524
"392" "s11" "gp1" "sent17" "pos4" "K" 2123 7 3909 206.9173402
"393" "s11" "gp1" "sent38" "pos4" "K" 2062 3 1411 -342.1278737
"394" "s11" "gp1" "sent49" "pos4" "K" 1163 6 1295 -360.6266622
"395" "s11" "gp1" "sent66" "pos4" "K" 751 6 1547 -285.5699622
"396" "s11" "gp1" "sent71" "pos4" "K" 2876 13 4966 -387.487867
"397" "s12" "gp1" "sent7" "pos4" "K" 1500 4 861 -238.0002185
"398" "s12" "gp1" "sent17" "pos4" "K" 2382 7 320 794.8735108
"399" "s12" "gp1" "sent38" "pos4" "K" 1302 3 552 807.2634374
"400" "s12" "gp1" "sent49" "pos4" "K" 1093 6 503 -233.3762232
"401" "s12" "gp1" "sent66" "pos4" "K" 1734 6 1412 -376.5765642
"402" "s12" "gp1" "sent71" "pos4" "K" 962 13 318 -100.4513574
"403" "s13" "gp1" "sent7" "pos4" "K" 624 4 902 -352.7083857
"404" "s13" "gp1" "sent17" "pos4" "K" 807 7 974 -500.3549943
"405" "s13" "gp1" "sent38" "pos4" "K" 551 3 927 2050.389003
"406" "s13" "gp1" "sent49" "pos4" "K" 663 6 1724 -314.9191745
"407" "s13" "gp1" "sent66" "pos4" "K" 486 6 1269 205.7003084
"408" "s13" "gp1" "sent71" "pos4" "K" 1024 13 1245 -355.9407366
"409" "s14" "gp1" "sent7" "pos4" "K" 1325 4 777 985.7229217
"410" "s14" "gp1" "sent17" "pos4" "K" 686 7 2712 -272.6273417
"411" "s14" "gp1" "sent38" "pos4" "K" 882 3 1907 -325.3069986
"412" "s14" "gp1" "sent49" "pos4" "K" 588 6 1393 -330.8941254
"413" "s14" "gp1" "sent66" "pos4" "K" 1241 6 1516 -311.8941254
"414" "s14" "gp1" "sent71" "pos4" "K" 1471 13 1027 -406.6718633
"415" "s15" "gp1" "sent7" "pos4" "K" 402 4 460 14.454004
"416" "s15" "gp1" "sent17" "pos4" "K" 416 7 274 12.6365387
"417" "s15" "gp1" "sent38" "pos4" "K" 526 3 234 -36.5588616
"418" "s15" "gp1" "sent49" "pos4" "K" 430 6 510 -69.5462369
"419" "s15" "gp1" "sent66" "pos4" "K" 445 6 268 -157.2334353
"420" "s15" "gp1" "sent71" "pos4" "K" 412 13 629 -73.9350275
"421" "s16" "gp2" "sent3" "pos4" "K" 683 4 1373 33.3997262
"422" "s16" "gp2" "sent20" "pos4" "K" 1629 12 401 109.9819071
"423" "s16" "gp2" "sent30" "pos4" "K" 520 4 825 -30.8590385
"424" "s16" "gp2" "sent44" "pos4" "K" 605 4 851 -15.9782089
"425" "s16" "gp2" "sent59" "pos4" "K" 592 5 385 -107.2677711
"426" "s16" "gp2" "sent76" "pos4" "K" 436 4 713 -31.8625767
"427" "s17" "gp2" "sent3" "pos4" "K" 2281 4 1077 -179.4815852
"428" "s17" "gp2" "sent20" "pos4" "K" 630 12 2665 150.7516891
"429" "s17" "gp2" "sent30" "pos4" "K" 330 4 784 224.8675622
"430" "s17" "gp2" "sent44" "pos4" "K" 2014 4 979 -15.3957871
"431" "s17" "gp2" "sent59" "pos4" "K" 445 5 2170 -201.7310225
"432" "s17" "gp2" "sent76" "pos4" "K" 357 4 3879 334.5133483
"433" "s18" "gp2" "sent3" "pos4" "K" 594 4 813 -99.0077192
"434" "s18" "gp2" "sent20" "pos4" "K" 933 12 939 60.5401259
"435" "s18" "gp2" "sent30" "pos4" "K" 474 4 572 -79.552026
"436" "s18" "gp2" "sent44" "pos4" "K" 509 4 1467 194.3449665
"437" "s18" "gp2" "sent59" "pos4" "K" 442 5 924 -135.2392244
"438" "s18" "gp2" "sent76" "pos4" "K" 804 4 116 98.1586527
"439" "s19" "gp2" "sent3" "pos4" "K" 825 4 1019 356.4528832
"440" "s19" "gp2" "sent20" "pos4" "K" 168 12 821 -202.3013391
"441" "s19" "gp2" "sent30" "pos4" "K" 322 4 394 63.596955
"442" "s19" "gp2" "sent44" "pos4" "K" 275 4 304 -577.9243127
"443" "s19" "gp2" "sent59" "pos4" "K" 342 5 334 -121.6130324
"444" "s19" "gp2" "sent76" "pos4" "K" 400 4 376 -132.2192756
"445" "s20" "gp2" "sent3" "pos4" "K" 631 4 581 364.405191
"446" "s20" "gp2" "sent20" "pos4" "K" 635 12 723 465.5523442
"447" "s20" "gp2" "sent30" "pos4" "K" 416 4 506 -535.1912257
"448" "s20" "gp2" "sent44" "pos4" "K" 409 4 1312 86.0318283
"449" "s20" "gp2" "sent59" "pos4" "K" 433 5 433 -191.4149469
"450" "s20" "gp2" "sent76" "pos4" "K" 442 4 443 -16.4191083
"451" "s21" "gp2" "sent3" "pos4" "K" 2368 4 3824 408.666619
"452" "s21" "gp2" "sent20" "pos4" "K" 1756 12 1130 -200.2946788
"453" "s21" "gp2" "sent30" "pos4" "K" 784 4 1295 170.1098151
"454" "s21" "gp2" "sent44" "pos4" "K" 845 4 1403 198.1472679
"455" "s21" "gp2" "sent59" "pos4" "K" 966 5 1589 80.6017835
"456" "s21" "gp2" "sent76" "pos4" "K" 1377 4 886 -24.49934
"457" "s22" "gp2" "sent3" "pos4" "K" 607 4 1422 19.3471853
"458" "s22" "gp2" "sent20" "pos4" "K" 662 12 457 346.1431065
"459" "s22" "gp2" "sent30" "pos4" "K" 461 4 620 -358.6362537
"460" "s22" "gp2" "sent44" "pos4" "K" 289 4 790 -114.160264
"461" "s22" "gp2" "sent59" "pos4" "K" 508 5 250 27.9575052
"462" "s22" "gp2" "sent76" "pos4" "K" 633 4 280 -112.3387072
"463" "s23" "gp2" "sent3" "pos4" "K" 3159 4 1546 -291.3886186
"464" "s23" "gp2" "sent20" "pos4" "K" 3104 12 2966 527.6956613
"465" "s23" "gp2" "sent30" "pos4" "K" 779 4 566 689.8770462
"466" "s23" "gp2" "sent44" "pos4" "K" 731 4 1675 -141.7807042
"467" "s23" "gp2" "sent59" "pos4" "K" 1057 5 1364 -213.4531115
"468" "s23" "gp2" "sent76" "pos4" "K" 860 4 1268 -356.4446833
"469" "s24" "gp2" "sent3" "pos4" "K" 855 4 6128 -44.0496671
"470" "s24" "gp2" "sent20" "pos4" "K" 1764 12 955 -330.8565559
"471" "s24" "gp2" "sent30" "pos4" "K" 519 4 848 -58.4659366
"472" "s24" "gp2" "sent44" "pos4" "K" 601 4 1389 -329.0045956
"473" "s24" "gp2" "sent59" "pos4" "K" 500 5 945 -337.9833423
"474" "s24" "gp2" "sent76" "pos4" "K" 741 4 786 -291.3875198
"475" "s25" "gp2" "sent3" "pos4" "K" 669 4 739 643.9265146
"476" "s25" "gp2" "sent20" "pos4" "K" 1485 12 883 -284.5099093
"477" "s25" "gp2" "sent30" "pos4" "K" 637 4 947 542.4083758
"478" "s25" "gp2" "sent44" "pos4" "K" 464 4 481 219.2661993
"479" "s25" "gp2" "sent59" "pos4" "K" 685 5 705 -260.1977068
"480" "s25" "gp2" "sent76" "pos4" "K" 738 4 1159 -86.2775898
"481" "s26" "gp3" "sent13" "pos4" "K" 2372 5 5945 -306.5916242
"482" "s26" "gp3" "sent27" "pos4" "K" 724 8 1322 236.9624249
"483" "s26" "gp3" "sent41" "pos4" "K" 873 8 3751 29.048171
"484" "s26" "gp3" "sent53" "pos4" "K" 678 5 362 1048.78104
"485" "s26" "gp3" "sent62" "pos4" "K" 334 4 1933 -299.301408
"486" "s26" "gp3" "sent69" "pos4" "K" 1587 5 4745 -306.2724597
"487" "s27" "gp3" "sent13" "pos4" "K" 1468 5 8398 2170.6168042
"488" "s27" "gp3" "sent27" "pos4" "K" 816 8 884 -235.1874224
"489" "s27" "gp3" "sent41" "pos4" "K" 1283 8 3840 -341.5146262
"490" "s27" "gp3" "sent53" "pos4" "K" 828 5 1663 -751.8594669
"491" "s27" "gp3" "sent62" "pos4" "K" 1816 4 1707 -575.1466771
"492" "s27" "gp3" "sent69" "pos4" "K" 618 5 2847 -692.1571125
"493" "s28" "gp3" "sent13" "pos4" "K" 1470 5 2396 -34.4239411
"494" "s28" "gp3" "sent27" "pos4" "K" 702 8 1162 721.5412741
"495" "s28" "gp3" "sent41" "pos4" "K" 741 8 902 -501.3004641
"496" "s28" "gp3" "sent53" "pos4" "K" 432 5 1507 -687.1061764
"497" "s28" "gp3" "sent62" "pos4" "K" 574 4 595 -83.3916384
"498" "s28" "gp3" "sent69" "pos4" "K" 772 5 952 -556.9732603
"499" "s29" "gp3" "sent13" "pos4" "K" 430 5 1571 2018.9688466
"500" "s29" "gp3" "sent27" "pos4" "K" 497 8 793 -510.0870537
"501" "s29" "gp3" "sent41" "pos4" "K" 495 8 885 -403.030157
"502" "s29" "gp3" "sent53" "pos4" "K" 384 5 1659 -673.1702747
"503" "s29" "gp3" "sent62" "pos4" "K" 425 4 729 -595.4398478
"504" "s29" "gp3" "sent69" "pos4" "K" 428 5 948 2629.1989154
"505" "s30" "gp3" "sent13" "pos4" "K" 2200 5 2260 -77.2279231
"506" "s30" "gp3" "sent27" "pos4" "K" 1927 8 2021 839.979282
"507" "s30" "gp3" "sent41" "pos4" "K" 1673 8 2107 -512.6378586
"508" "s30" "gp3" "sent53" "pos4" "K" 813 5 1897 -409.7506556
"509" "s30" "gp3" "sent62" "pos4" "K" 1336 4 1794 -509.5387309
"510" "s30" "gp3" "sent69" "pos4" "K" 1248 5 2490 -230.3618356
"511" "s31" "gp3" "sent13" "pos4" "K" 651 5 725 -28.1112687
"512" "s31" "gp3" "sent27" "pos4" "K" 504 8 712 270.8812901
"513" "s31" "gp3" "sent41" "pos4" "K" 3025 8 1310 -758.7567704
"514" "s31" "gp3" "sent53" "pos4" "K" 620 5 2108 -147.5827234
"515" "s31" "gp3" "sent62" "pos4" "K" 1192 4 1075 -319.9915676
"516" "s31" "gp3" "sent69" "pos4" "K" 613 5 1424 -155.2871455
"517" "s32" "gp3" "sent13" "pos4" "K" 442 5 475 120.9607655
"518" "s32" "gp3" "sent27" "pos4" "K" 772 8 478 193.3181
"519" "s32" "gp3" "sent41" "pos4" "K" 821 8 801 -395.2001372
"520" "s32" "gp3" "sent53" "pos4" "K" 462 5 2328 -495.023376
"521" "s32" "gp3" "sent62" "pos4" "K" 400 4 729 216.3068771
"522" "s32" "gp3" "sent69" "pos4" "K" 892 5 1298 328.687664
"523" "s33" "gp3" "sent13" "pos4" "K" 1353 5 1421 -234.5088594
"524" "s33" "gp3" "sent27" "pos4" "K" 719 8 731 -821.176807
"525" "s33" "gp3" "sent41" "pos4" "K" 1109 8 1271 -231.8475298
"526" "s33" "gp3" "sent53" "pos4" "K" 1155 5 1766 407.2881824
"527" "s33" "gp3" "sent62" "pos4" "K" 1020 4 1285 -150.928835
"528" "s33" "gp3" "sent69" "pos4" "K" 910 5 1150 35.1815645
"529" "s34" "gp3" "sent13" "pos4" "K" 1219 5 807 -267.2253888
"530" "s34" "gp3" "sent27" "pos4" "K" 276 8 255 -174.4536902
"531" "s34" "gp3" "sent41" "pos4" "K" 1104 8 296 -487.5565569
"532" "s34" "gp3" "sent53" "pos4" "K" 785 5 453 332.8849802
"533" "s34" "gp3" "sent62" "pos4" "K" 312 4 698 979.1206618
"534" "s34" "gp3" "sent69" "pos4" "K" 476 5 322 1783.0205703
"535" "s35" "gp3" "sent13" "pos4" "K" 3029 5 541 -142.2108139
"536" "s35" "gp3" "sent27" "pos4" "K" 503 8 616 35.3485714
"537" "s35" "gp3" "sent41" "pos4" "K" 631 8 1130 -96.3563909
"538" "s35" "gp3" "sent53" "pos4" "K" 421 5 2606 -78.9814486
"539" "s35" "gp3" "sent62" "pos4" "K" 426 4 821 -56.2866306
"540" "s35" "gp3" "sent69" "pos4" "K" 3701 5 2057 -385.791343
"541" "s36" "gp3" "sent13" "pos4" "K" 826 5 2247 293.05959
"542" "s36" "gp3" "sent27" "pos4" "K" 614 8 1069 -29.7939775
"543" "s36" "gp3" "sent41" "pos4" "K" 1231 8 982 -103.4057948
"544" "s36" "gp3" "sent53" "pos4" "K" 1075 5 3482 328.4371667
"545" "s36" "gp3" "sent62" "pos4" "K" 429 4 3758 -151.7009006
"546" "s36" "gp3" "sent69" "pos4" "K" 437 5 4318 -382.6735642
"547" "s37" "gp3" "sent13" "pos4" "K" 609 5 765 -182.5910932
"548" "s37" "gp3" "sent27" "pos4" "K" 693 8 944 -82.7203335
"549" "s37" "gp3" "sent41" "pos4" "K" 672 8 560 -137.7671029
"550" "s37" "gp3" "sent53" "pos4" "K" 727 5 2177 60.601715
"551" "s37" "gp3" "sent62" "pos4" "K" 1479 4 924 701.5063972
"552" "s37" "gp3" "sent69" "pos4" "K" 976 5 819 189.1967337
"553" "s38" "gp3" "sent13" "pos4" "K" 736 5 310 110.5170032
"554" "s38" "gp3" "sent27" "pos4" "K" 606 8 226 305.2911279
"555" "s38" "gp3" "sent41" "pos4" "K" 216 8 174 -138.6290356
"556" "s38" "gp3" "sent53" "pos4" "K" 308 5 327 788.5381471
"557" "s38" "gp3" "sent62" "pos4" "K" 301 4 243 -362.3092279
"558" "s38" "gp3" "sent69" "pos4" "K" 519 5 212 -481.2787952
"559" "s39" "gp3" "sent13" "pos4" "K" 503 5 760 49.8015911
"560" "s39" "gp3" "sent27" "pos4" "K" 458 8 430 21.6954962
"561" "s39" "gp3" "sent41" "pos4" "K" 393 8 523 166.0067716
"562" "s39" "gp3" "sent53" "pos4" "K" 540 5 634 -13.7168401
"563" "s39" "gp3" "sent62" "pos4" "K" 493 4 485 -34.3787702
"564" "s39" "gp3" "sent69" "pos4" "K" 410 5 533 -69.9770433
"565" "s40" "gp4" "sent9" "pos4" "K" 936 5 1689 193.2083519
"566" "s40" "gp4" "sent23" "pos4" "K" 686 8 800 -116.4828897
"567" "s40" "gp4" "sent33" "pos4" "K" 761 5 1854 -74.5940185
"568" "s40" "gp4" "sent56" "pos4" "K" 869 4 933 -112.2084767
"569" "s40" "gp4" "sent64" "pos4" "K" 654 4 1012 -77.7749214
"570" "s40" "gp4" "sent73" "pos4" "K" 679 5 1639 -142.68447
"571" "s41" "gp4" "sent9" "pos4" "K" 613 5 918 377.0209814
"572" "s41" "gp4" "sent23" "pos4" "K" 733 8 690 242.7764215
"573" "s41" "gp4" "sent33" "pos4" "K" 407 5 978 -149.8511631
"574" "s41" "gp4" "sent56" "pos4" "K" 605 4 707 -50.1200006
"575" "s41" "gp4" "sent64" "pos4" "K" 786 4 468 -61.3645604
"576" "s41" "gp4" "sent73" "pos4" "K" 664 5 818 155.0689949
"577" "s42" "gp4" "sent9" "pos4" "K" 309 5 290 120.9411394
"578" "s42" "gp4" "sent23" "pos4" "K" 364 8 369 37.0047963
"579" "s42" "gp4" "sent33" "pos4" "K" 352 5 413 -113.0189396
"580" "s42" "gp4" "sent56" "pos4" "K" 336 4 492 -351.3433414
"581" "s42" "gp4" "sent64" "pos4" "K" 580 4 279 79.1750898
"582" "s42" "gp4" "sent73" "pos4" "K" 291 5 283 -75.1841991
"583" "s43" "gp4" "sent9" "pos4" "K" 1580 5 1190 301.2189865
"584" "s43" "gp4" "sent23" "pos4" "K" 450 8 769 -60.2312138
"585" "s43" "gp4" "sent33" "pos4" "K" 505 5 1227 -162.2484401
"586" "s43" "gp4" "sent56" "pos4" "K" 514 4 482 -315.3889893
"587" "s43" "gp4" "sent64" "pos4" "K" 426 4 786 -199.8219633
"588" "s43" "gp4" "sent73" "pos4" "K" 504 5 1032 -292.0096608
"589" "s44" "gp4" "sent9" "pos4" "K" 740 5 3101 506.7433947
"590" "s44" "gp4" "sent23" "pos4" "K" 2536 8 6774 -77.3759949
"591" "s44" "gp4" "sent33" "pos4" "K" 773 5 5393 -308.0965646
"592" "s44" "gp4" "sent56" "pos4" "K" 474 4 927 573.5960497
"593" "s44" "gp4" "sent64" "pos4" "K" 527 4 1135 -200.9263919
"594" "s44" "gp4" "sent73" "pos4" "K" 505 5 866 -225.1205866
"595" "s45" "gp4" "sent9" "pos4" "K" 947 5 1399 -19.9907665
"596" "s45" "gp4" "sent23" "pos4" "K" 560 8 2090 -0.2575011
"597" "s45" "gp4" "sent33" "pos4" "K" 471 5 1018 -83.5005122
"598" "s45" "gp4" "sent56" "pos4" "K" 629 4 806 41.7255712
"599" "s45" "gp4" "sent64" "pos4" "K" 242 4 486 23.9536213
"600" "s45" "gp4" "sent73" "pos4" "K" 407 5 7910 -68.4621263
"601" "s46" "gp4" "sent9" "pos4" "K" 501 5 328 109.8299998
"602" "s46" "gp4" "sent23" "pos4" "K" 698 8 325 524.8983078
"603" "s46" "gp4" "sent33" "pos4" "K" 316 5 3054 -11.2851579
"604" "s46" "gp4" "sent56" "pos4" "K" 272 4 271 14.7808848
"605" "s46" "gp4" "sent64" "pos4" "K" 282 4 302 -16.3960837
"606" "s46" "gp4" "sent73" "pos4" "K" 302 5 377 -55.6348629
"607" "s47" "gp4" "sent9" "pos4" "K" 712 5 957 422.3571084
"608" "s47" "gp4" "sent23" "pos4" "K" 708 8 787 -78.0868185
"609" "s47" "gp4" "sent33" "pos4" "K" 524 5 1394 -408.8021117
"610" "s47" "gp4" "sent56" "pos4" "K" 946 4 835 -174.8319302
"611" "s47" "gp4" "sent64" "pos4" "K" 1550 4 670 -240.911147
"612" "s47" "gp4" "sent73" "pos4" "K" 756 5 1065 195.1821925
"613" "s48" "gp4" "sent9" "pos4" "K" 564 5 1160 -542.1268224
"614" "s48" "gp4" "sent23" "pos4" "K" 811 8 542 406.0614031
"615" "s48" "gp4" "sent33" "pos4" "K" 774 5 1243 982.8096433
"616" "s48" "gp4" "sent56" "pos4" "K" 353 4 386 -334.7323203
"617" "s48" "gp4" "sent64" "pos4" "K" 1173 4 494 -553.276626
"618" "s48" "gp4" "sent73" "pos4" "K" 270 5 282 -318.605265
"619" "s49" "gp4" "sent9" "pos4" "K" 904 5 2055 -16.7001688
"620" "s49" "gp4" "sent23" "pos4" "K" 936 8 1150 -219.9840934
"621" "s49" "gp4" "sent33" "pos4" "K" 631 5 1711 -200.3707564
"622" "s49" "gp4" "sent56" "pos4" "K" 673 4 363 -43.9731126
"623" "s49" "gp4" "sent64" "pos4" "K" 384 4 392 -263.1244848
"624" "s49" "gp4" "sent73" "pos4" "K" 581 5 278 -271.072718
"625" "s50" "gp4" "sent9" "pos4" "K" 1083 5 1946 5.8614058
"626" "s50" "gp4" "sent23" "pos4" "K" 856 8 1315 1088.4982687
"627" "s50" "gp4" "sent33" "pos4" "K" 700 5 2100 1241.7617915
"628" "s50" "gp4" "sent56" "pos4" "K" 853 4 946 -147.7880068
"629" "s50" "gp4" "sent64" "pos4" "K" 830 4 1306 -205.9621229
"630" "s50" "gp4" "sent73" "pos4" "K" 674 5 1581 -322.1833086
"631" "s51" "gp4" "sent9" "pos4" "K" 520 5 830 27.5204445
"632" "s51" "gp4" "sent23" "pos4" "K" 476 8 497 -163.9129639
"633" "s51" "gp4" "sent33" "pos4" "K" 455 5 546 39.1331157
"634" "s51" "gp4" "sent56" "pos4" "K" 305 4 271 428.2426764
"635" "s51" "gp4" "sent64" "pos4" "K" 355 4 486 59.9182313
"636" "s51" "gp4" "sent73" "pos4" "K" 444 5 551 -341.681102
"637" "s52" "gp4" "sent9" "pos4" "K" 1886 5 2171 -25.5581076
"638" "s52" "gp4" "sent23" "pos4" "K" 1517 8 1793 -124.2374569
"639" "s52" "gp4" "sent33" "pos4" "K" 440 5 1403 60.9079467
"640" "s52" "gp4" "sent56" "pos4" "K" 1045 4 1005 -80.9558464
"641" "s52" "gp4" "sent64" "pos4" "K" 398 4 600 66.9913811
"642" "s52" "gp4" "sent73" "pos4" "K" 764 5 1150 -231.9823193
"643" "s53" "gp4" "sent9" "pos4" "K" 985 5 1729 -10.2741665
"644" "s53" "gp4" "sent23" "pos4" "K" 832 8 948 99.9091119
"645" "s53" "gp4" "sent33" "pos4" "K" 412 5 917 -213.6908187
"646" "s53" "gp4" "sent56" "pos4" "K" 555 4 703 -27.3589395
"647" "s53" "gp4" "sent64" "pos4" "K" 412 4 934 143.3507252
"648" "s53" "gp4" "sent73" "pos4" "K" 348 5 1040 36.4202539
"649" "s54" "gp4" "sent9" "pos4" "K" 847 5 1688 -158.3631286
"650" "s54" "gp4" "sent23" "pos4" "K" 760 8 1141 250.4659868
"651" "s54" "gp4" "sent33" "pos4" "K" 1032 5 1816 -244.4991622
"652" "s54" "gp4" "sent56" "pos4" "K" 456 4 2661 75.2507078
"653" "s54" "gp4" "sent64" "pos4" "K" 673 4 2302 372.5299879
"654" "s54" "gp4" "sent73" "pos4" "K" 1095 5 1722 -38.1265577
"655" "s55" "gp4" "sent9" "pos4" "K" 1113 5 1340 -37.4196314
"656" "s55" "gp4" "sent23" "pos4" "K" 1033 8 1166 245.7150788
"657" "s55" "gp4" "sent33" "pos4" "K" 748 5 1041 -117.0248338
"658" "s55" "gp4" "sent56" "pos4" "K" 687 4 790 -100.6466444
"659" "s55" "gp4" "sent64" "pos4" "K" 1347 4 1362 29.7401684
"660" "s55" "gp4" "sent73" "pos4" "K" 944 5 899 -128.6046628
"1100" "s1" "gp1" "sent9" "pos7" "L" 617 5 1812 1022.7612155
"2100" "s1" "gp1" "sent23" "pos7" "L" 436 8 1680 -318.5932365
"3100" "s1" "gp1" "sent33" "pos7" "L" 598 5 2298 354.6408821
"4100" "s1" "gp1" "sent56" "pos7" "L" 300 4 2955 -584.0326444
"5100" "s1" "gp1" "sent64" "pos7" "L" 532 4 1208 224.7846861
"661" "s1" "gp1" "sent73" "pos7" "L" 273 5 1016 -567.5102362
"710" "s2" "gp1" "sent9" "pos7" "L" 467 5 1948 -43.1885162
"810" "s2" "gp1" "sent23" "pos7" "L" 396 8 1234 286.0407368
"910" "s2" "gp1" "sent33" "pos7" "L" 343 5 1645 -178.3847738
"1010" "s2" "gp1" "sent56" "pos7" "L" 480 4 1788 -77.3179582
"1110" "s2" "gp1" "sent64" "pos7" "L" 508 4 1433 -176.4459239
"1210" "s2" "gp1" "sent73" "pos7" "L" 543 5 1388 -218.4740786
"1310" "s3" "gp1" "sent9" "pos7" "L" 666 5 2019 -51.75734
"1410" "s3" "gp1" "sent23" "pos7" "L" 788 8 2825 47.3229345
"1510" "s3" "gp1" "sent33" "pos7" "L" 991 5 3112 347.5023686
"1610" "s3" "gp1" "sent56" "pos7" "L" 864 4 2597 -91.4125161
"1710" "s3" "gp1" "sent64" "pos7" "L" 773 4 4134 -221.6646706
"1810" "s3" "gp1" "sent73" "pos7" "L" 1067 5 2303 126.1848746
"1910" "s4" "gp1" "sent9" "pos7" "L" 2017 5 1729 -69.7495468
"2010" "s4" "gp1" "sent23" "pos7" "L" 486 8 1691 -54.7724482
"2110" "s4" "gp1" "sent33" "pos7" "L" 401 5 1297 55.4376806
"2210" "s4" "gp1" "sent56" "pos7" "L" 405 4 1309 -42.0122077
"2310" "s4" "gp1" "sent64" "pos7" "L" 443 4 1332 -25.7409289
"2410" "s4" "gp1" "sent73" "pos7" "L" 373 5 1162 -60.6373407
"2510" "s5" "gp1" "sent9" "pos7" "L" 570 5 2637 129.9753973
"2610" "s5" "gp1" "sent23" "pos7" "L" 491 8 2277 286.6583157
"2710" "s5" "gp1" "sent33" "pos7" "L" 485 5 1808 91.111981
"2810" "s5" "gp1" "sent56" "pos7" "L" 539 4 1646 -15.0823881
"2910" "s5" "gp1" "sent64" "pos7" "L" 438 4 1673 -113.091006
"3010" "s5" "gp1" "sent73" "pos7" "L" 578 5 1560 69.4973545
"3110" "s6" "gp1" "sent9" "pos7" "L" 670 5 2049 -71.323929
"3210" "s6" "gp1" "sent23" "pos7" "L" 440 8 1460 -49.1680807
"3310" "s6" "gp1" "sent33" "pos7" "L" 524 5 1584 -140.9595137
"3410" "s6" "gp1" "sent56" "pos7" "L" 400 4 1447 -51.6721983
"3510" "s6" "gp1" "sent64" "pos7" "L" 466 4 1391 32.025989
"3610" "s6" "gp1" "sent73" "pos7" "L" 351 5 1928 117.5396633
"3710" "s7" "gp1" "sent9" "pos7" "L" 704 5 2542 79.4388392
"3810" "s7" "gp1" "sent23" "pos7" "L" 677 8 1573 -106.8033358
"3910" "s7" "gp1" "sent33" "pos7" "L" 491 5 1458 12.5577849
"4010" "s7" "gp1" "sent56" "pos7" "L" 548 4 1888 -95.7252468
