"subj" "group" "sent" "pos" "condfill" "raw" "wl" "NminusOne" "res"
"4110" "s7" "gp1" "sent64" "pos7" "L" 531 4 1663 -57.3015236
"4210" "s7" "gp1" "sent73" "pos7" "L" 522 5 1746 247.0487241
"4310" "s8" "gp1" "sent9" "pos7" "L" 591 5 2078 80.1778832
"4410" "s8" "gp1" "sent23" "pos7" "L" 746 8 1648 859.9610784
"4510" "s8" "gp1" "sent33" "pos7" "L" 461 5 1435 -176.5328257
"4610" "s8" "gp1" "sent56" "pos7" "L" 676 4 1745 -87.0866972
"4710" "s8" "gp1" "sent64" "pos7" "L" 502 4 1502 -179.7750007
"4810" "s8" "gp1" "sent73" "pos7" "L" 616 5 1930 -279.6853793
"4910" "s9" "gp1" "sent9" "pos7" "L" 572 5 1686 -131.3249181
"5010" "s9" "gp1" "sent23" "pos7" "L" 592 8 1709 -13.1170106
"5110" "s9" "gp1" "sent33" "pos7" "L" 430 5 2277 95.5485579
"5210" "s9" "gp1" "sent56" "pos7" "L" 493 4 2023 44.5001229
"5310" "s9" "gp1" "sent64" "pos7" "L" 356 4 1054 76.7007818
"5410" "s9" "gp1" "sent73" "pos7" "L" 309 5 1192 -205.0237649
"5510" "s10" "gp1" "sent9" "pos7" "L" 989 5 3089 -29.2322003
"5610" "s10" "gp1" "sent23" "pos7" "L" 803 8 2439 -807.1381077
"5710" "s10" "gp1" "sent33" "pos7" "L" 1177 5 2393 -24.3578321
"5810" "s10" "gp1" "sent56" "pos7" "L" 607 4 3074 -788.0671352
"5910" "s10" "gp1" "sent64" "pos7" "L" 504 4 2072 -469.3651635
"6010" "s10" "gp1" "sent73" "pos7" "L" 529 5 2236 -964.2166931
"6110" "s11" "gp1" "sent9" "pos7" "L" 1723 5 6732 -297.5257377
"6210" "s11" "gp1" "sent23" "pos7" "L" 1743 8 5552 -1017.8804596
"6310" "s11" "gp1" "sent33" "pos7" "L" 1235 5 2591 713.4247594
"6410" "s11" "gp1" "sent56" "pos7" "L" 806 4 10499 3812.835791
"6510" "s11" "gp1" "sent64" "pos7" "L" 498 4 3145 -817.9885498
"662" "s11" "gp1" "sent73" "pos7" "L" 657 5 3949 1779.6272236
"671" "s12" "gp1" "sent9" "pos7" "L" 1042 5 4850 601.6480279
"681" "s12" "gp1" "sent23" "pos7" "L" 2820 8 3476 -225.8806004
"691" "s12" "gp1" "sent33" "pos7" "L" 720 5 2516 -1501.2897
"701" "s12" "gp1" "sent56" "pos7" "L" 351 4 5560 283.8292657
"711" "s12" "gp1" "sent64" "pos7" "L" 429 4 4144 -667.5672055
"721" "s12" "gp1" "sent73" "pos7" "L" 769 5 1685 130.6497808
"731" "s13" "gp1" "sent9" "pos7" "L" 444 5 2124 -277.802015
"741" "s13" "gp1" "sent23" "pos7" "L" 503 8 2160 -1221.0637318
"751" "s13" "gp1" "sent33" "pos7" "L" 490 5 1609 2834.5748802
"761" "s13" "gp1" "sent56" "pos7" "L" 505 4 2715 543.5102923
"771" "s13" "gp1" "sent64" "pos7" "L" 481 4 1591 -318.6895746
"781" "s13" "gp1" "sent73" "pos7" "L" 574 5 1966 -1272.0353146
"791" "s14" "gp1" "sent9" "pos7" "L" 1288 5 3224 -183.5585176
"801" "s14" "gp1" "sent23" "pos7" "L" 889 8 3007 -16.7633435
"811" "s14" "gp1" "sent33" "pos7" "L" 1226 5 3405 13.6499834
"821" "s14" "gp1" "sent56" "pos7" "L" 683 4 6636 -360.6501399
"831" "s14" "gp1" "sent64" "pos7" "L" 833 4 4003 680.7011664
"841" "s14" "gp1" "sent73" "pos7" "L" 681 5 2432 -109.1618761
"851" "s15" "gp1" "sent9" "pos7" "L" 427 5 1794 -21.3946944
"861" "s15" "gp1" "sent23" "pos7" "L" 524 8 1398 321.2916085
"871" "s15" "gp1" "sent33" "pos7" "L" 830 5 2506 -180.6676704
"881" "s15" "gp1" "sent56" "pos7" "L" 386 4 1538 -58.899362
"891" "s15" "gp1" "sent64" "pos7" "L" 256 4 1586 -520.759105
"901" "s15" "gp1" "sent73" "pos7" "L" 605 5 1805 -315.4417328
"911" "s16" "gp2" "sent7" "pos7" "L" 580 4 1971 -85.3803695
"921" "s16" "gp2" "sent17" "pos7" "L" 469 7 1531 243.298771
"931" "s16" "gp2" "sent38" "pos7" "L" 515 3 1960 -185.639678
"941" "s16" "gp2" "sent49" "pos7" "L" 477 6 1549 -223.950545
"951" "s16" "gp2" "sent66" "pos7" "L" 525 6 1493 -246.4725553
"961" "s16" "gp2" "sent71" "pos7" "L" 717 13 2150 181.712004
"971" "s17" "gp2" "sent7" "pos7" "L" 758 4 2280 -24.5273195
"981" "s17" "gp2" "sent17" "pos7" "L" 313 7 1749 32.6535647
"991" "s17" "gp2" "sent38" "pos7" "L" 499 3 4729 616.3739896
"1001" "s17" "gp2" "sent49" "pos7" "L" 5459 6 1141 1033.2783165
"1011" "s17" "gp2" "sent66" "pos7" "L" 474 6 1824 -367.3668898
"1021" "s17" "gp2" "sent71" "pos7" "L" 3250 13 1480 -222.3256053
"1031" "s18" "gp2" "sent7" "pos7" "L" 830 4 2913 -31.0092827
"1041" "s18" "gp2" "sent17" "pos7" "L" 1097 7 1989 -81.6096204
"1051" "s18" "gp2" "sent38" "pos7" "L" 655 3 2721 -39.3266028
"1061" "s18" "gp2" "sent49" "pos7" "L" 677 6 1503 -152.4653489
"1071" "s18" "gp2" "sent66" "pos7" "L" 132 6 488 -129.573629
"1081" "s18" "gp2" "sent71" "pos7" "L" 346 13 594 -104.6772282
"1091" "s19" "gp2" "sent7" "pos7" "L" 642 4 1827 146.9287879
"1101" "s19" "gp2" "sent17" "pos7" "L" 1157 7 1069 700.4948231
"1111" "s19" "gp2" "sent38" "pos7" "L" 307 3 857 -138.7188979
"1121" "s19" "gp2" "sent49" "pos7" "L" 286 6 1412 -187.9565622
"1131" "s19" "gp2" "sent66" "pos7" "L" 484 6 1217 19.9647793
"1141" "s19" "gp2" "sent71" "pos7" "L" 351 13 1026 -103.3173939
"1151" "s20" "gp2" "sent7" "pos7" "L" 526 4 2346 371.0387569
"1161" "s20" "gp2" "sent17" "pos7" "L" 1872 7 1913 -275.8872656
"1171" "s20" "gp2" "sent38" "pos7" "L" 368 3 1009 -100.1620716
"1181" "s20" "gp2" "sent49" "pos7" "L" 649 6 2181 -142.5829909
"1191" "s20" "gp2" "sent66" "pos7" "L" 265 6 791 -77.1093511
"1201" "s20" "gp2" "sent71" "pos7" "L" 384 13 1116 -21.2462555
"1211" "s21" "gp2" "sent7" "pos7" "L" 1020 4 3407 94.1534068
"1221" "s21" "gp2" "sent17" "pos7" "L" 800 7 5332 -80.1953768
"1231" "s21" "gp2" "sent38" "pos7" "L" 1320 3 3677 395.5696451
"1241" "s21" "gp2" "sent49" "pos7" "L" 854 6 2259 -16.888263
"1251" "s21" "gp2" "sent66" "pos7" "L" 1196 6 3661 -73.4479284
"1261" "s21" "gp2" "sent71" "pos7" "L" 798 13 2295 28.0238696
"1271" "s22" "gp2" "sent7" "pos7" "L" 496 4 2171 -236.9275163
"1281" "s22" "gp2" "sent17" "pos7" "L" 782 7 1100 1023.6901701
"1291" "s22" "gp2" "sent38" "pos7" "L" 565 3 1206 -293.084506
"1301" "s22" "gp2" "sent49" "pos7" "L" 437 6 1640 -353.3064803
"1311" "s22" "gp2" "sent66" "pos7" "L" 336 6 2079 -406.2553415
"1321" "s22" "gp2" "sent71" "pos7" "L" 595 13 1759 -331.2756628
"1331" "s23" "gp2" "sent7" "pos7" "L" 669 4 6531 -355.7575754
"1341" "s23" "gp2" "sent17" "pos7" "L" 1194 7 1845 1078.9116971
"1351" "s23" "gp2" "sent38" "pos7" "L" 1933 3 2678 -239.968159
"1361" "s23" "gp2" "sent49" "pos7" "L" 896 6 1875 -198.9690536
"1371" "s23" "gp2" "sent66" "pos7" "L" 554 6 2176 -298.3263543
"1381" "s23" "gp2" "sent71" "pos7" "L" 1896 13 2710 -245.8795034
"1391" "s24" "gp2" "sent7" "pos7" "L" 774 4 3411 110.6772189
"1401" "s24" "gp2" "sent17" "pos7" "L" 607 7 2110 85.5986123
"1411" "s24" "gp2" "sent38" "pos7" "L" 892 3 1887 -88.964362
"1421" "s24" "gp2" "sent49" "pos7" "L" 741 6 2713 -261.0161718
"1431" "s24" "gp2" "sent66" "pos7" "L" 634 6 2045 -57.0155008
"1441" "s24" "gp2" "sent71" "pos7" "L" 745 13 2031 -50.06329
"1451" "s25" "gp2" "sent7" "pos7" "L" 625 4 2674 13.6767716
"1461" "s25" "gp2" "sent17" "pos7" "L" 637 7 1883 -128.5177348
"1471" "s25" "gp2" "sent38" "pos7" "L" 643 3 3869 797.6497511
"1481" "s25" "gp2" "sent49" "pos7" "L" 546 6 2259 315.7955737
"1491" "s25" "gp2" "sent66" "pos7" "L" 504 6 1922 27.5613192
"1501" "s25" "gp2" "sent71" "pos7" "L" 1102 13 1715 91.7660981
"1511" "s26" "gp3" "sent3" "pos7" "L" 925 4 5353 3496.08647
"1521" "s26" "gp3" "sent20" "pos7" "L" 1088 12 2586 3468.0499788
"1531" "s26" "gp3" "sent30" "pos7" "L" 772 4 6426 369.9213819
"1541" "s26" "gp3" "sent44" "pos7" "L" 612 4 4844 -466.4346654
"1551" "s26" "gp3" "sent59" "pos7" "L" 339 5 1238 -995.1429166
"1561" "s26" "gp3" "sent76" "pos7" "L" 415 4 1857 -920.6368804
"1571" "s27" "gp3" "sent3" "pos7" "L" 683 4 3517 -492.8410316
"1581" "s27" "gp3" "sent20" "pos7" "L" 805 12 2702 -707.8900501
"1591" "s27" "gp3" "sent30" "pos7" "L" 842 4 2790 -192.1466083
"1601" "s27" "gp3" "sent44" "pos7" "L" 654 4 1671 -661.793617
"1611" "s27" "gp3" "sent59" "pos7" "L" 823 5 3533 -316.1877593
"1621" "s27" "gp3" "sent76" "pos7" "L" 417 4 1498 -717.7010272
"1631" "s28" "gp3" "sent3" "pos7" "L" 1631 4 2695 856.2314667
"1641" "s28" "gp3" "sent20" "pos7" "L" 757 12 2705 237.3026645
"1651" "s28" "gp3" "sent30" "pos7" "L" 746 4 3025 -734.2729657
"1661" "s28" "gp3" "sent44" "pos7" "L" 401 4 1605 -672.9951963
"1671" "s28" "gp3" "sent59" "pos7" "L" 486 5 3331 -551.5168158
"1681" "s28" "gp3" "sent76" "pos7" "L" 381 4 1723 -142.3248885
"1691" "s29" "gp3" "sent3" "pos7" "L" 557 4 2117 -81.0596464
"1701" "s29" "gp3" "sent20" "pos7" "L" 554 12 1703 -84.3935143
"1711" "s29" "gp3" "sent30" "pos7" "L" 478 4 1353 193.5876656
"1721" "s29" "gp3" "sent44" "pos7" "L" 470 4 1614 720.3819105
"1731" "s29" "gp3" "sent59" "pos7" "L" 440 5 1326 -729.7492584
"1741" "s29" "gp3" "sent76" "pos7" "L" 435 4 1493 -874.4746966
"1751" "s30" "gp3" "sent3" "pos7" "L" 846 4 3546 -85.6796108
"1761" "s30" "gp3" "sent20" "pos7" "L" 1563 12 2980 415.3209777
"1771" "s30" "gp3" "sent30" "pos7" "L" 698 4 3018 -31.6242014
"1781" "s30" "gp3" "sent44" "pos7" "L" 943 4 3177 -102.960022
"1791" "s30" "gp3" "sent59" "pos7" "L" 632 5 2811 -128.2871403
"1801" "s30" "gp3" "sent76" "pos7" "L" 979 4 2273 84.6472132
"1811" "s31" "gp3" "sent3" "pos7" "L" 691 4 2227 45.8079766
"1821" "s31" "gp3" "sent20" "pos7" "L" 1614 12 4436 228.676978
"1831" "s31" "gp3" "sent30" "pos7" "L" 1777 4 1408 21.8841543
"1841" "s31" "gp3" "sent44" "pos7" "L" 643 4 3285 -64.3241992
"1851" "s31" "gp3" "sent59" "pos7" "L" 576 5 1753 -123.0510821
"1861" "s31" "gp3" "sent76" "pos7" "L" 733 4 4148 105.1348007
"1871" "s32" "gp3" "sent3" "pos7" "L" 537 4 1991 84.6836835
"1881" "s32" "gp3" "sent20" "pos7" "L" 631 12 1767 46.7598612
"1891" "s32" "gp3" "sent30" "pos7" "L" 504 4 1589 -138.5441978
"1901" "s32" "gp3" "sent44" "pos7" "L" 487 4 1999 -294.174198
"1911" "s32" "gp3" "sent59" "pos7" "L" 437 5 1468 -127.1730209
"1921" "s32" "gp3" "sent76" "pos7" "L" 489 4 1769 0.7158026
"1931" "s33" "gp3" "sent3" "pos7" "L" 1506 4 6857 63.0700371
"1941" "s33" "gp3" "sent20" "pos7" "L" 1451 12 2554 273.7744493
"1951" "s33" "gp3" "sent30" "pos7" "L" 425 4 1858 -266.2483157
"1961" "s33" "gp3" "sent44" "pos7" "L" 1066 4 2403 116.1307439
"1971" "s33" "gp3" "sent59" "pos7" "L" 801 5 2746 -58.9069036
"1981" "s33" "gp3" "sent76" "pos7" "L" 974 4 2691 -65.6337865
"1991" "s34" "gp3" "sent3" "pos7" "L" 532 4 844 -249.4743382
"2001" "s34" "gp3" "sent20" "pos7" "L" 252 12 1102 529.0177912
"2011" "s34" "gp3" "sent30" "pos7" "L" 526 4 1163 229.2758867
"2021" "s34" "gp3" "sent44" "pos7" "L" 250 4 956 436.3932935
"2031" "s34" "gp3" "sent59" "pos7" "L" 243 5 1031 -701.5707042
"2041" "s34" "gp3" "sent76" "pos7" "L" 283 4 781 -396.3898531
"2051" "s35" "gp3" "sent3" "pos7" "L" 1043 4 2195 -281.9948693
"2061" "s35" "gp3" "sent20" "pos7" "L" 1779 12 1705 -40.4211554
"2071" "s35" "gp3" "sent30" "pos7" "L" 565 4 1922 748.9617077
"2081" "s35" "gp3" "sent44" "pos7" "L" 397 4 2359 -336.6066465
"2091" "s35" "gp3" "sent59" "pos7" "L" 1036 5 3225 -660.4010741
"2101" "s35" "gp3" "sent76" "pos7" "L" 498 4 1644 713.8971838
"2111" "s36" "gp3" "sent3" "pos7" "L" 879 4 3198 1906.4942395
"2121" "s36" "gp3" "sent20" "pos7" "L" 1049 12 2891 1937.3809929
"2131" "s36" "gp3" "sent30" "pos7" "L" 415 4 3034 -532.779717
"2141" "s36" "gp3" "sent44" "pos7" "L" 756 4 1648 -513.7033723
"2151" "s36" "gp3" "sent59" "pos7" "L" 1044 5 2979 -206.513781
"2161" "s36" "gp3" "sent76" "pos7" "L" 519 4 4983 -409.3202094
"2171" "s37" "gp3" "sent3" "pos7" "L" 956 4 2216 -325.9252256
"2181" "s37" "gp3" "sent20" "pos7" "L" 682 12 1665 -375.0186309
"2191" "s37" "gp3" "sent30" "pos7" "L" 595 4 1816 -181.2801069
"2201" "s37" "gp3" "sent44" "pos7" "L" 1035 4 1724 -456.8043783
"2211" "s37" "gp3" "sent59" "pos7" "L" 553 5 1745 -244.2759467
"2221" "s37" "gp3" "sent76" "pos7" "L" 359 4 1328 -588.9410867
"2231" "s38" "gp3" "sent3" "pos7" "L" 501 4 1323 55.0504869
"2241" "s38" "gp3" "sent20" "pos7" "L" 200 12 1151 -102.7669542
"2251" "s38" "gp3" "sent30" "pos7" "L" 262 4 753 66.2034863
"2261" "s38" "gp3" "sent44" "pos7" "L" 221 4 820 -76.3895271
"2271" "s38" "gp3" "sent59" "pos7" "L" 257 5 789 -219.2481434
"2281" "s38" "gp3" "sent76" "pos7" "L" 193 4 771 -148.0416595
"2291" "s39" "gp3" "sent3" "pos7" "L" 1241 4 1837 43.0532613
"2301" "s39" "gp3" "sent20" "pos7" "L" 661 12 1858 -100.1507093
"2311" "s39" "gp3" "sent30" "pos7" "L" 465 4 2035 188.9280874
"2321" "s39" "gp3" "sent44" "pos7" "L" 1239 4 1486 22.820078
"2331" "s39" "gp3" "sent59" "pos7" "L" 448 5 1402 -71.9618224
"2341" "s39" "gp3" "sent76" "pos7" "L" 373 4 1143 39.2942456
"2351" "s40" "gp4" "sent13" "pos7" "L" 608 5 5446 74.3577874
"2361" "s40" "gp4" "sent27" "pos7" "L" 1408 8 2626 1077.974897
"2371" "s40" "gp4" "sent41" "pos7" "L" 2059 8 4039 -165.0680122
"2381" "s40" "gp4" "sent53" "pos7" "L" 698 5 3212 -92.9632096
"2391" "s40" "gp4" "sent62" "pos7" "L" 602 4 5544 -185.8421973
"2401" "s40" "gp4" "sent69" "pos7" "L" 661 5 2201 58.0660031
"2411" "s41" "gp4" "sent13" "pos7" "L" 458 5 4163 157.123996
"2421" "s41" "gp4" "sent27" "pos7" "L" 392 8 3404 -76.5200743
"2431" "s41" "gp4" "sent41" "pos7" "L" 654 8 1619 -70.3149776
"2441" "s41" "gp4" "sent53" "pos7" "L" 495 5 2017 -176.1221903
"2451" "s41" "gp4" "sent62" "pos7" "L" 642 4 2039 -64.0068124
"2461" "s41" "gp4" "sent69" "pos7" "L" 359 5 1668 -233.4760391
"2471" "s42" "gp4" "sent13" "pos7" "L" 525 5 1541 197.5591128
"2481" "s42" "gp4" "sent27" "pos7" "L" 285 8 854 -72.4216751
"2491" "s42" "gp4" "sent41" "pos7" "L" 371 8 1251 -66.777791
"2501" "s42" "gp4" "sent53" "pos7" "L" 255 5 1025 -164.3839464
"2511" "s42" "gp4" "sent62" "pos7" "L" 285 4 1140 -254.9091778
"2521" "s42" "gp4" "sent69" "pos7" "L" 256 5 949 -317.5879783
"2531" "s43" "gp4" "sent13" "pos7" "L" 1871 5 1962 -42.2413106
"2541" "s43" "gp4" "sent27" "pos7" "L" 639 8 1668 -57.8602001
"2551" "s43" "gp4" "sent41" "pos7" "L" 954 8 1974 17.4838133
"2561" "s43" "gp4" "sent53" "pos7" "L" 446 5 1595 -135.7316255
"2571" "s43" "gp4" "sent62" "pos7" "L" 454 4 1415 -189.4984596
"2581" "s43" "gp4" "sent69" "pos7" "L" 544 5 1691 401.2738411
"2591" "s44" "gp4" "sent13" "pos7" "L" 2652 5 7428 -65.8045864
"2601" "s44" "gp4" "sent27" "pos7" "L" 1323 8 5634 755.2233783
"2611" "s44" "gp4" "sent41" "pos7" "L" 685 8 4214 -90.5419707
"2621" "s44" "gp4" "sent53" "pos7" "L" 474 5 2615 -279.8130232
"2631" "s44" "gp4" "sent62" "pos7" "L" 466 4 4758 -50.9917447
"2641" "s44" "gp4" "sent69" "pos7" "L" 496 5 2132 17.8603107
"2651" "s45" "gp4" "sent13" "pos7" "L" 3287 5 6431 114.4888063
"2661" "s45" "gp4" "sent27" "pos7" "L" 501 8 1296 126.0390322
"2671" "s45" "gp4" "sent41" "pos7" "L" 408 8 1833 68.7919629
"2681" "s45" "gp4" "sent53" "pos7" "L" 797 5 1678 81.4118638
"2691" "s45" "gp4" "sent62" "pos7" "L" 341 4 1683 -126.3059925
"2701" "s45" "gp4" "sent69" "pos7" "L" 312 5 1256 134.7373607
"2711" "s46" "gp4" "sent13" "pos7" "L" 311 5 1013 185.2499176
"2721" "s46" "gp4" "sent27" "pos7" "L" 481 8 922 -50.0829494
"2731" "s46" "gp4" "sent41" "pos7" "L" 560 8 1517 -366.4949735
"2741" "s46" "gp4" "sent53" "pos7" "L" 338 5 1178 -413.0624835
"2751" "s46" "gp4" "sent62" "pos7" "L" 535 4 898 -503.6743464
"2761" "s46" "gp4" "sent69" "pos7" "L" 370 5 918 -821.3781082
"2771" "s47" "gp4" "sent13" "pos7" "L" 806 5 3431 -314.604799
"2781" "s47" "gp4" "sent27" "pos7" "L" 766 8 1796 149.757885
"2791" "s47" "gp4" "sent41" "pos7" "L" 538 8 1811 -584.4686081
"2801" "s47" "gp4" "sent53" "pos7" "L" 456 5 1607 -572.168006
"2811" "s47" "gp4" "sent62" "pos7" "L" 658 4 3020 -452.4271897
"2821" "s47" "gp4" "sent69" "pos7" "L" 738 5 2915 -443.8444291
"2831" "s48" "gp4" "sent13" "pos7" "L" 976 5 2601 1067.9186167
"2841" "s48" "gp4" "sent27" "pos7" "L" 439 8 1383 -76.5758943
"2851" "s48" "gp4" "sent41" "pos7" "L" 559 8 1989 -192.1259339
"2861" "s48" "gp4" "sent53" "pos7" "L" 332 5 1186 -18.019271
"2871" "s48" "gp4" "sent62" "pos7" "L" 706 4 1104 -533.1218285
"2881" "s48" "gp4" "sent69" "pos7" "L" 299 5 993 413.6143958
"2891" "s49" "gp4" "sent13" "pos7" "L" 502 5 6952 25.8677105
"2901" "s49" "gp4" "sent27" "pos7" "L" 406 8 1696 12.6689816
"2911" "s49" "gp4" "sent41" "pos7" "L" 902 8 1986 4376.9063615
"2921" "s49" "gp4" "sent53" "pos7" "L" 513 5 1293 -14.0990818
"2931" "s49" "gp4" "sent62" "pos7" "L" 807 4 1226 -571.0915858
"2941" "s49" "gp4" "sent69" "pos7" "L" 278 5 1424 -304.7443805
"2951" "s50" "gp4" "sent13" "pos7" "L" 1048 5 4370 -121.3421021
"2961" "s50" "gp4" "sent27" "pos7" "L" 1085 8 2948 69.1229636
"2971" "s50" "gp4" "sent41" "pos7" "L" 1031 8 4157 -162.481592
"2981" "s50" "gp4" "sent53" "pos7" "L" 751 5 2980 -508.4935752
"2991" "s50" "gp4" "sent62" "pos7" "L" 882 4 5150 -567.2877816
"3001" "s50" "gp4" "sent69" "pos7" "L" 953 5 3152 -201.8149418
"3011" "s51" "gp4" "sent13" "pos7" "L" 553 5 1996 -283.1929067
"3021" "s51" "gp4" "sent27" "pos7" "L" 338 8 1379 -162.0807502
"3031" "s51" "gp4" "sent41" "pos7" "L" 290 8 1161 -124.9848849
"3041" "s51" "gp4" "sent53" "pos7" "L" 247 5 1281 -314.2038994
"3051" "s51" "gp4" "sent62" "pos7" "L" 301 4 1047 -143.1754766
"3061" "s51" "gp4" "sent69" "pos7" "L" 555 5 852 -551.3923619
"3071" "s52" "gp4" "sent13" "pos7" "L" 874 5 7062 507.1243499
"3081" "s52" "gp4" "sent27" "pos7" "L" 1572 8 2283 -153.0612403
"3091" "s52" "gp4" "sent41" "pos7" "L" 586 8 4948 317.1589626
"3101" "s52" "gp4" "sent53" "pos7" "L" 804 5 2925 -140.2126145
"3111" "s52" "gp4" "sent62" "pos7" "L" 638 4 2961 847.8353182
"3121" "s52" "gp4" "sent69" "pos7" "L" 494 5 2256 -348.9227903
"3131" "s53" "gp4" "sent13" "pos7" "L" 752 5 2631 1291.8875589
"3141" "s53" "gp4" "sent27" "pos7" "L" 703 8 1397 -229.3083313
"3151" "s53" "gp4" "sent41" "pos7" "L" 341 8 3315 -58.1701782
"3161" "s53" "gp4" "sent53" "pos7" "L" 540 5 1372 -441.0676282
"3171" "s53" "gp4" "sent62" "pos7" "L" 2996 4 3449 1127.2155608
"3181" "s53" "gp4" "sent69" "pos7" "L" 1245 5 1818 350.8483412
"3191" "s54" "gp4" "sent13" "pos7" "L" 914 5 4818 437.9741616
"3201" "s54" "gp4" "sent27" "pos7" "L" 947 8 2651 -326.3897506
"3211" "s54" "gp4" "sent41" "pos7" "L" 924 8 2537 -212.7186876
"3221" "s54" "gp4" "sent53" "pos7" "L" 2299 5 7647 1482.4369973
"3231" "s54" "gp4" "sent62" "pos7" "L" 727 4 4198 -369.2868878
"3241" "s54" "gp4" "sent69" "pos7" "L" 1061 5 3068 -486.8428975
"3251" "s55" "gp4" "sent13" "pos7" "L" 2093 5 3656 736.5555509
"3261" "s55" "gp4" "sent27" "pos7" "L" 980 8 2595 -137.3484936
"3271" "s55" "gp4" "sent41" "pos7" "L" 972 8 2962 -145.2779177
"3281" "s55" "gp4" "sent53" "pos7" "L" 792 5 2068 -503.9035981
"3291" "s55" "gp4" "sent62" "pos7" "L" 595 4 2448 -402.3416796
"3301" "s55" "gp4" "sent69" "pos7" "L" 819 5 3010 -522.7713232
"3311" "s1" "gp1" "sent13" "pos4" "M" 356 5 561 178.2529261
"3321" "s1" "gp1" "sent27" "pos4" "M" 410 8 350 -119.478576
"3331" "s1" "gp1" "sent41" "pos4" "M" 455 8 378 -0.1169947
"3341" "s1" "gp1" "sent53" "pos4" "M" 607 5 233 -135.1087261
"3351" "s1" "gp1" "sent62" "pos4" "M" 482 4 326 -95.444792
"3361" "s1" "gp1" "sent69" "pos4" "M" 409 5 284 -140.495326
"3371" "s2" "gp1" "sent13" "pos4" "M" 475 5 799 -142.8738703
"3381" "s2" "gp1" "sent27" "pos4" "M" 488 8 657 -81.2351677
"3391" "s2" "gp1" "sent41" "pos4" "M" 3177 8 1353 -89.5376625
"3401" "s2" "gp1" "sent53" "pos4" "M" 1786 5 1661 -98.8989599
"3411" "s2" "gp1" "sent62" "pos4" "M" 647 4 707 127.2017534
"3421" "s2" "gp1" "sent69" "pos4" "M" 437 5 819 -161.4621097
"3431" "s3" "gp1" "sent13" "pos4" "M" 493 5 634 -123.8990309
"3441" "s3" "gp1" "sent27" "pos4" "M" 792 8 2790 1400.7648323
"3451" "s3" "gp1" "sent41" "pos4" "M" 1097 8 1255 -89.8234781
"3461" "s3" "gp1" "sent53" "pos4" "M" 763 5 801 -75.3360229
"3471" "s3" "gp1" "sent62" "pos4" "M" 919 4 831 -180.8149966
"3481" "s3" "gp1" "sent69" "pos4" "M" 1192 5 851 -63.4532735
"3491" "s4" "gp1" "sent13" "pos4" "M" 286 5 655 -234.8155087
"3501" "s4" "gp1" "sent27" "pos4" "M" 2049 8 349 -255.5718183
"3511" "s4" "gp1" "sent41" "pos4" "M" 407 8 309 -202.8123721
"3521" "s4" "gp1" "sent53" "pos4" "M" 404 5 340 -188.5923521
"3531" "s4" "gp1" "sent62" "pos4" "M" 1632 4 692 -226.3960024
"3541" "s4" "gp1" "sent69" "pos4" "M" 277 5 524 154.3909645
"3551" "s5" "gp1" "sent13" "pos4" "M" 1050 5 983 1076.316817
"3561" "s5" "gp1" "sent27" "pos4" "M" 574 8 805 -102.8612811
"3571" "s5" "gp1" "sent41" "pos4" "M" 556 8 821 157.160821
"3581" "s5" "gp1" "sent53" "pos4" "M" 795 5 1333 -282.7456388
"3591" "s5" "gp1" "sent62" "pos4" "M" 597 4 910 -242.4056988
"3601" "s5" "gp1" "sent69" "pos4" "M" 562 5 550 -201.9936067
"3611" "s6" "gp1" "sent13" "pos4" "M" 576 5 901 924.0192262
"3621" "s6" "gp1" "sent27" "pos4" "M" 508 8 587 -130.3412476
"3631" "s6" "gp1" "sent41" "pos4" "M" 663 8 855 -157.6284282
"3641" "s6" "gp1" "sent53" "pos4" "M" 1184 5 806 -14.7770099
"3651" "s6" "gp1" "sent62" "pos4" "M" 479 4 1738 -157.3955752
"3661" "s6" "gp1" "sent69" "pos4" "M" 716 5 551 -123.5934932
"3671" "s7" "gp1" "sent13" "pos4" "M" 559 5 808 10.7313317
"3681" "s7" "gp1" "sent27" "pos4" "M" 782 8 470 374.3553157
"3691" "s7" "gp1" "sent41" "pos4" "M" 492 8 538 -112.4025622
"3701" "s7" "gp1" "sent53" "pos4" "M" 536 5 427 -103.3928659
"3711" "s7" "gp1" "sent62" "pos4" "M" 586 4 549 10.6839911
"3721" "s7" "gp1" "sent69" "pos4" "M" 513 5 480 30.0669941
"3731" "s8" "gp1" "sent13" "pos4" "M" 662 5 561 -1207.4706294
"3741" "s8" "gp1" "sent27" "pos4" "M" 703 8 833 -735.1514663
"3751" "s8" "gp1" "sent41" "pos4" "M" 577 8 654 657.8652579
"3761" "s8" "gp1" "sent53" "pos4" "M" 242 5 725 -346.7143663
"3771" "s8" "gp1" "sent62" "pos4" "M" 615 4 637 -440.6233481
"3781" "s8" "gp1" "sent69" "pos4" "M" 597 5 737 202.7215346
"3791" "s9" "gp1" "sent13" "pos4" "M" 1363 5 545 1070.562353
"3801" "s9" "gp1" "sent27" "pos4" "M" 656 8 547 -15.6595287
"3811" "s9" "gp1" "sent41" "pos4" "M" 822 8 484 -461.4940171
"3821" "s9" "gp1" "sent53" "pos4" "M" 367 5 373 -456.1048247
"3831" "s9" "gp1" "sent62" "pos4" "M" 465 4 429 -754.1123539
"3841" "s9" "gp1" "sent69" "pos4" "M" 442 5 617 -368.7414852
