"subj" "id" "cond" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT"
"957" 5 12 "d" 5 0 0 0 0 0 0 0 2554 0 0 0 0 0 0
"958" 5 12 "d" 6 221 1 0 928 928 928 928 3482 0 0 0 0 0 928
"959" 5 12 "d" 7 0 0 0 0 0 0 0 3482 0 0 0 0 0 0
"960" 5 13 "c" 1 134 1 0 294 294 601 294 294 307 0 307 0 0 307
"961" 5 13 "c" 2 140 1 140 140 140 140 447 741 0 0 0 1 1 140
"962" 5 13 "c" 3 280 1 280 280 280 280 280 1021 0 0 0 0 0 280
"963" 5 13 "c" 4 209 1 209 209 209 209 209 1230 0 0 0 0 0 209
"964" 5 13 "c" 5 0 0 0 0 0 0 0 1230 0 0 0 0 0 0
"965" 5 13 "c" 6 260 1 0 769 769 769 769 1999 0 0 0 0 0 769
"966" 5 13 "c" 7 0 0 0 0 0 0 0 1999 0 0 0 0 0 0
"967" 5 14 "b" 1 98 1 0 453 453 453 453 453 0 0 0 0 0 453
"968" 5 14 "b" 2 346 1 346 346 346 346 346 799 0 0 0 0 0 346
"969" 5 14 "b" 3 270 1 0 2130 2130 2130 2130 2929 0 0 0 0 0 2130
"970" 5 14 "b" 4 0 0 0 0 0 0 0 2929 0 0 0 0 0 0
"971" 5 14 "b" 5 146 1 146 146 146 146 146 3075 0 0 0 0 0 146
"972" 5 14 "b" 6 233 1 0 1890 1890 1890 1890 4965 0 0 0 0 0 1890
"973" 5 14 "b" 7 0 0 0 0 0 0 0 4965 0 0 0 0 0 0
"974" 5 15 "a" 1 34 1 0 334 334 334 334 334 0 0 0 0 0 334
"975" 5 15 "a" 2 225 1 0 405 405 405 405 739 0 0 0 0 0 405
"976" 5 15 "a" 3 228 1 228 228 228 228 228 967 0 0 0 0 0 228
"977" 5 15 "a" 4 132 1 132 132 132 132 132 1099 0 0 0 0 0 132
"978" 5 15 "a" 5 254 1 0 870 870 870 870 1969 0 0 0 0 0 870
"979" 5 15 "a" 6 0 0 0 0 0 0 0 1969 0 0 0 0 0 0
"980" 5 15 "a" 7 0 0 0 0 0 0 0 1969 0 0 0 0 0 0
"981" 5 16 "d" 1 34 1 0 565 565 565 565 565 0 0 0 0 0 565
"982" 5 16 "d" 2 0 0 0 0 0 0 0 565 0 0 0 0 0 0
"983" 5 16 "d" 3 177 1 0 733 733 733 733 1298 0 0 0 0 0 733
"984" 5 16 "d" 4 318 1 318 318 318 318 318 1616 0 0 0 0 0 318
"985" 5 16 "d" 5 0 0 0 0 0 0 0 1616 0 0 0 0 0 0
"986" 5 16 "d" 6 233 1 0 951 951 951 951 2567 0 0 0 0 0 951
"987" 5 16 "d" 7 0 0 0 0 0 0 0 2567 0 0 0 0 0 0
"988" 5 17 "c" 1 195 1 0 316 316 316 316 316 0 0 0 0 0 316
"989" 5 17 "c" 2 219 1 219 219 219 219 219 535 0 0 0 0 0 219
"990" 5 17 "c" 3 0 0 0 0 0 0 0 535 0 0 0 0 0 0
"991" 5 17 "c" 4 269 1 0 499 499 499 499 1034 0 0 0 0 0 499
"992" 5 17 "c" 5 0 0 0 0 0 0 0 1034 0 0 0 0 0 0
"993" 5 17 "c" 6 207 1 0 1110 1110 1110 1110 2144 0 0 0 0 0 1110
"994" 5 17 "c" 7 0 0 0 0 0 0 0 2144 0 0 0 0 0 0
"995" 5 18 "b" 1 186 1 0 377 377 377 377 377 0 0 0 0 0 377
"996" 5 18 "b" 2 291 1 291 291 291 291 291 668 0 0 0 0 0 291
"997" 5 18 "b" 3 188 1 0 899 899 899 899 1567 0 0 0 0 0 899
"998" 5 18 "b" 4 379 1 379 379 379 379 379 1946 0 0 0 0 0 379
"999" 5 18 "b" 5 0 0 0 0 0 0 0 1946 0 0 0 0 0 0
"1000" 5 18 "b" 6 177 1 0 1563 1563 1563 1563 3509 0 0 0 0 0 1563
"1001" 5 18 "b" 7 0 0 0 0 0 0 0 3509 0 0 0 0 0 0
"1002" 5 19 "a" 1 190 1 0 326 326 670 326 326 344 0 344 0 0 344
"1003" 5 19 "a" 2 300 1 0 300 530 530 874 1200 230 230 0 1 1 230
"1004" 5 19 "a" 3 251 1 251 251 251 251 251 1451 0 0 0 0 0 251
"1005" 5 19 "a" 4 166 1 166 166 166 166 166 1617 0 0 0 0 0 166
"1006" 5 19 "a" 5 0 0 0 0 0 0 0 1617 0 0 0 0 0 0
"1007" 5 19 "a" 6 352 1 0 1352 1352 1352 1352 2969 0 0 0 0 0 1352
"1008" 5 19 "a" 7 0 0 0 0 0 0 0 2969 0 0 0 0 0 0
"1009" 5 20 "d" 1 339 1 339 339 339 339 339 339 0 0 0 0 0 339
"1010" 5 20 "d" 2 170 1 170 170 170 170 170 509 0 0 0 0 0 170
"1011" 5 20 "d" 3 337 1 0 781 781 781 781 1290 0 0 0 0 0 781
"1012" 5 20 "d" 4 246 1 246 246 246 246 246 1536 0 0 0 0 0 246
"1013" 5 20 "d" 5 0 0 0 0 0 0 0 1536 0 0 0 0 0 0
"1014" 5 20 "d" 6 353 1 0 1398 1398 1398 1398 2934 0 0 0 0 0 1398
"1015" 5 20 "d" 7 0 0 0 0 0 0 0 2934 0 0 0 0 0 0
"1016" 5 21 "c" 1 164 1 0 1222 1222 1222 1222 1222 0 0 0 0 0 1222
"1017" 5 21 "c" 2 381 1 0 381 381 749 381 1603 368 0 368 0 0 368
"1018" 5 21 "c" 3 544 1 0 544 544 670 544 2147 126 0 126 0 0 126
"1019" 5 21 "c" 4 371 1 0 371 519 519 1013 3160 148 148 0 1 1 148
"1020" 5 21 "c" 5 0 0 0 0 0 0 0 3160 0 0 0 0 0 0
"1021" 5 21 "c" 6 211 1 0 843 843 843 843 4003 0 0 0 0 0 843
"1022" 5 21 "c" 7 0 0 0 0 0 0 0 4003 0 0 0 0 0 0
"1023" 5 22 "b" 1 183 1 183 183 183 183 183 183 0 0 0 0 0 183
"1024" 5 22 "b" 2 347 1 0 497 497 1143 497 680 646 0 646 0 0 646
"1025" 5 22 "b" 3 269 1 0 916 2241 2241 2887 3567 1325 1325 0 1 1 1325
"1026" 5 22 "b" 4 211 1 211 211 211 211 211 3778 0 0 0 0 0 211
"1027" 5 22 "b" 5 0 0 0 0 0 0 0 3778 0 0 0 0 0 0
"1028" 5 22 "b" 6 462 1 0 2610 2610 2610 2610 6388 0 0 0 0 0 2610
"1029" 5 22 "b" 7 0 0 0 0 0 0 0 6388 0 0 0 0 0 0
"1030" 5 23 "a" 1 56 1 0 1081 1081 1081 1081 1081 0 0 0 0 0 1081
"1031" 5 23 "a" 2 240 1 0 413 413 413 413 1494 0 0 0 0 0 413
"1032" 5 23 "a" 3 200 1 200 200 200 200 200 1694 0 0 0 0 0 200
"1033" 5 23 "a" 4 106 1 106 106 106 106 106 1800 0 0 0 0 0 106
"1034" 5 23 "a" 5 0 0 0 0 0 0 0 1800 0 0 0 0 0 0
"1035" 5 23 "a" 6 245 1 0 2619 2619 2619 2619 4419 0 0 0 0 0 2619
"1036" 5 23 "a" 7 0 0 0 0 0 0 0 4419 0 0 0 0 0 0
"1037" 5 24 "d" 1 180 1 0 342 342 736 342 342 394 0 394 0 0 188
"1038" 5 24 "d" 2 212 1 0 212 212 698 212 554 486 0 486 0 1 175
"1039" 5 24 "d" 3 657 1 0 1467 2507 2507 3387 3941 1040 1040 0 1 1 1040
"1040" 5 24 "d" 4 291 1 291 291 291 291 291 4232 0 0 0 0 0 291
"1041" 5 24 "d" 5 0 0 0 0 0 0 0 4232 0 0 0 0 0 0
"1042" 5 24 "d" 6 533 1 0 1200 1200 1200 1200 5432 0 0 0 0 0 1200
"1043" 5 24 "d" 7 0 0 0 0 0 0 0 5432 0 0 0 0 0 0
"1044" 5 25 "c" 1 33 1 0 432 432 432 432 432 0 0 0 0 0 432
"1045" 5 25 "c" 2 211 1 211 211 211 211 211 643 0 0 0 0 0 211
"1046" 5 25 "c" 3 172 1 172 172 172 172 172 815 0 0 0 0 0 172
"1047" 5 25 "c" 4 143 1 143 143 143 143 143 958 0 0 0 0 0 143
"1048" 5 25 "c" 5 0 0 0 0 0 0 0 958 0 0 0 0 0 0
"1049" 5 25 "c" 6 227 1 0 1869 1869 1869 1869 2827 0 0 0 0 0 1869
"1050" 5 25 "c" 7 0 0 0 0 0 0 0 2827 0 0 0 0 0 0
"1051" 5 27 "b" 1 181 1 0 331 331 331 331 331 0 0 0 0 0 331
"1052" 5 27 "b" 2 369 1 369 369 369 369 369 700 0 0 0 0 0 369
"1053" 5 27 "b" 3 222 1 0 1063 1063 1063 1063 1763 0 0 0 0 0 1063
"1054" 5 27 "b" 4 291 1 291 291 291 291 291 2054 0 0 0 0 0 291
"1055" 5 27 "b" 5 0 0 0 0 0 0 0 2054 0 0 0 0 0 0
"1056" 5 27 "b" 6 228 1 0 1574 1574 1574 1574 3628 0 0 0 0 0 1574
"1057" 5 27 "b" 7 0 0 0 0 0 0 0 3628 0 0 0 0 0 0
"1058" 5 28 "a" 1 180 1 0 300 300 565 300 300 265 0 265 0 0 265
"1059" 5 28 "a" 2 247 1 0 474 589 589 854 1154 115 115 0 1 1 115
"1060" 5 28 "a" 3 258 1 0 507 507 507 507 1661 0 0 0 0 0 507
"1061" 5 28 "a" 4 0 0 0 0 0 0 0 1661 0 0 0 0 0 0
"1062" 5 28 "a" 5 0 0 0 0 0 0 0 1661 0 0 0 0 0 0
"1063" 5 28 "a" 6 166 1 0 1569 1569 1569 1569 3230 0 0 0 0 0 1569
"1064" 5 28 "a" 7 0 0 0 0 0 0 0 3230 0 0 0 0 0 0
"1065" 5 29 "d" 1 203 1 0 327 327 542 327 327 215 0 215 0 0 215
"1066" 5 29 "d" 2 242 1 0 242 242 375 242 569 133 0 133 0 0 133
"1067" 5 29 "d" 3 233 1 233 233 233 233 233 802 0 0 0 0 0 233
"1068" 5 29 "d" 4 224 1 0 1594 1594 1594 1594 2396 0 0 0 0 0 1594
"1069" 5 29 "d" 5 216 1 216 216 216 216 216 2612 0 0 0 0 0 216
"1070" 5 29 "d" 6 0 0 0 0 0 0 0 2612 0 0 0 0 0 0
"1071" 5 29 "d" 7 248 1 0 818 818 818 1166 3778 0 0 0 1 1 818
"1072" 5 30 "c" 1 174 1 0 304 304 579 304 304 275 0 275 0 0 275
"1073" 5 30 "c" 2 155 1 0 155 155 366 155 459 211 0 211 0 0 211
"1074" 5 30 "c" 3 226 1 0 1140 1140 1952 1140 1599 812 0 812 0 0 812
"1075" 5 30 "c" 4 247 1 0 247 247 659 247 1846 412 0 412 0 0 412
"1076" 5 30 "c" 5 0 0 0 0 0 0 0 1846 0 0 0 0 0 0
"1077" 5 30 "c" 6 280 1 0 1236 2501 2501 4211 6057 1265 1265 0 1 1 1265
"1078" 5 30 "c" 7 0 0 0 0 0 0 0 6057 0 0 0 0 0 0
"1079" 5 31 "b" 1 29 1 0 310 310 310 310 310 0 0 0 0 0 310
"1080" 5 31 "b" 2 259 1 259 259 259 259 259 569 0 0 0 0 0 259
"1081" 5 31 "b" 3 148 1 0 743 743 743 743 1312 0 0 0 0 0 743
"1082" 5 31 "b" 4 0 0 0 0 0 152 0 1312 152 0 152 0 0 152
"1083" 5 31 "b" 5 453 1 453 453 453 453 605 1917 0 0 0 1 1 453
"1084" 5 31 "b" 6 334 1 0 2227 2227 2227 2227 4144 0 0 0 0 0 2227
"1085" 5 31 "b" 7 0 0 0 0 0 0 0 4144 0 0 0 0 0 0
"1086" 5 33 "a" 1 195 1 0 324 324 324 324 324 0 0 0 0 0 324
"1087" 5 33 "a" 2 241 1 0 370 370 370 370 694 0 0 0 0 0 370
"1088" 5 33 "a" 3 211 1 0 764 764 764 764 1458 0 0 0 0 0 764
"1089" 5 33 "a" 4 312 1 312 312 312 312 312 1770 0 0 0 0 0 312
"1090" 5 33 "a" 5 319 1 319 319 319 319 319 2089 0 0 0 0 0 319
"1091" 5 33 "a" 6 109 1 0 1577 1577 1577 1577 3666 0 0 0 0 0 1577
"1092" 5 33 "a" 7 0 0 0 0 0 0 0 3666 0 0 0 0 0 0
"1093" 5 34 "d" 1 71 1 0 631 631 631 631 631 0 0 0 0 0 631
"1094" 5 34 "d" 2 0 0 0 0 0 0 0 631 0 0 0 0 0 0
"1095" 5 34 "d" 3 160 1 0 1021 1021 1021 1021 1652 0 0 0 0 0 1021
"1096" 5 34 "d" 4 496 1 496 496 496 496 496 2148 0 0 0 0 0 496
"1097" 5 34 "d" 5 0 0 0 0 0 0 0 2148 0 0 0 0 0 0
"1098" 5 34 "d" 6 320 1 0 2184 2184 2184 2184 4332 0 0 0 0 0 2184
"1099" 5 34 "d" 7 0 0 0 0 0 0 0 4332 0 0 0 0 0 0
"1100" 5 35 "c" 1 100 1 0 409 409 577 409 409 168 0 168 0 0 168
"1101" 5 35 "c" 2 225 1 0 225 225 478 225 634 253 0 253 0 1 119
"1102" 5 35 "c" 3 304 1 0 991 991 1557 991 1625 566 0 566 0 0 566
"1103" 5 35 "c" 4 248 1 0 248 248 478 248 1873 230 0 230 0 0 230
"1104" 5 35 "c" 5 0 0 0 0 0 0 0 1873 0 0 0 0 0 0
"1105" 5 35 "c" 6 234 1 0 1543 2059 2059 3276 5149 516 516 0 1 1 516
"1106" 5 35 "c" 7 0 0 0 0 0 0 0 5149 0 0 0 0 0 0
"1107" 5 36 "b" 1 85 1 0 232 232 443 232 232 211 0 211 0 0 211
"1108" 5 36 "b" 2 499 1 0 621 621 944 621 853 323 0 323 0 0 323
"1109" 5 36 "b" 3 232 1 0 1204 1204 2291 1204 2057 1087 0 1087 0 0 1087
"1110" 5 36 "b" 4 0 0 0 0 0 0 0 2057 0 0 0 0 0 0
"1111" 5 36 "b" 5 0 0 0 0 0 0 0 2057 0 0 0 0 0 0
"1112" 5 36 "b" 6 485 1 0 1409 2516 2516 4137 6194 1107 1107 0 1 1 1107
"1113" 5 36 "b" 7 0 0 0 0 0 0 0 6194 0 0 0 0 0 0
"1114" 6 1 "d" 1 104 1 0 177 177 177 177 177 0 0 0 0 0 177
"1115" 6 1 "d" 2 187 1 0 422 422 578 422 599 156 0 156 0 0 156
"1116" 6 1 "d" 3 484 1 0 484 2501 3519 2657 3256 3035 2017 1018 1 1 1018
"1117" 6 1 "d" 4 350 1 0 350 591 591 1609 4865 241 241 0 1 1 241
"1118" 6 1 "d" 5 377 1 377 377 377 377 377 5242 0 0 0 0 0 377
"1119" 6 1 "d" 6 240 1 0 2118 2118 2118 2118 7360 0 0 0 0 0 2118
"1120" 6 1 "d" 7 0 0 0 0 0 0 0 7360 0 0 0 0 0 0
"1121" 6 2 "c" 1 0 0 0 0 0 144 0 0 144 0 144 0 0 144
"1122" 6 2 "c" 2 172 1 0 172 1106 1305 1250 1250 1133 934 199 1 1 199
"1123" 6 2 "c" 3 293 1 0 931 931 931 931 2181 0 0 0 0 0 931
"1124" 6 2 "c" 4 234 1 0 234 234 354 234 2415 120 0 120 0 1 120
"1125" 6 2 "c" 5 153 1 153 153 153 153 153 2568 0 0 0 0 0 153
"1126" 6 2 "c" 6 241 1 0 2404 2404 2404 2723 5291 0 0 0 1 1 2404
"1127" 6 2 "c" 7 0 0 0 0 0 0 0 5291 0 0 0 0 0 0
"1128" 6 3 "b" 1 78 1 0 78 78 255 78 78 177 0 177 0 0 177
"1129" 6 3 "b" 2 125 1 0 125 838 838 1015 1093 713 713 0 1 1 713
"1130" 6 3 "b" 3 476 1 0 2520 2520 2520 2520 3613 0 0 0 0 0 2520
"1131" 6 3 "b" 4 255 1 255 255 255 255 255 3868 0 0 0 0 0 255
"1132" 6 3 "b" 5 0 0 0 0 0 0 0 3868 0 0 0 0 0 0
"1133" 6 3 "b" 6 268 1 0 2175 2175 2175 2175 6043 0 0 0 0 0 2175
"1134" 6 3 "b" 7 0 0 0 0 0 0 0 6043 0 0 0 0 0 0
"1135" 6 4 "a" 1 182 1 0 270 270 270 270 270 0 0 0 0 0 270
"1136" 6 4 "a" 2 235 1 0 970 970 970 970 1240 0 0 0 0 0 970
"1137" 6 4 "a" 3 235 1 0 703 703 703 703 1943 0 0 0 0 0 703
"1138" 6 4 "a" 4 363 1 363 363 363 363 363 2306 0 0 0 0 0 363
"1139" 6 4 "a" 5 0 0 0 0 0 0 0 2306 0 0 0 0 0 0
"1140" 6 4 "a" 6 250 1 0 2123 2123 2123 2123 4429 0 0 0 0 0 2123
"1141" 6 4 "a" 7 0 0 0 0 0 0 0 4429 0 0 0 0 0 0
"1142" 6 6 "d" 1 78 1 0 1308 1308 1308 1308 1308 0 0 0 0 0 1308
"1143" 6 6 "d" 2 566 1 0 566 566 606 566 1874 40 0 40 0 0 40
"1144" 6 6 "d" 3 358 1 0 4166 4166 4569 4166 6040 403 0 403 0 1 403
"1145" 6 6 "d" 4 282 1 282 282 282 282 282 6322 0 0 0 0 0 282
"1146" 6 6 "d" 5 353 1 353 353 353 353 353 6675 0 0 0 0 0 353
"1147" 6 6 "d" 6 229 1 0 1897 1897 1897 2340 9015 0 0 0 1 1 1897
"1148" 6 6 "d" 7 0 0 0 0 0 0 0 9015 0 0 0 0 0 0
"1149" 6 7 "c" 1 208 1 0 933 933 933 933 933 0 0 0 0 0 933
"1150" 6 7 "c" 2 212 1 0 1001 1001 1001 1001 1934 0 0 0 0 0 1001
"1151" 6 7 "c" 3 289 1 0 764 764 914 764 2698 150 0 150 0 0 150
"1152" 6 7 "c" 4 293 1 0 293 293 550 293 2991 257 0 257 0 1 257
"1153" 6 7 "c" 5 290 1 0 290 290 559 290 3281 269 0 269 0 0 269
"1154" 6 7 "c" 6 151 1 0 151 2947 2947 3623 6904 2796 2796 0 1 1 2796
"1155" 6 7 "c" 7 0 0 0 0 0 0 0 6904 0 0 0 0 0 0
"1156" 6 8 "b" 1 186 1 0 410 410 410 410 410 0 0 0 0 0 410
"1157" 6 8 "b" 2 237 1 0 1159 1159 1375 1159 1569 216 0 216 0 0 216
"1158" 6 8 "b" 3 279 1 0 2216 2216 2387 2216 3785 171 0 171 0 1 171
"1159" 6 8 "b" 4 233 1 233 233 233 233 233 4018 0 0 0 0 0 233
"1160" 6 8 "b" 5 205 1 205 205 205 205 205 4223 0 0 0 0 0 205
"1161" 6 8 "b" 6 194 1 0 1752 1752 1752 2139 6362 0 0 0 1 1 1752
"1162" 6 8 "b" 7 0 0 0 0 0 0 0 6362 0 0 0 0 0 0
"1163" 6 10 "a" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1164" 6 10 "a" 2 183 1 0 545 545 722 545 545 177 0 177 0 0 177
"1165" 6 10 "a" 3 159 1 0 159 1895 1895 2072 2617 1736 1736 0 1 1 1736
"1166" 6 10 "a" 4 447 1 447 447 447 447 447 3064 0 0 0 0 0 447
"1167" 6 10 "a" 5 201 1 201 201 201 201 201 3265 0 0 0 0 0 201
"1168" 6 10 "a" 6 264 1 0 2557 2557 2557 2557 5822 0 0 0 0 0 2557
"1169" 6 10 "a" 7 0 0 0 0 0 0 0 5822 0 0 0 0 0 0
"1170" 6 11 "d" 1 225 1 0 458 458 458 458 458 0 0 0 0 0 458
"1171" 6 11 "d" 2 235 1 0 830 830 830 830 1288 0 0 0 0 0 830
"1172" 6 11 "d" 3 208 1 0 1887 1887 2018 1887 3175 131 0 131 0 0 131
"1173" 6 11 "d" 4 247 1 247 247 247 247 247 3422 0 0 0 0 0 247
"1174" 6 11 "d" 5 335 1 335 335 335 335 335 3757 0 0 0 0 0 335
"1175" 6 11 "d" 6 334 1 0 3062 3062 3062 3193 6950 0 0 0 1 1 3062
"1176" 6 11 "d" 7 0 0 0 0 0 0 0 6950 0 0 0 0 0 0
"1177" 6 12 "c" 1 249 1 0 482 482 482 482 482 0 0 0 0 0 482
"1178" 6 12 "c" 2 271 1 0 603 603 603 603 1085 0 0 0 0 0 603
"1179" 6 12 "c" 3 217 1 0 475 475 475 475 1560 0 0 0 0 0 475
"1180" 6 12 "c" 4 324 1 0 686 686 686 686 2246 0 0 0 0 0 686
"1181" 6 12 "c" 5 0 0 0 0 0 0 0 2246 0 0 0 0 0 0
"1182" 6 12 "c" 6 269 1 0 2953 2953 2953 2953 5199 0 0 0 0 0 2953
"1183" 6 12 "c" 7 0 0 0 0 0 0 0 5199 0 0 0 0 0 0
"1184" 6 13 "b" 1 197 1 0 388 388 388 388 388 0 0 0 0 0 388
"1185" 6 13 "b" 2 283 1 0 493 493 592 493 881 99 0 99 0 0 99
"1186" 6 13 "b" 3 278 1 0 1688 1688 1828 1688 2569 140 0 140 0 1 140
"1187" 6 13 "b" 4 0 0 0 0 0 0 0 2569 0 0 0 0 0 0
"1188" 6 13 "b" 5 295 1 295 295 295 295 295 2864 0 0 0 0 0 295
"1189" 6 13 "b" 6 260 1 0 2586 2586 2586 2825 5689 0 0 0 1 1 2586
"1190" 6 13 "b" 7 0 0 0 0 0 0 0 5689 0 0 0 0 0 0
"1191" 6 14 "a" 1 160 1 0 968 968 968 968 968 0 0 0 0 0 968
"1192" 6 14 "a" 2 1357 1 0 2047 2047 2981 2047 3015 934 0 934 0 0 934
"1193" 6 14 "a" 3 242 1 0 242 1305 1305 2239 5254 1063 1063 0 1 1 1063
"1194" 6 14 "a" 4 292 1 292 292 292 292 292 5546 0 0 0 0 0 292
"1195" 6 14 "a" 5 0 0 0 0 0 0 0 5546 0 0 0 0 0 0
"1196" 6 14 "a" 6 378 1 0 3623 3623 3623 3623 9169 0 0 0 0 0 3623
"1197" 6 14 "a" 7 0 0 0 0 0 0 0 9169 0 0 0 0 0 0
"1198" 6 15 "d" 1 416 1 0 785 785 785 785 785 0 0 0 0 0 785
"1199" 6 15 "d" 2 246 1 0 610 610 1730 610 1395 1120 0 1120 0 0 337
"1200" 6 15 "d" 3 281 1 0 468 2988 7734 3193 4588 7266 2520 4746 1 3 518
"1201" 6 15 "d" 4 315 1 0 315 315 1412 315 4903 1097 0 1097 0 2 227
"1202" 6 15 "d" 5 0 0 0 0 0 252 0 4903 252 0 252 0 0 252
"1203" 6 15 "d" 6 285 1 0 738 2313 2313 9323 14226 1575 1575 0 1 1 1575
"1204" 6 15 "d" 7 0 0 0 0 0 0 0 14226 0 0 0 0 0 0
"1205" 6 16 "c" 1 207 1 0 692 692 692 692 692 0 0 0 0 0 692
"1206" 6 16 "c" 2 171 1 171 171 171 171 171 863 0 0 0 0 0 171
"1207" 6 16 "c" 3 241 1 0 578 578 578 578 1441 0 0 0 0 0 578
"1208" 6 16 "c" 4 238 1 238 238 238 238 238 1679 0 0 0 0 0 238
"1209" 6 16 "c" 5 291 1 291 291 291 291 291 1970 0 0 0 0 0 291
"1210" 6 16 "c" 6 398 1 0 3366 3366 3366 3366 5336 0 0 0 0 0 3366
"1211" 6 16 "c" 7 0 0 0 0 0 0 0 5336 0 0 0 0 0 0
"1212" 6 17 "b" 1 195 1 0 1069 1069 1069 1069 1069 0 0 0 0 0 1069
"1213" 6 17 "b" 2 213 1 0 791 791 791 791 1860 0 0 0 0 0 791
"1214" 6 17 "b" 3 225 1 0 2054 2054 2054 2054 3914 0 0 0 0 0 2054
"1215" 6 17 "b" 4 252 1 252 252 252 252 252 4166 0 0 0 0 0 252
"1216" 6 17 "b" 5 263 1 263 263 263 263 263 4429 0 0 0 0 0 263
"1217" 6 17 "b" 6 224 1 0 1141 1141 1141 1141 5570 0 0 0 0 0 1141
"1218" 6 17 "b" 7 0 0 0 0 0 0 0 5570 0 0 0 0 0 0
"1219" 6 18 "a" 1 84 1 0 84 84 388 84 84 304 0 304 0 0 304
"1220" 6 18 "a" 2 0 0 0 0 0 1201 0 84 1201 0 1201 0 1 1062
"1221" 6 18 "a" 3 0 0 0 0 0 355 0 84 355 0 355 0 0 190
"1222" 6 18 "a" 4 0 0 0 0 0 832 0 84 832 0 832 0 1 671
"1223" 6 18 "a" 5 0 0 0 0 0 279 0 84 279 0 279 0 0 279
"1224" 6 18 "a" 6 88 1 0 88 2376 2376 5347 5431 2288 2288 0 1 1 2288
"1225" 6 18 "a" 7 0 0 0 0 0 0 0 5431 0 0 0 0 0 0
"1226" 6 19 "d" 1 110 1 0 437 437 437 437 437 0 0 0 0 0 437
"1227" 6 19 "d" 2 494 1 0 1114 1114 1149 1114 1551 35 0 35 0 0 35
"1228" 6 19 "d" 3 607 1 0 2318 2318 2590 2318 3869 272 0 272 0 1 272
"1229" 6 19 "d" 4 259 1 0 669 669 669 669 4538 0 0 0 0 0 669
"1230" 6 19 "d" 5 0 0 0 0 0 0 0 4538 0 0 0 0 0 0
"1231" 6 19 "d" 6 392 1 0 5387 5387 5387 5694 10232 0 0 0 1 1 5387
"1232" 6 19 "d" 7 0 0 0 0 0 0 0 10232 0 0 0 0 0 0
"1233" 6 20 "c" 1 33 1 0 444 444 659 444 444 215 0 215 0 0 215
"1234" 6 20 "c" 2 413 1 0 413 1330 1500 1545 1989 1087 917 170 1 1 170
"1235" 6 20 "c" 3 304 1 304 304 304 304 304 2293 0 0 0 0 0 304
"1236" 6 20 "c" 4 269 1 0 520 520 520 520 2813 0 0 0 0 0 520
"1237" 6 20 "c" 5 0 0 0 0 0 0 0 2813 0 0 0 0 0 0
"1238" 6 20 "c" 6 289 1 0 3038 3038 3038 3208 6021 0 0 0 1 1 3038
"1239" 6 20 "c" 7 0 0 0 0 0 0 0 6021 0 0 0 0 0 0
"1240" 6 21 "b" 1 47 1 0 932 932 932 932 932 0 0 0 0 0 932
"1241" 6 21 "b" 2 366 1 0 1329 1329 1329 1329 2261 0 0 0 0 0 1329
"1242" 6 21 "b" 3 447 1 0 2256 2256 2423 2256 4517 167 0 167 0 0 167
"1243" 6 21 "b" 4 125 1 0 125 935 935 1102 5619 810 810 0 1 1 810
"1244" 6 21 "b" 5 212 1 212 212 212 212 212 5831 0 0 0 0 0 212
"1245" 6 21 "b" 6 565 1 0 2354 2354 2354 2354 8185 0 0 0 0 0 2354
"1246" 6 21 "b" 7 0 0 0 0 0 0 0 8185 0 0 0 0 0 0
"1247" 6 22 "a" 1 187 1 0 346 346 346 346 346 0 0 0 0 0 346
"1248" 6 22 "a" 2 531 1 0 770 770 770 770 1116 0 0 0 0 0 770
"1249" 6 22 "a" 3 314 1 0 314 314 526 314 1430 212 0 212 0 0 212
"1250" 6 22 "a" 4 465 1 465 465 465 465 465 1895 0 0 0 0 0 465
"1251" 6 22 "a" 5 296 1 296 296 296 296 296 2191 0 0 0 0 0 296
"1252" 6 22 "a" 6 315 1 0 3066 3615 3615 3827 6018 549 549 0 1 1 549
"1253" 6 22 "a" 7 0 0 0 0 0 0 0 6018 0 0 0 0 0 0
"1254" 6 23 "d" 1 44 1 44 44 44 44 44 44 0 0 0 0 0 44
"1255" 6 23 "d" 2 0 0 0 0 0 0 0 44 0 0 0 0 0 0
"1256" 6 23 "d" 3 0 0 0 0 0 0 0 44 0 0 0 0 0 0
"1257" 6 23 "d" 4 0 0 0 0 0 0 0 44 0 0 0 0 0 0
"1258" 6 23 "d" 5 0 0 0 0 0 0 0 44 0 0 0 0 0 0
"1259" 6 23 "d" 6 0 0 0 0 0 0 0 44 0 0 0 0 0 0
"1260" 6 23 "d" 7 0 0 0 0 0 0 0 44 0 0 0 0 0 0
"1261" 6 24 "c" 1 173 1 0 355 355 355 355 355 0 0 0 0 0 355
"1262" 6 24 "c" 2 249 1 0 610 610 610 610 965 0 0 0 0 0 610
"1263" 6 24 "c" 3 307 1 307 307 307 307 307 1272 0 0 0 0 0 307
"1264" 6 24 "c" 4 241 1 0 544 544 544 544 1816 0 0 0 0 0 544
"1265" 6 24 "c" 5 0 0 0 0 0 0 0 1816 0 0 0 0 0 0
"1266" 6 24 "c" 6 246 1 0 2554 2554 2554 2554 4370 0 0 0 0 0 2554
