"subj" "id" "cond" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT"
"3781" 17 34 "d" 1 259 1 259 259 259 259 259 259 0 0 0 0 0 259
"3782" 17 34 "d" 2 248 1 248 248 248 248 248 507 0 0 0 0 0 248
"3783" 17 34 "d" 3 224 1 0 1253 1253 1440 1253 1760 187 0 187 0 0 187
"3784" 17 34 "d" 4 307 1 0 307 307 594 307 2067 287 0 287 0 0 287
"3785" 17 34 "d" 5 0 0 0 0 0 0 0 2067 0 0 0 0 0 0
"3786" 17 34 "d" 6 165 1 0 165 1370 1370 1844 3911 1205 1205 0 1 1 1205
"3787" 17 34 "d" 7 0 0 0 0 0 0 0 3911 0 0 0 0 0 0
"3788" 17 35 "c" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3789" 17 35 "c" 2 351 1 351 351 351 351 351 351 0 0 0 0 0 351
"3790" 17 35 "c" 3 205 1 0 773 773 773 773 1124 0 0 0 0 0 773
"3791" 17 35 "c" 4 251 1 251 251 251 251 251 1375 0 0 0 0 0 251
"3792" 17 35 "c" 5 0 0 0 0 0 0 0 1375 0 0 0 0 0 0
"3793" 17 35 "c" 6 204 1 0 945 945 945 945 2320 0 0 0 0 0 945
"3794" 17 35 "c" 7 0 0 0 0 0 0 0 2320 0 0 0 0 0 0
"3795" 17 36 "b" 1 91 1 91 91 91 91 91 91 0 0 0 0 0 91
"3796" 17 36 "b" 2 407 1 0 635 635 635 635 726 0 0 0 0 0 635
"3797" 17 36 "b" 3 232 1 0 813 813 813 813 1539 0 0 0 0 0 813
"3798" 17 36 "b" 4 0 0 0 0 0 0 0 1539 0 0 0 0 0 0
"3799" 17 36 "b" 5 215 1 215 215 215 215 215 1754 0 0 0 0 0 215
"3800" 17 36 "b" 6 210 1 0 1032 1032 1032 1032 2786 0 0 0 0 0 1032
"3801" 17 36 "b" 7 0 0 0 0 0 0 0 2786 0 0 0 0 0 0
"3802" 18 1 "b" 1 189 1 0 344 344 344 344 344 0 0 0 0 0 344
"3803" 18 1 "b" 2 152 1 152 152 152 152 152 496 0 0 0 0 0 152
"3804" 18 1 "b" 3 204 1 0 677 677 988 677 1173 311 0 311 0 0 311
"3805" 18 1 "b" 4 0 0 0 0 0 0 0 1173 0 0 0 0 0 0
"3806" 18 1 "b" 5 149 1 149 149 149 149 149 1322 0 0 0 0 0 149
"3807" 18 1 "b" 6 209 1 0 1026 1026 1026 1337 2659 0 0 0 1 1 1026
"3808" 18 1 "b" 7 0 0 0 0 0 0 0 2659 0 0 0 0 0 0
"3809" 18 2 "a" 1 198 1 198 198 198 198 198 198 0 0 0 0 0 198
"3810" 18 2 "a" 2 191 1 191 191 191 191 191 389 0 0 0 0 0 191
"3811" 18 2 "a" 3 210 1 210 210 210 210 210 599 0 0 0 0 0 210
"3812" 18 2 "a" 4 234 1 234 234 234 234 234 833 0 0 0 0 0 234
"3813" 18 2 "a" 5 0 0 0 0 0 0 0 833 0 0 0 0 0 0
"3814" 18 2 "a" 6 259 1 0 1213 1213 1213 1213 2046 0 0 0 0 0 1213
"3815" 18 2 "a" 7 0 0 0 0 0 0 0 2046 0 0 0 0 0 0
"3816" 18 3 "d" 1 167 1 0 374 374 374 374 374 0 0 0 0 0 374
"3817" 18 3 "d" 2 167 1 167 167 167 167 167 541 0 0 0 0 0 167
"3818" 18 3 "d" 3 174 1 0 875 875 875 875 1416 0 0 0 0 0 875
"3819" 18 3 "d" 4 234 1 234 234 234 234 234 1650 0 0 0 0 0 234
"3820" 18 3 "d" 5 0 0 0 0 0 0 0 1650 0 0 0 0 0 0
"3821" 18 3 "d" 6 275 1 0 1255 1255 1255 1255 2905 0 0 0 0 0 1255
"3822" 18 3 "d" 7 0 0 0 0 0 0 0 2905 0 0 0 0 0 0
"3823" 18 4 "c" 1 159 1 0 457 457 457 457 457 0 0 0 0 0 457
"3824" 18 4 "c" 2 0 0 0 0 0 0 0 457 0 0 0 0 0 0
"3825" 18 4 "c" 3 195 1 0 364 364 364 364 821 0 0 0 0 0 364
"3826" 18 4 "c" 4 310 1 310 310 310 310 310 1131 0 0 0 0 0 310
"3827" 18 4 "c" 5 0 0 0 0 0 0 0 1131 0 0 0 0 0 0
"3828" 18 4 "c" 6 340 1 0 616 616 616 616 1747 0 0 0 0 0 616
"3829" 18 4 "c" 7 0 0 0 0 0 0 0 1747 0 0 0 0 0 0
"3830" 18 6 "b" 1 171 1 0 395 395 395 395 395 0 0 0 0 0 395
"3831" 18 6 "b" 2 146 1 146 146 146 146 146 541 0 0 0 0 0 146
"3832" 18 6 "b" 3 207 1 0 1086 1086 1086 1086 1627 0 0 0 0 0 1086
"3833" 18 6 "b" 4 183 1 183 183 183 183 183 1810 0 0 0 0 0 183
"3834" 18 6 "b" 5 172 1 0 1252 1252 1252 1252 3062 0 0 0 0 0 1252
"3835" 18 6 "b" 6 0 0 0 0 0 0 0 3062 0 0 0 0 0 0
"3836" 18 6 "b" 7 0 0 0 0 0 0 0 3062 0 0 0 0 0 0
"3837" 18 7 "a" 1 38 1 0 282 282 282 282 282 0 0 0 0 0 282
"3838" 18 7 "a" 2 199 1 199 199 199 199 199 481 0 0 0 0 0 199
"3839" 18 7 "a" 3 237 1 237 237 237 237 237 718 0 0 0 0 0 237
"3840" 18 7 "a" 4 157 1 157 157 157 157 157 875 0 0 0 0 0 157
"3841" 18 7 "a" 5 0 0 0 0 0 0 0 875 0 0 0 0 0 0
"3842" 18 7 "a" 6 147 1 0 826 826 826 826 1701 0 0 0 0 0 826
"3843" 18 7 "a" 7 0 0 0 0 0 0 0 1701 0 0 0 0 0 0
"3844" 18 8 "d" 1 111 1 0 268 268 268 268 268 0 0 0 0 0 268
"3845" 18 8 "d" 2 181 1 181 181 181 181 181 449 0 0 0 0 0 181
"3846" 18 8 "d" 3 211 1 0 575 575 575 575 1024 0 0 0 0 0 575
"3847" 18 8 "d" 4 166 1 166 166 166 166 166 1190 0 0 0 0 0 166
"3848" 18 8 "d" 5 0 0 0 0 0 0 0 1190 0 0 0 0 0 0
"3849" 18 8 "d" 6 220 1 0 891 891 891 891 2081 0 0 0 0 0 891
"3850" 18 8 "d" 7 0 0 0 0 0 0 0 2081 0 0 0 0 0 0
"3851" 18 10 "c" 1 175 1 0 398 398 693 398 398 295 0 295 0 0 295
"3852" 18 10 "c" 2 0 0 0 0 0 0 0 398 0 0 0 0 0 0
"3853" 18 10 "c" 3 210 1 0 210 210 402 210 608 192 0 192 0 0 192
"3854" 18 10 "c" 4 198 1 0 371 371 371 371 979 0 0 0 0 0 371
"3855" 18 10 "c" 5 0 0 0 0 0 0 0 979 0 0 0 0 0 0
"3856" 18 10 "c" 6 204 1 0 626 738 738 1225 2204 112 112 0 1 1 112
"3857" 18 10 "c" 7 0 0 0 0 0 0 0 2204 0 0 0 0 0 0
"3858" 18 11 "b" 1 176 1 0 335 335 335 335 335 0 0 0 0 0 335
"3859" 18 11 "b" 2 204 1 204 204 204 204 204 539 0 0 0 0 0 204
"3860" 18 11 "b" 3 355 1 0 738 738 1209 738 1277 471 0 471 0 0 471
"3861" 18 11 "b" 4 431 1 431 431 431 431 431 1708 0 0 0 0 0 431
"3862" 18 11 "b" 5 0 0 0 0 0 0 0 1708 0 0 0 0 0 0
"3863" 18 11 "b" 6 245 1 0 1443 1443 1443 1914 3622 0 0 0 1 1 1443
"3864" 18 11 "b" 7 0 0 0 0 0 0 0 3622 0 0 0 0 0 0
"3865" 18 12 "a" 1 86 1 0 223 223 223 223 223 0 0 0 0 0 223
"3866" 18 12 "a" 2 165 1 165 165 165 165 165 388 0 0 0 0 0 165
"3867" 18 12 "a" 3 0 0 0 0 0 0 0 388 0 0 0 0 0 0
"3868" 18 12 "a" 4 221 1 221 221 221 221 221 609 0 0 0 0 0 221
"3869" 18 12 "a" 5 0 0 0 0 0 0 0 609 0 0 0 0 0 0
"3870" 18 12 "a" 6 137 1 0 1161 1161 1161 1161 1770 0 0 0 0 0 1161
"3871" 18 12 "a" 7 0 0 0 0 0 0 0 1770 0 0 0 0 0 0
"3872" 18 13 "d" 1 163 1 163 163 163 163 163 163 0 0 0 0 0 163
"3873" 18 13 "d" 2 367 1 367 367 367 367 367 530 0 0 0 0 0 367
"3874" 18 13 "d" 3 244 1 0 674 674 1009 674 1204 335 0 335 0 0 335
"3875" 18 13 "d" 4 170 1 0 447 447 447 447 1651 0 0 0 0 0 447
"3876" 18 13 "d" 5 0 0 0 0 0 0 0 1651 0 0 0 0 0 0
"3877" 18 13 "d" 6 230 1 0 667 852 852 1187 2838 185 185 0 1 1 185
"3878" 18 13 "d" 7 0 0 0 0 0 0 0 2838 0 0 0 0 0 0
"3879" 18 14 "c" 1 230 1 0 416 416 416 416 416 0 0 0 0 0 416
"3880" 18 14 "c" 2 0 0 0 0 0 262 0 416 262 0 262 0 0 262
"3881" 18 14 "c" 3 209 1 209 209 209 209 209 625 0 0 0 0 0 209
"3882" 18 14 "c" 4 178 1 178 178 178 178 178 803 0 0 0 0 0 178
"3883" 18 14 "c" 5 0 0 0 0 0 0 0 803 0 0 0 0 0 0
"3884" 18 14 "c" 6 175 1 0 686 963 963 1225 2028 277 277 0 1 1 277
"3885" 18 14 "c" 7 0 0 0 0 0 0 0 2028 0 0 0 0 0 0
"3886" 18 15 "b" 1 188 1 0 321 321 321 321 321 0 0 0 0 0 321
"3887" 18 15 "b" 2 202 1 202 202 202 202 202 523 0 0 0 0 0 202
"3888" 18 15 "b" 3 214 1 0 834 834 834 834 1357 0 0 0 0 0 834
"3889" 18 15 "b" 4 0 0 0 0 0 0 0 1357 0 0 0 0 0 0
"3890" 18 15 "b" 5 0 0 0 0 0 0 0 1357 0 0 0 0 0 0
"3891" 18 15 "b" 6 291 1 0 3171 3171 3171 3171 4528 0 0 0 0 0 3171
"3892" 18 15 "b" 7 0 0 0 0 0 0 0 4528 0 0 0 0 0 0
"3893" 18 16 "a" 1 182 1 0 329 329 329 329 329 0 0 0 0 0 329
"3894" 18 16 "a" 2 152 1 152 152 152 152 152 481 0 0 0 0 0 152
"3895" 18 16 "a" 3 165 1 165 165 165 165 165 646 0 0 0 0 0 165
"3896" 18 16 "a" 4 155 1 155 155 155 155 155 801 0 0 0 0 0 155
"3897" 18 16 "a" 5 0 0 0 0 0 0 0 801 0 0 0 0 0 0
"3898" 18 16 "a" 6 218 1 0 725 725 725 725 1526 0 0 0 0 0 725
"3899" 18 16 "a" 7 0 0 0 0 0 0 0 1526 0 0 0 0 0 0
"3900" 18 17 "d" 1 193 1 0 332 332 332 332 332 0 0 0 0 0 332
"3901" 18 17 "d" 2 0 0 0 0 0 213 0 332 213 0 213 0 0 213
"3902" 18 17 "d" 3 252 1 0 869 869 1322 869 1201 453 0 453 0 1 173
"3903" 18 17 "d" 4 224 1 0 224 224 458 224 1425 234 0 234 0 0 234
"3904" 18 17 "d" 5 0 0 0 0 0 0 0 1425 0 0 0 0 0 0
"3905" 18 17 "d" 6 208 1 0 901 1297 1297 2197 3622 396 396 0 1 1 396
"3906" 18 17 "d" 7 0 0 0 0 0 0 0 3622 0 0 0 0 0 0
"3907" 18 18 "c" 1 160 1 0 326 326 326 326 326 0 0 0 0 0 326
"3908" 18 18 "c" 2 168 1 168 168 168 168 168 494 0 0 0 0 0 168
"3909" 18 18 "c" 3 186 1 186 186 186 186 186 680 0 0 0 0 0 186
"3910" 18 18 "c" 4 177 1 177 177 177 177 177 857 0 0 0 0 0 177
"3911" 18 18 "c" 5 0 0 0 0 0 0 0 857 0 0 0 0 0 0
"3912" 18 18 "c" 6 245 1 0 506 506 506 506 1363 0 0 0 0 0 506
"3913" 18 18 "c" 7 0 0 0 0 0 0 0 1363 0 0 0 0 0 0
"3914" 18 19 "b" 1 199 1 0 468 468 468 468 468 0 0 0 0 0 468
"3915" 18 19 "b" 2 247 1 247 247 247 247 247 715 0 0 0 0 0 247
"3916" 18 19 "b" 3 244 1 0 878 878 878 878 1593 0 0 0 0 0 878
"3917" 18 19 "b" 4 0 0 0 0 0 0 0 1593 0 0 0 0 0 0
"3918" 18 19 "b" 5 136 1 136 136 136 136 136 1729 0 0 0 0 0 136
"3919" 18 19 "b" 6 178 1 0 1123 1123 1123 1123 2852 0 0 0 0 0 1123
"3920" 18 19 "b" 7 0 0 0 0 0 0 0 2852 0 0 0 0 0 0
"3921" 18 20 "a" 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164
"3922" 18 20 "a" 2 145 1 0 301 301 301 301 465 0 0 0 0 0 301
"3923" 18 20 "a" 3 196 1 196 196 196 196 196 661 0 0 0 0 0 196
"3924" 18 20 "a" 4 0 0 0 0 0 0 0 661 0 0 0 0 0 0
"3925" 18 20 "a" 5 171 1 171 171 171 171 171 832 0 0 0 0 0 171
"3926" 18 20 "a" 6 194 1 0 1077 1077 1077 1077 1909 0 0 0 0 0 1077
"3927" 18 20 "a" 7 0 0 0 0 0 0 0 1909 0 0 0 0 0 0
"3928" 18 21 "d" 1 206 1 0 387 387 1283 387 387 896 0 896 0 0 310
"3929" 18 21 "d" 2 159 1 0 159 427 780 1013 1400 621 268 353 1 1 353
"3930" 18 21 "d" 3 247 1 0 686 686 1228 686 2086 542 0 542 0 0 542
"3931" 18 21 "d" 4 225 1 0 292 292 292 292 2378 0 0 0 0 0 292
"3932" 18 21 "d" 5 0 0 0 0 0 0 0 2378 0 0 0 0 0 0
"3933" 18 21 "d" 6 200 1 0 462 851 851 2056 4434 389 389 0 1 1 389
"3934" 18 21 "d" 7 0 0 0 0 0 0 0 4434 0 0 0 0 0 0
"3935" 18 22 "c" 1 385 1 385 385 385 385 385 385 0 0 0 0 0 385
"3936" 18 22 "c" 2 0 0 0 0 0 0 0 385 0 0 0 0 0 0
"3937" 18 22 "c" 3 164 1 164 164 164 164 164 549 0 0 0 0 0 164
"3938" 18 22 "c" 4 122 1 122 122 122 122 122 671 0 0 0 0 0 122
"3939" 18 22 "c" 5 0 0 0 0 0 0 0 671 0 0 0 0 0 0
"3940" 18 22 "c" 6 189 1 0 1944 1944 1944 1944 2615 0 0 0 0 0 1944
"3941" 18 22 "c" 7 0 0 0 0 0 0 0 2615 0 0 0 0 0 0
"3942" 18 23 "b" 1 189 1 0 451 451 451 451 451 0 0 0 0 0 451
"3943" 18 23 "b" 2 159 1 0 370 370 370 370 821 0 0 0 0 0 370
"3944" 18 23 "b" 3 256 1 0 1130 1130 1130 1130 1951 0 0 0 0 0 1130
"3945" 18 23 "b" 4 214 1 214 214 214 214 214 2165 0 0 0 0 0 214
"3946" 18 23 "b" 5 0 0 0 0 0 0 0 2165 0 0 0 0 0 0
"3947" 18 23 "b" 6 267 1 0 3184 3184 3184 3184 5349 0 0 0 0 0 3184
"3948" 18 23 "b" 7 0 0 0 0 0 0 0 5349 0 0 0 0 0 0
"3949" 18 24 "a" 1 191 1 0 429 429 429 429 429 0 0 0 0 0 429
"3950" 18 24 "a" 2 155 1 155 155 155 155 155 584 0 0 0 0 0 155
"3951" 18 24 "a" 3 269 1 269 269 269 269 269 853 0 0 0 0 0 269
"3952" 18 24 "a" 4 0 0 0 0 0 0 0 853 0 0 0 0 0 0
"3953" 18 24 "a" 5 156 1 156 156 156 156 156 1009 0 0 0 0 0 156
"3954" 18 24 "a" 6 217 1 0 954 954 954 954 1963 0 0 0 0 0 954
"3955" 18 24 "a" 7 0 0 0 0 0 0 0 1963 0 0 0 0 0 0
"3956" 18 25 "d" 1 35 1 0 368 368 654 368 368 286 0 286 0 0 286
"3957" 18 25 "d" 2 159 1 159 159 159 159 159 527 0 0 0 0 0 159
"3958" 18 25 "d" 3 182 1 0 661 661 661 661 1188 0 0 0 0 0 661
"3959" 18 25 "d" 4 0 0 0 0 0 0 0 1188 0 0 0 0 0 0
"3960" 18 25 "d" 5 0 0 0 0 0 0 0 1188 0 0 0 0 0 0
"3961" 18 25 "d" 6 252 1 0 979 979 979 1265 2453 0 0 0 1 1 979
"3962" 18 25 "d" 7 0 0 0 0 0 0 0 2453 0 0 0 0 0 0
"3963" 18 27 "c" 1 169 1 0 350 350 350 350 350 0 0 0 0 0 350
"3964" 18 27 "c" 2 0 0 0 0 0 361 0 350 361 0 361 0 0 361
"3965" 18 27 "c" 3 151 1 151 151 151 151 151 501 0 0 0 0 0 151
"3966" 18 27 "c" 4 171 1 0 171 171 536 171 672 365 0 365 0 0 365
"3967" 18 27 "c" 5 0 0 0 0 0 0 0 672 0 0 0 0 0 0
"3968" 18 27 "c" 6 226 1 0 2515 3120 3120 3846 4518 605 605 0 1 1 605
"3969" 18 27 "c" 7 0 0 0 0 0 0 0 4518 0 0 0 0 0 0
"3970" 18 28 "b" 1 159 1 159 159 159 159 159 159 0 0 0 0 0 159
"3971" 18 28 "b" 2 158 1 0 385 385 977 385 544 592 0 592 0 0 592
"3972" 18 28 "b" 3 340 1 0 694 694 1149 694 1238 455 0 455 0 0 455
"3973" 18 28 "b" 4 0 0 0 0 0 0 0 1238 0 0 0 0 0 0
"3974" 18 28 "b" 5 0 0 0 0 0 0 0 1238 0 0 0 0 0 0
"3975" 18 28 "b" 6 166 1 0 1044 2236 2236 3283 4521 1192 1192 0 1 1 1192
"3976" 18 28 "b" 7 0 0 0 0 0 0 0 4521 0 0 0 0 0 0
"3977" 18 29 "a" 1 160 1 0 385 385 385 385 385 0 0 0 0 0 385
"3978" 18 29 "a" 2 0 0 0 0 0 173 0 385 173 0 173 0 0 173
"3979" 18 29 "a" 3 265 1 265 265 265 265 438 823 0 0 0 1 1 265
"3980" 18 29 "a" 4 232 1 232 232 232 232 232 1055 0 0 0 0 0 232
"3981" 18 29 "a" 5 0 0 0 0 0 0 0 1055 0 0 0 0 0 0
"3982" 18 29 "a" 6 245 1 0 1685 1685 1685 1685 2740 0 0 0 0 0 1685
"3983" 18 29 "a" 7 0 0 0 0 0 0 0 2740 0 0 0 0 0 0
"3984" 18 30 "d" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3985" 18 30 "d" 2 0 0 0 0 0 223 0 0 223 0 223 0 0 223
"3986" 18 30 "d" 3 195 1 0 195 967 967 1190 1190 772 772 0 1 1 772
"3987" 18 30 "d" 4 236 1 0 450 450 450 450 1640 0 0 0 0 0 450
"3988" 18 30 "d" 5 0 0 0 0 0 0 0 1640 0 0 0 0 0 0
"3989" 18 30 "d" 6 223 1 0 934 934 934 934 2574 0 0 0 0 0 934
"3990" 18 30 "d" 7 0 0 0 0 0 0 0 2574 0 0 0 0 0 0
"3991" 18 31 "c" 1 173 1 0 318 318 318 318 318 0 0 0 0 0 318
"3992" 18 31 "c" 2 152 1 152 152 152 152 152 470 0 0 0 0 0 152
"3993" 18 31 "c" 3 176 1 0 345 345 345 345 815 0 0 0 0 0 345
"3994" 18 31 "c" 4 181 1 0 181 181 388 181 996 207 0 207 0 0 207
"3995" 18 31 "c" 5 0 0 0 0 0 0 0 996 0 0 0 0 0 0
"3996" 18 31 "c" 6 279 1 0 279 809 809 1016 2012 530 530 0 1 1 530
"3997" 18 31 "c" 7 0 0 0 0 0 0 0 2012 0 0 0 0 0 0
"3998" 18 33 "b" 1 170 1 0 432 432 432 432 432 0 0 0 0 0 432
"3999" 18 33 "b" 2 150 1 150 150 150 150 150 582 0 0 0 0 0 150
"4000" 18 33 "b" 3 189 1 0 724 724 861 724 1306 137 0 137 0 0 137
"4001" 18 33 "b" 4 250 1 250 250 250 250 250 1556 0 0 0 0 0 250
"4002" 18 33 "b" 5 0 0 0 0 0 72 0 1556 72 0 72 0 1 72
"4003" 18 33 "b" 6 240 1 0 240 1259 1259 1468 3024 1019 1019 0 1 1 1019
"4004" 18 33 "b" 7 0 0 0 0 0 0 0 3024 0 0 0 0 0 0
"4005" 18 34 "a" 1 186 1 0 337 337 337 337 337 0 0 0 0 0 337
"4006" 18 34 "a" 2 176 1 0 176 176 423 176 513 247 0 247 0 0 247
"4007" 18 34 "a" 3 213 1 0 746 746 1930 746 1259 1184 0 1184 0 0 840
"4008" 18 34 "a" 4 0 0 0 0 0 0 0 1259 0 0 0 0 0 0
"4009" 18 34 "a" 5 261 1 261 261 261 261 605 1864 0 0 0 1 1 261
"4010" 18 34 "a" 6 348 1 0 1034 1183 1183 2270 4134 149 149 0 1 1 149
"4011" 18 34 "a" 7 0 0 0 0 0 0 0 4134 0 0 0 0 0 0
"4012" 18 35 "d" 1 196 1 0 347 347 347 347 347 0 0 0 0 0 347
"4013" 18 35 "d" 2 138 1 0 138 138 399 138 485 261 0 261 0 0 261
"4014" 18 35 "d" 3 216 1 0 1172 1172 1172 1172 1657 0 0 0 0 0 1172
"4015" 18 35 "d" 4 249 1 249 249 249 249 249 1906 0 0 0 0 0 249
"4016" 18 35 "d" 5 0 0 0 0 0 0 0 1906 0 0 0 0 0 0
"4017" 18 35 "d" 6 247 1 0 1052 1052 1052 1313 3219 0 0 0 1 1 1052
"4018" 18 35 "d" 7 0 0 0 0 0 0 0 3219 0 0 0 0 0 0
"4019" 18 36 "c" 1 182 1 0 402 402 402 402 402 0 0 0 0 0 402
"4020" 18 36 "c" 2 159 1 0 630 630 630 630 1032 0 0 0 0 0 630
"4021" 18 36 "c" 3 229 1 229 229 229 229 229 1261 0 0 0 0 0 229
"4022" 18 36 "c" 4 242 1 242 242 242 242 242 1503 0 0 0 0 0 242
"4023" 18 36 "c" 5 0 0 0 0 0 0 0 1503 0 0 0 0 0 0
"4024" 18 36 "c" 6 185 1 0 988 988 988 988 2491 0 0 0 0 0 988
"4025" 18 36 "c" 7 0 0 0 0 0 0 0 2491 0 0 0 0 0 0
"4026" 19 1 "d" 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211
"4027" 19 1 "d" 2 528 1 528 528 528 528 528 739 0 0 0 0 0 528
"4028" 19 1 "d" 3 208 1 0 1209 1209 1209 1209 1948 0 0 0 0 0 1209
"4029" 19 1 "d" 4 0 0 0 0 0 0 0 1948 0 0 0 0 0 0
"4030" 19 1 "d" 5 393 1 393 393 393 393 393 2341 0 0 0 0 0 393
"4031" 19 1 "d" 6 613 1 0 1984 1984 1984 1984 4325 0 0 0 0 0 1984
"4032" 19 1 "d" 7 0 0 0 0 0 0 0 4325 0 0 0 0 0 0
"4033" 19 2 "c" 1 65 1 65 65 65 65 65 65 0 0 0 0 0 65
"4034" 19 2 "c" 2 23 1 0 558 558 558 558 623 0 0 0 0 0 558
"4035" 19 2 "c" 3 209 1 209 209 209 209 209 832 0 0 0 0 0 209
"4036" 19 2 "c" 4 234 1 0 378 378 378 378 1210 0 0 0 0 0 378
"4037" 19 2 "c" 5 175 1 175 175 175 175 175 1385 0 0 0 0 0 175
"4038" 19 2 "c" 6 231 1 0 1809 1809 1809 1809 3194 0 0 0 0 0 1809
"4039" 19 2 "c" 7 0 0 0 0 0 0 0 3194 0 0 0 0 0 0
"4040" 19 3 "b" 1 205 1 0 549 549 549 549 549 0 0 0 0 0 549
"4041" 19 3 "b" 2 449 1 0 449 449 981 449 998 532 0 532 0 0 532
"4042" 19 3 "b" 3 207 1 0 1186 1186 2198 1186 2184 1012 0 1012 0 0 1012
"4043" 19 3 "b" 4 395 1 0 395 395 735 395 2579 340 0 340 0 0 340
"4044" 19 3 "b" 5 216 1 0 216 216 573 216 2795 357 0 357 0 0 357
"4045" 19 3 "b" 6 342 1 0 1141 2493 2493 4734 7529 1352 1352 0 1 1 1352
"4046" 19 3 "b" 7 0 0 0 0 0 0 0 7529 0 0 0 0 0 0
"4047" 19 4 "a" 1 97 1 0 467 467 467 467 467 0 0 0 0 0 467
"4048" 19 4 "a" 2 213 1 0 980 980 1806 980 1447 826 0 826 0 0 826
"4049" 19 4 "a" 3 364 1 0 364 364 834 364 1811 470 0 470 0 0 225
"4050" 19 4 "a" 4 182 1 0 182 376 376 621 2432 194 194 0 1 1 194
"4051" 19 4 "a" 5 0 0 0 0 0 0 0 2432 0 0 0 0 0 0
"4052" 19 4 "a" 6 360 1 0 859 1252 1252 2303 4735 393 393 0 1 1 393
"4053" 19 4 "a" 7 0 0 0 0 0 0 0 4735 0 0 0 0 0 0
"4054" 19 6 "d" 1 217 1 0 323 323 323 323 323 0 0 0 0 0 323
"4055" 19 6 "d" 2 308 1 0 308 308 916 308 631 608 0 608 0 0 325
"4056" 19 6 "d" 3 267 1 0 1839 1839 3101 1839 2470 1262 0 1262 0 0 1262
"4057" 19 6 "d" 4 505 1 505 505 505 505 788 3258 0 0 0 1 1 505
"4058" 19 6 "d" 5 0 0 0 0 0 0 0 3258 0 0 0 0 0 0
"4059" 19 6 "d" 6 224 1 0 1524 1524 1524 3111 6369 0 0 0 1 1 1524
"4060" 19 6 "d" 7 0 0 0 0 0 0 0 6369 0 0 0 0 0 0
"4061" 19 7 "c" 1 209 1 0 1181 1181 1322 1181 1181 141 0 141 0 0 141
"4062" 19 7 "c" 2 177 1 0 177 838 1577 979 2160 1400 661 739 1 1 438
"4063" 19 7 "c" 3 293 1 0 293 293 541 293 2453 248 0 248 0 0 248
"4064" 19 7 "c" 4 0 0 0 0 0 0 0 2453 0 0 0 0 0 0
"4065" 19 7 "c" 5 468 1 468 468 468 468 769 3222 0 0 0 1 1 468
"4066" 19 7 "c" 6 275 1 0 1430 3656 3656 4342 7564 2226 2226 0 1 1 2226
"4067" 19 7 "c" 7 0 0 0 0 0 0 0 7564 0 0 0 0 0 0
"4068" 19 8 "b" 1 209 1 0 209 209 522 209 209 313 0 313 0 0 313
"4069" 19 8 "b" 2 461 1 0 727 727 990 727 936 263 0 263 0 0 263
"4070" 19 8 "b" 3 221 1 0 974 974 1865 974 1910 891 0 891 0 2 413
"4071" 19 8 "b" 4 333 1 0 610 610 610 610 2520 0 0 0 0 0 610
"4072" 19 8 "b" 5 0 0 0 0 0 0 0 2520 0 0 0 0 0 0
"4073" 19 8 "b" 6 215 1 0 1451 1451 1451 2918 5438 0 0 0 1 1 1451
"4074" 19 8 "b" 7 0 0 0 0 0 0 0 5438 0 0 0 0 0 0
"4075" 19 10 "a" 1 231 1 0 231 231 507 231 231 276 0 276 0 0 276
"4076" 19 10 "a" 2 435 1 0 435 786 1227 1062 1293 792 351 441 1 1 184
"4077" 19 10 "a" 3 306 1 0 306 306 652 306 1599 346 0 346 0 1 346
"4078" 19 10 "a" 4 0 0 0 0 0 184 0 1599 184 0 184 0 0 184
"4079" 19 10 "a" 5 446 1 446 446 446 446 446 2045 0 0 0 0 0 446
"4080" 19 10 "a" 6 186 1 0 1687 2979 2979 3950 5995 1292 1292 0 1 1 1292
"4081" 19 10 "a" 7 0 0 0 0 0 0 0 5995 0 0 0 0 0 0
"4082" 19 11 "d" 1 236 1 0 377 377 377 377 377 0 0 0 0 0 377
"4083" 19 11 "d" 2 442 1 0 442 442 1234 442 819 792 0 792 0 0 123
"4084" 19 11 "d" 3 262 1 0 958 958 1954 958 1777 996 0 996 0 0 996
"4085" 19 11 "d" 4 384 1 0 384 384 494 384 2161 110 0 110 0 0 110
"4086" 19 11 "d" 5 0 0 0 0 0 0 0 2161 0 0 0 0 0 0
"4087" 19 11 "d" 6 233 1 0 918 1426 1426 3324 5485 508 508 0 2 2 508
"4088" 19 11 "d" 7 0 0 0 0 0 0 0 5485 0 0 0 0 0 0
"4089" 19 12 "c" 1 207 1 0 390 390 390 390 390 0 0 0 0 0 390
"4090" 19 12 "c" 2 216 1 0 216 216 490 216 606 274 0 274 0 0 274
"4091" 19 12 "c" 3 0 0 0 0 0 0 0 606 0 0 0 0 0 0
"4092" 19 12 "c" 4 208 1 0 208 208 494 208 814 286 0 286 0 0 286
"4093" 19 12 "c" 5 261 1 261 261 261 261 261 1075 0 0 0 0 0 261
