"subject" "trial" "experiment" "item" "condition" "accuracy" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "FPRC" "TRC" "LPRT"
30 67 "gug" 12 "a" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
30 70 "gug" 11 "d" 0 1 176 1 176 176 176 176 176 176 0 0 0 0 0 176
30 70 "gug" 11 "d" 0 2 140 1 140 140 140 140 140 316 0 0 0 0 0 140
30 70 "gug" 11 "d" 0 3 144 1 144 144 144 144 144 460 0 0 0 0 0 144
30 70 "gug" 11 "d" 0 4 176 1 176 176 176 176 176 636 0 0 0 0 0 176
30 70 "gug" 11 "d" 0 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
30 70 "gug" 11 "d" 0 9 148 1 0 308 308 444 308 944 136 0 136 0 0 136
30 70 "gug" 11 "d" 0 10 276 1 276 276 276 276 412 1356 0 0 0 1 1 276
30 70 "gug" 11 "d" 0 11 132 1 132 132 132 132 132 1488 0 0 0 0 0 132
30 70 "gug" 11 "d" 0 12 212 1 212 212 212 212 212 1700 0 0 0 0 0 212
30 70 "gug" 11 "d" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
30 70 "gug" 11 "d" 0 14 184 1 184 184 184 184 184 1884 0 0 0 0 0 184
30 70 "gug" 11 "d" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
30 75 "gug" 8 "a" 0 1 148 1 0 304 304 304 304 304 0 0 0 0 0 304
30 75 "gug" 8 "a" 0 2 164 1 164 164 164 164 164 468 0 0 0 0 0 164
30 75 "gug" 8 "a" 0 3 232 1 232 232 232 232 232 700 0 0 0 0 0 232
30 75 "gug" 8 "a" 0 4 212 1 212 212 212 212 212 912 0 0 0 0 0 212
30 75 "gug" 8 "a" 0 5 176 1 176 176 176 176 176 1088 0 0 0 0 0 176
30 75 "gug" 8 "a" 0 9 224 1 224 224 224 224 224 1312 0 0 0 0 0 224
30 75 "gug" 8 "a" 0 10 0 0 156 156 156 156 156 1468 0 0 0 0 0 156
30 75 "gug" 8 "a" 0 11 152 1 0 152 152 324 308 1776 172 0 172 1 1 172
30 75 "gug" 8 "a" 0 12 196 1 196 196 196 196 368 2144 0 0 0 1 1 196
30 75 "gug" 8 "a" 0 13 164 1 164 164 164 164 164 2308 0 0 0 0 0 164
30 75 "gug" 8 "a" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
30 75 "gug" 8 "a" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 7 "gug" 9 "c" 1 1 176 1 176 176 176 176 176 176 0 0 0 0 0 176
31 7 "gug" 9 "c" 1 2 0 0 212 212 212 212 212 388 0 0 0 0 0 212
31 7 "gug" 9 "c" 1 3 168 1 0 168 268 268 480 868 100 100 0 1 1 100
31 7 "gug" 9 "c" 1 4 260 1 260 260 260 260 260 1128 0 0 0 0 0 260
31 7 "gug" 9 "c" 1 5 340 1 0 508 508 508 508 1636 0 0 0 0 0 508
31 7 "gug" 9 "c" 1 9 264 1 0 496 496 612 496 2132 116 0 116 0 0 116
31 7 "gug" 9 "c" 1 10 188 1 0 188 188 820 188 2320 632 0 632 0 0 632
31 7 "gug" 9 "c" 1 11 0 0 208 208 208 208 324 2644 0 0 0 1 1 208
31 7 "gug" 9 "c" 1 12 188 1 0 188 656 656 1612 4256 468 468 0 2 2 468
31 7 "gug" 9 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 7 "gug" 9 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 7 "gug" 9 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 11 "gug" 8 "b" 1 1 184 1 0 184 184 368 184 184 184 0 184 0 0 184
31 11 "gug" 8 "b" 1 2 248 1 248 248 248 248 248 432 0 0 0 0 0 248
31 11 "gug" 8 "b" 1 3 0 0 0 592 592 1744 592 1024 1152 0 1152 0 1 144
31 11 "gug" 8 "b" 1 4 248 1 0 452 452 836 452 1476 384 0 384 0 1 144
31 11 "gug" 8 "b" 1 5 0 0 0 132 132 352 132 1608 220 0 220 0 1 220
31 11 "gug" 8 "b" 1 9 132 1 0 132 308 1368 1272 2880 1236 176 1060 1 3 412
31 11 "gug" 8 "b" 1 10 96 1 0 96 456 748 1084 3964 652 360 292 1 1 292
31 11 "gug" 8 "b" 1 11 172 1 0 172 320 828 1840 5804 656 148 508 1 2 508
31 11 "gug" 8 "b" 1 12 260 1 260 260 260 260 1672 7476 0 0 0 1 1 260
31 11 "gug" 8 "b" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 11 "gug" 8 "b" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 11 "gug" 8 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 15 "gug" 5 "c" 1 1 184 1 0 184 184 464 184 184 280 0 280 0 0 152
31 15 "gug" 5 "c" 1 2 164 1 0 164 164 472 164 348 308 0 308 0 1 308
31 15 "gug" 5 "c" 1 3 200 1 0 200 200 1084 200 548 884 0 884 0 2 284
31 15 "gug" 5 "c" 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 15 "gug" 5 "c" 1 5 296 1 0 296 296 1256 296 844 960 0 960 0 0 488
31 15 "gug" 5 "c" 1 9 224 1 0 224 472 1272 728 1572 1048 248 800 1 3 260
31 15 "gug" 5 "c" 1 10 204 1 0 204 204 776 204 1776 572 0 572 0 2 228
31 15 "gug" 5 "c" 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 15 "gug" 5 "c" 1 12 184 1 0 184 184 608 184 1960 424 0 424 0 1 424
31 15 "gug" 5 "c" 1 13 112 1 112 112 112 112 4084 6044 0 0 0 1 1 112
31 15 "gug" 5 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 15 "gug" 5 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 19 "gug" 13 "c" 1 1 160 1 0 288 288 492 288 288 204 0 204 0 0 204
31 19 "gug" 13 "c" 1 2 280 1 0 280 280 416 280 568 136 0 136 0 0 136
31 19 "gug" 13 "c" 1 3 284 1 0 284 284 1152 284 852 868 0 868 0 1 532
31 19 "gug" 13 "c" 1 4 548 1 0 548 920 1964 1256 2108 1416 372 1044 1 1 1044
31 19 "gug" 13 "c" 1 5 172 1 0 172 172 516 172 2280 344 0 344 0 1 132
31 19 "gug" 13 "c" 1 9 224 1 0 224 224 720 224 2504 496 0 496 0 1 216
31 19 "gug" 13 "c" 1 10 248 1 0 248 612 612 2280 4784 364 364 0 1 1 364
31 19 "gug" 13 "c" 1 11 132 1 132 132 132 132 1220 6004 0 0 0 1 1 132
31 19 "gug" 13 "c" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 19 "gug" 13 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 19 "gug" 13 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 19 "gug" 13 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 23 "gug" 12 "b" 0 1 188 1 188 188 188 188 188 188 0 0 0 0 0 188
31 23 "gug" 12 "b" 0 2 0 0 356 356 356 356 356 544 0 0 0 0 0 356
31 23 "gug" 12 "b" 0 3 152 1 0 404 520 520 876 1420 116 116 0 1 1 116
31 23 "gug" 12 "b" 0 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 23 "gug" 12 "b" 0 5 340 1 0 340 340 492 340 1760 152 0 152 0 0 152
31 23 "gug" 12 "b" 0 9 548 1 548 548 548 548 548 2308 0 0 0 0 0 548
31 23 "gug" 12 "b" 0 10 192 1 0 192 192 552 192 2500 360 0 360 0 0 360
31 23 "gug" 12 "b" 0 11 300 1 0 300 696 696 1056 3556 396 396 0 1 1 396
31 23 "gug" 12 "b" 0 12 332 1 332 332 332 332 484 4040 0 0 0 1 1 332
31 23 "gug" 12 "b" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 23 "gug" 12 "b" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 23 "gug" 12 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 31 "gug" 14 "d" 1 1 168 1 0 168 168 320 168 168 152 0 152 0 0 152
31 31 "gug" 14 "d" 1 2 208 1 0 208 208 656 208 376 448 0 448 0 0 92
31 31 "gug" 14 "d" 1 3 160 1 0 284 412 1244 776 1152 960 128 832 1 2 112
31 31 "gug" 14 "d" 1 4 0 0 108 108 108 108 200 1352 0 0 0 1 1 108
31 31 "gug" 14 "d" 1 5 496 1 0 696 696 892 696 2048 196 0 196 0 1 196
31 31 "gug" 14 "d" 1 9 0 0 0 316 316 416 760 2808 100 0 100 1 2 100
31 31 "gug" 14 "d" 1 10 0 0 100 100 100 100 860 3668 0 0 0 1 1 100
31 31 "gug" 14 "d" 1 11 212 1 0 212 932 932 2820 6488 720 720 0 3 3 516
31 31 "gug" 14 "d" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 31 "gug" 14 "d" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 31 "gug" 14 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 31 "gug" 14 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 33 "gug" 16 "b" 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 33 "gug" 16 "b" 1 2 172 1 0 172 172 428 172 172 256 0 256 0 0 256
31 33 "gug" 16 "b" 1 3 240 1 0 368 368 772 368 540 404 0 404 0 0 404
31 33 "gug" 16 "b" 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 33 "gug" 16 "b" 1 5 320 1 0 480 480 732 480 1020 252 0 252 0 2 148
31 33 "gug" 16 "b" 1 9 0 0 0 192 192 536 192 1212 344 0 344 0 2 164
31 33 "gug" 16 "b" 1 10 176 1 0 176 668 912 1548 2760 736 492 244 2 3 244
31 33 "gug" 16 "b" 1 11 248 1 248 248 248 248 248 3008 0 0 0 0 0 248
31 33 "gug" 16 "b" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 33 "gug" 16 "b" 1 13 152 1 152 152 152 152 964 3972 0 0 0 1 1 152
31 33 "gug" 16 "b" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 33 "gug" 16 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 42 "gug" 11 "a" 1 1 204 1 0 204 204 436 204 204 232 0 232 0 0 232
31 42 "gug" 11 "a" 1 2 180 1 0 180 180 532 180 384 352 0 352 0 1 148
31 42 "gug" 11 "a" 1 3 252 1 0 252 252 684 252 636 432 0 432 0 1 432
31 42 "gug" 11 "a" 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 42 "gug" 11 "a" 1 5 252 1 0 252 664 664 1300 1936 412 412 0 1 1 412
31 42 "gug" 11 "a" 1 9 248 1 248 248 248 248 248 2184 0 0 0 0 0 248
31 42 "gug" 11 "a" 1 10 0 0 416 416 416 416 416 2600 0 0 0 0 0 416
31 42 "gug" 11 "a" 1 11 236 1 0 236 236 704 236 2836 468 0 468 0 2 128
31 42 "gug" 11 "a" 1 12 164 1 0 164 388 576 1144 3980 412 224 188 1 2 188
31 42 "gug" 11 "a" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 42 "gug" 11 "a" 1 14 128 1 128 128 128 128 824 4804 0 0 0 1 1 128
31 42 "gug" 11 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 44 "gug" 7 "a" 1 1 212 1 0 392 392 604 392 392 212 0 212 0 0 212
31 44 "gug" 7 "a" 1 2 0 0 0 224 224 432 224 616 208 0 208 0 0 208
31 44 "gug" 7 "a" 1 3 188 1 0 492 492 1336 492 1108 844 0 844 0 2 224
31 44 "gug" 7 "a" 1 4 60 1 0 60 60 308 388 1496 248 0 248 1 1 248
31 44 "gug" 7 "a" 1 5 280 1 0 444 444 1140 444 1940 696 0 696 0 0 224
31 44 "gug" 7 "a" 1 9 0 0 0 160 160 452 384 2324 292 0 292 1 1 292
31 44 "gug" 7 "a" 1 10 148 1 0 148 356 520 740 3064 372 208 164 1 2 164
31 44 "gug" 7 "a" 1 11 172 1 0 172 172 684 172 3236 512 0 512 0 1 424
31 44 "gug" 7 "a" 1 12 228 1 0 228 392 392 3240 6476 164 164 0 2 2 164
31 44 "gug" 7 "a" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 44 "gug" 7 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 44 "gug" 7 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 49 "gug" 15 "a" 0 1 180 1 180 180 180 180 180 180 0 0 0 0 0 180
31 49 "gug" 15 "a" 0 2 164 1 0 164 164 388 164 344 224 0 224 0 0 224
31 49 "gug" 15 "a" 0 3 152 1 0 152 152 688 152 496 536 0 536 0 0 168
31 49 "gug" 15 "a" 0 4 0 0 0 220 220 416 220 716 196 0 196 0 0 196
31 49 "gug" 15 "a" 0 5 188 1 0 188 336 1344 924 1640 1156 148 1008 1 2 340
31 49 "gug" 15 "a" 0 9 424 1 0 424 588 768 940 2580 344 164 180 1 2 180
31 49 "gug" 15 "a" 0 10 208 1 0 208 208 360 208 2788 152 0 152 0 1 152
31 49 "gug" 15 "a" 0 11 204 1 0 204 488 488 2064 4852 284 284 0 2 2 284
31 49 "gug" 15 "a" 0 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 49 "gug" 15 "a" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 49 "gug" 15 "a" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 49 "gug" 15 "a" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 53 "gug" 1 "c" 1 1 224 1 0 336 336 336 336 336 0 0 0 0 0 336
31 53 "gug" 1 "c" 1 2 0 0 0 188 188 308 188 524 120 0 120 0 0 120
31 53 "gug" 1 "c" 1 3 148 1 0 856 856 1164 856 1380 308 0 308 0 1 140
31 53 "gug" 1 "c" 1 4 152 1 0 152 152 420 152 1532 268 0 268 0 0 268
31 53 "gug" 1 "c" 1 5 240 1 0 240 240 1012 240 1772 772 0 772 0 1 428
31 53 "gug" 1 "c" 1 9 168 1 0 296 588 940 832 2604 644 292 352 1 1 352
31 53 "gug" 1 "c" 1 10 220 1 0 220 600 600 2244 4848 380 380 0 1 1 380
31 53 "gug" 1 "c" 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 53 "gug" 1 "c" 1 12 212 1 212 212 212 212 332 5180 0 0 0 1 1 212
31 53 "gug" 1 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 53 "gug" 1 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 53 "gug" 1 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 58 "gug" 10 "d" 1 1 124 1 0 260 260 260 260 260 0 0 0 0 0 260
31 58 "gug" 10 "d" 1 2 156 1 0 156 156 432 156 416 276 0 276 0 0 276
31 58 "gug" 10 "d" 1 3 208 1 0 412 412 412 412 828 0 0 0 0 0 412
31 58 "gug" 10 "d" 1 4 180 1 180 180 180 180 180 1008 0 0 0 0 0 180
31 58 "gug" 10 "d" 1 5 208 1 0 208 208 600 208 1216 392 0 392 0 0 392
31 58 "gug" 10 "d" 1 9 428 1 0 428 428 712 428 1644 284 0 284 0 0 56
31 58 "gug" 10 "d" 1 10 280 1 280 280 280 280 280 1924 0 0 0 0 0 280
31 58 "gug" 10 "d" 1 11 0 0 0 188 396 476 1292 3216 288 208 80 1 2 80
31 58 "gug" 10 "d" 1 12 156 1 156 156 156 156 1448 4664 0 0 0 1 1 156
31 58 "gug" 10 "d" 1 13 216 1 216 216 216 216 352 5016 0 0 0 1 1 216
31 58 "gug" 10 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 58 "gug" 10 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 66 "gug" 3 "a" 1 1 172 1 0 172 172 392 172 172 220 0 220 0 0 116
31 66 "gug" 3 "a" 1 2 164 1 0 164 164 476 268 440 312 0 312 1 1 312
31 66 "gug" 3 "a" 1 3 172 1 0 356 496 628 808 1248 272 140 132 1 2 132
31 66 "gug" 3 "a" 1 4 388 1 388 388 388 388 388 1636 0 0 0 0 0 388
31 66 "gug" 3 "a" 1 5 240 1 0 240 240 544 240 1876 304 0 304 0 0 148
31 66 "gug" 3 "a" 1 9 172 1 0 172 332 780 488 2364 608 160 448 1 1 240
31 66 "gug" 3 "a" 1 10 236 1 0 236 236 540 236 2600 304 0 304 0 0 304
31 66 "gug" 3 "a" 1 11 188 1 0 188 188 764 188 2788 576 0 576 0 2 176
31 66 "gug" 3 "a" 1 12 200 1 0 368 732 1004 1232 4020 636 364 272 1 1 272
31 66 "gug" 3 "a" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 66 "gug" 3 "a" 1 14 132 1 0 132 300 300 1796 5816 168 168 0 2 2 168
31 66 "gug" 3 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 69 "gug" 2 "d" 1 1 188 1 0 372 372 372 372 372 0 0 0 0 0 372
31 69 "gug" 2 "d" 1 2 184 1 0 184 184 724 184 556 540 0 540 0 0 236
31 69 "gug" 2 "d" 1 3 216 1 0 216 216 588 216 772 372 0 372 0 1 136
31 69 "gug" 2 "d" 1 4 0 0 172 172 172 172 408 1180 0 0 0 1 1 172
31 69 "gug" 2 "d" 1 5 180 1 0 180 364 832 668 1848 652 184 468 1 2 180
31 69 "gug" 2 "d" 1 9 180 1 0 180 180 540 180 2028 360 0 360 0 0 360
31 69 "gug" 2 "d" 1 10 144 1 0 144 144 1092 144 2172 948 0 948 0 0 80
31 69 "gug" 2 "d" 1 11 0 0 300 300 300 300 1168 3340 0 0 0 1 1 300
31 69 "gug" 2 "d" 1 12 84 1 0 84 244 244 3100 6440 160 160 0 2 2 160
31 69 "gug" 2 "d" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 69 "gug" 2 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 69 "gug" 2 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 73 "gug" 4 "b" 0 1 176 1 176 176 176 176 176 176 0 0 0 0 0 176
31 73 "gug" 4 "b" 0 2 184 1 184 184 184 184 184 360 0 0 0 0 0 184
31 73 "gug" 4 "b" 0 3 152 1 0 608 608 1048 608 968 440 0 440 0 0 124
31 73 "gug" 4 "b" 0 4 0 0 140 140 140 140 264 1232 0 0 0 1 1 140
31 73 "gug" 4 "b" 0 5 280 1 0 280 280 520 280 1512 240 0 240 0 0 240
31 73 "gug" 4 "b" 0 9 284 1 284 284 284 284 284 1796 0 0 0 0 0 284
31 73 "gug" 4 "b" 0 10 352 1 0 732 732 884 732 2528 152 0 152 0 0 152
31 73 "gug" 4 "b" 0 11 328 1 0 328 476 856 628 3156 528 148 380 1 2 140
31 73 "gug" 4 "b" 0 12 0 0 200 200 200 200 200 3356 0 0 0 0 0 200
31 73 "gug" 4 "b" 0 13 172 1 0 172 708 708 2108 5464 536 536 0 4 4 172
31 73 "gug" 4 "b" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 73 "gug" 4 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 77 "gug" 6 "d" 1 1 172 1 0 296 296 296 296 296 0 0 0 0 0 296
31 77 "gug" 6 "d" 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 77 "gug" 6 "d" 1 3 156 1 0 640 640 640 640 936 0 0 0 0 0 640
31 77 "gug" 6 "d" 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 77 "gug" 6 "d" 1 5 180 1 180 180 180 180 180 1116 0 0 0 0 0 180
31 77 "gug" 6 "d" 1 9 168 1 168 168 168 168 168 1284 0 0 0 0 0 168
31 77 "gug" 6 "d" 1 10 284 1 284 284 284 284 284 1568 0 0 0 0 0 284
31 77 "gug" 6 "d" 1 11 520 1 520 520 520 520 520 2088 0 0 0 0 0 520
31 77 "gug" 6 "d" 1 12 0 0 220 220 220 220 220 2308 0 0 0 0 0 220
31 77 "gug" 6 "d" 1 13 616 1 0 616 732 732 952 3260 116 116 0 1 1 116
31 77 "gug" 6 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
31 77 "gug" 6 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 6 "gug" 13 "d" 1 1 0 0 0 164 164 312 164 164 148 0 148 0 0 148
32 6 "gug" 13 "d" 1 2 120 1 0 120 120 324 284 448 204 0 204 1 1 204
32 6 "gug" 13 "d" 1 3 144 1 0 444 444 1112 444 892 668 0 668 0 1 268
32 6 "gug" 13 "d" 1 4 0 0 0 392 700 956 1100 1992 564 308 256 1 1 256
32 6 "gug" 13 "d" 1 5 164 1 0 164 164 320 1264 3256 156 0 156 1 2 156
32 6 "gug" 13 "d" 1 9 0 0 264 264 264 264 264 3520 0 0 0 0 0 264
32 6 "gug" 13 "d" 1 10 0 0 0 156 156 512 156 3676 356 0 356 0 0 356
32 6 "gug" 13 "d" 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 6 "gug" 13 "d" 1 12 144 1 0 144 476 476 2284 5960 332 332 0 2 2 192
32 6 "gug" 13 "d" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 6 "gug" 13 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 6 "gug" 13 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 11 "gug" 12 "c" 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 11 "gug" 12 "c" 1 2 0 0 0 308 308 1156 308 308 848 0 848 0 0 408
32 11 "gug" 12 "c" 1 3 144 1 0 144 144 3356 144 452 3212 0 3212 0 2 1080
32 11 "gug" 12 "c" 1 4 0 0 0 144 144 652 144 596 508 0 508 0 0 152
32 11 "gug" 12 "c" 1 5 0 0 0 172 172 2120 172 768 1948 0 1948 0 3 388
32 11 "gug" 12 "c" 1 9 236 1 0 236 236 884 236 1004 648 0 648 0 2 336
32 11 "gug" 12 "c" 1 10 156 1 0 156 156 880 156 1160 724 0 724 0 1 364
32 11 "gug" 12 "c" 1 11 0 0 180 180 180 180 180 1340 0 0 0 0 0 180
32 11 "gug" 12 "c" 1 12 224 1 0 224 696 696 9388 10728 472 472 0 3 3 260
32 11 "gug" 12 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 11 "gug" 12 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 11 "gug" 12 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 15 "gug" 14 "a" 1 1 232 1 0 232 232 1292 232 232 1060 0 1060 0 0 444
32 15 "gug" 14 "a" 1 2 0 0 0 96 96 1236 296 528 1140 0 1140 1 3 404
32 15 "gug" 14 "a" 1 3 184 1 0 532 532 2688 532 1060 2156 0 2156 0 2 260
32 15 "gug" 14 "a" 1 4 0 0 0 144 144 2208 144 1204 2064 0 2064 0 3 232
32 15 "gug" 14 "a" 1 5 144 1 0 144 316 1644 620 1824 1500 172 1328 2 7 232
32 15 "gug" 14 "a" 1 9 164 1 0 164 164 1712 164 1988 1548 0 1548 0 2 592
32 15 "gug" 14 "a" 1 10 0 0 0 196 196 916 196 2184 720 0 720 0 1 156
32 15 "gug" 14 "a" 1 11 140 1 0 140 140 1292 140 2324 1152 0 1152 0 1 256
32 15 "gug" 14 "a" 1 12 208 1 0 336 336 2328 336 2660 1992 0 1992 0 3 328
32 15 "gug" 14 "a" 1 13 0 0 136 136 136 136 8480 11140 0 0 0 1 1 136
32 15 "gug" 14 "a" 1 14 236 1 0 236 444 444 13872 25012 208 208 0 3 3 44
32 15 "gug" 14 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 25 "gug" 4 "c" 1 1 0 0 0 176 176 1696 176 176 1520 0 1520 0 0 468
32 25 "gug" 4 "c" 1 2 0 0 0 176 176 576 176 352 400 0 400 0 1 152
32 25 "gug" 4 "c" 1 3 116 1 0 116 408 3288 584 936 3172 292 2880 1 4 204
32 25 "gug" 4 "c" 1 4 0 0 0 152 152 1544 256 1192 1392 0 1392 1 5 136
32 25 "gug" 4 "c" 1 5 148 1 0 148 524 1892 780 1972 1744 376 1368 1 6 336
32 25 "gug" 4 "c" 1 9 0 0 0 176 176 1012 176 2148 836 0 836 0 2 208
32 25 "gug" 4 "c" 1 10 268 1 0 620 620 1696 620 2768 1076 0 1076 0 3 288
32 25 "gug" 4 "c" 1 11 0 0 264 264 264 264 1072 3840 0 0 0 1 1 264
32 25 "gug" 4 "c" 1 12 212 1 0 304 528 528 10512 14352 224 224 0 2 2 224
32 25 "gug" 4 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 25 "gug" 4 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 25 "gug" 4 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 28 "gug" 5 "d" 1 1 152 1 0 348 348 1640 348 348 1292 0 1292 0 0 200
32 28 "gug" 5 "d" 1 2 196 1 0 196 196 1108 196 544 912 0 912 0 1 212
32 28 "gug" 5 "d" 1 3 280 1 0 280 280 1504 280 824 1224 0 1224 0 2 540
32 28 "gug" 5 "d" 1 4 0 0 0 148 412 532 760 1584 384 264 120 1 2 120
32 28 "gug" 5 "d" 1 5 140 1 0 140 272 1740 1032 2616 1600 132 1468 1 3 248
32 28 "gug" 5 "d" 1 9 392 1 0 392 392 1884 616 3232 1492 0 1492 1 2 760
32 28 "gug" 5 "d" 1 10 232 1 0 232 232 1116 232 3464 884 0 884 0 1 232
32 28 "gug" 5 "d" 1 11 0 0 220 220 220 220 220 3684 0 0 0 0 0 220
32 28 "gug" 5 "d" 1 12 120 1 0 120 120 864 120 3804 744 0 744 0 4 228
32 28 "gug" 5 "d" 1 13 164 1 164 164 164 164 7948 11752 0 0 0 1 1 164
32 28 "gug" 5 "d" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 28 "gug" 5 "d" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
32 32 "gug" 2 "a" 1 1 0 0 0 196 196 376 196 196 180 0 180 0 0 180
32 32 "gug" 2 "a" 1 2 132 1 0 132 132 648 328 524 516 0 516 1 1 232
32 32 "gug" 2 "a" 1 3 260 1 0 260 364 1484 648 1172 1224 104 1120 1 1 148
32 32 "gug" 2 "a" 1 4 0 0 0 364 364 1204 524 1696 840 0 840 1 2 244
32 32 "gug" 2 "a" 1 5 152 1 0 460 460 1324 460 2156 864 0 864 0 0 464
32 32 "gug" 2 "a" 1 9 196 1 0 456 456 1164 456 2612 708 0 708 0 2 324
32 32 "gug" 2 "a" 1 10 316 1 0 316 316 916 316 2928 600 0 600 0 2 156
32 32 "gug" 2 "a" 1 11 256 1 0 340 536 1356 812 3740 1016 196 820 1 2 160
32 32 "gug" 2 "a" 1 12 0 0 232 232 232 232 232 3972 0 0 0 0 0 232
32 32 "gug" 2 "a" 1 13 448 1 0 448 972 972 6656 10628 524 524 0 3 3 412
32 32 "gug" 2 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
