"subject" "trial" "experiment" "item" "condition" "accuracy" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "FPRC" "TRC" "LPRT"
9 17 "gug" 4 "d" 0 1 220 1 0 220 220 1972 220 220 1752 0 1752 0 0 312
9 17 "gug" 4 "d" 0 2 228 1 0 228 452 1140 720 940 912 224 688 1 1 272
9 17 "gug" 4 "d" 0 3 156 1 0 412 908 2960 1056 1996 2548 496 2052 1 4 332
9 17 "gug" 4 "d" 0 4 204 1 0 204 372 1464 1264 3260 1260 168 1092 1 4 228
9 17 "gug" 4 "d" 0 5 216 1 0 428 428 2124 428 3688 1696 0 1696 0 2 384
9 17 "gug" 4 "d" 0 9 232 1 0 232 232 1352 232 3920 1120 0 1120 0 2 124
9 17 "gug" 4 "d" 0 10 232 1 0 232 232 1220 232 4152 988 0 988 0 3 212
9 17 "gug" 4 "d" 0 11 0 0 0 216 216 584 216 4368 368 0 368 0 1 164
9 17 "gug" 4 "d" 0 12 152 1 0 152 1708 1708 10372 14740 1556 1556 0 5 5 516
9 17 "gug" 4 "d" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 17 "gug" 4 "d" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 17 "gug" 4 "d" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 23 "gug" 2 "b" 0 1 228 1 0 352 352 1132 352 352 780 0 780 0 0 264
9 23 "gug" 2 "b" 0 2 128 1 0 128 128 1008 128 480 880 0 880 0 0 192
9 23 "gug" 2 "b" 0 3 244 1 0 244 380 1056 596 1076 812 136 676 1 2 220
9 23 "gug" 2 "b" 0 4 140 1 0 304 304 672 304 1380 368 0 368 0 0 204
9 23 "gug" 2 "b" 0 5 140 1 0 140 140 672 304 1684 532 0 532 1 1 248
9 23 "gug" 2 "b" 0 9 184 1 0 184 184 448 184 1868 264 0 264 0 0 264
9 23 "gug" 2 "b" 0 10 252 1 0 252 252 1252 252 2120 1000 0 1000 0 1 136
9 23 "gug" 2 "b" 0 11 248 1 0 248 248 2288 248 2368 2040 0 2040 0 3 512
9 23 "gug" 2 "b" 0 12 0 0 0 172 172 916 172 2540 744 0 744 0 2 496
9 23 "gug" 2 "b" 0 13 200 1 0 200 1700 1700 8776 11316 1500 1500 0 4 4 320
9 23 "gug" 2 "b" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 23 "gug" 2 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 27 "gug" 14 "b" 1 1 200 1 0 200 200 1268 200 200 1068 0 1068 0 0 152
9 27 "gug" 14 "b" 1 2 168 1 0 168 516 1700 616 816 1532 348 1184 1 4 156
9 27 "gug" 14 "b" 1 3 168 1 0 328 328 1844 328 1144 1516 0 1516 0 3 224
9 27 "gug" 14 "b" 1 4 184 1 0 184 572 1104 2580 3724 920 388 532 2 4 160
9 27 "gug" 14 "b" 1 5 320 1 0 320 320 872 320 4044 552 0 552 0 0 188
9 27 "gug" 14 "b" 1 9 328 1 0 328 328 1596 328 4372 1268 0 1268 0 1 600
9 27 "gug" 14 "b" 1 10 0 0 216 216 216 216 216 4588 0 0 0 0 0 216
9 27 "gug" 14 "b" 1 11 168 1 0 168 168 1400 384 4972 1232 0 1232 1 2 164
9 27 "gug" 14 "b" 1 12 184 1 0 372 616 1248 3904 8876 876 244 632 1 2 292
9 27 "gug" 14 "b" 1 13 256 1 0 256 512 512 1620 10496 256 256 0 1 1 256
9 27 "gug" 14 "b" 1 14 392 1 392 392 392 392 1872 12368 0 0 0 1 1 392
9 27 "gug" 14 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 30 "gug" 13 "a" 1 1 0 0 0 260 260 656 260 260 396 0 396 0 0 256
9 30 "gug" 13 "a" 1 2 0 0 0 172 172 732 312 572 560 0 560 1 1 200
9 30 "gug" 13 "a" 1 3 200 1 0 200 952 1248 1524 2096 1048 752 296 1 2 144
9 30 "gug" 13 "a" 1 4 540 1 0 540 540 1092 540 2636 552 0 552 0 0 364
9 30 "gug" 13 "a" 1 5 280 1 0 436 436 1304 436 3072 868 0 868 0 1 288
9 30 "gug" 13 "a" 1 9 240 1 0 240 240 1348 240 3312 1108 0 1108 0 2 264
9 30 "gug" 13 "a" 1 10 252 1 0 252 844 844 4484 7796 592 592 0 2 2 352
9 30 "gug" 13 "a" 1 11 480 1 480 480 480 480 480 8276 0 0 0 0 0 480
9 30 "gug" 13 "a" 1 12 0 0 360 360 360 360 360 8636 0 0 0 0 0 360
9 30 "gug" 13 "a" 1 13 172 1 172 172 172 172 532 9168 0 0 0 1 1 172
9 30 "gug" 13 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 30 "gug" 13 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 36 "gug" 15 "c" 1 1 128 1 0 328 328 1740 328 328 1412 0 1412 0 0 240
9 36 "gug" 15 "c" 1 2 156 1 0 156 312 464 840 1168 308 156 152 2 3 152
9 36 "gug" 15 "c" 1 3 180 1 0 180 180 664 180 1348 484 0 484 0 1 124
9 36 "gug" 15 "c" 1 4 256 1 0 256 256 888 256 1604 632 0 632 0 1 160
9 36 "gug" 15 "c" 1 5 128 1 0 128 652 816 1432 3036 688 524 164 1 2 164
9 36 "gug" 15 "c" 1 9 232 1 0 232 232 504 232 3268 272 0 272 0 0 272
9 36 "gug" 15 "c" 1 10 200 1 0 376 376 724 376 3644 348 0 348 0 1 136
9 36 "gug" 15 "c" 1 11 172 1 0 368 368 368 368 4012 0 0 0 0 0 368
9 36 "gug" 15 "c" 1 12 228 1 0 228 432 432 2588 6600 204 204 0 2 2 204
9 36 "gug" 15 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 36 "gug" 15 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 36 "gug" 15 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 40 "gug" 8 "d" 0 1 296 1 0 544 544 892 544 544 348 0 348 0 0 252
9 40 "gug" 8 "d" 0 2 0 0 0 168 168 540 264 808 372 0 372 1 1 188
9 40 "gug" 8 "d" 0 3 128 1 0 128 340 544 604 1412 416 212 204 1 2 204
9 40 "gug" 8 "d" 0 4 0 0 328 328 328 328 328 1740 0 0 0 0 0 328
9 40 "gug" 8 "d" 0 5 0 0 180 180 180 180 180 1920 0 0 0 0 0 180
9 40 "gug" 8 "d" 0 9 216 1 0 460 460 636 460 2380 176 0 176 0 0 176
9 40 "gug" 8 "d" 0 10 184 1 0 184 184 676 184 2564 492 0 492 0 0 132
9 40 "gug" 8 "d" 0 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 40 "gug" 8 "d" 0 12 196 1 0 600 1356 1356 3360 5924 756 756 0 4 4 164
9 40 "gug" 8 "d" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 40 "gug" 8 "d" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 40 "gug" 8 "d" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 46 "gug" 7 "c" 1 1 236 1 0 388 388 572 388 388 184 0 184 0 0 184
9 46 "gug" 7 "c" 1 2 268 1 0 268 268 828 268 656 560 0 560 0 0 324
9 46 "gug" 7 "c" 1 3 176 1 0 596 1880 2636 2300 2956 2040 1284 756 2 2 376
9 46 "gug" 7 "c" 1 4 520 1 0 520 676 916 1380 4336 396 156 240 1 1 240
9 46 "gug" 7 "c" 1 5 144 1 0 144 144 1140 144 4480 996 0 996 0 1 384
9 46 "gug" 7 "c" 1 9 284 1 0 284 284 640 284 4764 356 0 356 0 0 356
9 46 "gug" 7 "c" 1 10 164 1 0 164 164 420 164 4928 256 0 256 0 1 256
9 46 "gug" 7 "c" 1 11 0 0 0 172 512 512 2736 7664 340 340 0 2 2 164
9 46 "gug" 7 "c" 1 12 156 1 0 156 352 352 3088 10752 196 196 0 1 1 196
9 46 "gug" 7 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 46 "gug" 7 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 46 "gug" 7 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 54 "gug" 10 "b" 1 1 340 1 0 688 688 872 688 688 184 0 184 0 0 184
9 54 "gug" 10 "b" 1 2 172 1 0 328 328 776 328 1016 448 0 448 0 1 164
9 54 "gug" 10 "b" 1 3 188 1 0 188 288 548 572 1588 360 100 260 1 1 260
9 54 "gug" 10 "b" 1 4 208 1 0 208 208 572 208 1796 364 0 364 0 0 200
9 54 "gug" 10 "b" 1 5 192 1 0 412 412 600 576 2372 188 0 188 1 2 188
9 54 "gug" 10 "b" 1 9 280 1 0 280 280 696 280 2652 416 0 416 0 0 416
9 54 "gug" 10 "b" 1 10 0 0 272 272 272 272 272 2924 0 0 0 0 0 272
9 54 "gug" 10 "b" 1 11 160 1 0 160 160 776 432 3356 616 0 616 1 2 268
9 54 "gug" 10 "b" 1 12 164 1 0 352 352 912 352 3708 560 0 560 0 1 208
9 54 "gug" 10 "b" 1 13 0 0 164 164 164 164 2276 5984 0 0 0 1 1 164
9 54 "gug" 10 "b" 1 14 168 1 0 168 400 400 3152 9136 232 232 0 2 2 232
9 54 "gug" 10 "b" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 58 "gug" 5 "a" 0 1 216 1 0 840 840 1752 840 840 912 0 912 0 0 240
9 58 "gug" 5 "a" 0 2 0 0 0 148 148 448 148 988 300 0 300 0 1 112
9 58 "gug" 5 "a" 0 3 216 1 0 216 216 836 364 1352 620 0 620 1 1 144
9 58 "gug" 5 "a" 0 4 156 1 0 352 352 1212 352 1704 860 0 860 0 1 176
9 58 "gug" 5 "a" 0 5 128 1 0 128 300 780 1736 3440 652 172 480 1 2 140
9 58 "gug" 5 "a" 0 9 352 1 0 352 352 608 352 3792 256 0 256 0 0 256
9 58 "gug" 5 "a" 0 10 184 1 0 184 184 1448 184 3976 1264 0 1264 0 1 212
9 58 "gug" 5 "a" 0 11 200 1 0 200 200 1768 200 4176 1568 0 1568 0 2 264
9 58 "gug" 5 "a" 0 12 0 0 0 164 164 340 164 4340 176 0 176 0 0 176
9 58 "gug" 5 "a" 0 13 0 0 0 352 352 884 352 4692 532 0 532 0 2 232
9 58 "gug" 5 "a" 0 14 160 1 0 160 1108 1108 7156 11848 948 948 0 5 5 180
9 58 "gug" 5 "a" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 62 "gug" 3 "c" 1 1 0 0 100 100 100 100 100 100 0 0 0 0 0 100
9 62 "gug" 3 "c" 1 2 0 0 0 276 276 560 276 376 284 0 284 0 0 284
9 62 "gug" 3 "c" 1 3 0 0 0 452 452 1492 452 828 1040 0 1040 0 0 268
9 62 "gug" 3 "c" 1 4 0 0 284 284 284 284 568 1396 0 0 0 1 1 284
9 62 "gug" 3 "c" 1 5 0 0 184 184 184 184 184 1580 0 0 0 0 0 184
9 62 "gug" 3 "c" 1 9 0 0 0 212 212 828 212 1792 616 0 616 0 1 616
9 62 "gug" 3 "c" 1 10 0 0 0 440 440 1144 440 2232 704 0 704 0 0 388
9 62 "gug" 3 "c" 1 11 140 1 0 140 140 1652 140 2372 1512 0 1512 0 4 484
9 62 "gug" 3 "c" 1 12 140 1 0 140 140 1156 140 2512 1016 0 1016 0 3 240
9 62 "gug" 3 "c" 1 13 176 1 0 176 904 904 8024 10536 728 728 0 3 3 240
9 62 "gug" 3 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 62 "gug" 3 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 64 "gug" 11 "c" 0 1 260 1 0 260 260 1568 260 260 1308 0 1308 0 0 532
9 64 "gug" 11 "c" 0 2 0 0 0 156 156 324 156 416 168 0 168 0 1 168
9 64 "gug" 11 "c" 0 3 176 1 0 176 760 2472 872 1288 2296 584 1712 1 4 168
9 64 "gug" 11 "c" 0 4 248 1 0 248 248 1188 248 1536 940 0 940 0 1 284
9 64 "gug" 11 "c" 0 5 244 1 0 244 244 1052 244 1780 808 0 808 0 1 200
9 64 "gug" 11 "c" 0 9 344 1 0 344 344 832 344 2124 488 0 488 0 1 248
9 64 "gug" 11 "c" 0 10 224 1 0 224 224 680 224 2348 456 0 456 0 0 184
9 64 "gug" 11 "c" 0 11 132 1 0 132 132 640 404 2752 508 0 508 1 1 236
9 64 "gug" 11 "c" 0 12 0 0 0 232 232 392 232 2984 160 0 160 0 0 160
9 64 "gug" 11 "c" 0 13 192 1 0 192 1936 1936 8488 11472 1744 1744 0 3 3 140
9 64 "gug" 11 "c" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 64 "gug" 11 "c" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 68 "gug" 9 "a" 1 1 228 1 0 228 228 688 228 228 460 0 460 0 0 296
9 68 "gug" 9 "a" 1 2 164 1 0 412 412 772 412 640 360 0 360 0 1 200
9 68 "gug" 9 "a" 1 3 164 1 0 164 356 688 680 1320 524 192 332 1 2 332
9 68 "gug" 9 "a" 1 4 152 1 0 152 152 416 152 1472 264 0 264 0 0 264
9 68 "gug" 9 "a" 1 5 260 1 0 472 472 1092 472 1944 620 0 620 0 0 408
9 68 "gug" 9 "a" 1 9 88 1 0 140 140 1304 140 2084 1164 0 1164 0 2 52
9 68 "gug" 9 "a" 1 10 56 1 0 56 56 684 56 2140 628 0 628 0 2 128
9 68 "gug" 9 "a" 1 11 176 1 0 576 1004 1484 2260 4400 908 428 480 1 2 140
9 68 "gug" 9 "a" 1 12 0 0 0 400 400 488 400 4800 88 0 88 0 1 88
9 68 "gug" 9 "a" 1 13 168 1 0 168 1096 1096 4312 9112 928 928 0 4 4 236
9 68 "gug" 9 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 68 "gug" 9 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 70 "gug" 6 "b" 0 1 196 1 0 428 428 1408 428 428 980 0 980 0 0 144
9 70 "gug" 6 "b" 0 2 132 1 0 132 132 1268 296 724 1136 0 1136 1 1 276
9 70 "gug" 6 "b" 0 3 152 1 0 152 348 1092 844 1568 940 196 744 2 5 352
9 70 "gug" 6 "b" 0 4 136 1 0 276 276 648 276 1844 372 0 372 0 0 152
9 70 "gug" 6 "b" 0 5 260 1 0 432 432 1024 432 2276 592 0 592 0 0 268
9 70 "gug" 6 "b" 0 9 216 1 0 216 216 612 216 2492 396 0 396 0 0 196
9 70 "gug" 6 "b" 0 10 340 1 0 340 340 836 340 2832 496 0 496 0 0 184
9 70 "gug" 6 "b" 0 11 228 1 0 228 228 1052 228 3060 824 0 824 0 1 380
9 70 "gug" 6 "b" 0 12 192 1 0 192 192 1492 192 3252 1300 0 1300 0 0 320
9 70 "gug" 6 "b" 0 13 0 0 0 232 232 584 552 3804 352 0 352 1 2 136
9 70 "gug" 6 "b" 0 14 252 1 0 252 972 972 7736 11540 720 720 0 4 4 232
9 70 "gug" 6 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 72 "gug" 1 "a" 0 1 220 1 0 492 492 1572 492 492 1080 0 1080 0 0 344
9 72 "gug" 1 "a" 0 2 0 0 0 188 188 356 188 680 168 0 168 0 0 168
9 72 "gug" 1 "a" 0 3 268 1 0 440 440 2568 672 1352 2128 0 2128 1 2 308
9 72 "gug" 1 "a" 0 4 192 1 0 344 604 1448 812 2164 1104 260 844 1 2 368
9 72 "gug" 1 "a" 0 5 148 1 0 148 344 1448 672 2836 1300 196 1104 1 3 280
9 72 "gug" 1 "a" 0 9 92 1 0 316 316 3296 316 3152 2980 0 2980 0 2 264
9 72 "gug" 1 "a" 0 10 0 0 0 280 280 2180 280 3432 1900 0 1900 0 4 392
9 72 "gug" 1 "a" 0 11 356 1 0 560 560 3604 560 3992 3044 0 3044 0 3 200
9 72 "gug" 1 "a" 0 12 0 0 0 240 240 568 240 4232 328 0 328 0 1 164
9 72 "gug" 1 "a" 0 13 180 1 0 772 2188 2188 15704 19936 1416 1416 0 5 5 240
9 72 "gug" 1 "a" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
9 72 "gug" 1 "a" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 10 "gug" 7 "d" 0 1 220 1 0 380 380 1012 380 380 632 0 632 0 0 500
10 10 "gug" 7 "d" 0 2 116 1 0 116 116 516 248 628 400 0 400 1 1 400
10 10 "gug" 7 "d" 0 3 240 1 0 240 240 868 240 868 628 0 628 0 1 436
10 10 "gug" 7 "d" 0 4 304 1 0 304 568 568 1160 2028 264 264 0 1 1 264
10 10 "gug" 7 "d" 0 5 208 1 0 408 408 408 408 2436 0 0 0 0 0 408
10 10 "gug" 7 "d" 0 9 184 1 184 184 184 184 184 2620 0 0 0 0 0 184
10 10 "gug" 7 "d" 0 10 132 1 0 132 132 300 132 2752 168 0 168 0 1 168
10 10 "gug" 7 "d" 0 11 436 1 436 436 436 436 1540 4292 0 0 0 1 1 436
10 10 "gug" 7 "d" 0 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 10 "gug" 7 "d" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 10 "gug" 7 "d" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 10 "gug" 7 "d" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 15 "gug" 14 "c" 1 1 200 1 0 396 396 396 396 396 0 0 0 0 0 396
10 15 "gug" 14 "c" 1 2 372 1 0 536 536 536 536 932 0 0 0 0 0 536
10 15 "gug" 14 "c" 1 3 176 1 176 176 176 176 176 1108 0 0 0 0 0 176
10 15 "gug" 14 "c" 1 4 120 1 0 668 668 668 668 1776 0 0 0 0 0 668
10 15 "gug" 14 "c" 1 5 216 1 216 216 216 216 216 1992 0 0 0 0 0 216
10 15 "gug" 14 "c" 1 9 284 1 284 284 284 284 284 2276 0 0 0 0 0 284
10 15 "gug" 14 "c" 1 10 0 0 168 168 168 168 168 2444 0 0 0 0 0 168
10 15 "gug" 14 "c" 1 11 140 1 0 140 564 564 732 3176 424 424 0 1 1 424
10 15 "gug" 14 "c" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 15 "gug" 14 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 15 "gug" 14 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 15 "gug" 14 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 22 "gug" 3 "d" 0 1 156 1 0 156 156 480 156 156 324 0 324 0 0 324
10 22 "gug" 3 "d" 0 2 304 1 0 304 532 840 856 1012 536 228 308 1 1 308
10 22 "gug" 3 "d" 0 3 196 1 0 196 196 440 196 1208 244 0 244 0 0 244
10 22 "gug" 3 "d" 0 4 272 1 0 624 624 796 624 1832 172 0 172 0 0 172
10 22 "gug" 3 "d" 0 5 264 1 264 264 264 264 264 2096 0 0 0 0 0 264
10 22 "gug" 3 "d" 0 9 200 1 0 200 200 412 200 2296 212 0 212 0 0 212
10 22 "gug" 3 "d" 0 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 22 "gug" 3 "d" 0 11 328 1 328 328 328 328 328 2624 0 0 0 0 0 328
10 22 "gug" 3 "d" 0 12 0 0 244 244 244 244 244 2868 0 0 0 0 0 244
10 22 "gug" 3 "d" 0 13 292 1 0 432 432 432 1612 4480 0 0 0 1 1 432
10 22 "gug" 3 "d" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 22 "gug" 3 "d" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 25 "gug" 15 "d" 0 1 232 1 0 232 232 508 232 232 276 0 276 0 0 276
10 25 "gug" 15 "d" 0 2 172 1 0 172 172 400 172 404 228 0 228 0 0 228
10 25 "gug" 15 "d" 0 3 172 1 0 172 584 872 1088 1492 700 412 288 1 1 288
10 25 "gug" 15 "d" 0 4 284 1 0 284 284 508 284 1776 224 0 224 0 0 224
10 25 "gug" 15 "d" 0 5 216 1 0 216 216 776 216 1992 560 0 560 0 0 332
10 25 "gug" 15 "d" 0 9 320 1 0 320 320 484 320 2312 164 0 164 0 1 164
10 25 "gug" 15 "d" 0 10 352 1 352 352 352 352 352 2664 0 0 0 0 0 352
10 25 "gug" 15 "d" 0 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 25 "gug" 15 "d" 0 12 152 1 0 284 284 284 1520 4184 0 0 0 1 1 284
10 25 "gug" 15 "d" 0 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 25 "gug" 15 "d" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 25 "gug" 15 "d" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 34 "gug" 10 "c" 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 34 "gug" 10 "c" 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 34 "gug" 10 "c" 1 3 252 1 0 604 604 1116 604 604 512 0 512 0 0 512
10 34 "gug" 10 "c" 1 4 156 1 0 576 1016 1016 1528 2132 440 440 0 1 1 440
10 34 "gug" 10 "c" 1 5 312 1 312 312 312 312 312 2444 0 0 0 0 0 312
10 34 "gug" 10 "c" 1 9 84 1 0 304 304 616 304 2748 312 0 312 0 0 312
10 34 "gug" 10 "c" 1 10 0 0 0 124 124 348 436 3184 224 0 224 1 1 224
10 34 "gug" 10 "c" 1 11 184 1 0 184 472 472 1132 4316 288 288 0 2 2 288
10 34 "gug" 10 "c" 1 12 200 1 200 200 200 200 200 4516 0 0 0 0 0 200
10 34 "gug" 10 "c" 1 13 188 1 0 564 564 564 564 5080 0 0 0 0 0 564
10 34 "gug" 10 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 34 "gug" 10 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 3 216 1 216 216 216 216 216 216 0 0 0 0 0 216
10 39 "gug" 13 "b" 0 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 5 188 1 188 188 188 188 188 404 0 0 0 0 0 188
10 39 "gug" 13 "b" 0 9 260 1 260 260 260 260 260 664 0 0 0 0 0 260
10 39 "gug" 13 "b" 0 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 11 352 1 0 508 508 508 508 1172 0 0 0 0 0 508
10 39 "gug" 13 "b" 0 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 13 244 1 0 384 384 384 384 1556 0 0 0 0 0 384
10 39 "gug" 13 "b" 0 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 39 "gug" 13 "b" 0 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 42 "gug" 12 "a" 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 42 "gug" 12 "a" 1 2 256 1 256 256 256 256 256 256 0 0 0 0 0 256
10 42 "gug" 12 "a" 1 3 376 1 0 464 464 592 464 720 128 0 128 0 0 128
10 42 "gug" 12 "a" 1 4 360 1 360 360 360 360 488 1208 0 0 0 1 1 360
10 42 "gug" 12 "a" 1 5 144 1 0 276 276 276 276 1484 0 0 0 0 0 276
10 42 "gug" 12 "a" 1 9 264 1 264 264 264 264 264 1748 0 0 0 0 0 264
10 42 "gug" 12 "a" 1 10 320 1 0 320 320 988 320 2068 668 0 668 0 0 668
10 42 "gug" 12 "a" 1 11 480 1 0 480 828 828 1496 3564 348 348 0 1 1 348
10 42 "gug" 12 "a" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 42 "gug" 12 "a" 1 13 192 1 0 472 472 472 472 4036 0 0 0 0 0 472
10 42 "gug" 12 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 42 "gug" 12 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 46 "gug" 2 "c" 1 1 204 1 0 204 204 552 204 204 348 0 348 0 0 348
10 46 "gug" 2 "c" 1 2 276 1 0 276 276 428 276 480 152 0 152 0 0 152
10 46 "gug" 2 "c" 1 3 160 1 160 160 160 160 312 792 0 0 0 1 1 160
10 46 "gug" 2 "c" 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 46 "gug" 2 "c" 1 5 224 1 224 224 224 224 224 1016 0 0 0 0 0 224
10 46 "gug" 2 "c" 1 9 196 1 196 196 196 196 196 1212 0 0 0 0 0 196
10 46 "gug" 2 "c" 1 10 216 1 216 216 216 216 216 1428 0 0 0 0 0 216
10 46 "gug" 2 "c" 1 11 196 1 196 196 196 196 196 1624 0 0 0 0 0 196
10 46 "gug" 2 "c" 1 12 392 1 392 392 392 392 740 2364 0 0 0 1 1 392
10 46 "gug" 2 "c" 1 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 46 "gug" 2 "c" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 46 "gug" 2 "c" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 52 "gug" 8 "a" 1 1 136 1 0 296 296 296 296 296 0 0 0 0 0 296
10 52 "gug" 8 "a" 1 2 240 1 0 240 240 636 240 536 396 0 396 0 0 396
10 52 "gug" 8 "a" 1 3 264 1 0 444 444 444 444 980 0 0 0 0 0 444
10 52 "gug" 8 "a" 1 4 464 1 464 464 464 464 464 1444 0 0 0 0 0 464
10 52 "gug" 8 "a" 1 5 280 1 280 280 280 280 280 1724 0 0 0 0 0 280
10 52 "gug" 8 "a" 1 9 92 1 0 296 296 296 296 2020 0 0 0 0 0 296
10 52 "gug" 8 "a" 1 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 52 "gug" 8 "a" 1 11 296 1 0 568 568 568 568 2588 0 0 0 0 0 568
10 52 "gug" 8 "a" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 52 "gug" 8 "a" 1 13 280 1 0 336 336 336 732 3320 0 0 0 1 1 336
10 52 "gug" 8 "a" 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 52 "gug" 8 "a" 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 54 "gug" 6 "c" 1 1 288 1 0 400 400 400 400 400 0 0 0 0 0 400
10 54 "gug" 6 "c" 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 54 "gug" 6 "c" 1 3 0 0 324 324 324 324 324 724 0 0 0 0 0 324
10 54 "gug" 6 "c" 1 4 136 1 0 256 524 524 848 1572 268 268 0 1 1 268
10 54 "gug" 6 "c" 1 5 280 1 280 280 280 280 280 1852 0 0 0 0 0 280
10 54 "gug" 6 "c" 1 9 212 1 212 212 212 212 212 2064 0 0 0 0 0 212
10 54 "gug" 6 "c" 1 10 220 1 220 220 220 220 220 2284 0 0 0 0 0 220
10 54 "gug" 6 "c" 1 11 296 1 296 296 296 296 296 2580 0 0 0 0 0 296
10 54 "gug" 6 "c" 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
10 54 "gug" 6 "c" 1 13 220 1 0 468 468 468 468 3048 0 0 0 0 0 468
