utt	subject	gender	StartTime	EndTime	Item	WorldBet	TargetConsonant	TargetVowel	Burst	VOT	VowelEnd	Notes	msVOT	msVowel	logVOT	logVowel
s9gt04fw_marw212	s9gt04fw	f	16.1763826141287	17.1209896010283	knle4	kun4.le	k	u	16.4304097014731	16.498514739229	16.6320216291645	MB @ 16.4304	68.1050377559487	201.61192769141	4.22105118627766	5.30634469958299
s9gt04fw_marw212	s9gt04fw	f	54.2214904936685	55.2745311628014	gnzi5	gun4.zi	g	u	54.4042531223813	54.4407454648526	54.5929229024943	NA	36.4923424712913	188.66978011301	3.59710244327124	5.23999829176469
s9gt04fw_marw212	s9gt04fw	f	65.9544350484041	66.9322585268847	gaol4	gao1.lou2	g	a	66.1485380591976	66.1718934240363	66.3614027680038	MB @ 66.1485	23.3553648387073	212.86470880618	3.15082671527103	5.36065679397951
s9gt04fw_marw212	s9gt04fw	f	77.6900450451488	78.624756263471	tudo4	tu3.dou4	t	u	77.8246458274849	77.9113265306122	78.0529843789368	NA	86.6807031273424	228.33855145187	4.46223128839509	5.43082940240687
s9gt04fw_marw212	s9gt04fw	f	85.1215053987861	86.0774600538883	ditu5	di4.tu2	d	i	85.2847268640803	85.2975566893424	85.468522297808	MB @ 85.2847	12.8298252620596	183.795433727667	2.55177255905386	5.21382336591149
s9gt04fw_marw212	s9gt04fw	f	94.3586579332322	95.3216937339278	daxn4	da4.xiang4	d	a	94.5270470727996	94.5423639455782	94.7525754404326	NA	15.316872778584	225.528367632947	2.72895501675147	5.41844594984646
s9gt04fw_marw212	s9gt04fw	f	99.0607333081706	100.05209369124	tizi3	ti1.zi	t	i	99.2406957873259	99.3245140913508	99.512735260771	NA	83.8183040249305	272.039473445076	4.42865140875525	5.60594717872652
s9gt04fw_marw212	s9gt04fw	f	106.279003532014	107.227877036536	kahe3	ka3.che1	k	a	106.402608617098	106.461003401361	106.627345406631	MB @ 106.4026	58.3947842625747	224.736789533139	4.0672265752734	5.41492989312872
s9gt05fw_marw221	s9gt05fw	f	38.3229530081808	39.2103110867834	duzi5	du4.zi	d	u	38.5920142112249	38.6059920634921	38.7732426303855	NA	13.9778522671534	181.228419160576	2.63747409604454	5.19975821994551
s9gt05fw_marw221	s9gt05fw	f	54.4196231973254	55.3785424112992	tnzi5	ting2.zi	t	i	54.7403518802578	54.8271541950113	54.9071072238419	MB @ 54.7404	86.8023147535837	166.755343584164	4.46363328897874	5.11652772976453
s9gt05fw_marw221	s9gt05fw	f	67.9277781916264	68.9439463138972	knle4	kun4.le	k	u	68.2564184682609	68.3601700680272	68.4549957215591	MB @ 68.2564	103.751599766269	198.577253298126	4.64199957842585	5.29117820979524
s9gt05fw_marw221	s9gt05fw	f	87.6999068232516	88.7590116267451	dnga3	dan4.gao1	d	a	88.0948601710859	88.1080498866213	88.2230612244898	NA	13.1897155354181	128.201053403913	2.57943739981115	4.85359976133201
s9gt05fw_marw221	s9gt05fw	f	90.4192299673564	91.4640225437756	gnzi5	gun4.zi	g	u	90.8422675863895	90.8688548752834	90.976982867221	NA	26.5872888939498	134.715280831472	3.28043324044593	4.90316352042287
s9gt05fw_marw221	s9gt05fw	f	98.7636513485404	99.7368827895884	gnbi3	gang1.bi3	g	a	99.0578779008515	99.0774206349206	99.1964107547781	MB @ 99.0579	19.5427340691197	138.532853926577	2.97260355848054	4.93110750996323
s9gt05fw_marw221	s9gt05fw	f	101.549360932853	102.622777963421	tazi5	tao1.zi	t	a	101.924250379967	101.989421768707	102.224546485261	NA	65.1713887403531	300.29610529364	4.1770205496209	5.70476900552003
s9gt05fw_marw221	s9gt05fw	f	110.655084292057	111.630449692411	ditu5	di4.tu2	d	i	110.968649503176	110.98526984127	111.108189720333	NA	16.6203380935599	139.540217156281	2.81062713179319	4.9383528547395
s9gt05fw_marw221	s9gt05fw	f	113.427355652456	114.418452752816	knbn5	kan4.bing4	k	a	113.74060145262	113.82455364602	113.90680533752	NA	83.9521933996821	166.203884899502	4.43024751063527	5.11321525699475
s9gt05fw_marw221	s9gt05fw	f	124.93093673939	125.984960639774	tudo4	tu3.dou4	t	u	125.283395933586	125.383140589569	125.525667674477	NA	99.7446559835424	242.271740891582	4.602613480235	5.49005999242646
s9gt05fw_marw222	s9gt05fw	f	18.0530731758175	19.0263046168655	guto4	gu3.tou	g	u	18.4307685578321	18.4624886621315	18.6516666666667	MB @ 18.4308	31.7201042993709	220.898108834518	3.45695068488769	5.39770154920571
s9gt05fw_marw222	s9gt05fw	f	20.6292740491799	21.5738810360795	tnka4	tang2.kuai4	t	a	20.9230191803621	20.9938959750567	21.0844829931973	MB @ 20.9230	70.8767946945841	161.463812835176	4.26094308369676	5.08428104842344
s9gt05fw_marw222	s9gt05fw	f	36.8937201148516	37.8168587611398	daxn4	da4.xiang4	d	a	37.1178716533963	37.1494973544974	37.3426800976801	NA	31.6257011010634	224.808444283802	3.45397011600554	5.41524868085409
s9gt05fw_marw222	s9gt05fw	f	55.9391104525067	56.869405212332	dnzi4	ding1.zi	d	i	56.1574167865499	56.1693673469388	56.2928480725624	NA	11.9505603888399	135.431286012427	2.4807781717416	4.90846439739438
s9gt05fw_marw222	s9gt05fw	f	58.3175193560753	59.1905652076037	dnhe3	dun1.zhe	d	u	58.5378746448447	58.5509682539683	58.664985260771	NA	13.0936091235299	127.110615926249	2.57212425800237	4.84505769891083
s9gt05fw_marw222	s9gt05fw	f	71.3565476642209	72.2796863105091	kuzi3	ku4.zi	k	u	71.6201001139821	71.7240136054422	71.9040661719233	MB @ 71.6201	103.91349146002	283.966057941171	4.64355874010864	5.64885471672715
s9gt05fw_marw222	s9gt05fw	f	89.8088729494657	90.7677921634395	tizi3	ti1.zi	t	i	89.9795379495348	90.0633576287658	90.2479614512472	NA	83.819679230956	268.42350171232	4.42866781561005	5.59256596353064
s9gt05fw_marw222	s9gt05fw	f	100.350417792165	101.423834822732	tuzi3	tu4.zi	t	u	100.685207557827	100.760351473923	100.938509070295	NA	75.1439160955414	253.301512467417	4.31940515610931	5.53458052804159
s9gt05fw_marw222	s9gt05fw	f	113.780445206289	114.782301101485	gaol4	gao1.lou2	g	a	114.07561885381	114.107462585034	114.289585537919	MB @ 114.0756	31.8437312238018	213.966684108655	3.46084054078755	5.36582032116694
s9gt05fw_marw222	s9gt05fw	f	119.143256340941	120.130800009064	kahe3	ka3.che1	k	a	119.419368302445	119.491722325294	119.625793650794	MB @ 119.4194	72.3540228487849	206.425348348688	4.28157105414105	5.32993883783356
s9gt06fw_marw311	s9gt06fw	f	27.7779924676601	28.89068282299	duzi3	du4.zi	d	u	28.0383250080883	28.0488710722384	28.3113095238095	NA	10.5460641501693	272.984515721273	2.35575272398086	5.60941507460668
s9gt06fw_marw311	s9gt06fw	f	32.8622564270509	34.2620926805305	knbn3	kan4.bing4	k	a	33.1965488684239	33.3028784933887	33.4146538170824	MB @ 33.1965	106.329624964793	218.104948658485	4.66654393856934	5.38497636281026
s9gt06fw_marw311	s9gt06fw	f	38.6051743900442	39.8255444571803	tnzi3	ting2.zi	t	i	38.8003505798017	38.907253968254	39.0818899354614	NA	106.903388452245	281.539355659639	4.67192551493038	5.64027224476908
s9gt06fw_marw311	s9gt06fw	f	60.5951531029966	61.7437366955952	dnzi5	ding1.zi	d	i	60.829109541312	60.8439913346291	61.0091317579663	NA	14.8817933170946	180.022216654343	2.70013854076511	5.19308026913133
s9gt06fw_marw311	s9gt06fw	f	68.527558539381	69.6761421319797	tnka5	tang2.kuai4	t	a	68.7148297519281	68.8090603741497	68.9652040816327	NA	94.2306222215592	250.374329704556	4.54574520541833	5.52295711681637
s9gt06fw_marw311	s9gt06fw	f	84.8464057638775	86.138562305551	gnbi4	gang1.bi3	g	a	85.2117701493228	85.2293850556096	85.3690638160026	MB @ 85.2090	17.614906286795	157.293666679834	2.86874549169929	5.05811454656984
s9gt06fw_marw311	s9gt06fw	f	95.363124283609	96.583494350745	kuzi4	ku4.zi	k	u	95.590050793628	95.6918910371166	95.8823265306122	MB @ 95.5901	101.84024348861	292.275736984251	4.62340534513995	5.67769766143363
s9gt06fw_marw311	s9gt06fw	f	110.569281152776	111.753757982643	guto5	gu3.tou	g	u	110.848492495508	110.873806431664	111.076077097506	MB @ 110.8485	25.3139361552428	227.584601997336	3.23135508025452	5.42752204617329
s9gt06fw_marw311	s9gt06fw	f	119.757949893565	120.798853774357	tuzi4	tu4.zi	t	u	119.913575060696	119.984369614512	120.178177054606	MB @ 119.9136	70.7945538163415	264.601993909494	4.25978207424291	5.57822678721367
s9gt06fw_marw311	s9gt06fw	f	124.567643687572	125.788013754708	dnga4	dan4.gao1	d	a	124.856685244829	124.865975056689	125.00411228689	NA	9.28981186056888	147.427042061295	2.22891830079817	4.99333342331714
s9gt06fw_marw312	s9gt06fw	f	13.0617651874898	14.1026690682823	knle5	kun4.le	k	u	13.2872435028436	13.3736780045351	13.4581286986339	NA	86.4345016915458	170.885195790325	4.45938692123458	5.14099196138591
s9gt06fw_marw312	s9gt06fw	f	23.0400851481906	24.1886687407893	dnhe4	dun1.zhe	d	u	23.2264030391562	23.237436611008	23.4339284260713	NA	11.0335718517902	207.525386915034	2.40094261146827	5.3352536787655
s9gt06fw_marw312	s9gt06fw	f	28.4958572130342	29.6444408056329	gaol5	gao1.lou2	g	a	28.6923105715292	28.7083163265306	28.9642978080121	NA	16.0057550013946	271.987236482875	2.77294834515487	5.60575514049969
s9gt06fw_marw312	s9gt06fw	f	52.3163910237519	53.4649746163506	ditu3	di4.tu2	d	i	52.534687902534	52.5549042579995	52.7771133786848	NA	20.2163554654788	242.425476150785	3.00649195330482	5.49069434830453
s9gt06fw_marw312	s9gt06fw	f	62.7846405705102	63.9332241631089	tudo5	tu3.dou4	t	u	62.8964472033974	62.9871390778534	63.1773083900227	NA	90.691874456013	280.86118662533	4.5074677660739	5.63786054950202
s9gt06fw_marw312	s9gt06fw	f	65.3689536538572	66.6611101955307	gnzi3	gun4.zi	g	u	65.568303478476	65.5925623582766	65.7609373659374	MB @ 65.5683	24.2588798005983	192.633887461326	3.18878272770119	5.26079143124602
s9gt06fw_marw312	s9gt06fw	f	70.5016865832824	71.7220566504185	kahe4	ka3.che1	k	a	70.720040093562	70.8319874453847	71.0317800453515	NA	111.947351822607	311.739951789434	4.7180286877637	5.74216935241097
s9gt06fw_marw312	s9gt06fw	f	77.739544775857	79.1752742666053	tazi3	tao1.zi	t	a	78.0669276783275	78.1763818860878	78.4705827664399	lip/inhale burst @ 78.0485	109.454207760308	403.655088112458	4.69550626781928	6.00056077101974
s9gt06fw_marw312	s9gt06fw	f	93.6761421231634	94.8965121902994	tizi4	ti1.zi	t	i	93.8942670751295	94.0027181625338	94.206746031746	NA	108.451087404362	312.478956616573	4.68629926400327	5.74453712808213
s9gt06fw_marw312	s9gt06fw	f	109.33507003506	110.483653626932	daxn5	da4.xiang4	d	a	109.542190434026	109.551114890401	109.738956249166	NA	8.92445637488493	196.765815140608	2.18879541543355	5.28201426597612
s9gt07fw_marw311	s9gt07fw	f	26.2851324226905	27.2467137185975	duzi3	du4.zi	d	u	26.4998378690976	26.5138863693626	26.711462585034	NA	14.0485002649982	211.624715936452	2.64251564737759	5.35481449815566
s9gt07fw_marw311	s9gt07fw	f	31.4779198823287	32.6895123151716	knbn3	kan4.bing4	k	a	31.6536439653591	31.727343159486	31.8370997732426	MB @ 31.6536	73.6991941269309	183.455807883547	4.29999186462982	5.21197380951818
s9gt07fw_marw311	s9gt07fw	f	37.2474076577712	38.574389846123	tnzi3	ting2.zi	t	i	37.4595580815544	37.5549319727891	37.622947845805	MB @ 37.4596	95.3738912346793	163.389764250553	4.55780486421258	5.09613853817832
s9gt07fw_marw311	s9gt07fw	f	60.9797308997286	62.0374703252264	dnzi5	ding1.zi	d	i	61.1834653691963	61.1979050138574	61.2934038252982	NA	14.43964466106	109.938456101901	2.66997752520206	4.69992071923677
s9gt07fw_marw311	s9gt07fw	f	69.0572621825787	70.0765383562402	tnka5	tang2.kuai4	t	a	69.2829506666045	69.3655952380952	69.4796400226757	NA	82.6445714907749	196.689356071275	4.41454914141758	5.28162561143101
s9gt07fw_marw311	s9gt07fw	f	85.8659516967746	86.6352167335002	gnbi4	gang1.bi3	g	a	86.0071138265547	86.0236848072562	86.121304727019	MB @ 86.0071	16.5709807015446	114.190900464337	2.8076530150549	4.73787161334966
s9gt07fw_marw311	s9gt07fw	f	96.520520917165	97.6359552204172	kuzi4	ku4.zi	k	u	96.7201608107556	96.8083446712018	97.0193027210885	MB @ 96.7202	88.1838604461791	299.141910332821	4.47942395812981	5.70091807729363
s9gt07fw_marw311	s9gt07fw	f	112.309934257699	113.23305230177	guto5	gu3.tou	g	u	112.554851602679	112.58679138322	112.779875283447	MB @ 112.5549	31.9397805409807	225.023680767734	3.46385227178582	5.41620564452285
s9gt07fw_marw311	s9gt07fw	f	121.078362662464	121.982249079631	tuzi4	tu4.zi	t	u	121.358452142906	121.448537414966	121.616847200419	NA	90.0852720595822	258.395057512232	4.5007566890951	5.55448964445087
s9gt07fw_marw311	s9gt07fw	f	126.2901332806	127.270946201357	dnga4	dan4.gao1	d	a	126.4932018897	126.503227513228	126.634843159486	NA	10.0256235274685	141.641269785978	2.30514416851218	4.95329759208617
s9gt07fw_marw312	s9gt07fw	f	12.9641319008011	13.8103234402771	knle5	kun4.le	k	u	13.0973829389116	13.1695993953137	13.2651738473167	MB @ 13.0974	72.2164564021135	167.790908405136	4.27966794793425	5.12271861142781
s9gt07fw_marw312	s9gt07fw	f	22.926362517262	23.8879438121211	dnhe4	dun1.zhe	d	u	23.1300183055614	23.1454988662132	23.2797142857143	MB @ 23.1300	15.4805606517918	149.695980152927	2.73958508532174	5.00860643837919
s9gt07fw_marw312	s9gt07fw	f	27.9650485023237	29.0612511784631	gaol5	gao1.lou2	g	a	28.2116150154625	28.2345011337868	28.4323469387755	NA	22.8861183243261	220.731923312989	3.13053054004409	5.39694894853422
s9gt07fw_marw312	s9gt07fw	f	52.2358572347679	53.2166701555242	ditu3	di4.tu2	d	i	52.4097326345205	52.427335600907	52.5561111111111	MB @ 52.4097	17.6029663865194	146.378476590606	2.86806743253065	4.9861955728953
s9gt07fw_marw312	s9gt07fw	f	62.5250255148606	63.6596914427943	tudo5	tu3.dou4	t	u	62.660250373554	62.7427626606198	62.8536394557823	NA	82.512287065768	193.389082228279	4.41294721638157	5.26470412965882
s9gt07fw_marw312	s9gt07fw	f	65.1020633850829	66.0828763058392	gnzi3	gun4.zi	g	u	65.2974290390001	65.324410430839	65.4495770102913	MB @ 65.2974	26.9813918389019	152.1479712912	3.29514743725115	5.02485354264383
s9gt07fw_marw312	s9gt07fw	f	70.1602294211421	71.1218107160012	kahe4	ka3.che1	k	a	70.3335269953289	70.3876167800453	70.521498218335	NA	54.089784716453	187.971223006059	3.99064534577656	5.23628888199697
s9gt07fw_marw312	s9gt07fw	f	77.3143942548938	78.4298285569303	tazi3	tao1.zi	t	a	77.619855164029	77.7107331821618	77.8913869992441	NA	90.8780181327415	271.531835215129	4.5095181472168	5.60407938927759
s9gt07fw_marw312	s9gt07fw	f	93.2194457220639	94.2194902687173	tizi4	ti1.zi	t	i	93.4007673091511	93.4904572940287	93.6543121693122	lip/inhale burst @ 93.3795 ::: MB @ 93.4218	89.6899848775945	253.544860161043	4.49635911152241	5.53554077053504
s9gt07fw_marw312	s9gt07fw	f	108.643458116704	109.528112907974	daxn5	da4.xiang4	d	a	108.794756631646	108.80619425548	108.973022171832	MB @ 108.7948	11.4376238339702	178.265540185691	2.43690825755681	5.18327423746169
s9gt08fw_marw311	s9gt08fw	f	23.4432153266222	24.4880079030414	duzi3	du4.zi	d	u	23.8170226459278	23.8249512471655	24.0733144368859	NA	7.92860123768335	256.291790958016	2.07047663139782	5.54631660382086
s9gt08fw_marw311	s9gt08fw	f	28.7963813898297	29.9986084640655	knbn3	kan4.bing4	k	a	29.1536523582819	29.2415792031098	29.3537859759288	MB @ 29.1537	87.9268448279262	200.133617646944	4.47650515997588	5.29898523171116
s9gt08fw_marw311	s9gt08fw	f	34.4497110841528	35.795060429131	tnzi3	ting2.zi	t	i	34.7968222327712	34.8815773380059	34.9609223689476	NA	84.7551052346702	164.100136176337	4.43976598320345	5.10047682793322
s9gt08fw_marw311	s9gt08fw	f	58.2867092180822	59.6320585630604	dnzi5	ding1.zi	d	i	58.7166952266482	58.7265978835979	58.8488314909297	NA	9.9026569497056	132.136264281527	2.29280309989155	4.88383369528889
s9gt08fw_marw311	s9gt08fw	f	66.7084560797502	67.9393076081344	tnka5	tang2.kuai4	t	a	67.0419148710064	67.1500804988662	67.2435185185185	MB @ 67.0419	108.16562785979	201.603647512101	4.68366364366835	5.3063036288515
s9gt08fw_marw311	s9gt08fw	f	84.0787183869066	85.1378231904001	gnbi4	gang1.bi3	g	a	84.4975152057308	84.5166213151927	84.6139734868306	MB @ 84.4975	19.1061094619158	116.45828109981	2.95000815102202	4.75753310672431
s9gt08fw_marw311	s9gt08fw	f	95.9127360655384	97.0147775502545	kuzi4	ku4.zi	k	u	96.325023019696	96.4229601284958	96.6514096749811	MB @ 96.3250	97.937108799826	326.386655285091	4.58432552572231	5.78808273771093
s9gt08fw_marw311	s9gt08fw	f	113.237277873546	114.339319358262	guto5	gu3.tou	g	u	113.583572109844	113.606645610625	113.826006802721	MB @ 113.5836	23.0735007816634	242.434692877552	3.13868480673596	5.49073236638627
s9gt08fw_marw311	s9gt08fw	f	122.076008049485	123.278235122766	tuzi4	tu4.zi	t	u	122.425327487053	122.565905139834	122.764977324263	NA	140.577652780621	339.649837209947	4.94576002492762	5.82791519634954
s9gt08fw_marw311	s9gt08fw	f	127.500342106313	128.588071363091	dnga4	dan4.gao1	d	a	127.815552525277	127.825114942529	127.935161249685	NA	9.5624172519706	119.608724408309	2.25784054572652	4.78422578541383
s9gt08fw_marw312	s9gt08fw	f	7.96514737991266	9.03856441048035	knle5	kun4.le	k	u	8.25369584093701	8.32261256883706	8.44291236924878	MB @ 8.2537	68.916727900044	189.216528311761	4.23289893374863	5.24289201174386
s9gt08fw_marw312	s9gt08fw	f	18.4363264107503	19.6958023932831	dnhe4	dun1.zhe	d	u	18.7256582171013	18.7337581699346	18.8672708130871	NA	8.09995283338338	141.612595985883	2.09185823862235	4.95309513200595
s9gt08fw_marw312	s9gt08fw	f	24.104361335844	25.3924617725253	gaol5	gao1.lou2	g	a	24.5170098282831	24.5353698490891	24.7480917874396	MB @ 24.5170	18.3600208060106	231.081959156562	2.91017551841668	5.44277244913817
s9gt08fw_marw312	s9gt08fw	f	49.2553001647373	50.5434006014186	ditu3	di4.tu2	d	i	49.6916956823131	49.7026935536119	49.8906878306878	NA	10.997871298791	198.9921483747	2.39770173577957	5.29326536854259
s9gt08fw_marw312	s9gt08fw	f	60.7142193655454	61.8305730773358	tudo5	tu3.dou4	t	u	61.0022125899429	61.1163038548753	61.2587188208617	NA	114.091264932341	256.506230918738	4.73699869769154	5.54715295639663
s9gt08fw_marw312	s9gt08fw	f	63.3762936013533	64.6500818109603	gnzi3	gun4.zi	g	u	63.7778961002229	63.797932728647	63.9253193499622	NA	20.0366284241369	147.423249739333	2.9975620197538	4.99330769960536
s9gt08fw_marw312	s9gt08fw	f	68.8926582198298	70.0805730669913	kahe4	ka3.che1	k	a	69.1823810793455	69.2753202947846	69.4225673973293	MB @ 69.1824	92.9392154390882	240.186317983799	4.53194568203618	5.48141494709015
s9gt08fw_marw312	s9gt08fw	f	76.7590119231565	78.0328001327635	tazi3	tao1.zi	t	a	77.1297342274158	77.2769815105529	77.5236337868481	NA	147.247283137105	393.899559432242	4.99211337167968	5.97609595150008
s9gt08fw_marw312	s9gt08fw	f	93.8573415949098	95.0166319879229	tizi4	ti1.zi	t	i	94.2743017414496	94.4113769211388	94.6040646258503	MB @ 94.2743	137.075179689177	329.762884400694	4.92052953217145	5.79837386407349
s9gt08fw_marw312	s9gt08fw	f	111.359197406776	112.475551118566	daxn5	da4.xiang4	d	a	111.744937060711	111.753513627673	111.946541950113	NA	8.57656696271647	201.604889402816	2.14903371253463	5.30630978889327
s9gt09fw_marw311	s9gt09fw	f	36.8632379033539	37.8632824478858	duzi3	du4.zi	d	u	37.0968296052562	37.1046394557823	37.3234920634921	background noise @ 36.9360	7.80985052607264	226.662458235822	2.05538582488133	5.42346194272301
s9gt09fw_marw311	s9gt09fw	f	41.6519127415933	42.5750307826998	knbn3	kan4.bing4	k	a	41.7653408488807	41.8431891804341	41.939865835223	lip/inhaleburst @ 41.7558	77.8483315534189	174.52498634232	4.35476246649503	5.16206791960016
s9gt09fw_marw311	s9gt09fw	f	46.902146600386	47.9791176483435	tnzi3	ting2.zi	t	i	47.0519540631742	47.1478869452543	47.2655752476429	NA	95.9328820801275	213.621184468749	4.56364880195333	5.36420428039269
s9gt09fw_marw311	s9gt09fw	f	67.5189463181078	68.4997592367834	dnzi5	ding1.zi	d	i	67.6618968308648	67.6809258939227	67.7962211053576	NA	19.0290630578858	134.324274492712	2.9459674450926	4.90025683546657
s9gt09fw_marw311	s9gt09fw	f	74.3656535228197	75.3656980673516	tnka5	tang2.kuai4	t	a	74.5467443487559	74.6265646258503	74.712619047619	lip/inhale burst @ 74.5244	79.8202770944272	165.874698863135	4.37977757110576	5.11123267720617
s9gt09fw_marw311	s9gt09fw	f	88.9819375735104	90.0589086214679	gnbi4	gang1.bi3	g	a	89.2398634301927	89.2529750566893	89.3753302770384	MB @ 89.2399	13.111626496638	135.466846845659	2.57349935542247	4.90872693765674
s9gt09fw_marw311	s9gt09fw	f	98.8477616378351	99.8285745565107	kuzi4	ku4.zi	k	u	98.9997022342648	99.0679157218443	99.253228053126	MB @ 98.9997	68.2134875794702	253.525818861206	4.22264231039135	5.53546566739603
s9gt09fw_marw311	s9gt09fw	f	112.983503441956	113.925853108918	guto5	gu3.tou	g	u	113.190732726571	113.214519274376	113.464092970522	NA	23.786547805841	273.360243950975	3.16912020263941	5.61079050022314
s9gt09fw_marw311	s9gt09fw	f	120.579995655227	121.541576948046	tuzi4	tu4.zi	t	u	120.804258471509	120.880124716553	121.063739229025	NA	75.8662450444518	259.480757516101	4.32897185615806	5.55868254770278
s9gt09fw_marw311	s9gt09fw	f	125.316650736406	126.451316657579	dnga4	dan4.gao1	d	a	125.560889214411	125.567325882734	125.675195360195	lip/inhale burst @ 125.5522	6.43666832266376	114.306145783971	1.86201106504785	4.7388803382439
s9gt09fw_marw312	s9gt09fw	f	28.0848573210574	29.0079753586216	knle5	kun4.le	k	u	28.3094022827365	28.4239828312277	28.507957354985	NA	114.580548491251	198.555072248528	4.74127805594097	5.29106650370539
s9gt09fw_marw312	s9gt09fw	f	37.2968060709171	38.4314719920898	dnhe4	dun1.zhe	d	u	37.5740113796255	37.582957439386	37.6757094266278	NA	8.94605976049689	101.69804700228	2.19121318512437	4.62200809935272
s9gt09fw_marw312	s9gt09fw	f	42.547288327847	43.6050277458894	gaol5	gao1.lou2	g	a	42.7932903200216	42.8174858276644	42.9987732426304	MB @ 42.7933	24.1955076428297	205.482922608816	3.18616698133659	5.32536292882289
s9gt09fw_marw312	s9gt09fw	f	67.5978888445844	68.7352129060664	ditu3	di4.tu2	d	i	67.8085421202132	67.8168119331066	67.9620786092215	NA	8.26981289333162	153.536489008218	2.11261188403136	5.03393825218648
s9gt09fw_marw312	s9gt09fw	f	76.8407452525967	77.9001704057579	tudo5	tu3.dou4	t	u	76.9949339302457	77.0783696145125	77.1962989957888	NA	83.4356842668171	201.365065543143	4.42407608676158	5.30511950716113
s9gt09fw_marw312	s9gt09fw	f	79.3181318517134	80.3931367865388	gnzi3	gun4.zi	g	u	79.5356826633741	79.5604920634921	79.6755112347969	NA	24.8094001179737	139.828571422854	3.21122261836962	4.94041718247231
s9gt09fw_marw312	s9gt09fw	f	84.1634439492596	85.0982308491078	kahe4	ka3.che1	k	a	84.3231840723961	84.428873015873	84.5492517006803	NA	105.688943476906	226.06762828417	4.66050028453744	5.42083419470431
s9gt09fw_marw312	s9gt09fw	f	91.7354191525488	92.8883229956948	tazi3	tao1.zi	t	a	91.9453301355675	92.0577696793003	92.2715816326531	lip/inhale burst @ 91.9258	112.439543732748	326.251497085522	4.72241568815699	5.78766854739426
s9gt09fw_marw312	s9gt09fw	f	106.349455668027	107.190763877891	tizi4	ti1.zi	t	i	106.46185011241	106.557489292013	106.748154543869	NA	95.6391796029976	286.304431458731	4.56058256458384	5.65705569035917
s9gt09fw_marw312	s9gt09fw	f	120.745375240208	121.602263231735	daxn5	da4.xiang4	d	a	120.875844005724	120.88177164693	121.038130445161	NA	5.92764120618483	162.286439436329	1.77962636088959	5.08936291857346
s9gt10fw_marw321	s9gt10fw	f	7.89186993563439	9.24802632949362	gnbi4	gang1.bi3	g	a	8.26896296051642	8.2857074829932	8.39412747707779	MB @ 8.2690	16.7445224767775	125.164516561368	2.81807118847779	4.82962900445006
s9gt10fw_marw321	s9gt10fw	f	13.3363668318173	14.6213733867781	tudo5	tu3.dou4	t	u	13.6271329051422	13.7129138321995	13.8171541950113	NA	85.780927057364	190.021289869156	4.45179668641392	5.24713611782606
s9gt10fw_marw321	s9gt10fw	f	21.861891090692	22.8997810004681	ditu3	di4.tu2	d	i	22.0555688453887	22.0682653061224	22.2310861678005	NA	12.6964607337925	175.517322411796	2.54132327224685	5.1677377412362
s9gt10fw_marw321	s9gt10fw	f	59.9338040591416	60.9716939689177	knle5	kun4.le	k	u	60.1709877026645	60.2402708490804	60.3258513708514	NA	69.2831464159127	154.863668186906	4.23820167915698	5.04254516979483
s9gt10fw_marw321	s9gt10fw	f	65.2468119306143	66.2352785113534	gnzi3	gun4.zi	g	u	65.4193134505595	65.4479346182918	65.5574250890833	MB @ 65.4193	28.6211677322967	138.111638523782	3.35414657456419	4.92806233292346
s9gt10fw_marw321	s9gt10fw	f	75.3344876005692	76.3723775103453	tazi3	tao1.zi	t	a	75.4670698956408	75.5721529352482	75.8071012849584	NA	105.083039607351	340.031389317602	4.65475089100109	5.8290379348712
s9gt10fw_marw321	s9gt10fw	f	77.9045007104909	78.6952739750822	duzi3	du4.zi	d	u	78.0590711824316	78.0747889412175	78.2877777777778	NA	15.717758785911	228.706595346196	2.75479120596606	5.43243993903091
s9gt10fw_marw321	s9gt10fw	f	93.0386724886314	94.1506973919629	knbn3	kan4.bing4	k	a	93.2085524560316	93.2951781665047	93.386776266062	NA	86.6257104731432	178.223810030431	4.4615966591866	5.18304012019886
s9gt10fw_marw321	s9gt10fw	f	104.831452950254	105.844631195511	tnzi3	ting2.zi	t	i	105.025801247067	105.150684051398	105.221433430515	NA	124.88280433125	195.632183447984	4.827375732163	5.27623628112111
s9gt10fw_marw321	s9gt10fw	f	112.492068950982	113.579382189795	dnga4	dan4.gao1	d	a	112.7915021594	112.799778911565	112.923154761905	NA	8.27675216498847	131.652602505127	2.11345064084152	4.88016665411098
s9gt10fw_marw322	s9gt10fw	f	7.85236528441872	8.89025519101395	daxn5	da4.xiang4	d	a	8.14409424349252	8.15702137998056	8.2961933106576	NA	12.927136488047	152.09906716508	2.55932870561592	5.02453206620949
s9gt10fw_marw322	s9gt10fw	f	20.0405324339639	20.8560173605744	tuzi4	tu4.zi	t	u	20.2332386520509	20.3060657596372	20.4863764172336	NA	72.8271075863098	253.137765182682	4.2880882428498	5.53393386694057
s9gt10fw_marw322	s9gt10fw	f	24.9581536580698	25.8477735780086	tnka5	tang2.kuai4	t	a	25.1087534891114	25.1946976568405	25.2629002267574	NA	85.9441677291102	154.146737645966	4.45369787297164	5.03790499060491
s9gt10fw_marw322	s9gt10fw	f	50.6689178370682	51.657384414778	dnzi5	ding1.zi	d	i	50.8403052679653	50.8638976103262	50.9593476946334	NA	23.5923423609208	119.042426668145	3.16092218314559	4.77947995619408
