utt	subject	gender	StartTime	EndTime	Item	WorldBet	TargetConsonant	TargetVowel	Burst	VOT	VowelEnd	Notes	msVOT	msVowel	logVOT	logVowel
s9gt02fw_marw112	s9gt02fw	f	105.385438032665	106.337201133102	tizi5	ti1.zi	t	i	105.553265582355	105.645420598347	105.845107709751	NA	92.1550159913807	291.8421273951	4.52347211553057	5.67621299645335
s9gt03fw_marw211	s9gt03fw	f	20.8186831519857	21.6839266523003	dnzi4	ding1.zi	d	i	21.1290756352961	21.1457256235828	21.2213352916924	NA	16.6499882866766	92.2596563963474	2.8124095129233	4.52460695382562
s9gt03fw_marw211	s9gt03fw	f	26.4227353460011	27.3745031963472	kuzi3	ku4.zi	k	u	26.720234858883	26.8303968253968	26.9929591836735	MB @ 26.7202	110.161966513825	272.72432479047	4.70195170569375	5.60846148569185
s9gt03fw_marw211	s9gt03fw	f	46.6973327338167	47.6219719888254	tuzi3	tu4.zi	t	u	46.9776395367374	47.0575850340136	47.2030142533204	NA	79.9454972761779	225.374716582948	4.38134511844667	5.41776442398724
s9gt03fw_marw211	s9gt03fw	f	59.4583688347352	60.3900175820876	knbn5	kan4.bing4	k	a	59.656808835751	59.7561201814059	59.8122335600907	MB @ 59.6568	99.3113456548897	155.424724339696	4.59825982086767	5.04616152656332
s9gt03fw_marw211	s9gt03fw	f	72.4688784452183	73.3151260573967	dnga3	dan4.gao1	d	a	72.588697692036	72.5989077853364	72.7234872044056	mb @ 72.5887	10.210093300401	134.789512369622	2.323376770274	4.90371439403922
s9gt03fw_marw211	s9gt03fw	f	82.2965828361394	83.235995323053	tnzi5	ting2.zi	t	i	82.4318506782212	82.5088350340136	82.6053968253968	NA	76.9843557924332	173.546147175657	4.34360222968471	5.15644354197872
s9gt03fw_marw211	s9gt03fw	f	87.689575208747	88.5513503000479	gnbi3	gang1.bi3	g	a	87.8595152221303	87.8725558794947	87.9928613199666	MB @ 87.8588	13.0406573643427	133.346097836267	2.56807196660387	4.89294798762969
s9gt03fw_marw211	s9gt03fw	f	111.020786608919	111.960199095832	duzi5	du4.zi	d	u	111.204341205627	111.220997732426	111.440120181406	NA	16.6565267988545	235.778975778445	2.81280213954576	5.46289482288324
s9gt03fw_marw211	s9gt03fw	f	113.477575375647	114.479097779051	tnka4	tang2.kuai4	t	a	113.655447112358	113.76056122449	113.85288143829	MB @ 113.6554	105.11411213173	197.434325931553	4.65504654224421	5.28540600211299
s9gt03fw_marw211	s9gt03fw	f	115.946444556131	116.893620782606	guto4	gu3.tou	g	u	116.121749528087	116.14455404384	116.344308390023	MB @ 116.1217	22.8045157531085	222.558861936037	3.1269585756961	5.40519161464677
s9gt03fw_marw212	s9gt03fw	f	8.78861088424575	9.91927682311038	tazi5	tao1.zi	t	a	8.98744611020423	9.10760267069791	9.29568783068783	NA	120.156560493681	308.241720483602	4.78879556321933	5.73088428193872
s9gt03fw_marw212	s9gt03fw	f	13.8096155875151	14.7685348014889	dnhe3	dun1.zhe	d	u	13.9980942739198	14.0100164914451	14.1489285714286	NA	11.9222175252212	150.83429750873	2.47840367833009	5.01618186677451
s9gt03fw_marw212	s9gt03fw	f	16.1627817590655	16.9928909293711	knle4	kun4.le	k	u	16.3460138757334	16.4476530612245	16.5453117913832	MB @ 16.3460	101.639185491063	199.297915649794	4.62142914475459	5.29480076880879
s9gt03fw_marw212	s9gt03fw	f	54.7713896067199	55.7990500860827	gnzi5	gun4.zi	g	u	55.0039234189189	55.0254336734694	55.1447812458317	MB @ 55.0039	21.5102545505275	140.857826912807	3.06852977726482	4.94775106191449
s9gt03fw_marw212	s9gt03fw	f	66.7016380504839	67.6126845747417	gaol4	gao1.lou2	g	a	66.8770120393639	66.897264739229	67.0866883116883	MB @ 66.8770	20.2526998651251	209.67627232443	3.00828811133818	5.3455647809309
s9gt03fw_marw212	s9gt03fw	f	78.6464632386361	79.6012399960583	tudo4	tu3.dou4	t	u	78.817713232394	78.9292630385488	79.0535185185185	NA	111.549806154741	235.805286124517	4.71447118313379	5.46300640568286
s9gt03fw_marw212	s9gt03fw	f	85.877383989558	86.8022911517657	ditu5	di4.tu2	d	i	86.0266222959426	86.0412769274377	86.1751133786848	NA	14.6546314950058	148.491082742169	2.68475642850421	5.00052490756546
s9gt03fw_marw212	s9gt03fw	f	95.9209679014804	96.8180583069299	daxn4	da4.xiang4	d	a	96.0810294768203	96.0905404383976	96.2767517006803	lip sound/burst @ 96.0680	9.51096157730547	195.722223860002	2.25244498367561	5.27669642881295
s9gt03fw_marw212	s9gt03fw	f	101.028191557654	101.93608120242	tizi3	ti1.zi	t	i	101.241282860631	101.326186696901	101.501199924414	NA	84.9038362698593	259.917063783078	4.44151927804274	5.56036259467915
s9gt03fw_marw212	s9gt03fw	f	108.928019526042	109.856311181065	kahe3	ka3.che1	k	a	109.033922299066	109.121657596372	109.247479213908	MB @ 109.0339	87.7352973054428	213.556914841348	4.47432429623283	5.36390337719568
s9gt04fw_marw211	s9gt04fw	f	21.0540720524017	22.3707969432314	dnzi4	ding1.zi	d	i	21.3326753234805	21.3452418745276	21.4931743764172	mb @ 21.3543	12.5665510470974	160.499052936743	2.5310386052473	5.07828804184701
s9gt04fw_marw211	s9gt04fw	f	26.9383790169835	28.1406060912194	kuzi3	ku4.zi	k	u	27.180317384294	27.2859523809524	27.5118310657596	MB @ 27.1803	105.634996658399	331.513681465655	4.65998972411873	5.80366908016388
s9gt04fw_marw211	s9gt04fw	f	46.5300168459589	47.4316871516358	tuzi3	tu4.zi	t	u	46.7445817321689	46.8311073318216	47.0152947845805	NA	86.5255996527452	270.713052411622	4.46044031989607	5.6010594127154
s9gt04fw_marw211	s9gt04fw	f	58.7568265538	59.7801507896078	knbn5	kan4.bing4	k	a	58.963934530957	59.0706131170417	59.1832373393802	MB @ 58.9639	106.678586084684	219.302808423194	4.66982044542661	5.39045346164916
s9gt04fw_marw211	s9gt04fw	f	71.1462372392628	72.0980003396995	dnga3	dan4.gao1	d	a	71.3461567684233	71.3566628873772	71.495203566275	NA	10.5061189538986	149.046797851739	2.35195784494041	5.00426033617468
s9gt04fw_marw211	s9gt04fw	f	80.5654677146225	81.6460408587273	tnzi5	ting2.zi	t	i	80.732703596518	80.8198886221155	80.917729689577	microphone noise @ 80.7744	87.185025597492	185.026093058966	4.46803259136914	5.22049685869459
s9gt04fw_marw211	s9gt04fw	f	85.8613848242889	86.9133335142453	gnbi3	gang1.bi3	g	a	86.0425842617342	86.0602305366591	86.186123678387	MB @ 86.0418	17.6462749249282	143.539416652843	2.87052470869261	4.96660967798951
s9gt04fw_marw211	s9gt04fw	f	107.240659172884	108.292607862841	duzi5	du4.zi	d	u	107.410358215467	107.420252049538	107.673512849584	NA	9.8938340712067	263.154634117726	2.29191174201669	5.57274182182039
s9gt04fw_marw211	s9gt04fw	f	109.529420113007	110.595681030038	tnka4	tang2.kuai4	t	a	109.71765295953	109.799258503401	109.940090702948	NA	81.6055438708929	222.437743417387	4.40189719925655	5.40464725758794
s9gt04fw_marw211	s9gt04fw	f	111.919562034405	112.89994958899	guto4	gu3.tou	g	u	112.087221494365	112.12112244898	112.327983479106	MB @ 112.0872	33.9009546142535	240.761984740601	3.52344317370242	5.48380883029321
s9gt04fw_marw212	s9gt04fw	f	9.07633051310044	10.053140010917	tazi5	tao1.zi	t	a	9.2328752322388	9.3155673973293	9.56785714285714	NA	82.6921650905028	334.981910618344	4.4151248586118	5.81407653221292
s9gt04fw_marw212	s9gt04fw	f	13.9174413209607	14.904984989083	dnhe3	dun1.zhe	d	u	14.1425213248986	14.1564594928881	14.2920933828077	NA	13.9381679894672	149.572057909072	2.63463097556726	5.00777826941239
