utt	subject	gender	StartTime	EndTime	Item	WorldBet	TargetConsonant	TargetVowel	Burst	VOT	VowelEnd	Notes	msVOT	msVowel	logVOT	logVowel	vOff	vOn
e9gt06mw_enrw212	e9gt06mw	m	60.0679050907572	60.696637368675	gift5	gIft	g	I	60.2054715254067	60.0947139368568	60.3767446339266	pre-voicing @ 60.0947	-110.757588549873	171.273108519962	-4.70734392621556	5.14325940830127	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	70.6981895753067	71.1931490281356	kchn4	khI.tSIxn	kh	I	70.7275338681115	70.7829046372272	70.8711404044611	NA	55.3707691156404	143.60653634958	4.01405182121412	4.96707717333296	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	77.7759333364969	78.2909587130891	tuna4	thu.n&	th	u	77.8110091215566	77.8643444650588	78.0026605721153	NA	53.3353435021979	191.651450558723	3.97659921652165	5.25567836058854	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	81.4290927754115	81.9240522282404	dnut3	do.n&t	d	o	81.4641650434253	81.4757220542538	81.650098326687	NA	11.557010828497	185.93328326169	2.44729225095722	5.22538791722634	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	84.4389813399116	84.987449922776	clor3	kh^.l&r	kh	^	84.4759340721648	84.524753590325	84.6333032305749	NA	48.8195181601725	157.369158410091	3.88813019519412	5.05859437275639	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	87.4625362836592	88.151466332867	qwtn4	kwhEs.tS&n	kwh	E	87.5061869410185	87.5740561990562	87.6898542952065	NA	67.869258037689	183.667354187932	4.21758317854583	5.21312626378777	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	90.5566134187865	91.0783274366331	qwik5	kwhIk	kwh	I	90.587375278538	90.6636942198263	90.7988249466453	NA	76.3189412882639	211.449668107292	4.33492115503469	5.35398699431354	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	97.0213297395765	97.4694687036243	tail5	the.&l	th	e	97.0338206731289	97.0924745032294	97.2789836678055	NA	58.653830100539	245.162994676647	4.07165287732427	5.50192327373565	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	99.5289869874354	99.9169281801932	dzrt4	dE.z&rt	d	E	99.5482359948845	99.5587182962302	99.6877986568034	NA	10.4823013457889	139.562661918902	2.34968824884947	4.93851368978888	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	104.665716458963	105.107166781756	dphn5	dAl.fIxn	d	A	104.698604021872	104.708071131365	104.845340136054	NA	9.46710949317264	146.736114182431	2.24782363285283	4.98863583196501	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	107.080315951818	107.428125297049	tkle4	thI.k&l	th	I	107.122658816217	107.151378802603	107.223452188132	NA	28.7199863867045	100.793371914904	3.35759327017937	4.61307259866286	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	109.5139621393	109.99554430962	torn4	tho9n	th	o	109.55367333754	109.599411003459	109.728449678722	NA	45.7376659190203	174.776341182465	3.82292215797515	5.16350710613468	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	115.46045331124	115.841705862744	door4	do9	d	o	115.490149306764	115.497787995857	115.669369584367	NA	7.63868909312748	179.220277603804	2.03322600378692	5.18861565041037	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	126.700712475818	127.041833179795	deck3	dEk	d	E	126.724664769895	126.739784013605	126.869251968504	NA	15.1192437103447	144.587198608832	2.71596835034329	4.97388277612955	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	128.99389709491	129.622629372828	twrz5	twhi.z&rz	twh	i	129.028648568247	129.114767150641	129.246040715864	NA	86.1185823939934	217.392147617034	4.4557252115385	5.38170285451792	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	131.595778542889	132.030540224428	cone4	khon	kh	o	131.633658901169	131.679109599395	131.898840223269	NA	45.4506982266594	265.181322100148	3.81662818302824	5.58041382634481	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	135.094663124327	135.723395402245	coca3	kho.ko	kh	o	135.115996849244	135.177950656847	135.280894337835	NA	61.9538076030324	164.897488590896	4.12638906870509	5.1053239995581	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	138.010910711265	138.525936087857	deer5	di9	d	i	138.127371133865	138.033380304503	138.32086950238	pre-voicing @ 138.0334	-93.9908293627241	193.498368514923	-4.5431972175397	5.26526908098687	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	151.549734912363	151.971119311392	cube5	kjhub	kjh	u	151.59065191921	151.659745537313	151.809690457188	NA	69.0936181026132	219.038537978406	4.23546236909327	5.38924768683929	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	154.608041286209	155.07624617402	tepe3	thi.pi	th	i	154.62885309838	154.682770706849	154.77253492795	NA	53.9176084687085	143.681829569346	3.98745711229527	4.96760133811247	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	161.337539593543	161.812433122609	cake5	khek	kh	e	161.368033943508	161.423237670068	161.598743049731	NA	55.2037265598244	230.709106223117	4.01103046114609	5.44115763654252	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	164.2069666917	165.096555978541	gmdp4	g^m.d9Aps	g	^	164.287973167286	164.226383219955	164.430109687286	pre-voicing @ 164.2264	-61.5899473309582	142.13652000015	-4.12049866454285	4.95678800419592	NA	NA
e9gt06mw_enrw212	e9gt06mw	m	178.922844639647	179.337540397423	tall3	thAl	th	A	178.94906994185	178.994504459562	179.18055728538	NA	45.4345177111009	231.487343529096	3.81627211817077	5.44452520045117	NA	NA
e9gt07mw_enrw311	e9gt07mw	m	51.2485062627301	51.8304180518668	duel5	dul	d	u	51.3585990857941	51.2643537414966	51.5817561634583	pre-voicing @ 51.2644	-94.2453442975406	223.157077664155	-4.54590142773446	5.40787590764223	NA	NA
e9gt07mw_enrw311	e9gt07mw	m	62.4115566405317	63.0135343534317	gift4	gIft	g	I	62.4392884336398	62.4526636676176	62.6044413265306	NA	13.3752339778255	165.152892890859	2.59340478629825	5.10687166843094	NA	NA
e9gt07mw_enrw311	e9gt07mw	m	69.44117273221	70.0832822926367	kchn3	khI.tSIxn	kh	I	69.4688849949667	69.5168012838939	69.5661588339039	NA	47.9162889271691	97.2738389372552	3.8694555077192	4.5775300829192	NA	NA
