Pre-test LatSq-list subj-ID item-ID cond verb
1 3 M-Z 28 b kardan
1 3 S-R 28 b kardan
1 3 ZH-Z 28 b kardan
1 2 N 28 c kar-kardan
1 2 S 28 c khandan
1 2 S-A-E 28 c sakhtan
1 2 T-D 28 c sorudan
1 2 SH-H 28 c yad-dadan
1 2 D-KH 28 c zadan
1 2 M-CH 28 c zadan
1 2 S-A- 28 c zadan
1 1 A 28 d dar-mian-gozashtan
1 1 H 28 d dar-mian-gozashtan
1 1 H-CH 28 d dar-mian-gozashtan
1 1 R-G 28 d dar-mian-gozashtan
1 1 K-V 28 d hamnavazi-kardan
1 1 M 28 d tamrin-kardan
1 1 R- 28 d tamrin-kardan
1 1 M-V 28 d zadan
1 1 H 29 a dashtan
1 1 K-V 29 a dashtan
1 1 M 29 a dashtan
1 1 R- 29 a dashtan
1 1 R-G 29 a dashtan
1 1 A 29 a zadan
1 1 H-CH 29 a zadan
1 1 M-V 29 a zadan
1 4 R 29 b anjam-dadan
1 4 M 29 b dadan
1 4 M2 29 b dadan
1 4 SM-M 29 b jur-kardan
1 4 A-GH 29 b zadan
1 4 H 29 b zadan
1 4 N 29 b zadan
1 4 V 29 b zadan
1 3 B-N 29 c dashtan
1 3 N-KH 29 c dashtan
1 3 S-GH- 29 c dashtan
1 3 S-GH2 29 c dashtan
1 3 S-R 29 c dashtan
1 3 M-A 29 c raftan
1 3 M-Z 29 c raftan
1 3 ZH-Z 29 c raftan
1 2 N 29 d aghaz-kardan
1 2 D-KH 29 d be-anjam-resandan
1 2 M-CH 29 d raftan
1 2 S 29 d raftan
1 2 S-A- 29 d raftan
1 2 S-A-E 29 d raftan
1 2 SH-H 29 d raftan
1 2 T-D 29 d raftan
1 2 SH-H 30 a dashtan
1 2 D-KH 30 a zadan
1 2 M-CH 30 a zadan
1 2 N 30 a zadan
1 2 S 30 a zadan
1 2 S-A- 30 a zadan
1 2 S-A-E 30 a zadan
1 2 T-D 30 a zadan
1 1 H 30 b baian-kardan
1 1 M-V 30 b baian-kardan
1 1 M 30 b dashtan
1 1 A 30 b zadan
1 1 H-CH 30 b zadan
1 1 K-V 30 b zadan
1 1 R- 30 b zadan
1 1 R-G 30 b zadan
1 4 A-GH 30 c shenidan
1 4 H 30 c shenidan
1 4 M 30 c shenidan
1 4 M2 30 c shenidan
1 4 N 30 c shenidan
1 4 R 30 c shenidan
1 4 SM-M 30 c shenidan
1 4 V 30 c shenidan
1 3 M-Z 30 d bavar-kardan
1 3 ZH-Z 30 d bavar-kardan
1 3 S-GH2 30 d ghabul-kardan
1 3 S-GH- 30 d paziroftan
1 3 B-N 30 d shenidan
1 3 M-A 30 d shenidan
1 3 N-KH 30 d shenidan
1 3 S-R 30 d shenidan
1 3 M-A 31 a dashtan
1 3 N-KH 31 a dashtan
1 3 S-GH- 31 a dashtan
1 3 S-GH2 31 a dashtan
1 3 B-N 31 a kardan
1 3 M-Z 31 a kardan
1 3 S-R 31 a kardan
1 3 ZH-Z 31 a kardan
1 2 T-D 31 b dashtan
1 2 D-KH 31 b kardan
1 2 M-CH 31 b kardan
1 2 N 31 b kardan
1 2 S 31 b kardan
1 2 S-A- 31 b kardan
1 2 S-A-E 31 b kardan
1 2 SH-H 31 b kardan
1 1 H 31 c dadan
1 1 K-V 31 c dashtan
1 1 R- 31 c dashtan
1 1 R-G 31 c dashtan
1 1 M-V 31 c elam-kardam
1 1 A 31 c goftan
1 1 H-CH 31 c goftan
1 1 M 31 c shenidan
1 4 M 31 d dadan
1 4 M2 31 d dadan
1 4 R 31 d dadan
1 4 V 31 d dadan
1 4 A-GH 31 d goftan
1 4 H 31 d montasher-kardan
1 4 N 31 d pakhsh-kardan
1 4 SM-M 31 d pakhsh-kardan
1 4 A-GH 32 a dashtan
1 4 H 32 a dashtan
1 4 M 32 a dashtan
1 4 M2 32 a dashtan
1 4 N 32 a dashtan
1 4 R 32 a dashtan
1 4 SM-M 32 a dashtan
1 4 V 32 a dashtan
1 3 S-GH- 32 b baian-kardan
1 3 S-GH2 32 b dar-mian-gozashtan
1 3 M-A 32 b dashtan
1 3 M-Z 32 b dashtan
1 3 N-KH 32 b dashtan
1 3 S-R 32 b dashtan
1 3 ZH-Z 32 b goftan
1 3 B-N 32 b tekrar-shodan
1 2 D-KH 32 c danestan
1 2 S-A- 32 c danestan
1 2 M-CH 32 c goftan
1 2 N 32 c goftan
1 2 S 32 c goftan
1 2 S-A-E 32 c goftan
1 2 SH-H 32 c goftan
1 2 T-D 32 c makhfi-kardan
1 1 K-V 32 d fahmidan
1 1 R- 32 d fahmidan
1 1 A 32 d goftan
1 1 H 32 d goftan
1 1 H-CH 32 d goftan
1 1 M 32 d goftan
1 1 R-G 32 d khabar-dar-shodan
1 1 M-V 32 d moshahede-kardan
1 1 H 33 a dashtan
1 1 K-V 33 a dashtan
1 1 M 33 a dashtan
1 1 R- 33 a dashtan
1 1 R-G 33 a dashtan
1 1 A 33 a kardan
1 1 H-CH 33 a kardan
1 1 M-V 33 a kardan
1 4 N 33 b baian-kardan
1 4 SM-M 33 b estedlal-kardan
1 4 A-GH 33 b kardan
1 4 H 33 b kardan
1 4 M 33 b kardan
1 4 M2 33 b kardan
1 4 R 33 b kardan
1 4 V 33 b kardan
1 3 B-N 33 c dashtan
1 3 M-A 33 c dashtan
1 3 N-KH 33 c dashtan
1 3 S-GH- 33 c dashtan
1 3 ZH-Z 33 c juyidan
1 3 M-Z 33 c peida-kardan
1 3 S-GH2 33 c peida-kardan
1 3 S-R 33 c peida-kardan
1 2 N 33 d andishidan
1 2 M-CH 33 d baian-kardan
1 2 S-A-E 33 d fekr-kardan
1 2 SH-H 33 d gereftan
1 2 T-D 33 d onvan-kardan
1 2 S 33 d peida-kardan
1 2 S-A- 33 d peida-kardan
1 2 D-KH 33 d pishnehad-kardan
1 2 D-KH 34 a ghezavat-kardan
1 2 S-A- 34 a ghezavat-kardan
1 2 S-A-E 34 a ghezavat-kardan
1 2 M-CH 34 a kardan
1 2 N 34 a kardan
1 2 S 34 a kardan
1 2 SH-H 34 a kardan
1 2 T-D 34 a kardan
1 1 R-G 34 b dashtan
1 1 H-CH 34 b kardan
1 1 K-V 34 b kardan
1 1 M 34 b kardan
1 1 R- 34 b kardan
1 1 A 34 b mortakeb-shodan
1 1 M-V 34 b mortakeb-shodan
1 1 H 34 b tekrar-kardan
1 4 N 34 c baian-kardan
1 4 SM-M 34 c baian-kardan
1 4 A-GH 34 c goftan
1 4 M 34 c goftan
1 4 M2 34 c goftan
1 4 R 34 c goftan
1 4 V 34 c goftan
1 4 H 34 c motevajeh-shodan
1 3 N-KH 34 d danestan
1 3 S-R 34 d danestan
1 3 B-N 34 d fahmidan
1 3 M-A 34 d fahmidan
1 3 S-GH- 34 d goftan
1 3 ZH-Z 34 d goftan
1 3 S-GH2 34 d nadide-gereftan
1 3 M-Z 34 d penhan-kardan
1 3 M-A 35 a etekhaz-kardan
1 3 B-N 35 a gereftan
1 3 M-Z 35 a gereftan
1 3 N-KH 35 a gereftan
1 3 S-GH- 35 a gereftan
1 3 S-GH2 35 a gereftan
1 3 S-R 35 a gereftan
1 3 ZH-Z 35 a gereftan
1 2 N 35 b anjam-dadan
1 2 M-CH 35 b gereftan
1 2 S 35 b gereftan
1 2 S-A- 35 b gereftan
1 2 S-A-E 35 b gereftan
1 2 SH-H 35 b gereftan
1 2 T-D 35 b gereftan
1 2 D-KH 35 b zadan
1 1 R- 35 c fash-kardan
1 1 K-V 35 c fahmidan
1 1 A 35 c goftan
1 1 H 35 c goftan
1 1 H-CH 35 c goftan
1 1 R-G 35 c goftan
1 1 M-V 35 c onvan-kardan
1 1 M 35 c penhan-kardan
1 4 SM-M 35 d bazgu-kardan
1 4 A-GH 35 d goftan
1 4 H 35 d goftan
1 4 M 35 d goftan
1 4 M2 35 d goftan
1 4 N 35 d goftan
1 4 R 35 d goftan
1 4 V 35 d goftan
1 4 SM-M 36 a anjam-dadan
1 4 A-GH 36 a kardan
1 4 H 36 a kardan
1 4 M 36 a kardan
1 4 M2 36 a kardan
1 4 N 36 a kardan
1 4 R 36 a kardan
1 4 V 36 a kardan
1 3 S-R 36 b baian-kardan
1 3 S-GH2 36 b dashtan
1 3 S-GH- 36 b goftan
1 3 B-N 36 b kardan
1 3 M-A 36 b kardan
1 3 M-Z 36 b kardan
1 3 N-KH 36 b kardan
1 3 ZH-Z 36 b kardan
1 2 M-CH 36 c baian-kardan
1 2 N 36 c dadan
1 2 T-D 36 c eghrar-kardan
1 2 S-A-E 36 c emza-kardan
1 2 SH-H 36 c emza-kardan
1 2 S-A- 36 c erae-kardan
1 2 D-KH 36 c ghera'at-kardan
1 2 S 36 c neveshtan
1 1 A 36 d emza-kardan
1 1 H 36 d emza-kardan
1 1 H-CH 36 d emza-kardan
1 1 K-V 36 d emza-kardan
1 1 R-G 36 d emza-kardan
1 1 M 36 d erae-kardan
1 1 M-V 36 d ghera'at-kardan
1 1 R- 36 d khandan
2 1 A-A 1 a dashtan
2 1 E-K 1 a dashtan
2 1 F-A 1 a dashtan
2 1 M-A 1 a dashtan
2 1 M-KH 1 a dashtan
2 1 R 1 a dashtan
2 1 Z-A 1 a dashtan
2 1 D-M 1 a kardan
2 4 D-S 1 b dashtan
2 4 H-S 1 b dashtan
2 4 M-H 1 b dashtan
2 4 O-M 1 b dashtan
2 4 M-S 1 b kardan
2 4 M-T 1 b kardan
2 4 M-V 1 b kardan
2 4 S-M 1 b kardan
2 3 M-M- 1 c avardan
2 3 D-J 1 c kardan
2 3 Z-M 1 c kardan
2 3 A-J 1 c pokhtan
2 3 M-A 1 c pokhtan
2 3 M-M-2 1 c pokhtan
2 3 M-P 1 c pokhtan
2 3 P-A 1 c pokhtan
2 2 A-H 1 d amade-kardan
2 2 J 1 d dorost-kardan
2 2 N-B 1 d dorost-kardan
2 2 A-R 1 d dorost-kardan
2 2 M-M 1 d dorost-kardan
2 2 F-E 1 d kharidan
2 2 M-B 1 d kharidan
2 2 R-R 1 d tahie-kardan
2 2 J 2 a ferestadan
2 2 A-R 2 a khandan
2 2 R-R 2 a khandan
2 2 A-H 2 a zadan
2 2 F-E 2 a zadan
2 2 M-B 2 a zadan
2 2 M-M 2 a zadan
2 2 N-B 2 a zadan
2 1 E-K 2 b kardan
2 1 Z-A 2 b peida-kardan
2 1 R 2 b sakhtan
2 1 A-A 2 b zadan
2 1 D-M 2 b zadan
2 1 F-A 2 b zadan
2 1 M-A 2 b zadan
2 1 M-KH 2 b zadan
2 4 S-M 2 c avardan
2 4 D-S 2 c kharidan
2 4 H-S 2 c kharidan
2 4 M-H 2 c kharidan
2 4 M-S 2 c kharidan
2 4 M-T 2 c kharidan
2 4 M-V 2 c kharidan
2 4 O-M 2 c kharidan
2 3 A-J 2 d avardan
2 3 P-A 2 d avardan
2 3 Z-M 2 d avardan
2 3 M-M- 2 d hedie-avardan
2 3 M-A 2 d hedie-kardan
2 3 D-J 2 d kharidan
2 3 M-M-2 2 d kharidan
2 3 M-P 2 d kharidan
2 3 A-J 3 a kardan
2 3 D-J 3 a kardan
2 3 M-M- 3 a kardan
2 3 M-M-2 3 a kardan
2 3 Z-M 3 a kardan
2 3 M-A 3 a khandan
2 3 M-P 3 a khandan
2 3 P-A 3 a khandan
2 2 A-R 3 b kardan
2 2 F-E 3 b kardan
2 2 J 3 b kardan
2 2 M-B 3 b kardan
2 2 N-B 3 b kardan
2 2 R-R 3 b kardan
2 2 A-H 3 b khandan
2 2 M-M 3 b khandan
2 1 D-M 3 c dukhtan
2 1 E-K 3 c dukhtan
2 1 F-A 3 c dukhtan
2 1 A-A 3 c kharidan
2 1 M-A 3 c kharidan
2 1 M-KH 3 c kharidan
2 1 R 3 c kharidan
2 1 Z-A 3 c kharidan
2 4 D-S 3 d dukhtan
2 4 H-S 3 d dukhtan
2 4 M-H 3 d dukhtan
2 4 M-T 3 d dukhtan
2 4 M-V 3 d dukhtan
2 4 S-M 3 d dukhtan
2 4 O-M 3 d kharidan
2 4 M-S 3 d soghati-avardan
2 4 M-S 4 a dashtan
2 4 M-V 4 a dashtan
2 4 S-M 4 a dashtan
2 4 D-S 4 a kardan
2 4 H-S 4 a kardan
2 4 M-H 4 a kardan
2 4 M-T 4 a kardan
2 4 O-M 4 a kardan
2 3 A-J 4 b dashtan
2 3 M-A 4 b dashtan
2 3 M-M- 4 b dashtan
2 3 M-M-2 4 b dashtan
2 3 M-P 4 b dashtan
2 3 Z-M 4 b dashtan
2 3 D-J 4 b kardan
2 3 P-A 4 b kardan
2 2 M-B 4 c dariaft-kardan
2 2 A-H 4 c gereftan
2 2 A-R 4 c gereftan
2 2 F-E 4 c gereftan
2 2 J 4 c gereftan
2 2 N-B 4 c gereftan
2 2 M-M 4 c shenidan
2 2 R-R 4 c shenidan
2 1 R 4 d avardan
2 1 M-A 4 d dariaft-kardan
2 1 A-A 4 d gereftan
2 1 D-M 4 d gereftan
2 1 E-K 4 d gereftan
2 1 F-A 4 d gereftan
2 1 M-KH 4 d khastan
2 1 Z-A 4 d shenidan
2 1 A-A 5 a dashtan
2 1 D-M 5 a dashtan
2 1 E-K 5 a dashtan
2 1 F-A 5 a dashtan
2 1 M-A 5 a dashtan
2 1 R 5 a dashtan
2 1 M-KH 5 a kardan
2 1 Z-A 5 a kardan
2 4 H-S 5 b dashtan
2 4 M-H 5 b dashtan
2 4 M-S 5 b dashtan
2 4 M-T 5 b dashtan
2 4 M-V 5 b dashtan
2 4 O-M 5 b dashtan
2 4 S-M 5 b dashtan
2 4 D-S 5 b kardan
2 3 Z-M 5 c be-yad-avardan
2 3 M-P 5 c goftan
2 3 A-J 5 c shenidan
2 3 D-J 5 c tarif-kardan
2 3 M-A 5 c tarif-kardan
2 3 M-M- 5 c tarif-kardan
2 3 M-M-2 5 c tarif-kardan
2 3 P-A 5 c tarif-kardan
2 2 J 5 d goftan
2 2 N-B 5 d neveshtan
2 2 M-M 5 d porsidan
2 2 A-R 5 d shenidan
2 2 A-H 5 d tarif-kardan
2 2 F-E 5 d tarif-kardan
2 2 M-B 5 d tarif-kardan
2 2 R-R 5 d tarif-kardan
2 2 A-H 6 a dashtan
2 2 M-B 6 a dashtan
2 2 M-M 6 a dashtan
2 2 R-R 6 a dashtan
2 2 A-R 6 a kardan
2 2 F-E 6 a kardan
2 2 J 6 a kardan
2 2 N-B 6 a kardan
2 1 A-A 6 b dashtan
2 1 D-M 6 b dashtan
2 1 F-A 6 b dashtan
2 1 M-A 6 b dashtan
2 1 M-KH 6 b dashtan
2 1 R 6 b dashtan
2 1 E-K 6 b kardan
2 1 Z-A 6 b kardan
2 4 M-H 6 c bad-amadan
2 4 M-V 6 c erae-kardan
2 4 M-T 6 c neveshtan
2 4 D-S 6 c tahie-kardan
2 4 H-S 6 c tahie-kardan
2 4 M-S 6 c tahie-kardan
2 4 O-M 6 c tahie-kardan
2 4 S-M 6 c tahie-kardan
2 3 D-J 6 d dashtan
2 3 M-P 6 d erae-kardan
2 3 A-J 6 d pakhsh-kardan
2 3 M-A 6 d tahie-kardan
2 3 M-M- 6 d tahie-kardan
2 3 M-M-2 6 d tahie-kardan
2 3 P-A 6 d tahie-kardan
2 3 Z-M 6 d tahie-kardan
2 3 M-M- 7 a dadan
2 3 A-J 7 a dashtan
2 3 D-J 7 a dashtan
2 3 P-A 7 a erae-kardan
2 3 M-A 7 a kardan
2 3 M-P 7 a kardan
2 3 M-M-2 7 a neveshtan
2 3 Z-M 7 a neveshtan
2 2 M-M 7 b be-dast-avardan
2 2 R-R 7 b erae-dadan
2 2 A-H 7 b kardan
2 2 A-R 7 b kardan
2 2 F-E 7 b kardan
2 2 J 7 b kardan
2 2 N-B 7 b kardan
2 2 M-B 7 b nemudan
2 1 Z-A 7 c anjam-dadan
2 1 A-A 7 c dashtan
2 1 M-A 7 c erae-kardan
2 1 D-M 7 c kardan
2 1 M-KH 7 c kardan
2 1 E-K 7 c khandan
2 1 F-A 7 c khandan
2 1 R 7 c khandan
2 4 M-H 7 d enteghad-kardan
2 4 D-S 7 d khandan
2 4 M-S 7 d khandan
2 4 M-T 7 d khandan
2 4 M-V 7 d khandan
2 4 O-M 7 d khandan
2 4 H-S 7 d neveshtan
2 4 S-M 7 d neveshtan
2 4 D-S 8 a dashtan
2 4 H-S 8 a dashtan
2 4 M-H 8 a dashtan
2 4 M-S 8 a dashtan
2 4 M-T 8 a dashtan
2 4 M-V 8 a dashtan
2 4 O-M 8 a dashtan
2 4 S-M 8 a dashtan
2 3 A-J 8 b dashtan
2 3 D-J 8 b dashtan
2 3 M-A 8 b dashtan
2 3 M-M- 8 b dashtan
2 3 M-M-2 8 b dashtan
2 3 M-P 8 b dashtan
2 3 P-A 8 b dashtan
2 3 Z-M 8 b dashtan
2 2 F-E 8 c dashtan
2 2 M-B 8 c dashtan
2 2 N-B 8 c dashtan
2 2 R-R 8 c dashtan
2 2 A-H 8 c kardan
2 2 A-R 8 c kardan
2 2 J 8 c kardan
2 2 M-M 8 c kardan
2 1 A-A 8 d dashtan
2 1 M-A 8 d dashtan
2 1 M-KH 8 d dashtan
2 1 R 8 d dashtan
2 1 D-M 8 d naghl-kardan
2 1 E-K 8 d naghl-kardan
2 1 Z-A 8 d shenidan
2 1 F-A 8 d tarif-kardan
2 1 A-A 9 a dashtan
2 1 D-M 9 a dashtan
2 1 F-A 9 a dashtan
2 1 M-A 9 a dashtan
2 1 M-KH 9 a dashtan
2 1 R 9 a kharidan
2 1 E-K 9 a khastan
2 1 Z-A 9 a khastan
2 4 H-S 9 b dashtan
2 4 M-H 9 b dashtan
2 4 M-S 9 b dashtan
2 4 M-V 9 b dashtan
2 4 D-S 9 b kharidan
2 4 M-T 9 b kharidan
2 4 O-M 9 b kharidan
2 4 S-M 9 b kharidan
2 3 Z-M 9 c baian-kardan
2 3 A-J 9 c dashtan
2 3 D-J 9 c dashtan
2 3 M-A 9 c dashtan
2 3 M-P 9 c dashtan
2 3 M-M-2 9 c kardan
2 3 P-A 9 c kardan
2 3 M-M- 9 c sabt-kardan
2 2 F-E 9 d dashtan
2 2 R-R 9 d dashtan
2 2 A-R 9 d kardan
2 2 J 9 d kardan
2 2 M-B 9 d kardan
2 2 M-M 9 d kardan
2 2 N-B 9 d kardan
2 2 A-H 9 d matrah-nemudan
2 2 A-H 10 a dashtan
2 2 F-E 10 a dashtan
2 2 M-B 10 a dashtan
2 2 M-M 10 a dashtan
2 2 R-R 10 a dashtan
2 2 A-R 10 a kardan
2 2 J 10 a kardan
2 2 N-B 10 a kardan
2 1 A-A 10 b dashtan
2 1 E-K 10 b dashtan
2 1 M-KH 10 b dashtan
2 1 R 10 b dashtan
2 1 Z-A 10 b dashtan
2 1 D-M 10 b kardan
2 1 F-A 10 b kardan
2 1 M-A 10 b zadan
2 4 M-H 10 c gereftan
2 4 M-T 10 c gereftan
2 4 D-S 10 c gharz-gereftan
2 4 O-M 10 c gharz-gereftan
2 4 S-M 10 c gharz-gereftan
2 4 H-S 10 c khastan
2 4 M-V 10 c khastan
2 4 M-S 10 c talab-dashtan
2 3 A-J 10 d gereftan
2 3 D-J 10 d gereftan
2 3 M-A 10 d gereftan
2 3 Z-M 10 d gharz-gereftan
2 3 M-P 10 d gharz-kardan
2 3 P-A 10 d gharz-kardan
2 3 M-M- 10 d talab-dashtan
2 3 M-M-2 10 d talab-dashtan
2 3 A-J 11 a zadan
2 3 D-J 11 a zadan
2 3 M-A 11 a zadan
2 3 M-M- 11 a zadan
2 3 M-M-2 11 a zadan
2 3 M-P 11 a zadan
2 3 P-A 11 a zadan
2 3 Z-M 11 a zadan
2 2 A-H 11 b zadan
2 2 A-R 11 b zadan
2 2 F-E 11 b zadan
2 2 J 11 b zadan
2 2 M-B 11 b zadan
2 2 M-M 11 b zadan
2 2 N-B 11 b zadan
2 2 R-R 11 b zadan
2 1 A-A 11 c budan
2 1 R 11 c budan
2 1 M-A 11 c goftan
2 1 D-M 11 c zadan
2 1 E-K 11 c zadan
2 1 F-A 11 c zadan
2 1 M-KH 11 c zadan
2 1 Z-A 11 c zadan
2 4 M-H 11 d avikhtan
2 4 M-T 11 d vasl-kardan
2 4 D-S 11 d zadan
2 4 H-S 11 d zadan
2 4 M-S 11 d zadan
2 4 M-V 11 d zadan
2 4 O-M 11 d zadan
2 4 S-M 11 d zadan
2 4 D-S 12 a zadan
2 4 H-S 12 a zadan
2 4 M-H 12 a zadan
2 4 M-S 12 a zadan
2 4 M-T 12 a zadan
2 4 M-V 12 a zadan
2 4 O-M 12 a zadan
2 4 S-M 12 a zadan
2 3 D-J 12 b dashtan
2 3 M-A 12 b vared-kardan
2 3 P-A 12 b vared-kardan
2 3 Z-M 12 b vared-kardan
2 3 A-J 12 b zadan
2 3 M-M- 12 b zadan
2 3 M-M-2 12 b zadan
2 3 M-P 12 b zadan
2 2 A-H 12 c goftan
2 2 A-R 12 c goftan
2 2 F-E 12 c goftan
2 2 J 12 c goftan
2 2 M-B 12 c goftan
2 2 M-M 12 c goftan
2 2 N-B 12 c goftan
2 2 R-R 12 c goftan
2 1 A-A 12 d goftan
2 1 D-M 12 d goftan
2 1 E-K 12 d goftan
2 1 F-A 12 d goftan
2 1 M-KH 12 d goftan
2 1 R 12 d goftan
2 1 Z-A 12 d goftan
2 1 M-A 12 d tahvil-dadan
2 1 A-A 13 a zadan
2 1 D-M 13 a zadan
2 1 E-K 13 a zadan
2 1 F-A 13 a zadan
2 1 M-A 13 a zadan
2 1 M-KH 13 a zadan
2 1 R 13 a zadan
2 1 Z-A 13 a zadan
2 4 D-S 13 b zadan
2 4 H-S 13 b zadan
2 4 M-H 13 b zadan
2 4 M-S 13 b zadan
2 4 M-T 13 b zadan
2 4 M-V 13 b zadan
2 4 O-M 13 b zadan
2 4 S-M 13 b zadan
2 3 M-M- 13 c dadan
2 3 A-J 13 c hedie-dadan
2 3 D-J 13 c hedie-dadan
2 3 M-A 13 c hedie-dadan
2 3 M-M-2 13 c neshan-dadan
2 3 M-P 13 c neshan-dadan
2 3 P-A 13 c neshan-dadan
2 3 Z-M 13 c neshan-dadan
2 2 R-R 13 d bakhshidan
2 2 J 13 d dadan
2 2 N-B 13 d dadan
2 2 F-E 13 d hedie-dadan
2 2 A-H 13 d hedie-kardan
2 2 M-B 13 d hedie-kardan
2 2 A-R 13 d moarefi-kardan
2 2 M-M 13 d pishnehad-dadan
2 2 A-H 14 a zadan
2 2 A-R 14 a zadan
2 2 F-E 14 a zadan
2 2 J 14 a zadan
2 2 M-B 14 a zadan
2 2 M-M 14 a zadan
2 2 N-B 14 a zadan
2 2 R-R 14 a zadan
2 1 M-A 14 b avardan
2 1 A-A 14 b zadan
2 1 D-M 14 b zadan
2 1 E-K 14 b zadan
2 1 F-A 14 b zadan
2 1 M-KH 14 b zadan
2 1 R 14 b zadan
2 1 Z-A 14 b zadan
2 4 D-S 14 c dadan
2 4 H-S 14 c dadan
2 4 M-H 14 c dadan
2 4 M-S 14 c dadan
2 4 M-T 14 c dadan
2 4 M-V 14 c dadan
2 4 O-M 14 c dadan
2 4 S-M 14 c dadan
2 3 M-A 14 d amade-kardan
2 3 A-J 14 d dadan
2 3 D-J 14 d dadan
2 3 M-M- 14 d dadan
2 3 M-M-2 14 d dadan
2 3 M-P 14 d dadan
2 3 P-A 14 d dadan
2 3 Z-M 14 d dadan
2 3 M-P 15 a vared-kardan
2 3 P-A 15 a vared-kardan
2 3 A-J 15 a zadan
2 3 D-J 15 a zadan
2 3 M-A 15 a zadan
2 3 M-M- 15 a zadan
2 3 M-M-2 15 a zadan
2 3 Z-M 15 a zadan
2 2 M-M 15 b vared-kardan
2 2 A-H 15 b zadan
2 2 A-R 15 b zadan
2 2 F-E 15 b zadan
2 2 J 15 b zadan
2 2 M-B 15 b zadan
2 2 N-B 15 b zadan
2 2 R-R 15 b zadan
2 1 D-M 15 c avardan
2 1 M-KH 15 c avardan
2 1 Z-A 15 c avardan
2 1 F-A 15 c bakhshidan
2 1 M-A 15 c neshan-dadan
2 1 R 15 c vared-shodan
2 4 M-H 15 d aramesh-dadan
2 4 D-S 15 d avardan
2 4 H-S 15 d avardan
2 4 M-S 15 d avardan
2 4 M-T 15 d avardan
2 4 M-V 15 d avardan
2 4 O-M 15 d paian-dadan
2 4 S-M 15 d paian-dadan
2 4 S-M 16 a goftan
2 4 D-S 16 a zadan
2 4 H-S 16 a zadan
2 4 M-H 16 a zadan
2 4 M-S 16 a zadan
2 4 M-T 16 a zadan
2 4 M-V 16 a zadan
2 4 O-M 16 a zadan
2 3 A-J 16 b goftan
2 3 M-A 16 b goftan
2 3 D-J 16 b zadan
2 3 M-M- 16 b zadan
2 3 M-M-2 16 b zadan
2 3 M-P 16 b zadan
2 3 P-A 16 b zadan
2 3 Z-M 16 b zadan
2 2 A-H 16 c amanat-dadan
2 2 M-M 16 c baian-kardan
2 2 J 16 c dadan
2 2 M-B 16 c dadan
2 2 N-B 16 c dadan
2 2 R-R 16 c dadan
2 2 F-E 16 c gharz-dadan
2 2 A-R 16 c hedie-dadan
2 1 A-A 16 d dadan
2 1 D-M 16 d dadan
2 1 M-KH 16 d dadan
2 1 R 16 d dadan
2 1 Z-A 16 d dadan
2 1 E-K 16 d hedie-dadan
2 1 M-A 16 d kardan
2 1 F-A 16 d moarefi-kardan
2 1 A-A 17 a dadan
2 1 D-M 17 a kardan
2 1 E-K 17 a kardan
2 1 F-A 17 a kardan
2 1 M-A 17 a kardan
2 1 M-KH 17 a kardan
2 1 R 17 a kardan
2 1 Z-A 17 a kardan
2 4 D-S 17 b kardan
2 4 H-S 17 b kardan
2 4 M-H 17 b kardan
2 4 M-S 17 b kardan
2 4 M-T 17 b kardan
2 4 M-V 17 b kardan
2 4 O-M 17 b kardan
2 4 S-M 17 b kardan
2 3 A-J 17 c amukhtan
2 3 M-M-2 17 c amukhtan
2 3 M-P 17 c amukhtan
2 3 Z-M 17 c amukhtan
2 3 D-J 17 c dadan
2 3 M-A 17 c dadan
2 3 M-M- 17 c dadan
2 3 P-A 17 c dadan
2 2 A-H 17 d amukhtan
2 2 M-M 17 d amukhtan
2 2 A-R 17 d dadan
2 2 F-E 17 d dadan
2 2 J 17 d dadan
2 2 M-B 17 d dadan
2 2 N-B 17 d dadan
2 2 R-R 17 d dadan
2 2 A-H 18 a kardan
2 2 A-R 18 a kardan
2 2 F-E 18 a kardan
2 2 J 18 a kardan
2 2 M-B 18 a kardan
2 2 M-M 18 a kardan
2 2 N-B 18 a kardan
2 2 R-R 18 a kardan
2 1 M-A 18 b dadan
2 1 A-A 18 b kardan
2 1 D-M 18 b kardan
2 1 E-K 18 b kardan
2 1 F-A 18 b kardan
2 1 M-KH 18 b kardan
2 1 R 18 b kardan
2 1 Z-A 18 b kardan
2 4 O-M 18 c amukhtan
2 4 D-S 18 c goftan
2 4 H-S 18 c goftan
2 4 M-T 18 c goftan
2 4 M-S 18 c gushzad-kardan
2 4 M-V 18 c gushzad-kardan
2 4 M-H 18 c neshan-dadan
2 4 S-M 18 c yad-avari-kardan
2 3 D-J 18 d goftan
2 3 M-M- 18 d goftan
2 3 A-J 18 d gushzad-kardan
2 3 M-A 18 d gushzad-kardan
2 3 M-M-2 18 d gushzad-kardan
2 3 Z-M 18 d gushzad-kardan
2 3 M-P 18 d yad-dadan
2 3 P-A 18 d yadavar-shodan
2 3 A-J 19 a dadan
2 3 D-J 19 a dadan
2 3 M-A 19 a dadan
2 3 M-M- 19 a dadan
2 3 P-A 19 a dadan
2 3 Z-M 19 a dadan
2 3 M-M-2 19 a kardan
2 3 M-P 19 a kardan
2 2 J 19 b dadan
2 2 M-B 19 b dadan
2 2 M-M 19 b dadan
2 2 R-R 19 b dashtan
2 2 A-H 19 b erae-dadan
2 2 A-R 19 b kardan
