"subject" "item" "condition" "rt" "correct" "roi" "expt"
"3089" "e2_8" 22 "a" 277 1 "de" "e2"
"3090" "e2_56" 22 "a" 309 1 "de" "e2"
"3091" "e2_40" 22 "a" 322 1 "de" "e2"
"3092" "e2_28" 22 "a" 325 1 "de" "e2"
"3093" "e2_16" 22 "a" 345 1 "de" "e2"
"3094" "e2_60" 22 "a" 347 1 "de" "e2"
"3095" "e2_4" 22 "a" 373 1 "de" "e2"
"3096" "e2_48" 22 "a" 412 1 "de" "e2"
"3097" "e2_52" 22 "a" 458 1 "de" "e2"
"3098" "e2_12" 22 "a" 460 1 "de" "e2"
"3099" "e2_36" 22 "a" 535 1 "de" "e2"
"3100" "e2_32" 22 "a" 576 1 "de" "e2"
"3101" "e2_20" 22 "a" 733 1 "de" "e2"
"3102" "e2_44" 22 "a" 767 1 "de" "e2"
"3103" "e2_24" 22 "a" 1037 1 "de" "e2"
"3104" "e2_35" 23 "a" 222 1 "de" "e2"
"3105" "e2_59" 23 "a" 351 1 "de" "e2"
"3106" "e2_19" 23 "a" 383 1 "de" "e2"
"3107" "e2_51" 23 "a" 407 1 "de" "e2"
"3108" "e2_27" 23 "a" 419 1 "de" "e2"
"3109" "e2_7" 23 "a" 426 1 "de" "e2"
"3110" "e2_15" 23 "a" 450 1 "de" "e2"
"3111" "e2_47" 23 "a" 455 1 "de" "e2"
"3112" "e2_31" 23 "a" 485 1 "de" "e2"
"3113" "e2_43" 23 "a" 542 1 "de" "e2"
"3114" "e2_23" 23 "a" 555 1 "de" "e2"
"3115" "e2_3" 23 "a" 572 1 "de" "e2"
"3116" "e2_39" 23 "a" 664 1 "de" "e2"
"3117" "e2_55" 23 "a" 741 1 "de" "e2"
"3118" "e2_30" 24 "a" 257 1 "de" "e2"
"3119" "e2_58" 24 "a" 314 1 "de" "e2"
"3120" "e2_6" 24 "a" 321 1 "de" "e2"
"3121" "e2_46" 24 "a" 322 1 "de" "e2"
"3122" "e2_54" 24 "a" 341 1 "de" "e2"
"3123" "e2_42" 24 "a" 344 1 "de" "e2"
"3124" "e2_18" 24 "a" 388 1 "de" "e2"
"3125" "e2_22" 24 "a" 453 1 "de" "e2"
"3126" "e2_50" 24 "a" 472 1 "de" "e2"
"3127" "e2_38" 24 "a" 476 1 "de" "e2"
"3128" "e2_2" 24 "a" 480 1 "de" "e2"
"3129" "e2_10" 24 "a" 503 1 "de" "e2"
"3130" "e2_26" 24 "a" 535 1 "de" "e2"
"3131" "e2_14" 24 "a" 555 1 "de" "e2"
"3132" "e2_34" 24 "a" 642 1 "de" "e2"
"3133" "e2_30" 1 "b" 253 1 "RCV" "e2"
"3134" "e2_14" 1 "b" 290 1 "RCV" "e2"
"3135" "e2_26" 1 "b" 295 1 "RCV" "e2"
"3136" "e2_58" 1 "b" 314 1 "RCV" "e2"
"3137" "e2_54" 1 "b" 395 1 "RCV" "e2"
"3138" "e2_42" 1 "b" 403 1 "RCV" "e2"
"3139" "e2_10" 1 "b" 444 1 "RCV" "e2"
"3140" "e2_2" 1 "b" 499 1 "RCV" "e2"
"3141" "e2_46" 1 "b" 563 1 "RCV" "e2"
"3142" "e2_50" 1 "b" 575 1 "RCV" "e2"
"3143" "e2_34" 1 "b" 610 1 "RCV" "e2"
"3144" "e2_18" 1 "b" 657 1 "RCV" "e2"
"3145" "e2_22" 1 "b" 661 1 "RCV" "e2"
"3146" "e2_6" 1 "b" 668 1 "RCV" "e2"
"3147" "e2_38" 1 "b" 734 1 "RCV" "e2"
"3148" "e2_13" 2 "b" 205 1 "RCV" "e2"
"3149" "e2_29" 2 "b" 298 1 "RCV" "e2"
"3150" "e2_53" 2 "b" 317 1 "RCV" "e2"
"3151" "e2_5" 2 "b" 374 1 "RCV" "e2"
"3152" "e2_17" 2 "b" 445 1 "RCV" "e2"
"3153" "e2_49" 2 "b" 476 1 "RCV" "e2"
"3154" "e2_21" 2 "b" 477 1 "RCV" "e2"
"3155" "e2_57" 2 "b" 520 1 "RCV" "e2"
"3156" "e2_41" 2 "b" 548 1 "RCV" "e2"
"3157" "e2_9" 2 "b" 615 1 "RCV" "e2"
"3158" "e2_25" 2 "b" 713 1 "RCV" "e2"
"3159" "e2_33" 2 "b" 748 1 "RCV" "e2"
"3160" "e2_37" 2 "b" 861 1 "RCV" "e2"
"3161" "e2_45" 2 "b" 1219 1 "RCV" "e2"
"3162" "e2_40" 3 "b" 257 1 "RCV" "e2"
"3163" "e2_48" 3 "b" 273 1 "RCV" "e2"
"3164" "e2_60" 3 "b" 322 1 "RCV" "e2"
"3165" "e2_28" 3 "b" 327 1 "RCV" "e2"
"3166" "e2_16" 3 "b" 333 1 "RCV" "e2"
"3167" "e2_8" 3 "b" 343 1 "RCV" "e2"
"3168" "e2_36" 3 "b" 411 1 "RCV" "e2"
"3169" "e2_4" 3 "b" 442 1 "RCV" "e2"
"3170" "e2_56" 3 "b" 491 1 "RCV" "e2"
"3171" "e2_52" 3 "b" 562 1 "RCV" "e2"
"3172" "e2_44" 3 "b" 732 1 "RCV" "e2"
"3173" "e2_20" 3 "b" 751 1 "RCV" "e2"
"3174" "e2_32" 3 "b" 861 1 "RCV" "e2"
"3175" "e2_12" 3 "b" 1142 1 "RCV" "e2"
"3176" "e2_24" 3 "b" 1304 1 "RCV" "e2"
"3177" "e2_19" 4 "b" 131 1 "RCV" "e2"
"3178" "e2_59" 4 "b" 158 1 "RCV" "e2"
"3179" "e2_3" 4 "b" 338 1 "RCV" "e2"
"3180" "e2_27" 4 "b" 431 1 "RCV" "e2"
"3181" "e2_23" 4 "b" 440 1 "RCV" "e2"
"3182" "e2_15" 4 "b" 442 1 "RCV" "e2"
"3183" "e2_51" 4 "b" 466 1 "RCV" "e2"
"3184" "e2_55" 4 "b" 477 1 "RCV" "e2"
"3185" "e2_39" 4 "b" 608 1 "RCV" "e2"
"3186" "e2_47" 4 "b" 878 1 "RCV" "e2"
"3187" "e2_43" 4 "b" 902 1 "RCV" "e2"
"3188" "e2_31" 4 "b" 906 1 "RCV" "e2"
"3189" "e2_35" 4 "b" 1070 1 "RCV" "e2"
"3190" "e2_7" 4 "b" 1148 1 "RCV" "e2"
"3191" "e2_30" 5 "b" 267 1 "RCV" "e2"
"3192" "e2_18" 5 "b" 279 1 "RCV" "e2"
"3193" "e2_26" 5 "b" 279 1 "RCV" "e2"
"3194" "e2_58" 5 "b" 287 1 "RCV" "e2"
"3195" "e2_6" 5 "b" 321 1 "RCV" "e2"
"3196" "e2_2" 5 "b" 332 1 "RCV" "e2"
"3197" "e2_14" 5 "b" 342 1 "RCV" "e2"
"3198" "e2_34" 5 "b" 432 1 "RCV" "e2"
"3199" "e2_54" 5 "b" 436 1 "RCV" "e2"
"3200" "e2_38" 5 "b" 476 1 "RCV" "e2"
"3201" "e2_42" 5 "b" 516 1 "RCV" "e2"
"3202" "e2_46" 5 "b" 526 1 "RCV" "e2"
"3203" "e2_50" 5 "b" 594 1 "RCV" "e2"
"3204" "e2_10" 5 "b" 905 1 "RCV" "e2"
"3205" "e2_22" 5 "b" 1028 1 "RCV" "e2"
"3206" "e2_29" 6 "b" 253 1 "RCV" "e2"
"3207" "e2_5" 6 "b" 299 1 "RCV" "e2"
"3208" "e2_41" 6 "b" 314 1 "RCV" "e2"
"3209" "e2_45" 6 "b" 319 1 "RCV" "e2"
"3210" "e2_37" 6 "b" 349 1 "RCV" "e2"
"3211" "e2_21" 6 "b" 350 1 "RCV" "e2"
"3212" "e2_25" 6 "b" 427 1 "RCV" "e2"
"3213" "e2_13" 6 "b" 475 1 "RCV" "e2"
"3214" "e2_9" 6 "b" 509 1 "RCV" "e2"
"3215" "e2_53" 6 "b" 589 1 "RCV" "e2"
"3216" "e2_17" 6 "b" 618 1 "RCV" "e2"
"3217" "e2_57" 6 "b" 685 1 "RCV" "e2"
"3218" "e2_33" 6 "b" 920 1 "RCV" "e2"
"3219" "e2_49" 6 "b" 1179 1 "RCV" "e2"
"3220" "e2_56" 7 "b" 255 1 "RCV" "e2"
"3221" "e2_4" 7 "b" 272 1 "RCV" "e2"
"3222" "e2_40" 7 "b" 279 1 "RCV" "e2"
"3223" "e2_48" 7 "b" 306 1 "RCV" "e2"
"3224" "e2_16" 7 "b" 319 1 "RCV" "e2"
"3225" "e2_20" 7 "b" 362 1 "RCV" "e2"
"3226" "e2_8" 7 "b" 468 1 "RCV" "e2"
"3227" "e2_60" 7 "b" 522 1 "RCV" "e2"
"3228" "e2_52" 7 "b" 626 1 "RCV" "e2"
"3229" "e2_36" 7 "b" 653 1 "RCV" "e2"
"3230" "e2_44" 7 "b" 659 2 "RCV" "e2"
"3231" "e2_28" 7 "b" 720 1 "RCV" "e2"
"3232" "e2_12" 7 "b" 983 1 "RCV" "e2"
"3233" "e2_32" 7 "b" 1389 1 "RCV" "e2"
"3234" "e2_24" 7 "b" 1606 1 "RCV" "e2"
"3235" "e2_19" 8 "b" 343 1 "RCV" "e2"
"3236" "e2_3" 8 "b" 372 1 "RCV" "e2"
"3237" "e2_23" 8 "b" 379 1 "RCV" "e2"
"3238" "e2_27" 8 "b" 405 1 "RCV" "e2"
"3239" "e2_55" 8 "b" 417 1 "RCV" "e2"
"3240" "e2_51" 8 "b" 457 1 "RCV" "e2"
"3241" "e2_59" 8 "b" 488 1 "RCV" "e2"
"3242" "e2_43" 8 "b" 492 1 "RCV" "e2"
"3243" "e2_15" 8 "b" 533 1 "RCV" "e2"
"3244" "e2_39" 8 "b" 606 1 "RCV" "e2"
"3245" "e2_47" 8 "b" 721 1 "RCV" "e2"
"3246" "e2_35" 8 "b" 912 1 "RCV" "e2"
"3247" "e2_31" 8 "b" 1375 1 "RCV" "e2"
"3248" "e2_7" 8 "b" 1590 1 "RCV" "e2"
"3249" "e2_26" 9 "b" 240 1 "RCV" "e2"
"3250" "e2_58" 9 "b" 259 1 "RCV" "e2"
"3251" "e2_30" 9 "b" 286 1 "RCV" "e2"
"3252" "e2_14" 9 "b" 356 1 "RCV" "e2"
"3253" "e2_2" 9 "b" 358 1 "RCV" "e2"
"3254" "e2_42" 9 "b" 422 2 "RCV" "e2"
"3255" "e2_18" 9 "b" 441 1 "RCV" "e2"
"3256" "e2_10" 9 "b" 490 1 "RCV" "e2"
"3257" "e2_54" 9 "b" 502 1 "RCV" "e2"
"3258" "e2_50" 9 "b" 513 1 "RCV" "e2"
"3259" "e2_38" 9 "b" 563 1 "RCV" "e2"
"3260" "e2_22" 9 "b" 655 1 "RCV" "e2"
"3261" "e2_34" 9 "b" 899 1 "RCV" "e2"
"3262" "e2_46" 9 "b" 1013 1 "RCV" "e2"
"3263" "e2_6" 9 "b" 1547 1 "RCV" "e2"
"3264" "e2_29" 10 "b" 191 2 "RCV" "e2"
"3265" "e2_13" 10 "b" 303 1 "RCV" "e2"
"3266" "e2_5" 10 "b" 330 1 "RCV" "e2"
"3267" "e2_49" 10 "b" 363 1 "RCV" "e2"
"3268" "e2_37" 10 "b" 462 1 "RCV" "e2"
"3269" "e2_21" 10 "b" 494 1 "RCV" "e2"
"3270" "e2_53" 10 "b" 501 1 "RCV" "e2"
"3271" "e2_17" 10 "b" 548 1 "RCV" "e2"
"3272" "e2_33" 10 "b" 563 1 "RCV" "e2"
"3273" "e2_45" 10 "b" 650 1 "RCV" "e2"
"3274" "e2_57" 10 "b" 699 1 "RCV" "e2"
"3275" "e2_9" 10 "b" 782 1 "RCV" "e2"
"3276" "e2_41" 10 "b" 948 1 "RCV" "e2"
"3277" "e2_25" 10 "b" 3086 1 "RCV" "e2"
"3278" "e2_40" 11 "b" 202 2 "RCV" "e2"
"3279" "e2_56" 11 "b" 234 2 "RCV" "e2"
"3280" "e2_12" 11 "b" 247 1 "RCV" "e2"
"3281" "e2_16" 11 "b" 247 1 "RCV" "e2"
"3282" "e2_60" 11 "b" 313 1 "RCV" "e2"
"3283" "e2_24" 11 "b" 402 1 "RCV" "e2"
"3284" "e2_52" 11 "b" 414 1 "RCV" "e2"
"3285" "e2_4" 11 "b" 431 2 "RCV" "e2"
"3286" "e2_20" 11 "b" 449 1 "RCV" "e2"
"3287" "e2_48" 11 "b" 489 2 "RCV" "e2"
"3288" "e2_8" 11 "b" 568 2 "RCV" "e2"
"3289" "e2_32" 11 "b" 587 2 "RCV" "e2"
"3290" "e2_44" 11 "b" 634 2 "RCV" "e2"
"3291" "e2_28" 11 "b" 835 1 "RCV" "e2"
"3292" "e2_36" 11 "b" 1094 2 "RCV" "e2"
"3293" "e2_59" 12 "b" 229 1 "RCV" "e2"
"3294" "e2_19" 12 "b" 271 1 "RCV" "e2"
"3295" "e2_55" 12 "b" 333 1 "RCV" "e2"
"3296" "e2_51" 12 "b" 362 1 "RCV" "e2"
"3297" "e2_15" 12 "b" 386 1 "RCV" "e2"
"3298" "e2_27" 12 "b" 395 1 "RCV" "e2"
"3299" "e2_39" 12 "b" 467 1 "RCV" "e2"
"3300" "e2_43" 12 "b" 497 1 "RCV" "e2"
"3301" "e2_47" 12 "b" 519 1 "RCV" "e2"
"3302" "e2_3" 12 "b" 554 1 "RCV" "e2"
"3303" "e2_35" 12 "b" 562 1 "RCV" "e2"
"3304" "e2_7" 12 "b" 592 1 "RCV" "e2"
"3305" "e2_31" 12 "b" 1398 1 "RCV" "e2"
"3306" "e2_23" 12 "b" 1522 1 "RCV" "e2"
"3307" "e2_18" 13 "b" 193 1 "RCV" "e2"
"3308" "e2_30" 13 "b" 270 1 "RCV" "e2"
"3309" "e2_2" 13 "b" 280 1 "RCV" "e2"
"3310" "e2_14" 13 "b" 450 1 "RCV" "e2"
"3311" "e2_58" 13 "b" 462 1 "RCV" "e2"
"3312" "e2_54" 13 "b" 465 1 "RCV" "e2"
"3313" "e2_34" 13 "b" 507 1 "RCV" "e2"
"3314" "e2_38" 13 "b" 509 1 "RCV" "e2"
"3315" "e2_50" 13 "b" 513 1 "RCV" "e2"
"3316" "e2_26" 13 "b" 515 1 "RCV" "e2"
"3317" "e2_22" 13 "b" 527 1 "RCV" "e2"
"3318" "e2_10" 13 "b" 545 1 "RCV" "e2"
"3319" "e2_46" 13 "b" 582 1 "RCV" "e2"
"3320" "e2_42" 13 "b" 705 1 "RCV" "e2"
"3321" "e2_6" 13 "b" 714 1 "RCV" "e2"
"3322" "e2_29" 14 "b" 220 1 "RCV" "e2"
"3323" "e2_13" 14 "b" 257 1 "RCV" "e2"
"3324" "e2_53" 14 "b" 278 1 "RCV" "e2"
"3325" "e2_45" 14 "b" 362 1 "RCV" "e2"
"3326" "e2_37" 14 "b" 368 1 "RCV" "e2"
"3327" "e2_41" 14 "b" 388 1 "RCV" "e2"
"3328" "e2_49" 14 "b" 389 1 "RCV" "e2"
"3329" "e2_33" 14 "b" 403 1 "RCV" "e2"
"3330" "e2_21" 14 "b" 582 1 "RCV" "e2"
"3331" "e2_17" 14 "b" 659 1 "RCV" "e2"
"3332" "e2_5" 14 "b" 741 1 "RCV" "e2"
"3333" "e2_57" 14 "b" 908 1 "RCV" "e2"
"3334" "e2_9" 14 "b" 1441 1 "RCV" "e2"
"3335" "e2_25" 14 "b" 1739 1 "RCV" "e2"
"3336" "e2_40" 15 "b" 240 1 "RCV" "e2"
"3337" "e2_56" 15 "b" 276 1 "RCV" "e2"
"3338" "e2_4" 15 "b" 283 1 "RCV" "e2"
"3339" "e2_16" 15 "b" 302 1 "RCV" "e2"
"3340" "e2_12" 15 "b" 338 1 "RCV" "e2"
"3341" "e2_36" 15 "b" 416 2 "RCV" "e2"
"3342" "e2_24" 15 "b" 462 1 "RCV" "e2"
"3343" "e2_8" 15 "b" 471 1 "RCV" "e2"
"3344" "e2_20" 15 "b" 533 1 "RCV" "e2"
"3345" "e2_48" 15 "b" 533 1 "RCV" "e2"
"3346" "e2_52" 15 "b" 578 1 "RCV" "e2"
"3347" "e2_44" 15 "b" 615 1 "RCV" "e2"
"3348" "e2_28" 15 "b" 702 1 "RCV" "e2"
"3349" "e2_60" 15 "b" 867 1 "RCV" "e2"
"3350" "e2_32" 15 "b" 1797 1 "RCV" "e2"
"3351" "e2_35" 16 "b" 263 1 "RCV" "e2"
"3352" "e2_15" 16 "b" 308 1 "RCV" "e2"
"3353" "e2_19" 16 "b" 346 1 "RCV" "e2"
"3354" "e2_59" 16 "b" 350 1 "RCV" "e2"
"3355" "e2_55" 16 "b" 357 1 "RCV" "e2"
"3356" "e2_3" 16 "b" 377 1 "RCV" "e2"
"3357" "e2_39" 16 "b" 543 1 "RCV" "e2"
"3358" "e2_43" 16 "b" 584 2 "RCV" "e2"
"3359" "e2_27" 16 "b" 593 1 "RCV" "e2"
"3360" "e2_47" 16 "b" 597 1 "RCV" "e2"
"3361" "e2_7" 16 "b" 679 1 "RCV" "e2"
"3362" "e2_23" 16 "b" 984 1 "RCV" "e2"
"3363" "e2_31" 16 "b" 1053 1 "RCV" "e2"
"3364" "e2_51" 16 "b" 1277 1 "RCV" "e2"
"3365" "e2_26" 17 "b" 240 1 "RCV" "e2"
"3366" "e2_18" 17 "b" 244 1 "RCV" "e2"
"3367" "e2_30" 17 "b" 258 1 "RCV" "e2"
"3368" "e2_14" 17 "b" 270 1 "RCV" "e2"
"3369" "e2_6" 17 "b" 304 1 "RCV" "e2"
"3370" "e2_54" 17 "b" 374 1 "RCV" "e2"
"3371" "e2_46" 17 "b" 379 1 "RCV" "e2"
"3372" "e2_58" 17 "b" 392 1 "RCV" "e2"
"3373" "e2_34" 17 "b" 636 1 "RCV" "e2"
"3374" "e2_2" 17 "b" 642 1 "RCV" "e2"
"3375" "e2_38" 17 "b" 847 1 "RCV" "e2"
"3376" "e2_22" 17 "b" 970 1 "RCV" "e2"
"3377" "e2_10" 17 "b" 1105 1 "RCV" "e2"
"3378" "e2_42" 17 "b" 1181 1 "RCV" "e2"
"3379" "e2_50" 17 "b" 1629 1 "RCV" "e2"
"3380" "e2_13" 18 "b" 155 2 "RCV" "e2"
"3381" "e2_29" 18 "b" 259 1 "RCV" "e2"
"3382" "e2_5" 18 "b" 284 1 "RCV" "e2"
"3383" "e2_53" 18 "b" 406 1 "RCV" "e2"
"3384" "e2_17" 18 "b" 475 1 "RCV" "e2"
"3385" "e2_45" 18 "b" 498 1 "RCV" "e2"
"3386" "e2_21" 18 "b" 504 1 "RCV" "e2"
"3387" "e2_41" 18 "b" 527 1 "RCV" "e2"
"3388" "e2_33" 18 "b" 577 1 "RCV" "e2"
"3389" "e2_57" 18 "b" 637 1 "RCV" "e2"
"3390" "e2_25" 18 "b" 647 1 "RCV" "e2"
"3391" "e2_37" 18 "b" 994 1 "RCV" "e2"
"3392" "e2_9" 18 "b" 1292 1 "RCV" "e2"
"3393" "e2_49" 18 "b" 1672 1 "RCV" "e2"
"3394" "e2_40" 19 "b" 215 1 "RCV" "e2"
"3395" "e2_60" 19 "b" 282 2 "RCV" "e2"
"3396" "e2_56" 19 "b" 309 1 "RCV" "e2"
"3397" "e2_4" 19 "b" 315 1 "RCV" "e2"
"3398" "e2_20" 19 "b" 328 1 "RCV" "e2"
"3399" "e2_28" 19 "b" 354 1 "RCV" "e2"
"3400" "e2_12" 19 "b" 370 1 "RCV" "e2"
"3401" "e2_16" 19 "b" 370 1 "RCV" "e2"
"3402" "e2_48" 19 "b" 432 1 "RCV" "e2"
"3403" "e2_36" 19 "b" 443 1 "RCV" "e2"
"3404" "e2_52" 19 "b" 460 1 "RCV" "e2"
"3405" "e2_44" 19 "b" 705 1 "RCV" "e2"
"3406" "e2_24" 19 "b" 755 1 "RCV" "e2"
"3407" "e2_32" 19 "b" 781 1 "RCV" "e2"
"3408" "e2_8" 19 "b" 816 1 "RCV" "e2"
"3409" "e2_19" 20 "b" 285 1 "RCV" "e2"
"3410" "e2_59" 20 "b" 344 1 "RCV" "e2"
"3411" "e2_51" 20 "b" 422 1 "RCV" "e2"
"3412" "e2_15" 20 "b" 478 1 "RCV" "e2"
"3413" "e2_43" 20 "b" 489 1 "RCV" "e2"
"3414" "e2_35" 20 "b" 525 1 "RCV" "e2"
"3415" "e2_47" 20 "b" 638 2 "RCV" "e2"
"3416" "e2_23" 20 "b" 668 1 "RCV" "e2"
"3417" "e2_39" 20 "b" 793 1 "RCV" "e2"
"3418" "e2_27" 20 "b" 800 1 "RCV" "e2"
"3419" "e2_55" 20 "b" 801 2 "RCV" "e2"
"3420" "e2_7" 20 "b" 872 1 "RCV" "e2"
"3421" "e2_3" 20 "b" 1004 1 "RCV" "e2"
"3422" "e2_31" 20 "b" 1077 1 "RCV" "e2"
"3423" "e2_18" 21 "b" 298 1 "RCV" "e2"
"3424" "e2_26" 21 "b" 300 1 "RCV" "e2"
"3425" "e2_10" 21 "b" 459 1 "RCV" "e2"
"3426" "e2_34" 21 "b" 471 1 "RCV" "e2"
"3427" "e2_54" 21 "b" 484 1 "RCV" "e2"
"3428" "e2_2" 21 "b" 494 1 "RCV" "e2"
"3429" "e2_22" 21 "b" 510 1 "RCV" "e2"
"3430" "e2_30" 21 "b" 623 1 "RCV" "e2"
"3431" "e2_58" 21 "b" 659 1 "RCV" "e2"
"3432" "e2_46" 21 "b" 843 2 "RCV" "e2"
"3433" "e2_14" 21 "b" 859 1 "RCV" "e2"
"3434" "e2_42" 21 "b" 887 1 "RCV" "e2"
"3435" "e2_50" 21 "b" 933 1 "RCV" "e2"
"3436" "e2_38" 21 "b" 1037 1 "RCV" "e2"
"3437" "e2_6" 21 "b" 1176 1 "RCV" "e2"
"3438" "e2_29" 22 "b" 202 1 "RCV" "e2"
"3439" "e2_13" 22 "b" 263 1 "RCV" "e2"
"3440" "e2_49" 22 "b" 410 1 "RCV" "e2"
"3441" "e2_45" 22 "b" 413 1 "RCV" "e2"
"3442" "e2_21" 22 "b" 492 1 "RCV" "e2"
"3443" "e2_53" 22 "b" 544 1 "RCV" "e2"
"3444" "e2_5" 22 "b" 591 1 "RCV" "e2"
"3445" "e2_17" 22 "b" 623 1 "RCV" "e2"
"3446" "e2_25" 22 "b" 666 1 "RCV" "e2"
"3447" "e2_57" 22 "b" 678 1 "RCV" "e2"
"3448" "e2_9" 22 "b" 714 1 "RCV" "e2"
"3449" "e2_33" 22 "b" 824 1 "RCV" "e2"
"3450" "e2_37" 22 "b" 1025 1 "RCV" "e2"
"3451" "e2_41" 22 "b" 1275 1 "RCV" "e2"
"3452" "e2_40" 23 "b" 225 1 "RCV" "e2"
"3453" "e2_20" 23 "b" 255 1 "RCV" "e2"
"3454" "e2_56" 23 "b" 275 1 "RCV" "e2"
"3455" "e2_16" 23 "b" 292 1 "RCV" "e2"
"3456" "e2_12" 23 "b" 352 1 "RCV" "e2"
"3457" "e2_4" 23 "b" 387 1 "RCV" "e2"
"3458" "e2_60" 23 "b" 394 2 "RCV" "e2"
"3459" "e2_48" 23 "b" 594 1 "RCV" "e2"
"3460" "e2_8" 23 "b" 614 2 "RCV" "e2"
"3461" "e2_36" 23 "b" 898 1 "RCV" "e2"
"3462" "e2_44" 23 "b" 1001 1 "RCV" "e2"
"3463" "e2_52" 23 "b" 1196 1 "RCV" "e2"
"3464" "e2_32" 23 "b" 1290 1 "RCV" "e2"
"3465" "e2_24" 23 "b" 1606 1 "RCV" "e2"
"3466" "e2_28" 23 "b" 2891 1 "RCV" "e2"
"3467" "e2_59" 24 "b" 252 1 "RCV" "e2"
"3468" "e2_15" 24 "b" 277 1 "RCV" "e2"
"3469" "e2_55" 24 "b" 334 1 "RCV" "e2"
"3470" "e2_19" 24 "b" 372 1 "RCV" "e2"
"3471" "e2_7" 24 "b" 373 1 "RCV" "e2"
"3472" "e2_23" 24 "b" 376 1 "RCV" "e2"
"3473" "e2_3" 24 "b" 407 1 "RCV" "e2"
"3474" "e2_39" 24 "b" 412 1 "RCV" "e2"
"3475" "e2_43" 24 "b" 420 1 "RCV" "e2"
"3476" "e2_27" 24 "b" 548 1 "RCV" "e2"
"3477" "e2_51" 24 "b" 642 1 "RCV" "e2"
"3478" "e2_47" 24 "b" 644 1 "RCV" "e2"
"3479" "e2_35" 24 "b" 664 1 "RCV" "e2"
"3480" "e2_31" 24 "b" 1016 1 "RCV" "e2"
"3481" "e2_59" 1 "c" 244 1 "RCV" "e2"
"3482" "e2_35" 1 "c" 263 1 "RCV" "e2"
"3483" "e2_19" 1 "c" 305 1 "RCV" "e2"
"3484" "e2_15" 1 "c" 328 1 "RCV" "e2"
"3485" "e2_27" 1 "c" 339 1 "RCV" "e2"
"3486" "e2_43" 1 "c" 369 1 "RCV" "e2"
"3487" "e2_47" 1 "c" 426 1 "RCV" "e2"
"3488" "e2_7" 1 "c" 432 1 "RCV" "e2"
"3489" "e2_3" 1 "c" 438 1 "RCV" "e2"
"3490" "e2_23" 1 "c" 468 1 "RCV" "e2"
"3491" "e2_51" 1 "c" 586 1 "RCV" "e2"
"3492" "e2_55" 1 "c" 605 1 "RCV" "e2"
"3493" "e2_31" 1 "c" 795 1 "RCV" "e2"
"3494" "e2_39" 1 "c" 827 1 "RCV" "e2"
"3495" "e2_30" 2 "c" 202 1 "RCV" "e2"
"3496" "e2_18" 2 "c" 258 1 "RCV" "e2"
"3497" "e2_26" 2 "c" 263 1 "RCV" "e2"
"3498" "e2_22" 2 "c" 295 1 "RCV" "e2"
"3499" "e2_58" 2 "c" 318 1 "RCV" "e2"
"3500" "e2_54" 2 "c" 368 1 "RCV" "e2"
"3501" "e2_14" 2 "c" 409 1 "RCV" "e2"
"3502" "e2_10" 2 "c" 431 1 "RCV" "e2"
"3503" "e2_2" 2 "c" 435 2 "RCV" "e2"
"3504" "e2_50" 2 "c" 500 1 "RCV" "e2"
"3505" "e2_42" 2 "c" 642 2 "RCV" "e2"
"3506" "e2_38" 2 "c" 685 1 "RCV" "e2"
"3507" "e2_34" 2 "c" 946 2 "RCV" "e2"
"3508" "e2_6" 2 "c" 1243 1 "RCV" "e2"
"3509" "e2_46" 2 "c" 1544 1 "RCV" "e2"
"3510" "e2_13" 3 "c" 248 1 "RCV" "e2"
"3511" "e2_29" 3 "c" 276 1 "RCV" "e2"
"3512" "e2_5" 3 "c" 301 1 "RCV" "e2"
"3513" "e2_21" 3 "c" 318 1 "RCV" "e2"
"3514" "e2_41" 3 "c" 337 1 "RCV" "e2"
"3515" "e2_45" 3 "c" 371 1 "RCV" "e2"
"3516" "e2_53" 3 "c" 443 1 "RCV" "e2"
"3517" "e2_25" 3 "c" 471 1 "RCV" "e2"
"3518" "e2_57" 3 "c" 563 1 "RCV" "e2"
"3519" "e2_49" 3 "c" 627 1 "RCV" "e2"
"3520" "e2_37" 3 "c" 646 1 "RCV" "e2"
"3521" "e2_33" 3 "c" 654 1 "RCV" "e2"
"3522" "e2_9" 3 "c" 841 1 "RCV" "e2"
"3523" "e2_17" 3 "c" 947 1 "RCV" "e2"
"3524" "e2_40" 4 "c" 205 1 "RCV" "e2"
"3525" "e2_4" 4 "c" 302 1 "RCV" "e2"
"3526" "e2_56" 4 "c" 344 1 "RCV" "e2"
"3527" "e2_60" 4 "c" 398 2 "RCV" "e2"
"3528" "e2_16" 4 "c" 419 1 "RCV" "e2"
"3529" "e2_20" 4 "c" 447 1 "RCV" "e2"
"3530" "e2_12" 4 "c" 470 1 "RCV" "e2"
"3531" "e2_8" 4 "c" 483 1 "RCV" "e2"
"3532" "e2_52" 4 "c" 521 1 "RCV" "e2"
"3533" "e2_48" 4 "c" 531 1 "RCV" "e2"
"3534" "e2_28" 4 "c" 545 1 "RCV" "e2"
"3535" "e2_44" 4 "c" 720 1 "RCV" "e2"
"3536" "e2_36" 4 "c" 726 1 "RCV" "e2"
"3537" "e2_24" 4 "c" 1057 1 "RCV" "e2"
"3538" "e2_32" 4 "c" 1572 1 "RCV" "e2"
"3539" "e2_35" 5 "c" 195 1 "RCV" "e2"
"3540" "e2_47" 5 "c" 213 1 "RCV" "e2"
