ID	exp	item	condition	CL 	BEI	aligned.position	region	correct	RT
4	e5	11	b	CL	noBEI	8	7	-	585
4	e5	11	b	CL	noBEI	?	?	0	1518
4	e5	15	b	CL	noBEI	0	0	-	570
4	e5	15	b	CL	noBEI	2	1	-	681
4	e5	15	b	CL	noBEI	3	2	-	554
4	e5	15	b	CL	noBEI	4	3	-	283
4	e5	15	b	CL	noBEI	5	4	-	657
4	e5	15	b	CL	noBEI	6	5	-	434
4	e5	15	b	CL	noBEI	7	6	-	339
4	e5	15	b	CL	noBEI	8	7	-	458
4	e5	15	b	CL	noBEI	?	?	1	3383
4	e5	19	b	CL	noBEI	0	0	-	490
4	e5	19	b	CL	noBEI	2	1	-	490
4	e5	19	b	CL	noBEI	3	2	-	602
4	e5	19	b	CL	noBEI	4	3	-	450
4	e5	19	b	CL	noBEI	5	4	-	633
4	e5	19	b	CL	noBEI	6	5	-	506
4	e5	19	b	CL	noBEI	7	6	-	673
4	e5	19	b	CL	noBEI	8	7	-	578
4	e5	19	b	CL	noBEI	?	?	1	1911
4	e5	23	b	CL	noBEI	0	0	-	435
4	e5	23	b	CL	noBEI	2	1	-	553
4	e5	23	b	CL	noBEI	3	2	-	1016
4	e5	23	b	CL	noBEI	4	3	-	395
4	e5	23	b	CL	noBEI	5	4	-	689
4	e5	23	b	CL	noBEI	6	5	-	737
4	e5	23	b	CL	noBEI	7	6	-	2002
4	e5	23	b	CL	noBEI	8	7	-	1994
4	e5	23	b	CL	noBEI	?	?	1	2012
5	e5	2	b	CL	noBEI	0	0	-	363
5	e5	2	b	CL	noBEI	2	1	-	498
5	e5	2	b	CL	noBEI	3	2	-	569
5	e5	2	b	CL	noBEI	4	3	-	346
5	e5	2	b	CL	noBEI	5	4	-	490
5	e5	2	b	CL	noBEI	6	5	-	760
5	e5	2	b	CL	noBEI	7	6	-	880
5	e5	2	b	CL	noBEI	8	7	-	593
5	e5	2	b	CL	noBEI	?	?	1	1974
5	e5	6	b	CL	noBEI	0	0	-	466
5	e5	6	b	CL	noBEI	2	1	-	450
5	e5	6	b	CL	noBEI	3	2	-	482
5	e5	6	b	CL	noBEI	4	3	-	458
5	e5	6	b	CL	noBEI	5	4	-	3498
5	e5	6	b	CL	noBEI	6	5	-	689
5	e5	6	b	CL	noBEI	7	6	-	378
5	e5	6	b	CL	noBEI	8	7	-	529
5	e5	6	b	CL	noBEI	?	?	0	3309
5	e5	10	b	CL	noBEI	0	0	-	442
5	e5	10	b	CL	noBEI	2	1	-	896
5	e5	10	b	CL	noBEI	3	2	-	521
5	e5	10	b	CL	noBEI	4	3	-	983
5	e5	10	b	CL	noBEI	5	4	-	386
5	e5	10	b	CL	noBEI	6	5	-	625
5	e5	10	b	CL	noBEI	7	6	-	784
5	e5	10	b	CL	noBEI	8	7	-	912
5	e5	10	b	CL	noBEI	?	?	1	5721
5	e5	14	b	CL	noBEI	0	0	-	586
5	e5	14	b	CL	noBEI	2	1	-	784
5	e5	14	b	CL	noBEI	3	2	-	1469
5	e5	14	b	CL	noBEI	4	3	-	346
5	e5	14	b	CL	noBEI	5	4	-	466
5	e5	14	b	CL	noBEI	6	5	-	689
5	e5	14	b	CL	noBEI	7	6	-	386
5	e5	14	b	CL	noBEI	8	7	-	410
5	e5	14	b	CL	noBEI	?	?	1	1598
5	e5	18	b	CL	noBEI	0	0	-	395
5	e5	18	b	CL	noBEI	2	1	-	816
5	e5	18	b	CL	noBEI	3	2	-	394
5	e5	18	b	CL	noBEI	4	3	-	538
5	e5	18	b	CL	noBEI	5	4	-	331
5	e5	18	b	CL	noBEI	6	5	-	474
5	e5	18	b	CL	noBEI	7	6	-	379
5	e5	18	b	CL	noBEI	8	7	-	355
5	e5	18	b	CL	noBEI	?	?	1	2816
5	e5	22	b	CL	noBEI	0	0	-	451
5	e5	22	b	CL	noBEI	2	1	-	554
5	e5	22	b	CL	noBEI	3	2	-	554
5	e5	22	b	CL	noBEI	4	3	-	474
5	e5	22	b	CL	noBEI	5	4	-	2129
5	e5	22	b	CL	noBEI	6	5	-	657
5	e5	22	b	CL	noBEI	7	6	-	371
5	e5	22	b	CL	noBEI	8	7	-	537
5	e5	22	b	CL	noBEI	?	?	1	1751
6	e5	1	b	CL	noBEI	0	0	-	475
6	e5	1	b	CL	noBEI	2	1	-	2751
6	e5	1	b	CL	noBEI	3	2	-	649
6	e5	1	b	CL	noBEI	4	3	-	418
6	e5	1	b	CL	noBEI	5	4	-	403
6	e5	1	b	CL	noBEI	6	5	-	641
6	e5	1	b	CL	noBEI	7	6	-	482
6	e5	1	b	CL	noBEI	8	7	-	641
6	e5	1	b	CL	noBEI	?	?	1	2387
6	e5	5	b	CL	noBEI	0	0	-	443
6	e5	5	b	CL	noBEI	2	1	-	458
6	e5	5	b	CL	noBEI	3	2	-	426
6	e5	5	b	CL	noBEI	4	3	-	403
6	e5	5	b	CL	noBEI	5	4	-	402
6	e5	5	b	CL	noBEI	6	5	-	498
6	e5	5	b	CL	noBEI	7	6	-	538
6	e5	5	b	CL	noBEI	8	7	-	697
6	e5	5	b	CL	noBEI	?	?	1	3070
6	e5	9	b	CL	noBEI	0	0	-	482
6	e5	9	b	CL	noBEI	2	1	-	466
6	e5	9	b	CL	noBEI	3	2	-	498
6	e5	9	b	CL	noBEI	4	3	-	451
6	e5	9	b	CL	noBEI	5	4	-	489
6	e5	9	b	CL	noBEI	6	5	-	537
6	e5	9	b	CL	noBEI	7	6	-	442
6	e5	9	b	CL	noBEI	8	7	-	625
6	e5	9	b	CL	noBEI	?	?	1	2306
6	e5	13	b	CL	noBEI	0	0	-	451
6	e5	13	b	CL	noBEI	2	1	-	976
6	e5	13	b	CL	noBEI	3	2	-	482
6	e5	13	b	CL	noBEI	4	3	-	426
6	e5	13	b	CL	noBEI	5	4	-	411
6	e5	13	b	CL	noBEI	6	5	-	427
6	e5	13	b	CL	noBEI	7	6	-	944
6	e5	13	b	CL	noBEI	8	7	-	729
6	e5	13	b	CL	noBEI	?	?	1	5190
6	e5	17	b	CL	noBEI	0	0	-	737
6	e5	17	b	CL	noBEI	2	1	-	1087
6	e5	17	b	CL	noBEI	3	2	-	1126
6	e5	17	b	CL	noBEI	4	3	-	434
6	e5	17	b	CL	noBEI	5	4	-	514
6	e5	17	b	CL	noBEI	6	5	-	609
6	e5	17	b	CL	noBEI	7	6	-	513
6	e5	17	b	CL	noBEI	8	7	-	1143
6	e5	17	b	CL	noBEI	?	?	1	15331
6	e5	21	b	CL	noBEI	0	0	-	522
6	e5	21	b	CL	noBEI	2	1	-	832
6	e5	21	b	CL	noBEI	3	2	-	919
6	e5	21	b	CL	noBEI	4	3	-	395
6	e5	21	b	CL	noBEI	5	4	-	1445
6	e5	21	b	CL	noBEI	6	5	-	450
6	e5	21	b	CL	noBEI	7	6	-	1095
6	e5	21	b	CL	noBEI	8	7	-	729
6	e5	21	b	CL	noBEI	?	?	1	3049
7	e5	4	b	CL	noBEI	0	0	-	379
7	e5	4	b	CL	noBEI	2	1	-	354
7	e5	4	b	CL	noBEI	3	2	-	490
7	e5	4	b	CL	noBEI	4	3	-	354
7	e5	4	b	CL	noBEI	5	4	-	442
7	e5	4	b	CL	noBEI	6	5	-	1008
7	e5	4	b	CL	noBEI	7	6	-	402
7	e5	4	b	CL	noBEI	8	7	-	586
7	e5	4	b	CL	noBEI	?	?	1	2038
7	e5	8	b	CL	noBEI	0	0	-	347
7	e5	8	b	CL	noBEI	2	1	-	283
7	e5	8	b	CL	noBEI	3	2	-	259
7	e5	8	b	CL	noBEI	4	3	-	657
7	e5	8	b	CL	noBEI	5	4	-	1207
7	e5	8	b	CL	noBEI	6	5	-	514
7	e5	8	b	CL	noBEI	7	6	-	458
7	e5	8	b	CL	noBEI	8	7	-	936
7	e5	8	b	CL	noBEI	?	?	1	2730
7	e5	12	b	CL	noBEI	0	0	-	347
7	e5	12	b	CL	noBEI	2	1	-	331
7	e5	12	b	CL	noBEI	3	2	-	323
7	e5	12	b	CL	noBEI	4	3	-	522
7	e5	12	b	CL	noBEI	5	4	-	513
7	e5	12	b	CL	noBEI	6	5	-	347
7	e5	12	b	CL	noBEI	7	6	-	498
7	e5	12	b	CL	noBEI	8	7	-	1612
7	e5	12	b	CL	noBEI	?	?	1	2841
7	e5	16	b	CL	noBEI	0	0	-	419
7	e5	16	b	CL	noBEI	2	1	-	530
7	e5	16	b	CL	noBEI	3	2	-	753
7	e5	16	b	CL	noBEI	4	3	-	776
7	e5	16	b	CL	noBEI	5	4	-	562
7	e5	16	b	CL	noBEI	6	5	-	466
7	e5	16	b	CL	noBEI	7	6	-	649
7	e5	16	b	CL	noBEI	8	7	-	578
7	e5	16	b	CL	noBEI	?	?	1	4155
7	e5	20	b	CL	noBEI	0	0	-	307
7	e5	20	b	CL	noBEI	2	1	-	466
7	e5	20	b	CL	noBEI	3	2	-	315
7	e5	20	b	CL	noBEI	4	3	-	513
7	e5	20	b	CL	noBEI	5	4	-	832
7	e5	20	b	CL	noBEI	6	5	-	1564
7	e5	20	b	CL	noBEI	7	6	-	267
7	e5	20	b	CL	noBEI	8	7	-	506
7	e5	20	b	CL	noBEI	?	?	1	1782
7	e5	24	b	CL	noBEI	0	0	-	315
7	e5	24	b	CL	noBEI	2	1	-	299
7	e5	24	b	CL	noBEI	3	2	-	482
7	e5	24	b	CL	noBEI	4	3	-	442
7	e5	24	b	CL	noBEI	5	4	-	411
7	e5	24	b	CL	noBEI	6	5	-	386
7	e5	24	b	CL	noBEI	7	6	-	474
7	e5	24	b	CL	noBEI	8	7	-	498
7	e5	24	b	CL	noBEI	?	?	1	1622
8	e5	3	b	CL	noBEI	0	0	-	482
8	e5	3	b	CL	noBEI	2	1	-	498
8	e5	3	b	CL	noBEI	3	2	-	426
8	e5	3	b	CL	noBEI	4	3	-	402
8	e5	3	b	CL	noBEI	5	4	-	681
8	e5	3	b	CL	noBEI	6	5	-	1214
8	e5	3	b	CL	noBEI	7	6	-	458
8	e5	3	b	CL	noBEI	8	7	-	665
8	e5	3	b	CL	noBEI	?	?	1	1574
8	e5	7	b	CL	noBEI	0	0	-	562
8	e5	7	b	CL	noBEI	2	1	-	593
8	e5	7	b	CL	noBEI	3	2	-	466
8	e5	7	b	CL	noBEI	4	3	-	530
8	e5	7	b	CL	noBEI	5	4	-	1015
8	e5	7	b	CL	noBEI	6	5	-	442
8	e5	7	b	CL	noBEI	7	6	-	474
8	e5	7	b	CL	noBEI	8	7	-	657
8	e5	7	b	CL	noBEI	?	?	1	1392
8	e5	11	b	CL	noBEI	0	0	-	482
8	e5	11	b	CL	noBEI	2	1	-	697
8	e5	11	b	CL	noBEI	3	2	-	1270
8	e5	11	b	CL	noBEI	4	3	-	434
8	e5	11	b	CL	noBEI	5	4	-	1015
8	e5	11	b	CL	noBEI	6	5	-	410
8	e5	11	b	CL	noBEI	7	6	-	378
8	e5	11	b	CL	noBEI	8	7	-	649
8	e5	11	b	CL	noBEI	?	?	1	4377
8	e5	15	b	CL	noBEI	0	0	-	434
8	e5	15	b	CL	noBEI	2	1	-	816
8	e5	15	b	CL	noBEI	3	2	-	601
8	e5	15	b	CL	noBEI	4	3	-	1254
8	e5	15	b	CL	noBEI	5	4	-	919
8	e5	15	b	CL	noBEI	6	5	-	370
8	e5	15	b	CL	noBEI	7	6	-	482
8	e5	15	b	CL	noBEI	8	7	-	402
8	e5	15	b	CL	noBEI	?	?	1	2537
8	e5	19	b	CL	noBEI	0	0	-	482
8	e5	19	b	CL	noBEI	2	1	-	394
8	e5	19	b	CL	noBEI	3	2	-	442
8	e5	19	b	CL	noBEI	4	3	-	410
8	e5	19	b	CL	noBEI	5	4	-	1182
8	e5	19	b	CL	noBEI	6	5	-	362
8	e5	19	b	CL	noBEI	7	6	-	418
8	e5	19	b	CL	noBEI	8	7	-	498
8	e5	19	b	CL	noBEI	?	?	1	2450
8	e5	23	b	CL	noBEI	0	0	-	371
8	e5	23	b	CL	noBEI	2	1	-	498
8	e5	23	b	CL	noBEI	3	2	-	1183
8	e5	23	b	CL	noBEI	4	3	-	418
8	e5	23	b	CL	noBEI	5	4	-	1604
8	e5	23	b	CL	noBEI	6	5	-	386
8	e5	23	b	CL	noBEI	7	6	-	386
8	e5	23	b	CL	noBEI	8	7	-	419
8	e5	23	b	CL	noBEI	?	?	1	2305
9	e5	2	b	CL	noBEI	0	0	-	379
9	e5	2	b	CL	noBEI	2	1	-	442
9	e5	2	b	CL	noBEI	3	2	-	410
9	e5	2	b	CL	noBEI	4	3	-	458
9	e5	2	b	CL	noBEI	5	4	-	394
9	e5	2	b	CL	noBEI	6	5	-	482
9	e5	2	b	CL	noBEI	7	6	-	442
9	e5	2	b	CL	noBEI	8	7	-	553
9	e5	2	b	CL	noBEI	?	?	1	7432
9	e5	6	b	CL	noBEI	0	0	-	411
9	e5	6	b	CL	noBEI	2	1	-	347
9	e5	6	b	CL	noBEI	3	2	-	474
9	e5	6	b	CL	noBEI	4	3	-	410
9	e5	6	b	CL	noBEI	5	4	-	3746
9	e5	6	b	CL	noBEI	6	5	-	458
9	e5	6	b	CL	noBEI	7	6	-	387
9	e5	6	b	CL	noBEI	8	7	-	769
9	e5	6	b	CL	noBEI	?	?	1	1553
9	e5	10	b	CL	noBEI	0	0	-	427
9	e5	10	b	CL	noBEI	2	1	-	450
9	e5	10	b	CL	noBEI	3	2	-	561
9	e5	10	b	CL	noBEI	4	3	-	506
9	e5	10	b	CL	noBEI	5	4	-	1827
9	e5	10	b	CL	noBEI	6	5	-	394
9	e5	10	b	CL	noBEI	7	6	-	490
9	e5	10	b	CL	noBEI	8	7	-	577
9	e5	10	b	CL	noBEI	?	?	1	3070
9	e5	14	b	CL	noBEI	0	0	-	403
9	e5	14	b	CL	noBEI	2	1	-	434
9	e5	14	b	CL	noBEI	3	2	-	418
9	e5	14	b	CL	noBEI	4	3	-	450
9	e5	14	b	CL	noBEI	5	4	-	386
9	e5	14	b	CL	noBEI	6	5	-	458
9	e5	14	b	CL	noBEI	7	6	-	418
9	e5	14	b	CL	noBEI	8	7	-	434
9	e5	14	b	CL	noBEI	?	?	1	1146
9	e5	18	b	CL	noBEI	0	0	-	339
9	e5	18	b	CL	noBEI	2	1	-	577
9	e5	18	b	CL	noBEI	3	2	-	1270
9	e5	18	b	CL	noBEI	4	3	-	338
9	e5	18	b	CL	noBEI	5	4	-	426
9	e5	18	b	CL	noBEI	6	5	-	346
9	e5	18	b	CL	noBEI	7	6	-	402
9	e5	18	b	CL	noBEI	8	7	-	418
9	e5	18	b	CL	noBEI	?	?	1	2673
9	e5	22	b	CL	noBEI	0	0	-	450
9	e5	22	b	CL	noBEI	2	1	-	1230
9	e5	22	b	CL	noBEI	3	2	-	617
9	e5	22	b	CL	noBEI	4	3	-	474
9	e5	22	b	CL	noBEI	5	4	-	514
9	e5	22	b	CL	noBEI	6	5	-	1007
9	e5	22	b	CL	noBEI	7	6	-	466
9	e5	22	b	CL	noBEI	8	7	-	673
9	e5	22	b	CL	noBEI	?	?	1	1582
10	e5	1	b	CL	noBEI	0	0	-	434
10	e5	1	b	CL	noBEI	2	1	-	418
10	e5	1	b	CL	noBEI	3	2	-	466
10	e5	1	b	CL	noBEI	4	3	-	346
10	e5	1	b	CL	noBEI	5	4	-	307
10	e5	1	b	CL	noBEI	6	5	-	354
10	e5	1	b	CL	noBEI	7	6	-	338
10	e5	1	b	CL	noBEI	8	7	-	363
10	e5	1	b	CL	noBEI	?	?	1	843
10	e5	5	b	CL	noBEI	0	0	-	371
10	e5	5	b	CL	noBEI	2	1	-	442
10	e5	5	b	CL	noBEI	3	2	-	339
10	e5	5	b	CL	noBEI	4	3	-	562
10	e5	5	b	CL	noBEI	5	4	-	474
10	e5	5	b	CL	noBEI	6	5	-	458
10	e5	5	b	CL	noBEI	7	6	-	418
10	e5	5	b	CL	noBEI	8	7	-	394
10	e5	5	b	CL	noBEI	?	?	1	1048
10	e5	9	b	CL	noBEI	0	0	-	530
10	e5	9	b	CL	noBEI	2	1	-	649
10	e5	9	b	CL	noBEI	3	2	-	649
10	e5	9	b	CL	noBEI	4	3	-	442
10	e5	9	b	CL	noBEI	5	4	-	514
10	e5	9	b	CL	noBEI	6	5	-	569
10	e5	9	b	CL	noBEI	7	6	-	697
10	e5	9	b	CL	noBEI	8	7	-	482
10	e5	9	b	CL	noBEI	?	?	1	1637
10	e5	13	b	CL	noBEI	0	0	-	458
10	e5	13	b	CL	noBEI	2	1	-	450
10	e5	13	b	CL	noBEI	3	2	-	529
10	e5	13	b	CL	noBEI	4	3	-	553
10	e5	13	b	CL	noBEI	5	4	-	490
10	e5	13	b	CL	noBEI	6	5	-	673
10	e5	13	b	CL	noBEI	7	6	-	458
10	e5	13	b	CL	noBEI	8	7	-	378
10	e5	13	b	CL	noBEI	?	?	1	2346
10	e5	17	b	CL	noBEI	0	0	-	793
10	e5	17	b	CL	noBEI	2	1	-	633
10	e5	17	b	CL	noBEI	3	2	-	689
10	e5	17	b	CL	noBEI	4	3	-	347
10	e5	17	b	CL	noBEI	5	4	-	593
10	e5	17	b	CL	noBEI	6	5	-	370
10	e5	17	b	CL	noBEI	7	6	-	362
10	e5	17	b	CL	noBEI	8	7	-	410
10	e5	17	b	CL	noBEI	?	?	1	2140
10	e5	21	b	CL	noBEI	0	0	-	403
10	e5	21	b	CL	noBEI	2	1	-	338
10	e5	21	b	CL	noBEI	3	2	-	585
10	e5	21	b	CL	noBEI	4	3	-	299
10	e5	21	b	CL	noBEI	5	4	-	307
10	e5	21	b	CL	noBEI	6	5	-	354
10	e5	21	b	CL	noBEI	7	6	-	346
10	e5	21	b	CL	noBEI	8	7	-	410
10	e5	21	b	CL	noBEI	?	?	1	1789
11	e5	4	b	CL	noBEI	0	0	-	411
11	e5	4	b	CL	noBEI	2	1	-	370
11	e5	4	b	CL	noBEI	3	2	-	402
11	e5	4	b	CL	noBEI	4	3	-	442
11	e5	4	b	CL	noBEI	5	4	-	347
11	e5	4	b	CL	noBEI	6	5	-	944
11	e5	4	b	CL	noBEI	7	6	-	776
11	e5	4	b	CL	noBEI	8	7	-	1835
11	e5	4	b	CL	noBEI	?	?	1	2370
11	e5	8	b	CL	noBEI	0	0	-	427
11	e5	8	b	CL	noBEI	2	1	-	458
11	e5	8	b	CL	noBEI	3	2	-	1628
11	e5	8	b	CL	noBEI	4	3	-	498
11	e5	8	b	CL	noBEI	5	4	-	2154
11	e5	8	b	CL	noBEI	6	5	-	426
11	e5	8	b	CL	noBEI	7	6	-	458
11	e5	8	b	CL	noBEI	8	7	-	1994
11	e5	8	b	CL	noBEI	?	?	1	2053
11	e5	12	b	CL	noBEI	0	0	-	403
11	e5	12	b	CL	noBEI	2	1	-	331
11	e5	12	b	CL	noBEI	3	2	-	466
11	e5	12	b	CL	noBEI	4	3	-	315
11	e5	12	b	CL	noBEI	5	4	-	235
11	e5	12	b	CL	noBEI	6	5	-	490
11	e5	12	b	CL	noBEI	7	6	-	363
11	e5	12	b	CL	noBEI	8	7	-	426
11	e5	12	b	CL	noBEI	?	?	1	1688
11	e5	16	b	CL	noBEI	0	0	-	363
11	e5	16	b	CL	noBEI	2	1	-	355
11	e5	16	b	CL	noBEI	3	2	-	387
11	e5	16	b	CL	noBEI	4	3	-	442
11	e5	16	b	CL	noBEI	5	4	-	1453
11	e5	16	b	CL	noBEI	6	5	-	530
11	e5	16	b	CL	noBEI	7	6	-	338
11	e5	16	b	CL	noBEI	8	7	-	618
11	e5	16	b	CL	noBEI	?	?	0	9581
11	e5	20	b	CL	noBEI	0	0	-	601
11	e5	20	b	CL	noBEI	2	1	-	1381
11	e5	20	b	CL	noBEI	3	2	-	1102
11	e5	20	b	CL	noBEI	4	3	-	529
11	e5	20	b	CL	noBEI	5	4	-	952
11	e5	20	b	CL	noBEI	6	5	-	696
11	e5	20	b	CL	noBEI	7	6	-	546
11	e5	20	b	CL	noBEI	8	7	-	1867
11	e5	20	b	CL	noBEI	?	?	1	5451
11	e5	24	b	CL	noBEI	0	0	-	435
11	e5	24	b	CL	noBEI	2	1	-	378
11	e5	24	b	CL	noBEI	3	2	-	689
11	e5	24	b	CL	noBEI	4	3	-	442
11	e5	24	b	CL	noBEI	5	4	-	410
11	e5	24	b	CL	noBEI	6	5	-	529
11	e5	24	b	CL	noBEI	7	6	-	760
11	e5	24	b	CL	noBEI	8	7	-	737
11	e5	24	b	CL	noBEI	?	?	1	1321
12	e5	3	b	CL	noBEI	0	0	-	363
12	e5	3	b	CL	noBEI	2	1	-	371
12	e5	3	b	CL	noBEI	3	2	-	379
12	e5	3	b	CL	noBEI	4	3	-	387
12	e5	3	b	CL	noBEI	5	4	-	355
12	e5	3	b	CL	noBEI	6	5	-	410
12	e5	3	b	CL	noBEI	7	6	-	395
12	e5	3	b	CL	noBEI	8	7	-	458
12	e5	3	b	CL	noBEI	?	?	1	1160
12	e5	7	b	CL	noBEI	0	0	-	602
12	e5	7	b	CL	noBEI	2	1	-	641
12	e5	7	b	CL	noBEI	3	2	-	649
12	e5	7	b	CL	noBEI	4	3	-	657
12	e5	7	b	CL	noBEI	5	4	-	816
12	e5	7	b	CL	noBEI	6	5	-	935
12	e5	7	b	CL	noBEI	7	6	-	514
12	e5	7	b	CL	noBEI	8	7	-	522
12	e5	7	b	CL	noBEI	?	?	1	1313
12	e5	11	b	CL	noBEI	0	0	-	395
12	e5	11	b	CL	noBEI	2	1	-	347
12	e5	11	b	CL	noBEI	3	2	-	291
12	e5	11	b	CL	noBEI	4	3	-	474
12	e5	11	b	CL	noBEI	5	4	-	403
12	e5	11	b	CL	noBEI	6	5	-	506
12	e5	11	b	CL	noBEI	7	6	-	426
12	e5	11	b	CL	noBEI	8	7	-	1374
12	e5	11	b	CL	noBEI	?	?	0	1512
12	e5	15	b	CL	noBEI	0	0	-	474
12	e5	15	b	CL	noBEI	2	1	-	474
12	e5	15	b	CL	noBEI	3	2	-	569
12	e5	15	b	CL	noBEI	4	3	-	545
12	e5	15	b	CL	noBEI	5	4	-	426
12	e5	15	b	CL	noBEI	6	5	-	1333
12	e5	15	b	CL	noBEI	7	6	-	458
12	e5	15	b	CL	noBEI	8	7	-	801
12	e5	15	b	CL	noBEI	?	?	1	2077
12	e5	19	b	CL	noBEI	0	0	-	506
12	e5	19	b	CL	noBEI	2	1	-	745
12	e5	19	b	CL	noBEI	3	2	-	752
12	e5	19	b	CL	noBEI	4	3	-	450
12	e5	19	b	CL	noBEI	5	4	-	928
12	e5	19	b	CL	noBEI	6	5	-	2081
12	e5	19	b	CL	noBEI	7	6	-	1580
12	e5	19	b	CL	noBEI	8	7	-	537
12	e5	19	b	CL	noBEI	?	?	1	1598
12	e5	23	b	CL	noBEI	0	0	-	387
12	e5	23	b	CL	noBEI	2	1	-	331
12	e5	23	b	CL	noBEI	3	2	-	322
12	e5	23	b	CL	noBEI	4	3	-	959
12	e5	23	b	CL	noBEI	5	4	-	307
12	e5	23	b	CL	noBEI	6	5	-	354
12	e5	23	b	CL	noBEI	7	6	-	386
12	e5	23	b	CL	noBEI	8	7	-	856
12	e5	23	b	CL	noBEI	?	?	1	1168
13	e5	2	b	CL	noBEI	0	0	-	299
13	e5	2	b	CL	noBEI	2	1	-	331
13	e5	2	b	CL	noBEI	3	2	-	291
13	e5	2	b	CL	noBEI	4	3	-	331
13	e5	2	b	CL	noBEI	5	4	-	283
13	e5	2	b	CL	noBEI	6	5	-	363
13	e5	2	b	CL	noBEI	7	6	-	418
13	e5	2	b	CL	noBEI	8	7	-	728
13	e5	2	b	CL	noBEI	?	?	1	4145
13	e5	6	b	CL	noBEI	0	0	-	347
13	e5	6	b	CL	noBEI	2	1	-	299
13	e5	6	b	CL	noBEI	3	2	-	323
13	e5	6	b	CL	noBEI	4	3	-	347
13	e5	6	b	CL	noBEI	5	4	-	379
13	e5	6	b	CL	noBEI	6	5	-	482
13	e5	6	b	CL	noBEI	7	6	-	450
13	e5	6	b	CL	noBEI	8	7	-	609
13	e5	6	b	CL	noBEI	?	?	1	1409
13	e5	10	b	CL	noBEI	0	0	-	347
13	e5	10	b	CL	noBEI	2	1	-	363
13	e5	10	b	CL	noBEI	3	2	-	825
13	e5	10	b	CL	noBEI	4	3	-	395
13	e5	10	b	CL	noBEI	5	4	-	291
13	e5	10	b	CL	noBEI	6	5	-	458
13	e5	10	b	CL	noBEI	7	6	-	339
13	e5	10	b	CL	noBEI	8	7	-	482
13	e5	10	b	CL	noBEI	?	?	1	2348
13	e5	14	b	CL	noBEI	0	0	-	395
13	e5	14	b	CL	noBEI	2	1	-	458
13	e5	14	b	CL	noBEI	3	2	-	729
13	e5	14	b	CL	noBEI	4	3	-	562
13	e5	14	b	CL	noBEI	5	4	-	801
13	e5	14	b	CL	noBEI	6	5	-	474
13	e5	14	b	CL	noBEI	7	6	-	474
13	e5	14	b	CL	noBEI	8	7	-	577
13	e5	14	b	CL	noBEI	?	?	1	1685
13	e5	18	b	CL	noBEI	0	0	-	809
13	e5	18	b	CL	noBEI	2	1	-	585
13	e5	18	b	CL	noBEI	3	2	-	514
13	e5	18	b	CL	noBEI	4	3	-	522
13	e5	18	b	CL	noBEI	5	4	-	418
13	e5	18	b	CL	noBEI	6	5	-	347
13	e5	18	b	CL	noBEI	7	6	-	442
13	e5	18	b	CL	noBEI	8	7	-	872
13	e5	18	b	CL	noBEI	?	?	1	3572
13	e5	22	b	CL	noBEI	0	0	-	283
13	e5	22	b	CL	noBEI	2	1	-	283
13	e5	22	b	CL	noBEI	3	2	-	251
13	e5	22	b	CL	noBEI	4	3	-	355
13	e5	22	b	CL	noBEI	5	4	-	251
13	e5	22	b	CL	noBEI	6	5	-	1063
13	e5	22	b	CL	noBEI	7	6	-	403
13	e5	22	b	CL	noBEI	8	7	-	490
13	e5	22	b	CL	noBEI	?	?	1	1663
14	e5	1	b	CL	noBEI	0	0	-	434
14	e5	1	b	CL	noBEI	2	1	-	490
14	e5	1	b	CL	noBEI	3	2	-	577
14	e5	1	b	CL	noBEI	4	3	-	410
14	e5	1	b	CL	noBEI	5	4	-	880
14	e5	1	b	CL	noBEI	6	5	-	672
14	e5	1	b	CL	noBEI	7	6	-	665
14	e5	1	b	CL	noBEI	8	7	-	856
14	e5	1	b	CL	noBEI	?	?	1	2115
14	e5	5	b	CL	noBEI	0	0	-	410
14	e5	5	b	CL	noBEI	2	1	-	506
14	e5	5	b	CL	noBEI	3	2	-	426
14	e5	5	b	CL	noBEI	4	3	-	474
14	e5	5	b	CL	noBEI	5	4	-	665
14	e5	5	b	CL	noBEI	6	5	-	537
14	e5	5	b	CL	noBEI	7	6	-	466
14	e5	5	b	CL	noBEI	8	7	-	816
14	e5	5	b	CL	noBEI	?	?	1	2075
14	e5	9	b	CL	noBEI	0	0	-	506
14	e5	9	b	CL	noBEI	2	1	-	506
14	e5	9	b	CL	noBEI	3	2	-	434
14	e5	9	b	CL	noBEI	4	3	-	561
14	e5	9	b	CL	noBEI	5	4	-	530
14	e5	9	b	CL	noBEI	6	5	-	426
14	e5	9	b	CL	noBEI	7	6	-	434
14	e5	9	b	CL	noBEI	8	7	-	609
14	e5	9	b	CL	noBEI	?	?	1	6030
14	e5	13	b	CL	noBEI	0	0	-	554
14	e5	13	b	CL	noBEI	2	1	-	522
14	e5	13	b	CL	noBEI	3	2	-	434
14	e5	13	b	CL	noBEI	4	3	-	394
14	e5	13	b	CL	noBEI	5	4	-	450
14	e5	13	b	CL	noBEI	6	5	-	395
14	e5	13	b	CL	noBEI	7	6	-	410
14	e5	13	b	CL	noBEI	8	7	-	506
14	e5	13	b	CL	noBEI	?	?	1	5556
14	e5	17	b	CL	noBEI	0	0	-	371
14	e5	17	b	CL	noBEI	2	1	-	386
14	e5	17	b	CL	noBEI	3	2	-	362
