"subject" "item" "condition" "RT" "correct" "roi" "expt"
"359" "e1_10" 6 "c" 331 "1" "MainO" "e1"
"360" "e1_10" 6 "c" 395 "1" "BEI" "e1"
"361" "e1_10" 7 "d" 402 "1" "MainO" "e1"
"362" "e1_10" 7 "d" 721 "1" "RCV" "e1"
"363" "e1_10" 7 "d" 355 "1" "BEI" "e1"
"364" "e1_10" 7 "d" 346 "1" "MainV" "e1"
"365" "e1_10" 7 "d" 362 "1" "headnoun" "e1"
"366" "e1_10" 7 "d" 466 "1" "Adv" "e1"
"367" "e1_10" 7 "d" 378 "1" "de" "e1"
"368" "e1_10" 7 "d" 387 "1" "CL" "e1"
"369" "e1_10" 7 "d" 331 "1" "RCNP" "e1"
"370" "e1_10" 8 "a" 482 "1" "Adv" "e1"
"371" "e1_10" 8 "a" 458 "1" "MainO" "e1"
"372" "e1_10" 8 "a" 426 "1" "MainV" "e1"
"373" "e1_10" 8 "a" 418 "1" "headnoun" "e1"
"374" "e1_10" 8 "a" 355 "1" "de" "e1"
"375" "e1_10" 8 "a" 514 "1" "RCNP" "e1"
"376" "e1_10" 8 "a" 434 "1" "RCV" "e1"
"377" "e1_10" 9 "b" 482 "1" "MainO" "e1"
"378" "e1_10" 9 "b" 530 "1" "CL" "e1"
"379" "e1_10" 9 "b" 649 "1" "RCV" "e1"
"380" "e1_10" 9 "b" 569 "1" "Adv" "e1"
"381" "e1_10" 9 "b" 514 "1" "headnoun" "e1"
"382" "e1_10" 9 "b" 649 "1" "RCNP" "e1"
"383" "e1_10" 9 "b" 697 "1" "MainV" "e1"
"384" "e1_10" 9 "b" 442 "1" "de" "e1"
"385" "e1_11" 1 "c" 1262 "1" "MainV" "e1"
"386" "e1_11" 1 "c" 792 "1" "MainO" "e1"
"387" "e1_11" 1 "c" 362 "1" "Adv" "e1"
"388" "e1_11" 1 "c" 251 "1" "headnoun" "e1"
"389" "e1_11" 1 "c" 379 "1" "BEI" "e1"
"390" "e1_11" 1 "c" 290 "1" "RCV" "e1"
"391" "e1_11" 1 "c" 259 "1" "RCNP" "e1"
"392" "e1_11" 1 "c" 314 "1" "de" "e1"
"393" "e1_11" 10 "d" 379 "1" "MainV" "e1"
"394" "e1_11" 10 "d" 530 "1" "MainO" "e1"
"395" "e1_11" 10 "d" 426 "1" "Adv" "e1"
"396" "e1_11" 10 "d" 395 "1" "headnoun" "e1"
"397" "e1_11" 10 "d" 458 "1" "de" "e1"
"398" "e1_11" 10 "d" 864 "1" "RCV" "e1"
"399" "e1_11" 10 "d" 394 "1" "RCNP" "e1"
"400" "e1_11" 10 "d" 323 "1" "CL" "e1"
"401" "e1_11" 10 "d" 355 "1" "BEI" "e1"
"402" "e1_11" 11 "a" 530 "0" "MainO" "e1"
"403" "e1_11" 11 "a" 602 "0" "headnoun" "e1"
"404" "e1_11" 11 "a" 466 "0" "MainV" "e1"
"405" "e1_11" 11 "a" 769 "0" "de" "e1"
"406" "e1_11" 11 "a" 1365 "0" "Adv" "e1"
"407" "e1_11" 11 "a" 490 "0" "RCNP" "e1"
"408" "e1_11" 11 "a" 538 "0" "RCV" "e1"
"409" "e1_11" 12 "b" 403 "1" "CL" "e1"
"410" "e1_11" 12 "b" 466 "1" "RCV" "e1"
"411" "e1_11" 12 "b" 426 "1" "MainO" "e1"
"412" "e1_11" 12 "b" 490 "1" "Adv" "e1"
"413" "e1_11" 12 "b" 315 "1" "de" "e1"
"414" "e1_11" 12 "b" 331 "1" "RCNP" "e1"
"415" "e1_11" 12 "b" 235 "1" "headnoun" "e1"
"416" "e1_11" 12 "b" 363 "1" "MainV" "e1"
"417" "e1_11" 13 "c" 434 "1" "de" "e1"
"418" "e1_11" 13 "c" 736 "1" "MainO" "e1"
"419" "e1_11" 13 "c" 999 "1" "headnoun" "e1"
"420" "e1_11" 13 "c" 609 "1" "MainV" "e1"
"421" "e1_11" 13 "c" 346 "1" "RCNP" "e1"
"422" "e1_11" 13 "c" 450 "1" "BEI" "e1"
"423" "e1_11" 13 "c" 553 "1" "Adv" "e1"
"424" "e1_11" 13 "c" 522 "1" "RCV" "e1"
"425" "e1_11" 14 "d" 267 "1" "BEI" "e1"
"426" "e1_11" 14 "d" 371 "1" "Adv" "e1"
"427" "e1_11" 14 "d" 363 "1" "CL" "e1"
"428" "e1_11" 14 "d" 403 "1" "headnoun" "e1"
