"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int" "g" "i" "gxi" "lang" "method"
"8841" "V3" 17 "e1a" 3 "c" 10 "looked_for" "rt" 818 "ungram" "hi" -1 1 1 "english" "spr"
"885" "V3" 17 "e1a" 7 "c" 10 "seen" "rt" 714 "ungram" "hi" -1 1 1 "english" "spr"
"8861" "V3" 17 "e1a" 1 "a" 10 "carried" "rt" 466 "gram" "hi" 1 1 -1 "english" "spr"
"887" "V3" 17 "e1a" 16 "d" 10 "liked" "rt" 490 "ungram" "lo" -1 -1 -1 "english" "spr"
"8881" "V3" 17 "e1a" 6 "b" 10 "brought_along" "rt" 498 "gram" "lo" 1 -1 1 "english" "spr"
"889" "V3" 17 "e1a" 2 "b" 10 "found" "rt" 490 "gram" "lo" 1 -1 1 "english" "spr"
"8901" "V3" 17 "e1a" 8 "d" 10 "recognized" "rt" 506 "ungram" "lo" -1 -1 -1 "english" "spr"
"891" "V3" 17 "e1a" 4 "d" 10 "hired" "rt" 466 "ungram" "lo" -1 -1 -1 "english" "spr"
"8921" "V3" 17 "e1a" 10 "b" 10 "shouted_at" "rt" 490 "gram" "lo" 1 -1 1 "english" "spr"
"893" "V3" 17 "e1a" 14 "b" 10 "looked_at" "rt" 498 "gram" "lo" 1 -1 1 "english" "spr"
"8941" "V3" 17 "e1a" 11 "c" 10 "forgotten_about" "rt" 466 "ungram" "hi" -1 1 1 "english" "spr"
"895" "V3" 17 "e1a" 12 "d" 10 "seen" "rt" 802 "ungram" "lo" -1 -1 -1 "english" "spr"
"8961" "V3" 17 "e1a" 15 "c" 10 "described" "rt" 474 "ungram" "hi" -1 1 1 "english" "spr"
"897" "V3" 18 "e1a" 7 "d" 10 "seen" "rt" 866 "ungram" "lo" -1 -1 -1 "english" "spr"
"8981" "V3" 18 "e1a" 15 "d" 10 "described" "rt" 882 "ungram" "lo" -1 -1 -1 "english" "spr"
"899" "V3" 18 "e1a" 16 "a" 10 "liked" "rt" 777 "gram" "hi" 1 1 -1 "english" "spr"
"9001" "V3" 18 "e1a" 3 "d" 10 "looked_for" "rt" 1057 "ungram" "lo" -1 -1 -1 "english" "spr"
"901" "V3" 18 "e1a" 1 "b" 10 "carried" "rt" 1570 "gram" "lo" 1 -1 1 "english" "spr"
"9021" "V3" 18 "e1a" 12 "a" 10 "seen" "rt" 706 "gram" "hi" 1 1 -1 "english" "spr"
"903" "V3" 18 "e1a" 6 "c" 10 "brought_along" "rt" 1129 "ungram" "hi" -1 1 1 "english" "spr"
"9041" "V3" 18 "e1a" 5 "b" 10 "missed" "rt" 714 "gram" "lo" 1 -1 1 "english" "spr"
"905" "V3" 18 "e1a" 4 "a" 10 "hired" "rt" 881 "gram" "hi" 1 1 -1 "english" "spr"
"9061" "V3" 18 "e1a" 8 "a" 10 "recognized" "rt" 922 "gram" "hi" 1 1 -1 "english" "spr"
"907" "V3" 18 "e1a" 9 "b" 10 "admired" "rt" 610 "gram" "lo" 1 -1 1 "english" "spr"
"9081" "V3" 18 "e1a" 13 "b" 10 "ignored" "rt" 738 "gram" "lo" 1 -1 1 "english" "spr"
"909" "V3" 18 "e1a" 14 "c" 10 "looked_at" "rt" 578 "ungram" "hi" -1 1 1 "english" "spr"
"9101" "V3" 18 "e1a" 10 "c" 10 "shouted_at" "rt" 546 "ungram" "hi" -1 1 1 "english" "spr"
"911" "V3" 18 "e1a" 11 "d" 10 "forgotten_about" "rt" 898 "ungram" "lo" -1 -1 -1 "english" "spr"
"9121" "V3" 18 "e1a" 2 "c" 10 "found" "rt" 522 "ungram" "hi" -1 1 1 "english" "spr"
"913" "V3" 19 "e1a" 13 "c" 10 "ignored" "rt" 786 "ungram" "hi" -1 1 1 "english" "spr"
"9141" "V3" 19 "e1a" 3 "a" 10 "looked_for" "rt" 1354 "gram" "hi" 1 1 -1 "english" "spr"
"915" "V3" 19 "e1a" 7 "a" 10 "seen" "rt" 1842 "gram" "hi" 1 1 -1 "english" "spr"
"9161" "V3" 19 "e1a" 2 "d" 10 "found" "rt" 690 "ungram" "lo" -1 -1 -1 "english" "spr"
"917" "V3" 19 "e1a" 4 "b" 10 "hired" "rt" 593 "gram" "lo" 1 -1 1 "english" "spr"
"9181" "V3" 19 "e1a" 5 "c" 10 "missed" "rt" 794 "ungram" "hi" -1 1 1 "english" "spr"
"919" "V3" 19 "e1a" 9 "c" 10 "admired" "rt" 514 "ungram" "hi" -1 1 1 "english" "spr"
"9201" "V3" 19 "e1a" 6 "d" 10 "brought_along" "rt" 665 "ungram" "lo" -1 -1 -1 "english" "spr"
"921" "V3" 19 "e1a" 8 "b" 10 "recognized" "rt" 690 "gram" "lo" 1 -1 1 "english" "spr"
"9221" "V3" 19 "e1a" 15 "a" 10 "described" "rt" 626 "gram" "hi" 1 1 -1 "english" "spr"
"923" "V3" 19 "e1a" 14 "d" 10 "looked_at" "rt" 594 "ungram" "lo" -1 -1 -1 "english" "spr"
"9241" "V3" 19 "e1a" 12 "b" 10 "seen" "rt" 426 "gram" "lo" 1 -1 1 "english" "spr"
"925" "V3" 19 "e1a" 1 "c" 10 "carried" "rt" 394 "ungram" "hi" -1 1 1 "english" "spr"
"9261" "V3" 19 "e1a" 10 "d" 10 "shouted_at" "rt" 402 "ungram" "lo" -1 -1 -1 "english" "spr"
"927" "V3" 19 "e1a" 16 "b" 10 "liked" "rt" 810 "gram" "lo" 1 -1 1 "english" "spr"
"9281" "V3" 19 "e1a" 11 "a" 10 "forgotten_about" "rt" 681 "gram" "hi" 1 1 -1 "english" "spr"
"929" "V3" 2 "e1a" 9 "b" 10 "admired" "rt" 1130 "gram" "lo" 1 -1 1 "english" "spr"
"9301" "V3" 2 "e1a" 8 "a" 10 "recognized" "rt" 1384 "gram" "hi" 1 1 -1 "english" "spr"
"931" "V3" 2 "e1a" 13 "b" 10 "ignored" "rt" 1058 "gram" "lo" 1 -1 1 "english" "spr"
"9321" "V3" 2 "e1a" 7 "d" 10 "seen" "rt" 1514 "ungram" "lo" -1 -1 -1 "english" "spr"
"933" "V3" 2 "e1a" 14 "c" 10 "looked_at" "rt" 2009 "ungram" "hi" -1 1 1 "english" "spr"
"9341" "V3" 2 "e1a" 5 "b" 10 "missed" "rt" 546 "gram" "lo" 1 -1 1 "english" "spr"
"935" "V3" 2 "e1a" 2 "c" 10 "found" "rt" 3208 "ungram" "hi" -1 1 1 "english" "spr"
"9361" "V3" 2 "e1a" 3 "d" 10 "looked_for" "rt" 530 "ungram" "lo" -1 -1 -1 "english" "spr"
"937" "V3" 2 "e1a" 10 "c" 10 "shouted_at" "rt" 842 "ungram" "hi" -1 1 1 "english" "spr"
"9381" "V3" 2 "e1a" 4 "a" 10 "hired" "rt" 410 "gram" "hi" 1 1 -1 "english" "spr"
"939" "V3" 2 "e1a" 12 "a" 10 "seen" "rt" 1242 "gram" "hi" 1 1 -1 "english" "spr"
"9401" "V3" 2 "e1a" 6 "c" 10 "brought_along" "rt" 969 "ungram" "hi" -1 1 1 "english" "spr"
"941" "V3" 2 "e1a" 16 "a" 10 "liked" "rt" 418 "gram" "hi" 1 1 -1 "english" "spr"
"9421" "V3" 2 "e1a" 11 "d" 10 "forgotten_about" "rt" 457 "ungram" "lo" -1 -1 -1 "english" "spr"
"943" "V3" 2 "e1a" 1 "b" 10 "carried" "rt" 562 "gram" "lo" 1 -1 1 "english" "spr"
"9441" "V3" 2 "e1a" 15 "d" 10 "described" "rt" 586 "ungram" "lo" -1 -1 -1 "english" "spr"
"945" "V3" 20 "e1a" 4 "c" 10 "hired" "rt" 874 "ungram" "hi" -1 1 1 "english" "spr"
"9461" "V3" 20 "e1a" 9 "d" 10 "admired" "rt" 1362 "ungram" "lo" -1 -1 -1 "english" "spr"
"947" "V3" 20 "e1a" 15 "b" 10 "described" "rt" 866 "gram" "lo" 1 -1 1 "english" "spr"
"9481" "V3" 20 "e1a" 2 "a" 10 "found" "rt" 658 "gram" "hi" 1 1 -1 "english" "spr"
"949" "V3" 20 "e1a" 14 "a" 10 "looked_at" "rt" 754 "gram" "hi" 1 1 -1 "english" "spr"
"9501" "V3" 20 "e1a" 6 "a" 10 "brought_along" "rt" 562 "gram" "hi" 1 1 -1 "english" "spr"
"951" "V3" 20 "e1a" 8 "c" 10 "recognized" "rt" 465 "ungram" "hi" -1 1 1 "english" "spr"
"9521" "V3" 20 "e1a" 1 "d" 10 "carried" "rt" 762 "ungram" "lo" -1 -1 -1 "english" "spr"
"953" "V3" 20 "e1a" 7 "b" 10 "seen" "rt" 1498 "gram" "lo" 1 -1 1 "english" "spr"
"9541" "V3" 20 "e1a" 13 "d" 10 "ignored" "rt" 714 "ungram" "lo" -1 -1 -1 "english" "spr"
"955" "V3" 20 "e1a" 5 "d" 10 "missed" "rt" 634 "ungram" "lo" -1 -1 -1 "english" "spr"
"9561" "V3" 20 "e1a" 10 "a" 10 "shouted_at" "rt" 618 "gram" "hi" 1 1 -1 "english" "spr"
"957" "V3" 20 "e1a" 16 "c" 10 "liked" "rt" 506 "ungram" "hi" -1 1 1 "english" "spr"
"9581" "V3" 20 "e1a" 3 "b" 10 "looked_for" "rt" 385 "gram" "lo" 1 -1 1 "english" "spr"
"959" "V3" 20 "e1a" 11 "b" 10 "forgotten_about" "rt" 1001 "gram" "lo" 1 -1 1 "english" "spr"
"9601" "V3" 20 "e1a" 12 "c" 10 "seen" "rt" 378 "ungram" "hi" -1 1 1 "english" "spr"
"961" "V3" 21 "e1a" 1 "a" 10 "carried" "rt" 1730 "gram" "hi" 1 1 -1 "english" "spr"
"9621" "V3" 21 "e1a" 13 "a" 10 "ignored" "rt" 1897 "gram" "hi" 1 1 -1 "english" "spr"
"963" "V3" 21 "e1a" 9 "a" 10 "admired" "rt" 1234 "gram" "hi" 1 1 -1 "english" "spr"
"9641" "V3" 21 "e1a" 4 "d" 10 "hired" "rt" 1290 "ungram" "lo" -1 -1 -1 "english" "spr"
"965" "V3" 21 "e1a" 10 "b" 10 "shouted_at" "rt" 1825 "gram" "lo" 1 -1 1 "english" "spr"
"9661" "V3" 21 "e1a" 7 "c" 10 "seen" "rt" 1090 "ungram" "hi" -1 1 1 "english" "spr"
"967" "V3" 21 "e1a" 5 "a" 10 "missed" "rt" 1122 "gram" "hi" 1 1 -1 "english" "spr"
"9681" "V3" 21 "e1a" 3 "c" 10 "looked_for" "rt" 1153 "ungram" "hi" -1 1 1 "english" "spr"
"969" "V3" 21 "e1a" 12 "d" 10 "seen" "rt" 1250 "ungram" "lo" -1 -1 -1 "english" "spr"
"9701" "V3" 21 "e1a" 6 "b" 10 "brought_along" "rt" 1321 "gram" "lo" 1 -1 1 "english" "spr"
"971" "V3" 21 "e1a" 15 "c" 10 "described" "rt" 882 "ungram" "hi" -1 1 1 "english" "spr"
"9721" "V3" 21 "e1a" 2 "b" 10 "found" "rt" 1106 "gram" "lo" 1 -1 1 "english" "spr"
"973" "V3" 21 "e1a" 11 "c" 10 "forgotten_about" "rt" 1146 "ungram" "hi" -1 1 1 "english" "spr"
"9741" "V3" 21 "e1a" 16 "d" 10 "liked" "rt" 970 "ungram" "lo" -1 -1 -1 "english" "spr"
"975" "V3" 21 "e1a" 8 "d" 10 "recognized" "rt" 1449 "ungram" "lo" -1 -1 -1 "english" "spr"
"9761" "V3" 21 "e1a" 14 "b" 10 "looked_at" "rt" 922 "gram" "lo" 1 -1 1 "english" "spr"
"977" "V3" 22 "e1a" 16 "a" 10 "liked" "rt" 650 "gram" "hi" 1 1 -1 "english" "spr"
"9781" "V3" 22 "e1a" 2 "c" 10 "found" "rt" 658 "ungram" "hi" -1 1 1 "english" "spr"
"979" "V3" 22 "e1a" 14 "c" 10 "looked_at" "rt" 714 "ungram" "hi" -1 1 1 "english" "spr"
"9801" "V3" 22 "e1a" 5 "b" 10 "missed" "rt" 802 "gram" "lo" 1 -1 1 "english" "spr"
"981" "V3" 22 "e1a" 15 "d" 10 "described" "rt" 625 "ungram" "lo" -1 -1 -1 "english" "spr"
"9821" "V3" 22 "e1a" 3 "d" 10 "looked_for" "rt" 546 "ungram" "lo" -1 -1 -1 "english" "spr"
"983" "V3" 22 "e1a" 12 "a" 10 "seen" "rt" 658 "gram" "hi" 1 1 -1 "english" "spr"
"9841" "V3" 22 "e1a" 10 "c" 10 "shouted_at" "rt" 578 "ungram" "hi" -1 1 1 "english" "spr"
"985" "V3" 22 "e1a" 6 "c" 10 "brought_along" "rt" 689 "ungram" "hi" -1 1 1 "english" "spr"
"9861" "V3" 22 "e1a" 4 "a" 10 "hired" "rt" 714 "gram" "hi" 1 1 -1 "english" "spr"
"987" "V3" 22 "e1a" 1 "b" 10 "carried" "rt" 618 "gram" "lo" 1 -1 1 "english" "spr"
"9881" "V3" 22 "e1a" 7 "d" 10 "seen" "rt" 562 "ungram" "lo" -1 -1 -1 "english" "spr"
"989" "V3" 22 "e1a" 9 "b" 10 "admired" "rt" 610 "gram" "lo" 1 -1 1 "english" "spr"
"9901" "V3" 22 "e1a" 11 "d" 10 "forgotten_about" "rt" 641 "ungram" "lo" -1 -1 -1 "english" "spr"
"991" "V3" 22 "e1a" 8 "a" 10 "recognized" "rt" 626 "gram" "hi" 1 1 -1 "english" "spr"
"9921" "V3" 22 "e1a" 13 "b" 10 "ignored" "rt" 610 "gram" "lo" 1 -1 1 "english" "spr"
"993" "V3" 23 "e1a" 3 "a" 10 "looked_for" "rt" 1042 "gram" "hi" 1 1 -1 "english" "spr"
"9941" "V3" 23 "e1a" 12 "b" 10 "seen" "rt" 954 "gram" "lo" 1 -1 1 "english" "spr"
"995" "V3" 23 "e1a" 1 "c" 10 "carried" "rt" 1106 "ungram" "hi" -1 1 1 "english" "spr"
"9961" "V3" 23 "e1a" 5 "c" 10 "missed" "rt" 1106 "ungram" "hi" -1 1 1 "english" "spr"
"997" "V3" 23 "e1a" 16 "b" 10 "liked" "rt" 1090 "gram" "lo" 1 -1 1 "english" "spr"
"9981" "V3" 23 "e1a" 9 "c" 10 "admired" "rt" 914 "ungram" "hi" -1 1 1 "english" "spr"
"999" "V3" 23 "e1a" 11 "a" 10 "forgotten_about" "rt" 1505 "gram" "hi" 1 1 -1 "english" "spr"
"10001" "V3" 23 "e1a" 10 "d" 10 "shouted_at" "rt" 2209 "ungram" "lo" -1 -1 -1 "english" "spr"
"1001" "V3" 23 "e1a" 13 "c" 10 "ignored" "rt" 882 "ungram" "hi" -1 1 1 "english" "spr"
"10021" "V3" 23 "e1a" 15 "a" 10 "described" "rt" 954 "gram" "hi" 1 1 -1 "english" "spr"
"1003" "V3" 23 "e1a" 14 "d" 10 "looked_at" "rt" 1202 "ungram" "lo" -1 -1 -1 "english" "spr"
"10041" "V3" 23 "e1a" 8 "b" 10 "recognized" "rt" 1226 "gram" "lo" 1 -1 1 "english" "spr"
"1005" "V3" 23 "e1a" 7 "a" 10 "seen" "rt" 834 "gram" "hi" 1 1 -1 "english" "spr"
"10061" "V3" 23 "e1a" 2 "d" 10 "found" "rt" 938 "ungram" "lo" -1 -1 -1 "english" "spr"
"1007" "V3" 23 "e1a" 4 "b" 10 "hired" "rt" 778 "gram" "lo" 1 -1 1 "english" "spr"
"10081" "V3" 23 "e1a" 6 "d" 10 "brought_along" "rt" 768 "ungram" "lo" -1 -1 -1 "english" "spr"
"1009" "V3" 24 "e1a" 9 "d" 10 "admired" "rt" 2562 "ungram" "lo" -1 -1 -1 "english" "spr"
"10101" "V3" 24 "e1a" 7 "b" 10 "seen" "rt" 2177 "gram" "lo" 1 -1 1 "english" "spr"
"1011" "V3" 24 "e1a" 3 "b" 10 "looked_for" "rt" 2424 "gram" "lo" 1 -1 1 "english" "spr"
"10121" "V3" 24 "e1a" 8 "c" 10 "recognized" "rt" 2409 "ungram" "hi" -1 1 1 "english" "spr"
"1013" "V3" 24 "e1a" 6 "a" 10 "brought_along" "rt" 1698 "gram" "hi" 1 1 -1 "english" "spr"
"10141" "V3" 24 "e1a" 5 "d" 10 "missed" "rt" 1210 "ungram" "lo" -1 -1 -1 "english" "spr"
"1015" "V3" 24 "e1a" 12 "c" 10 "seen" "rt" 978 "ungram" "hi" -1 1 1 "english" "spr"
"10161" "V3" 24 "e1a" 14 "a" 10 "looked_at" "rt" 2233 "gram" "hi" 1 1 -1 "english" "spr"
"1017" "V3" 24 "e1a" 15 "b" 10 "described" "rt" 1705 "gram" "lo" 1 -1 1 "english" "spr"
"10181" "V3" 24 "e1a" 4 "c" 10 "hired" "rt" 7225 "ungram" "hi" -1 1 1 "english" "spr"
"1019" "V3" 24 "e1a" 11 "b" 10 "forgotten_about" "rt" 1049 "gram" "lo" 1 -1 1 "english" "spr"
"10201" "V3" 24 "e1a" 2 "a" 10 "found" "rt" 1010 "gram" "hi" 1 1 -1 "english" "spr"
"1021" "V3" 24 "e1a" 10 "a" 10 "shouted_at" "rt" 1570 "gram" "hi" 1 1 -1 "english" "spr"
"10221" "V3" 24 "e1a" 1 "d" 10 "carried" "rt" 2017 "ungram" "lo" -1 -1 -1 "english" "spr"
"1023" "V3" 24 "e1a" 13 "d" 10 "ignored" "rt" 1274 "ungram" "lo" -1 -1 -1 "english" "spr"
"10241" "V3" 24 "e1a" 16 "c" 10 "liked" "rt" 1706 "ungram" "hi" -1 1 1 "english" "spr"
"1025" "V3" 25 "e1a" 2 "b" 10 "found" "rt" 2050 "gram" "lo" 1 -1 1 "english" "spr"
"10261" "V3" 25 "e1a" 8 "d" 10 "recognized" "rt" 1817 "ungram" "lo" -1 -1 -1 "english" "spr"
"1027" "V3" 25 "e1a" 3 "c" 10 "looked_for" "rt" 1673 "ungram" "hi" -1 1 1 "english" "spr"
"10281" "V3" 25 "e1a" 9 "a" 10 "admired" "rt" 1466 "gram" "hi" 1 1 -1 "english" "spr"
"1029" "V3" 25 "e1a" 1 "a" 10 "carried" "rt" 1506 "gram" "hi" 1 1 -1 "english" "spr"
"10301" "V3" 25 "e1a" 10 "b" 10 "shouted_at" "rt" 1993 "gram" "lo" 1 -1 1 "english" "spr"
"1031" "V3" 25 "e1a" 4 "d" 10 "hired" "rt" 1290 "ungram" "lo" -1 -1 -1 "english" "spr"
"10321" "V3" 25 "e1a" 11 "c" 10 "forgotten_about" "rt" 1433 "ungram" "hi" -1 1 1 "english" "spr"
"1033" "V3" 25 "e1a" 5 "a" 10 "missed" "rt" 1138 "gram" "hi" 1 1 -1 "english" "spr"
"10341" "V3" 25 "e1a" 16 "d" 10 "liked" "rt" 658 "ungram" "lo" -1 -1 -1 "english" "spr"
"1035" "V3" 25 "e1a" 13 "a" 10 "ignored" "rt" 730 "gram" "hi" 1 1 -1 "english" "spr"
"10361" "V3" 25 "e1a" 6 "b" 10 "brought_along" "rt" 1353 "gram" "lo" 1 -1 1 "english" "spr"
"1037" "V3" 25 "e1a" 14 "b" 10 "looked_at" "rt" 746 "gram" "lo" 1 -1 1 "english" "spr"
"10381" "V3" 25 "e1a" 15 "c" 10 "described" "rt" 1322 "ungram" "hi" -1 1 1 "english" "spr"
"1039" "V3" 25 "e1a" 7 "c" 10 "seen" "rt" 1578 "ungram" "hi" -1 1 1 "english" "spr"
"10401" "V3" 25 "e1a" 12 "d" 10 "seen" "rt" 1586 "ungram" "lo" -1 -1 -1 "english" "spr"
"1041" "V3" 26 "e1a" 11 "d" 10 "forgotten_about" "rt" 898 "ungram" "lo" -1 -1 -1 "english" "spr"
"10421" "V3" 26 "e1a" 5 "b" 10 "missed" "rt" 1170 "gram" "lo" 1 -1 1 "english" "spr"
"1043" "V3" 26 "e1a" 12 "a" 10 "seen" "rt" 1410 "gram" "hi" 1 1 -1 "english" "spr"
"10441" "V3" 26 "e1a" 8 "a" 10 "recognized" "rt" 1713 "gram" "hi" 1 1 -1 "english" "spr"
"1045" "V3" 26 "e1a" 1 "b" 10 "carried" "rt" 1098 "gram" "lo" 1 -1 1 "english" "spr"
"10461" "V3" 26 "e1a" 10 "c" 10 "shouted_at" "rt" 1346 "ungram" "hi" -1 1 1 "english" "spr"
"1047" "V3" 26 "e1a" 4 "a" 10 "hired" "rt" 1145 "gram" "hi" 1 1 -1 "english" "spr"
"10481" "V3" 26 "e1a" 3 "d" 10 "looked_for" "rt" 1041 "ungram" "lo" -1 -1 -1 "english" "spr"
"1049" "V3" 26 "e1a" 16 "a" 10 "liked" "rt" 746 "gram" "hi" 1 1 -1 "english" "spr"
"10501" "V3" 26 "e1a" 2 "c" 10 "found" "rt" 889 "ungram" "hi" -1 1 1 "english" "spr"
"1051" "V3" 26 "e1a" 15 "d" 10 "described" "rt" 1162 "ungram" "lo" -1 -1 -1 "english" "spr"
"10521" "V3" 26 "e1a" 9 "b" 10 "admired" "rt" 906 "gram" "lo" 1 -1 1 "english" "spr"
"1053" "V3" 26 "e1a" 7 "d" 10 "seen" "rt" 1082 "ungram" "lo" -1 -1 -1 "english" "spr"
"10541" "V3" 26 "e1a" 6 "c" 10 "brought_along" "rt" 1217 "ungram" "hi" -1 1 1 "english" "spr"
"1055" "V3" 26 "e1a" 14 "c" 10 "looked_at" "rt" 906 "ungram" "hi" -1 1 1 "english" "spr"
"10561" "V3" 26 "e1a" 13 "b" 10 "ignored" "rt" 738 "gram" "lo" 1 -1 1 "english" "spr"
"1057" "V3" 27 "e1a" 9 "c" 10 "admired" "rt" 1138 "ungram" "hi" -1 1 1 "english" "spr"
"10581" "V3" 27 "e1a" 11 "a" 10 "forgotten_about" "rt" 1025 "gram" "hi" 1 1 -1 "english" "spr"
"1059" "V3" 27 "e1a" 2 "d" 10 "found" "rt" 1665 "ungram" "lo" -1 -1 -1 "english" "spr"
"10601" "V3" 27 "e1a" 4 "b" 10 "hired" "rt" 2698 "gram" "lo" 1 -1 1 "english" "spr"
"1061" "V3" 27 "e1a" 7 "a" 10 "seen" "rt" 810 "gram" "hi" 1 1 -1 "english" "spr"
"10621" "V3" 27 "e1a" 5 "c" 10 "missed" "rt" 2153 "ungram" "hi" -1 1 1 "english" "spr"
"1063" "V3" 27 "e1a" 6 "d" 10 "brought_along" "rt" 1578 "ungram" "lo" -1 -1 -1 "english" "spr"
"10641" "V3" 27 "e1a" 12 "b" 10 "seen" "rt" 1505 "gram" "lo" 1 -1 1 "english" "spr"
"1065" "V3" 27 "e1a" 15 "a" 10 "described" "rt" 954 "gram" "hi" 1 1 -1 "english" "spr"
"10661" "V3" 27 "e1a" 10 "d" 10 "shouted_at" "rt" 1233 "ungram" "lo" -1 -1 -1 "english" "spr"
"1067" "V3" 27 "e1a" 16 "b" 10 "liked" "rt" 898 "gram" "lo" 1 -1 1 "english" "spr"
"10681" "V3" 27 "e1a" 14 "d" 10 "looked_at" "rt" 1026 "ungram" "lo" -1 -1 -1 "english" "spr"
"1069" "V3" 27 "e1a" 3 "a" 10 "looked_for" "rt" 1216 "gram" "hi" 1 1 -1 "english" "spr"
"10701" "V3" 27 "e1a" 8 "b" 10 "recognized" "rt" 1866 "gram" "lo" 1 -1 1 "english" "spr"
"1071" "V3" 27 "e1a" 13 "c" 10 "ignored" "rt" 706 "ungram" "hi" -1 1 1 "english" "spr"
"10721" "V3" 27 "e1a" 1 "c" 10 "carried" "rt" 1057 "ungram" "hi" -1 1 1 "english" "spr"
"1073" "V3" 28 "e1a" 1 "d" 10 "carried" "rt" 618 "ungram" "lo" -1 -1 -1 "english" "spr"
"10741" "V3" 28 "e1a" 16 "c" 10 "liked" "rt" 610 "ungram" "hi" -1 1 1 "english" "spr"
"1075" "V3" 28 "e1a" 7 "b" 10 "seen" "rt" 602 "gram" "lo" 1 -1 1 "english" "spr"
"10761" "V3" 28 "e1a" 5 "d" 10 "missed" "rt" 658 "ungram" "lo" -1 -1 -1 "english" "spr"
"1077" "V3" 28 "e1a" 12 "c" 10 "seen" "rt" 506 "ungram" "hi" -1 1 1 "english" "spr"
"10781" "V3" 28 "e1a" 10 "a" 10 "shouted_at" "rt" 769 "gram" "hi" 1 1 -1 "english" "spr"
"1079" "V3" 28 "e1a" 14 "a" 10 "looked_at" "rt" 578 "gram" "hi" 1 1 -1 "english" "spr"
"10801" "V3" 28 "e1a" 15 "b" 10 "described" "rt" 538 "gram" "lo" 1 -1 1 "english" "spr"
"1081" "V3" 28 "e1a" 4 "c" 10 "hired" "rt" 450 "ungram" "hi" -1 1 1 "english" "spr"
"10821" "V3" 28 "e1a" 9 "d" 10 "admired" "rt" 610 "ungram" "lo" -1 -1 -1 "english" "spr"
"1083" "V3" 28 "e1a" 13 "d" 10 "ignored" "rt" 546 "ungram" "lo" -1 -1 -1 "english" "spr"
"10841" "V3" 28 "e1a" 8 "c" 10 "recognized" "rt" 498 "ungram" "hi" -1 1 1 "english" "spr"
"1085" "V3" 28 "e1a" 6 "a" 10 "brought_along" "rt" 665 "gram" "hi" 1 1 -1 "english" "spr"
"10861" "V3" 28 "e1a" 3 "b" 10 "looked_for" "rt" 482 "gram" "lo" 1 -1 1 "english" "spr"
"1087" "V3" 28 "e1a" 11 "b" 10 "forgotten_about" "rt" 474 "gram" "lo" 1 -1 1 "english" "spr"
"10881" "V3" 28 "e1a" 2 "a" 10 "found" "rt" 506 "gram" "hi" 1 1 -1 "english" "spr"
"1089" "V3" 29 "e1a" 11 "c" 10 "forgotten_about" "rt" 1066 "ungram" "hi" -1 1 1 "english" "spr"
"10901" "V3" 29 "e1a" 6 "b" 10 "brought_along" "rt" 817 "gram" "lo" 1 -1 1 "english" "spr"
"1091" "V3" 29 "e1a" 1 "a" 10 "carried" "rt" 1090 "gram" "hi" 1 1 -1 "english" "spr"
"10921" "V3" 29 "e1a" 2 "b" 10 "found" "rt" 938 "gram" "lo" 1 -1 1 "english" "spr"
"1093" "V3" 29 "e1a" 14 "b" 10 "looked_at" "rt" 906 "gram" "lo" 1 -1 1 "english" "spr"
"10941" "V3" 29 "e1a" 5 "a" 10 "missed" "rt" 850 "gram" "hi" 1 1 -1 "english" "spr"
"1095" "V3" 29 "e1a" 8 "d" 10 "recognized" "rt" 1545 "ungram" "lo" -1 -1 -1 "english" "spr"
"10961" "V3" 29 "e1a" 12 "d" 10 "seen" "rt" 834 "ungram" "lo" -1 -1 -1 "english" "spr"
"1097" "V3" 29 "e1a" 15 "c" 10 "described" "rt" 690 "ungram" "hi" -1 1 1 "english" "spr"
"10981" "V3" 29 "e1a" 7 "c" 10 "seen" "rt" 794 "ungram" "hi" -1 1 1 "english" "spr"
"1099" "V3" 29 "e1a" 16 "d" 10 "liked" "rt" 562 "ungram" "lo" -1 -1 -1 "english" "spr"
"11001" "V3" 29 "e1a" 9 "a" 10 "admired" "rt" 698 "gram" "hi" 1 1 -1 "english" "spr"
"1101" "V3" 29 "e1a" 3 "c" 10 "looked_for" "rt" 690 "ungram" "hi" -1 1 1 "english" "spr"
"11021" "V3" 29 "e1a" 13 "a" 10 "ignored" "rt" 730 "gram" "hi" 1 1 -1 "english" "spr"
"1103" "V3" 29 "e1a" 4 "d" 10 "hired" "rt" 770 "ungram" "lo" -1 -1 -1 "english" "spr"
"11041" "V3" 29 "e1a" 10 "b" 10 "shouted_at" "rt" 586 "gram" "lo" 1 -1 1 "english" "spr"
"1105" "V3" 3 "e1a" 13 "c" 10 "ignored" "rt" 906 "ungram" "hi" -1 1 1 "english" "spr"
"11061" "V3" 3 "e1a" 1 "c" 10 "carried" "rt" 1801 "ungram" "hi" -1 1 1 "english" "spr"
"1107" "V3" 3 "e1a" 5 "c" 10 "missed" "rt" 1922 "ungram" "hi" -1 1 1 "english" "spr"
"11081" "V3" 3 "e1a" 6 "d" 10 "brought_along" "rt" 1145 "ungram" "lo" -1 -1 -1 "english" "spr"
"1109" "V3" 3 "e1a" 3 "a" 10 "looked_for" "rt" 2586 "gram" "hi" 1 1 -1 "english" "spr"
