"region" "subject" "expt" "item" "condition" "position" "word" "times" "value" "gram" "int" "g" "i" "gxi" "lang" "method"
"1524" "NP3" 7 "e1" 8 "b" 8 "doctor" "rt" 1060 "gram" "lo" 1 -1 -1 "english" "spr"
"1526" "NP3" 7 "e1" 10 "d" 8 "guard" "rt" 844 "ungram" "lo" -1 -1 1 "english" "spr"
"1528" "NP3" 7 "e1" 4 "b" 8 "professor" "rt" 700 "gram" "lo" 1 -1 -1 "english" "spr"
"1530" "NP3" 7 "e1" 9 "c" 8 "bystander" "rt" 803 "ungram" "hi" -1 1 -1 "english" "spr"
"1532" "NP3" 7 "e1" 1 "c" 8 "peasant" "rt" 947 "ungram" "hi" -1 1 -1 "english" "spr"
"1534" "NP3" 7 "e1" 5 "c" 8 "father" "rt" 1284 "ungram" "hi" -1 1 -1 "english" "spr"
"1536" "NP3" 7 "e1" 14 "d" 8 "spy" "rt" 1132 "ungram" "lo" -1 -1 1 "english" "spr"
"1538" "NP3" 8 "e1" 1 "d" 8 "peasant" "rt" 1491 "ungram" "lo" -1 -1 1 "english" "spr"
"1540" "NP3" 8 "e1" 13 "d" 8 "worker" "rt" 1155 "ungram" "lo" -1 -1 1 "english" "spr"
"1556" "NP3" 8 "e1" 16 "c" 8 "friend" "rt" 1075 "ungram" "hi" -1 1 -1 "english" "spr"
"1558" "NP3" 8 "e1" 10 "a" 8 "guard" "rt" 1411 "gram" "hi" 1 1 1 "english" "spr"
"1560" "NP3" 8 "e1" 3 "b" 8 "foreman" "rt" 1041 "gram" "lo" 1 -1 -1 "english" "spr"
"1562" "NP3" 8 "e1" 14 "a" 8 "spy" "rt" 1068 "gram" "hi" 1 1 1 "english" "spr"
"1564" "NP3" 8 "e1" 15 "b" 8 "peasant" "rt" 1171 "gram" "lo" 1 -1 -1 "english" "spr"
"1566" "NP3" 8 "e1" 7 "b" 8 "stranger" "rt" 1362 "gram" "lo" 1 -1 -1 "english" "spr"
"1568" "NP3" 8 "e1" 8 "c" 8 "doctor" "rt" 1803 "ungram" "hi" -1 1 -1 "english" "spr"
"1570" "NP3" 9 "e1" 3 "c" 8 "foreman" "rt" 996 "ungram" "hi" -1 1 -1 "english" "spr"
"1572" "NP3" 9 "e1" 4 "d" 8 "professor" "rt" 452 "ungram" "lo" -1 -1 1 "english" "spr"
"1574" "NP3" 9 "e1" 2 "b" 8 "sister" "rt" 731 "gram" "lo" 1 -1 -1 "english" "spr"
"1578" "NP3" 9 "e1" 12 "d" 8 "teacher" "rt" 620 "ungram" "lo" -1 -1 1 "english" "spr"
"1580" "NP3" 9 "e1" 16 "d" 8 "friend" "rt" 900 "ungram" "lo" -1 -1 1 "english" "spr"
"1582" "NP3" 9 "e1" 1 "a" 8 "peasant" "rt" 683 "gram" "hi" 1 1 1 "english" "spr"
"1584" "NP3" 9 "e1" 15 "c" 8 "peasant" "rt" 899 "ungram" "hi" -1 1 -1 "english" "spr"
"1586" "NP3" 9 "e1" 14 "b" 8 "spy" "rt" 556 "gram" "lo" 1 -1 -1 "english" "spr"
"1588" "NP3" 9 "e1" 6 "b" 8 "conductor" "rt" 483 "gram" "lo" 1 -1 -1 "english" "spr"
"1590" "NP3" 9 "e1" 10 "b" 8 "guard" "rt" 828 "gram" "lo" 1 -1 -1 "english" "spr"
"1592" "NP3" 9 "e1" 8 "d" 8 "doctor" "rt" 532 "ungram" "lo" -1 -1 1 "english" "spr"
"1594" "NP3" 9 "e1" 5 "a" 8 "father" "rt" 452 "gram" "hi" 1 1 1 "english" "spr"
"1596" "NP3" 9 "e1" 13 "a" 8 "worker" "rt" 508 "gram" "hi" 1 1 1 "english" "spr"
"1598" "NP3" 9 "e1" 9 "a" 8 "bystander" "rt" 468 "gram" "hi" 1 1 1 "english" "spr"
"1600" "NP3" 9 "e1" 7 "c" 8 "stranger" "rt" 483 "ungram" "hi" -1 1 -1 "english" "spr"
"801" "V3" 1 "e1" 14 "b" 9 "looked_at" "rt" 465 "gram" "lo" 1 -1 -1 "english" "spr"
"8021" "V3" 1 "e1" 6 "b" 9 "brought_along" "rt" 729 "gram" "lo" 1 -1 -1 "english" "spr"
"803" "V3" 1 "e1" 10 "b" 9 "shouted_at" "rt" 497 "gram" "lo" 1 -1 -1 "english" "spr"
"8041" "V3" 1 "e1" 15 "c" 9 "described" "rt" 649 "ungram" "hi" -1 1 -1 "english" "spr"
"805" "V3" 1 "e1" 13 "a" 9 "ignored" "rt" 785 "gram" "hi" 1 1 1 "english" "spr"
"8061" "V3" 1 "e1" 5 "a" 9 "missed" "rt" 521 "gram" "hi" 1 1 1 "english" "spr"
"807" "V3" 1 "e1" 7 "c" 9 "saw" "rt" 577 "ungram" "hi" -1 1 -1 "english" "spr"
"8081" "V3" 1 "e1" 3 "c" 9 "looked_for" "rt" 529 "ungram" "hi" -1 1 -1 "english" "spr"
"809" "V3" 1 "e1" 9 "a" 9 "admired" "rt" 657 "gram" "hi" 1 1 1 "english" "spr"
"8101" "V3" 1 "e1" 12 "d" 9 "saw" "rt" 490 "ungram" "lo" -1 -1 1 "english" "spr"
"811" "V3" 1 "e1" 2 "b" 9 "found" "rt" 497 "gram" "lo" 1 -1 -1 "english" "spr"
"8121" "V3" 1 "e1" 8 "d" 9 "recognized" "rt" 481 "ungram" "lo" -1 -1 1 "english" "spr"
"813" "V3" 1 "e1" 4 "d" 9 "hired" "rt" 473 "ungram" "lo" -1 -1 1 "english" "spr"
"8141" "V3" 1 "e1" 16 "d" 9 "liked" "rt" 513 "ungram" "lo" -1 -1 1 "english" "spr"
"8161" "V3" 1 "e1" 1 "a" 9 "carried" "rt" 505 "gram" "hi" 1 1 1 "english" "spr"
"817" "V3" 10 "e1" 8 "a" 9 "recognized" "rt" 513 "gram" "hi" 1 1 1 "english" "spr"
"8181" "V3" 10 "e1" 3 "d" 9 "looked_for" "rt" 377 "ungram" "lo" -1 -1 1 "english" "spr"
"819" "V3" 10 "e1" 4 "a" 9 "hired" "rt" 465 "gram" "hi" 1 1 1 "english" "spr"
"8201" "V3" 10 "e1" 16 "a" 9 "liked" "rt" 289 "gram" "hi" 1 1 1 "english" "spr"
"821" "V3" 10 "e1" 12 "a" 9 "saw" "rt" 649 "gram" "hi" 1 1 1 "english" "spr"
"8221" "V3" 10 "e1" 13 "b" 9 "ignored" "rt" 297 "gram" "lo" 1 -1 -1 "english" "spr"
"823" "V3" 10 "e1" 2 "c" 9 "found" "rt" 321 "ungram" "hi" -1 1 -1 "english" "spr"
"8241" "V3" 10 "e1" 5 "b" 9 "missed" "rt" 369 "gram" "lo" 1 -1 -1 "english" "spr"
"8261" "V3" 10 "e1" 1 "b" 9 "carried" "rt" 337 "gram" "lo" 1 -1 -1 "english" "spr"
"827" "V3" 10 "e1" 15 "d" 9 "described" "rt" 249 "ungram" "lo" -1 -1 1 "english" "spr"
"8281" "V3" 10 "e1" 10 "c" 9 "shouted_at" "rt" 289 "ungram" "hi" -1 1 -1 "english" "spr"
"829" "V3" 10 "e1" 14 "c" 9 "looked_at" "rt" 354 "ungram" "hi" -1 1 -1 "english" "spr"
"8301" "V3" 10 "e1" 6 "c" 9 "brought_along" "rt" 297 "ungram" "hi" -1 1 -1 "english" "spr"
"831" "V3" 10 "e1" 9 "b" 9 "admired" "rt" 313 "gram" "lo" 1 -1 -1 "english" "spr"
"8321" "V3" 10 "e1" 7 "d" 9 "saw" "rt" 257 "ungram" "lo" -1 -1 1 "english" "spr"
"833" "V3" 11 "e1" 15 "a" 9 "described" "rt" 1457 "gram" "hi" 1 1 1 "english" "spr"
"8341" "V3" 11 "e1" 6 "d" 9 "brought_along" "rt" 720 "ungram" "lo" -1 -1 1 "english" "spr"
"8361" "V3" 11 "e1" 2 "d" 9 "found" "rt" 1394 "ungram" "lo" -1 -1 1 "english" "spr"
"837" "V3" 11 "e1" 4 "b" 9 "hired" "rt" 577 "gram" "lo" 1 -1 -1 "english" "spr"
"8381" "V3" 11 "e1" 10 "d" 9 "shouted_at" "rt" 1593 "ungram" "lo" -1 -1 1 "english" "spr"
"841" "V3" 11 "e1" 12 "b" 9 "saw" "rt" 1289 "gram" "lo" 1 -1 -1 "english" "spr"
"8421" "V3" 11 "e1" 5 "c" 9 "missed" "rt" 706 "ungram" "hi" -1 1 -1 "english" "spr"
"843" "V3" 11 "e1" 14 "d" 9 "looked_at" "rt" 458 "ungram" "lo" -1 -1 1 "english" "spr"
"845" "V3" 11 "e1" 1 "c" 9 "carried" "rt" 609 "ungram" "hi" -1 1 -1 "english" "spr"
"8461" "V3" 11 "e1" 8 "b" 9 "recognized" "rt" 593 "gram" "lo" 1 -1 -1 "english" "spr"
"847" "V3" 11 "e1" 7 "a" 9 "saw" "rt" 569 "gram" "hi" 1 1 1 "english" "spr"
"8481" "V3" 11 "e1" 13 "c" 9 "ignored" "rt" 681 "ungram" "hi" -1 1 -1 "english" "spr"
"849" "V3" 12 "e1" 4 "c" 9 "hired" "rt" 1185 "ungram" "hi" -1 1 -1 "english" "spr"
"8501" "V3" 12 "e1" 9 "d" 9 "admired" "rt" 1081 "ungram" "lo" -1 -1 1 "english" "spr"
"851" "V3" 12 "e1" 15 "b" 9 "described" "rt" 1073 "gram" "lo" 1 -1 -1 "english" "spr"
"8521" "V3" 12 "e1" 7 "b" 9 "saw" "rt" 993 "gram" "lo" 1 -1 -1 "english" "spr"
"853" "V3" 12 "e1" 2 "a" 9 "found" "rt" 1761 "gram" "hi" 1 1 1 "english" "spr"
"8541" "V3" 12 "e1" 12 "c" 9 "saw" "rt" 1233 "ungram" "hi" -1 1 -1 "english" "spr"
"855" "V3" 12 "e1" 6 "a" 9 "brought_along" "rt" 985 "gram" "hi" 1 1 1 "english" "spr"
"8561" "V3" 12 "e1" 13 "d" 9 "ignored" "rt" 1337 "ungram" "lo" -1 -1 1 "english" "spr"
"857" "V3" 12 "e1" 1 "d" 9 "carried" "rt" 745 "ungram" "lo" -1 -1 1 "english" "spr"
"8581" "V3" 12 "e1" 16 "c" 9 "liked" "rt" 785 "ungram" "hi" -1 1 -1 "english" "spr"
"859" "V3" 12 "e1" 5 "d" 9 "missed" "rt" 777 "ungram" "lo" -1 -1 1 "english" "spr"
"861" "V3" 12 "e1" 8 "c" 9 "recognized" "rt" 1649 "ungram" "hi" -1 1 -1 "english" "spr"
"8621" "V3" 12 "e1" 10 "a" 9 "shouted_at" "rt" 825 "gram" "hi" 1 1 1 "english" "spr"
"865" "V3" 8 "e1" 13 "d" 9 "ignored" "rt" 370 "ungram" "lo" -1 -1 1 "english" "spr"
"8661" "V3" 8 "e1" 10 "a" 9 "shouted_at" "rt" 881 "gram" "hi" 1 1 1 "english" "spr"
"8681" "V3" 8 "e1" 3 "b" 9 "looked_for" "rt" 537 "gram" "lo" 1 -1 -1 "english" "spr"
"869" "V3" 8 "e1" 9 "d" 9 "admired" "rt" 209 "ungram" "lo" -1 -1 1 "english" "spr"
"8701" "V3" 8 "e1" 16 "c" 9 "liked" "rt" 394 "ungram" "hi" -1 1 -1 "english" "spr"
"871" "V3" 8 "e1" 12 "c" 9 "saw" "rt" 186 "ungram" "hi" -1 1 -1 "english" "spr"
"8721" "V3" 8 "e1" 2 "a" 9 "found" "rt" 169 "gram" "hi" 1 1 1 "english" "spr"
"873" "V3" 8 "e1" 7 "b" 9 "saw" "rt" 249 "gram" "lo" 1 -1 -1 "english" "spr"
"8741" "V3" 8 "e1" 5 "d" 9 "missed" "rt" 481 "ungram" "lo" -1 -1 1 "english" "spr"
"875" "V3" 8 "e1" 1 "d" 9 "carried" "rt" 225 "ungram" "lo" -1 -1 1 "english" "spr"
"8761" "V3" 8 "e1" 15 "b" 9 "described" "rt" 369 "gram" "lo" 1 -1 -1 "english" "spr"
"877" "V3" 8 "e1" 14 "a" 9 "looked_at" "rt" 249 "gram" "hi" 1 1 1 "english" "spr"
"8781" "V3" 8 "e1" 8 "c" 9 "recognized" "rt" 225 "ungram" "hi" -1 1 -1 "english" "spr"
"879" "V3" 8 "e1" 6 "a" 9 "brought_along" "rt" 209 "gram" "hi" 1 1 1 "english" "spr"
"8801" "V3" 8 "e1" 4 "c" 9 "hired" "rt" 201 "ungram" "hi" -1 1 -1 "english" "spr"
"881" "V3" 13 "e1" 12 "d" 9 "saw" "rt" 441 "ungram" "lo" -1 -1 1 "english" "spr"
"8821" "V3" 13 "e1" 3 "c" 9 "looked_for" "rt" 521 "ungram" "hi" -1 1 -1 "english" "spr"
"883" "V3" 13 "e1" 10 "b" 9 "shouted_at" "rt" 449 "gram" "lo" 1 -1 -1 "english" "spr"
"8841" "V3" 13 "e1" 13 "a" 9 "ignored" "rt" 521 "gram" "hi" 1 1 1 "english" "spr"
"885" "V3" 13 "e1" 2 "b" 9 "found" "rt" 441 "gram" "lo" 1 -1 -1 "english" "spr"
"8861" "V3" 13 "e1" 7 "c" 9 "saw" "rt" 401 "ungram" "hi" -1 1 -1 "english" "spr"
"887" "V3" 13 "e1" 6 "b" 9 "brought_along" "rt" 529 "gram" "lo" 1 -1 -1 "english" "spr"
"8881" "V3" 13 "e1" 15 "c" 9 "described" "rt" 457 "ungram" "hi" -1 1 -1 "english" "spr"
"889" "V3" 13 "e1" 5 "a" 9 "missed" "rt" 426 "gram" "hi" 1 1 1 "english" "spr"
"8901" "V3" 13 "e1" 14 "b" 9 "looked_at" "rt" 489 "gram" "lo" 1 -1 -1 "english" "spr"
"891" "V3" 13 "e1" 4 "d" 9 "hired" "rt" 425 "ungram" "lo" -1 -1 1 "english" "spr"
"8921" "V3" 13 "e1" 8 "d" 9 "recognized" "rt" 425 "ungram" "lo" -1 -1 1 "english" "spr"
"893" "V3" 13 "e1" 16 "d" 9 "liked" "rt" 433 "ungram" "lo" -1 -1 1 "english" "spr"
"895" "V3" 13 "e1" 9 "a" 9 "admired" "rt" 497 "gram" "hi" 1 1 1 "english" "spr"
"8961" "V3" 13 "e1" 1 "a" 9 "carried" "rt" 401 "gram" "hi" 1 1 1 "english" "spr"
"8981" "V3" 14 "e1" 12 "a" 9 "saw" "rt" 401 "gram" "hi" 1 1 1 "english" "spr"
"9001" "V3" 14 "e1" 15 "d" 9 "described" "rt" 337 "ungram" "lo" -1 -1 1 "english" "spr"
"901" "V3" 14 "e1" 6 "c" 9 "brought_along" "rt" 1265 "ungram" "hi" -1 1 -1 "english" "spr"
"9021" "V3" 14 "e1" 2 "c" 9 "found" "rt" 425 "ungram" "hi" -1 1 -1 "english" "spr"
"903" "V3" 14 "e1" 5 "b" 9 "missed" "rt" 817 "gram" "lo" 1 -1 -1 "english" "spr"
"9041" "V3" 14 "e1" 14 "c" 9 "looked_at" "rt" 473 "ungram" "hi" -1 1 -1 "english" "spr"
"9061" "V3" 14 "e1" 13 "b" 9 "ignored" "rt" 417 "gram" "lo" 1 -1 -1 "english" "spr"
"907" "V3" 14 "e1" 16 "a" 9 "liked" "rt" 1777 "gram" "hi" 1 1 1 "english" "spr"
"9081" "V3" 14 "e1" 9 "b" 9 "admired" "rt" 1593 "gram" "lo" 1 -1 -1 "english" "spr"
"909" "V3" 14 "e1" 7 "d" 9 "saw" "rt" 450 "ungram" "lo" -1 -1 1 "english" "spr"
"9101" "V3" 14 "e1" 1 "b" 9 "carried" "rt" 585 "gram" "lo" 1 -1 -1 "english" "spr"
"911" "V3" 14 "e1" 3 "d" 9 "looked_for" "rt" 593 "ungram" "lo" -1 -1 1 "english" "spr"
"9121" "V3" 14 "e1" 10 "c" 9 "shouted_at" "rt" 665 "ungram" "hi" -1 1 -1 "english" "spr"
"913" "V3" 15 "e1" 1 "c" 9 "carried" "rt" 417 "ungram" "hi" -1 1 -1 "english" "spr"
"9141" "V3" 15 "e1" 15 "a" 9 "described" "rt" 393 "gram" "hi" 1 1 1 "english" "spr"
"915" "V3" 15 "e1" 3 "a" 9 "looked_for" "rt" 361 "gram" "hi" 1 1 1 "english" "spr"
"9161" "V3" 15 "e1" 9 "c" 9 "admired" "rt" 633 "ungram" "hi" -1 1 -1 "english" "spr"
"917" "V3" 15 "e1" 7 "a" 9 "saw" "rt" 353 "gram" "hi" 1 1 1 "english" "spr"
"9181" "V3" 15 "e1" 16 "b" 9 "liked" "rt" 409 "gram" "lo" 1 -1 -1 "english" "spr"
"919" "V3" 15 "e1" 5 "c" 9 "missed" "rt" 377 "ungram" "hi" -1 1 -1 "english" "spr"
"9201" "V3" 15 "e1" 13 "c" 9 "ignored" "rt" 417 "ungram" "hi" -1 1 -1 "english" "spr"
"921" "V3" 15 "e1" 8 "b" 9 "recognized" "rt" 361 "gram" "lo" 1 -1 -1 "english" "spr"
"927" "V3" 15 "e1" 6 "d" 9 "brought_along" "rt" 1977 "ungram" "lo" -1 -1 1 "english" "spr"
"9281" "V3" 15 "e1" 2 "d" 9 "found" "rt" 569 "ungram" "lo" -1 -1 1 "english" "spr"
"929" "V3" 16 "e1" 13 "d" 9 "ignored" "rt" 1353 "ungram" "lo" -1 -1 1 "english" "spr"
"9301" "V3" 16 "e1" 12 "c" 9 "saw" "rt" 1345 "ungram" "hi" -1 1 -1 "english" "spr"
"931" "V3" 16 "e1" 2 "a" 9 "found" "rt" 394 "gram" "hi" 1 1 1 "english" "spr"
"9321" "V3" 16 "e1" 7 "b" 9 "saw" "rt" 441 "gram" "lo" 1 -1 -1 "english" "spr"
"933" "V3" 16 "e1" 14 "a" 9 "looked_at" "rt" 1305 "gram" "hi" 1 1 1 "english" "spr"
"9341" "V3" 16 "e1" 6 "a" 9 "brought_along" "rt" 1992 "gram" "hi" 1 1 1 "english" "spr"
"937" "V3" 16 "e1" 5 "d" 9 "missed" "rt" 377 "ungram" "lo" -1 -1 1 "english" "spr"
"9381" "V3" 16 "e1" 16 "c" 9 "liked" "rt" 1313 "ungram" "hi" -1 1 -1 "english" "spr"
"939" "V3" 16 "e1" 9 "d" 9 "admired" "rt" 1529 "ungram" "lo" -1 -1 1 "english" "spr"
"9401" "V3" 16 "e1" 4 "c" 9 "hired" "rt" 449 "ungram" "hi" -1 1 -1 "english" "spr"
"941" "V3" 16 "e1" 15 "b" 9 "described" "rt" 1201 "gram" "lo" 1 -1 -1 "english" "spr"
"9421" "V3" 16 "e1" 1 "d" 9 "carried" "rt" 505 "ungram" "lo" -1 -1 1 "english" "spr"
"943" "V3" 16 "e1" 10 "a" 9 "shouted_at" "rt" 633 "gram" "hi" 1 1 1 "english" "spr"
"9441" "V3" 16 "e1" 3 "b" 9 "looked_for" "rt" 945 "gram" "lo" 1 -1 -1 "english" "spr"
"945" "V3" 17 "e1" 4 "d" 9 "hired" "rt" 577 "ungram" "lo" -1 -1 1 "english" "spr"
"9461" "V3" 17 "e1" 5 "a" 9 "missed" "rt" 961 "gram" "hi" 1 1 1 "english" "spr"
"947" "V3" 17 "e1" 16 "d" 9 "liked" "rt" 889 "ungram" "lo" -1 -1 1 "english" "spr"
"9481" "V3" 17 "e1" 14 "b" 9 "looked_at" "rt" 897 "gram" "lo" 1 -1 -1 "english" "spr"
"949" "V3" 17 "e1" 3 "c" 9 "looked_for" "rt" 953 "ungram" "hi" -1 1 -1 "english" "spr"
"9501" "V3" 17 "e1" 9 "a" 9 "admired" "rt" 841 "gram" "hi" 1 1 1 "english" "spr"
"9521" "V3" 17 "e1" 8 "d" 9 "recognized" "rt" 1449 "ungram" "lo" -1 -1 1 "english" "spr"
"953" "V3" 17 "e1" 7 "c" 9 "saw" "rt" 785 "ungram" "hi" -1 1 -1 "english" "spr"
"9541" "V3" 17 "e1" 10 "b" 9 "shouted_at" "rt" 1449 "gram" "lo" 1 -1 -1 "english" "spr"
"955" "V3" 17 "e1" 13 "a" 9 "ignored" "rt" 937 "gram" "hi" 1 1 1 "english" "spr"
"9561" "V3" 17 "e1" 6 "b" 9 "brought_along" "rt" 1745 "gram" "lo" 1 -1 -1 "english" "spr"
"957" "V3" 17 "e1" 2 "b" 9 "found" "rt" 665 "gram" "lo" 1 -1 -1 "english" "spr"
"9581" "V3" 17 "e1" 15 "c" 9 "described" "rt" 985 "ungram" "hi" -1 1 -1 "english" "spr"
"959" "V3" 17 "e1" 1 "a" 9 "carried" "rt" 849 "gram" "hi" 1 1 1 "english" "spr"
"9601" "V3" 17 "e1" 12 "d" 9 "saw" "rt" 650 "ungram" "lo" -1 -1 1 "english" "spr"
"9621" "V3" 18 "e1" 5 "b" 9 "missed" "rt" 377 "gram" "lo" 1 -1 -1 "english" "spr"
"9701" "V3" 18 "e1" 7 "d" 9 "saw" "rt" 730 "ungram" "lo" -1 -1 1 "english" "spr"
"973" "V3" 18 "e1" 16 "a" 9 "liked" "rt" 1657 "gram" "hi" 1 1 1 "english" "spr"
"975" "V3" 18 "e1" 2 "c" 9 "found" "rt" 953 "ungram" "hi" -1 1 -1 "english" "spr"
"9781" "V3" 19 "e1" 10 "d" 9 "shouted_at" "rt" 993 "ungram" "lo" -1 -1 1 "english" "spr"
"979" "V3" 19 "e1" 3 "a" 9 "looked_for" "rt" 457 "gram" "hi" 1 1 1 "english" "spr"
"9801" "V3" 19 "e1" 13 "c" 9 "ignored" "rt" 745 "ungram" "hi" -1 1 -1 "english" "spr"
"9841" "V3" 19 "e1" 2 "d" 9 "found" "rt" 369 "ungram" "lo" -1 -1 1 "english" "spr"
"985" "V3" 19 "e1" 14 "d" 9 "looked_at" "rt" 377 "ungram" "lo" -1 -1 1 "english" "spr"
"987" "V3" 19 "e1" 15 "a" 9 "described" "rt" 1017 "gram" "hi" 1 1 1 "english" "spr"
"9881" "V3" 19 "e1" 16 "b" 9 "liked" "rt" 361 "gram" "lo" 1 -1 -1 "english" "spr"
"989" "V3" 19 "e1" 1 "c" 9 "carried" "rt" 705 "ungram" "hi" -1 1 -1 "english" "spr"
"9901" "V3" 19 "e1" 7 "a" 9 "saw" "rt" 378 "gram" "hi" 1 1 1 "english" "spr"
"991" "V3" 19 "e1" 12 "b" 9 "saw" "rt" 722 "gram" "lo" 1 -1 -1 "english" "spr"
"9921" "V3" 19 "e1" 6 "d" 9 "brought_along" "rt" 217 "ungram" "lo" -1 -1 1 "english" "spr"
"993" "V3" 2 "e1" 4 "a" 9 "hired" "rt" 265 "gram" "hi" 1 1 1 "english" "spr"
"9941" "V3" 2 "e1" 5 "b" 9 "missed" "rt" 241 "gram" "lo" 1 -1 -1 "english" "spr"
"995" "V3" 2 "e1" 12 "a" 9 "saw" "rt" 529 "gram" "hi" 1 1 1 "english" "spr"
"9961" "V3" 2 "e1" 6 "c" 9 "brought_along" "rt" 329 "ungram" "hi" -1 1 -1 "english" "spr"
"997" "V3" 2 "e1" 2 "c" 9 "found" "rt" 265 "ungram" "hi" -1 1 -1 "english" "spr"
"9981" "V3" 2 "e1" 3 "d" 9 "looked_for" "rt" 265 "ungram" "lo" -1 -1 1 "english" "spr"
"999" "V3" 2 "e1" 1 "b" 9 "carried" "rt" 257 "gram" "lo" 1 -1 -1 "english" "spr"
"10001" "V3" 2 "e1" 14 "c" 9 "looked_at" "rt" 641 "ungram" "hi" -1 1 -1 "english" "spr"
"1001" "V3" 2 "e1" 15 "d" 9 "described" "rt" 641 "ungram" "lo" -1 -1 1 "english" "spr"
"10021" "V3" 2 "e1" 9 "b" 9 "admired" "rt" 241 "gram" "lo" 1 -1 -1 "english" "spr"
"1003" "V3" 2 "e1" 10 "c" 9 "shouted_at" "rt" 233 "ungram" "hi" -1 1 -1 "english" "spr"
"10041" "V3" 2 "e1" 16 "a" 9 "liked" "rt" 290 "gram" "hi" 1 1 1 "english" "spr"
"1005" "V3" 2 "e1" 7 "d" 9 "saw" "rt" 202 "ungram" "lo" -1 -1 1 "english" "spr"
"1007" "V3" 2 "e1" 8 "a" 9 "recognized" "rt" 217 "gram" "hi" 1 1 1 "english" "spr"
"10081" "V3" 2 "e1" 13 "b" 9 "ignored" "rt" 345 "gram" "lo" 1 -1 -1 "english" "spr"
"10101" "V3" 20 "e1" 2 "a" 9 "found" "rt" 401 "gram" "hi" 1 1 1 "english" "spr"
"1011" "V3" 20 "e1" 14 "a" 9 "looked_at" "rt" 1185 "gram" "hi" 1 1 1 "english" "spr"
"10121" "V3" 20 "e1" 13 "d" 9 "ignored" "rt" 513 "ungram" "lo" -1 -1 1 "english" "spr"
"1013" "V3" 20 "e1" 6 "a" 9 "brought_along" "rt" 1457 "gram" "hi" 1 1 1 "english" "spr"
"10141" "V3" 20 "e1" 10 "a" 9 "shouted_at" "rt" 497 "gram" "hi" 1 1 1 "english" "spr"
"1015" "V3" 20 "e1" 1 "d" 9 "carried" "rt" 961 "ungram" "lo" -1 -1 1 "english" "spr"
"10161" "V3" 20 "e1" 7 "b" 9 "saw" "rt" 425 "gram" "lo" 1 -1 -1 "english" "spr"
"1017" "V3" 20 "e1" 9 "d" 9 "admired" "rt" 529 "ungram" "lo" -1 -1 1 "english" "spr"
"10181" "V3" 20 "e1" 5 "d" 9 "missed" "rt" 873 "ungram" "lo" -1 -1 1 "english" "spr"
"1019" "V3" 20 "e1" 16 "c" 9 "liked" "rt" 538 "ungram" "hi" -1 1 -1 "english" "spr"
"10201" "V3" 20 "e1" 12 "c" 9 "saw" "rt" 721 "ungram" "hi" -1 1 -1 "english" "spr"
"1021" "V3" 20 "e1" 8 "c" 9 "recognized" "rt" 505 "ungram" "hi" -1 1 -1 "english" "spr"
"10221" "V3" 20 "e1" 4 "c" 9 "hired" "rt" 689 "ungram" "hi" -1 1 -1 "english" "spr"
"1023" "V3" 20 "e1" 3 "b" 9 "looked_for" "rt" 417 "gram" "lo" 1 -1 -1 "english" "spr"
"10241" "V3" 20 "e1" 15 "b" 9 "described" "rt" 681 "gram" "lo" 1 -1 -1 "english" "spr"
"1025" "V3" 21 "e1" 14 "b" 9 "looked_at" "rt" 289 "gram" "lo" 1 -1 -1 "english" "spr"
"10261" "V3" 21 "e1" 13 "a" 9 "ignored" "rt" 1441 "gram" "hi" 1 1 1 "english" "spr"
"1027" "V3" 21 "e1" 16 "d" 9 "liked" "rt" 257 "ungram" "lo" -1 -1 1 "english" "spr"
"10281" "V3" 21 "e1" 3 "c" 9 "looked_for" "rt" 473 "ungram" "hi" -1 1 -1 "english" "spr"
"1029" "V3" 21 "e1" 12 "d" 9 "saw" "rt" 394 "ungram" "lo" -1 -1 1 "english" "spr"
"10301" "V3" 21 "e1" 1 "a" 9 "carried" "rt" 345 "gram" "hi" 1 1 1 "english" "spr"
"10321" "V3" 21 "e1" 7 "c" 9 "saw" "rt" 337 "ungram" "hi" -1 1 -1 "english" "spr"
"10341" "V3" 21 "e1" 2 "b" 9 "found" "rt" 242 "gram" "lo" 1 -1 -1 "english" "spr"
"1035" "V3" 21 "e1" 5 "a" 9 "missed" "rt" 457 "gram" "hi" 1 1 1 "english" "spr"
"10361" "V3" 21 "e1" 15 "c" 9 "described" "rt" 225 "ungram" "hi" -1 1 -1 "english" "spr"
"1037" "V3" 21 "e1" 6 "b" 9 "brought_along" "rt" 489 "gram" "lo" 1 -1 -1 "english" "spr"
"10381" "V3" 21 "e1" 4 "d" 9 "hired" "rt" 186 "ungram" "lo" -1 -1 1 "english" "spr"
"1039" "V3" 21 "e1" 8 "d" 9 "recognized" "rt" 313 "ungram" "lo" -1 -1 1 "english" "spr"
"10401" "V3" 21 "e1" 9 "a" 9 "admired" "rt" 361 "gram" "hi" 1 1 1 "english" "spr"
"1041" "V3" 22 "e1" 16 "a" 9 "liked" "rt" 986 "gram" "hi" 1 1 1 "english" "spr"
"10421" "V3" 22 "e1" 8 "a" 9 "recognized" "rt" 1049 "gram" "hi" 1 1 1 "english" "spr"
"1043" "V3" 22 "e1" 4 "a" 9 "hired" "rt" 1433 "gram" "hi" 1 1 1 "english" "spr"
"10441" "V3" 22 "e1" 2 "c" 9 "found" "rt" 833 "ungram" "hi" -1 1 -1 "english" "spr"
