"subject" "participant" "id" "cond" "trial" "response" "GIVEN_ANSWER" "resp" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT" "dist" "pred" "pred.dist" "nopred.dist"
"7337" "8" "nk" 19 "c" 73 6 6 1 1 196 1 0 653 653 653 653 653 0 0 0 0 0 653 -1 1 0 -1
"7344" "8" "nk" 16 "b" 75 7 7 1 1 205 1 0 725 725 725 725 725 0 0 0 0 0 725 1 -1 0 0
"7351" "8" "nk" 7 "b" 77 6 6 1 1 251 1 0 936 936 936 936 936 0 0 0 0 0 936 1 -1 0 0
"7358" "8" "nk" 22 "d" 80 7 7 1 1 217 1 0 217 217 850 217 217 633 0 633 0 0 633 1 1 0 1
"7365" "8" "nk" 36 "d" 83 7 7 1 1 204 1 0 469 469 1215 469 469 746 0 746 0 0 267 1 1 1 1
"7372" "8" "nk" 1 "c" 85 6 6 1 1 186 1 0 387 387 387 387 387 0 0 0 0 0 387 -1 1 0 -1
"7379" "8" "nk" 35 "a" 87 6 6 1 1 214 1 0 440 440 440 440 440 0 0 0 0 0 440 -1 -1 -1 0
"7386" "8" "nk" 18 "d" 90 7 6 0 1 182 1 0 553 553 553 553 553 0 0 0 0 0 553 1 1 1 1
"7393" "8" "nk" 33 "c" 92 6 6 1 1 210 1 0 651 651 651 651 651 0 0 0 0 0 651 -1 1 1 -1
"7400" "8" "nk" 8 "a" 96 7 7 1 1 329 1 329 329 329 329 329 329 0 0 0 0 0 329 -1 -1 -1 0
"7407" "33" "nt" 6 "c" 4 7 7 1 1 180 1 0 338 338 338 338 338 0 0 0 0 0 338 -1 1 0 -1
"7414" "33" "nt" 13 "a" 6 6 6 1 1 103 1 103 103 103 103 103 103 0 0 0 0 0 103 -1 -1 -1 0
"7421" "33" "nt" 12 "b" 9 7 7 1 1 184 1 184 184 184 184 184 184 0 0 0 0 0 184 1 -1 1 0
"7428" "33" "nt" 28 "c" 13 7 7 1 1 106 1 0 226 226 226 226 226 0 0 0 0 0 226 -1 1 0 -1
"7435" "33" "nt" 14 "d" 17 7 7 1 1 172 1 0 322 322 322 322 322 0 0 0 0 0 322 1 1 0 1
"7442" "33" "nt" 10 "d" 19 7 7 1 1 167 1 167 167 167 167 167 167 0 0 0 0 0 167 1 1 0 1
"7449" "33" "nt" 20 "b" 21 7 7 1 1 182 1 182 182 182 182 182 182 0 0 0 0 0 182 1 -1 1 0
"7456" "33" "nt" 11 "c" 27 6 7 0 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193 -1 1 1 -1
"7463" "33" "nt" 17 "a" 29 6 6 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 -1 -1 -1 0
"7470" "33" "nt" 21 "a" 31 6 6 1 1 174 1 0 345 345 345 345 345 0 0 0 0 0 345 -1 -1 -1 0
"7477" "33" "nt" 31 "d" 33 6 6 1 1 20 1 20 20 20 20 20 20 0 0 0 0 0 20 1 1 0 1
"7484" "33" "nt" 29 "b" 36 6 6 1 1 38 1 38 38 38 38 38 38 0 0 0 0 0 38 1 -1 0 0
"7491" "33" "nt" 27 "d" 39 6 6 1 1 39 1 0 194 194 194 194 194 0 0 0 0 0 194 1 1 0 1
"7498" "33" "nt" 4 "d" 41 6 6 1 1 186 1 186 186 186 186 186 186 0 0 0 0 0 186 1 1 0 1
"7505" "33" "nt" 34 "b" 43 7 7 1 1 117 1 0 254 254 254 254 254 0 0 0 0 0 254 1 -1 0 0
"7512" "33" "nt" 15 "c" 46 6 6 1 1 205 1 0 363 363 363 363 363 0 0 0 0 0 363 -1 1 0 -1
"7519" "33" "nt" 3 "a" 51 6 6 1 1 178 1 178 178 178 178 178 178 0 0 0 0 0 178 -1 -1 -1 0
"7526" "33" "nt" 24 "b" 60 7 7 1 1 173 1 173 173 173 173 173 173 0 0 0 0 0 173 1 -1 0 0
"7533" "33" "nt" 23 "c" 62 6 6 1 1 86 1 0 260 260 260 260 260 0 0 0 0 0 260 -1 1 0 -1
"7540" "33" "nt" 2 "b" 64 7 7 1 1 174 1 174 174 174 174 174 174 0 0 0 0 0 174 1 -1 0 0
"7547" "33" "nt" 30 "a" 66 7 7 1 1 116 1 116 116 116 116 116 116 0 0 0 0 0 116 -1 -1 -1 0
"7554" "33" "nt" 25 "a" 70 6 6 1 1 127 1 127 127 127 127 127 127 0 0 0 0 0 127 -1 -1 -1 0
"7561" "33" "nt" 19 "c" 73 6 6 1 1 184 1 0 363 363 363 363 363 0 0 0 0 0 363 -1 1 1 -1
"7568" "33" "nt" 16 "b" 75 7 7 1 1 69 1 0 263 263 263 263 263 0 0 0 0 0 263 1 -1 1 0
"7575" "33" "nt" 7 "b" 77 6 6 1 1 191 1 0 384 384 384 384 384 0 0 0 0 0 384 1 -1 0 0
"7582" "33" "nt" 22 "d" 80 7 7 1 1 29 1 29 29 29 29 29 29 0 0 0 0 0 29 1 1 0 1
"7589" "33" "nt" 36 "d" 83 7 7 1 1 89 1 0 247 247 247 247 247 0 0 0 0 0 247 1 1 0 1
"7596" "33" "nt" 1 "c" 85 6 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 -1
"7603" "33" "nt" 35 "a" 87 6 6 1 1 180 1 180 180 180 180 180 180 0 0 0 0 0 180 -1 -1 -1 0
"7610" "33" "nt" 18 "d" 90 7 6 0 1 199 1 0 408 408 408 408 408 0 0 0 0 0 408 1 1 1 1
"7617" "33" "nt" 33 "c" 92 6 6 1 1 122 1 122 122 122 122 122 122 0 0 0 0 0 122 -1 1 0 -1
"7624" "33" "nt" 8 "a" 96 7 7 1 1 52 1 0 255 255 255 255 255 0 0 0 0 0 255 -1 -1 -1 0
"7631" "34" "shz" 6 "a" 4 7 7 1 1 194 1 0 448 448 448 448 448 0 0 0 0 0 448 -1 -1 -1 0
"7638" "34" "shz" 13 "c" 6 6 6 1 1 190 1 0 660 660 660 660 660 0 0 0 0 0 660 -1 1 1 -1
"7645" "34" "shz" 12 "d" 9 7 7 1 1 186 1 0 338 338 338 338 338 0 0 0 0 0 338 1 1 0 1
"7652" "34" "shz" 28 "a" 13 7 7 1 1 188 1 0 457 457 457 457 457 0 0 0 0 0 457 -1 -1 -1 0
"7659" "34" "shz" 14 "b" 17 7 7 1 1 196 1 0 645 645 645 645 645 0 0 0 0 0 645 1 -1 0 0
"7666" "34" "shz" 10 "b" 19 7 6 0 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187 1 -1 1 0
"7673" "34" "shz" 20 "d" 21 7 7 1 1 182 1 0 516 516 1010 516 516 494 0 494 0 0 494 1 1 0 1
"7680" "34" "shz" 11 "a" 27 6 6 1 1 197 1 0 467 467 467 467 467 0 0 0 0 0 467 -1 -1 -1 0
"7687" "34" "shz" 17 "c" 29 6 6 1 1 181 1 0 363 363 363 363 363 0 0 0 0 0 363 -1 1 0 -1
"7694" "34" "shz" 21 "c" 31 6 6 1 1 181 1 0 607 607 607 607 607 0 0 0 0 0 607 -1 1 0 -1
"7701" "34" "shz" 31 "b" 33 6 6 1 1 187 1 0 578 578 578 578 578 0 0 0 0 0 578 1 -1 1 0
"7708" "34" "shz" 29 "d" 36 6 6 1 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181 1 1 0 1
"7715" "34" "shz" 27 "b" 39 6 6 1 1 181 1 0 380 380 380 380 380 0 0 0 0 0 380 1 -1 0 0
"7722" "34" "shz" 4 "b" 41 7 7 1 1 184 1 0 445 445 445 445 445 0 0 0 0 0 445 1 -1 1 0
"7729" "34" "shz" 34 "d" 43 7 7 1 1 192 1 0 355 355 355 355 355 0 0 0 0 0 355 1 1 0 1
"7736" "34" "shz" 15 "a" 46 6 6 1 1 190 1 0 379 379 379 379 379 0 0 0 0 0 379 -1 -1 -1 0
"7743" "34" "shz" 3 "c" 51 6 6 1 1 184 1 0 437 437 437 437 437 0 0 0 0 0 437 -1 1 0 -1
"7750" "34" "shz" 24 "d" 60 7 7 1 1 198 1 0 434 434 434 434 434 0 0 0 0 0 434 1 1 0 1
"7757" "34" "shz" 23 "a" 62 6 6 1 1 188 1 0 1218 1218 1218 1218 1218 0 0 0 0 0 1218 -1 -1 -1 0
"7764" "34" "shz" 2 "d" 64 6 7 0 1 181 1 181 181 181 181 181 181 0 0 0 0 0 181 1 1 0 1
"7771" "34" "shz" 30 "c" 66 7 7 1 1 196 1 196 196 196 196 196 196 0 0 0 0 0 196 -1 1 0 -1
"7778" "34" "shz" 25 "c" 70 6 6 1 1 182 1 0 469 469 469 469 469 0 0 0 0 0 469 -1 1 0 -1
"7785" "34" "shz" 19 "a" 73 6 6 1 1 188 1 0 690 690 690 690 690 0 0 0 0 0 690 -1 -1 -1 0
"7792" "34" "shz" 16 "d" 75 7 7 1 1 199 1 0 446 446 446 446 446 0 0 0 0 0 446 1 1 0 1
"7799" "34" "shz" 7 "d" 77 6 7 0 1 190 1 0 404 404 404 404 404 0 0 0 0 0 404 1 1 0 1
"7806" "34" "shz" 22 "b" 80 7 7 1 1 179 1 179 179 179 179 179 179 0 0 0 0 0 179 1 -1 1 0
"7813" "34" "shz" 36 "b" 83 7 7 1 1 192 1 0 362 362 362 362 362 0 0 0 0 0 362 1 -1 0 0
"7820" "34" "shz" 1 "a" 85 6 6 1 1 205 1 0 402 402 402 402 402 0 0 0 0 0 402 -1 -1 -1 0
"7827" "34" "shz" 35 "c" 87 6 6 1 1 180 1 0 623 623 623 623 623 0 0 0 0 0 623 -1 1 0 -1
"7834" "34" "shz" 18 "b" 90 7 7 1 1 180 1 0 391 391 391 391 391 0 0 0 0 0 391 1 -1 1 0
"7841" "34" "shz" 33 "a" 92 6 6 1 1 185 1 0 383 383 383 383 383 0 0 0 0 0 383 -1 -1 -1 0
"7848" "34" "shz" 8 "c" 96 7 6 0 1 184 1 184 184 184 184 184 184 0 0 0 0 0 184 -1 1 0 -1
"7855" "35" "sr" 6 "a" 4 7 7 1 1 84 1 0 342 342 342 342 342 0 0 0 0 0 342 -1 -1 -1 0
"7862" "35" "sr" 13 "c" 6 6 6 1 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164 -1 1 0 -1
"7869" "35" "sr" 12 "d" 9 7 7 1 1 185 1 0 340 340 340 340 340 0 0 0 0 0 340 1 1 0 1
"7876" "35" "sr" 28 "a" 13 7 7 1 1 167 1 0 317 317 317 317 317 0 0 0 0 0 317 -1 -1 -1 0
"7883" "35" "sr" 14 "b" 17 7 7 1 1 184 1 0 327 327 327 327 327 0 0 0 0 0 327 1 -1 0 0
"7890" "35" "sr" 10 "b" 19 7 6 0 1 90 1 90 90 90 90 90 90 0 0 0 0 0 90 1 -1 0 0
"7897" "35" "sr" 20 "d" 21 7 7 1 1 62 1 0 62 62 218 62 62 156 0 156 0 0 156 1 1 1 1
"7904" "35" "sr" 11 "a" 27 6 6 1 1 195 1 195 195 195 195 195 195 0 0 0 0 0 195 -1 -1 -1 0
"7911" "35" "sr" 17 "c" 29 6 6 1 1 69 1 0 326 326 326 326 326 0 0 0 0 0 326 -1 1 1 -1
"7918" "35" "sr" 21 "c" 31 6 6 1 1 142 1 0 142 142 279 142 142 137 0 137 0 0 137 -1 1 0 -1
"7925" "35" "sr" 31 "b" 33 6 6 1 1 147 1 147 147 147 147 147 147 0 0 0 0 0 147 1 -1 0 0
"7932" "35" "sr" 29 "d" 36 6 6 1 1 185 1 185 185 185 185 185 185 0 0 0 0 0 185 1 1 0 1
"7939" "35" "sr" 27 "b" 39 6 6 1 1 189 1 0 352 352 352 352 352 0 0 0 0 0 352 1 -1 1 0
"7946" "35" "sr" 4 "b" 41 7 7 1 1 173 1 0 343 343 343 343 343 0 0 0 0 0 343 1 -1 1 0
"7953" "35" "sr" 34 "d" 43 7 7 1 1 187 1 0 331 331 331 331 331 0 0 0 0 0 331 1 1 0 1
"7960" "35" "sr" 15 "a" 46 6 6 1 1 187 1 0 422 422 422 422 422 0 0 0 0 0 422 -1 -1 -1 0
"7967" "35" "sr" 3 "c" 51 6 6 1 1 166 1 166 166 166 166 166 166 0 0 0 0 0 166 -1 1 0 -1
"7974" "35" "sr" 24 "d" 60 7 7 1 1 188 1 0 401 401 401 401 401 0 0 0 0 0 401 1 1 0 1
"7981" "35" "sr" 23 "a" 62 6 6 1 1 176 1 0 656 656 656 656 656 0 0 0 0 0 656 -1 -1 -1 0
"7988" "35" "sr" 2 "d" 64 6 7 0 1 166 1 0 312 312 312 312 312 0 0 0 0 0 312 1 1 0 1
"7995" "35" "sr" 30 "c" 66 7 7 1 1 189 1 189 189 189 189 189 189 0 0 0 0 0 189 -1 1 1 -1
"8002" "35" "sr" 25 "c" 70 6 6 1 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187 -1 1 0 -1
"8009" "35" "sr" 19 "a" 73 6 6 1 1 161 1 0 413 413 413 413 413 0 0 0 0 0 413 -1 -1 -1 0
"8016" "35" "sr" 16 "d" 75 7 7 1 1 183 1 0 393 393 393 393 393 0 0 0 0 0 393 1 1 1 1
"8023" "35" "sr" 7 "d" 77 6 7 0 1 90 1 0 386 386 386 386 386 0 0 0 0 0 386 1 1 0 1
"8030" "35" "sr" 22 "b" 80 7 7 1 1 165 1 0 346 346 346 346 346 0 0 0 0 0 346 1 -1 0 0
"8037" "35" "sr" 36 "b" 83 7 7 1 1 183 1 0 331 331 331 331 331 0 0 0 0 0 331 1 -1 0 0
"8044" "35" "sr" 1 "a" 85 6 6 1 1 13 1 0 13 13 223 13 13 210 0 210 0 0 210 -1 -1 -1 0
"8051" "35" "sr" 35 "c" 87 6 7 0 1 192 1 0 404 404 686 404 404 282 0 282 0 0 282 -1 1 1 -1
"8058" "35" "sr" 18 "b" 90 7 7 1 1 178 1 0 365 365 365 365 365 0 0 0 0 0 365 1 -1 0 0
"8065" "35" "sr" 33 "a" 92 6 6 1 1 232 1 0 392 392 392 392 392 0 0 0 0 0 392 -1 -1 -1 0
"8072" "35" "sr" 8 "c" 96 7 7 1 1 182 1 0 350 350 350 350 350 0 0 0 0 0 350 -1 1 0 -1
"8079" "36" "ys" 6 "d" 4 7 7 1 1 0 0 0 0 0 667 0 0 667 0 667 0 0 300 1 1 0 1
"8086" "36" "ys" 13 "b" 6 6 6 1 1 176 1 176 176 176 176 176 176 0 0 0 0 0 176 1 -1 1 0
"8093" "36" "ys" 12 "c" 9 7 7 1 1 181 1 0 322 322 584 322 322 262 0 262 0 0 262 -1 1 0 -1
"8100" "36" "ys" 28 "d" 13 7 6 0 1 202 1 202 202 202 202 202 202 0 0 0 0 0 202 1 1 1 1
"8107" "36" "ys" 14 "a" 17 7 7 1 1 179 1 0 872 872 1034 872 872 162 0 162 0 0 162 -1 -1 -1 0
"8114" "36" "ys" 10 "a" 19 7 7 1 1 206 1 0 481 481 481 481 481 0 0 0 0 0 481 -1 -1 -1 0
"8121" "36" "ys" 20 "c" 21 7 6 0 1 206 1 0 754 754 754 754 754 0 0 0 0 0 754 -1 1 0 -1
"8128" "36" "ys" 11 "d" 27 6 6 1 1 190 1 0 604 604 604 604 604 0 0 0 0 0 604 1 1 0 1
"8135" "36" "ys" 17 "b" 29 6 6 1 1 205 1 0 876 876 876 876 876 0 0 0 0 0 876 1 -1 0 0
"8142" "36" "ys" 21 "b" 31 6 7 0 1 199 1 0 1194 1194 1194 1194 1194 0 0 0 0 0 1194 1 -1 0 0
"8149" "36" "ys" 31 "a" 33 6 6 1 1 195 1 0 628 628 628 628 628 0 0 0 0 0 628 -1 -1 -1 0
"8156" "36" "ys" 29 "c" 36 6 6 1 1 216 1 0 771 771 1255 771 771 484 0 484 0 0 484 -1 1 0 -1
"8163" "36" "ys" 27 "a" 39 6 6 1 1 175 1 0 175 175 1017 175 175 842 0 842 0 0 842 -1 -1 -1 0
"8170" "36" "ys" 4 "a" 41 7 6 0 1 128 1 0 347 347 347 347 347 0 0 0 0 0 347 -1 -1 -1 0
"8177" "36" "ys" 34 "c" 43 7 7 1 1 505 1 505 505 505 505 505 505 0 0 0 0 0 505 -1 1 0 -1
"8184" "36" "ys" 15 "d" 46 6 6 1 1 201 1 0 533 533 533 533 533 0 0 0 0 0 533 1 1 0 1
"8191" "36" "ys" 3 "b" 51 6 6 1 1 168 1 0 574 574 574 574 574 0 0 0 0 0 574 1 -1 0 0
"8198" "36" "ys" 24 "c" 60 7 7 1 1 350 1 350 350 350 350 350 350 0 0 0 0 0 350 -1 1 0 -1
"8205" "36" "ys" 23 "d" 62 6 6 1 1 578 1 0 897 897 897 897 897 0 0 0 0 0 897 1 1 0 1
"8212" "36" "ys" 2 "c" 64 7 7 1 1 148 1 0 378 378 378 378 378 0 0 0 0 0 378 -1 1 0 -1
"8219" "36" "ys" 30 "b" 66 7 6 0 1 182 1 0 340 340 340 340 340 0 0 0 0 0 340 1 -1 0 0
"8226" "36" "ys" 25 "b" 70 6 6 1 1 194 1 0 664 664 664 664 664 0 0 0 0 0 664 1 -1 1 0
"8233" "36" "ys" 19 "d" 73 6 6 1 1 569 1 569 569 569 569 569 569 0 0 0 0 0 569 1 1 0 1
"8240" "36" "ys" 16 "c" 75 7 7 1 1 366 1 0 568 568 568 568 568 0 0 0 0 0 568 -1 1 0 -1
"8247" "36" "ys" 7 "c" 77 6 6 1 1 319 1 0 584 584 1885 584 584 1301 0 1301 0 0 1301 -1 1 1 -1
"8254" "36" "ys" 22 "a" 80 7 7 1 1 514 1 0 803 803 803 803 803 0 0 0 0 0 803 -1 -1 -1 0
"8261" "36" "ys" 36 "a" 83 7 7 1 1 238 1 0 423 423 423 423 423 0 0 0 0 0 423 -1 -1 -1 0
"8268" "36" "ys" 1 "d" 85 6 6 1 1 250 1 0 591 591 591 591 591 0 0 0 0 0 591 1 1 0 1
"8275" "36" "ys" 35 "b" 87 6 6 1 1 472 1 472 472 472 472 472 472 0 0 0 0 0 472 1 -1 1 0
"8282" "36" "ys" 18 "a" 90 7 7 1 1 147 1 0 320 320 320 320 320 0 0 0 0 0 320 -1 -1 -1 0
"8289" "36" "ys" 33 "d" 92 7 6 0 1 228 1 0 656 656 656 656 656 0 0 0 0 0 656 1 1 1 1
"8296" "36" "ys" 8 "b" 96 7 7 1 1 198 1 0 384 384 384 384 384 0 0 0 0 0 384 1 -1 1 0
"8303" "37" "mna" 18 "d" 2 7 6 0 1 392 1 392 392 392 392 392 392 0 0 0 0 0 392 1 1 1 1
"8310" "37" "mna" 33 "c" 4 6 6 1 1 213 1 0 456 456 456 456 456 0 0 0 0 0 456 -1 1 0 -1
"8317" "37" "mna" 22 "d" 10 7 7 1 1 375 1 375 375 375 375 375 375 0 0 0 0 0 375 1 1 0 1
"8324" "37" "mna" 11 "c" 14 6 7 0 1 298 1 0 665 665 665 665 665 0 0 0 0 0 665 -1 1 1 -1
"8331" "37" "mna" 24 "b" 18 7 7 1 1 221 1 0 1039 1039 1039 1039 1039 0 0 0 0 0 1039 1 -1 0 0
"8338" "37" "mna" 3 "a" 20 6 6 1 1 373 1 0 373 373 683 373 373 310 0 310 0 0 310 -1 -1 -1 0
"8345" "37" "mna" 4 "d" 23 6 6 1 1 225 1 0 225 225 454 225 225 229 0 229 0 0 229 1 1 0 1
"8352" "37" "mna" 10 "d" 28 7 7 1 1 221 1 0 221 221 769 221 221 548 0 548 0 0 304 1 1 0 1
"8359" "37" "mna" 30 "a" 31 7 7 1 1 302 1 302 302 302 302 302 302 0 0 0 0 0 302 -1 -1 -1 0
"8366" "37" "mna" 36 "d" 33 7 7 1 1 374 1 0 374 374 981 374 374 607 0 607 0 0 298 1 1 0 1
"8373" "37" "mna" 28 "c" 36 7 7 1 1 226 1 0 391 391 391 391 391 0 0 0 0 0 391 -1 1 0 -1
"8380" "37" "mna" 27 "d" 39 6 6 1 1 203 1 0 396 396 938 396 396 542 0 542 0 0 542 1 1 0 1
"8387" "37" "mna" 21 "a" 41 6 6 1 1 384 1 0 923 923 923 923 923 0 0 0 0 0 923 -1 -1 -1 0
"8394" "37" "mna" 6 "c" 44 7 7 1 1 218 1 0 856 856 856 856 856 0 0 0 0 0 856 -1 1 0 -1
"8401" "37" "mna" 14 "d" 46 7 7 1 1 231 1 0 393 393 393 393 393 0 0 0 0 0 393 1 1 0 1
"8408" "37" "mna" 7 "b" 48 6 7 0 1 406 1 0 406 406 1091 406 406 685 0 685 0 0 685 1 -1 0 0
"8415" "37" "mna" 15 "c" 53 6 6 1 1 206 1 0 457 457 457 457 457 0 0 0 0 0 457 -1 1 0 -1
"8422" "37" "mna" 2 "b" 55 7 7 1 1 361 1 361 361 361 361 361 361 0 0 0 0 0 361 1 -1 0 0
"8429" "37" "mna" 25 "a" 57 6 6 1 1 37 1 0 37 37 213 37 37 176 0 176 0 0 176 -1 -1 -1 0
"8436" "37" "mna" 17 "a" 59 6 6 1 1 607 1 607 607 607 607 607 607 0 0 0 0 0 607 -1 -1 -1 0
"8443" "37" "mna" 16 "b" 61 7 7 1 1 368 1 368 368 368 368 368 368 0 0 0 0 0 368 1 -1 0 0
"8450" "37" "mna" 34 "b" 63 7 7 1 1 243 1 0 530 530 921 530 530 391 0 391 0 0 391 1 -1 1 0
"8457" "37" "mna" 8 "a" 67 7 7 1 1 243 1 243 243 243 243 243 243 0 0 0 0 0 243 -1 -1 -1 0
"8464" "37" "mna" 23 "c" 70 6 6 1 1 223 1 0 904 904 904 904 904 0 0 0 0 0 904 -1 1 1 -1
"8471" "37" "mna" 31 "d" 72 6 6 1 1 529 1 0 529 529 816 529 529 287 0 287 0 0 287 1 1 0 1
"8478" "37" "mna" 12 "b" 75 7 7 1 1 211 1 0 376 376 376 376 376 0 0 0 0 0 376 1 -1 0 0
"8485" "37" "mna" 1 "c" 79 6 6 1 1 385 1 385 385 385 385 385 385 0 0 0 0 0 385 -1 1 0 -1
"8492" "37" "mna" 35 "a" 82 6 6 1 1 227 1 227 227 227 227 227 227 0 0 0 0 0 227 -1 -1 -1 0
"8499" "37" "mna" 29 "b" 87 6 6 1 1 202 1 0 202 202 500 202 202 298 0 298 0 0 298 1 -1 0 0
"8506" "37" "mna" 20 "b" 89 7 7 1 1 512 1 0 512 512 1380 512 512 868 0 868 0 0 519 1 -1 1 0
"8513" "37" "mna" 13 "a" 92 6 6 1 1 242 1 242 242 242 242 242 242 0 0 0 0 0 242 -1 -1 -1 0
"8520" "37" "mna" 19 "c" 96 6 6 1 1 398 1 0 753 753 920 753 753 167 0 167 0 0 167 -1 1 0 -1
"8527" "38" "nza" 18 "c" 2 7 7 1 1 91 1 0 91 91 322 91 91 231 0 231 0 0 231 -1 1 1 -1
"8534" "38" "nza" 33 "b" 4 6 6 1 1 247 1 247 247 247 247 247 247 0 0 0 0 0 247 1 -1 0 0
"8541" "38" "nza" 22 "c" 10 7 7 1 1 211 1 211 211 211 211 211 211 0 0 0 0 0 211 -1 1 0 -1
"8548" "38" "nza" 11 "b" 14 6 6 1 1 70 1 70 70 70 70 70 70 0 0 0 0 0 70 1 -1 0 0
"8555" "38" "nza" 24 "a" 18 7 6 0 1 285 1 0 423 423 423 423 423 0 0 0 0 0 423 -1 -1 -1 0
"8562" "38" "nza" 3 "d" 20 6 6 1 1 212 1 212 212 212 212 212 212 0 0 0 0 0 212 1 1 1 1
"8569" "38" "nza" 4 "c" 23 7 7 1 1 243 1 0 360 360 360 360 360 0 0 0 0 0 360 -1 1 0 -1
"8576" "38" "nza" 10 "c" 28 7 7 1 1 215 1 0 347 347 347 347 347 0 0 0 0 0 347 -1 1 0 -1
"8583" "38" "nza" 30 "d" 31 7 6 0 1 141 1 141 141 141 141 141 141 0 0 0 0 0 141 1 1 0 1
"8590" "38" "nza" 36 "c" 33 7 6 0 1 60 1 0 368 368 368 368 368 0 0 0 0 0 368 -1 1 0 -1
"8597" "38" "nza" 28 "b" 36 7 7 1 1 131 1 0 131 131 264 131 131 133 0 133 0 0 133 1 -1 1 0
"8604" "38" "nza" 27 "c" 39 6 6 1 1 109 1 0 109 109 262 109 109 153 0 153 0 0 153 -1 1 0 -1
"8611" "38" "nza" 21 "d" 41 6 6 1 1 212 1 0 387 387 387 387 387 0 0 0 0 0 387 1 1 1 1
"8618" "38" "nza" 6 "b" 44 7 7 1 1 205 1 0 356 356 356 356 356 0 0 0 0 0 356 1 -1 1 0
"8625" "38" "nza" 14 "c" 46 7 7 1 1 123 1 123 123 123 123 123 123 0 0 0 0 0 123 -1 1 0 -1
"8632" "38" "nza" 7 "a" 48 6 6 1 1 201 1 0 358 358 358 358 358 0 0 0 0 0 358 -1 -1 -1 0
"8639" "38" "nza" 15 "b" 53 6 6 1 1 220 1 0 390 390 390 390 390 0 0 0 0 0 390 1 -1 0 0
"8646" "38" "nza" 2 "a" 55 7 7 1 1 206 1 206 206 206 206 206 206 0 0 0 0 0 206 -1 -1 -1 0
"8653" "38" "nza" 25 "d" 57 6 6 1 1 214 1 0 478 478 478 478 478 0 0 0 0 0 478 1 1 0 1
"8660" "38" "nza" 17 "d" 59 6 6 1 1 164 1 164 164 164 164 164 164 0 0 0 0 0 164 1 1 0 1
"8667" "38" "nza" 16 "a" 61 7 7 1 1 392 1 392 392 392 392 392 392 0 0 0 0 0 392 -1 -1 -1 0
"8674" "38" "nza" 34 "a" 63 7 7 1 1 214 1 0 384 384 384 384 384 0 0 0 0 0 384 -1 -1 -1 0
"8681" "38" "nza" 8 "d" 67 7 7 1 1 221 1 221 221 221 221 221 221 0 0 0 0 0 221 1 1 0 1
"8688" "38" "nza" 23 "b" 70 6 6 1 1 210 1 0 413 413 673 413 413 260 0 260 0 0 260 1 -1 0 0
"8695" "38" "nza" 31 "c" 72 6 6 1 1 214 1 0 386 386 386 386 386 0 0 0 0 0 386 -1 1 0 -1
"8702" "38" "nza" 12 "a" 75 7 7 1 1 214 1 0 346 346 346 346 346 0 0 0 0 0 346 -1 -1 -1 0
"8709" "38" "nza" 35 "d" 82 6 6 1 1 45 1 0 361 361 361 361 361 0 0 0 0 0 361 1 1 0 1
"8716" "38" "nza" 29 "a" 87 6 6 1 1 282 1 282 282 282 282 282 282 0 0 0 0 0 282 -1 -1 -1 0
"8723" "38" "nza" 20 "a" 89 7 7 1 1 361 1 361 361 361 361 361 361 0 0 0 0 0 361 -1 -1 -1 0
"8730" "38" "nza" 13 "d" 92 6 6 1 1 261 1 261 261 261 261 261 261 0 0 0 0 0 261 1 1 1 1
"8737" "38" "nza" 19 "b" 96 6 6 1 1 96 1 0 361 361 361 361 361 0 0 0 0 0 361 1 -1 0 0
"8744" "39" "rgh" 18 "b" 2 7 7 1 1 99 1 0 288 288 675 288 288 387 0 387 0 0 248 1 -1 0 0
"8751" "39" "rgh" 33 "a" 4 6 6 1 1 193 1 0 353 353 702 353 353 349 0 349 0 0 349 -1 -1 -1 0
"8758" "39" "rgh" 22 "b" 10 7 7 1 1 197 1 0 341 341 341 341 341 0 0 0 0 0 341 1 -1 0 0
"8765" "39" "rgh" 11 "a" 14 6 6 1 1 227 1 227 227 227 227 227 227 0 0 0 0 0 227 -1 -1 -1 0
"8772" "39" "rgh" 24 "d" 18 7 7 1 1 229 1 0 494 494 494 494 494 0 0 0 0 0 494 1 1 0 1
"8779" "39" "rgh" 3 "c" 20 6 6 1 1 277 1 0 277 277 420 277 277 143 0 143 0 0 143 -1 1 0 -1
"8786" "39" "rgh" 4 "b" 23 7 7 1 1 43 1 0 43 43 177 43 43 134 0 134 0 0 134 1 -1 0 0
"8793" "39" "rgh" 10 "b" 28 7 7 1 1 191 1 0 576 576 576 576 576 0 0 0 0 0 576 1 -1 1 0
"8800" "39" "rgh" 30 "c" 31 7 7 1 1 236 1 236 236 236 236 236 236 0 0 0 0 0 236 -1 1 1 -1
