"subject" "participant" "id" "cond" "resp" "roi" "dist" "pred" "pred.dist" "nopred.dist"
"3529" "14" "mmi" 1 "b" 1 1 1 -1 1 0
"3537" "14" "mmi" 10 "c" 1 1 -1 1 0 -1
"3545" "14" "mmi" 9 "d" 1 1 1 1 0 1
"3553" "14" "mmi" 32 "d" 1 1 1 1 0 1
"3561" "15" "nn" 11 "c" 1 1 -1 1 0 -1
"3569" "15" "nn" 5 "a" 1 1 -1 -1 -1 0
"3577" "15" "nn" 28 "d" 1 1 1 1 0 1
"3585" "15" "nn" 22 "a" 1 1 -1 -1 -1 0
"3593" "15" "nn" 4 "b" 1 1 1 -1 1 0
"3601" "15" "nn" 2 "d" 1 1 1 1 0 1
"3609" "15" "nn" 29 "d" 1 1 1 1 0 1
"3617" "15" "nn" 21 "b" 1 1 1 -1 1 0
"3625" "15" "nn" 15 "d" 1 1 1 1 0 1
"3633" "15" "nn" 30 "c" 1 1 -1 1 0 -1
"3641" "15" "nn" 25 "c" 1 1 -1 1 0 -1
"3649" "15" "nn" 27 "a" 1 1 -1 -1 -1 0
"3657" "15" "nn" 18 "a" 1 1 -1 -1 -1 0
"3665" "15" "nn" 13 "b" 1 1 1 -1 1 0
"3673" "15" "nn" 12 "b" 1 1 1 -1 1 0
"3681" "15" "nn" 23 "a" 0 1 -1 -1 -1 0
"3689" "15" "nn" 19 "d" 1 1 1 1 0 1
"3697" "15" "nn" 17 "b" 1 1 1 -1 1 0
"3705" "15" "nn" 16 "c" 1 1 -1 1 0 -1
"3713" "15" "nn" 26 "b" 1 1 1 -1 1 0
"3721" "15" "nn" 6 "d" 1 1 1 1 0 1
"3729" "15" "nn" 14 "a" 1 1 -1 -1 -1 0
"3737" "15" "nn" 3 "c" 1 1 -1 1 0 -1
"3745" "15" "nn" 7 "c" 1 1 -1 1 0 -1
"3753" "15" "nn" 8 "b" 1 1 1 -1 1 0
"3761" "15" "nn" 31 "b" 1 1 1 -1 1 0
"3769" "15" "nn" 20 "c" 1 1 -1 1 0 -1
"3777" "15" "nn" 24 "d" 1 1 1 1 0 1
"3785" "15" "nn" 1 "c" 1 1 -1 1 0 -1
"3793" "15" "nn" 10 "d" 1 1 1 1 0 1
"3801" "15" "nn" 9 "a" 0 1 -1 -1 -1 0
"3809" "15" "nn" 32 "a" 1 1 -1 -1 -1 0
"3817" "16" "zgh" 11 "b" 1 1 1 -1 1 0
"3825" "16" "zgh" 5 "d" 1 1 1 1 0 1
"3833" "16" "zgh" 28 "c" 1 1 -1 1 0 -1
"3841" "16" "zgh" 22 "d" 1 1 1 1 0 1
"3849" "16" "zgh" 4 "a" 1 1 -1 -1 -1 0
"3857" "16" "zgh" 2 "c" 1 1 -1 1 0 -1
"3865" "16" "zgh" 29 "c" 1 1 -1 1 0 -1
"3873" "16" "zgh" 21 "a" 1 1 -1 -1 -1 0
"3881" "16" "zgh" 15 "c" 1 1 -1 1 0 -1
"3889" "16" "zgh" 30 "b" 0 1 1 -1 1 0
"3897" "16" "zgh" 25 "b" 1 1 1 -1 1 0
"3905" "16" "zgh" 27 "d" 1 1 1 1 0 1
"3913" "16" "zgh" 18 "d" 1 1 1 1 0 1
"3921" "16" "zgh" 13 "a" 1 1 -1 -1 -1 0
"3929" "16" "zgh" 12 "a" 1 1 -1 -1 -1 0
"3937" "16" "zgh" 23 "d" 1 1 1 1 0 1
"3945" "16" "zgh" 19 "c" 1 1 -1 1 0 -1
"3953" "16" "zgh" 17 "a" 1 1 -1 -1 -1 0
"3961" "16" "zgh" 16 "b" 1 1 1 -1 1 0
"3969" "16" "zgh" 26 "a" 0 1 -1 -1 -1 0
"3977" "16" "zgh" 6 "c" 1 1 -1 1 0 -1
"3985" "16" "zgh" 14 "d" 1 1 1 1 0 1
"3993" "16" "zgh" 3 "b" 1 1 1 -1 1 0
"4001" "16" "zgh" 7 "b" 1 1 1 -1 1 0
"4009" "16" "zgh" 8 "a" 1 1 -1 -1 -1 0
"4017" "16" "zgh" 31 "a" 1 1 -1 -1 -1 0
"4025" "16" "zgh" 20 "b" 1 1 1 -1 1 0
"4033" "16" "zgh" 24 "c" 1 1 -1 1 0 -1
"4041" "16" "zgh" 1 "b" 1 1 1 -1 1 0
"4049" "16" "zgh" 10 "c" 1 1 -1 1 0 -1
"4057" "16" "zgh" 9 "d" 1 1 1 1 0 1
"4065" "16" "zgh" 32 "d" 1 1 1 1 0 1
"4073" "17" "zm" 11 "a" 1 1 -1 -1 -1 0
"4081" "17" "zm" 5 "c" 1 1 -1 1 0 -1
"4089" "17" "zm" 28 "b" 1 1 1 -1 1 0
"4097" "17" "zm" 22 "c" 1 1 -1 1 0 -1
"4105" "17" "zm" 4 "d" 1 1 1 1 0 1
"4113" "17" "zm" 2 "b" 0 1 1 -1 1 0
"4121" "17" "zm" 29 "b" 1 1 1 -1 1 0
"4129" "17" "zm" 21 "d" 1 1 1 1 0 1
"4137" "17" "zm" 15 "b" 1 1 1 -1 1 0
"4145" "17" "zm" 30 "a" 1 1 -1 -1 -1 0
"4153" "17" "zm" 25 "a" 0 1 -1 -1 -1 0
"4161" "17" "zm" 27 "c" 1 1 -1 1 0 -1
"4169" "17" "zm" 18 "c" 1 1 -1 1 0 -1
"4177" "17" "zm" 13 "d" 1 1 1 1 0 1
"4185" "17" "zm" 12 "d" 0 1 1 1 0 1
"4193" "17" "zm" 23 "c" 1 1 -1 1 0 -1
"4201" "17" "zm" 19 "b" 1 1 1 -1 1 0
"4209" "17" "zm" 17 "d" 1 1 1 1 0 1
"4217" "17" "zm" 16 "a" 1 1 -1 -1 -1 0
"4225" "17" "zm" 26 "d" 1 1 1 1 0 1
"4233" "17" "zm" 6 "b" 1 1 1 -1 1 0
"4241" "17" "zm" 14 "c" 1 1 -1 1 0 -1
"4249" "17" "zm" 3 "a" 1 1 -1 -1 -1 0
"4257" "17" "zm" 7 "a" 1 1 -1 -1 -1 0
"4265" "17" "zm" 8 "d" 1 1 1 1 0 1
"4273" "17" "zm" 31 "d" 1 1 1 1 0 1
"4281" "17" "zm" 20 "a" 1 1 -1 -1 -1 0
"4289" "17" "zm" 24 "b" 1 1 1 -1 1 0
"4297" "17" "zm" 1 "a" 1 1 -1 -1 -1 0
"4305" "17" "zm" 10 "b" 1 1 1 -1 1 0
"4313" "17" "zm" 9 "c" 1 1 -1 1 0 -1
"4321" "17" "zm" 32 "c" 1 1 -1 1 0 -1
"11000" "18" "aa" 9 "b" 0 1 1 -1 1 0
"9100" "18" "aa" 31 "c" 0 1 -1 1 0 -1
"17100" "18" "aa" 10 "a" 1 1 -1 -1 -1 0
"25100" "18" "aa" 16 "d" 1 1 1 1 0 1
"33100" "18" "aa" 20 "d" 1 1 1 1 0 1
"41100" "18" "aa" 8 "c" 1 1 -1 1 0 -1
"49100" "18" "aa" 19 "a" 1 1 -1 -1 -1 0
"57100" "18" "aa" 32 "b" 1 1 1 -1 1 0
"6510" "18" "aa" 26 "c" 1 1 -1 1 0 -1
"7310" "18" "aa" 14 "b" 0 1 1 -1 1 0
"8110" "18" "aa" 11 "d" 1 1 1 1 0 1
"8910" "18" "aa" 18 "b" 1 1 1 -1 1 0
"9710" "18" "aa" 7 "d" 1 1 1 1 0 1
"10510" "18" "aa" 5 "b" 1 1 1 -1 1 0
"11310" "18" "aa" 28 "a" 1 1 -1 -1 -1 0
"12110" "18" "aa" 27 "b" 1 1 1 -1 1 0
"12910" "18" "aa" 22 "b" 1 1 1 -1 1 0
"13710" "18" "aa" 3 "d" 1 1 1 1 0 1
"14510" "18" "aa" 4 "c" 1 1 -1 1 0 -1
"15310" "18" "aa" 23 "b" 0 1 1 -1 1 0
"16110" "18" "aa" 29 "a" 1 1 -1 -1 -1 0
"16910" "18" "aa" 1 "d" 1 1 1 1 0 1
"17710" "18" "aa" 21 "c" 1 1 -1 1 0 -1
"18510" "18" "aa" 30 "d" 1 1 1 1 0 1
"19310" "18" "aa" 25 "d" 0 1 1 1 0 1
"20110" "18" "aa" 2 "a" 1 1 -1 -1 -1 0
"20910" "18" "aa" 24 "a" 1 1 -1 -1 -1 0
"21710" "18" "aa" 12 "c" 1 1 -1 1 0 -1
"22510" "18" "aa" 15 "a" 1 1 -1 -1 -1 0
"23310" "18" "aa" 6 "a" 0 1 -1 -1 -1 0
"24110" "18" "aa" 17 "c" 1 1 -1 1 0 -1
"24910" "18" "aa" 13 "c" 1 1 -1 1 0 -1
"25710" "19" "ba" 9 "d" 1 1 1 1 0 1
"26510" "19" "ba" 31 "a" 1 1 -1 -1 -1 0
"27310" "19" "ba" 10 "c" 1 1 -1 1 0 -1
"28110" "19" "ba" 16 "b" 1 1 1 -1 1 0
"28910" "19" "ba" 20 "b" 1 1 1 -1 1 0
"29710" "19" "ba" 8 "a" 1 1 -1 -1 -1 0
"30510" "19" "ba" 19 "c" 1 1 -1 1 0 -1
"31310" "19" "ba" 32 "d" 1 1 1 1 0 1
"32110" "19" "ba" 26 "a" 1 1 -1 -1 -1 0
"32910" "19" "ba" 14 "d" 1 1 1 1 0 1
"33710" "19" "ba" 11 "b" 1 1 1 -1 1 0
"34510" "19" "ba" 18 "d" 1 1 1 1 0 1
"35310" "19" "ba" 7 "b" 1 1 1 -1 1 0
"36110" "19" "ba" 5 "d" 1 1 1 1 0 1
"36910" "19" "ba" 28 "c" 1 1 -1 1 0 -1
"37710" "19" "ba" 27 "d" 1 1 1 1 0 1
"38510" "19" "ba" 22 "d" 1 1 1 1 0 1
"39310" "19" "ba" 3 "b" 1 1 1 -1 1 0
"40110" "19" "ba" 4 "a" 1 1 -1 -1 -1 0
"40910" "19" "ba" 23 "d" 1 1 1 1 0 1
"41710" "19" "ba" 29 "c" 1 1 -1 1 0 -1
"42510" "19" "ba" 1 "b" 1 1 1 -1 1 0
"43310" "19" "ba" 21 "a" 1 1 -1 -1 -1 0
"44110" "19" "ba" 30 "b" 1 1 1 -1 1 0
"44910" "19" "ba" 25 "b" 1 1 1 -1 1 0
"45710" "19" "ba" 2 "c" 1 1 -1 1 0 -1
"46510" "19" "ba" 24 "c" 1 1 -1 1 0 -1
"47310" "19" "ba" 12 "a" 1 1 -1 -1 -1 0
"48110" "19" "ba" 15 "c" 1 1 -1 1 0 -1
"48910" "19" "ba" 6 "c" 1 1 -1 1 0 -1
"49710" "19" "ba" 17 "a" 0 1 -1 -1 -1 0
"50510" "19" "ba" 13 "a" 1 1 -1 -1 -1 0
"51310" "20" "bn" 9 "a" 1 1 -1 -1 -1 0
"52110" "20" "bn" 31 "b" 1 1 1 -1 1 0
"52910" "20" "bn" 10 "d" 1 1 1 1 0 1
"53710" "20" "bn" 16 "c" 1 1 -1 1 0 -1
"54510" "20" "bn" 20 "c" 1 1 -1 1 0 -1
"55310" "20" "bn" 8 "b" 1 1 1 -1 1 0
"56110" "20" "bn" 19 "d" 1 1 1 1 0 1
"56910" "20" "bn" 32 "a" 0 1 -1 -1 -1 0
"57710" "20" "bn" 26 "b" 1 1 1 -1 1 0
"58510" "20" "bn" 14 "a" 0 1 -1 -1 -1 0
"59310" "20" "bn" 11 "c" 1 1 -1 1 0 -1
"60110" "20" "bn" 18 "a" 1 1 -1 -1 -1 0
"60910" "20" "bn" 7 "c" 1 1 -1 1 0 -1
"6171" "20" "bn" 5 "a" 1 1 -1 -1 -1 0
"6251" "20" "bn" 28 "d" 1 1 1 1 0 1
"6331" "20" "bn" 27 "a" 1 1 -1 -1 -1 0
"6411" "20" "bn" 22 "a" 1 1 -1 -1 -1 0
"6491" "20" "bn" 3 "c" 1 1 -1 1 0 -1
"6571" "20" "bn" 4 "b" 1 1 1 -1 1 0
"6651" "20" "bn" 23 "a" 1 1 -1 -1 -1 0
"6731" "20" "bn" 29 "d" 1 1 1 1 0 1
"6811" "20" "bn" 1 "c" 1 1 -1 1 0 -1
"6891" "20" "bn" 21 "b" 1 1 1 -1 1 0
"6971" "20" "bn" 30 "c" 1 1 -1 1 0 -1
"7051" "20" "bn" 25 "c" 0 1 -1 1 0 -1
"7131" "20" "bn" 2 "d" 1 1 1 1 0 1
"7211" "20" "bn" 24 "d" 1 1 1 1 0 1
"7291" "20" "bn" 12 "b" 1 1 1 -1 1 0
"7371" "20" "bn" 15 "d" 1 1 1 1 0 1
"7451" "20" "bn" 6 "d" 1 1 1 1 0 1
"7531" "20" "bn" 17 "b" 1 1 1 -1 1 0
"7611" "20" "bn" 13 "b" 1 1 1 -1 1 0
"7691" "21" "fd" 9 "a" 1 1 -1 -1 -1 0
"7771" "21" "fd" 31 "b" 1 1 1 -1 1 0
"7851" "21" "fd" 10 "d" 1 1 1 1 0 1
"7931" "21" "fd" 16 "c" 1 1 -1 1 0 -1
"8011" "21" "fd" 20 "c" 1 1 -1 1 0 -1
"8091" "21" "fd" 8 "b" 1 1 1 -1 1 0
"8171" "21" "fd" 19 "d" 1 1 1 1 0 1
"8251" "21" "fd" 32 "a" 1 1 -1 -1 -1 0
"8331" "21" "fd" 26 "b" 0 1 1 -1 1 0
"8411" "21" "fd" 14 "a" 0 1 -1 -1 -1 0
"8491" "21" "fd" 11 "c" 1 1 -1 1 0 -1
"8571" "21" "fd" 18 "a" 1 1 -1 -1 -1 0
"8651" "21" "fd" 7 "c" 1 1 -1 1 0 -1
"8731" "21" "fd" 5 "a" 1 1 -1 -1 -1 0
"8811" "21" "fd" 28 "d" 1 1 1 1 0 1
"8891" "21" "fd" 27 "a" 1 1 -1 -1 -1 0
"8971" "21" "fd" 22 "a" 1 1 -1 -1 -1 0
"9051" "21" "fd" 3 "c" 1 1 -1 1 0 -1
"9131" "21" "fd" 4 "b" 1 1 1 -1 1 0
"9211" "21" "fd" 23 "a" 1 1 -1 -1 -1 0
"9291" "21" "fd" 29 "d" 1 1 1 1 0 1
"9371" "21" "fd" 1 "c" 1 1 -1 1 0 -1
"9451" "21" "fd" 21 "b" 1 1 1 -1 1 0
"9531" "21" "fd" 30 "c" 1 1 -1 1 0 -1
"9611" "21" "fd" 25 "c" 1 1 -1 1 0 -1
"9691" "21" "fd" 2 "d" 1 1 1 1 0 1
"9771" "21" "fd" 24 "d" 1 1 1 1 0 1
"9851" "21" "fd" 12 "b" 1 1 1 -1 1 0
"9931" "21" "fd" 15 "d" 1 1 1 1 0 1
"10011" "21" "fd" 6 "d" 1 1 1 1 0 1
"10091" "21" "fd" 17 "b" 1 1 1 -1 1 0
"10171" "21" "fd" 13 "b" 1 1 1 -1 1 0
"10251" "22" "fe" 9 "b" 1 1 1 -1 1 0
"10331" "22" "fe" 31 "c" 1 1 -1 1 0 -1
"10411" "22" "fe" 10 "a" 1 1 -1 -1 -1 0
"10491" "22" "fe" 16 "d" 1 1 1 1 0 1
"10571" "22" "fe" 20 "d" 1 1 1 1 0 1
"10651" "22" "fe" 8 "c" 1 1 -1 1 0 -1
"10731" "22" "fe" 19 "a" 1 1 -1 -1 -1 0
"10811" "22" "fe" 32 "b" 1 1 1 -1 1 0
"10891" "22" "fe" 26 "c" 1 1 -1 1 0 -1
"10971" "22" "fe" 14 "b" 1 1 1 -1 1 0
"11051" "22" "fe" 11 "d" 1 1 1 1 0 1
"11131" "22" "fe" 18 "b" 1 1 1 -1 1 0
"11211" "22" "fe" 7 "d" 1 1 1 1 0 1
"11291" "22" "fe" 5 "b" 1 1 1 -1 1 0
"11371" "22" "fe" 28 "a" 1 1 -1 -1 -1 0
"11451" "22" "fe" 27 "b" 1 1 1 -1 1 0
"11531" "22" "fe" 22 "b" 1 1 1 -1 1 0
"11611" "22" "fe" 3 "d" 1 1 1 1 0 1
"11691" "22" "fe" 4 "c" 1 1 -1 1 0 -1
"11771" "22" "fe" 23 "b" 0 1 1 -1 1 0
"11851" "22" "fe" 29 "a" 1 1 -1 -1 -1 0
"11931" "22" "fe" 1 "d" 1 1 1 1 0 1
"12011" "22" "fe" 21 "c" 1 1 -1 1 0 -1
"12091" "22" "fe" 30 "d" 1 1 1 1 0 1
"12171" "22" "fe" 25 "d" 0 1 1 1 0 1
"12251" "22" "fe" 2 "a" 0 1 -1 -1 -1 0
"12331" "22" "fe" 24 "a" 0 1 -1 -1 -1 0
"12411" "22" "fe" 12 "c" 1 1 -1 1 0 -1
"12491" "22" "fe" 15 "a" 1 1 -1 -1 -1 0
"12571" "22" "fe" 6 "a" 1 1 -1 -1 -1 0
"12651" "22" "fe" 17 "c" 1 1 -1 1 0 -1
"12731" "22" "fe" 13 "c" 1 1 -1 1 0 -1
"12811" "23" "gr" 9 "d" 1 1 1 1 0 1
"12891" "23" "gr" 31 "a" 1 1 -1 -1 -1 0
"12971" "23" "gr" 10 "c" 1 1 -1 1 0 -1
"13051" "23" "gr" 16 "b" 1 1 1 -1 1 0
"13131" "23" "gr" 20 "b" 1 1 1 -1 1 0
"13211" "23" "gr" 8 "a" 1 1 -1 -1 -1 0
"13291" "23" "gr" 19 "c" 1 1 -1 1 0 -1
"13371" "23" "gr" 32 "d" 1 1 1 1 0 1
"13451" "23" "gr" 26 "a" 1 1 -1 -1 -1 0
"13531" "23" "gr" 14 "d" 1 1 1 1 0 1
"13611" "23" "gr" 11 "b" 1 1 1 -1 1 0
"13691" "23" "gr" 18 "d" 1 1 1 1 0 1
"13771" "23" "gr" 7 "b" 1 1 1 -1 1 0
"13851" "23" "gr" 5 "d" 1 1 1 1 0 1
"13931" "23" "gr" 28 "c" 1 1 -1 1 0 -1
"14011" "23" "gr" 27 "d" 1 1 1 1 0 1
"14091" "23" "gr" 22 "d" 1 1 1 1 0 1
"14171" "23" "gr" 3 "b" 1 1 1 -1 1 0
"14251" "23" "gr" 4 "a" 1 1 -1 -1 -1 0
"14331" "23" "gr" 23 "d" 1 1 1 1 0 1
"14411" "23" "gr" 29 "c" 1 1 -1 1 0 -1
"14491" "23" "gr" 1 "b" 1 1 1 -1 1 0
"14571" "23" "gr" 21 "a" 1 1 -1 -1 -1 0
"14651" "23" "gr" 30 "b" 1 1 1 -1 1 0
"14731" "23" "gr" 25 "b" 1 1 1 -1 1 0
"14811" "23" "gr" 2 "c" 1 1 -1 1 0 -1
"14891" "23" "gr" 24 "c" 1 1 -1 1 0 -1
"14971" "23" "gr" 12 "a" 1 1 -1 -1 -1 0
"15051" "23" "gr" 15 "c" 1 1 -1 1 0 -1
"15131" "23" "gr" 6 "c" 1 1 -1 1 0 -1
"15211" "23" "gr" 17 "a" 1 1 -1 -1 -1 0
"15291" "23" "gr" 13 "a" 1 1 -1 -1 -1 0
"15371" "24" "ir" 9 "a" 1 1 -1 -1 -1 0
"15451" "24" "ir" 31 "b" 1 1 1 -1 1 0
"15531" "24" "ir" 10 "d" 1 1 1 1 0 1
"15611" "24" "ir" 16 "c" 1 1 -1 1 0 -1
"15691" "24" "ir" 20 "c" 1 1 -1 1 0 -1
"15771" "24" "ir" 8 "b" 1 1 1 -1 1 0
"15851" "24" "ir" 19 "d" 1 1 1 1 0 1
"15931" "24" "ir" 32 "a" 1 1 -1 -1 -1 0
"16011" "24" "ir" 26 "b" 1 1 1 -1 1 0
"16091" "24" "ir" 14 "a" 1 1 -1 -1 -1 0
"16171" "24" "ir" 11 "c" 1 1 -1 1 0 -1
"16251" "24" "ir" 18 "a" 1 1 -1 -1 -1 0
"16331" "24" "ir" 7 "c" 1 1 -1 1 0 -1
"16411" "24" "ir" 5 "a" 1 1 -1 -1 -1 0
"16491" "24" "ir" 28 "d" 1 1 1 1 0 1
"16571" "24" "ir" 27 "a" 1 1 -1 -1 -1 0
"16651" "24" "ir" 22 "a" 1 1 -1 -1 -1 0
"16731" "24" "ir" 3 "c" 1 1 -1 1 0 -1
"16811" "24" "ir" 4 "b" 1 1 1 -1 1 0
"16891" "24" "ir" 23 "a" 0 1 -1 -1 -1 0
"16971" "24" "ir" 29 "d" 1 1 1 1 0 1
"17051" "24" "ir" 1 "c" 1 1 -1 1 0 -1
"17131" "24" "ir" 21 "b" 1 1 1 -1 1 0
"17211" "24" "ir" 30 "c" 1 1 -1 1 0 -1
"17291" "24" "ir" 25 "c" 1 1 -1 1 0 -1
"17371" "24" "ir" 2 "d" 1 1 1 1 0 1
"17451" "24" "ir" 24 "d" 1 1 1 1 0 1
"17531" "24" "ir" 12 "b" 1 1 1 -1 1 0
"17611" "24" "ir" 15 "d" 1 1 1 1 0 1
"17691" "24" "ir" 6 "d" 1 1 1 1 0 1
"17771" "24" "ir" 17 "b" 1 1 1 -1 1 0
"17851" "24" "ir" 13 "b" 1 1 1 -1 1 0
"17931" NA "la" 9 "b" 1 1 1 -1 1 0
"18011" NA "la" 31 "c" 1 1 -1 1 0 -1
"18091" NA "la" 10 "a" 1 1 -1 -1 -1 0
"18171" NA "la" 16 "d" 1 1 1 1 0 1
"18251" NA "la" 20 "d" 1 1 1 1 0 1
"18331" NA "la" 8 "c" 1 1 -1 1 0 -1
"18411" NA "la" 19 "a" 1 1 -1 -1 -1 0
"18491" NA "la" 32 "b" 1 1 1 -1 1 0
"18571" NA "la" 26 "c" 1 1 -1 1 0 -1
"18651" NA "la" 14 "b" 0 1 1 -1 1 0
"18731" NA "la" 11 "d" 1 1 1 1 0 1
"18811" NA "la" 18 "b" 1 1 1 -1 1 0
"18891" NA "la" 7 "d" 1 1 1 1 0 1
"18971" NA "la" 5 "b" 1 1 1 -1 1 0
"19051" NA "la" 28 "a" 1 1 -1 -1 -1 0
"19131" NA "la" 27 "b" 1 1 1 -1 1 0
"19211" NA "la" 22 "b" 1 1 1 -1 1 0
"19291" NA "la" 3 "d" 1 1 1 1 0 1
"19371" NA "la" 4 "c" 1 1 -1 1 0 -1
"19451" NA "la" 23 "b" 1 1 1 -1 1 0
"19531" NA "la" 29 "a" 1 1 -1 -1 -1 0
"19611" NA "la" 1 "d" 1 1 1 1 0 1
"19691" NA "la" 21 "c" 1 1 -1 1 0 -1
"19771" NA "la" 30 "d" 1 1 1 1 0 1
"19851" NA "la" 25 "d" 0 1 1 1 0 1
"19931" NA "la" 2 "a" 1 1 -1 -1 -1 0
"20011" NA "la" 24 "a" 1 1 -1 -1 -1 0
"20091" NA "la" 12 "c" 1 1 -1 1 0 -1
"20171" NA "la" 15 "a" 1 1 -1 -1 -1 0
"20251" NA "la" 6 "a" 1 1 -1 -1 -1 0
"20331" NA "la" 17 "c" 0 1 -1 1 0 -1
"20411" NA "la" 13 "c" 1 1 -1 1 0 -1
"20491" "25" "me" 9 "b" 1 1 1 -1 1 0
"20571" "25" "me" 31 "c" 1 1 -1 1 0 -1
"20651" "25" "me" 10 "a" 1 1 -1 -1 -1 0
"20731" "25" "me" 16 "d" 1 1 1 1 0 1
"20811" "25" "me" 20 "d" 1 1 1 1 0 1
"20891" "25" "me" 8 "c" 1 1 -1 1 0 -1
"20971" "25" "me" 19 "a" 1 1 -1 -1 -1 0
"21051" "25" "me" 32 "b" 1 1 1 -1 1 0
"21131" "25" "me" 26 "c" 1 1 -1 1 0 -1
"21211" "25" "me" 14 "b" 0 1 1 -1 1 0
"21291" "25" "me" 11 "d" 1 1 1 1 0 1
"21371" "25" "me" 18 "b" 1 1 1 -1 1 0
"21451" "25" "me" 7 "d" 1 1 1 1 0 1
"21531" "25" "me" 5 "b" 1 1 1 -1 1 0
"21611" "25" "me" 28 "a" 1 1 -1 -1 -1 0
"21691" "25" "me" 27 "b" 1 1 1 -1 1 0
"21771" "25" "me" 22 "b" 1 1 1 -1 1 0
"21851" "25" "me" 3 "d" 1 1 1 1 0 1
"21931" "25" "me" 4 "c" 1 1 -1 1 0 -1
"22011" "25" "me" 23 "b" 0 1 1 -1 1 0
"22091" "25" "me" 29 "a" 1 1 -1 -1 -1 0
"22171" "25" "me" 1 "d" 1 1 1 1 0 1
"22251" "25" "me" 21 "c" 1 1 -1 1 0 -1
"22331" "25" "me" 30 "d" 1 1 1 1 0 1
"22411" "25" "me" 25 "d" 0 1 1 1 0 1
"22491" "25" "me" 2 "a" 1 1 -1 -1 -1 0
"22571" "25" "me" 24 "a" 1 1 -1 -1 -1 0
"22651" "25" "me" 12 "c" 1 1 -1 1 0 -1
"22731" "25" "me" 15 "a" 1 1 -1 -1 -1 0
"22811" "25" "me" 6 "a" 1 1 -1 -1 -1 0
"22891" "25" "me" 17 "c" 1 1 -1 1 0 -1
"22971" "25" "me" 13 "c" 1 1 -1 1 0 -1
"23051" "26" "mhm" 9 "c" 1 1 -1 1 0 -1
"23131" "26" "mhm" 31 "d" 0 1 1 1 0 1
"23211" "26" "mhm" 10 "b" 1 1 1 -1 1 0
"23291" "26" "mhm" 16 "a" 0 1 -1 -1 -1 0
"23371" "26" "mhm" 20 "a" 1 1 -1 -1 -1 0
"23451" "26" "mhm" 8 "d" 1 1 1 1 0 1
"23531" "26" "mhm" 19 "b" 1 1 1 -1 1 0
"23611" "26" "mhm" 32 "c" 1 1 -1 1 0 -1
"23691" "26" "mhm" 26 "d" 1 1 1 1 0 1
"23771" "26" "mhm" 14 "c" 1 1 -1 1 0 -1
"23851" "26" "mhm" 11 "a" 1 1 -1 -1 -1 0
"23931" "26" "mhm" 18 "c" 1 1 -1 1 0 -1
"24011" "26" "mhm" 7 "a" 1 1 -1 -1 -1 0
"24091" "26" "mhm" 5 "c" 1 1 -1 1 0 -1
"24171" "26" "mhm" 28 "b" 1 1 1 -1 1 0
"24251" "26" "mhm" 27 "c" 0 1 -1 1 0 -1
"24331" "26" "mhm" 22 "c" 1 1 -1 1 0 -1
"24411" "26" "mhm" 3 "a" 1 1 -1 -1 -1 0
"24491" "26" "mhm" 4 "d" 1 1 1 1 0 1
"24571" "26" "mhm" 23 "c" 1 1 -1 1 0 -1
"24651" "26" "mhm" 29 "b" 1 1 1 -1 1 0
"24731" "26" "mhm" 1 "a" 1 1 -1 -1 -1 0
"24811" "26" "mhm" 21 "d" 1 1 1 1 0 1
"24891" "26" "mhm" 30 "a" 1 1 -1 -1 -1 0
"24971" "26" "mhm" 25 "a" 1 1 -1 -1 -1 0
"25051" "26" "mhm" 2 "b" 1 1 1 -1 1 0
"25131" "26" "mhm" 24 "b" 1 1 1 -1 1 0
"25211" "26" "mhm" 12 "d" 0 1 1 1 0 1
"25291" "26" "mhm" 15 "b" 1 1 1 -1 1 0
"25371" "26" "mhm" 6 "b" 1 1 1 -1 1 0
"25451" "26" "mhm" 17 "d" 1 1 1 1 0 1
"25531" "26" "mhm" 13 "d" 1 1 1 1 0 1
"25611" "27" "mj2" 9 "c" 0 1 -1 1 0 -1
"25691" "27" "mj2" 31 "d" 1 1 1 1 0 1
"25771" "27" "mj2" 10 "b" 1 1 1 -1 1 0
"25851" "27" "mj2" 16 "a" 1 1 -1 -1 -1 0
"25931" "27" "mj2" 20 "a" 1 1 -1 -1 -1 0
"26011" "27" "mj2" 8 "d" 1 1 1 1 0 1
"26091" "27" "mj2" 19 "b" 1 1 1 -1 1 0
"26171" "27" "mj2" 32 "c" 1 1 -1 1 0 -1
"26251" "27" "mj2" 26 "d" 1 1 1 1 0 1
"26331" "27" "mj2" 14 "c" 1 1 -1 1 0 -1
"26411" "27" "mj2" 11 "a" 1 1 -1 -1 -1 0
"26491" "27" "mj2" 18 "c" 1 1 -1 1 0 -1
"26571" "27" "mj2" 7 "a" 1 1 -1 -1 -1 0
"26651" "27" "mj2" 5 "c" 1 1 -1 1 0 -1
"26731" "27" "mj2" 28 "b" 1 1 1 -1 1 0
"26811" "27" "mj2" 27 "c" 1 1 -1 1 0 -1
"26891" "27" "mj2" 22 "c" 1 1 -1 1 0 -1
"26971" "27" "mj2" 3 "a" 1 1 -1 -1 -1 0
"27051" "27" "mj2" 4 "d" 1 1 1 1 0 1
"27131" "27" "mj2" 23 "c" 1 1 -1 1 0 -1
"27211" "27" "mj2" 29 "b" 1 1 1 -1 1 0
"27291" "27" "mj2" 1 "a" 1 1 -1 -1 -1 0
"27371" "27" "mj2" 21 "d" 1 1 1 1 0 1
