"subject" "participant" "id" "cond" "resp" "roi" "dist" "pred" "pred.dist" "nopred.dist"
"27451" "27" "mj2" 30 "a" 1 1 -1 -1 -1 0
"27531" "27" "mj2" 25 "a" 1 1 -1 -1 -1 0
"27611" "27" "mj2" 2 "b" 1 1 1 -1 1 0
"27691" "27" "mj2" 24 "b" 1 1 1 -1 1 0
"27771" "27" "mj2" 12 "d" 0 1 1 1 0 1
"27851" "27" "mj2" 15 "b" 1 1 1 -1 1 0
"27931" "27" "mj2" 6 "b" 1 1 1 -1 1 0
"28011" "27" "mj2" 17 "d" 1 1 1 1 0 1
"28091" "27" "mj2" 13 "d" 1 1 1 1 0 1
"28171" "28" "mm" 9 "a" 1 1 -1 -1 -1 0
"28251" "28" "mm" 31 "b" 1 1 1 -1 1 0
"28331" "28" "mm" 10 "d" 1 1 1 1 0 1
"28411" "28" "mm" 16 "c" 1 1 -1 1 0 -1
"28491" "28" "mm" 20 "c" 1 1 -1 1 0 -1
"28571" "28" "mm" 8 "b" 1 1 1 -1 1 0
"28651" "28" "mm" 19 "d" 1 1 1 1 0 1
"28731" "28" "mm" 32 "a" 0 1 -1 -1 -1 0
"28811" "28" "mm" 26 "b" 0 1 1 -1 1 0
"28891" "28" "mm" 14 "a" 0 1 -1 -1 -1 0
"28971" "28" "mm" 11 "c" 1 1 -1 1 0 -1
"29051" "28" "mm" 18 "a" 1 1 -1 -1 -1 0
"29131" "28" "mm" 7 "c" 1 1 -1 1 0 -1
"29211" "28" "mm" 5 "a" 1 1 -1 -1 -1 0
"29291" "28" "mm" 28 "d" 1 1 1 1 0 1
"29371" "28" "mm" 27 "a" 1 1 -1 -1 -1 0
"29451" "28" "mm" 22 "a" 1 1 -1 -1 -1 0
"29531" "28" "mm" 3 "c" 1 1 -1 1 0 -1
"29611" "28" "mm" 4 "b" 1 1 1 -1 1 0
"29691" "28" "mm" 23 "a" 1 1 -1 -1 -1 0
"29771" "28" "mm" 29 "d" 1 1 1 1 0 1
"29851" "28" "mm" 1 "c" 1 1 -1 1 0 -1
"29931" "28" "mm" 21 "b" 1 1 1 -1 1 0
"30011" "28" "mm" 30 "c" 1 1 -1 1 0 -1
"30091" "28" "mm" 25 "c" 1 1 -1 1 0 -1
"30171" "28" "mm" 2 "d" 1 1 1 1 0 1
"30251" "28" "mm" 24 "d" 1 1 1 1 0 1
"30331" "28" "mm" 12 "b" 1 1 1 -1 1 0
"30411" "28" "mm" 15 "d" 1 1 1 1 0 1
"30491" "28" "mm" 6 "d" 1 1 1 1 0 1
"30571" "28" "mm" 17 "b" 1 1 1 -1 1 0
"30651" "28" "mm" 13 "b" 1 1 1 -1 1 0
"30731" "29" "mmo" 9 "c" 1 1 -1 1 0 -1
"30811" "29" "mmo" 31 "d" 1 1 1 1 0 1
"30891" "29" "mmo" 10 "b" 1 1 1 -1 1 0
"30971" "29" "mmo" 16 "a" 1 1 -1 -1 -1 0
"31051" "29" "mmo" 20 "a" 0 1 -1 -1 -1 0
"31131" "29" "mmo" 8 "d" 1 1 1 1 0 1
"31211" "29" "mmo" 19 "b" 1 1 1 -1 1 0
"31291" "29" "mmo" 32 "c" 1 1 -1 1 0 -1
"31371" "29" "mmo" 26 "d" 1 1 1 1 0 1
"31451" "29" "mmo" 14 "c" 1 1 -1 1 0 -1
"31531" "29" "mmo" 11 "a" 1 1 -1 -1 -1 0
"31611" "29" "mmo" 18 "c" 1 1 -1 1 0 -1
"31691" "29" "mmo" 7 "a" 1 1 -1 -1 -1 0
"31771" "29" "mmo" 5 "c" 1 1 -1 1 0 -1
"31851" "29" "mmo" 28 "b" 1 1 1 -1 1 0
"31931" "29" "mmo" 27 "c" 1 1 -1 1 0 -1
"32011" "29" "mmo" 22 "c" 1 1 -1 1 0 -1
"32091" "29" "mmo" 3 "a" 1 1 -1 -1 -1 0
"32171" "29" "mmo" 4 "d" 1 1 1 1 0 1
"32251" "29" "mmo" 23 "c" 1 1 -1 1 0 -1
"32331" "29" "mmo" 29 "b" 1 1 1 -1 1 0
"32411" "29" "mmo" 1 "a" 1 1 -1 -1 -1 0
"32491" "29" "mmo" 21 "d" 1 1 1 1 0 1
"32571" "29" "mmo" 30 "a" 1 1 -1 -1 -1 0
"32651" "29" "mmo" 25 "a" 1 1 -1 -1 -1 0
"32731" "29" "mmo" 2 "b" 1 1 1 -1 1 0
"32811" "29" "mmo" 24 "b" 0 1 1 -1 1 0
"32891" "29" "mmo" 12 "d" 0 1 1 1 0 1
"32971" "29" "mmo" 15 "b" 1 1 1 -1 1 0
"33051" "29" "mmo" 6 "b" 1 1 1 -1 1 0
"33131" "29" "mmo" 17 "d" 1 1 1 1 0 1
"33211" "29" "mmo" 13 "d" 1 1 1 1 0 1
"33291" "30" "momo" 9 "a" 0 1 -1 -1 -1 0
"33371" "30" "momo" 31 "b" 1 1 1 -1 1 0
"33451" "30" "momo" 10 "d" 1 1 1 1 0 1
"33531" "30" "momo" 16 "c" 0 1 -1 1 0 -1
"33611" "30" "momo" 20 "c" 1 1 -1 1 0 -1
"33691" "30" "momo" 8 "b" 1 1 1 -1 1 0
"33771" "30" "momo" 19 "d" 1 1 1 1 0 1
"33851" "30" "momo" 32 "a" 1 1 -1 -1 -1 0
"33931" "30" "momo" 26 "b" 1 1 1 -1 1 0
"34011" "30" "momo" 14 "a" 0 1 -1 -1 -1 0
"34091" "30" "momo" 11 "c" 1 1 -1 1 0 -1
"34171" "30" "momo" 18 "a" 1 1 -1 -1 -1 0
"34251" "30" "momo" 7 "c" 1 1 -1 1 0 -1
"34331" "30" "momo" 5 "a" 1 1 -1 -1 -1 0
"34411" "30" "momo" 28 "d" 0 1 1 1 0 1
"34491" "30" "momo" 27 "a" 0 1 -1 -1 -1 0
"34571" "30" "momo" 22 "a" 1 1 -1 -1 -1 0
"34651" "30" "momo" 3 "c" 1 1 -1 1 0 -1
"34731" "30" "momo" 4 "b" 0 1 1 -1 1 0
"34811" "30" "momo" 23 "a" 0 1 -1 -1 -1 0
"34891" "30" "momo" 29 "d" 1 1 1 1 0 1
"34971" "30" "momo" 1 "c" 1 1 -1 1 0 -1
"35051" "30" "momo" 21 "b" 1 1 1 -1 1 0
"35131" "30" "momo" 30 "c" 1 1 -1 1 0 -1
"35211" "30" "momo" 25 "c" 1 1 -1 1 0 -1
"35291" "30" "momo" 2 "d" 1 1 1 1 0 1
"35371" "30" "momo" 24 "d" 1 1 1 1 0 1
"35451" "30" "momo" 12 "b" 1 1 1 -1 1 0
"35531" "30" "momo" 15 "d" 1 1 1 1 0 1
"35611" "30" "momo" 6 "d" 1 1 1 1 0 1
"35691" "30" "momo" 17 "b" 1 1 1 -1 1 0
"35771" "30" "momo" 13 "b" 1 1 1 -1 1 0
"35851" "31" "mrn" 9 "d" 1 1 1 1 0 1
"35931" "31" "mrn" 31 "a" 1 1 -1 -1 -1 0
"36011" "31" "mrn" 10 "c" 0 1 -1 1 0 -1
"36091" "31" "mrn" 16 "b" 1 1 1 -1 1 0
"36171" "31" "mrn" 20 "b" 1 1 1 -1 1 0
"36251" "31" "mrn" 8 "a" 1 1 -1 -1 -1 0
"36331" "31" "mrn" 19 "c" 1 1 -1 1 0 -1
"36411" "31" "mrn" 32 "d" 1 1 1 1 0 1
"36491" "31" "mrn" 26 "a" 1 1 -1 -1 -1 0
"36571" "31" "mrn" 14 "d" 1 1 1 1 0 1
"36651" "31" "mrn" 11 "b" 1 1 1 -1 1 0
"36731" "31" "mrn" 18 "d" 1 1 1 1 0 1
"36811" "31" "mrn" 7 "b" 1 1 1 -1 1 0
"36891" "31" "mrn" 5 "d" 1 1 1 1 0 1
"36971" "31" "mrn" 28 "c" 1 1 -1 1 0 -1
"37051" "31" "mrn" 27 "d" 1 1 1 1 0 1
"37131" "31" "mrn" 22 "d" 1 1 1 1 0 1
"37211" "31" "mrn" 3 "b" 1 1 1 -1 1 0
"37291" "31" "mrn" 4 "a" 1 1 -1 -1 -1 0
"37371" "31" "mrn" 23 "d" 1 1 1 1 0 1
"37451" "31" "mrn" 29 "c" 1 1 -1 1 0 -1
"37531" "31" "mrn" 1 "b" 0 1 1 -1 1 0
"37611" "31" "mrn" 21 "a" 1 1 -1 -1 -1 0
"37691" "31" "mrn" 30 "b" 1 1 1 -1 1 0
"37771" "31" "mrn" 25 "b" 1 1 1 -1 1 0
"37851" "31" "mrn" 2 "c" 1 1 -1 1 0 -1
"37931" "31" "mrn" 24 "c" 1 1 -1 1 0 -1
"38011" "31" "mrn" 12 "a" 1 1 -1 -1 -1 0
"38091" "31" "mrn" 15 "c" 0 1 -1 1 0 -1
"38171" "31" "mrn" 6 "c" 1 1 -1 1 0 -1
"38251" "31" "mrn" 17 "a" 1 1 -1 -1 -1 0
"38331" "31" "mrn" 13 "a" 1 1 -1 -1 -1 0
"38411" "32" "ms" 9 "b" 1 1 1 -1 1 0
"38491" "32" "ms" 31 "c" 1 1 -1 1 0 -1
"38571" "32" "ms" 10 "a" 1 1 -1 -1 -1 0
"38651" "32" "ms" 16 "d" 1 1 1 1 0 1
"38731" "32" "ms" 20 "d" 1 1 1 1 0 1
"38811" "32" "ms" 8 "c" 1 1 -1 1 0 -1
"38891" "32" "ms" 19 "a" 1 1 -1 -1 -1 0
"38971" "32" "ms" 32 "b" 1 1 1 -1 1 0
"39051" "32" "ms" 26 "c" 1 1 -1 1 0 -1
"39131" "32" "ms" 14 "b" 0 1 1 -1 1 0
"39211" "32" "ms" 11 "d" 0 1 1 1 0 1
"39291" "32" "ms" 18 "b" 1 1 1 -1 1 0
"39371" "32" "ms" 7 "d" 1 1 1 1 0 1
"39451" "32" "ms" 5 "b" 1 1 1 -1 1 0
"39531" "32" "ms" 28 "a" 1 1 -1 -1 -1 0
"39611" "32" "ms" 27 "b" 1 1 1 -1 1 0
"39691" "32" "ms" 22 "b" 1 1 1 -1 1 0
"39771" "32" "ms" 3 "d" 0 1 1 1 0 1
"39851" "32" "ms" 4 "c" 1 1 -1 1 0 -1
"39931" "32" "ms" 23 "b" 1 1 1 -1 1 0
"40011" "32" "ms" 29 "a" 1 1 -1 -1 -1 0
"40091" "32" "ms" 1 "d" 1 1 1 1 0 1
"40171" "32" "ms" 21 "c" 1 1 -1 1 0 -1
"40251" "32" "ms" 30 "d" 1 1 1 1 0 1
"40331" "32" "ms" 25 "d" 0 1 1 1 0 1
"40411" "32" "ms" 2 "a" 1 1 -1 -1 -1 0
"40491" "32" "ms" 24 "a" 1 1 -1 -1 -1 0
"40571" "32" "ms" 12 "c" 1 1 -1 1 0 -1
"40651" "32" "ms" 15 "a" 1 1 -1 -1 -1 0
"40731" "32" "ms" 6 "a" 1 1 -1 -1 -1 0
"40811" "32" "ms" 17 "c" 1 1 -1 1 0 -1
"40891" "32" "ms" 13 "c" 1 1 -1 1 0 -1
"40971" "33" "mtf" 9 "d" 1 1 1 1 0 1
"41051" "33" "mtf" 31 "a" 1 1 -1 -1 -1 0
"41131" "33" "mtf" 10 "c" 1 1 -1 1 0 -1
"41211" "33" "mtf" 16 "b" 1 1 1 -1 1 0
"41291" "33" "mtf" 20 "b" 1 1 1 -1 1 0
"41371" "33" "mtf" 8 "a" 1 1 -1 -1 -1 0
"41451" "33" "mtf" 19 "c" 1 1 -1 1 0 -1
"41531" "33" "mtf" 32 "d" 1 1 1 1 0 1
"41611" "33" "mtf" 26 "a" 1 1 -1 -1 -1 0
"41691" "33" "mtf" 14 "d" 1 1 1 1 0 1
"41771" "33" "mtf" 11 "b" 1 1 1 -1 1 0
"41851" "33" "mtf" 18 "d" 1 1 1 1 0 1
"41931" "33" "mtf" 7 "b" 1 1 1 -1 1 0
"42011" "33" "mtf" 5 "d" 1 1 1 1 0 1
"42091" "33" "mtf" 28 "c" 1 1 -1 1 0 -1
"42171" "33" "mtf" 27 "d" 1 1 1 1 0 1
"42251" "33" "mtf" 22 "d" 1 1 1 1 0 1
"42331" "33" "mtf" 3 "b" 1 1 1 -1 1 0
"42411" "33" "mtf" 4 "a" 1 1 -1 -1 -1 0
"42491" "33" "mtf" 23 "d" 1 1 1 1 0 1
"42571" "33" "mtf" 29 "c" 1 1 -1 1 0 -1
"42651" "33" "mtf" 1 "b" 1 1 1 -1 1 0
"42731" "33" "mtf" 21 "a" 1 1 -1 -1 -1 0
"42811" "33" "mtf" 30 "b" 1 1 1 -1 1 0
"42891" "33" "mtf" 25 "b" 1 1 1 -1 1 0
"42971" "33" "mtf" 2 "c" 1 1 -1 1 0 -1
"43051" "33" "mtf" 24 "c" 1 1 -1 1 0 -1
"43131" "33" "mtf" 12 "a" 1 1 -1 -1 -1 0
"43211" "33" "mtf" 15 "c" 1 1 -1 1 0 -1
"4329" "33" "mtf" 6 "c" 1 1 -1 1 0 -1
"4337" "33" "mtf" 17 "a" 1 1 -1 -1 -1 0
"4345" "33" "mtf" 13 "a" 1 1 -1 -1 -1 0
"4353" "34" "nm" 9 "c" 1 1 -1 1 0 -1
"4361" "34" "nm" 31 "d" 1 1 1 1 0 1
"4369" "34" "nm" 10 "b" 1 1 1 -1 1 0
"4377" "34" "nm" 16 "a" 1 1 -1 -1 -1 0
"4385" "34" "nm" 20 "a" 1 1 -1 -1 -1 0
"4393" "34" "nm" 8 "d" 1 1 1 1 0 1
"4401" "34" "nm" 19 "b" 1 1 1 -1 1 0
"4409" "34" "nm" 32 "c" 1 1 -1 1 0 -1
"4417" "34" "nm" 26 "d" 1 1 1 1 0 1
"4425" "34" "nm" 14 "c" 1 1 -1 1 0 -1
"4433" "34" "nm" 11 "a" 1 1 -1 -1 -1 0
"4441" "34" "nm" 18 "c" 1 1 -1 1 0 -1
"4449" "34" "nm" 7 "a" 1 1 -1 -1 -1 0
"4457" "34" "nm" 5 "c" 1 1 -1 1 0 -1
"4465" "34" "nm" 28 "b" 0 1 1 -1 1 0
"4473" "34" "nm" 27 "c" 1 1 -1 1 0 -1
"4481" "34" "nm" 22 "c" 1 1 -1 1 0 -1
"4489" "34" "nm" 3 "a" 1 1 -1 -1 -1 0
"4497" "34" "nm" 4 "d" 1 1 1 1 0 1
"4505" "34" "nm" 23 "c" 1 1 -1 1 0 -1
"4513" "34" "nm" 29 "b" 1 1 1 -1 1 0
"4521" "34" "nm" 1 "a" 1 1 -1 -1 -1 0
"4529" "34" "nm" 21 "d" 1 1 1 1 0 1
"4537" "34" "nm" 30 "a" 1 1 -1 -1 -1 0
"4545" "34" "nm" 25 "a" 1 1 -1 -1 -1 0
"4553" "34" "nm" 2 "b" 1 1 1 -1 1 0
"4561" "34" "nm" 24 "b" 1 1 1 -1 1 0
"4569" "34" "nm" 12 "d" 0 1 1 1 0 1
"4577" "34" "nm" 15 "b" 1 1 1 -1 1 0
"4585" "34" "nm" 6 "b" 1 1 1 -1 1 0
"4593" "34" "nm" 17 "d" 1 1 1 1 0 1
"4601" "34" "nm" 13 "d" 1 1 1 1 0 1
"4609" "35" "nt" 9 "b" 1 1 1 -1 1 0
"4617" "35" "nt" 31 "c" 0 1 -1 1 0 -1
"4625" "35" "nt" 10 "a" 1 1 -1 -1 -1 0
"4633" "35" "nt" 16 "d" 1 1 1 1 0 1
"4641" "35" "nt" 20 "d" 1 1 1 1 0 1
"4649" "35" "nt" 8 "c" 1 1 -1 1 0 -1
"4657" "35" "nt" 19 "a" 1 1 -1 -1 -1 0
"4665" "35" "nt" 32 "b" 1 1 1 -1 1 0
"4673" "35" "nt" 26 "c" 1 1 -1 1 0 -1
"4681" "35" "nt" 14 "b" 1 1 1 -1 1 0
"4689" "35" "nt" 11 "d" 1 1 1 1 0 1
"4697" "35" "nt" 18 "b" 1 1 1 -1 1 0
"4705" "35" "nt" 7 "d" 1 1 1 1 0 1
"4713" "35" "nt" 5 "b" 1 1 1 -1 1 0
"4721" "35" "nt" 28 "a" 1 1 -1 -1 -1 0
"4729" "35" "nt" 27 "b" 1 1 1 -1 1 0
"4737" "35" "nt" 22 "b" 1 1 1 -1 1 0
"4745" "35" "nt" 3 "d" 1 1 1 1 0 1
"4753" "35" "nt" 4 "c" 1 1 -1 1 0 -1
"4761" "35" "nt" 23 "b" 0 1 1 -1 1 0
"4769" "35" "nt" 29 "a" 1 1 -1 -1 -1 0
"4777" "35" "nt" 1 "d" 1 1 1 1 0 1
"4785" "35" "nt" 21 "c" 1 1 -1 1 0 -1
"4793" "35" "nt" 30 "d" 1 1 1 1 0 1
"4801" "35" "nt" 25 "d" 0 1 1 1 0 1
"4809" "35" "nt" 2 "a" 1 1 -1 -1 -1 0
"4817" "35" "nt" 24 "a" 1 1 -1 -1 -1 0
"4825" "35" "nt" 12 "c" 1 1 -1 1 0 -1
"4833" "35" "nt" 15 "a" 1 1 -1 -1 -1 0
"4841" "35" "nt" 6 "a" 1 1 -1 -1 -1 0
"4849" "35" "nt" 17 "c" 1 1 -1 1 0 -1
"4857" "35" "nt" 13 "c" 1 1 -1 1 0 -1
"4865" "36" "pa" 9 "a" 1 1 -1 -1 -1 0
"4873" "36" "pa" 31 "b" 1 1 1 -1 1 0
"4881" "36" "pa" 10 "d" 1 1 1 1 0 1
"4889" "36" "pa" 16 "c" 1 1 -1 1 0 -1
"4897" "36" "pa" 20 "c" 1 1 -1 1 0 -1
"4905" "36" "pa" 8 "b" 1 1 1 -1 1 0
"4913" "36" "pa" 19 "d" 1 1 1 1 0 1
"4921" "36" "pa" 32 "a" 1 1 -1 -1 -1 0
"4929" "36" "pa" 26 "b" 1 1 1 -1 1 0
"4937" "36" "pa" 14 "a" 1 1 -1 -1 -1 0
"4945" "36" "pa" 11 "c" 1 1 -1 1 0 -1
"4953" "36" "pa" 18 "a" 1 1 -1 -1 -1 0
"4961" "36" "pa" 7 "c" 1 1 -1 1 0 -1
"4969" "36" "pa" 5 "a" 1 1 -1 -1 -1 0
"4977" "36" "pa" 28 "d" 1 1 1 1 0 1
"4985" "36" "pa" 27 "a" 1 1 -1 -1 -1 0
"4993" "36" "pa" 22 "a" 1 1 -1 -1 -1 0
"5001" "36" "pa" 3 "c" 1 1 -1 1 0 -1
"5009" "36" "pa" 4 "b" 1 1 1 -1 1 0
"5017" "36" "pa" 23 "a" 0 1 -1 -1 -1 0
"5025" "36" "pa" 29 "d" 1 1 1 1 0 1
"5033" "36" "pa" 1 "c" 1 1 -1 1 0 -1
"5041" "36" "pa" 21 "b" 1 1 1 -1 1 0
"5049" "36" "pa" 30 "c" 1 1 -1 1 0 -1
"5057" "36" "pa" 25 "c" 1 1 -1 1 0 -1
"5065" "36" "pa" 2 "d" 1 1 1 1 0 1
"5073" "36" "pa" 24 "d" 1 1 1 1 0 1
"5081" "36" "pa" 12 "b" 1 1 1 -1 1 0
"5089" "36" "pa" 15 "d" 1 1 1 1 0 1
"5097" "36" "pa" 6 "d" 1 1 1 1 0 1
"5105" "36" "pa" 17 "b" 0 1 1 -1 1 0
"5113" "36" "pa" 13 "b" 1 1 1 -1 1 0
"5121" "37" "sa" 9 "d" 1 1 1 1 0 1
"5129" "37" "sa" 31 "a" 1 1 -1 -1 -1 0
"5137" "37" "sa" 10 "c" 0 1 -1 1 0 -1
"5145" "37" "sa" 16 "b" 1 1 1 -1 1 0
"5153" "37" "sa" 20 "b" 1 1 1 -1 1 0
"5161" "37" "sa" 8 "a" 1 1 -1 -1 -1 0
"5169" "37" "sa" 19 "c" 1 1 -1 1 0 -1
"5177" "37" "sa" 32 "d" 1 1 1 1 0 1
"5185" "37" "sa" 26 "a" 1 1 -1 -1 -1 0
"5193" "37" "sa" 14 "d" 1 1 1 1 0 1
"5201" "37" "sa" 11 "b" 1 1 1 -1 1 0
"5209" "37" "sa" 18 "d" 1 1 1 1 0 1
"5217" "37" "sa" 7 "b" 1 1 1 -1 1 0
"5225" "37" "sa" 5 "d" 1 1 1 1 0 1
"5233" "37" "sa" 28 "c" 1 1 -1 1 0 -1
"5241" "37" "sa" 27 "d" 1 1 1 1 0 1
"5249" "37" "sa" 22 "d" 1 1 1 1 0 1
"5257" "37" "sa" 3 "b" 1 1 1 -1 1 0
"5265" "37" "sa" 4 "a" 1 1 -1 -1 -1 0
"5273" "37" "sa" 23 "d" 1 1 1 1 0 1
"5281" "37" "sa" 29 "c" 1 1 -1 1 0 -1
"5289" "37" "sa" 1 "b" 1 1 1 -1 1 0
"5297" "37" "sa" 21 "a" 1 1 -1 -1 -1 0
"5305" "37" "sa" 30 "b" 1 1 1 -1 1 0
"5313" "37" "sa" 25 "b" 1 1 1 -1 1 0
"5321" "37" "sa" 2 "c" 1 1 -1 1 0 -1
"5329" "37" "sa" 24 "c" 1 1 -1 1 0 -1
"5337" "37" "sa" 12 "a" 1 1 -1 -1 -1 0
"5345" "37" "sa" 15 "c" 1 1 -1 1 0 -1
"5353" "37" "sa" 6 "c" 1 1 -1 1 0 -1
"5361" "37" "sa" 17 "a" 1 1 -1 -1 -1 0
"5369" "37" "sa" 13 "a" 1 1 -1 -1 -1 0
"5377" "38" "shi" 9 "c" 1 1 -1 1 0 -1
"5385" "38" "shi" 31 "d" 1 1 1 1 0 1
"5393" "38" "shi" 10 "b" 1 1 1 -1 1 0
"5401" "38" "shi" 16 "a" 1 1 -1 -1 -1 0
"5409" "38" "shi" 20 "a" 1 1 -1 -1 -1 0
"5417" "38" "shi" 8 "d" 1 1 1 1 0 1
"5425" "38" "shi" 19 "b" 1 1 1 -1 1 0
"5433" "38" "shi" 32 "c" 1 1 -1 1 0 -1
"5441" "38" "shi" 26 "d" 1 1 1 1 0 1
"5449" "38" "shi" 14 "c" 1 1 -1 1 0 -1
"5457" "38" "shi" 11 "a" 1 1 -1 -1 -1 0
"5465" "38" "shi" 18 "c" 1 1 -1 1 0 -1
"5473" "38" "shi" 7 "a" 1 1 -1 -1 -1 0
"5481" "38" "shi" 5 "c" 1 1 -1 1 0 -1
"5489" "38" "shi" 28 "b" 1 1 1 -1 1 0
"5497" "38" "shi" 27 "c" 1 1 -1 1 0 -1
"5505" "38" "shi" 22 "c" 1 1 -1 1 0 -1
"5513" "38" "shi" 3 "a" 1 1 -1 -1 -1 0
"5521" "38" "shi" 4 "d" 1 1 1 1 0 1
"5529" "38" "shi" 23 "c" 1 1 -1 1 0 -1
"5537" "38" "shi" 29 "b" 1 1 1 -1 1 0
"5545" "38" "shi" 1 "a" 1 1 -1 -1 -1 0
"5553" "38" "shi" 21 "d" 1 1 1 1 0 1
"5561" "38" "shi" 30 "a" 1 1 -1 -1 -1 0
"5569" "38" "shi" 25 "a" 1 1 -1 -1 -1 0
"5577" "38" "shi" 2 "b" 1 1 1 -1 1 0
"5585" "38" "shi" 24 "b" 1 1 1 -1 1 0
"5593" "38" "shi" 12 "d" 0 1 1 1 0 1
"5601" "38" "shi" 15 "b" 1 1 1 -1 1 0
"5609" "38" "shi" 6 "b" 1 1 1 -1 1 0
"5617" "38" "shi" 17 "d" 1 1 1 1 0 1
"5625" "38" "shi" 13 "d" 1 1 1 1 0 1
"5633" "39" "vr" 9 "d" 1 1 1 1 0 1
"5641" "39" "vr" 31 "a" 1 1 -1 -1 -1 0
"5649" "39" "vr" 10 "c" 1 1 -1 1 0 -1
"5657" "39" "vr" 16 "b" 1 1 1 -1 1 0
"5665" "39" "vr" 20 "b" 1 1 1 -1 1 0
"5673" "39" "vr" 8 "a" 1 1 -1 -1 -1 0
"5681" "39" "vr" 19 "c" 1 1 -1 1 0 -1
"5689" "39" "vr" 32 "d" 1 1 1 1 0 1
"5697" "39" "vr" 26 "a" 1 1 -1 -1 -1 0
"5705" "39" "vr" 14 "d" 1 1 1 1 0 1
"5713" "39" "vr" 11 "b" 1 1 1 -1 1 0
"5721" "39" "vr" 18 "d" 1 1 1 1 0 1
"5729" "39" "vr" 7 "b" 1 1 1 -1 1 0
"5737" "39" "vr" 5 "d" 1 1 1 1 0 1
"5745" "39" "vr" 28 "c" 1 1 -1 1 0 -1
"5753" "39" "vr" 27 "d" 1 1 1 1 0 1
"5761" "39" "vr" 22 "d" 1 1 1 1 0 1
"5769" "39" "vr" 3 "b" 1 1 1 -1 1 0
"5777" "39" "vr" 4 "a" 1 1 -1 -1 -1 0
"5785" "39" "vr" 23 "d" 1 1 1 1 0 1
"5793" "39" "vr" 29 "c" 1 1 -1 1 0 -1
"5801" "39" "vr" 1 "b" 1 1 1 -1 1 0
"5809" "39" "vr" 21 "a" 1 1 -1 -1 -1 0
"5817" "39" "vr" 30 "b" 1 1 1 -1 1 0
"5825" "39" "vr" 25 "b" 1 1 1 -1 1 0
"5833" "39" "vr" 2 "c" 1 1 -1 1 0 -1
"5841" "39" "vr" 24 "c" 1 1 -1 1 0 -1
"5849" "39" "vr" 12 "a" 1 1 -1 -1 -1 0
"5857" "39" "vr" 15 "c" 1 1 -1 1 0 -1
"5865" "39" "vr" 6 "c" 1 1 -1 1 0 -1
"5873" "39" "vr" 17 "a" 1 1 -1 -1 -1 0
"5881" "39" "vr" 13 "a" 1 1 -1 -1 -1 0
"5889" "40" "yr" 9 "c" 1 1 -1 1 0 -1
"5897" "40" "yr" 31 "d" 1 1 1 1 0 1
"5905" "40" "yr" 10 "b" 1 1 1 -1 1 0
"5913" "40" "yr" 16 "a" 1 1 -1 -1 -1 0
"5921" "40" "yr" 20 "a" 1 1 -1 -1 -1 0
"5929" "40" "yr" 8 "d" 1 1 1 1 0 1
"5937" "40" "yr" 19 "b" 1 1 1 -1 1 0
"5945" "40" "yr" 32 "c" 1 1 -1 1 0 -1
"5953" "40" "yr" 26 "d" 1 1 1 1 0 1
"5961" "40" "yr" 14 "c" 1 1 -1 1 0 -1
"5969" "40" "yr" 11 "a" 1 1 -1 -1 -1 0
"5977" "40" "yr" 18 "c" 1 1 -1 1 0 -1
"5985" "40" "yr" 7 "a" 1 1 -1 -1 -1 0
"5993" "40" "yr" 5 "c" 1 1 -1 1 0 -1
"6001" "40" "yr" 28 "b" 1 1 1 -1 1 0
"6009" "40" "yr" 27 "c" 1 1 -1 1 0 -1
"6017" "40" "yr" 22 "c" 1 1 -1 1 0 -1
"6025" "40" "yr" 3 "a" 1 1 -1 -1 -1 0
"6033" "40" "yr" 4 "d" 1 1 1 1 0 1
"6041" "40" "yr" 23 "c" 1 1 -1 1 0 -1
"6049" "40" "yr" 29 "b" 1 1 1 -1 1 0
"6057" "40" "yr" 1 "a" 1 1 -1 -1 -1 0
"6065" "40" "yr" 21 "d" 1 1 1 1 0 1
"6073" "40" "yr" 30 "a" 1 1 -1 -1 -1 0
"6081" "40" "yr" 25 "a" 1 1 -1 -1 -1 0
"6089" "40" "yr" 2 "b" 1 1 1 -1 1 0
"6097" "40" "yr" 24 "b" 1 1 1 -1 1 0
"6105" "40" "yr" 12 "d" 0 1 1 1 0 1
"6113" "40" "yr" 15 "b" 1 1 1 -1 1 0
"6121" "40" "yr" 6 "b" 1 1 1 -1 1 0
"6129" "40" "yr" 17 "d" 1 1 1 1 0 1
"6137" "40" "yr" 13 "d" 1 1 1 1 0 1
