"subject" "id" "cond" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT"
"5807" "mm" 28 "c" 7 0 0 0 0 0 0 0 4022 0 0 0 0 0 0
"5808" "mm" 28 "c" 8 0 0 0 0 0 0 0 4022 0 0 0 0 0 0
"5809" "mm" 29 "b" 1 241 1 0 1553 1553 1553 1553 1553 0 0 0 0 0 1553
"5810" "mm" 29 "b" 2 344 1 0 506 506 506 506 2059 0 0 0 0 0 506
"5811" "mm" 29 "b" 3 160 1 0 1435 1435 1435 1435 3494 0 0 0 0 0 1435
"5812" "mm" 29 "b" 4 320 1 320 320 320 320 320 3814 0 0 0 0 0 320
"5813" "mm" 29 "b" 5 213 1 0 1082 1082 1082 1082 4896 0 0 0 0 0 1082
"5814" "mm" 29 "b" 6 725 1 0 1535 1535 1535 1535 6431 0 0 0 0 0 1535
"5815" "mm" 29 "b" 7 0 0 0 0 0 0 0 6431 0 0 0 0 0 0
"5816" "mm" 29 "b" 8 0 0 0 0 0 0 0 6431 0 0 0 0 0 0
"5817" "mm" 30 "a" 1 179 1 0 262 262 262 262 262 0 0 0 0 0 262
"5818" "mm" 30 "a" 2 191 1 0 191 191 355 191 453 164 0 164 0 0 164
"5819" "mm" 30 "a" 3 148 1 0 148 525 525 689 1142 377 377 0 1 1 377
"5820" "mm" 30 "a" 4 0 0 0 0 0 0 0 1142 0 0 0 0 0 0
"5821" "mm" 30 "a" 5 264 1 264 264 264 264 264 1406 0 0 0 0 0 264
"5822" "mm" 30 "a" 6 140 1 0 4211 4211 4211 4211 5617 0 0 0 0 0 4211
"5823" "mm" 30 "a" 7 0 0 0 0 0 0 0 5617 0 0 0 0 0 0
"5824" "mm" 30 "a" 8 0 0 0 0 0 0 0 5617 0 0 0 0 0 0
"5825" "mm" 31 "d" 1 176 1 0 418 418 418 418 418 0 0 0 0 0 418
"5826" "mm" 31 "d" 2 195 1 195 195 195 195 195 613 0 0 0 0 0 195
"5827" "mm" 31 "d" 3 188 1 0 1586 1586 1586 1586 2199 0 0 0 0 0 1586
"5828" "mm" 31 "d" 4 204 1 0 521 521 521 521 2720 0 0 0 0 0 521
"5829" "mm" 31 "d" 5 518 1 0 1772 1772 1772 1772 4492 0 0 0 0 0 1772
"5830" "mm" 31 "d" 6 197 1 0 842 842 842 842 5334 0 0 0 0 0 842
"5831" "mm" 31 "d" 7 0 0 0 0 0 0 0 5334 0 0 0 0 0 0
"5832" "mm" 31 "d" 8 0 0 0 0 0 0 0 5334 0 0 0 0 0 0
"5833" "mm" 33 "c" 1 280 1 0 280 280 1855 280 280 1575 0 1575 0 0 419
"5834" "mm" 33 "c" 2 182 1 0 182 1114 4992 1306 1586 4810 932 3878 1 5 1294
"5835" "mm" 33 "c" 3 306 1 0 556 1176 2358 3618 5204 1802 620 1182 1 2 974
"5836" "mm" 33 "c" 4 396 1 0 396 642 642 4643 9847 246 246 0 1 1 246
"5837" "mm" 33 "c" 5 0 0 0 0 0 0 0 9847 0 0 0 0 0 0
"5838" "mm" 33 "c" 6 278 1 0 2205 2205 2205 2205 12052 0 0 0 0 0 2205
"5839" "mm" 33 "c" 7 0 0 0 0 0 0 0 12052 0 0 0 0 0 0
"5840" "mm" 33 "c" 8 0 0 0 0 0 0 0 12052 0 0 0 0 0 0
"5841" "mm" 34 "b" 1 186 1 0 412 412 412 412 412 0 0 0 0 0 412
"5842" "mm" 34 "b" 2 141 1 0 425 425 425 425 837 0 0 0 0 0 425
"5843" "mm" 34 "b" 3 256 1 0 740 740 740 740 1577 0 0 0 0 0 740
"5844" "mm" 34 "b" 4 203 1 0 1366 1366 1366 1366 2943 0 0 0 0 0 1366
"5845" "mm" 34 "b" 5 1090 1 1090 1090 1090 1090 1090 4033 0 0 0 0 0 1090
"5846" "mm" 34 "b" 6 0 0 0 0 0 0 0 4033 0 0 0 0 0 0
"5847" "mm" 34 "b" 7 134 1 0 3535 3535 3535 3535 7568 0 0 0 0 0 3535
"5848" "mm" 34 "b" 8 0 0 0 0 0 0 0 7568 0 0 0 0 0 0
"5849" "mm" 35 "a" 1 188 1 0 418 418 418 418 418 0 0 0 0 0 418
"5850" "mm" 35 "a" 2 92 1 0 257 257 257 257 675 0 0 0 0 0 257
"5851" "mm" 35 "a" 3 125 1 0 1012 1012 1012 1012 1687 0 0 0 0 0 1012
"5852" "mm" 35 "a" 4 779 1 779 779 779 779 779 2466 0 0 0 0 0 779
"5853" "mm" 35 "a" 5 0 0 0 0 0 0 0 2466 0 0 0 0 0 0
"5854" "mm" 35 "a" 6 194 1 0 4352 4352 4352 4352 6818 0 0 0 0 0 4352
"5855" "mm" 35 "a" 7 0 0 0 0 0 0 0 6818 0 0 0 0 0 0
"5856" "mm" 35 "a" 8 0 0 0 0 0 0 0 6818 0 0 0 0 0 0
"5857" "mm" 36 "d" 1 200 1 0 518 518 518 518 518 0 0 0 0 0 518
"5858" "mm" 36 "d" 2 204 1 0 617 617 825 617 1135 208 0 208 0 0 208
"5859" "mm" 36 "d" 3 295 1 0 819 2591 2591 2799 3934 1772 1772 0 1 1 1772
"5860" "mm" 36 "d" 4 111 1 0 346 346 346 346 4280 0 0 0 0 0 346
"5861" "mm" 36 "d" 5 250 1 250 250 250 250 250 4530 0 0 0 0 0 250
"5862" "mm" 36 "d" 6 0 0 0 0 0 0 0 4530 0 0 0 0 0 0
"5863" "mm" 36 "d" 7 604 1 0 1412 1412 1412 1412 5942 0 0 0 0 0 1412
"5864" "mm" 36 "d" 8 0 0 0 0 0 0 0 5942 0 0 0 0 0 0
"5865" "mmi" 1 "b" 1 192 1 192 192 192 192 192 192 0 0 0 0 0 192
"5866" "mmi" 1 "b" 2 83 1 0 266 266 266 266 458 0 0 0 0 0 266
"5867" "mmi" 1 "b" 3 172 1 0 509 509 954 509 967 445 0 445 0 0 445
"5868" "mmi" 1 "b" 4 0 0 0 0 0 169 0 967 169 0 169 0 0 169
"5869" "mmi" 1 "b" 5 211 1 211 211 211 211 211 1178 0 0 0 0 0 211
"5870" "mmi" 1 "b" 6 204 1 204 204 204 204 204 1382 0 0 0 0 0 204
"5871" "mmi" 1 "b" 7 194 1 0 847 1271 1271 1885 3267 424 424 0 1 1 424
"5872" "mmi" 1 "b" 8 0 0 0 0 0 0 0 3267 0 0 0 0 0 0
"5873" "mmi" 2 "a" 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193
"5874" "mmi" 2 "a" 2 142 1 0 330 330 330 330 523 0 0 0 0 0 330
"5875" "mmi" 2 "a" 3 178 1 0 178 178 1119 178 701 941 0 941 0 0 202
"5876" "mmi" 2 "a" 4 0 0 0 0 0 0 0 701 0 0 0 0 0 0
"5877" "mmi" 2 "a" 5 326 1 0 326 326 725 326 1027 399 0 399 0 1 399
"5878" "mmi" 2 "a" 6 273 1 0 1151 1645 1645 2985 4012 494 494 0 1 1 494
"5879" "mmi" 2 "a" 7 0 0 0 0 0 0 0 4012 0 0 0 0 0 0
"5880" "mmi" 2 "a" 8 0 0 0 0 0 0 0 4012 0 0 0 0 0 0
"5881" "mmi" 3 "d" 1 186 1 186 186 186 186 186 186 0 0 0 0 0 186
"5882" "mmi" 3 "d" 2 144 1 0 144 144 362 144 330 218 0 218 0 0 218
"5883" "mmi" 3 "d" 3 182 1 0 553 553 553 553 883 0 0 0 0 0 553
"5884" "mmi" 3 "d" 4 274 1 274 274 274 274 274 1157 0 0 0 0 0 274
"5885" "mmi" 3 "d" 5 0 0 0 0 0 0 0 1157 0 0 0 0 0 0
"5886" "mmi" 3 "d" 6 0 0 0 0 0 0 0 1157 0 0 0 0 0 0
"5887" "mmi" 3 "d" 7 214 1 0 994 994 994 1212 2369 0 0 0 1 1 994
"5888" "mmi" 3 "d" 8 0 0 0 0 0 0 0 2369 0 0 0 0 0 0
"5889" "mmi" 4 "c" 1 175 1 175 175 175 175 175 175 0 0 0 0 0 175
"5890" "mmi" 4 "c" 2 144 1 144 144 144 144 144 319 0 0 0 0 0 144
"5891" "mmi" 4 "c" 3 160 1 160 160 160 160 160 479 0 0 0 0 0 160
"5892" "mmi" 4 "c" 4 177 1 177 177 177 177 177 656 0 0 0 0 0 177
"5893" "mmi" 4 "c" 5 235 1 235 235 235 235 235 891 0 0 0 0 0 235
"5894" "mmi" 4 "c" 6 196 1 0 311 311 311 311 1202 0 0 0 0 0 311
"5895" "mmi" 4 "c" 7 0 0 0 0 0 0 0 1202 0 0 0 0 0 0
"5896" "mmi" 4 "c" 8 0 0 0 0 0 0 0 1202 0 0 0 0 0 0
"5897" "mmi" 6 "b" 1 171 1 0 171 171 501 171 171 330 0 330 0 0 180
"5898" "mmi" 6 "b" 2 163 1 0 460 460 1019 460 631 559 0 559 0 1 177
"5899" "mmi" 6 "b" 3 264 1 0 641 641 1800 641 1272 1159 0 1159 0 1 441
"5900" "mmi" 6 "b" 4 214 1 0 214 214 506 214 1486 292 0 292 0 0 292
"5901" "mmi" 6 "b" 5 0 0 0 0 0 0 0 1486 0 0 0 0 0 0
"5902" "mmi" 6 "b" 6 233 1 0 233 233 605 233 1719 372 0 372 0 1 203
"5903" "mmi" 6 "b" 7 388 1 0 388 874 874 3586 5305 486 486 0 2 2 486
"5904" "mmi" 6 "b" 8 0 0 0 0 0 0 0 5305 0 0 0 0 0 0
"5905" "mmi" 7 "a" 1 199 1 0 199 199 352 199 199 153 0 153 0 0 153
"5906" "mmi" 7 "a" 2 137 1 0 363 363 580 363 562 217 0 217 0 0 217
"5907" "mmi" 7 "a" 3 0 0 0 0 0 0 0 562 0 0 0 0 0 0
"5908" "mmi" 7 "a" 4 211 1 0 211 211 429 211 773 218 0 218 0 0 218
"5909" "mmi" 7 "a" 5 248 1 248 248 248 248 248 1021 0 0 0 0 0 248
"5910" "mmi" 7 "a" 6 0 0 0 0 0 0 0 1021 0 0 0 0 0 0
"5911" "mmi" 7 "a" 7 172 1 0 1279 2259 2259 2847 3868 980 980 0 1 1 980
"5912" "mmi" 7 "a" 8 0 0 0 0 0 0 0 3868 0 0 0 0 0 0
"5913" "mmi" 8 "d" 1 209 1 209 209 209 209 209 209 0 0 0 0 0 209
"5914" "mmi" 8 "d" 2 199 1 0 657 657 1220 657 866 563 0 563 0 0 232
"5915" "mmi" 8 "d" 3 171 1 0 171 949 1343 1280 2146 1172 778 394 1 1 394
"5916" "mmi" 8 "d" 4 150 1 150 150 150 150 150 2296 0 0 0 0 0 150
"5917" "mmi" 8 "d" 5 0 0 0 0 0 181 0 2296 181 0 181 0 0 181
"5918" "mmi" 8 "d" 6 291 1 291 291 291 291 291 2587 0 0 0 0 0 291
"5919" "mmi" 8 "d" 7 190 1 0 2295 2407 2407 3214 5801 112 112 0 1 1 112
"5920" "mmi" 8 "d" 8 0 0 0 0 0 0 0 5801 0 0 0 0 0 0
"5921" "mmi" 10 "c" 1 182 1 0 328 328 696 328 328 368 0 368 0 0 173
"5922" "mmi" 10 "c" 2 0 0 0 0 0 269 0 328 269 0 269 0 0 269
"5923" "mmi" 10 "c" 3 284 1 0 284 439 688 634 962 404 155 249 1 1 249
"5924" "mmi" 10 "c" 4 194 1 0 472 472 860 472 1434 388 0 388 0 0 388
"5925" "mmi" 10 "c" 5 0 0 0 0 0 0 0 1434 0 0 0 0 0 0
"5926" "mmi" 10 "c" 6 221 1 0 1844 1966 1966 3045 4479 122 122 0 1 1 122
"5927" "mmi" 10 "c" 7 0 0 0 0 0 0 0 4479 0 0 0 0 0 0
"5928" "mmi" 10 "c" 8 0 0 0 0 0 0 0 4479 0 0 0 0 0 0
"5929" "mmi" 11 "b" 1 184 1 0 329 329 329 329 329 0 0 0 0 0 329
"5930" "mmi" 11 "b" 2 183 1 183 183 183 183 183 512 0 0 0 0 0 183
"5931" "mmi" 11 "b" 3 380 1 0 747 747 747 747 1259 0 0 0 0 0 747
"5932" "mmi" 11 "b" 4 207 1 207 207 207 207 207 1466 0 0 0 0 0 207
"5933" "mmi" 11 "b" 5 0 0 0 0 0 0 0 1466 0 0 0 0 0 0
"5934" "mmi" 11 "b" 6 288 1 288 288 288 288 288 1754 0 0 0 0 0 288
"5935" "mmi" 11 "b" 7 198 1 0 777 777 777 777 2531 0 0 0 0 0 777
"5936" "mmi" 11 "b" 8 0 0 0 0 0 0 0 2531 0 0 0 0 0 0
"5937" "mmi" 12 "a" 1 185 1 185 185 185 185 185 185 0 0 0 0 0 185
"5938" "mmi" 12 "a" 2 144 1 0 330 330 1131 330 515 801 0 801 0 0 318
"5939" "mmi" 12 "a" 3 0 0 0 0 0 4907 0 515 4907 0 4907 0 0 2664
"5940" "mmi" 12 "a" 4 207 1 0 207 207 574 437 952 367 0 367 1 1 367
"5941" "mmi" 12 "a" 5 197 1 0 197 197 718 197 1149 521 0 521 0 0 294
"5942" "mmi" 12 "a" 6 147 1 0 912 6077 6077 12443 13592 5165 5165 0 6 6 883
"5943" "mmi" 12 "a" 7 0 0 0 0 0 0 0 13592 0 0 0 0 0 0
"5944" "mmi" 12 "a" 8 0 0 0 0 0 0 0 13592 0 0 0 0 0 0
"5945" "mmi" 13 "d" 1 189 1 189 189 189 189 189 189 0 0 0 0 0 189
"5946" "mmi" 13 "d" 2 160 1 0 160 160 403 160 349 243 0 243 0 0 243
"5947" "mmi" 13 "d" 3 155 1 0 813 813 1182 813 1162 369 0 369 0 0 369
"5948" "mmi" 13 "d" 4 148 1 148 148 148 148 148 1310 0 0 0 0 0 148
"5949" "mmi" 13 "d" 5 242 1 0 242 242 675 242 1552 433 0 433 0 1 323
"5950" "mmi" 13 "d" 6 0 0 0 0 0 0 0 1552 0 0 0 0 0 0
"5951" "mmi" 13 "d" 7 288 1 0 387 1449 1449 2494 4046 1062 1062 0 2 2 1062
"5952" "mmi" 13 "d" 8 0 0 0 0 0 0 0 4046 0 0 0 0 0 0
"5953" "mmi" 14 "c" 1 196 1 0 281 281 458 281 281 177 0 177 0 0 177
"5954" "mmi" 14 "c" 2 0 0 0 0 0 0 0 281 0 0 0 0 0 0
"5955" "mmi" 14 "c" 3 198 1 0 198 198 358 198 479 160 0 160 0 0 160
"5956" "mmi" 14 "c" 4 472 1 0 472 472 797 472 951 325 0 325 0 0 325
"5957" "mmi" 14 "c" 5 0 0 0 0 0 0 0 951 0 0 0 0 0 0
"5958" "mmi" 14 "c" 6 177 1 0 1501 2016 2016 2678 3629 515 515 0 1 1 515
"5959" "mmi" 14 "c" 7 0 0 0 0 0 0 0 3629 0 0 0 0 0 0
"5960" "mmi" 14 "c" 8 0 0 0 0 0 0 0 3629 0 0 0 0 0 0
"5961" "mmi" 15 "b" 1 182 1 182 182 182 182 182 182 0 0 0 0 0 182
"5962" "mmi" 15 "b" 2 129 1 0 349 349 1022 349 531 673 0 673 0 0 282
"5963" "mmi" 15 "b" 3 177 1 0 368 368 827 368 899 459 0 459 0 1 459
"5964" "mmi" 15 "b" 4 0 0 0 0 0 0 0 899 0 0 0 0 0 0
"5965" "mmi" 15 "b" 5 0 0 0 0 0 0 0 899 0 0 0 0 0 0
"5966" "mmi" 15 "b" 6 0 0 0 0 0 0 0 899 0 0 0 0 0 0
"5967" "mmi" 15 "b" 7 247 1 0 606 1622 1622 2754 3653 1016 1016 0 2 2 1016
"5968" "mmi" 15 "b" 8 0 0 0 0 0 0 0 3653 0 0 0 0 0 0
"5969" "mmi" 16 "a" 1 230 1 0 402 402 402 402 402 0 0 0 0 0 402
"5970" "mmi" 16 "a" 2 465 1 0 465 465 699 465 867 234 0 234 0 0 234
"5971" "mmi" 16 "a" 3 393 1 0 393 393 598 393 1260 205 0 205 0 0 205
"5972" "mmi" 16 "a" 4 0 0 0 0 0 0 0 1260 0 0 0 0 0 0
"5973" "mmi" 16 "a" 5 0 0 0 0 0 0 0 1260 0 0 0 0 0 0
"5974" "mmi" 16 "a" 6 231 1 0 870 870 870 1309 2569 0 0 0 1 1 870
"5975" "mmi" 16 "a" 7 0 0 0 0 0 0 0 2569 0 0 0 0 0 0
"5976" "mmi" 16 "a" 8 0 0 0 0 0 0 0 2569 0 0 0 0 0 0
"5977" "mmi" 17 "d" 1 182 1 0 315 315 315 315 315 0 0 0 0 0 315
"5978" "mmi" 17 "d" 2 173 1 173 173 173 173 173 488 0 0 0 0 0 173
"5979" "mmi" 17 "d" 3 207 1 0 388 388 388 388 876 0 0 0 0 0 388
"5980" "mmi" 17 "d" 4 167 1 167 167 167 167 167 1043 0 0 0 0 0 167
"5981" "mmi" 17 "d" 5 354 1 354 354 354 354 354 1397 0 0 0 0 0 354
"5982" "mmi" 17 "d" 6 0 0 0 0 0 0 0 1397 0 0 0 0 0 0
"5983" "mmi" 17 "d" 7 203 1 0 840 840 840 840 2237 0 0 0 0 0 840
"5984" "mmi" 17 "d" 8 0 0 0 0 0 0 0 2237 0 0 0 0 0 0
"5985" "mmi" 18 "c" 1 198 1 198 198 198 198 198 198 0 0 0 0 0 198
"5986" "mmi" 18 "c" 2 142 1 0 292 292 396 292 490 104 0 104 0 0 104
"5987" "mmi" 18 "c" 3 0 0 0 0 0 0 0 490 0 0 0 0 0 0
"5988" "mmi" 18 "c" 4 228 1 228 228 228 228 228 718 0 0 0 0 0 228
"5989" "mmi" 18 "c" 5 0 0 0 0 0 0 0 718 0 0 0 0 0 0
"5990" "mmi" 18 "c" 6 157 1 0 1022 1022 1022 1126 1844 0 0 0 1 1 1022
"5991" "mmi" 18 "c" 7 0 0 0 0 0 0 0 1844 0 0 0 0 0 0
"5992" "mmi" 18 "c" 8 0 0 0 0 0 0 0 1844 0 0 0 0 0 0
"5993" "mmi" 19 "b" 1 189 1 0 189 189 376 189 189 187 0 187 0 0 187
"5994" "mmi" 19 "b" 2 135 1 0 370 370 1902 370 559 1532 0 1532 0 0 218
"5995" "mmi" 19 "b" 3 0 0 0 0 0 0 0 559 0 0 0 0 0 0
"5996" "mmi" 19 "b" 4 201 1 0 391 391 2792 391 950 2401 0 2401 0 1 218
"5997" "mmi" 19 "b" 5 327 1 0 327 327 1582 327 1277 1255 0 1255 0 1 143
"5998" "mmi" 19 "b" 6 0 0 0 0 0 0 0 1277 0 0 0 0 0 0
"5999" "mmi" 19 "b" 7 175 1 0 175 175 404 175 1452 229 0 229 0 0 229
"6000" "mmi" 19 "b" 8 203 1 0 525 2755 2755 8359 9811 2230 2230 0 4 4 1134
"6001" "mmi" 20 "a" 1 197 1 0 197 197 1079 197 197 882 0 882 0 0 719
"6002" "mmi" 20 "a" 2 201 1 0 339 339 1003 339 536 664 0 664 0 0 262
"6003" "mmi" 20 "a" 3 156 1 0 156 156 338 156 692 182 0 182 0 0 182
"6004" "mmi" 20 "a" 4 179 1 0 179 179 739 380 1072 560 0 560 1 1 339
"6005" "mmi" 20 "a" 5 0 0 0 0 0 1088 0 1072 1088 0 1088 0 1 609
"6006" "mmi" 20 "a" 6 60 1 0 60 4179 4179 7354 8426 4119 4119 0 3 3 2910
"6007" "mmi" 20 "a" 7 0 0 0 0 0 0 0 8426 0 0 0 0 0 0
"6008" "mmi" 20 "a" 8 0 0 0 0 0 0 0 8426 0 0 0 0 0 0
"6009" "mmi" 21 "d" 1 211 1 0 2935 2935 4546 2935 2935 1611 0 1611 0 0 1042
"6010" "mmi" 21 "d" 2 728 1 0 728 989 1148 1558 4493 420 261 159 1 1 159
"6011" "mmi" 21 "d" 3 146 1 0 854 854 1495 854 5347 641 0 641 0 0 150
"6012" "mmi" 21 "d" 4 191 1 0 191 191 473 191 5538 282 0 282 0 0 81
"6013" "mmi" 21 "d" 5 249 1 0 510 510 905 510 6048 395 0 395 0 0 395
"6014" "mmi" 21 "d" 6 0 0 0 0 0 0 0 6048 0 0 0 0 0 0
"6015" "mmi" 21 "d" 7 235 1 0 1198 1743 1743 4262 10310 545 545 0 2 2 545
"6016" "mmi" 21 "d" 8 0 0 0 0 0 0 0 10310 0 0 0 0 0 0
"6017" "mmi" 22 "c" 1 175 1 175 175 175 175 175 175 0 0 0 0 0 175
"6018" "mmi" 22 "c" 2 145 1 145 145 145 145 145 320 0 0 0 0 0 145
"6019" "mmi" 22 "c" 3 191 1 0 191 191 870 191 511 679 0 679 0 0 679
"6020" "mmi" 22 "c" 4 0 0 0 0 0 0 0 511 0 0 0 0 0 0
"6021" "mmi" 22 "c" 5 240 1 0 240 240 484 240 751 244 0 244 0 0 244
"6022" "mmi" 22 "c" 6 214 1 0 2130 3070 3070 3993 4744 940 940 0 1 1 940
"6023" "mmi" 22 "c" 7 0 0 0 0 0 0 0 4744 0 0 0 0 0 0
"6024" "mmi" 22 "c" 8 0 0 0 0 0 0 0 4744 0 0 0 0 0 0
"6025" "mmi" 23 "b" 1 191 1 0 323 323 884 323 323 561 0 561 0 0 561
"6026" "mmi" 23 "b" 2 201 1 0 1000 1235 1385 1796 2119 385 235 150 1 1 150
"6027" "mmi" 23 "b" 3 208 1 0 1137 1869 1869 2019 4138 732 732 0 1 1 732
"6028" "mmi" 23 "b" 4 175 1 175 175 175 175 175 4313 0 0 0 0 0 175
"6029" "mmi" 23 "b" 5 277 1 277 277 277 277 277 4590 0 0 0 0 0 277
"6030" "mmi" 23 "b" 6 0 0 0 0 0 0 0 4590 0 0 0 0 0 0
"6031" "mmi" 23 "b" 7 235 1 0 2410 2410 2410 2410 7000 0 0 0 0 0 2410
"6032" "mmi" 23 "b" 8 0 0 0 0 0 0 0 7000 0 0 0 0 0 0
"6033" "mmi" 24 "a" 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193
"6034" "mmi" 24 "a" 2 169 1 169 169 169 169 169 362 0 0 0 0 0 169
"6035" "mmi" 24 "a" 3 183 1 183 183 183 183 183 545 0 0 0 0 0 183
"6036" "mmi" 24 "a" 4 194 1 194 194 194 194 194 739 0 0 0 0 0 194
"6037" "mmi" 24 "a" 5 0 0 0 0 0 0 0 739 0 0 0 0 0 0
"6038" "mmi" 24 "a" 6 157 1 0 1321 1321 1321 1321 2060 0 0 0 0 0 1321
"6039" "mmi" 24 "a" 7 0 0 0 0 0 0 0 2060 0 0 0 0 0 0
"6040" "mmi" 24 "a" 8 0 0 0 0 0 0 0 2060 0 0 0 0 0 0
"6041" "mmi" 25 "d" 1 201 1 201 201 201 201 201 201 0 0 0 0 0 201
"6042" "mmi" 25 "d" 2 179 1 0 397 397 1023 397 598 626 0 626 0 0 626
"6043" "mmi" 25 "d" 3 245 1 0 1312 1312 2332 1312 1910 1020 0 1020 0 0 1020
"6044" "mmi" 25 "d" 4 206 1 206 206 206 206 206 2116 0 0 0 0 0 206
"6045" "mmi" 25 "d" 5 0 0 0 0 0 0 0 2116 0 0 0 0 0 0
"6046" "mmi" 25 "d" 6 0 0 0 0 0 234 0 2116 234 0 234 0 0 234
"6047" "mmi" 25 "d" 7 236 1 0 1475 2250 2250 4130 6246 775 775 0 1 1 775
"6048" "mmi" 25 "d" 8 0 0 0 0 0 0 0 6246 0 0 0 0 0 0
"6049" "mmi" 27 "c" 1 191 1 0 339 339 339 339 339 0 0 0 0 0 339
"6050" "mmi" 27 "c" 2 184 1 0 184 184 476 184 523 292 0 292 0 0 292
"6051" "mmi" 27 "c" 3 0 0 0 0 0 0 0 523 0 0 0 0 0 0
"6052" "mmi" 27 "c" 4 181 1 0 439 439 846 439 962 407 0 407 0 0 162
"6053" "mmi" 27 "c" 5 0 0 0 0 0 0 0 962 0 0 0 0 0 0
"6054" "mmi" 27 "c" 6 211 1 0 391 2305 2305 3004 3966 1914 1914 0 3 3 618
"6055" "mmi" 27 "c" 7 0 0 0 0 0 0 0 3966 0 0 0 0 0 0
"6056" "mmi" 27 "c" 8 0 0 0 0 0 0 0 3966 0 0 0 0 0 0
"6057" "mmi" 28 "b" 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193
"6058" "mmi" 28 "b" 2 299 1 0 573 573 906 573 766 333 0 333 0 0 333
"6059" "mmi" 28 "b" 3 194 1 0 820 820 1287 820 1586 467 0 467 0 0 467
"6060" "mmi" 28 "b" 4 200 1 0 200 200 456 200 1786 256 0 256 0 0 256
"6061" "mmi" 28 "b" 5 224 1 0 224 224 433 224 2010 209 0 209 0 0 209
"6062" "mmi" 28 "b" 6 0 0 0 0 0 0 0 2010 0 0 0 0 0 0
"6063" "mmi" 28 "b" 7 278 1 0 1150 1654 1654 2919 4929 504 504 0 1 1 504
"6064" "mmi" 28 "b" 8 0 0 0 0 0 0 0 4929 0 0 0 0 0 0
"6065" "mmi" 29 "a" 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187
"6066" "mmi" 29 "a" 2 161 1 0 161 161 402 161 348 241 0 241 0 0 241
"6067" "mmi" 29 "a" 3 225 1 225 225 225 225 225 573 0 0 0 0 0 225
"6068" "mmi" 29 "a" 4 261 1 0 261 261 742 261 834 481 0 481 0 0 481
"6069" "mmi" 29 "a" 5 0 0 0 0 0 0 0 834 0 0 0 0 0 0
"6070" "mmi" 29 "a" 6 178 1 0 939 1334 1334 2056 2890 395 395 0 1 1 395
"6071" "mmi" 29 "a" 7 0 0 0 0 0 0 0 2890 0 0 0 0 0 0
"6072" "mmi" 29 "a" 8 0 0 0 0 0 0 0 2890 0 0 0 0 0 0
"6073" "mmi" 30 "d" 1 205 1 205 205 205 205 205 205 0 0 0 0 0 205
"6074" "mmi" 30 "d" 2 58 1 0 196 196 277 196 401 81 0 81 0 0 81
"6075" "mmi" 30 "d" 3 151 1 0 528 528 528 528 929 0 0 0 0 0 528
"6076" "mmi" 30 "d" 4 215 1 215 215 215 215 215 1144 0 0 0 0 0 215
"6077" "mmi" 30 "d" 5 149 1 149 149 149 149 149 1293 0 0 0 0 0 149
"6078" "mmi" 30 "d" 6 0 0 0 0 0 0 0 1293 0 0 0 0 0 0
"6079" "mmi" 30 "d" 7 287 1 0 768 768 768 849 2142 0 0 0 1 1 768
"6080" "mmi" 30 "d" 8 0 0 0 0 0 0 0 2142 0 0 0 0 0 0
"6081" "mmi" 31 "c" 1 197 1 0 328 328 328 328 328 0 0 0 0 0 328
"6082" "mmi" 31 "c" 2 176 1 0 176 176 570 176 504 394 0 394 0 0 168
"6083" "mmi" 31 "c" 3 224 1 0 224 224 674 224 728 450 0 450 0 0 202
"6084" "mmi" 31 "c" 4 159 1 0 159 159 675 159 887 516 0 516 0 0 263
"6085" "mmi" 31 "c" 5 166 1 0 166 166 401 166 1053 235 0 235 0 0 235
"6086" "mmi" 31 "c" 6 264 1 0 785 1642 1642 3237 4290 857 857 0 2 2 282
"6087" "mmi" 31 "c" 7 0 0 0 0 0 0 0 4290 0 0 0 0 0 0
"6088" "mmi" 31 "c" 8 0 0 0 0 0 0 0 4290 0 0 0 0 0 0
"6089" "mmi" 33 "b" 1 187 1 187 187 187 187 187 187 0 0 0 0 0 187
"6090" "mmi" 33 "b" 2 167 1 0 355 355 1069 355 542 714 0 714 0 0 243
"6091" "mmi" 33 "b" 3 223 1 0 618 618 2426 618 1160 1808 0 1808 0 0 378
"6092" "mmi" 33 "b" 4 206 1 0 387 387 1081 387 1547 694 0 694 0 0 266
"6093" "mmi" 33 "b" 5 0 0 0 0 0 459 0 1547 459 0 459 0 0 229
"6094" "mmi" 33 "b" 6 270 1 0 270 270 548 270 1817 278 0 278 0 0 278
"6095" "mmi" 33 "b" 7 243 1 0 827 2905 2905 6858 8675 2078 2078 0 3 3 1224
"6096" "mmi" 33 "b" 8 0 0 0 0 0 0 0 8675 0 0 0 0 0 0
"6097" "mmi" 34 "a" 1 197 1 0 364 364 364 364 364 0 0 0 0 0 364
"6098" "mmi" 34 "a" 2 206 1 0 526 526 947 526 890 421 0 421 0 0 421
"6099" "mmi" 34 "a" 3 210 1 0 432 432 864 432 1322 432 0 432 0 0 432
