"subject" "id" "cond" "roi" "FFD" "FFP" "SFD" "FPRT" "RBRT" "TFT" "RPD" "CRPD" "RRT" "RRTP" "RRTR" "RBRC" "TRC" "LPRT"
"1236" "fd" 34 "b" 4 229 1 0 426 426 805 426 1741 379 0 379 0 0 379
"1237" "fd" 34 "b" 5 0 0 0 0 0 0 0 1741 0 0 0 0 0 0
"1238" "fd" 34 "b" 6 187 1 187 187 187 187 187 1928 0 0 0 0 0 187
"1239" "fd" 34 "b" 7 239 1 0 971 1582 1582 2954 4882 611 611 0 1 1 611
"1240" "fd" 34 "b" 8 0 0 0 0 0 0 0 4882 0 0 0 0 0 0
"1241" "fd" 35 "a" 1 189 1 0 449 449 449 449 449 0 0 0 0 0 449
"1242" "fd" 35 "a" 2 208 1 208 208 208 208 208 657 0 0 0 0 0 208
"1243" "fd" 35 "a" 3 187 1 0 364 364 364 364 1021 0 0 0 0 0 364
"1244" "fd" 35 "a" 4 185 1 185 185 185 185 185 1206 0 0 0 0 0 185
"1245" "fd" 35 "a" 5 0 0 0 0 0 0 0 1206 0 0 0 0 0 0
"1246" "fd" 35 "a" 6 186 1 0 1170 1170 1170 1170 2376 0 0 0 0 0 1170
"1247" "fd" 35 "a" 7 0 0 0 0 0 0 0 2376 0 0 0 0 0 0
"1248" "fd" 35 "a" 8 0 0 0 0 0 0 0 2376 0 0 0 0 0 0
"1249" "fd" 36 "d" 1 197 1 0 350 350 350 350 350 0 0 0 0 0 350
"1250" "fd" 36 "d" 2 220 1 0 553 553 553 553 903 0 0 0 0 0 553
"1251" "fd" 36 "d" 3 175 1 0 501 501 501 501 1404 0 0 0 0 0 501
"1252" "fd" 36 "d" 4 192 1 0 410 410 410 410 1814 0 0 0 0 0 410
"1253" "fd" 36 "d" 5 0 0 0 0 0 0 0 1814 0 0 0 0 0 0
"1254" "fd" 36 "d" 6 205 1 205 205 205 205 205 2019 0 0 0 0 0 205
"1255" "fd" 36 "d" 7 236 1 0 688 688 688 688 2707 0 0 0 0 0 688
"1256" "fd" 36 "d" 8 0 0 0 0 0 0 0 2707 0 0 0 0 0 0
"1257" "fe" 1 "d" 1 169 1 0 169 169 372 169 169 203 0 203 0 0 203
"1258" "fe" 1 "d" 2 137 1 137 137 137 137 137 306 0 0 0 0 0 137
"1259" "fe" 1 "d" 3 188 1 0 461 461 1414 461 767 953 0 953 0 1 840
"1260" "fe" 1 "d" 4 0 0 0 0 0 0 0 767 0 0 0 0 0 0
"1261" "fe" 1 "d" 5 437 1 437 437 437 437 437 1204 0 0 0 0 0 437
"1262" "fe" 1 "d" 6 0 0 0 0 0 148 0 1204 148 0 148 0 0 148
"1263" "fe" 1 "d" 7 219 1 0 712 950 950 2254 3458 238 238 0 1 1 238
"1264" "fe" 1 "d" 8 0 0 0 0 0 0 0 3458 0 0 0 0 0 0
"1265" "fe" 2 "c" 1 185 1 0 261 261 261 261 261 0 0 0 0 0 261
"1266" "fe" 2 "c" 2 184 1 0 360 360 360 360 621 0 0 0 0 0 360
"1267" "fe" 2 "c" 3 201 1 201 201 201 201 201 822 0 0 0 0 0 201
"1268" "fe" 2 "c" 4 224 1 224 224 224 224 224 1046 0 0 0 0 0 224
"1269" "fe" 2 "c" 5 0 0 0 0 0 0 0 1046 0 0 0 0 0 0
"1270" "fe" 2 "c" 6 204 1 0 991 991 991 991 2037 0 0 0 0 0 991
"1271" "fe" 2 "c" 7 0 0 0 0 0 0 0 2037 0 0 0 0 0 0
"1272" "fe" 2 "c" 8 0 0 0 0 0 0 0 2037 0 0 0 0 0 0
"1273" "fe" 3 "b" 1 188 1 0 322 322 322 322 322 0 0 0 0 0 322
"1274" "fe" 3 "b" 2 186 1 186 186 186 186 186 508 0 0 0 0 0 186
"1275" "fe" 3 "b" 3 204 1 0 608 608 608 608 1116 0 0 0 0 0 608
"1276" "fe" 3 "b" 4 208 1 208 208 208 208 208 1324 0 0 0 0 0 208
"1277" "fe" 3 "b" 5 0 0 0 0 0 0 0 1324 0 0 0 0 0 0
"1278" "fe" 3 "b" 6 166 1 166 166 166 166 166 1490 0 0 0 0 0 166
"1279" "fe" 3 "b" 7 200 1 0 566 566 566 566 2056 0 0 0 0 0 566
"1280" "fe" 3 "b" 8 0 0 0 0 0 0 0 2056 0 0 0 0 0 0
"1281" "fe" 4 "a" 1 77 1 0 172 172 172 172 172 0 0 0 0 0 172
"1282" "fe" 4 "a" 2 197 1 197 197 197 197 197 369 0 0 0 0 0 197
"1283" "fe" 4 "a" 3 330 1 0 538 538 538 538 907 0 0 0 0 0 538
"1284" "fe" 4 "a" 4 149 1 149 149 149 149 149 1056 0 0 0 0 0 149
"1285" "fe" 4 "a" 5 0 0 0 0 0 0 0 1056 0 0 0 0 0 0
"1286" "fe" 4 "a" 6 223 1 0 415 415 415 415 1471 0 0 0 0 0 415
"1287" "fe" 4 "a" 7 0 0 0 0 0 0 0 1471 0 0 0 0 0 0
"1288" "fe" 4 "a" 8 0 0 0 0 0 0 0 1471 0 0 0 0 0 0
"1289" "fe" 6 "d" 1 220 1 0 365 365 365 365 365 0 0 0 0 0 365
"1290" "fe" 6 "d" 2 192 1 192 192 192 192 192 557 0 0 0 0 0 192
"1291" "fe" 6 "d" 3 477 1 0 867 867 867 867 1424 0 0 0 0 0 867
"1292" "fe" 6 "d" 4 182 1 0 379 379 379 379 1803 0 0 0 0 0 379
"1293" "fe" 6 "d" 5 219 1 219 219 219 219 219 2022 0 0 0 0 0 219
"1294" "fe" 6 "d" 6 0 0 0 0 0 0 0 2022 0 0 0 0 0 0
"1295" "fe" 6 "d" 7 151 1 0 1275 1275 1275 1275 3297 0 0 0 0 0 1275
"1296" "fe" 6 "d" 8 0 0 0 0 0 0 0 3297 0 0 0 0 0 0
"1297" "fe" 7 "c" 1 186 1 0 331 331 331 331 331 0 0 0 0 0 331
"1298" "fe" 7 "c" 2 206 1 206 206 206 206 206 537 0 0 0 0 0 206
"1299" "fe" 7 "c" 3 0 0 0 0 0 0 0 537 0 0 0 0 0 0
"1300" "fe" 7 "c" 4 325 1 0 507 507 507 507 1044 0 0 0 0 0 507
"1301" "fe" 7 "c" 5 0 0 0 0 0 0 0 1044 0 0 0 0 0 0
"1302" "fe" 7 "c" 6 176 1 0 1246 1246 1246 1246 2290 0 0 0 0 0 1246
"1303" "fe" 7 "c" 7 0 0 0 0 0 0 0 2290 0 0 0 0 0 0
"1304" "fe" 7 "c" 8 0 0 0 0 0 0 0 2290 0 0 0 0 0 0
"1305" "fe" 8 "b" 1 315 1 315 315 315 315 315 315 0 0 0 0 0 315
"1306" "fe" 8 "b" 2 185 1 185 185 185 185 185 500 0 0 0 0 0 185
"1307" "fe" 8 "b" 3 219 1 0 956 956 956 956 1456 0 0 0 0 0 956
"1308" "fe" 8 "b" 4 223 1 223 223 223 223 223 1679 0 0 0 0 0 223
"1309" "fe" 8 "b" 5 212 1 212 212 212 212 212 1891 0 0 0 0 0 212
"1310" "fe" 8 "b" 6 0 0 0 0 0 0 0 1891 0 0 0 0 0 0
"1311" "fe" 8 "b" 7 201 1 0 708 708 708 708 2599 0 0 0 0 0 708
"1312" "fe" 8 "b" 8 0 0 0 0 0 0 0 2599 0 0 0 0 0 0
"1313" "fe" 10 "a" 1 190 1 0 305 305 305 305 305 0 0 0 0 0 305
"1314" "fe" 10 "a" 2 156 1 156 156 156 156 156 461 0 0 0 0 0 156
"1315" "fe" 10 "a" 3 279 1 279 279 279 279 279 740 0 0 0 0 0 279
"1316" "fe" 10 "a" 4 0 0 0 0 0 0 0 740 0 0 0 0 0 0
"1317" "fe" 10 "a" 5 221 1 221 221 221 221 221 961 0 0 0 0 0 221
"1318" "fe" 10 "a" 6 248 1 0 441 441 441 441 1402 0 0 0 0 0 441
"1319" "fe" 10 "a" 7 0 0 0 0 0 0 0 1402 0 0 0 0 0 0
"1320" "fe" 10 "a" 8 0 0 0 0 0 0 0 1402 0 0 0 0 0 0
"1321" "fe" 11 "d" 1 279 1 0 279 279 521 279 279 242 0 242 0 0 242
"1322" "fe" 11 "d" 2 157 1 0 304 304 520 304 583 216 0 216 0 0 216
"1323" "fe" 11 "d" 3 187 1 0 766 766 1053 766 1349 287 0 287 0 0 287
"1324" "fe" 11 "d" 4 235 1 0 235 235 586 235 1584 351 0 351 0 0 351
"1325" "fe" 11 "d" 5 202 1 0 202 202 368 202 1786 166 0 166 0 1 166
"1326" "fe" 11 "d" 6 219 1 0 219 219 423 219 2005 204 0 204 0 0 204
"1327" "fe" 11 "d" 7 321 1 0 1082 1709 1709 3175 5180 627 627 0 1 1 627
"1328" "fe" 11 "d" 8 0 0 0 0 0 0 0 5180 0 0 0 0 0 0
"1329" "fe" 12 "c" 1 176 1 0 287 287 287 287 287 0 0 0 0 0 287
"1330" "fe" 12 "c" 2 140 1 140 140 140 140 140 427 0 0 0 0 0 140
"1331" "fe" 12 "c" 3 163 1 163 163 163 163 163 590 0 0 0 0 0 163
"1332" "fe" 12 "c" 4 0 0 0 0 0 0 0 590 0 0 0 0 0 0
"1333" "fe" 12 "c" 5 0 0 0 0 0 0 0 590 0 0 0 0 0 0
"1334" "fe" 12 "c" 6 179 1 0 613 613 613 613 1203 0 0 0 0 0 613
"1335" "fe" 12 "c" 7 0 0 0 0 0 0 0 1203 0 0 0 0 0 0
"1336" "fe" 12 "c" 8 0 0 0 0 0 0 0 1203 0 0 0 0 0 0
"1337" "fe" 13 "b" 1 330 1 330 330 330 330 330 330 0 0 0 0 0 330
"1338" "fe" 13 "b" 2 170 1 170 170 170 170 170 500 0 0 0 0 0 170
"1339" "fe" 13 "b" 3 210 1 0 599 599 599 599 1099 0 0 0 0 0 599
"1340" "fe" 13 "b" 4 248 1 248 248 248 248 248 1347 0 0 0 0 0 248
"1341" "fe" 13 "b" 5 0 0 0 0 0 0 0 1347 0 0 0 0 0 0
"1342" "fe" 13 "b" 6 0 0 0 0 0 0 0 1347 0 0 0 0 0 0
"1343" "fe" 13 "b" 7 222 1 0 732 732 732 732 2079 0 0 0 0 0 732
"1344" "fe" 13 "b" 8 0 0 0 0 0 0 0 2079 0 0 0 0 0 0
"1345" "fe" 14 "a" 1 136 1 0 276 276 276 276 276 0 0 0 0 0 276
"1346" "fe" 14 "a" 2 128 1 128 128 128 128 128 404 0 0 0 0 0 128
"1347" "fe" 14 "a" 3 188 1 188 188 188 188 188 592 0 0 0 0 0 188
"1348" "fe" 14 "a" 4 180 1 180 180 180 180 180 772 0 0 0 0 0 180
"1349" "fe" 14 "a" 5 0 0 0 0 0 0 0 772 0 0 0 0 0 0
"1350" "fe" 14 "a" 6 185 1 0 1549 1549 1549 1549 2321 0 0 0 0 0 1549
"1351" "fe" 14 "a" 7 0 0 0 0 0 0 0 2321 0 0 0 0 0 0
"1352" "fe" 14 "a" 8 0 0 0 0 0 0 0 2321 0 0 0 0 0 0
"1353" "fe" 15 "d" 1 247 1 0 459 459 459 459 459 0 0 0 0 0 459
"1354" "fe" 15 "d" 2 201 1 201 201 201 201 201 660 0 0 0 0 0 201
"1355" "fe" 15 "d" 3 482 1 0 667 667 1011 667 1327 344 0 344 0 0 344
"1356" "fe" 15 "d" 4 185 1 0 834 834 834 834 2161 0 0 0 0 0 834
"1357" "fe" 15 "d" 5 342 1 0 473 473 473 473 2634 0 0 0 0 0 473
"1358" "fe" 15 "d" 6 0 0 0 0 0 0 0 2634 0 0 0 0 0 0
"1359" "fe" 15 "d" 7 373 1 0 373 1734 1734 2078 4712 1361 1361 0 1 1 1361
"1360" "fe" 15 "d" 8 0 0 0 0 0 0 0 4712 0 0 0 0 0 0
"1361" "fe" 16 "c" 1 63 1 0 63 63 156 63 63 93 0 93 0 0 93
"1362" "fe" 16 "c" 2 116 1 0 116 482 482 575 638 366 366 0 1 1 366
"1363" "fe" 16 "c" 3 0 0 0 0 0 0 0 638 0 0 0 0 0 0
"1364" "fe" 16 "c" 4 191 1 191 191 191 191 191 829 0 0 0 0 0 191
"1365" "fe" 16 "c" 5 103 1 103 103 103 103 103 932 0 0 0 0 0 103
"1366" "fe" 16 "c" 6 222 1 0 758 758 758 758 1690 0 0 0 0 0 758
"1367" "fe" 16 "c" 7 0 0 0 0 0 0 0 1690 0 0 0 0 0 0
"1368" "fe" 16 "c" 8 0 0 0 0 0 0 0 1690 0 0 0 0 0 0
"1369" "fe" 17 "b" 1 276 1 276 276 276 276 276 276 0 0 0 0 0 276
"1370" "fe" 17 "b" 2 239 1 0 387 387 387 387 663 0 0 0 0 0 387
"1371" "fe" 17 "b" 3 201 1 0 517 517 517 517 1180 0 0 0 0 0 517
"1372" "fe" 17 "b" 4 0 0 0 0 0 0 0 1180 0 0 0 0 0 0
"1373" "fe" 17 "b" 5 271 1 271 271 271 271 271 1451 0 0 0 0 0 271
"1374" "fe" 17 "b" 6 0 0 0 0 0 0 0 1451 0 0 0 0 0 0
"1375" "fe" 17 "b" 7 203 1 0 1368 1368 1368 1368 2819 0 0 0 0 0 1368
"1376" "fe" 17 "b" 8 0 0 0 0 0 0 0 2819 0 0 0 0 0 0
"1377" "fe" 18 "a" 1 239 1 0 379 379 379 379 379 0 0 0 0 0 379
"1378" "fe" 18 "a" 2 173 1 173 173 173 173 173 552 0 0 0 0 0 173
"1379" "fe" 18 "a" 3 167 1 167 167 167 167 167 719 0 0 0 0 0 167
"1380" "fe" 18 "a" 4 180 1 180 180 180 180 180 899 0 0 0 0 0 180
"1381" "fe" 18 "a" 5 73 1 73 73 73 73 73 972 0 0 0 0 0 73
"1382" "fe" 18 "a" 6 230 1 0 1412 1412 1412 1412 2384 0 0 0 0 0 1412
"1383" "fe" 18 "a" 7 0 0 0 0 0 0 0 2384 0 0 0 0 0 0
"1384" "fe" 18 "a" 8 0 0 0 0 0 0 0 2384 0 0 0 0 0 0
"1385" "fe" 19 "d" 1 179 1 0 312 312 312 312 312 0 0 0 0 0 312
"1386" "fe" 19 "d" 2 200 1 200 200 200 200 200 512 0 0 0 0 0 200
"1387" "fe" 19 "d" 3 333 1 0 790 790 790 790 1302 0 0 0 0 0 790
"1388" "fe" 19 "d" 4 0 0 0 0 0 0 0 1302 0 0 0 0 0 0
"1389" "fe" 19 "d" 5 212 1 212 212 212 212 212 1514 0 0 0 0 0 212
"1390" "fe" 19 "d" 6 0 0 0 0 0 0 0 1514 0 0 0 0 0 0
"1391" "fe" 19 "d" 7 244 1 0 889 889 889 889 2403 0 0 0 0 0 889
"1392" "fe" 19 "d" 8 0 0 0 0 0 0 0 2403 0 0 0 0 0 0
"1393" "fe" 20 "c" 1 199 1 0 326 326 326 326 326 0 0 0 0 0 326
"1394" "fe" 20 "c" 2 175 1 175 175 175 175 175 501 0 0 0 0 0 175
"1395" "fe" 20 "c" 3 128 1 128 128 128 128 128 629 0 0 0 0 0 128
"1396" "fe" 20 "c" 4 199 1 199 199 199 199 199 828 0 0 0 0 0 199
"1397" "fe" 20 "c" 5 0 0 0 0 0 0 0 828 0 0 0 0 0 0
"1398" "fe" 20 "c" 6 222 1 0 987 987 987 987 1815 0 0 0 0 0 987
"1399" "fe" 20 "c" 7 0 0 0 0 0 0 0 1815 0 0 0 0 0 0
"1400" "fe" 20 "c" 8 0 0 0 0 0 0 0 1815 0 0 0 0 0 0
"1401" "fe" 21 "b" 1 191 1 0 570 570 570 570 570 0 0 0 0 0 570
"1402" "fe" 21 "b" 2 197 1 197 197 197 197 197 767 0 0 0 0 0 197
"1403" "fe" 21 "b" 3 196 1 0 923 923 923 923 1690 0 0 0 0 0 923
"1404" "fe" 21 "b" 4 209 1 209 209 209 209 209 1899 0 0 0 0 0 209
"1405" "fe" 21 "b" 5 232 1 232 232 232 232 232 2131 0 0 0 0 0 232
"1406" "fe" 21 "b" 6 0 0 0 0 0 0 0 2131 0 0 0 0 0 0
"1407" "fe" 21 "b" 7 234 1 0 1513 1513 1513 1513 3644 0 0 0 0 0 1513
"1408" "fe" 21 "b" 8 0 0 0 0 0 0 0 3644 0 0 0 0 0 0
"1409" "fe" 22 "a" 1 245 1 0 374 374 374 374 374 0 0 0 0 0 374
"1410" "fe" 22 "a" 2 165 1 165 165 165 165 165 539 0 0 0 0 0 165
"1411" "fe" 22 "a" 3 0 0 0 0 0 0 0 539 0 0 0 0 0 0
"1412" "fe" 22 "a" 4 205 1 205 205 205 205 205 744 0 0 0 0 0 205
"1413" "fe" 22 "a" 5 0 0 0 0 0 0 0 744 0 0 0 0 0 0
"1414" "fe" 22 "a" 6 191 1 0 1641 1641 1641 1641 2385 0 0 0 0 0 1641
"1415" "fe" 22 "a" 7 0 0 0 0 0 0 0 2385 0 0 0 0 0 0
"1416" "fe" 22 "a" 8 0 0 0 0 0 0 0 2385 0 0 0 0 0 0
"1417" "fe" 23 "d" 1 159 1 0 159 159 344 159 159 185 0 185 0 0 185
"1418" "fe" 23 "d" 2 0 0 0 0 0 812 0 159 812 0 812 0 0 812
"1419" "fe" 23 "d" 3 24 1 0 24 770 770 1767 1926 746 746 0 1 1 746
"1420" "fe" 23 "d" 4 0 0 0 0 0 0 0 1926 0 0 0 0 0 0
"1421" "fe" 23 "d" 5 235 1 0 373 373 373 373 2299 0 0 0 0 0 373
"1422" "fe" 23 "d" 6 0 0 0 0 0 0 0 2299 0 0 0 0 0 0
"1423" "fe" 23 "d" 7 648 1 0 1685 1685 1685 1685 3984 0 0 0 0 0 1685
"1424" "fe" 23 "d" 8 0 0 0 0 0 0 0 3984 0 0 0 0 0 0
"1425" "fe" 24 "c" 1 107 1 0 354 354 649 354 354 295 0 295 0 0 295
"1426" "fe" 24 "c" 2 154 1 0 154 154 1323 154 508 1169 0 1169 0 0 245
"1427" "fe" 24 "c" 3 0 0 0 0 0 350 0 508 350 0 350 0 0 183
"1428" "fe" 24 "c" 4 203 1 0 326 326 683 326 834 357 0 357 0 1 211
"1429" "fe" 24 "c" 5 0 0 0 0 0 0 0 834 0 0 0 0 0 0
"1430" "fe" 24 "c" 6 269 1 0 1455 5356 5356 7527 8361 3901 3901 0 3 3 1579
"1431" "fe" 24 "c" 7 0 0 0 0 0 0 0 8361 0 0 0 0 0 0
"1432" "fe" 24 "c" 8 0 0 0 0 0 0 0 8361 0 0 0 0 0 0
"1433" "fe" 25 "b" 1 259 1 0 379 379 379 379 379 0 0 0 0 0 379
"1434" "fe" 25 "b" 2 166 1 166 166 166 166 166 545 0 0 0 0 0 166
"1435" "fe" 25 "b" 3 141 1 0 623 623 623 623 1168 0 0 0 0 0 623
"1436" "fe" 25 "b" 4 249 1 249 249 249 249 249 1417 0 0 0 0 0 249
"1437" "fe" 25 "b" 5 0 0 0 0 0 0 0 1417 0 0 0 0 0 0
"1438" "fe" 25 "b" 6 310 1 310 310 310 310 310 1727 0 0 0 0 0 310
"1439" "fe" 25 "b" 7 260 1 0 1041 1041 1041 1041 2768 0 0 0 0 0 1041
"1440" "fe" 25 "b" 8 0 0 0 0 0 0 0 2768 0 0 0 0 0 0
"1441" "fe" 27 "a" 1 186 1 0 313 313 313 313 313 0 0 0 0 0 313
"1442" "fe" 27 "a" 2 178 1 178 178 178 178 178 491 0 0 0 0 0 178
"1443" "fe" 27 "a" 3 0 0 0 0 0 0 0 491 0 0 0 0 0 0
"1444" "fe" 27 "a" 4 181 1 181 181 181 181 181 672 0 0 0 0 0 181
"1445" "fe" 27 "a" 5 0 0 0 0 0 0 0 672 0 0 0 0 0 0
"1446" "fe" 27 "a" 6 136 1 0 961 961 961 961 1633 0 0 0 0 0 961
"1447" "fe" 27 "a" 7 0 0 0 0 0 0 0 1633 0 0 0 0 0 0
"1448" "fe" 27 "a" 8 0 0 0 0 0 0 0 1633 0 0 0 0 0 0
"1449" "fe" 28 "d" 1 192 1 0 314 314 314 314 314 0 0 0 0 0 314
"1450" "fe" 28 "d" 2 188 1 0 258 258 258 258 572 0 0 0 0 0 258
"1451" "fe" 28 "d" 3 215 1 0 790 790 790 790 1362 0 0 0 0 0 790
"1452" "fe" 28 "d" 4 146 1 146 146 146 146 146 1508 0 0 0 0 0 146
"1453" "fe" 28 "d" 5 261 1 261 261 261 261 261 1769 0 0 0 0 0 261
"1454" "fe" 28 "d" 6 0 0 0 0 0 0 0 1769 0 0 0 0 0 0
"1455" "fe" 28 "d" 7 246 1 0 769 769 769 769 2538 0 0 0 0 0 769
"1456" "fe" 28 "d" 8 0 0 0 0 0 0 0 2538 0 0 0 0 0 0
"1457" "fe" 29 "c" 1 198 1 0 341 341 341 341 341 0 0 0 0 0 341
"1458" "fe" 29 "c" 2 156 1 0 156 156 473 156 497 317 0 317 0 0 317
"1459" "fe" 29 "c" 3 219 1 0 219 219 376 219 716 157 0 157 0 0 157
"1460" "fe" 29 "c" 4 183 1 0 183 183 851 183 899 668 0 668 0 1 668
"1461" "fe" 29 "c" 5 0 0 0 0 0 168 0 899 168 0 168 0 0 168
"1462" "fe" 29 "c" 6 248 1 0 248 1118 1118 2428 3327 870 870 0 1 1 870
"1463" "fe" 29 "c" 7 0 0 0 0 0 0 0 3327 0 0 0 0 0 0
"1464" "fe" 29 "c" 8 0 0 0 0 0 0 0 3327 0 0 0 0 0 0
"1465" "fe" 30 "b" 1 71 1 0 242 242 242 242 242 0 0 0 0 0 242
"1466" "fe" 30 "b" 2 134 1 0 134 134 308 134 376 174 0 174 0 0 174
"1467" "fe" 30 "b" 3 190 1 0 774 774 1082 774 1150 308 0 308 0 1 183
"1468" "fe" 30 "b" 4 257 1 0 472 472 808 472 1622 336 0 336 0 0 336
"1469" "fe" 30 "b" 5 0 0 0 0 0 219 0 1622 219 0 219 0 0 219
"1470" "fe" 30 "b" 6 408 1 408 408 408 408 408 2030 0 0 0 0 0 408
"1471" "fe" 30 "b" 7 196 1 0 2130 3029 3029 4066 6096 899 899 0 1 1 899
"1472" "fe" 30 "b" 8 0 0 0 0 0 0 0 6096 0 0 0 0 0 0
"1473" "fe" 31 "a" 1 144 1 0 463 463 463 463 463 0 0 0 0 0 463
"1474" "fe" 31 "a" 2 206 1 206 206 206 206 206 669 0 0 0 0 0 206
"1475" "fe" 31 "a" 3 218 1 0 218 218 371 218 887 153 0 153 0 0 153
"1476" "fe" 31 "a" 4 189 1 189 189 189 189 342 1229 0 0 0 1 1 189
"1477" "fe" 31 "a" 5 0 0 0 0 0 0 0 1229 0 0 0 0 0 0
"1478" "fe" 31 "a" 6 224 1 0 1489 1489 1489 1489 2718 0 0 0 0 0 1489
"1479" "fe" 31 "a" 7 0 0 0 0 0 0 0 2718 0 0 0 0 0 0
"1480" "fe" 31 "a" 8 0 0 0 0 0 0 0 2718 0 0 0 0 0 0
"1481" "fe" 33 "d" 1 154 1 0 337 337 337 337 337 0 0 0 0 0 337
"1482" "fe" 33 "d" 2 183 1 183 183 183 183 183 520 0 0 0 0 0 183
"1483" "fe" 33 "d" 3 137 1 0 644 644 644 644 1164 0 0 0 0 0 644
"1484" "fe" 33 "d" 4 184 1 0 377 377 377 377 1541 0 0 0 0 0 377
"1485" "fe" 33 "d" 5 217 1 217 217 217 217 217 1758 0 0 0 0 0 217
"1486" "fe" 33 "d" 6 0 0 0 0 0 0 0 1758 0 0 0 0 0 0
"1487" "fe" 33 "d" 7 216 1 0 881 881 881 881 2639 0 0 0 0 0 881
"1488" "fe" 33 "d" 8 0 0 0 0 0 0 0 2639 0 0 0 0 0 0
"1489" "fe" 34 "c" 1 301 1 301 301 301 301 301 301 0 0 0 0 0 301
"1490" "fe" 34 "c" 2 178 1 0 308 308 672 308 609 364 0 364 0 0 364
"1491" "fe" 34 "c" 3 203 1 0 572 1200 1200 1564 2173 628 628 0 1 1 628
"1492" "fe" 34 "c" 4 219 1 219 219 219 219 219 2392 0 0 0 0 0 219
"1493" "fe" 34 "c" 5 0 0 0 0 0 0 0 2392 0 0 0 0 0 0
"1494" "fe" 34 "c" 6 415 1 0 1698 1698 1698 1698 4090 0 0 0 0 0 1698
"1495" "fe" 34 "c" 7 0 0 0 0 0 0 0 4090 0 0 0 0 0 0
"1496" "fe" 34 "c" 8 0 0 0 0 0 0 0 4090 0 0 0 0 0 0
"1497" "fe" 35 "b" 1 0 0 0 0 0 374 0 0 374 0 374 0 0 374
"1498" "fe" 35 "b" 2 0 0 0 0 0 367 0 0 367 0 367 0 1 214
"1499" "fe" 35 "b" 3 0 0 0 0 0 546 0 0 546 0 546 0 0 546
"1500" "fe" 35 "b" 4 103 1 0 103 103 306 103 103 203 0 203 0 0 203
"1501" "fe" 35 "b" 5 0 0 0 0 0 158 0 103 158 0 158 0 0 158
"1502" "fe" 35 "b" 6 0 0 0 0 0 0 0 103 0 0 0 0 0 0
"1503" "fe" 35 "b" 7 103 1 0 103 1399 1399 3047 3150 1296 1296 0 1 1 1296
"1504" "fe" 35 "b" 8 0 0 0 0 0 0 0 3150 0 0 0 0 0 0
"1505" "fe" 36 "a" 1 67 1 0 299 299 299 299 299 0 0 0 0 0 299
"1506" "fe" 36 "a" 2 148 1 148 148 148 148 148 447 0 0 0 0 0 148
"1507" "fe" 36 "a" 3 172 1 0 318 318 318 318 765 0 0 0 0 0 318
"1508" "fe" 36 "a" 4 0 0 0 0 0 0 0 765 0 0 0 0 0 0
"1509" "fe" 36 "a" 5 0 0 0 0 0 0 0 765 0 0 0 0 0 0
"1510" "fe" 36 "a" 6 248 1 0 554 554 554 554 1319 0 0 0 0 0 554
"1511" "fe" 36 "a" 7 0 0 0 0 0 0 0 1319 0 0 0 0 0 0
"1512" "fe" 36 "a" 8 0 0 0 0 0 0 0 1319 0 0 0 0 0 0
"1513" "gr" 1 "b" 1 193 1 193 193 193 193 193 193 0 0 0 0 0 193
"1514" "gr" 1 "b" 2 164 1 0 506 506 506 506 699 0 0 0 0 0 506
"1515" "gr" 1 "b" 3 325 1 0 924 924 924 924 1623 0 0 0 0 0 924
"1516" "gr" 1 "b" 4 393 1 393 393 393 393 393 2016 0 0 0 0 0 393
"1517" "gr" 1 "b" 5 0 0 0 0 0 0 0 2016 0 0 0 0 0 0
"1518" "gr" 1 "b" 6 0 0 0 0 0 0 0 2016 0 0 0 0 0 0
"1519" "gr" 1 "b" 7 224 1 0 1185 1185 1185 1185 3201 0 0 0 0 0 1185
"1520" "gr" 1 "b" 8 0 0 0 0 0 0 0 3201 0 0 0 0 0 0
"1521" "gr" 2 "a" 1 174 1 174 174 174 174 174 174 0 0 0 0 0 174
"1522" "gr" 2 "a" 2 142 1 142 142 142 142 142 316 0 0 0 0 0 142
"1523" "gr" 2 "a" 3 316 1 316 316 316 316 316 632 0 0 0 0 0 316
"1524" "gr" 2 "a" 4 345 1 345 345 345 345 345 977 0 0 0 0 0 345
"1525" "gr" 2 "a" 5 0 0 0 0 0 0 0 977 0 0 0 0 0 0
"1526" "gr" 2 "a" 6 254 1 0 1095 1095 1095 1095 2072 0 0 0 0 0 1095
"1527" "gr" 2 "a" 7 0 0 0 0 0 0 0 2072 0 0 0 0 0 0
"1528" "gr" 2 "a" 8 0 0 0 0 0 0 0 2072 0 0 0 0 0 0
"1529" "gr" 3 "d" 1 180 1 180 180 180 180 180 180 0 0 0 0 0 180
"1530" "gr" 3 "d" 2 300 1 300 300 300 300 300 480 0 0 0 0 0 300
"1531" "gr" 3 "d" 3 490 1 0 1219 1219 1219 1219 1699 0 0 0 0 0 1219
"1532" "gr" 3 "d" 4 262 1 262 262 262 262 262 1961 0 0 0 0 0 262
"1533" "gr" 3 "d" 5 0 0 0 0 0 0 0 1961 0 0 0 0 0 0
"1534" "gr" 3 "d" 6 0 0 0 0 0 0 0 1961 0 0 0 0 0 0
"1535" "gr" 3 "d" 7 228 1 0 1085 1085 1085 1085 3046 0 0 0 0 0 1085
"1536" "gr" 3 "d" 8 0 0 0 0 0 0 0 3046 0 0 0 0 0 0
"1537" "gr" 4 "c" 1 191 1 191 191 191 191 191 191 0 0 0 0 0 191
