subject, item, itempos, targetpos, condition, proficiency, V1, V2, V3, NP1, NP2, PP1, PP2, PP3
nl6, i7, 54, 6, -1, 28, 5.438079, NaN, 5.451038, 5.365976, 5.476464, 5.472271, 5.575949, 5.662960
nl6, i3, 57, 6, -1, 28, 5.347108, NaN, 5.332719, 5.288267, 5.361292, 5.384495, 5.468060, 5.480639
nl6, i2, 59, 6, 1, 28, 5.886104, 5.765191, 5.894403, 5.758902, 5.700444, 5.717028, 5.594711, 5.594711
nl6, i10, 63, 7, 1, 28, 5.342334, 5.476464, 5.451038, 5.389072, 5.680173, 5.416100, 5.332719, 5.273000
nl6, i13, 68, 8, -1, 28, 5.950643, NaN, 5.978886, 5.897154, 5.802118, 5.662960, 5.897154, 5.717028
nl6, i1, 71, 8, -1, 28, 5.796058, NaN, 5.624018, 5.545177, 5.590987, 5.720312, 5.598422, 5.655992
nl7, i5, 4, 0, 1, 28, 8.343078, 9.207536, 7.330405, 6.366470, 6.366470, 6.234411, 6.152733, 6.495266
nl7, i11, 7, 1, 1, 28, 7.171657, 6.432940, 6.542472, 7.298445, 6.135565, 6.082219, 5.986452, 6.186209
nl7, i4, 12, 2, -1, 28, 7.303843, NaN, 7.603898, 6.100319, 6.100319, 6.169611, 6.672033, 6.280396
nl7, i6, 15, 2, -1, 28, 6.519147, NaN, 6.553933, 7.153052, 6.280396, 6.118097, 5.966147, 5.986452
nl7, i1, 22, 2, 1, 28, 6.135565, 6.295266, 8.674710, 6.100319, 6.045005, 6.063785, 5.924256, 5.762051
nl7, i3, 26, 3, 1, 28, 5.986452, 6.006353, 6.380123, 6.324359, 5.966147, 6.100319, 5.902633, 5.880533
nl7, i12, 35, 4, -1, 28, 6.118097, NaN, 6.249975, 6.483107, 6.542472, 6.063785, 6.006353, 6.234411
nl7, i13, 37, 4, 1, 28, 5.966147, 6.063785, 6.082219, 6.848005, 5.710427, 6.063785, 5.986452, 5.834811
nl7, i14, 43, 5, -1, 28, 5.736572, NaN, 6.045005, 6.045005, 5.966147, 6.100319, 5.924256, 6.025866
nl7, i7, 47, 5, 1, 28, 5.834811, 5.834811, 6.025866, 6.082219, 5.966147, 5.945421, 5.857933, 5.811141
nl7, i9, 49, 6, 1, 28, 6.393591, 6.324359, 6.082219, 6.309918, 5.986452, 5.924256, 5.880533, 5.924256
nl7, i16, 52, 7, -1, 28, 6.025866, NaN, 6.152733, 6.063785, 6.025866, 5.986452, 5.880533, 6.555357
nl7, i2, 60, 7, -1, 28, 6.118097, NaN, 8.572439, 6.169611, 6.483107, 6.905753, 6.598509, 5.966147
nl7, i15, 62, 7, 1, 28, 7.171657, 6.100319, 5.966147, 6.063785, 5.945421, 5.966147, 5.902633, 5.880533
nl7, i8, 66, 8, -1, 28, 6.063785, NaN, 6.152733, 6.234411, 5.924256, 6.135565, 5.924256, 6.152733
nl7, i10, 71, 8, -1, 28, 6.045005, NaN, 6.338594, 6.249975, 6.542472, 6.045005, 5.834811, 5.834811
nl8, i12, 2, 0, 1, 25, 6.059123, 6.338594, 6.618739, 6.124683, 6.212606, 6.265301, 5.963579, 6.473891
nl8, i16, 4, 1, 1, 25, 6.025866, 6.577861, 6.796824, 7.297768, 6.278521, 6.393591, 5.963579, 6.159095
nl8, i4, 7, 2, 1, 25, 6.481577, 6.594413, 7.003974, 6.373320, 6.406880, 6.410175, 5.945421, 6.169611
nl8, i3, 10, 3, -1, 25, 6.405228, NaN, 6.876265, 6.133398, 6.974479, 6.232448, 5.768321, 5.814131
nl8, i6, 14, 3, 1, 25, 7.535297, 6.701960, 7.454720, 5.978886, 6.047372, 5.860786, 5.874931, 5.942799
nl8, i13, 18, 4, -1, 25, 6.148468, NaN, 7.055313, 6.216606, 6.056784, 5.899897, 5.683580, 6.086775
nl8, i15, 22, 4, -1, 25, 6.444131, NaN, 6.400257, 6.470800, 5.918894, 5.828946, 5.837730, 6.363028
nl8, i7, 29, 4, -1, 25, 6.727432, NaN, 6.569481, 6.208590, 6.712956, 6.047372, 5.877736, 6.109248
nl8, i8, 32, 4, 1, 25, 6.238325, 6.137727, 6.771936, 6.340359, 6.175867, 5.926926, 5.758902, 5.953243
nl8, i11, 42, 5, -1, 25, 6.383507, NaN, 6.315358, 6.434547, 6.198479, 6.122493, 5.831882, 5.793014
nl8, i1, 48, 5, -1, 25, 6.276643, NaN, 6.614726, 6.579251, 6.432940, 5.891644, 6.248043, 5.852202
nl8, i9, 51, 5, -1, 25, 6.240276, NaN, 6.434547, 6.224558, 6.177944, 5.988961, 6.190315, 6.393591
nl8, i10, 55, 5, 1, 25, 5.918894, 5.897154, 6.077642, 6.879356, 5.937536, 6.173786, 5.707110, 5.746203
nl8, i14, 60, 6, 1, 25, 6.608001, 5.860786, 5.774552, 6.011267, 6.016157, 5.942799, 5.958425, 6.760415
nl8, i5, 68, 7, -1, 25, 5.605802, NaN, 6.421622, 5.860786, 5.817111, 6.436150, 5.703782, 5.913503
nl8, i2, 71, 7, 1, 25, 5.765191, 7.050123, 6.306275, 5.765191, 6.661855, 5.802118, 5.655992, 6.052089
nl9, i3, 2, 0, 1, 29, 6.753438, 7.806696, 7.270313, 6.335054, 7.018402, 6.682109, 6.371612, 6.431331
nl9, i16, 9, 1, -1, 29, 8.013674, NaN, 7.225481, 7.028201, 6.629363, 6.375025, 6.442540, 6.738152
nl9, i10, 16, 1, -1, 29, 7.970395, NaN, 6.734592, 6.862758, 6.769642, 6.463029, 6.098074, 6.473891
nl9, i8, 19, 1, -1, 29, 7.706163, NaN, 6.963190, 6.293419, 7.069023, 6.388561, 6.648985, 6.898715
nl9, i15, 24, 1, 1, 29, 6.463029, 7.271009, 7.033506, 6.411818, 5.998937, 6.815640, 6.144186, 6.492240
nl9, i2, 28, 2, -1, 29, 6.492240, NaN, 7.295056, 6.109248, 6.139885, 6.643790, 6.093570, 6.505784
nl9, i14, 32, 2, -1, 29, 6.220590, NaN, 6.156979, 6.113682, 5.902633, 6.400257, 6.021023, 6.575076
nl9, i1, 37, 2, 1, 29, 6.270988, 6.765039, 5.793014, 7.113142, 6.480045, 6.272877, 6.436150, 6.338594
nl9, i9, 40, 3, 1, 29, 6.429719, 6.813445, 6.326149, 6.385194, 6.135565, 6.200509, 6.625392, 6.682109
nl9, i11, 45, 4, 1, 29, 8.135054, 6.440947, 5.817111, 6.476972, 5.497168, 6.410175, 6.240276, 6.543912
nl9, i6, 49, 5, -1, 29, 7.527794, NaN, 6.915723, 6.413459, 6.144186, 6.903747, 6.056784, 6.827629
nl9, i4, 54, 5, -1, 29, 6.678342, NaN, 6.347389, 6.118097, 6.806829, 6.463029, 5.874931, 6.516193
nl9, i5, 56, 5, 1, 29, 7.450661, 6.403574, 7.803843, 6.122493, 6.601230, 6.542472, 6.232448, 6.793466
nl9, i13, 62, 6, 1, 29, 6.950815, 6.597146, 6.304449, 6.620073, 6.480045, 6.070738, 5.860786, 5.877736
nl9, i7, 66, 7, 1, 29, 6.490724, 7.984122, 6.154858, 6.424869, 6.455199, 6.224558, 6.037871, 6.037871
nl9, i12, 69, 8, -1, 29, 6.167516, NaN, 6.766192, 6.013715, 5.752573, 6.297109, 5.913503, 5.703782
