"subj" "item" "cond" "pos" "resp" "rt" "roi"
"10322" 9 18 "b" "1" "-" 395 "dep"
"10323" 9 18 "b" "2" "-" 445 "precrit"
"10324" 9 18 "b" "3" "-" 431 "precrit"
"10325" 9 18 "b" "4" "-" 524 "precrit"
"10326" 9 18 "b" "5" "-" 557 "precrit"
"10327" 9 18 "b" "6" "-" 675 "crit"
"10328" 9 18 "b" "7" "-" 470 "postcrit"
"10329" 9 18 "b" "8" "-" 655 "post"
"10330" 9 18 "b" "9" "-" 1520 "post"
"10331" 9 18 "b" "10" "-" 386 "post"
"10332" 9 18 "b" "?" "1" 2261 NA
"10387" 9 21 "a" "0" "-" 376 "predep"
"10388" 9 21 "a" "1" "-" 452 "dep"
"10389" 9 21 "a" "2" "-" 452 "precrit"
"10390" 9 21 "a" "3" "-" 482 "precrit"
"10391" 9 21 "a" "4" "-" 610 "crit"
"10392" 9 21 "a" "5" "-" 435 "postcrit"
"10393" 9 21 "a" "6" "-" 467 "post"
"10394" 9 21 "a" "7" "-" 458 "post"
"10395" 9 21 "a" "8" "-" 444 "post"
"10396" 9 21 "a" "?" "1" 4987 NA
"10454" 10 12 "a" "0" "-" 1742 "predep"
"10455" 10 12 "a" "1" "-" 1233 "dep"
"10456" 10 12 "a" "2" "-" 1992 "precrit"
"10457" 10 12 "a" "3" "-" 1435 "precrit"
"10458" 10 12 "a" "4" "-" 1078 "precrit"
"10459" 10 12 "a" "5" "-" 1701 "crit"
"10460" 10 12 "a" "6" "-" 878 "postcrit"
"10461" 10 12 "a" "7" "-" 695 "post"
"10462" 10 12 "a" "8" "-" 833 "post"
"10463" 10 12 "a" "9" "-" 935 "post"
"10464" 10 12 "a" "?" "1" 1713 NA
"10482" 10 15 "d" "0" "-" 793 "predep"
"10483" 10 15 "d" "1" "-" 908 "dep"
"10484" 10 15 "d" "2" "-" 806 "precrit"
"10485" 10 15 "d" "3" "-" 815 "precrit"
"10486" 10 15 "d" "4" "-" 1120 "precrit"
"10487" 10 15 "d" "5" "-" 1302 "precrit"
"10488" 10 15 "d" "6" "-" 839 "crit"
"10489" 10 15 "d" "7" "-" 1040 "postcrit"
"10490" 10 15 "d" "8" "-" 1105 "post"
"10491" 10 15 "d" "9" "-" 906 "post"
"10492" 10 15 "d" "?" "1" 2160 NA
"10542" 10 24 "a" "0" "-" 1751 "predep"
"10543" 10 24 "a" "1" "-" 688 "dep"
"10544" 10 24 "a" "2" "-" 534 "precrit"
"10545" 10 24 "a" "3" "-" 427 "precrit"
"10546" 10 24 "a" "4" "-" 430 "crit"
"10547" 10 24 "a" "5" "-" 419 "postcrit"
"10548" 10 24 "a" "6" "-" 490 "post"
"10549" 10 24 "a" "7" "-" 783 "post"
"10550" 10 24 "a" "?" "1" 2321 NA
"10607" 10 33 "b" "0" "-" 480 "predep"
"10608" 10 33 "b" "1" "-" 678 "dep"
"10609" 10 33 "b" "2" "-" 1638 "precrit"
"10610" 10 33 "b" "3" "-" 1381 "precrit"
"10611" 10 33 "b" "4" "-" 765 "precrit"
"10612" 10 33 "b" "5" "-" 619 "precrit"
"10613" 10 33 "b" "6" "-" 666 "crit"
"10614" 10 33 "b" "7" "-" 709 "postcrit"
"10615" 10 33 "b" "8" "-" 642 "post"
"10616" 10 33 "b" "9" "-" 619 "post"
"10617" 10 33 "b" "10" "-" 716 "post"
"10618" 10 33 "b" "?" "1" 1933 NA
"10630" 10 26 "c" "0" "-" 432 "predep"
"10631" 10 26 "c" "1" "-" 1019 "dep"
"10632" 10 26 "c" "2" "-" 732 "precrit"
"10633" 10 26 "c" "3" "-" 655 "precrit"
"10634" 10 26 "c" "4" "-" 4257 "crit"
"10635" 10 26 "c" "5" "-" 533 "postcrit"
"10636" 10 26 "c" "6" "-" 552 "post"
"10637" 10 26 "c" "7" "-" 705 "post"
"10638" 10 26 "c" "8" "-" 628 "post"
"10639" 10 26 "c" "?" "1" 2162 NA
"10650" 10 34 "c" "0" "-" 585 "predep"
"10651" 10 34 "c" "1" "-" 889 "dep"
"10652" 10 34 "c" "2" "-" 1014 "precrit"
"10653" 10 34 "c" "3" "-" 804 "precrit"
"10654" 10 34 "c" "4" "-" 2373 "crit"
"10655" 10 34 "c" "5" "-" 735 "postcrit"
"10656" 10 34 "c" "6" "-" 519 "post"
"10657" 10 34 "c" "7" "-" 626 "post"
"10658" 10 34 "c" "8" "-" 1230 "post"
"10659" 10 34 "c" "?" "1" 2751 NA
"10678" 10 29 "b" "0" "-" 365 "predep"
"10679" 10 29 "b" "1" "-" 650 "dep"
"10680" 10 29 "b" "2" "-" 638 "precrit"
"10681" 10 29 "b" "3" "-" 588 "precrit"
"10682" 10 29 "b" "4" "-" 823 "precrit"
"10683" 10 29 "b" "5" "-" 4287 "precrit"
"10684" 10 29 "b" "6" "-" 997 "crit"
"10685" 10 29 "b" "7" "-" 1988 "postcrit"
"10686" 10 29 "b" "8" "-" 640 "post"
"10687" 10 29 "b" "9" "-" 529 "post"
"10688" 10 29 "b" "10" "-" 694 "post"
"10689" 10 29 "b" "?" "1" 2138 NA
"10748" 10 23 "d" "0" "-" 784 "predep"
"10749" 10 23 "d" "1" "-" 1130 "dep"
"10750" 10 23 "d" "2" "-" 492 "precrit"
"10751" 10 23 "d" "3" "-" 389 "precrit"
"10752" 10 23 "d" "4" "-" 389 "precrit"
"10753" 10 23 "d" "5" "-" 838 "precrit"
"10754" 10 23 "d" "6" "-" 1671 "crit"
"10755" 10 23 "d" "7" "-" 611 "postcrit"
"10756" 10 23 "d" "8" "-" 402 "post"
"10757" 10 23 "d" "9" "-" 384 "post"
"10758" 10 23 "d" "10" "-" 332 "post"
"10759" 10 23 "d" "11" "-" 307 "post"
"10760" 10 23 "d" "12" "-" 277 "post"
"10761" 10 23 "d" "13" "-" 1288 "post"
"10762" 10 23 "d" "?" "0" 4088 NA
"10773" 10 35 "d" "0" "-" 425 "predep"
"10774" 10 35 "d" "1" "-" 555 "dep"
"10775" 10 35 "d" "2" "-" 1551 "precrit"
"10776" 10 35 "d" "3" "-" 594 "precrit"
"10777" 10 35 "d" "4" "-" 560 "precrit"
"10778" 10 35 "d" "5" "-" 909 "precrit"
"10779" 10 35 "d" "6" "-" 898 "crit"
"10780" 10 35 "d" "7" "-" 2195 "postcrit"
"10781" 10 35 "d" "8" "-" 782 "post"
"10782" 10 35 "d" "9" "-" 477 "post"
"10783" 10 35 "d" "10" "-" 483 "post"
"10784" 10 35 "d" "?" "1" 3801 NA
"10796" 10 9 "b" "0" "-" 1518 "predep"
"10797" 10 9 "b" "1" "-" 737 "dep"
"10798" 10 9 "b" "2" "-" 702 "precrit"
"10799" 10 9 "b" "3" "-" 1242 "precrit"
"10800" 10 9 "b" "4" "-" 1438 "precrit"
"10801" 10 9 "b" "5" "-" 882 "precrit"
"10802" 10 9 "b" "6" "-" 1034 "crit"
"10803" 10 9 "b" "7" "-" 547 "postcrit"
"10804" 10 9 "b" "8" "-" 477 "post"
"10805" 10 9 "b" "9" "-" 592 "post"
"10806" 10 9 "b" "10" "-" 1099 "post"
"10807" 10 9 "b" "?" "1" 2828 NA
"10836" 10 16 "a" "0" "-" 449 "predep"
"10837" 10 16 "a" "1" "-" 693 "dep"
"10838" 10 16 "a" "2" "-" 534 "precrit"
"10839" 10 16 "a" "3" "-" 474 "precrit"
"10840" 10 16 "a" "4" "-" 542 "crit"
"10841" 10 16 "a" "5" "-" 609 "postcrit"
"10842" 10 16 "a" "6" "-" 557 "post"
"10843" 10 16 "a" "7" "-" 1380 "post"
"10844" 10 16 "a" "?" "0" 9000 NA
"10854" 10 20 "a" "0" "-" 606 "predep"
"10855" 10 20 "a" "1" "-" 694 "dep"
"10856" 10 20 "a" "2" "-" 661 "precrit"
"10857" 10 20 "a" "3" "-" 560 "precrit"
"10858" 10 20 "a" "4" "-" 710 "crit"
"10859" 10 20 "a" "5" "-" 477 "postcrit"
"10860" 10 20 "a" "6" "-" 536 "post"
"10861" 10 20 "a" "7" "-" 1258 "post"
"10862" 10 20 "a" "?" "1" 2853 NA
"10872" 10 11 "d" "0" "-" 553 "predep"
"10873" 10 11 "d" "1" "-" 1797 "dep"
"10874" 10 11 "d" "2" "-" 549 "precrit"
"10875" 10 11 "d" "3" "-" 542 "precrit"
"10876" 10 11 "d" "4" "-" 469 "precrit"
"10877" 10 11 "d" "5" "-" 633 "precrit"
"10878" 10 11 "d" "6" "-" 980 "crit"
"10879" 10 11 "d" "7" "-" 992 "postcrit"
"10880" 10 11 "d" "8" "-" 1175 "post"
"10881" 10 11 "d" "9" "-" 811 "post"
"10882" 10 11 "d" "10" "-" 1855 "post"
"10883" 10 11 "d" "?" "1" 2875 NA
"10906" 10 3 "d" "0" "-" 372 "predep"
"10907" 10 3 "d" "1" "-" 494 "dep"
"10908" 10 3 "d" "2" "-" 514 "precrit"
"10909" 10 3 "d" "3" "-" 922 "precrit"
"10910" 10 3 "d" "4" "-" 704 "precrit"
"10911" 10 3 "d" "5" "-" 1004 "precrit"
"10912" 10 3 "d" "6" "-" 865 "crit"
"10913" 10 3 "d" "7" "-" 552 "postcrit"
"10914" 10 3 "d" "8" "-" 567 "post"
"10915" 10 3 "d" "9" "-" 666 "post"
"10916" 10 3 "d" "10" "-" 423 "post"
"10917" 10 3 "d" "?" "1" 2671 NA
"10946" 10 8 "a" "0" "-" 440 "predep"
"10947" 10 8 "a" "1" "-" 440 "dep"
"10948" 10 8 "a" "2" "-" 575 "precrit"
"10949" 10 8 "a" "3" "-" 677 "precrit"
"10950" 10 8 "a" "4" "-" 818 "crit"
"10951" 10 8 "a" "5" "-" 393 "postcrit"
"10952" 10 8 "a" "6" "-" 734 "post"
"10953" 10 8 "a" "7" "-" 823 "post"
"10954" 10 8 "a" "?" "1" 2255 NA
"10994" 10 31 "d" "0" "-" 535 "predep"
"10995" 10 31 "d" "1" "-" 515 "dep"
"10996" 10 31 "d" "2" "-" 678 "precrit"
"10997" 10 31 "d" "3" "-" 593 "precrit"
"10998" 10 31 "d" "4" "-" 568 "precrit"
"10999" 10 31 "d" "5" "-" 452 "precrit"
"11000" 10 31 "d" "6" "-" 483 "crit"
"11001" 10 31 "d" "7" "-" 462 "postcrit"
"11002" 10 31 "d" "8" "-" 698 "post"
"11003" 10 31 "d" "9" "-" 1554 "post"
"11004" 10 31 "d" "?" "1" 4198 NA
"11044" 10 2 "c" "0" "-" 323 "predep"
"11045" 10 2 "c" "1" "-" 610 "dep"
"11046" 10 2 "c" "2" "-" 618 "precrit"
"11047" 10 2 "c" "3" "-" 538 "precrit"
"11048" 10 2 "c" "4" "-" 740 "crit"
"11049" 10 2 "c" "5" "-" 522 "postcrit"
"11050" 10 2 "c" "6" "-" 651 "post"
"11051" 10 2 "c" "7" "-" 1095 "post"
"11052" 10 2 "c" "8" "-" 577 "post"
"11053" 10 2 "c" "?" "1" 2472 NA
"11077" 10 13 "b" "0" "-" 459 "predep"
"11078" 10 13 "b" "1" "-" 598 "dep"
"11079" 10 13 "b" "2" "-" 804 "precrit"
"11080" 10 13 "b" "3" "-" 483 "precrit"
"11081" 10 13 "b" "4" "-" 860 "precrit"
"11082" 10 13 "b" "5" "-" 522 "precrit"
"11083" 10 13 "b" "6" "-" 1327 "crit"
"11084" 10 13 "b" "7" "-" 1105 "postcrit"
"11085" 10 13 "b" "8" "-" 1093 "post"
"11086" 10 13 "b" "9" "-" 774 "post"
"11087" 10 13 "b" "10" "-" 1732 "post"
"11088" 10 13 "b" "?" "1" 2300 NA
"11167" 10 7 "d" "0" "-" 276 "predep"
"11168" 10 7 "d" "1" "-" 1962 "dep"
"11169" 10 7 "d" "2" "-" 442 "precrit"
"11170" 10 7 "d" "3" "-" 426 "precrit"
"11171" 10 7 "d" "4" "-" 411 "precrit"
"11172" 10 7 "d" "5" "-" 331 "precrit"
"11173" 10 7 "d" "6" "-" 1710 "crit"
"11174" 10 7 "d" "7" "-" 1281 "postcrit"
"11175" 10 7 "d" "8" "-" 573 "post"
"11176" 10 7 "d" "9" "-" 985 "post"
"11177" 10 7 "d" "10" "-" 582 "post"
"11178" 10 7 "d" "?" "0" 15122 NA
"11200" 10 17 "b" "0" "-" 401 "predep"
"11201" 10 17 "b" "1" "-" 557 "dep"
"11202" 10 17 "b" "2" "-" 460 "precrit"
"11203" 10 17 "b" "3" "-" 482 "precrit"
"11204" 10 17 "b" "4" "-" 457 "precrit"
"11205" 10 17 "b" "5" "-" 450 "precrit"
"11206" 10 17 "b" "6" "-" 535 "crit"
"11207" 10 17 "b" "7" "-" 475 "postcrit"
"11208" 10 17 "b" "8" "-" 636 "post"
"11209" 10 17 "b" "9" "-" 74 "post"
"11210" 10 17 "b" "10" "-" 1427 "post"
"11211" 10 17 "b" "?" "1" 2875 NA
"11223" 10 19 "d" "0" "-" 363 "predep"
"11224" 10 19 "d" "1" "-" 717 "dep"
"11225" 10 19 "d" "2" "-" 618 "precrit"
"11226" 10 19 "d" "3" "-" 677 "precrit"
"11227" 10 19 "d" "4" "-" 938 "precrit"
"11228" 10 19 "d" "5" "-" 693 "precrit"
"11229" 10 19 "d" "6" "-" 783 "crit"
"11230" 10 19 "d" "7" "-" 412 "postcrit"
"11231" 10 19 "d" "8" "-" 422 "post"
"11232" 10 19 "d" "9" "-" 670 "post"
"11233" 10 19 "d" "10" "-" 627 "post"
"11234" 10 19 "d" "?" "1" 1732 NA
"11245" 10 32 "a" "0" "-" 477 "predep"
"11246" 10 32 "a" "1" "-" 445 "dep"
"11247" 10 32 "a" "2" "-" 425 "precrit"
"11248" 10 32 "a" "3" "-" 416 "precrit"
"11249" 10 32 "a" "4" "-" 421 "crit"
"11250" 10 32 "a" "5" "-" 488 "postcrit"
"11251" 10 32 "a" "6" "-" 443 "post"
"11252" 10 32 "a" "7" "-" 409 "post"
"11253" 10 32 "a" "8" "-" 395 "post"
"11254" 10 32 "a" "?" "1" 9469 NA
"11314" 10 25 "b" "0" "-" 357 "predep"
"11315" 10 25 "b" "1" "-" 409 "dep"
"11316" 10 25 "b" "2" "-" 439 "precrit"
"11317" 10 25 "b" "3" "-" 354 "precrit"
"11318" 10 25 "b" "4" "-" 255 "precrit"
"11319" 10 25 "b" "5" "-" 556 "precrit"
"11320" 10 25 "b" "6" "-" 469 "crit"
"11321" 10 25 "b" "7" "-" 444 "postcrit"
"11322" 10 25 "b" "8" "-" 625 "post"
"11323" 10 25 "b" "9" "-" 827 "post"
"11324" 10 25 "b" "10" "-" 2769 "post"
"11325" 10 25 "b" "?" "1" 2581 NA
"11342" 10 6 "c" "0" "-" 3264 "predep"
"11343" 10 6 "c" "1" "-" 539 "dep"
"11344" 10 6 "c" "2" "-" 550 "precrit"
"11345" 10 6 "c" "3" "-" 481 "precrit"
"11346" 10 6 "c" "4" "-" 461 "crit"
"11347" 10 6 "c" "5" "-" 409 "postcrit"
"11348" 10 6 "c" "6" "-" 393 "post"
"11349" 10 6 "c" "7" "-" 752 "post"
"11350" 10 6 "c" "8" "-" 739 "post"
"11351" 10 6 "c" "?" "1" 5149 NA
"11364" 10 28 "a" "0" "-" 398 "predep"
"11365" 10 28 "a" "1" "-" 482 "dep"
"11366" 10 28 "a" "2" "-" 554 "precrit"
"11367" 10 28 "a" "3" "-" 513 "precrit"
"11368" 10 28 "a" "4" "-" 453 "crit"
"11369" 10 28 "a" "5" "-" 424 "postcrit"
"11370" 10 28 "a" "6" "-" 545 "post"
"11371" 10 28 "a" "7" "-" 606 "post"
"11372" 10 28 "a" "8" "-" 1146 "post"
"11373" 10 28 "a" "?" "1" 3140 NA
"11384" 10 5 "b" "0" "-" 422 "predep"
"11385" 10 5 "b" "1" "-" 566 "dep"
"11386" 10 5 "b" "2" "-" 644 "precrit"
"11387" 10 5 "b" "3" "-" 581 "precrit"
"11388" 10 5 "b" "4" "-" 699 "precrit"
"11389" 10 5 "b" "5" "-" 962 "precrit"
"11390" 10 5 "b" "6" "-" 845 "crit"
"11391" 10 5 "b" "7" "-" 585 "postcrit"
"11392" 10 5 "b" "8" "-" 581 "post"
"11393" 10 5 "b" "9" "-" 607 "post"
"11394" 10 5 "b" "10" "-" 599 "post"
"11395" 10 5 "b" "11" "-" 2228 "post"
"11396" 10 5 "b" "?" "1" 4022 NA
"11427" 10 18 "c" "0" "-" 505 "predep"
"11428" 10 18 "c" "1" "-" 512 "dep"
"11429" 10 18 "c" "2" "-" 712 "precrit"
"11430" 10 18 "c" "3" "-" 503 "precrit"
"11431" 10 18 "c" "4" "-" 955 "crit"
"11432" 10 18 "c" "5" "-" 526 "postcrit"
"11433" 10 18 "c" "6" "-" 503 "post"
"11434" 10 18 "c" "7" "-" 415 "post"
"11435" 10 18 "c" "8" "-" 371 "post"
"11436" 10 18 "c" "?" "1" 1915 NA
"11465" 10 10 "c" "0" "-" 264 "predep"
"11466" 10 10 "c" "1" "-" 640 "dep"
"11467" 10 10 "c" "2" "-" 552 "precrit"
"11468" 10 10 "c" "3" "-" 344 "precrit"
"11469" 10 10 "c" "4" "-" 336 "crit"
"11470" 10 10 "c" "5" "-" 473 "postcrit"
"11471" 10 10 "c" "6" "-" 329 "post"
"11472" 10 10 "c" "7" "-" 457 "post"
"11473" 10 10 "c" "8" "-" 811 "post"
"11474" 10 10 "c" "9" "-" 627 "post"
"11475" 10 10 "c" "?" "1" 4042 NA
"11515" 10 22 "c" "0" "-" 375 "predep"
"11516" 10 22 "c" "1" "-" 800 "dep"
"11517" 10 22 "c" "2" "-" 460 "precrit"
"11518" 10 22 "c" "3" "-" 445 "precrit"
"11519" 10 22 "c" "4" "-" 636 "crit"
"11520" 10 22 "c" "5" "-" 435 "postcrit"
"11521" 10 22 "c" "6" "-" 539 "post"
"11522" 10 22 "c" "7" "-" 487 "post"
"11523" 10 22 "c" "8" "-" 544 "post"
"11524" 10 22 "c" "9" "-" 1289 "post"
"11525" 10 22 "c" "?" "1" 2528 NA
"11570" 10 1 "b" "0" "-" 807 "predep"
"11571" 10 1 "b" "1" "-" 476 "dep"
"11572" 10 1 "b" "2" "-" 809 "precrit"
"11573" 10 1 "b" "3" "-" 472 "precrit"
"11574" 10 1 "b" "4" "-" 488 "precrit"
"11575" 10 1 "b" "5" "-" 535 "precrit"
"11576" 10 1 "b" "6" "-" 642 "crit"
"11577" 10 1 "b" "7" "-" 525 "postcrit"
"11578" 10 1 "b" "8" "-" 503 "post"
"11579" 10 1 "b" "9" "-" 1155 "post"
"11580" 10 1 "b" "10" "-" 893 "post"
"11581" 10 1 "b" "?" "1" 1992 NA
"11603" 10 27 "d" "0" "-" 383 "predep"
"11604" 10 27 "d" "1" "-" 477 "dep"
"11605" 10 27 "d" "2" "-" 475 "precrit"
"11606" 10 27 "d" "3" "-" 505 "precrit"
"11607" 10 27 "d" "4" "-" 489 "precrit"
"11608" 10 27 "d" "5" "-" 468 "precrit"
"11609" 10 27 "d" "6" "-" 592 "crit"
"11610" 10 27 "d" "7" "-" 613 "postcrit"
"11611" 10 27 "d" "8" "-" 509 "post"
"11612" 10 27 "d" "9" "-" 734 "post"
"11613" 10 27 "d" "10" "-" 678 "post"
"11614" 10 27 "d" "11" "-" 1996 "post"
"11615" 10 27 "d" "?" "1" 2781 NA
"11661" 10 21 "b" "0" "-" 452 "predep"
"11662" 10 21 "b" "1" "-" 517 "dep"
"11663" 10 21 "b" "2" "-" 520 "precrit"
"11664" 10 21 "b" "3" "-" 502 "precrit"
"11665" 10 21 "b" "4" "-" 496 "precrit"
"11666" 10 21 "b" "5" "-" 460 "precrit"
"11667" 10 21 "b" "6" "-" 716 "crit"
"11668" 10 21 "b" "7" "-" 533 "postcrit"
"11669" 10 21 "b" "8" "-" 515 "post"
"11670" 10 21 "b" "9" "-" 535 "post"
"11671" 10 21 "b" "10" "-" 523 "post"
"11672" 10 21 "b" "?" "1" 3339 NA
"11686" 10 14 "c" "0" "-" 330 "predep"
"11687" 10 14 "c" "1" "-" 466 "dep"
"11688" 10 14 "c" "2" "-" 464 "precrit"
"11689" 10 14 "c" "3" "-" 497 "precrit"
"11690" 10 14 "c" "4" "-" 438 "crit"
"11691" 10 14 "c" "5" "-" 439 "postcrit"
"11692" 10 14 "c" "6" "-" 474 "post"
"11693" 10 14 "c" "7" "-" 470 "post"
"11694" 10 14 "c" "8" "-" 454 "post"
"11695" 10 14 "c" "?" "1" 2499 NA
"11707" 10 36 "a" "0" "-" 373 "predep"
"11708" 10 36 "a" "1" "-" 901 "dep"
"11709" 10 36 "a" "2" "-" 704 "precrit"
"11710" 10 36 "a" "3" "-" 575 "precrit"
"11711" 10 36 "a" "4" "-" 653 "crit"
"11712" 10 36 "a" "5" "-" 695 "postcrit"
"11713" 10 36 "a" "6" "-" 578 "post"
"11714" 10 36 "a" "7" "-" 543 "post"
"11715" 10 36 "a" "8" "-" 805 "post"
"11716" 10 36 "a" "?" "1" 2767 NA
"11800" 10 30 "c" "0" "-" 451 "predep"
"11801" 10 30 "c" "1" "-" 498 "dep"
"11802" 10 30 "c" "2" "-" 696 "precrit"
"11803" 10 30 "c" "3" "-" 1402 "precrit"
"11804" 10 30 "c" "4" "-" 665 "crit"
"11805" 10 30 "c" "5" "-" 613 "postcrit"
"11806" 10 30 "c" "6" "-" 445 "post"
"11807" 10 30 "c" "7" "-" 780 "post"
"11808" 10 30 "c" "8" "-" 472 "post"
"11809" 10 30 "c" "?" "1" 2250 NA
"11856" 10 4 "a" "0" "-" 373 "predep"
"11857" 10 4 "a" "1" "-" 502 "dep"
"11858" 10 4 "a" "2" "-" 454 "precrit"
"11859" 10 4 "a" "3" "-" 371 "precrit"
"11860" 10 4 "a" "4" "-" 415 "crit"
"11861" 10 4 "a" "5" "-" 493 "postcrit"
"11862" 10 4 "a" "6" "-" 364 "post"
"11863" 10 4 "a" "7" "-" 375 "post"
"11864" 10 4 "a" "8" "-" 835 "post"
"11865" 10 4 "a" "?" "1" 2600 NA
"11933" 11 2 "d" "0" "-" 52 "predep"
"11934" 11 2 "d" "1" "-" 617 "dep"
"11935" 11 2 "d" "2" "-" 496 "precrit"
"11936" 11 2 "d" "3" "-" 517 "precrit"
"11937" 11 2 "d" "4" "-" 424 "precrit"
"11938" 11 2 "d" "5" "-" 425 "precrit"
"11939" 11 2 "d" "6" "-" 434 "crit"
"11940" 11 2 "d" "7" "-" 508 "postcrit"
"11941" 11 2 "d" "8" "-" 506 "post"
"11942" 11 2 "d" "9" "-" 514 "post"
"11943" 11 2 "d" "10" "-" 389 "post"
"11944" 11 2 "d" "?" "1" 1783 NA
"11993" 11 27 "a" "0" "-" 42 "predep"
"11994" 11 27 "a" "1" "-" 840 "dep"
"11995" 11 27 "a" "2" "-" 527 "precrit"
"11996" 11 27 "a" "3" "-" 646 "precrit"
"11997" 11 27 "a" "4" "-" 821 "crit"
"11998" 11 27 "a" "5" "-" 463 "postcrit"
"11999" 11 27 "a" "6" "-" 437 "post"
"12000" 11 27 "a" "7" "-" 548 "post"
"12001" 11 27 "a" "8" "-" 561 "post"
"12002" 11 27 "a" "9" "-" 613 "post"
"12003" 11 27 "a" "?" "1" 2491 NA
"12012" 11 23 "a" "0" "-" 513 "predep"
"12013" 11 23 "a" "1" "-" 1420 "dep"
"12014" 11 23 "a" "2" "-" 468 "precrit"
"12015" 11 23 "a" "3" "-" 500 "precrit"
"12016" 11 23 "a" "4" "-" 543 "crit"
"12017" 11 23 "a" "5" "-" 470 "postcrit"
"12018" 11 23 "a" "6" "-" 445 "post"
"12019" 11 23 "a" "7" "-" 746 "post"
"12020" 11 23 "a" "8" "-" 969 "post"
"12021" 11 23 "a" "9" "-" 888 "post"
"12022" 11 23 "a" "10" "-" 1287 "post"
"12023" 11 23 "a" "?" "1" 2385 NA
"12056" 11 7 "a" "0" "-" 611 "predep"
"12057" 11 7 "a" "1" "-" 849 "dep"
"12058" 11 7 "a" "2" "-" 486 "precrit"
"12059" 11 7 "a" "3" "-" 516 "precrit"
"12060" 11 7 "a" "4" "-" 631 "crit"
"12061" 11 7 "a" "5" "-" 420 "postcrit"
"12062" 11 7 "a" "6" "-" 454 "post"
"12063" 11 7 "a" "7" "-" 638 "post"
"12064" 11 7 "a" "8" "-" 543 "post"
"12065" 11 7 "a" "?" "1" 3545 NA
"12108" 11 24 "b" "0" "-" 1601 "predep"
"12109" 11 24 "b" "1" "-" 636 "dep"
"12110" 11 24 "b" "2" "-" 563 "precrit"
"12111" 11 24 "b" "3" "-" 545 "precrit"
"12112" 11 24 "b" "4" "-" 532 "precrit"
"12113" 11 24 "b" "5" "-" 618 "precrit"
"12114" 11 24 "b" "6" "-" 665 "crit"
"12115" 11 24 "b" "7" "-" 549 "postcrit"
"12116" 11 24 "b" "8" "-" 625 "post"
"12117" 11 24 "b" "9" "-" 691 "post"
"12118" 11 24 "b" "?" "0" 3062 NA
"12159" 11 30 "d" "0" "-" 2573 "predep"
"12160" 11 30 "d" "1" "-" 656 "dep"
"12161" 11 30 "d" "2" "-" 828 "precrit"
"12162" 11 30 "d" "3" "-" 743 "precrit"
"12163" 11 30 "d" "4" "-" 826 "precrit"
"12164" 11 30 "d" "5" "-" 675 "precrit"
"12165" 11 30 "d" "6" "-" 660 "crit"
"12166" 11 30 "d" "7" "-" 774 "postcrit"
"12167" 11 30 "d" "8" "-" 641 "post"
"12168" 11 30 "d" "9" "-" 680 "post"
"12169" 11 30 "d" "10" "-" 550 "post"
"12170" 11 30 "d" "?" "1" 3950 NA
"12180" 11 22 "d" "0" "-" 718 "predep"
"12181" 11 22 "d" "1" "-" 721 "dep"
"12182" 11 22 "d" "2" "-" 635 "precrit"
"12183" 11 22 "d" "3" "-" 737 "precrit"
"12184" 11 22 "d" "4" "-" 905 "precrit"
"12185" 11 22 "d" "5" "-" 669 "precrit"
"12186" 11 22 "d" "6" "-" 1097 "crit"
"12187" 11 22 "d" "7" "-" 794 "postcrit"
"12188" 11 22 "d" "8" "-" 517 "post"
"12189" 11 22 "d" "9" "-" 682 "post"
"12190" 11 22 "d" "10" "-" 655 "post"
"12191" 11 22 "d" "11" "-" 600 "post"
"12192" 11 22 "d" "?" "0" 2897 NA
"12204" 11 21 "c" "0" "-" 1094 "predep"
"12205" 11 21 "c" "1" "-" 1102 "dep"
"12206" 11 21 "c" "2" "-" 866 "precrit"
"12207" 11 21 "c" "3" "-" 630 "precrit"
"12208" 11 21 "c" "4" "-" 931 "crit"
"12209" 11 21 "c" "5" "-" 539 "postcrit"
"12210" 11 21 "c" "6" "-" 1631 "post"
"12211" 11 21 "c" "7" "-" 819 "post"
"12212" 11 21 "c" "8" "-" 568 "post"
"12213" 11 21 "c" "?" "0" 2848 NA
"12228" 11 15 "a" "0" "-" 551 "predep"
"12229" 11 15 "a" "1" "-" 808 "dep"
"12230" 11 15 "a" "2" "-" 677 "precrit"
"12231" 11 15 "a" "3" "-" 1091 "precrit"
"12232" 11 15 "a" "4" "-" 658 "crit"
"12233" 11 15 "a" "5" "-" 792 "postcrit"
"12234" 11 15 "a" "6" "-" 1040 "post"
"12235" 11 15 "a" "7" "-" 497 "post"
"12236" 11 15 "a" "?" "1" 3426 NA
"12258" 11 34 "d" "0" "-" 575 "predep"
"12259" 11 34 "d" "1" "-" 722 "dep"
"12260" 11 34 "d" "2" "-" 704 "precrit"
"12261" 11 34 "d" "3" "-" 519 "precrit"
"12262" 11 34 "d" "4" "-" 1156 "precrit"
"12263" 11 34 "d" "5" "-" 703 "precrit"
"12264" 11 34 "d" "6" "-" 816 "crit"
"12265" 11 34 "d" "7" "-" 534 "postcrit"
"12266" 11 34 "d" "8" "-" 562 "post"
"12267" 11 34 "d" "9" "-" 787 "post"
"12268" 11 34 "d" "10" "-" 1030 "post"
"12269" 11 34 "d" "?" "1" 3288 NA
"12325" 11 1 "c" "0" "-" 839 "predep"
"12326" 11 1 "c" "1" "-" 779 "dep"
