"subj" "item" "cond" "pos" "resp" "rt" "roi"
"25830" 20 21 "d" "?" "1" 2519 NA
"25872" 20 27 "b" "0" "-" 445 "predep"
"25873" 20 27 "b" "1" "-" 428 "dep"
"25874" 20 27 "b" "2" "-" 376 "precrit"
"25875" 20 27 "b" "3" "-" 353 "precrit"
"25876" 20 27 "b" "4" "-" 441 "precrit"
"25877" 20 27 "b" "5" "-" 529 "precrit"
"25878" 20 27 "b" "6" "-" 971 "crit"
"25879" 20 27 "b" "7" "-" 436 "postcrit"
"25880" 20 27 "b" "8" "-" 329 "post"
"25881" 20 27 "b" "9" "-" 436 "post"
"25882" 20 27 "b" "10" "-" 392 "post"
"25883" 20 27 "b" "11" "-" 400 "post"
"25884" 20 27 "b" "?" "1" 3070 NA
"25954" 20 35 "b" "0" "-" 363 "predep"
"25955" 20 35 "b" "1" "-" 431 "dep"
"25956" 20 35 "b" "2" "-" 499 "precrit"
"25957" 20 35 "b" "3" "-" 453 "precrit"
"25958" 20 35 "b" "4" "-" 696 "precrit"
"25959" 20 35 "b" "5" "-" 573 "precrit"
"25960" 20 35 "b" "6" "-" 591 "crit"
"25961" 20 35 "b" "7" "-" 823 "postcrit"
"25962" 20 35 "b" "8" "-" 384 "post"
"25963" 20 35 "b" "9" "-" 394 "post"
"25964" 20 35 "b" "10" "-" 592 "post"
"25965" 20 35 "b" "11" "-" 430 "post"
"25966" 20 35 "b" "12" "-" 348 "post"
"25967" 20 35 "b" "13" "-" 441 "post"
"25968" 20 35 "b" "14" "-" 393 "post"
"25969" 20 35 "b" "?" "1" 1731 NA
"25983" 20 8 "c" "0" "-" 915 "predep"
"25984" 20 8 "c" "1" "-" 684 "dep"
"25985" 20 8 "c" "2" "-" 464 "precrit"
"25986" 20 8 "c" "3" "-" 543 "precrit"
"25987" 20 8 "c" "4" "-" 493 "crit"
"25988" 20 8 "c" "5" "-" 410 "postcrit"
"25989" 20 8 "c" "6" "-" 378 "post"
"25990" 20 8 "c" "7" "-" 337 "post"
"25991" 20 8 "c" "8" "-" 415 "post"
"25992" 20 8 "c" "9" "-" 607 "post"
"25993" 20 8 "c" "?" "1" 2006 NA
"26004" 20 24 "c" "0" "-" 315 "predep"
"26005" 20 24 "c" "1" "-" 433 "dep"
"26006" 20 24 "c" "2" "-" 401 "precrit"
"26007" 20 24 "c" "3" "-" 344 "precrit"
"26008" 20 24 "c" "4" "-" 364 "crit"
"26009" 20 24 "c" "5" "-" 324 "postcrit"
"26010" 20 24 "c" "6" "-" 374 "post"
"26011" 20 24 "c" "7" "-" 345 "post"
"26012" 20 24 "c" "?" "1" 1779 NA
"26040" 20 2 "a" "0" "-" 320 "predep"
"26041" 20 2 "a" "1" "-" 483 "dep"
"26042" 20 2 "a" "2" "-" 359 "precrit"
"26043" 20 2 "a" "3" "-" 354 "precrit"
"26044" 20 2 "a" "4" "-" 500 "crit"
"26045" 20 2 "a" "5" "-" 481 "postcrit"
"26046" 20 2 "a" "6" "-" 340 "post"
"26047" 20 2 "a" "7" "-" 424 "post"
"26048" 20 2 "a" "8" "-" 662 "post"
"26049" 20 2 "a" "9" "-" 520 "post"
"26050" 20 2 "a" "10" "-" 1221 "post"
"26051" 20 2 "a" "?" "1" 2364 NA
"26077" 20 7 "b" "0" "-" 286 "predep"
"26078" 20 7 "b" "1" "-" 401 "dep"
"26079" 20 7 "b" "2" "-" 457 "precrit"
"26080" 20 7 "b" "3" "-" 409 "precrit"
"26081" 20 7 "b" "4" "-" 902 "precrit"
"26082" 20 7 "b" "5" "-" 1021 "precrit"
"26083" 20 7 "b" "6" "-" 1138 "crit"
"26084" 20 7 "b" "7" "-" 515 "postcrit"
"26085" 20 7 "b" "8" "-" 530 "post"
"26086" 20 7 "b" "9" "-" 953 "post"
"26087" 20 7 "b" "10" "-" 393 "post"
"26088" 20 7 "b" "?" "1" 1799 NA
"26100" 20 17 "d" "0" "-" 563 "predep"
"26101" 20 17 "d" "1" "-" 480 "dep"
"26102" 20 17 "d" "2" "-" 380 "precrit"
"26103" 20 17 "d" "3" "-" 361 "precrit"
"26104" 20 17 "d" "4" "-" 314 "precrit"
"26105" 20 17 "d" "5" "-" 332 "precrit"
"26106" 20 17 "d" "6" "-" 356 "crit"
"26107" 20 17 "d" "7" "-" 343 "postcrit"
"26108" 20 17 "d" "8" "-" 429 "post"
"26109" 20 17 "d" "9" "-" 551 "post"
"26110" 20 17 "d" "10" "-" 735 "post"
"26111" 20 17 "d" "11" "-" 360 "post"
"26112" 20 17 "d" "?" "1" 2663 NA
"26165" 20 34 "a" "0" "-" 348 "predep"
"26166" 20 34 "a" "1" "-" 502 "dep"
"26167" 20 34 "a" "2" "-" 350 "precrit"
"26168" 20 34 "a" "3" "-" 321 "precrit"
"26169" 20 34 "a" "4" "-" 412 "crit"
"26170" 20 34 "a" "5" "-" 634 "postcrit"
"26171" 20 34 "a" "6" "-" 378 "post"
"26172" 20 34 "a" "7" "-" 410 "post"
"26173" 20 34 "a" "8" "-" 421 "post"
"26174" 20 34 "a" "?" "1" 1793 NA
"26219" 20 16 "c" "0" "-" 1264 "predep"
"26220" 20 16 "c" "1" "-" 355 "dep"
"26221" 20 16 "c" "2" "-" 323 "precrit"
"26222" 20 16 "c" "3" "-" 323 "precrit"
"26223" 20 16 "c" "4" "-" 328 "crit"
"26224" 20 16 "c" "5" "-" 486 "postcrit"
"26225" 20 16 "c" "6" "-" 528 "post"
"26226" 20 16 "c" "7" "-" 811 "post"
"26227" 20 16 "c" "8" "-" 907 "post"
"26228" 20 16 "c" "?" "1" 2169 NA
"26252" 20 10 "a" "0" "-" 324 "predep"
"26253" 20 10 "a" "1" "-" 338 "dep"
"26254" 20 10 "a" "2" "-" 554 "precrit"
"26255" 20 10 "a" "3" "-" 326 "precrit"
"26256" 20 10 "a" "4" "-" 349 "crit"
"26257" 20 10 "a" "5" "-" 295 "postcrit"
"26258" 20 10 "a" "6" "-" 350 "post"
"26259" 20 10 "a" "7" "-" 350 "post"
"26260" 20 10 "a" "8" "-" 353 "post"
"26261" 20 10 "a" "?" "1" 3625 NA
"26273" 20 9 "d" "0" "-" 293 "predep"
"26274" 20 9 "d" "1" "-" 485 "dep"
"26275" 20 9 "d" "2" "-" 541 "precrit"
"26276" 20 9 "d" "3" "-" 305 "precrit"
"26277" 20 9 "d" "4" "-" 320 "precrit"
"26278" 20 9 "d" "5" "-" 343 "precrit"
"26279" 20 9 "d" "6" "-" 479 "crit"
"26280" 20 9 "d" "7" "-" 368 "postcrit"
"26281" 20 9 "d" "8" "-" 348 "post"
"26282" 20 9 "d" "9" "-" 350 "post"
"26283" 20 9 "d" "10" "-" 419 "post"
"26284" 20 9 "d" "11" "-" 402 "post"
"26285" 20 9 "d" "?" "1" 3590 NA
"26366" 20 1 "d" "0" "-" 287 "predep"
"26367" 20 1 "d" "1" "-" 398 "dep"
"26368" 20 1 "d" "2" "-" 345 "precrit"
"26369" 20 1 "d" "3" "-" 711 "precrit"
"26370" 20 1 "d" "4" "-" 666 "precrit"
"26371" 20 1 "d" "5" "-" 680 "precrit"
"26372" 20 1 "d" "6" "-" 538 "crit"
"26373" 20 1 "d" "7" "-" 627 "postcrit"
"26374" 20 1 "d" "8" "-" 694 "post"
"26375" 20 1 "d" "9" "-" 375 "post"
"26376" 20 1 "d" "10" "-" 362 "post"
"26377" 20 1 "d" "?" "1" 1372 NA
"26395" 20 19 "b" "0" "-" 444 "predep"
"26396" 20 19 "b" "1" "-" 404 "dep"
"26397" 20 19 "b" "2" "-" 722 "precrit"
"26398" 20 19 "b" "3" "-" 421 "precrit"
"26399" 20 19 "b" "4" "-" 425 "precrit"
"26400" 20 19 "b" "5" "-" 1151 "precrit"
"26401" 20 19 "b" "6" "-" 732 "crit"
"26402" 20 19 "b" "7" "-" 421 "postcrit"
"26403" 20 19 "b" "8" "-" 368 "post"
"26404" 20 19 "b" "9" "-" 368 "post"
"26405" 20 19 "b" "?" "1" 1811 NA
"26437" 20 30 "a" "0" "-" 383 "predep"
"26438" 20 30 "a" "1" "-" 262 "dep"
"26439" 20 30 "a" "2" "-" 384 "precrit"
"26440" 20 30 "a" "3" "-" 290 "precrit"
"26441" 20 30 "a" "4" "-" 409 "crit"
"26442" 20 30 "a" "5" "-" 387 "postcrit"
"26443" 20 30 "a" "6" "-" 337 "post"
"26444" 20 30 "a" "7" "-" 315 "post"
"26445" 20 30 "a" "8" "-" 341 "post"
"26446" 20 30 "a" "?" "1" 5262 NA
"26529" 20 5 "d" "0" "-" 374 "predep"
"26530" 20 5 "d" "1" "-" 433 "dep"
"26531" 20 5 "d" "2" "-" 549 "precrit"
"26532" 20 5 "d" "3" "-" 467 "precrit"
"26533" 20 5 "d" "4" "-" 1383 "precrit"
"26534" 20 5 "d" "5" "-" 1101 "precrit"
"26535" 20 5 "d" "6" "-" 1650 "crit"
"26536" 20 5 "d" "7" "-" 452 "postcrit"
"26537" 20 5 "d" "8" "-" 593 "post"
"26538" 20 5 "d" "9" "-" 384 "post"
"26539" 20 5 "d" "10" "-" 393 "post"
"26540" 20 5 "d" "11" "-" 622 "post"
"26541" 20 5 "d" "12" "-" 542 "post"
"26542" 20 5 "d" "?" "1" 2071 NA
"26574" 20 3 "b" "0" "-" 485 "predep"
"26575" 20 3 "b" "1" "-" 340 "dep"
"26576" 20 3 "b" "2" "-" 380 "precrit"
"26577" 20 3 "b" "3" "-" 368 "precrit"
"26578" 20 3 "b" "4" "-" 473 "precrit"
"26579" 20 3 "b" "5" "-" 946 "precrit"
"26580" 20 3 "b" "6" "-" 815 "crit"
"26581" 20 3 "b" "7" "-" 406 "postcrit"
"26582" 20 3 "b" "8" "-" 438 "post"
"26583" 20 3 "b" "9" "-" 548 "post"
"26584" 20 3 "b" "10" "-" 364 "post"
"26585" 20 3 "b" "11" "-" 361 "post"
"26586" 20 3 "b" "?" "1" 1567 NA
"26597" 20 22 "a" "0" "-" 349 "predep"
"26598" 20 22 "a" "1" "-" 325 "dep"
"26599" 20 22 "a" "2" "-" 533 "precrit"
"26600" 20 22 "a" "3" "-" 407 "precrit"
"26601" 20 22 "a" "4" "-" 346 "crit"
"26602" 20 22 "a" "5" "-" 347 "postcrit"
"26603" 20 22 "a" "6" "-" 423 "post"
"26604" 20 22 "a" "7" "-" 506 "post"
"26605" 20 22 "a" "8" "-" 529 "post"
"26606" 20 22 "a" "?" "1" 1748 NA
"26638" 20 23 "b" "0" "-" 507 "predep"
"26639" 20 23 "b" "1" "-" 576 "dep"
"26640" 20 23 "b" "2" "-" 369 "precrit"
"26641" 20 23 "b" "3" "-" 351 "precrit"
"26642" 20 23 "b" "4" "-" 364 "precrit"
"26643" 20 23 "b" "5" "-" 428 "precrit"
"26644" 20 23 "b" "6" "-" 491 "crit"
"26645" 20 23 "b" "7" "-" 395 "postcrit"
"26646" 20 23 "b" "8" "-" 347 "post"
"26647" 20 23 "b" "9" "-" 398 "post"
"26648" 20 23 "b" "10" "-" 473 "post"
"26649" 20 23 "b" "11" "-" 398 "post"
"26650" 20 23 "b" "12" "-" 369 "post"
"26651" 20 23 "b" "?" "1" 1655 NA
"26672" 20 29 "d" "0" "-" 302 "predep"
"26673" 20 29 "d" "1" "-" 340 "dep"
"26674" 20 29 "d" "2" "-" 354 "precrit"
"26675" 20 29 "d" "3" "-" 316 "precrit"
"26676" 20 29 "d" "4" "-" 537 "precrit"
"26677" 20 29 "d" "5" "-" 439 "precrit"
"26678" 20 29 "d" "6" "-" 1131 "crit"
"26679" 20 29 "d" "7" "-" 1406 "postcrit"
"26680" 20 29 "d" "8" "-" 471 "post"
"26681" 20 29 "d" "9" "-" 421 "post"
"26682" 20 29 "d" "10" "-" 356 "post"
"26683" 20 29 "d" "11" "-" 503 "post"
"26684" 20 29 "d" "?" "1" 1730 NA
"26727" 20 31 "b" "0" "-" 489 "predep"
"26728" 20 31 "b" "1" "-" 359 "dep"
"26729" 20 31 "b" "2" "-" 358 "precrit"
"26730" 20 31 "b" "3" "-" 301 "precrit"
"26731" 20 31 "b" "4" "-" 979 "precrit"
"26732" 20 31 "b" "5" "-" 398 "precrit"
"26733" 20 31 "b" "6" "-" 385 "crit"
"26734" 20 31 "b" "7" "-" 332 "postcrit"
"26735" 20 31 "b" "8" "-" 335 "post"
"26736" 20 31 "b" "9" "-" 409 "post"
"26737" 20 31 "b" "?" "1" 2589 NA
"26804" 21 17 "a" "0" "-" 61 "predep"
"26805" 21 17 "a" "1" "-" 1092 "dep"
"26806" 21 17 "a" "2" "-" 522 "precrit"
"26807" 21 17 "a" "3" "-" 540 "precrit"
"26808" 21 17 "a" "4" "-" 611 "crit"
"26809" 21 17 "a" "5" "-" 525 "postcrit"
"26810" 21 17 "a" "6" "-" 677 "post"
"26811" 21 17 "a" "7" "-" 528 "post"
"26812" 21 17 "a" "8" "-" 576 "post"
"26813" 21 17 "a" "?" "1" 2590 NA
"26837" 21 30 "b" "0" "-" 524 "predep"
"26838" 21 30 "b" "1" "-" 670 "dep"
"26839" 21 30 "b" "2" "-" 579 "precrit"
"26840" 21 30 "b" "3" "-" 617 "precrit"
"26841" 21 30 "b" "4" "-" 630 "precrit"
"26842" 21 30 "b" "5" "-" 628 "precrit"
"26843" 21 30 "b" "6" "-" 1119 "crit"
"26844" 21 30 "b" "7" "-" 606 "postcrit"
"26845" 21 30 "b" "8" "-" 772 "post"
"26846" 21 30 "b" "9" "-" 604 "post"
"26847" 21 30 "b" "10" "-" 584 "post"
"26848" 21 30 "b" "?" "1" 3213 NA
"26858" 21 32 "d" "0" "-" 475 "predep"
"26859" 21 32 "d" "1" "-" 557 "dep"
"26860" 21 32 "d" "2" "-" 563 "precrit"
"26861" 21 32 "d" "3" "-" 528 "precrit"
"26862" 21 32 "d" "4" "-" 577 "precrit"
"26863" 21 32 "d" "5" "-" 544 "precrit"
"26864" 21 32 "d" "6" "-" 1000 "crit"
"26865" 21 32 "d" "7" "-" 490 "postcrit"
"26866" 21 32 "d" "8" "-" 555 "post"
"26867" 21 32 "d" "9" "-" 572 "post"
"26868" 21 32 "d" "10" "-" 626 "post"
"26869" 21 32 "d" "?" "0" 2217 NA
"26914" 21 35 "c" "0" "-" 463 "predep"
"26915" 21 35 "c" "1" "-" 512 "dep"
"26916" 21 35 "c" "2" "-" 554 "precrit"
"26917" 21 35 "c" "3" "-" 487 "precrit"
"26918" 21 35 "c" "4" "-" 796 "crit"
"26919" 21 35 "c" "5" "-" 524 "postcrit"
"26920" 21 35 "c" "6" "-" 520 "post"
"26921" 21 35 "c" "7" "-" 607 "post"
"26922" 21 35 "c" "8" "-" 524 "post"
"26923" 21 35 "c" "?" "1" 2941 NA
"26934" 21 22 "b" "0" "-" 731 "predep"
"26935" 21 22 "b" "1" "-" 1483 "dep"
"26936" 21 22 "b" "2" "-" 830 "precrit"
"26937" 21 22 "b" "3" "-" 634 "precrit"
"26938" 21 22 "b" "4" "-" 562 "precrit"
"26939" 21 22 "b" "5" "-" 547 "precrit"
"26940" 21 22 "b" "6" "-" 792 "crit"
"26941" 21 22 "b" "7" "-" 636 "postcrit"
"26942" 21 22 "b" "8" "-" 494 "post"
"26943" 21 22 "b" "9" "-" 486 "post"
"26944" 21 22 "b" "10" "-" 681 "post"
"26945" 21 22 "b" "?" "1" 2385 NA
"26977" 21 25 "a" "0" "-" 396 "predep"
"26978" 21 25 "a" "1" "-" 585 "dep"
"26979" 21 25 "a" "2" "-" 529 "precrit"
"26980" 21 25 "a" "3" "-" 488 "precrit"
"26981" 21 25 "a" "4" "-" 476 "crit"
"26982" 21 25 "a" "5" "-" 488 "postcrit"
"26983" 21 25 "a" "6" "-" 620 "post"
"26984" 21 25 "a" "7" "-" 488 "post"
"26985" 21 25 "a" "8" "-" 619 "post"
"26986" 21 25 "a" "?" "0" 3654 NA
"27040" 21 31 "c" "0" "-" 392 "predep"
"27041" 21 31 "c" "1" "-" 508 "dep"
"27042" 21 31 "c" "2" "-" 464 "precrit"
"27043" 21 31 "c" "3" "-" 481 "precrit"
"27044" 21 31 "c" "4" "-" 546 "crit"
"27045" 21 31 "c" "5" "-" 459 "postcrit"
"27046" 21 31 "c" "6" "-" 483 "post"
"27047" 21 31 "c" "7" "-" 596 "post"
"27048" 21 31 "c" "?" "1" 2536 NA
"27080" 21 20 "d" "0" "-" 197 "predep"
"27081" 21 20 "d" "1" "-" 591 "dep"
"27082" 21 20 "d" "2" "-" 581 "precrit"
"27083" 21 20 "d" "3" "-" 447 "precrit"
"27084" 21 20 "d" "4" "-" 459 "precrit"
"27085" 21 20 "d" "5" "-" 514 "precrit"
"27086" 21 20 "d" "6" "-" 455 "crit"
"27087" 21 20 "d" "7" "-" 454 "postcrit"
"27088" 21 20 "d" "8" "-" 465 "post"
"27089" 21 20 "d" "9" "-" 455 "post"
"27090" 21 20 "d" "10" "-" 454 "post"
"27091" 21 20 "d" "11" "-" 529 "post"
"27092" 21 20 "d" "12" "-" 496 "post"
"27093" 21 20 "d" "?" "1" 2401 NA
"27107" 21 29 "a" "0" "-" 466 "predep"
"27108" 21 29 "a" "1" "-" 652 "dep"
"27109" 21 29 "a" "2" "-" 589 "precrit"
"27110" 21 29 "a" "3" "-" 465 "precrit"
"27111" 21 29 "a" "4" "-" 457 "crit"
"27112" 21 29 "a" "5" "-" 1120 "postcrit"
"27113" 21 29 "a" "6" "-" 474 "post"
"27114" 21 29 "a" "7" "-" 477 "post"
"27115" 21 29 "a" "8" "-" 472 "post"
"27116" 21 29 "a" "?" "1" 1908 NA
"27159" 21 36 "d" "0" "-" 155 "predep"
"27160" 21 36 "d" "1" "-" 1034 "dep"
"27161" 21 36 "d" "2" "-" 771 "precrit"
"27162" 21 36 "d" "3" "-" 445 "precrit"
"27163" 21 36 "d" "4" "-" 454 "precrit"
"27164" 21 36 "d" "5" "-" 453 "precrit"
"27165" 21 36 "d" "6" "-" 477 "crit"
"27166" 21 36 "d" "7" "-" 432 "postcrit"
"27167" 21 36 "d" "8" "-" 432 "post"
"27168" 21 36 "d" "9" "-" 522 "post"
"27169" 21 36 "d" "10" "-" 511 "post"
"27170" 21 36 "d" "?" "1" 4654 NA
"27205" 21 5 "a" "0" "-" 394 "predep"
"27206" 21 5 "a" "1" "-" 442 "dep"
"27207" 21 5 "a" "2" "-" 416 "precrit"
"27208" 21 5 "a" "3" "-" 384 "precrit"
"27209" 21 5 "a" "4" "-" 463 "crit"
"27210" 21 5 "a" "5" "-" 424 "postcrit"
"27211" 21 5 "a" "6" "-" 429 "post"
"27212" 21 5 "a" "7" "-" 468 "post"
"27213" 21 5 "a" "8" "-" 470 "post"
"27214" 21 5 "a" "9" "-" 511 "post"
"27215" 21 5 "a" "?" "1" 1908 NA
"27228" 21 34 "b" "0" "-" 443 "predep"
"27229" 21 34 "b" "1" "-" 400 "dep"
"27230" 21 34 "b" "2" "-" 468 "precrit"
"27231" 21 34 "b" "3" "-" 419 "precrit"
"27232" 21 34 "b" "4" "-" 534 "precrit"
"27233" 21 34 "b" "5" "-" 517 "precrit"
"27234" 21 34 "b" "6" "-" 488 "crit"
"27235" 21 34 "b" "7" "-" 716 "postcrit"
"27236" 21 34 "b" "8" "-" 579 "post"
"27237" 21 34 "b" "9" "-" 694 "post"
"27238" 21 34 "b" "10" "-" 539 "post"
"27239" 21 34 "b" "?" "1" 2289 NA
"27299" 21 11 "c" "0" "-" 385 "predep"
"27300" 21 11 "c" "1" "-" 424 "dep"
"27301" 21 11 "c" "2" "-" 454 "precrit"
"27302" 21 11 "c" "3" "-" 406 "precrit"
"27303" 21 11 "c" "4" "-" 439 "crit"
"27304" 21 11 "c" "5" "-" 413 "postcrit"
"27305" 21 11 "c" "6" "-" 432 "post"
"27306" 21 11 "c" "7" "-" 1058 "post"
"27307" 21 11 "c" "8" "-" 504 "post"
"27308" 21 11 "c" "?" "1" 2138 NA
"27318" 21 27 "c" "0" "-" 391 "predep"
"27319" 21 27 "c" "1" "-" 415 "dep"
"27320" 21 27 "c" "2" "-" 481 "precrit"
"27321" 21 27 "c" "3" "-" 391 "precrit"
"27322" 21 27 "c" "4" "-" 356 "crit"
"27323" 21 27 "c" "5" "-" 369 "postcrit"
"27324" 21 27 "c" "6" "-" 433 "post"
"27325" 21 27 "c" "7" "-" 417 "post"
"27326" 21 27 "c" "8" "-" 406 "post"
"27327" 21 27 "c" "9" "-" 435 "post"
"27328" 21 27 "c" "?" "1" 1741 NA
"27347" 21 13 "a" "0" "-" 424 "predep"
"27348" 21 13 "a" "1" "-" 418 "dep"
"27349" 21 13 "a" "2" "-" 378 "precrit"
"27350" 21 13 "a" "3" "-" 378 "precrit"
"27351" 21 13 "a" "4" "-" 361 "crit"
"27352" 21 13 "a" "5" "-" 375 "postcrit"
"27353" 21 13 "a" "6" "-" 415 "post"
"27354" 21 13 "a" "7" "-" 421 "post"
"27355" 21 13 "a" "8" "-" 626 "post"
"27356" 21 13 "a" "?" "1" 2145 NA
"27376" 21 7 "c" "0" "-" 380 "predep"
"27377" 21 7 "c" "1" "-" 405 "dep"
"27378" 21 7 "c" "2" "-" 449 "precrit"
"27379" 21 7 "c" "3" "-" 354 "precrit"
"27380" 21 7 "c" "4" "-" 352 "crit"
"27381" 21 7 "c" "5" "-" 359 "postcrit"
"27382" 21 7 "c" "6" "-" 360 "post"
"27383" 21 7 "c" "7" "-" 350 "post"
"27384" 21 7 "c" "8" "-" 805 "post"
"27385" 21 7 "c" "?" "1" 2469 NA
"27396" 21 1 "a" "0" "-" 480 "predep"
"27397" 21 1 "a" "1" "-" 525 "dep"
"27398" 21 1 "a" "2" "-" 395 "precrit"
"27399" 21 1 "a" "3" "-" 400 "precrit"
"27400" 21 1 "a" "4" "-" 363 "crit"
"27401" 21 1 "a" "5" "-" 403 "postcrit"
"27402" 21 1 "a" "6" "-" 446 "post"
"27403" 21 1 "a" "7" "-" 436 "post"
"27404" 21 1 "a" "8" "-" 551 "post"
"27405" 21 1 "a" "?" "1" 3700 NA
"27454" 21 12 "d" "0" "-" 554 "predep"
"27455" 21 12 "d" "1" "-" 388 "dep"
"27456" 21 12 "d" "2" "-" 365 "precrit"
"27457" 21 12 "d" "3" "-" 350 "precrit"
"27458" 21 12 "d" "4" "-" 385 "precrit"
"27459" 21 12 "d" "5" "-" 753 "precrit"
"27460" 21 12 "d" "6" "-" 457 "crit"
"27461" 21 12 "d" "7" "-" 400 "postcrit"
"27462" 21 12 "d" "8" "-" 423 "post"
"27463" 21 12 "d" "9" "-" 391 "post"
"27464" 21 12 "d" "10" "-" 370 "post"
"27465" 21 12 "d" "11" "-" 402 "post"
"27466" 21 12 "d" "?" "1" 2350 NA
"27496" 21 2 "b" "0" "-" 452 "predep"
"27497" 21 2 "b" "1" "-" 365 "dep"
"27498" 21 2 "b" "2" "-" 350 "precrit"
"27499" 21 2 "b" "3" "-" 334 "precrit"
"27500" 21 2 "b" "4" "-" 353 "precrit"
"27501" 21 2 "b" "5" "-" 353 "precrit"
"27502" 21 2 "b" "6" "-" 348 "crit"
"27503" 21 2 "b" "7" "-" 363 "postcrit"
"27504" 21 2 "b" "8" "-" 341 "post"
"27505" 21 2 "b" "9" "-" 349 "post"
"27506" 21 2 "b" "10" "-" 345 "post"
"27507" 21 2 "b" "11" "-" 366 "post"
"27508" 21 2 "b" "12" "-" 405 "post"
"27509" 21 2 "b" "?" "1" 3700 NA
"27531" 21 6 "b" "0" "-" 448 "predep"
"27532" 21 6 "b" "1" "-" 382 "dep"
"27533" 21 6 "b" "2" "-" 392 "precrit"
"27534" 21 6 "b" "3" "-" 369 "precrit"
"27535" 21 6 "b" "4" "-" 361 "precrit"
"27536" 21 6 "b" "5" "-" 362 "precrit"
"27537" 21 6 "b" "6" "-" 414 "precrit"
"27538" 21 6 "b" "7" "-" 450 "crit"
"27539" 21 6 "b" "8" "-" 445 "postcrit"
"27540" 21 6 "b" "9" "-" 370 "post"
"27541" 21 6 "b" "10" "-" 367 "post"
"27542" 21 6 "b" "?" "1" 2292 NA
"27600" 21 21 "a" "0" "-" 322 "predep"
"27601" 21 21 "a" "1" "-" 352 "dep"
"27602" 21 21 "a" "2" "-" 347 "precrit"
"27603" 21 21 "a" "3" "-" 342 "precrit"
"27604" 21 21 "a" "4" "-" 340 "crit"
"27605" 21 21 "a" "5" "-" 345 "postcrit"
"27606" 21 21 "a" "6" "-" 318 "post"
"27607" 21 21 "a" "7" "-" 362 "post"
"27608" 21 21 "a" "8" "-" 343 "post"
"27609" 21 21 "a" "?" "1" 3713 NA
"27627" 21 33 "a" "0" "-" 436 "predep"
"27628" 21 33 "a" "1" "-" 356 "dep"
"27629" 21 33 "a" "2" "-" 441 "precrit"
"27630" 21 33 "a" "3" "-" 394 "precrit"
"27631" 21 33 "a" "4" "-" 429 "crit"
"27632" 21 33 "a" "5" "-" 390 "postcrit"
"27633" 21 33 "a" "6" "-" 391 "post"
"27634" 21 33 "a" "7" "-" 493 "post"
"27635" 21 33 "a" "8" "-" 430 "post"
"27636" 21 33 "a" "?" "1" 1627 NA
"27648" 21 8 "d" "0" "-" 378 "predep"
"27649" 21 8 "d" "1" "-" 352 "dep"
"27650" 21 8 "d" "2" "-" 434 "precrit"
"27651" 21 8 "d" "3" "-" 335 "precrit"
"27652" 21 8 "d" "4" "-" 362 "precrit"
"27653" 21 8 "d" "5" "-" 418 "precrit"
"27654" 21 8 "d" "6" "-" 436 "crit"
"27655" 21 8 "d" "7" "-" 389 "postcrit"
"27656" 21 8 "d" "8" "-" 363 "post"
"27657" 21 8 "d" "9" "-" 336 "post"
"27658" 21 8 "d" "10" "-" 355 "post"
"27659" 21 8 "d" "11" "-" 374 "post"
"27660" 21 8 "d" "?" "1" 1673 NA
"27673" 21 28 "d" "0" "-" 478 "predep"
"27674" 21 28 "d" "1" "-" 399 "dep"
"27675" 21 28 "d" "2" "-" 440 "precrit"
"27676" 21 28 "d" "3" "-" 461 "precrit"
"27677" 21 28 "d" "4" "-" 413 "precrit"
"27678" 21 28 "d" "5" "-" 416 "precrit"
"27679" 21 28 "d" "6" "-" 441 "crit"
"27680" 21 28 "d" "7" "-" 510 "postcrit"
"27681" 21 28 "d" "8" "-" 450 "post"
"27682" 21 28 "d" "9" "-" 411 "post"
"27683" 21 28 "d" "10" "-" 584 "post"
"27684" 21 28 "d" "11" "-" 533 "post"
"27685" 21 28 "d" "?" "1" 2402 NA
"27694" 21 9 "a" "0" "-" 390 "predep"
"27695" 21 9 "a" "1" "-" 354 "dep"
"27696" 21 9 "a" "2" "-" 317 "precrit"
"27697" 21 9 "a" "3" "-" 333 "precrit"
"27698" 21 9 "a" "4" "-" 318 "crit"
"27699" 21 9 "a" "5" "-" 358 "postcrit"
"27700" 21 9 "a" "6" "-" 325 "post"
"27701" 21 9 "a" "7" "-" 340 "post"
"27702" 21 9 "a" "8" "-" 485 "post"
"27703" 21 9 "a" "?" "1" 3511 NA
"27743" 21 4 "d" "0" "-" 421 "predep"
"27744" 21 4 "d" "1" "-" 389 "dep"
"27745" 21 4 "d" "2" "-" 392 "precrit"
"27746" 21 4 "d" "3" "-" 340 "precrit"
"27747" 21 4 "d" "4" "-" 386 "precrit"
"27748" 21 4 "d" "5" "-" 439 "precrit"
"27749" 21 4 "d" "6" "-" 389 "crit"
"27750" 21 4 "d" "7" "-" 400 "postcrit"
"27751" 21 4 "d" "8" "-" 376 "post"
"27752" 21 4 "d" "9" "-" 386 "post"
"27753" 21 4 "d" "?" "1" 2879 NA
"27819" 21 14 "b" "0" "-" 389 "predep"
"27820" 21 14 "b" "1" "-" 420 "dep"
"27821" 21 14 "b" "2" "-" 420 "precrit"
"27822" 21 14 "b" "3" "-" 315 "precrit"
"27823" 21 14 "b" "4" "-" 400 "precrit"
"27824" 21 14 "b" "5" "-" 369 "precrit"
