"subj" "item" "cond" "pos" "resp" "rt" "roi"
"53851" 38 9 "b" "1" "-" 428 "dep"
"53852" 38 9 "b" "2" "-" 436 "precrit"
"53853" 38 9 "b" "3" "-" 872 "precrit"
"53854" 38 9 "b" "4" "-" 601 "precrit"
"53855" 38 9 "b" "5" "-" 423 "precrit"
"53856" 38 9 "b" "6" "-" 472 "precrit"
"53857" 38 9 "b" "7" "-" 497 "precrit"
"53858" 38 9 "b" "8" "-" 761 "crit"
"53859" 38 9 "b" "9" "-" 606 "postcrit"
"53860" 38 9 "b" "10" "-" 449 "post"
"53861" 38 9 "b" "11" "-" 501 "post"
"53862" 38 9 "b" "12" "-" 401 "post"
"53863" 38 9 "b" "13" "-" 442 "post"
"53864" 38 9 "b" "14" "-" 386 "post"
"53865" 38 9 "b" "15" "-" 378 "post"
"53866" 38 9 "b" "16" "-" 389 "post"
"53867" 38 9 "b" "17" "-" 561 "post"
"53868" 38 9 "b" "?" "1" 3447 NA
"53890" 38 5 "b" "0" "-" 67 "predep"
"53891" 38 5 "b" "1" "-" 1163 "dep"
"53892" 38 5 "b" "2" "-" 451 "precrit"
"53893" 38 5 "b" "3" "-" 453 "precrit"
"53894" 38 5 "b" "4" "-" 606 "precrit"
"53895" 38 5 "b" "5" "-" 592 "precrit"
"53896" 38 5 "b" "6" "-" 423 "precrit"
"53897" 38 5 "b" "7" "-" 492 "precrit"
"53898" 38 5 "b" "8" "-" 477 "crit"
"53899" 38 5 "b" "9" "-" 603 "postcrit"
"53900" 38 5 "b" "10" "-" 397 "post"
"53901" 38 5 "b" "11" "-" 440 "post"
"53902" 38 5 "b" "12" "-" 687 "post"
"53903" 38 5 "b" "13" "-" 421 "post"
"53904" 38 5 "b" "?" "1" 4182 NA
"53913" 38 33 "b" "0" "-" 421 "predep"
"53914" 38 33 "b" "1" "-" 410 "dep"
"53915" 38 33 "b" "2" "-" 527 "precrit"
"53916" 38 33 "b" "3" "-" 398 "precrit"
"53917" 38 33 "b" "4" "-" 413 "precrit"
"53918" 38 33 "b" "5" "-" 429 "precrit"
"53919" 38 33 "b" "6" "-" 514 "precrit"
"53920" 38 33 "b" "7" "-" 488 "precrit"
"53921" 38 33 "b" "8" "-" 502 "precrit"
"53922" 38 33 "b" "9" "-" 514 "crit"
"53923" 38 33 "b" "10" "-" 469 "postcrit"
"53924" 38 33 "b" "11" "-" 472 "post"
"53925" 38 33 "b" "12" "-" 392 "post"
"53926" 38 33 "b" "13" "-" 483 "post"
"53927" 38 33 "b" "?" "1" 3501 NA
"53979" 38 25 "b" "0" "-" 238 "predep"
"53980" 38 25 "b" "1" "-" 589 "dep"
"53981" 38 25 "b" "2" "-" 413 "precrit"
"53982" 38 25 "b" "3" "-" 432 "precrit"
"53983" 38 25 "b" "4" "-" 428 "precrit"
"53984" 38 25 "b" "5" "-" 370 "precrit"
"53985" 38 25 "b" "6" "-" 444 "precrit"
"53986" 38 25 "b" "7" "-" 435 "precrit"
"53987" 38 25 "b" "8" "-" 490 "crit"
"53988" 38 25 "b" "9" "-" 479 "postcrit"
"53989" 38 25 "b" "10" "-" 999 "post"
"53990" 38 25 "b" "11" "-" 362 "post"
"53991" 38 25 "b" "12" "-" 385 "post"
"53992" 38 25 "b" "?" "1" 2231 NA
"54022" 38 17 "b" "0" "-" 40 "predep"
"54023" 38 17 "b" "1" "-" 713 "dep"
"54024" 38 17 "b" "2" "-" 362 "precrit"
"54025" 38 17 "b" "3" "-" 325 "precrit"
"54026" 38 17 "b" "4" "-" 418 "precrit"
"54027" 38 17 "b" "5" "-" 375 "precrit"
"54028" 38 17 "b" "6" "-" 383 "precrit"
"54029" 38 17 "b" "7" "-" 449 "precrit"
"54030" 38 17 "b" "8" "-" 381 "crit"
"54031" 38 17 "b" "9" "-" 395 "postcrit"
"54032" 38 17 "b" "10" "-" 344 "post"
"54033" 38 17 "b" "11" "-" 397 "post"
"54034" 38 17 "b" "12" "-" 345 "post"
"54035" 38 17 "b" "13" "-" 329 "post"
"54036" 38 17 "b" "14" "-" 398 "post"
"54037" 38 17 "b" "?" "1" 2790 NA
"54048" 38 13 "b" "0" "-" 490 "predep"
"54049" 38 13 "b" "1" "-" 624 "dep"
"54050" 38 13 "b" "2" "-" 393 "precrit"
"54051" 38 13 "b" "3" "-" 374 "precrit"
"54052" 38 13 "b" "4" "-" 428 "precrit"
"54053" 38 13 "b" "5" "-" 453 "precrit"
"54054" 38 13 "b" "6" "-" 440 "precrit"
"54055" 38 13 "b" "7" "-" 397 "precrit"
"54056" 38 13 "b" "8" "-" 407 "crit"
"54057" 38 13 "b" "9" "-" 1197 "postcrit"
"54058" 38 13 "b" "10" "-" 416 "post"
"54059" 38 13 "b" "11" "-" 531 "post"
"54060" 38 13 "b" "12" "-" 387 "post"
"54061" 38 13 "b" "13" "-" 336 "post"
"54062" 38 13 "b" "14" "-" 326 "post"
"54063" 38 13 "b" "15" "-" 396 "post"
"54064" 38 13 "b" "?" "1" 2719 NA
"54075" 38 31 "d" "0" "-" 484 "predep"
"54076" 38 31 "d" "1" "-" 1030 "dep"
"54077" 38 31 "d" "2" "-" 377 "precrit"
"54078" 38 31 "d" "3" "-" 360 "precrit"
"54079" 38 31 "d" "4" "-" 411 "precrit"
"54080" 38 31 "d" "5" "-" 2370 "precrit"
"54081" 38 31 "d" "6" "-" 452 "precrit"
"54082" 38 31 "d" "7" "-" 390 "precrit"
"54083" 38 31 "d" "8" "-" 439 "crit"
"54084" 38 31 "d" "9" "-" 559 "postcrit"
"54085" 38 31 "d" "10" "-" 501 "post"
"54086" 38 31 "d" "11" "-" 1541 "post"
"54087" 38 31 "d" "?" "1" 7595 NA
"54119" 38 28 "a" "0" "-" 481 "predep"
"54120" 38 28 "a" "1" "-" 461 "dep"
"54121" 38 28 "a" "2" "-" 400 "precrit"
"54122" 38 28 "a" "3" "-" 464 "precrit"
"54123" 38 28 "a" "4" "-" 430 "crit"
"54124" 38 28 "a" "5" "-" 389 "postcrit"
"54125" 38 28 "a" "6" "-" 525 "post"
"54126" 38 28 "a" "7" "-" 474 "post"
"54127" 38 28 "a" "8" "-" 655 "post"
"54128" 38 28 "a" "9" "-" 508 "post"
"54129" 38 28 "a" "10" "-" 607 "post"
"54130" 38 28 "a" "11" "-" 580 "post"
"54131" 38 28 "a" "?" "1" 4837 NA
"54142" 38 8 "a" "0" "-" 449 "predep"
"54143" 38 8 "a" "1" "-" 1046 "dep"
"54144" 38 8 "a" "2" "-" 446 "precrit"
"54145" 38 8 "a" "3" "-" 352 "precrit"
"54146" 38 8 "a" "4" "-" 363 "crit"
"54147" 38 8 "a" "5" "-" 608 "postcrit"
"54148" 38 8 "a" "6" "-" 479 "post"
"54149" 38 8 "a" "7" "-" 469 "post"
"54150" 38 8 "a" "8" "-" 447 "post"
"54151" 38 8 "a" "9" "-" 369 "post"
"54152" 38 8 "a" "?" "1" 2285 NA
"54174" 38 24 "a" "0" "-" 432 "predep"
"54175" 38 24 "a" "1" "-" 434 "dep"
"54176" 38 24 "a" "2" "-" 437 "precrit"
"54177" 38 24 "a" "3" "-" 452 "precrit"
"54178" 38 24 "a" "4" "-" 455 "crit"
"54179" 38 24 "a" "5" "-" 459 "postcrit"
"54180" 38 24 "a" "6" "-" 530 "post"
"54181" 38 24 "a" "7" "-" 462 "post"
"54182" 38 24 "a" "8" "-" 428 "post"
"54183" 38 24 "a" "?" "1" 2569 NA
"54234" 38 36 "a" "0" "-" 416 "predep"
"54235" 38 36 "a" "1" "-" 601 "dep"
"54236" 38 36 "a" "2" "-" 481 "precrit"
"54237" 38 36 "a" "3" "-" 485 "precrit"
"54238" 38 36 "a" "4" "-" 423 "crit"
"54239" 38 36 "a" "5" "-" 409 "postcrit"
"54240" 38 36 "a" "6" "-" 455 "post"
"54241" 38 36 "a" "7" "-" 717 "post"
"54242" 38 36 "a" "8" "-" 545 "post"
"54243" 38 36 "a" "9" "-" 683 "post"
"54244" 38 36 "a" "?" "1" 2923 NA
"54265" 38 22 "c" "0" "-" 423 "predep"
"54266" 38 22 "c" "1" "-" 441 "dep"
"54267" 38 22 "c" "2" "-" 443 "precrit"
"54268" 38 22 "c" "3" "-" 400 "precrit"
"54269" 38 22 "c" "4" "-" 446 "crit"
"54270" 38 22 "c" "5" "-" 439 "postcrit"
"54271" 38 22 "c" "6" "-" 494 "post"
"54272" 38 22 "c" "7" "-" 415 "post"
"54273" 38 22 "c" "8" "-" 428 "post"
"54274" 38 22 "c" "9" "-" 571 "post"
"54275" 38 22 "c" "10" "-" 454 "post"
"54276" 38 22 "c" "11" "-" 568 "post"
"54277" 38 22 "c" "12" "-" 559 "post"
"54278" 38 22 "c" "?" "1" 2181 NA
"54334" 38 7 "d" "0" "-" 412 "predep"
"54335" 38 7 "d" "1" "-" 588 "dep"
"54336" 38 7 "d" "2" "-" 564 "precrit"
"54337" 38 7 "d" "3" "-" 584 "precrit"
"54338" 38 7 "d" "4" "-" 627 "precrit"
"54339" 38 7 "d" "5" "-" 585 "precrit"
"54340" 38 7 "d" "6" "-" 582 "precrit"
"54341" 38 7 "d" "7" "-" 524 "precrit"
"54342" 38 7 "d" "8" "-" 449 "crit"
"54343" 38 7 "d" "9" "-" 443 "postcrit"
"54344" 38 7 "d" "10" "-" 423 "post"
"54345" 38 7 "d" "11" "-" 624 "post"
"54346" 38 7 "d" "12" "-" 462 "post"
"54347" 38 7 "d" "13" "-" 476 "post"
"54348" 38 7 "d" "14" "-" 448 "post"
"54349" 38 7 "d" "15" "-" 740 "post"
"54350" 38 7 "d" "?" "0" 5786 NA
"54361" 38 35 "d" "0" "-" 1706 "predep"
"54362" 38 35 "d" "1" "-" 752 "dep"
"54363" 38 35 "d" "2" "-" 501 "precrit"
"54364" 38 35 "d" "3" "-" 690 "precrit"
"54365" 38 35 "d" "4" "-" 1246 "precrit"
"54366" 38 35 "d" "5" "-" 553 "precrit"
"54367" 38 35 "d" "6" "-" 566 "precrit"
"54368" 38 35 "d" "7" "-" 599 "precrit"
"54369" 38 35 "d" "8" "-" 2192 "crit"
"54370" 38 35 "d" "9" "-" 453 "postcrit"
"54371" 38 35 "d" "10" "-" 1235 "post"
"54372" 38 35 "d" "11" "-" 421 "post"
"54373" 38 35 "d" "12" "-" 362 "post"
"54374" 38 35 "d" "13" "-" 416 "post"
"54375" 38 35 "d" "?" "1" 2545 NA
"54432" 38 15 "d" "0" "-" 374 "predep"
"54433" 38 15 "d" "1" "-" 268 "dep"
"54434" 38 15 "d" "2" "-" 228 "precrit"
"54435" 38 15 "d" "3" "-" 848 "precrit"
"54436" 38 15 "d" "4" "-" 486 "precrit"
"54437" 38 15 "d" "5" "-" 451 "precrit"
"54438" 38 15 "d" "6" "-" 406 "precrit"
"54439" 38 15 "d" "7" "-" 356 "precrit"
"54440" 38 15 "d" "8" "-" 345 "crit"
"54441" 38 15 "d" "9" "-" 454 "postcrit"
"54442" 38 15 "d" "10" "-" 269 "post"
"54443" 38 15 "d" "11" "-" 411 "post"
"54444" 38 15 "d" "12" "-" 381 "post"
"54445" 38 15 "d" "13" "-" 372 "post"
"54446" 38 15 "d" "14" "-" 312 "post"
"54447" 38 15 "d" "15" "-" 353 "post"
"54448" 38 15 "d" "16" "-" 362 "post"
"54449" 38 15 "d" "?" "1" 2002 NA
"54462" 38 30 "c" "0" "-" 512 "predep"
"54463" 38 30 "c" "1" "-" 558 "dep"
"54464" 38 30 "c" "2" "-" 527 "precrit"
"54465" 38 30 "c" "3" "-" 427 "precrit"
"54466" 38 30 "c" "4" "-" 384 "crit"
"54467" 38 30 "c" "5" "-" 312 "postcrit"
"54468" 38 30 "c" "6" "-" 309 "post"
"54469" 38 30 "c" "7" "-" 320 "post"
"54470" 38 30 "c" "8" "-" 391 "post"
"54471" 38 30 "c" "?" "1" 3505 NA
"54483" 38 18 "c" "0" "-" 365 "predep"
"54484" 38 18 "c" "1" "-" 316 "dep"
"54485" 38 18 "c" "2" "-" 540 "precrit"
"54486" 38 18 "c" "3" "-" 374 "precrit"
"54487" 38 18 "c" "4" "-" 356 "crit"
"54488" 38 18 "c" "5" "-" 358 "postcrit"
"54489" 38 18 "c" "6" "-" 341 "post"
"54490" 38 18 "c" "7" "-" 322 "post"
"54491" 38 18 "c" "8" "-" 371 "post"
"54492" 38 18 "c" "9" "-" 370 "post"
"54493" 38 18 "c" "?" "1" 2797 NA
"54505" 38 3 "d" "0" "-" 390 "predep"
"54506" 38 3 "d" "1" "-" 408 "dep"
"54507" 38 3 "d" "2" "-" 425 "precrit"
"54508" 38 3 "d" "3" "-" 441 "precrit"
"54509" 38 3 "d" "4" "-" 373 "precrit"
"54510" 38 3 "d" "5" "-" 406 "precrit"
"54511" 38 3 "d" "6" "-" 424 "precrit"
"54512" 38 3 "d" "7" "-" 540 "precrit"
"54513" 38 3 "d" "8" "-" 448 "crit"
"54514" 38 3 "d" "9" "-" 468 "postcrit"
"54515" 38 3 "d" "10" "-" 482 "post"
"54516" 38 3 "d" "11" "-" 408 "post"
"54517" 38 3 "d" "12" "-" 478 "post"
"54518" 38 3 "d" "13" "-" 1450 "post"
"54519" 38 3 "d" "?" "1" 2866 NA
"54578" 38 27 "d" "0" "-" 429 "predep"
"54579" 38 27 "d" "1" "-" 993 "dep"
"54580" 38 27 "d" "2" "-" 595 "precrit"
"54581" 38 27 "d" "3" "-" 862 "precrit"
"54582" 38 27 "d" "4" "-" 754 "precrit"
"54583" 38 27 "d" "5" "-" 774 "precrit"
"54584" 38 27 "d" "6" "-" 841 "precrit"
"54585" 38 27 "d" "7" "-" 452 "precrit"
"54586" 38 27 "d" "8" "-" 728 "crit"
"54587" 38 27 "d" "9" "-" 505 "postcrit"
"54588" 38 27 "d" "10" "-" 975 "post"
"54589" 38 27 "d" "11" "-" 1077 "post"
"54590" 38 27 "d" "12" "-" 1261 "post"
"54591" 38 27 "d" "13" "-" 1211 "post"
"54592" 38 27 "d" "14" "-" 1070 "post"
"54593" 38 27 "d" "?" "1" 2651 NA
"54681" 38 2 "c" "0" "-" 367 "predep"
"54682" 38 2 "c" "1" "-" 478 "dep"
"54683" 38 2 "c" "2" "-" 447 "precrit"
"54684" 38 2 "c" "3" "-" 314 "precrit"
"54685" 38 2 "c" "4" "-" 339 "crit"
"54686" 38 2 "c" "5" "-" 298 "postcrit"
"54687" 38 2 "c" "6" "-" 324 "post"
"54688" 38 2 "c" "7" "-" 316 "post"
"54689" 38 2 "c" "8" "-" 309 "post"
"54690" 38 2 "c" "?" "1" 1837 NA
"54722" 38 1 "b" "0" "-" 378 "predep"
"54723" 38 1 "b" "1" "-" 331 "dep"
"54724" 38 1 "b" "2" "-" 345 "precrit"
"54725" 38 1 "b" "3" "-" 258 "precrit"
"54726" 38 1 "b" "4" "-" 405 "precrit"
"54727" 38 1 "b" "5" "-" 331 "precrit"
"54728" 38 1 "b" "6" "-" 398 "precrit"
"54729" 38 1 "b" "7" "-" 318 "precrit"
"54730" 38 1 "b" "8" "-" 349 "crit"
"54731" 38 1 "b" "9" "-" 460 "postcrit"
"54732" 38 1 "b" "10" "-" 438 "post"
"54733" 38 1 "b" "11" "-" 390 "post"
"54734" 38 1 "b" "12" "-" 393 "post"
"54735" 38 1 "b" "?" "1" 1977 NA
"54795" 39 31 "a" "0" "-" 585 "predep"
"54796" 39 31 "a" "1" "-" 632 "dep"
"54797" 39 31 "a" "2" "-" 697 "precrit"
"54798" 39 31 "a" "3" "-" 584 "precrit"
"54799" 39 31 "a" "4" "-" 524 "crit"
"54800" 39 31 "a" "5" "-" 621 "postcrit"
"54801" 39 31 "a" "6" "-" 576 "post"
"54802" 39 31 "a" "7" "-" 665 "post"
"54803" 39 31 "a" "8" "-" 1099 "post"
"54804" 39 31 "a" "?" "1" 2164 NA
"54815" 39 25 "c" "0" "-" 757 "predep"
"54816" 39 25 "c" "1" "-" 542 "dep"
"54817" 39 25 "c" "2" "-" 589 "precrit"
"54818" 39 25 "c" "3" "-" 601 "precrit"
"54819" 39 25 "c" "4" "-" 517 "crit"
"54820" 39 25 "c" "5" "-" 547 "postcrit"
"54821" 39 25 "c" "6" "-" 486 "post"
"54822" 39 25 "c" "7" "-" 603 "post"
"54823" 39 25 "c" "8" "-" 493 "post"
"54824" 39 25 "c" "9" "-" 601 "post"
"54825" 39 25 "c" "10" "-" 1088 "post"
"54826" 39 25 "c" "?" "1" 2408 NA
"54837" 39 30 "d" "0" "-" 462 "predep"
"54838" 39 30 "d" "1" "-" 517 "dep"
"54839" 39 30 "d" "2" "-" 523 "precrit"
"54840" 39 30 "d" "3" "-" 520 "precrit"
"54841" 39 30 "d" "4" "-" 581 "precrit"
"54842" 39 30 "d" "5" "-" 884 "precrit"
"54843" 39 30 "d" "6" "-" 712 "precrit"
"54844" 39 30 "d" "7" "-" 573 "precrit"
"54845" 39 30 "d" "8" "-" 1200 "crit"
"54846" 39 30 "d" "9" "-" 609 "postcrit"
"54847" 39 30 "d" "10" "-" 504 "post"
"54848" 39 30 "d" "11" "-" 686 "post"
"54849" 39 30 "d" "12" "-" 621 "post"
"54850" 39 30 "d" "?" "1" 3427 NA
"54897" 39 15 "a" "0" "-" 517 "predep"
"54898" 39 15 "a" "1" "-" 521 "dep"
"54899" 39 15 "a" "2" "-" 496 "precrit"
"54900" 39 15 "a" "3" "-" 391 "precrit"
"54901" 39 15 "a" "4" "-" 473 "crit"
"54902" 39 15 "a" "5" "-" 483 "postcrit"
"54903" 39 15 "a" "6" "-" 461 "post"
"54904" 39 15 "a" "7" "-" 500 "post"
"54905" 39 15 "a" "8" "-" 465 "post"
"54906" 39 15 "a" "9" "-" 657 "post"
"54907" 39 15 "a" "10" "-" 382 "post"
"54908" 39 15 "a" "11" "-" 444 "post"
"54909" 39 15 "a" "12" "-" 449 "post"
"54910" 39 15 "a" "?" "1" 1920 NA
"54975" 39 18 "d" "0" "-" 593 "predep"
"54976" 39 18 "d" "1" "-" 348 "dep"
"54977" 39 18 "d" "2" "-" 541 "precrit"
"54978" 39 18 "d" "3" "-" 402 "precrit"
"54979" 39 18 "d" "4" "-" 422 "precrit"
"54980" 39 18 "d" "5" "-" 397 "precrit"
"54981" 39 18 "d" "6" "-" 379 "precrit"
"54982" 39 18 "d" "7" "-" 378 "precrit"
"54983" 39 18 "d" "8" "-" 508 "crit"
"54984" 39 18 "d" "9" "-" 468 "postcrit"
"54985" 39 18 "d" "10" "-" 389 "post"
"54986" 39 18 "d" "11" "-" 420 "post"
"54987" 39 18 "d" "12" "-" 405 "post"
"54988" 39 18 "d" "13" "-" 440 "post"
"54989" 39 18 "d" "?" "0" 1946 NA
"55009" 39 13 "c" "0" "-" 564 "predep"
"55010" 39 13 "c" "1" "-" 345 "dep"
"55011" 39 13 "c" "2" "-" 450 "precrit"
"55012" 39 13 "c" "3" "-" 317 "precrit"
"55013" 39 13 "c" "4" "-" 307 "crit"
"55014" 39 13 "c" "5" "-" 522 "postcrit"
"55015" 39 13 "c" "6" "-" 363 "post"
"55016" 39 13 "c" "7" "-" 386 "post"
"55017" 39 13 "c" "8" "-" 580 "post"
"55018" 39 13 "c" "?" "1" 1855 NA
"55047" 39 3 "a" "0" "-" 629 "predep"
"55048" 39 3 "a" "1" "-" 397 "dep"
"55049" 39 3 "a" "2" "-" 491 "precrit"
"55050" 39 3 "a" "3" "-" 493 "precrit"
"55051" 39 3 "a" "4" "-" 512 "crit"
"55052" 39 3 "a" "5" "-" 459 "postcrit"
"55053" 39 3 "a" "6" "-" 458 "post"
"55054" 39 3 "a" "7" "-" 435 "post"
"55055" 39 3 "a" "8" "-" 465 "post"
"55056" 39 3 "a" "9" "-" 402 "post"
"55057" 39 3 "a" "10" "-" 379 "post"
"55058" 39 3 "a" "?" "1" 1586 NA
"55070" 39 2 "d" "0" "-" 570 "predep"
"55071" 39 2 "d" "1" "-" 370 "dep"
"55072" 39 2 "d" "2" "-" 417 "precrit"
"55073" 39 2 "d" "3" "-" 320 "precrit"
"55074" 39 2 "d" "4" "-" 473 "precrit"
"55075" 39 2 "d" "5" "-" 487 "precrit"
"55076" 39 2 "d" "6" "-" 428 "precrit"
"55077" 39 2 "d" "7" "-" 372 "precrit"
"55078" 39 2 "d" "8" "-" 407 "crit"
"55079" 39 2 "d" "9" "-" 442 "postcrit"
"55080" 39 2 "d" "10" "-" 341 "post"
"55081" 39 2 "d" "11" "-" 401 "post"
"55082" 39 2 "d" "12" "-" 417 "post"
"55083" 39 2 "d" "?" "1" 1760 NA
"55131" 39 22 "d" "0" "-" 471 "predep"
"55132" 39 22 "d" "1" "-" 487 "dep"
"55133" 39 22 "d" "2" "-" 348 "precrit"
"55134" 39 22 "d" "3" "-" 305 "precrit"
"55135" 39 22 "d" "4" "-" 336 "precrit"
"55136" 39 22 "d" "5" "-" 484 "precrit"
"55137" 39 22 "d" "6" "-" 345 "precrit"
"55138" 39 22 "d" "7" "-" 359 "precrit"
"55139" 39 22 "d" "8" "-" 376 "crit"
"55140" 39 22 "d" "9" "-" 359 "postcrit"
"55141" 39 22 "d" "10" "-" 313 "post"
"55142" 39 22 "d" "11" "-" 281 "post"
"55143" 39 22 "d" "12" "-" 397 "post"
"55144" 39 22 "d" "13" "-" 330 "post"
"55145" 39 22 "d" "14" "-" 316 "post"
"55146" 39 22 "d" "15" "-" 344 "post"
"55147" 39 22 "d" "16" "-" 318 "post"
"55148" 39 22 "d" "?" "1" 2588 NA
"55167" 39 1 "c" "0" "-" 427 "predep"
"55168" 39 1 "c" "1" "-" 280 "dep"
"55169" 39 1 "c" "2" "-" 505 "precrit"
"55170" 39 1 "c" "3" "-" 439 "precrit"
"55171" 39 1 "c" "4" "-" 309 "crit"
"55172" 39 1 "c" "5" "-" 369 "postcrit"
"55173" 39 1 "c" "6" "-" 280 "post"
"55174" 39 1 "c" "7" "-" 249 "post"
"55175" 39 1 "c" "8" "-" 387 "post"
"55176" 39 1 "c" "?" "1" 1552 NA
"55196" 39 10 "d" "0" "-" 501 "predep"
"55197" 39 10 "d" "1" "-" 456 "dep"
"55198" 39 10 "d" "2" "-" 359 "precrit"
"55199" 39 10 "d" "3" "-" 302 "precrit"
"55200" 39 10 "d" "4" "-" 378 "precrit"
"55201" 39 10 "d" "5" "-" 333 "precrit"
"55202" 39 10 "d" "6" "-" 341 "precrit"
"55203" 39 10 "d" "7" "-" 323 "precrit"
"55204" 39 10 "d" "8" "-" 352 "crit"
"55205" 39 10 "d" "9" "-" 367 "postcrit"
"55206" 39 10 "d" "10" "-" 284 "post"
"55207" 39 10 "d" "11" "-" 475 "post"
"55208" 39 10 "d" "12" "-" 354 "post"
"55209" 39 10 "d" "13" "-" 318 "post"
"55210" 39 10 "d" "14" "-" 382 "post"
"55211" 39 10 "d" "?" "1" 1612 NA
"55263" 39 33 "c" "0" "-" 366 "predep"
"55264" 39 33 "c" "1" "-" 328 "dep"
"55265" 39 33 "c" "2" "-" 394 "precrit"
"55266" 39 33 "c" "3" "-" 339 "precrit"
"55267" 39 33 "c" "4" "-" 325 "crit"
"55268" 39 33 "c" "5" "-" 418 "postcrit"
"55269" 39 33 "c" "6" "-" 281 "post"
"55270" 39 33 "c" "7" "-" 411 "post"
"55271" 39 33 "c" "8" "-" 343 "post"
"55272" 39 33 "c" "9" "-" 327 "post"
"55273" 39 33 "c" "?" "1" 1599 NA
"55299" 39 32 "b" "0" "-" 463 "predep"
"55300" 39 32 "b" "1" "-" 336 "dep"
"55301" 39 32 "b" "2" "-" 386 "precrit"
"55302" 39 32 "b" "3" "-" 332 "precrit"
"55303" 39 32 "b" "4" "-" 294 "precrit"
"55304" 39 32 "b" "5" "-" 791 "precrit"
"55305" 39 32 "b" "6" "-" 357 "precrit"
"55306" 39 32 "b" "7" "-" 456 "precrit"
"55307" 39 32 "b" "8" "-" 278 "crit"
"55308" 39 32 "b" "9" "-" 402 "postcrit"
"55309" 39 32 "b" "10" "-" 290 "post"
"55310" 39 32 "b" "11" "-" 320 "post"
"55311" 39 32 "b" "12" "-" 342 "post"
"55312" 39 32 "b" "13" "-" 299 "post"
"55313" 39 32 "b" "?" "1" 1516 NA
"55334" 39 11 "a" "0" "-" 442 "predep"
"55335" 39 11 "a" "1" "-" 398 "dep"
"55336" 39 11 "a" "2" "-" 357 "precrit"
"55337" 39 11 "a" "3" "-" 345 "precrit"
"55338" 39 11 "a" "4" "-" 480 "crit"
"55339" 39 11 "a" "5" "-" 291 "postcrit"
"55340" 39 11 "a" "6" "-" 317 "post"
"55341" 39 11 "a" "7" "-" 349 "post"
"55342" 39 11 "a" "8" "-" 348 "post"
"55343" 39 11 "a" "9" "-" 333 "post"
"55344" 39 11 "a" "?" "1" 1483 NA
"55378" 39 23 "a" "0" "-" 681 "predep"
"55379" 39 23 "a" "1" "-" 326 "dep"
"55380" 39 23 "a" "2" "-" 445 "precrit"
"55381" 39 23 "a" "3" "-" 327 "precrit"
"55382" 39 23 "a" "4" "-" 260 "crit"
"55383" 39 23 "a" "5" "-" 388 "postcrit"
"55384" 39 23 "a" "6" "-" 287 "post"
"55385" 39 23 "a" "7" "-" 328 "post"
"55386" 39 23 "a" "8" "-" 300 "post"
"55387" 39 23 "a" "9" "-" 320 "post"
"55388" 39 23 "a" "10" "-" 340 "post"
"55389" 39 23 "a" "11" "-" 450 "post"
"55390" 39 23 "a" "12" "-" 419 "post"
"55391" 39 23 "a" "13" "-" 307 "post"
"55392" 39 23 "a" "14" "-" 333 "post"
"55393" 39 23 "a" "?" "1" 1439 NA
"55458" 39 14 "d" "0" "-" 423 "predep"
"55459" 39 14 "d" "1" "-" 349 "dep"
"55460" 39 14 "d" "2" "-" 420 "precrit"
"55461" 39 14 "d" "3" "-" 265 "precrit"
"55462" 39 14 "d" "4" "-" 340 "precrit"
"55463" 39 14 "d" "5" "-" 400 "precrit"
"55464" 39 14 "d" "6" "-" 278 "precrit"
"55465" 39 14 "d" "7" "-" 361 "precrit"
"55466" 39 14 "d" "8" "-" 325 "crit"
"55467" 39 14 "d" "9" "-" 399 "postcrit"
"55468" 39 14 "d" "10" "-" 260 "post"
"55469" 39 14 "d" "11" "-" 295 "post"
"55470" 39 14 "d" "12" "-" 278 "post"
"55471" 39 14 "d" "13" "-" 346 "post"
"55472" 39 14 "d" "?" "1" 2174 NA
"55482" 39 17 "c" "0" "-" 558 "predep"
"55483" 39 17 "c" "1" "-" 394 "dep"
"55484" 39 17 "c" "2" "-" 315 "precrit"
"55485" 39 17 "c" "3" "-" 460 "precrit"
"55486" 39 17 "c" "4" "-" 376 "crit"
"55487" 39 17 "c" "5" "-" 262 "postcrit"
"55488" 39 17 "c" "6" "-" 270 "post"
"55489" 39 17 "c" "7" "-" 283 "post"
"55490" 39 17 "c" "8" "-" 354 "post"
"55491" 39 17 "c" "9" "-" 246 "post"
"55492" 39 17 "c" "10" "-" 280 "post"
"55493" 39 17 "c" "?" "1" 2178 NA
"55513" 39 19 "a" "0" "-" 440 "predep"
"55514" 39 19 "a" "1" "-" 508 "dep"
"55515" 39 19 "a" "2" "-" 367 "precrit"
"55516" 39 19 "a" "3" "-" 285 "precrit"
"55517" 39 19 "a" "4" "-" 322 "crit"
"55518" 39 19 "a" "5" "-" 314 "postcrit"
"55519" 39 19 "a" "6" "-" 287 "post"
"55520" 39 19 "a" "7" "-" 314 "post"
"55521" 39 19 "a" "8" "-" 349 "post"
"55522" 39 19 "a" "?" "1" 1543 NA
"55567" 39 35 "a" "0" "-" 505 "predep"
"55568" 39 35 "a" "1" "-" 482 "dep"
"55569" 39 35 "a" "2" "-" 353 "precrit"
"55570" 39 35 "a" "3" "-" 293 "precrit"
"55571" 39 35 "a" "4" "-" 392 "crit"
"55572" 39 35 "a" "5" "-" 386 "postcrit"
"55573" 39 35 "a" "6" "-" 411 "post"
