subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
001	5	21	182	1	0	21	0	0	ff	8	NA	NA
001	5	21	1694	1	0	21	0	0	fp	8	NA	NA
001	5	21	1694	1	0	21	0	0	rp	8	NA	NA
001	5	21	0	1	0	21	0	0	pr	8	NA	NA
001	5	21	1694	1	0	21	0	0	rb	8	NA	NA
001	5	21	329	1	0	21	0	0	rr	8	NA	NA
001	5	21	2023	1	0	21	0	0	tt	8	NA	NA
001	5	21	214	2	21	41	0	0	ff	8	NA	NA
001	5	21	706	2	21	41	0	0	fp	8	NA	NA
001	5	21	706	2	21	41	0	0	rp	8	NA	NA
001	5	21	0	2	21	41	0	0	pr	8	NA	NA
001	5	21	706	2	21	41	0	0	rb	8	NA	NA
001	5	21	NA	2	21	41	0	0	rr	8	NA	NA
001	5	21	706	2	21	41	0	0	tt	8	NA	NA
001	5	21	285	3	41	61	0	0	ff	8	NA	NA
001	5	21	1306	3	41	61	0	0	fp	8	NA	NA
001	5	21	1306	3	41	61	0	0	rp	8	NA	NA
001	5	21	0	3	41	61	0	0	pr	8	NA	NA
001	5	21	1306	3	41	61	0	0	rb	8	NA	NA
001	5	21	NA	3	41	61	0	0	rr	8	NA	NA
001	5	21	1306	3	41	61	0	0	tt	8	NA	NA
001	5	21	163	4	61	77	0	0	ff	8	NA	NA
001	5	21	1320	4	61	77	0	0	fp	8	NA	NA
001	5	21	1320	4	61	77	0	0	rp	8	NA	NA
001	5	21	0	4	61	77	0	0	pr	8	NA	NA
001	5	21	1320	4	61	77	0	0	rb	8	NA	NA
001	5	21	172	4	61	77	0	0	rr	8	NA	NA
001	5	21	1492	4	61	77	0	0	tt	8	NA	NA
001	5	21	233	5	77	92	0	0	ff	8	NA	NA
001	5	21	233	5	77	92	0	0	fp	8	NA	NA
001	5	21	757	5	77	92	0	0	rp	8	NA	NA
001	5	21	1	5	77	92	0	0	pr	8	NA	NA
001	5	21	585	5	77	92	0	0	rb	8	NA	NA
001	5	21	352	5	77	92	0	0	rr	8	NA	NA
001	5	21	585	5	77	92	0	0	tt	8	NA	NA
001	5	21	165	6	92	115	0	0	ff	8	NA	NA
001	5	21	2312	6	92	115	0	0	fp	8	NA	NA
001	5	21	2897	6	92	115	0	0	rp	8	NA	NA
001	5	21	1	6	92	115	0	0	pr	8	NA	NA
001	5	21	2312	6	92	115	0	0	rb	8	NA	NA
001	5	21	NA	6	92	115	0	0	rr	8	NA	NA
001	5	21	2312	6	92	115	0	0	tt	8	NA	NA
001	3	19	187	1	0	20	0	0	ff	37	NA	NA
001	3	19	1062	1	0	20	0	0	fp	37	NA	NA
001	3	19	1062	1	0	20	0	0	rp	37	NA	NA
001	3	19	0	1	0	20	0	0	pr	37	NA	NA
001	3	19	1062	1	0	20	0	0	rb	37	NA	NA
001	3	19	1856	1	0	20	0	0	rr	37	NA	NA
001	3	19	2918	1	0	20	0	0	tt	37	NA	NA
001	3	19	252	2	20	32	0	0	ff	37	NA	NA
001	3	19	699	2	20	32	0	0	fp	37	NA	NA
001	3	19	2822	2	20	32	0	0	rp	37	NA	NA
001	3	19	1	2	20	32	0	0	pr	37	NA	NA
001	3	19	1157	2	20	32	0	0	rb	37	NA	NA
001	3	19	639	2	20	32	0	0	rr	37	NA	NA
001	3	19	1338	2	20	32	0	0	tt	37	NA	NA
001	3	19	277	3	32	49	0	0	ff	37	NA	NA
001	3	19	277	3	32	49	0	0	fp	37	NA	NA
001	3	19	796	3	32	49	0	0	rp	37	NA	NA
001	3	19	1	3	32	49	0	0	pr	37	NA	NA
001	3	19	424	3	32	49	0	0	rb	37	NA	NA
001	3	19	147	3	32	49	0	0	rr	37	NA	NA
001	3	19	424	3	32	49	0	0	tt	37	NA	NA
001	3	19	186	4	49	59	0	0	ff	37	NA	NA
001	3	19	186	4	49	59	0	0	fp	37	NA	NA
001	3	19	186	4	49	59	0	0	rp	37	NA	NA
001	3	19	0	4	49	59	0	0	pr	37	NA	NA
001	3	19	186	4	49	59	0	0	rb	37	NA	NA
001	3	19	NA	4	49	59	0	0	rr	37	NA	NA
001	3	19	186	4	49	59	0	0	tt	37	NA	NA
001	3	19	195	5	59	70	0	0	ff	37	NA	NA
001	3	19	195	5	59	70	0	0	fp	37	NA	NA
001	3	19	195	5	59	70	0	0	rp	37	NA	NA
001	3	19	0	5	59	70	0	0	pr	37	NA	NA
001	3	19	195	5	59	70	0	0	rb	37	NA	NA
001	3	19	NA	5	59	70	0	0	rr	37	NA	NA
001	3	19	195	5	59	70	0	0	tt	37	NA	NA
001	3	19	173	6	70	95	0	0	ff	37	NA	NA
001	3	19	1218	6	70	95	0	0	fp	37	NA	NA
001	3	19	1218	6	70	95	0	0	rp	37	NA	NA
001	3	19	0	6	70	95	0	0	pr	37	NA	NA
001	3	19	1218	6	70	95	0	0	rb	37	NA	NA
001	3	19	NA	6	70	95	0	0	rr	37	NA	NA
001	3	19	1218	6	70	95	0	0	tt	37	NA	NA
001	2	10	348	1	0	19	0	0	ff	23	NA	NA
001	2	10	872	1	0	19	0	0	fp	23	NA	NA
001	2	10	NA	1	0	19	0	0	rp	23	NA	NA
001	2	10	NA	1	0	19	0	0	pr	23	NA	NA
001	2	10	NA	1	0	19	0	0	rb	23	NA	NA
001	2	10	NA	1	0	19	0	0	rr	23	NA	NA
001	2	10	872	1	0	19	0	0	tt	23	NA	NA
001	2	10	153	2	19	33	0	0	ff	23	NA	NA
001	2	10	153	2	19	33	0	0	fp	23	NA	NA
001	2	10	1287	2	19	33	0	0	rp	23	NA	NA
001	2	10	1	2	19	33	0	0	pr	23	NA	NA
001	2	10	415	2	19	33	0	0	rb	23	NA	NA
001	2	10	262	2	19	33	0	0	rr	23	NA	NA
001	2	10	415	2	19	33	0	0	tt	23	NA	NA
001	2	10	248	3	33	50	0	0	ff	23	NA	NA
001	2	10	411	3	33	50	0	0	fp	23	NA	NA
001	2	10	411	3	33	50	0	0	rp	23	NA	NA
001	2	10	0	3	33	50	0	0	pr	23	NA	NA
001	2	10	411	3	33	50	0	0	rb	23	NA	NA
001	2	10	154	3	33	50	0	0	rr	23	NA	NA
001	2	10	565	3	33	50	0	0	tt	23	NA	NA
001	2	10	198	4	50	59	0	0	ff	23	NA	NA
001	2	10	397	4	50	59	0	0	fp	23	NA	NA
001	2	10	551	4	50	59	0	0	rp	23	NA	NA
001	2	10	1	4	50	59	0	0	pr	23	NA	NA
001	2	10	397	4	50	59	0	0	rb	23	NA	NA
001	2	10	NA	4	50	59	0	0	rr	23	NA	NA
001	2	10	397	4	50	59	0	0	tt	23	NA	NA
001	2	10	223	5	59	73	0	0	ff	23	NA	NA
001	2	10	452	5	59	73	0	0	fp	23	NA	NA
001	2	10	452	5	59	73	0	0	rp	23	NA	NA
001	2	10	0	5	59	73	0	0	pr	23	NA	NA
001	2	10	452	5	59	73	0	0	rb	23	NA	NA
001	2	10	782	5	59	73	0	0	rr	23	NA	NA
001	2	10	1234	5	59	73	0	0	tt	23	NA	NA
001	2	10	216	6	73	100	0	0	ff	23	NA	NA
001	2	10	407	6	73	100	0	0	fp	23	NA	NA
001	2	10	1414	6	73	100	0	0	rp	23	NA	NA
001	2	10	1	6	73	100	0	0	pr	23	NA	NA
001	2	10	632	6	73	100	0	0	rb	23	NA	NA
001	2	10	225	6	73	100	0	0	rr	23	NA	NA
001	2	10	632	6	73	100	0	0	tt	23	NA	NA
001	7	47	214	1	0	18	0	0	ff	43	NA	NA
001	7	47	1206	1	0	18	0	0	fp	43	NA	NA
001	7	47	1206	1	0	18	0	0	rp	43	NA	NA
001	7	47	0	1	0	18	0	0	pr	43	NA	NA
001	7	47	1206	1	0	18	0	0	rb	43	NA	NA
001	7	47	NA	1	0	18	0	0	rr	43	NA	NA
001	7	47	1206	1	0	18	0	0	tt	43	NA	NA
001	7	47	327	2	18	29	0	0	ff	43	NA	NA
001	7	47	327	2	18	29	0	0	fp	43	NA	NA
001	7	47	327	2	18	29	0	0	rp	43	NA	NA
001	7	47	0	2	18	29	0	0	pr	43	NA	NA
001	7	47	327	2	18	29	0	0	rb	43	NA	NA
001	7	47	NA	2	18	29	0	0	rr	43	NA	NA
001	7	47	327	2	18	29	0	0	tt	43	NA	NA
001	7	47	191	3	29	45	0	0	ff	43	NA	NA
001	7	47	851	3	29	45	0	0	fp	43	NA	NA
001	7	47	851	3	29	45	0	0	rp	43	NA	NA
001	7	47	0	3	29	45	0	0	pr	43	NA	NA
001	7	47	851	3	29	45	0	0	rb	43	NA	NA
001	7	47	NA	3	29	45	0	0	rr	43	NA	NA
001	7	47	851	3	29	45	0	0	tt	43	NA	NA
001	7	47	465	4	45	64	0	0	ff	43	NA	NA
001	7	47	811	4	45	64	0	0	fp	43	NA	NA
001	7	47	811	4	45	64	0	0	rp	43	NA	NA
001	7	47	0	4	45	64	0	0	pr	43	NA	NA
001	7	47	811	4	45	64	0	0	rb	43	NA	NA
001	7	47	NA	4	45	64	0	0	rr	43	NA	NA
001	7	47	811	4	45	64	0	0	tt	43	NA	NA
001	7	47	254	5	64	80	0	0	ff	43	NA	NA
001	7	47	254	5	64	80	0	0	fp	43	NA	NA
001	7	47	254	5	64	80	0	0	rp	43	NA	NA
001	7	47	0	5	64	80	0	0	pr	43	NA	NA
001	7	47	254	5	64	80	0	0	rb	43	NA	NA
001	7	47	NA	5	64	80	0	0	rr	43	NA	NA
001	7	47	254	5	64	80	0	0	tt	43	NA	NA
001	7	47	208	6	80	99	0	0	ff	43	NA	NA
001	7	47	483	6	80	99	0	0	fp	43	NA	NA
001	7	47	483	6	80	99	0	0	rp	43	NA	NA
001	7	47	0	6	80	99	0	0	pr	43	NA	NA
001	7	47	483	6	80	99	0	0	rb	43	NA	NA
001	7	47	NA	6	80	99	0	0	rr	43	NA	NA
001	7	47	483	6	80	99	0	0	tt	43	NA	NA
001	3	35	217	1	0	15	0	0	ff	31	NA	NA
001	3	35	1598	1	0	15	0	0	fp	31	NA	NA
001	3	35	1598	1	0	15	0	0	rp	31	NA	NA
001	3	35	0	1	0	15	0	0	pr	31	NA	NA
001	3	35	1598	1	0	15	0	0	rb	31	NA	NA
001	3	35	122	1	0	15	0	0	rr	31	NA	NA
001	3	35	1720	1	0	15	0	0	tt	31	NA	NA
001	3	35	216	2	15	28	0	0	ff	31	NA	NA
001	3	35	391	2	15	28	0	0	fp	31	NA	NA
001	3	35	391	2	15	28	0	0	rp	31	NA	NA
001	3	35	0	2	15	28	0	0	pr	31	NA	NA
001	3	35	391	2	15	28	0	0	rb	31	NA	NA
001	3	35	NA	2	15	28	0	0	rr	31	NA	NA
001	3	35	391	2	15	28	0	0	tt	31	NA	NA
001	3	35	198	3	28	51	0	0	ff	31	NA	NA
001	3	35	695	3	28	51	0	0	fp	31	NA	NA
001	3	35	695	3	28	51	0	0	rp	31	NA	NA
001	3	35	0	3	28	51	0	0	pr	31	NA	NA
001	3	35	695	3	28	51	0	0	rb	31	NA	NA
001	3	35	325	3	28	51	0	0	rr	31	NA	NA
001	3	35	1020	3	28	51	0	0	tt	31	NA	NA
001	3	35	293	4	51	62	0	0	ff	31	NA	NA
001	3	35	293	4	51	62	0	0	fp	31	NA	NA
001	3	35	891	4	51	62	0	0	rp	31	NA	NA
001	3	35	1	4	51	62	0	0	pr	31	NA	NA
001	3	35	566	4	51	62	0	0	rb	31	NA	NA
001	3	35	273	4	51	62	0	0	rr	31	NA	NA
001	3	35	566	4	51	62	0	0	tt	31	NA	NA
001	3	35	211	5	62	75	0	0	ff	31	NA	NA
001	3	35	479	5	62	75	0	0	fp	31	NA	NA
001	3	35	479	5	62	75	0	0	rp	31	NA	NA
001	3	35	0	5	62	75	0	0	pr	31	NA	NA
001	3	35	479	5	62	75	0	0	rb	31	NA	NA
001	3	35	NA	5	62	75	0	0	rr	31	NA	NA
001	3	35	479	5	62	75	0	0	tt	31	NA	NA
001	3	35	127	6	75	100	0	0	ff	31	NA	NA
001	3	35	1050	6	75	100	0	0	fp	31	NA	NA
001	3	35	1172	6	75	100	0	0	rp	31	NA	NA
001	3	35	1	6	75	100	0	0	pr	31	NA	NA
001	3	35	1050	6	75	100	0	0	rb	31	NA	NA
001	3	35	NA	6	75	100	0	0	rr	31	NA	NA
001	3	35	1050	6	75	100	0	0	tt	31	NA	NA
001	3	11	260	1	0	13	0	0	ff	70	NA	NA
001	3	11	923	1	0	13	0	0	fp	70	NA	NA
001	3	11	923	1	0	13	0	0	rp	70	NA	NA
001	3	11	0	1	0	13	0	0	pr	70	NA	NA
001	3	11	923	1	0	13	0	0	rb	70	NA	NA
001	3	11	94	1	0	13	0	0	rr	70	NA	NA
001	3	11	1017	1	0	13	0	0	tt	70	NA	NA
001	3	11	307	2	13	24	0	0	ff	70	NA	NA
001	3	11	431	2	13	24	0	0	fp	70	NA	NA
001	3	11	431	2	13	24	0	0	rp	70	NA	NA
001	3	11	0	2	13	24	0	0	pr	70	NA	NA
001	3	11	431	2	13	24	0	0	rb	70	NA	NA
001	3	11	NA	2	13	24	0	0	rr	70	NA	NA
001	3	11	431	2	13	24	0	0	tt	70	NA	NA
001	3	11	137	3	24	44	0	0	ff	70	NA	NA
001	3	11	137	3	24	44	0	0	fp	70	NA	NA
001	3	11	231	3	24	44	0	0	rp	70	NA	NA
001	3	11	1	3	24	44	0	0	pr	70	NA	NA
001	3	11	137	3	24	44	0	0	rb	70	NA	NA
001	3	11	NA	3	24	44	0	0	rr	70	NA	NA
001	3	11	137	3	24	44	0	0	tt	70	NA	NA
001	3	11	NA	4	44	55	0	0	ff	70	NA	NA
001	3	11	NA	4	44	55	0	0	fp	70	NA	NA
001	3	11	NA	4	44	55	0	0	rp	70	NA	NA
001	3	11	NA	4	44	55	0	0	pr	70	NA	NA
001	3	11	NA	4	44	55	0	0	rb	70	NA	NA
001	3	11	NA	4	44	55	0	0	rr	70	NA	NA
001	3	11	NA	4	44	55	0	0	tt	70	NA	NA
001	3	11	NA	5	55	68	0	0	ff	70	NA	NA
001	3	11	NA	5	55	68	0	0	fp	70	NA	NA
001	3	11	NA	5	55	68	0	0	rp	70	NA	NA
001	3	11	NA	5	55	68	0	0	pr	70	NA	NA
001	3	11	NA	5	55	68	0	0	rb	70	NA	NA
001	3	11	NA	5	55	68	0	0	rr	70	NA	NA
001	3	11	NA	5	55	68	0	0	tt	70	NA	NA
001	3	11	NA	6	68	89	0	0	ff	70	NA	NA
001	3	11	NA	6	68	89	0	0	fp	70	NA	NA
001	3	11	NA	6	68	89	0	0	rp	70	NA	NA
001	3	11	NA	6	68	89	0	0	pr	70	NA	NA
001	3	11	NA	6	68	89	0	0	rb	70	NA	NA
001	3	11	NA	6	68	89	0	0	rr	70	NA	NA
001	3	11	NA	6	68	89	0	0	tt	70	NA	NA
001	2	18	400	1	0	22	0	0	ff	67	NA	NA
001	2	18	2047	1	0	22	0	0	fp	67	NA	NA
001	2	18	2047	1	0	22	0	0	rp	67	NA	NA
001	2	18	0	1	0	22	0	0	pr	67	NA	NA
001	2	18	2047	1	0	22	0	0	rb	67	NA	NA
001	2	18	233	1	0	22	0	0	rr	67	NA	NA
001	2	18	2280	1	0	22	0	0	tt	67	NA	NA
001	2	18	190	2	22	34	0	0	ff	67	NA	NA
001	2	18	190	2	22	34	0	0	fp	67	NA	NA
001	2	18	190	2	22	34	0	0	rp	67	NA	NA
001	2	18	0	2	22	34	0	0	pr	67	NA	NA
001	2	18	190	2	22	34	0	0	rb	67	NA	NA
001	2	18	368	2	22	34	0	0	rr	67	NA	NA
001	2	18	558	2	22	34	0	0	tt	67	NA	NA
001	2	18	409	3	34	61	0	0	ff	67	NA	NA
001	2	18	947	3	34	61	0	0	fp	67	NA	NA
001	2	18	1315	3	34	61	0	0	rp	67	NA	NA
001	2	18	1	3	34	61	0	0	pr	67	NA	NA
001	2	18	947	3	34	61	0	0	rb	67	NA	NA
001	2	18	NA	3	34	61	0	0	rr	67	NA	NA
001	2	18	947	3	34	61	0	0	tt	67	NA	NA
001	2	18	NA	4	61	71	0	0	ff	67	NA	NA
001	2	18	NA	4	61	71	0	0	fp	67	NA	NA
001	2	18	NA	4	61	71	0	0	rp	67	NA	NA
001	2	18	NA	4	61	71	0	0	pr	67	NA	NA
001	2	18	NA	4	61	71	0	0	rb	67	NA	NA
001	2	18	NA	4	61	71	0	0	rr	67	NA	NA
001	2	18	NA	4	61	71	0	0	tt	67	NA	NA
001	2	18	186	5	71	86	0	0	ff	67	NA	NA
001	2	18	375	5	71	86	0	0	fp	67	NA	NA
001	2	18	375	5	71	86	0	0	rp	67	NA	NA
001	2	18	0	5	71	86	0	0	pr	67	NA	NA
001	2	18	375	5	71	86	0	0	rb	67	NA	NA
001	2	18	NA	5	71	86	0	0	rr	67	NA	NA
001	2	18	375	5	71	86	0	0	tt	67	NA	NA
001	2	18	191	6	86	118	0	0	ff	67	NA	NA
001	2	18	399	6	86	118	0	0	fp	67	NA	NA
001	2	18	1604	6	86	118	0	0	rp	67	NA	NA
001	2	18	1	6	86	118	0	0	pr	67	NA	NA
001	2	18	1036	6	86	118	0	0	rb	67	NA	NA
001	2	18	637	6	86	118	0	0	rr	67	NA	NA
001	2	18	1036	6	86	118	0	0	tt	67	NA	NA
001	1	33	190	1	0	23	0	0	ff	49	NA	NA
001	1	33	967	1	0	23	0	0	fp	49	NA	NA
001	1	33	967	1	0	23	0	0	rp	49	NA	NA
001	1	33	0	1	0	23	0	0	pr	49	NA	NA
001	1	33	967	1	0	23	0	0	rb	49	NA	NA
001	1	33	NA	1	0	23	0	0	rr	49	NA	NA
001	1	33	967	1	0	23	0	0	tt	49	NA	NA
001	1	33	205	2	23	39	0	0	ff	49	NA	NA
001	1	33	395	2	23	39	0	0	fp	49	NA	NA
001	1	33	395	2	23	39	0	0	rp	49	NA	NA
001	1	33	0	2	23	39	0	0	pr	49	NA	NA
001	1	33	395	2	23	39	0	0	rb	49	NA	NA
001	1	33	677	2	23	39	0	0	rr	49	NA	NA
001	1	33	1072	2	23	39	0	0	tt	49	NA	NA
001	1	33	190	3	39	60	0	0	ff	49	NA	NA
001	1	33	573	3	39	60	0	0	fp	49	NA	NA
001	1	33	573	3	39	60	0	0	rp	49	NA	NA
001	1	33	0	3	39	60	0	0	pr	49	NA	NA
001	1	33	573	3	39	60	0	0	rb	49	NA	NA
001	1	33	739	3	39	60	0	0	rr	49	NA	NA
001	1	33	1312	3	39	60	0	0	tt	49	NA	NA
001	1	33	272	4	60	70	0	0	ff	49	NA	NA
001	1	33	272	4	60	70	0	0	fp	49	NA	NA
001	1	33	272	4	60	70	0	0	rp	49	NA	NA
001	1	33	0	4	60	70	0	0	pr	49	NA	NA
001	1	33	272	4	60	70	0	0	rb	49	NA	NA
001	1	33	310	4	60	70	0	0	rr	49	NA	NA
001	1	33	582	4	60	70	0	0	tt	49	NA	NA
001	1	33	185	5	70	86	0	0	ff	49	NA	NA
001	1	33	430	5	70	86	0	0	fp	49	NA	NA
001	1	33	430	5	70	86	0	0	rp	49	NA	NA
001	1	33	0	5	70	86	0	0	pr	49	NA	NA
001	1	33	430	5	70	86	0	0	rb	49	NA	NA
001	1	33	1048	5	70	86	0	0	rr	49	NA	NA
001	1	33	1478	5	70	86	0	0	tt	49	NA	NA
001	1	33	113	6	86	106	0	0	ff	49	NA	NA
001	1	33	413	6	86	106	0	0	fp	49	NA	NA
001	1	33	3586	6	86	106	0	0	rp	49	NA	NA
001	1	33	1	6	86	106	0	0	pr	49	NA	NA
001	1	33	812	6	86	106	0	0	rb	49	NA	NA
001	1	33	399	6	86	106	0	0	rr	49	NA	NA
001	1	33	812	6	86	106	0	0	tt	49	NA	NA
001	1	9	211	1	0	16	0	0	ff	58	NA	NA
001	1	9	519	1	0	16	0	0	fp	58	NA	NA
001	1	9	519	1	0	16	0	0	rp	58	NA	NA
001	1	9	0	1	0	16	0	0	pr	58	NA	NA
001	1	9	519	1	0	16	0	0	rb	58	NA	NA
001	1	9	NA	1	0	16	0	0	rr	58	NA	NA
001	1	9	519	1	0	16	0	0	tt	58	NA	NA
001	1	9	273	2	16	29	0	0	ff	58	NA	NA
001	1	9	640	2	16	29	0	0	fp	58	NA	NA
001	1	9	640	2	16	29	0	0	rp	58	NA	NA
001	1	9	0	2	16	29	0	0	pr	58	NA	NA
001	1	9	640	2	16	29	0	0	rb	58	NA	NA
001	1	9	NA	2	16	29	0	0	rr	58	NA	NA
001	1	9	640	2	16	29	0	0	tt	58	NA	NA
001	1	9	236	3	29	47	0	0	ff	58	NA	NA
001	1	9	497	3	29	47	0	0	fp	58	NA	NA
001	1	9	497	3	29	47	0	0	rp	58	NA	NA
001	1	9	0	3	29	47	0	0	pr	58	NA	NA
001	1	9	497	3	29	47	0	0	rb	58	NA	NA
001	1	9	NA	3	29	47	0	0	rr	58	NA	NA
001	1	9	497	3	29	47	0	0	tt	58	NA	NA
001	1	9	NA	4	47	55	0	0	ff	58	NA	NA
001	1	9	NA	4	47	55	0	0	fp	58	NA	NA
001	1	9	NA	4	47	55	0	0	rp	58	NA	NA
001	1	9	NA	4	47	55	0	0	pr	58	NA	NA
001	1	9	NA	4	47	55	0	0	rb	58	NA	NA
001	1	9	NA	4	47	55	0	0	rr	58	NA	NA
001	1	9	NA	4	47	55	0	0	tt	58	NA	NA
001	1	9	NA	5	55	68	0	0	ff	58	NA	NA
001	1	9	NA	5	55	68	0	0	fp	58	NA	NA
001	1	9	NA	5	55	68	0	0	rp	58	NA	NA
001	1	9	NA	5	55	68	0	0	pr	58	NA	NA
001	1	9	NA	5	55	68	0	0	rb	58	NA	NA
001	1	9	NA	5	55	68	0	0	rr	58	NA	NA
001	1	9	NA	5	55	68	0	0	tt	58	NA	NA
001	1	9	NA	6	68	108	0	0	ff	58	NA	NA
001	1	9	NA	6	68	108	0	0	fp	58	NA	NA
001	1	9	NA	6	68	108	0	0	rp	58	NA	NA
001	1	9	NA	6	68	108	0	0	pr	58	NA	NA
001	1	9	NA	6	68	108	0	0	rb	58	NA	NA
001	1	9	NA	6	68	108	0	0	rr	58	NA	NA
001	1	9	NA	6	68	108	0	0	tt	58	NA	NA
001	8	8	194	1	0	14	0	0	ff	12	NA	NA
001	8	8	693	1	0	14	0	0	fp	12	NA	NA
001	8	8	NA	1	0	14	0	0	rp	12	NA	NA
001	8	8	NA	1	0	14	0	0	pr	12	NA	NA
001	8	8	NA	1	0	14	0	0	rb	12	NA	NA
001	8	8	NA	1	0	14	0	0	rr	12	NA	NA
001	8	8	693	1	0	14	0	0	tt	12	NA	NA
001	8	8	158	2	14	30	0	0	ff	12	NA	NA
001	8	8	158	2	14	30	0	0	fp	12	NA	NA
001	8	8	1771	2	14	30	0	0	rp	12	NA	NA
001	8	8	1	2	14	30	0	0	pr	12	NA	NA
001	8	8	1078	2	14	30	0	0	rb	12	NA	NA
001	8	8	920	2	14	30	0	0	rr	12	NA	NA
001	8	8	1078	2	14	30	0	0	tt	12	NA	NA
001	8	8	300	3	30	54	0	0	ff	12	NA	NA
001	8	8	2062	3	30	54	0	0	fp	12	NA	NA
001	8	8	2062	3	30	54	0	0	rp	12	NA	NA
001	8	8	0	3	30	54	0	0	pr	12	NA	NA
001	8	8	2062	3	30	54	0	0	rb	12	NA	NA
001	8	8	542	3	30	54	0	0	rr	12	NA	NA
001	8	8	2604	3	30	54	0	0	tt	12	NA	NA
001	8	8	247	4	54	74	0	0	ff	12	NA	NA
001	8	8	467	4	54	74	0	0	fp	12	NA	NA
001	8	8	467	4	54	74	0	0	rp	12	NA	NA
001	8	8	0	4	54	74	0	0	pr	12	NA	NA
001	8	8	467	4	54	74	0	0	rb	12	NA	NA
001	8	8	1291	4	54	74	0	0	rr	12	NA	NA
001	8	8	1758	4	54	74	0	0	tt	12	NA	NA
001	8	8	162	5	74	89	0	0	ff	12	NA	NA
001	8	8	162	5	74	89	0	0	fp	12	NA	NA
001	8	8	162	5	74	89	0	0	rp	12	NA	NA
001	8	8	0	5	74	89	0	0	pr	12	NA	NA
001	8	8	162	5	74	89	0	0	rb	12	NA	NA
001	8	8	856	5	74	89	0	0	rr	12	NA	NA
001	8	8	1018	5	74	89	0	0	tt	12	NA	NA
001	8	8	293	6	89	105	0	0	ff	12	NA	NA
001	8	8	468	6	89	105	0	0	fp	12	NA	NA
001	8	8	5078	6	89	105	0	0	rp	12	NA	NA
001	8	8	1	6	89	105	0	0	pr	12	NA	NA
001	8	8	2389	6	89	105	0	0	rb	12	NA	NA
001	8	8	1921	6	89	105	0	0	rr	12	NA	NA
001	8	8	2389	6	89	105	0	0	tt	12	NA	NA
001	6	6	224	1	0	18	0	0	ff	54	NA	NA
001	6	6	1542	1	0	18	0	0	fp	54	NA	NA
001	6	6	1542	1	0	18	0	0	rp	54	NA	NA
001	6	6	0	1	0	18	0	0	pr	54	NA	NA
001	6	6	1542	1	0	18	0	0	rb	54	NA	NA
001	6	6	NA	1	0	18	0	0	rr	54	NA	NA
001	6	6	1542	1	0	18	0	0	tt	54	NA	NA
001	6	6	202	2	18	35	0	0	ff	54	NA	NA
001	6	6	635	2	18	35	0	0	fp	54	NA	NA
001	6	6	635	2	18	35	0	0	rp	54	NA	NA
001	6	6	0	2	18	35	0	0	pr	54	NA	NA
001	6	6	635	2	18	35	0	0	rb	54	NA	NA
001	6	6	NA	2	18	35	0	0	rr	54	NA	NA
001	6	6	635	2	18	35	0	0	tt	54	NA	NA
001	6	6	188	3	35	54	0	0	ff	54	NA	NA
001	6	6	682	3	35	54	0	0	fp	54	NA	NA
001	6	6	682	3	35	54	0	0	rp	54	NA	NA
001	6	6	0	3	35	54	0	0	pr	54	NA	NA
001	6	6	682	3	35	54	0	0	rb	54	NA	NA
001	6	6	NA	3	35	54	0	0	rr	54	NA	NA
001	6	6	682	3	35	54	0	0	tt	54	NA	NA
001	6	6	233	4	54	72	0	0	ff	54	NA	NA
001	6	6	1022	4	54	72	0	0	fp	54	NA	NA
001	6	6	1022	4	54	72	0	0	rp	54	NA	NA
001	6	6	0	4	54	72	0	0	pr	54	NA	NA
001	6	6	1022	4	54	72	0	0	rb	54	NA	NA
001	6	6	763	4	54	72	0	0	rr	54	NA	NA
001	6	6	1785	4	54	72	0	0	tt	54	NA	NA
001	6	6	188	5	72	83	0	0	ff	54	NA	NA
001	6	6	188	5	72	83	0	0	fp	54	NA	NA
001	6	6	188	5	72	83	0	0	rp	54	NA	NA
001	6	6	0	5	72	83	0	0	pr	54	NA	NA
001	6	6	188	5	72	83	0	0	rb	54	NA	NA
001	6	6	107	5	72	83	0	0	rr	54	NA	NA
001	6	6	295	5	72	83	0	0	tt	54	NA	NA
001	6	6	291	6	83	100	0	0	ff	54	NA	NA
001	6	6	1713	6	83	100	0	0	fp	54	NA	NA
001	6	6	2583	6	83	100	0	0	rp	54	NA	NA
001	6	6	1	6	83	100	0	0	pr	54	NA	NA
001	6	6	1713	6	83	100	0	0	rb	54	NA	NA
001	6	6	NA	6	83	100	0	0	rr	54	NA	NA
001	6	6	1713	6	83	100	0	0	tt	54	NA	NA
001	2	34	136	1	0	20	0	0	ff	46	NA	NA
001	2	34	1342	1	0	20	0	0	fp	46	NA	NA
001	2	34	1342	1	0	20	0	0	rp	46	NA	NA
001	2	34	0	1	0	20	0	0	pr	46	NA	NA
001	2	34	1342	1	0	20	0	0	rb	46	NA	NA
001	2	34	654	1	0	20	0	0	rr	46	NA	NA
001	2	34	1996	1	0	20	0	0	tt	46	NA	NA
001	2	34	203	2	20	32	0	0	ff	46	NA	NA
001	2	34	1205	2	20	32	0	0	fp	46	NA	NA
001	2	34	1205	2	20	32	0	0	rp	46	NA	NA
001	2	34	0	2	20	32	0	0	pr	46	NA	NA
001	2	34	1205	2	20	32	0	0	rb	46	NA	NA
001	2	34	368	2	20	32	0	0	rr	46	NA	NA
