"word_position"	"item"	"word"	"type_freq"
18	68	"wurde"	1350.62932616
1	69	"Der"	2185.87714719
2	69	"Professor"	131.839498968
3	69	"hasst"	0.0735757109639
4	69	"den"	9841.63424996
5	69	"Laboranten"	0.188026816908
6	69	"hat"	2369.4648962
7	69	"der"	26530.3631386
8	69	"faule"	1.84756785309
9	69	"Student"	10.8074544327
10	69	"erzählt"	58.3700640314
11	69	"während"	389.174635604
12	69	"er"	4943.65829569
13	69	"das"	7683.24989344
14	69	"Experiment"	10.202498587
15	69	"durchführte"	1.29983756036
1	70	"Der"	2185.87714719
2	70	"Politiker"	30.2396172062
3	70	"begrüßt"	17.4292684195
4	70	"den"	9841.63424996
5	70	"Reformvorschlag"	0.0735757109639
6	70	"hat"	2369.4648962
7	70	"der"	26530.3631386
8	70	"schmierige"	0.482329660764
9	70	"Journalist"	7.20224459547
10	70	"geschrieben"	72.5047756155
11	70	"nachdem"	104.837213045
12	70	"die"	24520.1275636
13	70	"Pressestelle"	0.948309163535
14	70	"das"	7683.24989344
15	70	"bestätigt"	36.4526772431
16	70	"hatte"	1622.81040626
1	71	"Der"	2185.87714719
2	71	"Waldbesitzer"	0.0981009479519
3	71	"verkraftet"	0.302477922852
4	71	"den"	9841.63424996
5	71	"Verlust"	27.6808174804
6	71	"hat"	2369.4648962
7	71	"der"	26530.3631386
8	71	"alte"	160.076221821
9	71	"Förster"	5.3138013474
10	71	"erläutert"	8.84543547366
11	71	"als"	4153.65136184
12	71	"er"	4943.65829569
13	71	"den"	9841.63424996
14	71	"Platzhirsch"	0.0572255529719
15	71	"abschoss"	NA
1	72	"Der"	2185.87714719
2	72	"Künstler"	51.077893567
3	72	"verpasst"	0.0817507899599
4	72	"den"	9841.63424996
5	72	"Auftrag"	40.4175905562
6	72	"hat"	2369.4648962
7	72	"der"	26530.3631386
8	72	"ehrgeizige"	0.964659321527
9	72	"Galerist"	0.0735757109639
10	72	"kritisiert"	8.09332820603
11	72	"während"	389.174635604
12	72	"er"	4943.65829569
13	72	"die"	24520.1275636
14	72	"neue"	350.097758003
15	72	"Ausstellung"	21.1162290466
16	72	"vorbereitete"	4.44724297382
1	73	"Der"	2185.87714719
2	73	"Chirurg"	2.01924451201
3	73	"beherrscht"	19.8245665653
4	73	"den"	9841.63424996
5	73	"Eingriff"	6.36021145888
6	73	"hat"	2369.4648962
7	73	"der"	26530.3631386
8	73	"junge"	96.4904573897
9	73	"Chefarzt"	2.25632180289
10	73	"gewusst"	0.629481082691
11	73	"als"	4153.65136184
12	73	"er"	4943.65829569
13	73	"den"	9841.63424996
14	73	"Patienten"	16.4646090979
15	73	"überwies"	0.752107267631
1	74	"Der"	2185.87714719
2	74	"Gast"	32.8719926429
3	74	"genießt"	6.98969254157
4	74	"den"	9841.63424996
5	74	"Hauptgang"	0.392403791808
6	74	"hat"	2369.4648962
7	74	"der"	26530.3631386
8	74	"erfahrene"	3.28638175639
9	74	"Kellner"	17.7072211053
10	74	"erkannt"	38.5700227031
11	74	"als"	4153.65136184
12	74	"er"	4943.65829569
13	74	"das"	7683.24989344
14	74	"laute"	4.97044802956
15	74	"Schmatzen"	0.400578870804
16	74	"hörte"	101.959585238
1	75	"Der"	2185.87714719
2	75	"Sanitäter"	1.91296848506
3	75	"kann"	1325.79343618
4	75	"vor"	1691.52194522
5	75	"Angst"	81.9960423298
6	75	"erblasst"	NA
7	75	"sein"	1666.95583284
8	75	"weil"	555.447567304
9	75	"der"	26530.3631386
10	75	"Unfall"	7.40662157037
11	75	"schlimm"	15.5571753294
12	75	"war"	3092.73866021
1	76	"Der"	2185.87714719
2	76	"Junge"	50.7018399331
3	76	"kann"	1325.79343618
4	76	"vor"	1691.52194522
5	76	"Scham"	8.26500486495
6	76	"errötet"	0.572255529719
7	76	"sein"	1666.95583284
8	76	"weil"	555.447567304
9	76	"das"	7683.24989344
10	76	"Gespräch"	61.100540416
11	76	"peinlich"	13.1455270256
12	76	"war"	3092.73866021
