subject	item	cloze	segment	lab	base100	base200	base500	filt01	prestim
edin36	148	0	41	edin	0.01	2.4020	-7.5985	2.85	9.5064
edin36	154	93	42	edin	-4.97	1.1449	9.8067	-11.97	-18.4679
edin36	153	70	43	edin	-20.01	-18.9003	-16.0714	-20.75	-4.8546
edin36	146	82	44	edin	-9.23	-0.0919	-0.7329	-7.44	-10.5625
edin36	160	0	45	edin	7.33	3.4861	-0.7367	5.04	9.9827
edin36	150	27	46	edin	4.96	5.5049	-5.3622	6.50	12.9291
edin36	141	91	47	edin	57.47	64.9460	39.0742	61.36	22.7523
edin36	152	5	48	edin	8.31	10.2373	3.8213	12.80	5.682
edin36	158	66	49	edin	24.05	6.0990	-18.5484	38.63	52.9571
edin36	157	34	50	edin	-6.14	-7.3386	-5.1389	-7.16	-1.2411
edin36	143	2	51	edin	-23.74	-25.6037	-23.0172	-19.94	-0.875
edin36	147	7	52	edin	2.29	-0.6688	8.0878	0.26	-7.217
edin36	142	91	53	edin	1.34	0.2564	-3.2639	6.05	5.6946
edin36	155	25	54	edin	6.58	4.9328	4.1831	3.30	2.8595
edin36	151	25	55	edin	-19.44	-22.1783	-29.5116	-16.50	12.5519
edin36	159	16	56	edin	17.90	31.3688	35.7481	3.99	-22.313
edin36	144	0	57	edin	20.75	19.4980	18.9593	17.00	2.2598
edin36	145	73	58	edin	3.75	0.7413	-11.9580	-1.12	19.5345
edin36	161	70	59	edin	12.98	14.8537	7.0072	13.30	7.357
edin36	167	14	60	edin	-12.63	-4.8215	-8.9413	-8.99	-4.5529
edin36	169	73	61	edin	-8.98	-8.3243	-9.5003	-15.10	0.6723
edin36	171	0	62	edin	-7.06	1.2548	8.4345	-7.39	-19.2851
edin36	178	75	63	edin	11.28	10.6397	22.2892	11.83	-13.6344
edin36	179	0	64	edin	-8.01	-8.9394	-18.6250	-2.11	13.2732
edin36	174	80	65	edin	-3.69	-3.1943	1.9656	-0.54	-7.0317
edin36	173	77	66	edin	-11.32	-10.1129	-7.4442	-8.56	-4.8166
edin36	166	100	67	edin	-16.66	-9.8603	-6.5262	-17.24	-12.5182
edin36	164	11	68	edin	21.64	24.0627	8.8132	19.02	15.9286
edin36	170	68	69	edin	16.09	22.1099	17.0524	21.19	-1.1127
edin36	163	25	70	edin	-9.15	-19.3688	-17.7279	5.07	10.6793
edin36	172	0	71	edin	-17.51	-17.0917	-9.1419	-22.40	-10.4349
edin36	180	5	72	edin	-14.13	-8.6711	-8.1917	-13.20	-7.3405
edin36	176	0	73	edin	-2.48	1.6047	0.6752	-1.82	-4.0192
edin36	162	98	74	edin	-2.48	-4.0350	-7.0633	-8.28	5.5294
edin36	168	18	75	edin	-10.70	-14.1148	2.7472	-12.09	-16.6808
edin36	165	73	76	edin	-3.95	2.2347	4.4646	-6.99	-10.4037
edin36	177	70	77	edin	8.81	3.0877	7.8104	3.76	1.2103
edin36	175	30	78	edin	-9.35	-11.6379	-14.4677	-12.50	6.2841
edin37	108	61	1	edin	-5.32	-4.5417	-6.2945	-2.55	1.2769
edin37	102	0	2	edin	17.63	19.2490	17.8445	16.00	-0.2673
edin37	115	59	3	edin	12.73	8.1596	-3.2272	16.70	19.8476
edin37	120	75	4	edin	-1.77	-0.0257	4.7129	-4.75	-8.1079
edin37	105	0	5	edin	-8.51	-5.0389	-8.8866	0.08	0.4211
edin37	110	0	6	edin	-15.77	-18.0415	-15.5165	-11.98	-0.3068
edin37	104	86	7	edin	-3.15	-7.0418	-8.5409	0.48	6.631
edin37	109	2	8	edin	3.08	5.6603	12.5841	3.81	-11.8617
edin37	103	55	9	edin	6.16	1.9346	-0.4165	10.09	8.1335
edin37	117	20	10	edin	-0.73	-4.3687	-6.2748	0.82	6.8993
edin37	101	0	11	edin	10.90	9.9198	9.0530	5.60	2.2256
edin37	118	0	12	edin	-6.58	-7.2873	-8.3842	-6.82	2.1778
edin37	113	36	13	edin	-19.44	-16.7633	-16.6008	-21.44	-3.6171
edin37	116	75	14	edin	3.16	2.7163	2.1970	-0.96	1.0922
edin37	114	5	15	edin	-3.10	-0.4195	-6.1868	-4.60	3.7339
edin37	119	98	16	edin	22.46	24.8030	20.5528	17.63	2.3368
edin37	112	66	17	edin	-20.39	-17.8705	-20.0615	-17.46	-0.4004
edin37	106	0	18	edin	9.80	12.4950	8.3615	8.11	1.6986
edin37	111	84	19	edin	-4.59	-4.0091	4.9541	-2.55	-11.8773
edin37	131	73	20	edin	-0.86	-2.3704	-4.0092	-4.93	3.8319
edin37	129	11	21	edin	-29.26	-28.2684	-28.9802	-24.28	-0.339
edin37	140	55	22	edin	-6.69	-7.9180	-5.6230	-2.13	-1.3395
edin37	135	93	23	edin	10.25	9.8175	-5.8993	11.09	19.9344
edin37	121	9	24	edin	-3.01	-11.7251	-15.1383	2.62	15.1125
edin37	122	2	25	edin	-37.94	-30.7219	-22.8534	-31.54	-18.7134
edin37	123	70	26	edin	0.64	3.7832	3.7883	1.40	-3.9338
edin37	130	0	27	edin	5.79	2.2508	1.8274	6.51	4.9425
edin37	132	64	28	edin	-23.72	-30.3090	-39.1723	-15.49	19.19
edin37	139	93	29	edin	-14.54	-15.7013	-22.5614	-6.19	9.8698
edin37	126	0	30	edin	-14.26	-14.8840	-6.9247	-12.18	-9.1075
edin37	137	11	31	edin	17.20	17.5515	15.4609	13.50	2.1701
edin37	133	11	32	edin	17.04	12.9794	2.7116	21.63	17.8122
edin37	127	70	33	edin	5.32	1.4339	-2.6630	5.98	9.8547
edin37	134	0	34	edin	4.65	2.9279	5.5499	8.16	-1.132
edin37	136	75	35	edin	-10.92	-13.2861	-10.1309	-10.03	-0.9935
edin37	138	0	36	edin	2.68	-2.3948	2.0055	-3.95	0.8224
edin37	124	75	37	edin	-4.16	5.7964	7.1682	-5.15	-14.1412
edin37	128	61	38	edin	-1.35	-1.1024	2.5777	-3.78	-4.8975
edin37	125	2	39	edin	-2.30	-7.2273	-2.4674	-4.79	0.2195
edin37	150	0	40	edin	2.32	2.2957	6.4132	-4.84	-5.1811
edin37	142	0	41	edin	-12.73	-13.0779	-19.0505	-5.30	7.8186
edin37	157	11	42	edin	-14.84	-12.0763	-8.1817	-11.44	-8.2878
edin37	153	25	43	edin	15.91	7.5849	3.2271	14.96	15.8053
edin37	156	100	44	edin	-8.41	-6.6855	-10.8302	-5.43	3.0429
edin37	147	91	45	edin	-22.11	-21.6990	-22.5014	-12.65	0.5082
edin37	152	86	46	edin	2.50	5.9122	11.0094	-2.08	-10.5604
edin37	145	5	47	edin	7.28	11.3475	9.1209	6.75	-2.3568
edin37	155	68	48	edin	-19.78	-26.2891	-25.0989	-16.83	6.6419
edin37	154	5	49	edin	4.98	-0.8877	-0.9236	0.50	7.3407
edin37	141	9	50	edin	15.70	17.4463	11.7245	18.42	4.8809
edin37	144	77	51	edin	0.85	-2.3028	-11.4141	2.83	15.1047
edin37	143	86	52	edin	17.48	14.8013	8.7209	16.41	10.8813
edin37	158	0	53	edin	20.49	24.2012	31.7195	16.72	-13.9977
edin37	149	2	54	edin	-4.60	-3.3572	1.5880	-4.03	-7.6712
edin37	159	52	55	edin	13.80	17.5663	17.3935	10.06	-4.4912
edin37	151	75	56	edin	-21.84	-20.8292	-25.4553	-16.92	4.4438
edin37	148	89	57	edin	1.64	2.4386	-3.0649	7.31	5.8612
edin37	146	16	58	edin	-1.07	-0.7220	-1.2476	1.33	0.1959
edin37	178	0	59	edin	0.61	2.6904	3.2634	4.69	-3.3524
edin37	180	95	60	edin	3.87	3.8457	3.3262	4.42	0.6487
edin37	163	75	61	edin	-10.13	-11.2723	-9.1052	-7.34	-1.2558
edin37	172	73	62	edin	8.23	14.0938	6.9038	6.18	1.5263
edin37	174	0	63	edin	-1.45	-0.9647	-4.2250	7.33	3.4286
edin37	166	0	64	edin	-24.61	-23.8446	-35.4236	-13.02	13.3836
edin37	177	0	65	edin	2.01	-1.5032	1.5229	-0.08	0.506
edin37	161	18	66	edin	-8.63	-10.1202	-10.7677	-3.34	2.6998
edin37	164	68	67	edin	2.86	5.0621	8.2648	-1.46	-6.7441
edin37	167	86	68	edin	3.50	3.1383	1.8622	0.13	2.0351
edin37	162	0	69	edin	4.63	1.8626	-2.0654	2.98	8.2579
edin37	165	14	70	edin	12.86	14.0433	15.5691	3.38	-3.4363
edin37	176	73	71	edin	8.02	6.3196	6.5281	7.83	1.8706
edin37	173	18	72	edin	-6.70	-8.0893	-4.8458	-6.07	-2.2765
edin37	168	82	73	edin	0.42	-5.4520	-11.2020	2.90	14.2805
edin37	169	5	74	edin	4.79	4.8248	-1.2344	9.36	7.4797
edin37	179	95	75	edin	19.34	16.0001	17.3520	17.68	2.4875
edin37	175	68	76	edin	2.16	2.3214	-4.7191	2.81	8.4842
edin37	170	16	77	edin	-0.82	2.9921	1.1629	4.92	-2.5272
edin38	106	0	1	edin	13.43	16.8302	17.0746	9.43	-4.6225
edin38	119	98	2	edin	7.34	12.5050	-0.9960	16.37	10.2957
edin38	103	55	3	edin	-14.25	-12.3542	-11.6618	-15.43	-3.2746
edin38	112	66	4	edin	21.11	22.6173	22.9281	17.26	-2.2978
edin38	109	2	5	edin	-6.79	-9.0556	-5.2463	-10.65	-2.0014
edin38	118	0	6	edin	15.03	13.1529	16.0608	20.11	-1.2941
edin38	117	20	7	edin	-0.03	-6.5621	-4.6349	1.99	5.7724
edin38	120	75	8	edin	-23.32	-18.0490	-25.7389	-16.82	2.9236
edin38	102	0	9	edin	8.72	6.1005	1.9672	9.57	8.3737
edin38	111	84	10	edin	-11.22	-12.4255	-22.0138	-12.08	13.3289
edin38	108	61	11	edin	9.67	11.8458	7.2849	12.62	2.9021
edin38	105	0	12	edin	-8.66	-4.3412	-7.5820	-5.01	-1.3911
edin38	104	86	13	edin	10.90	14.4039	2.5087	14.32	10.3522
edin38	110	0	14	edin	9.61	9.7233	9.0688	1.85	0.5308
edin38	114	5	15	edin	-11.91	-14.2159	-16.8113	-10.60	6.049
edin38	107	77	16	edin	18.56	19.7419	22.7438	11.82	-5.2175
edin38	101	0	17	edin	-6.88	-1.6585	0.9242	-8.76	-9.7729
edin38	115	59	18	edin	7.35	10.2967	6.2525	5.80	1.3539
edin38	116	75	19	edin	5.71	0.1339	-1.0181	4.72	8.3211
edin38	129	11	20	edin	-11.59	-5.5222	-5.4481	-16.13	-7.7259
edin38	137	11	21	edin	-1.85	-2.9897	-13.8991	6.31	14.9512
edin38	136	75	22	edin	-5.64	-4.4727	0.7383	-1.51	-7.9234
edin38	123	70	23	edin	-0.79	0.5293	4.3510	-0.11	-6.3873
edin38	139	93	24	edin	-8.57	-13.5861	-16.6034	-7.19	9.9981
edin38	126	0	25	edin	12.49	15.6374	17.1181	8.79	-5.7652
edin38	125	2	26	edin	-9.17	-5.7376	-16.0689	-5.48	8.5141
edin38	140	55	27	edin	-4.38	-0.4265	-1.1662	-8.15	-4.0793
edin38	127	70	28	edin	-3.00	-5.0084	-12.0460	6.10	11.2765
edin38	135	93	29	edin	-18.29	-16.6105	-11.1944	-18.72	-8.7855
edin38	122	2	30	edin	-6.03	-2.7825	-3.0313	-9.15	-3.7503
edin38	130	0	31	edin	-13.22	-16.9586	-13.0110	-13.17	-0.2368
edin38	124	75	32	edin	-8.15	-2.2376	1.0660	-10.10	-11.5596
edin38	132	64	33	edin	5.45	11.3377	12.3360	3.01	-8.7391
edin38	138	0	34	edin	-6.19	-5.6226	-6.3522	-4.13	0.1925
edin38	133	11	35	edin	-13.26	-8.2656	-19.8234	-9.85	8.1234
edin38	121	9	36	edin	-12.60	-14.3048	-16.2611	-13.56	4.5362
edin38	131	73	37	edin	4.10	3.0771	0.2726	5.14	4.6669
edin38	151	75	38	edin	-6.54	-9.0880	-17.3694	-4.67	13.3636
edin38	159	52	39	edin	18.91	11.5880	7.7223	16.55	13.8471
edin38	146	16	40	edin	-12.75	-10.1362	-9.3001	-9.11	-4.3483
edin38	150	0	41	edin	-17.23	-9.3177	-2.2306	-17.95	-18.6154
edin38	154	5	42	edin	11.11	11.9028	3.9110	10.61	8.8997
edin38	160	16	43	edin	-0.67	2.0958	-2.3015	1.37	1.9602
edin38	155	68	44	edin	-1.84	2.6953	4.3201	-6.67	-7.7878
edin38	143	86	45	edin	-9.08	-7.7549	-5.2268	-5.31	-4.8308
edin38	149	2	46	edin	-13.32	-4.8881	1.5934	-19.28	-18.6109
edin38	152	86	47	edin	-11.87	-6.1146	-8.4006	-10.08	-4.3616
edin38	144	77	48	edin	5.96	2.8726	-2.8715	3.82	10.9384
edin38	158	0	49	edin	-8.73	-9.6899	-12.4463	-6.34	4.5653
edin38	153	25	50	edin	-6.10	-8.0386	-10.7620	-1.65	5.7397
edin38	148	89	51	edin	-10.93	-14.6617	-15.9423	-10.36	6.2229
edin38	156	100	52	edin	11.27	8.4936	3.3836	13.55	9.6736
edin38	142	0	53	edin	-11.22	-16.1901	-20.8097	-7.22	11.7946
edin38	141	9	54	edin	-5.60	-9.2416	-14.7376	-1.76	11.265
edin38	147	91	55	edin	4.44	4.6950	0.9506	6.88	4.2695
edin38	145	5	56	edin	-2.80	-1.4482	-4.6942	-3.10	2.2964
edin38	157	11	57	edin	1.01	-4.2907	-2.7431	1.42	4.5958
edin38	172	73	58	edin	3.99	9.5439	9.9496	-0.55	-7.4818
edin38	177	0	59	edin	-18.93	-16.2071	-11.8750	-14.61	-8.8045
edin38	170	16	60	edin	13.41	12.4845	6.6810	15.35	8.3638
edin38	165	14	61	edin	-2.81	-2.0548	1.2650	-0.98	-5.0769
edin38	167	86	62	edin	18.22	14.1330	9.2152	13.28	11.0734
edin38	178	0	63	edin	-5.47	-0.9964	-2.2249	-3.12	-4.0642
edin38	168	82	64	edin	-10.16	-7.1462	-8.1839	-10.78	-2.5333
edin38	166	0	65	edin	-14.22	-22.0207	-19.6493	-11.29	6.7233
edin38	174	0	66	edin	0.05	3.6963	-9.0368	6.31	11.2894
edin38	163	75	67	edin	-4.87	-2.7742	-0.7937	0.33	-5.118
edin38	161	18	68	edin	-24.01	-22.7227	-15.5917	-22.20	-10.4932
edin38	180	95	69	edin	-16.76	-17.8031	-13.2010	-18.55	-4.4801
edin38	169	5	70	edin	22.22	21.7837	17.1621	22.12	6.2165
edin38	164	68	71	edin	12.07	5.8432	-1.8895	13.49	17.2858
edin38	176	73	72	edin	12.17	7.2885	-0.5262	17.18	15.7431
edin38	162	0	73	edin	9.16	7.1712	8.3794	9.22	0.9402
edin38	171	57	74	edin	13.94	22.7327	27.4007	6.85	-16.8312
edin38	173	18	75	edin	20.82	21.2417	23.3276	16.73	-3.1941
edin38	179	95	76	edin	2.90	5.1613	8.0136	-2.50	-6.381
edin38	175	68	77	edin	7.91	3.4642	0.6911	3.09	8.9114
edin39	116	2	1	edin	10.82	10.2570	8.3034	10.49	3.111
edin39	110	25	2	edin	2.05	5.7435	6.1920	1.88	-5.1084
edin39	112	2	3	edin	3.98	2.6115	7.3966	7.12	-4.1965
edin39	101	82	4	edin	3.03	10.5653	7.2705	0.05	-5.3643
edin39	118	95	5	edin	3.63	5.9332	12.1808	-3.25	-10.6678
edin39	104	0	6	edin	18.48	20.4041	23.6971	10.33	-6.4818
edin39	120	9	7	edin	16.47	17.7262	7.1438	16.91	11.5446
edin39	107	18	8	edin	0.92	2.1598	2.7095	5.99	-2.24
edin39	109	75	9	edin	-5.13	1.7841	0.8150	-8.73	-7.401
edin39	119	2	10	edin	3.48	7.2751	10.0551	3.22	-8.2195
edin39	106	93	11	edin	9.16	5.7609	4.9105	7.17	5.2924
edin39	113	61	12	edin	-1.16	-4.4261	-3.9470	0.02	3.4717
edin39	117	70	13	edin	-1.75	0.0387	5.4852	-8.95	-9.0435
edin39	111	9	14	edin	15.26	9.9938	-3.6742	12.43	23.5057
edin39	102	98	15	edin	10.07	11.7999	21.2782	3.54	-13.8686
edin39	115	27	16	edin	5.78	14.0601	15.4298	3.29	-12.0564
edin39	105	89	17	edin	-0.46	2.2186	-0.9453	-4.09	0.554
edin39	108	0	18	edin	-14.54	-9.4025	-13.4674	-11.32	-1.338
edin39	103	39	19	edin	5.24	0.7316	-11.0719	7.17	20.2774
edin39	140	0	20	edin	0.02	-0.5268	-3.9812	0.08	4.9579
edin39	128	36	21	edin	-6.72	-8.8468	-1.9192	-8.91	-5.9641
edin39	136	2	22	edin	-4.81	-1.1716	-3.3602	-3.72	-1.8216
edin39	132	0	23	edin	-17.35	-21.8390	-23.9545	-12.47	8.1747
edin39	125	59	24	edin	0.86	0.9119	-1.1460	2.19	2.4704
edin39	134	95	25	edin	-12.56	-14.5509	-15.0475	-9.02	3.0585
edin39	138	93	26	edin	-6.27	-4.5714	-6.1874	-5.24	-0.114
edin39	121	60	27	edin	-6.03	-0.7192	1.6593	-10.66	-9.5829
edin39	129	66	28	edin	-1.40	-0.4194	-4.7477	-0.22	4.0898
edin39	124	0	29	edin	2.55	3.2657	2.5815	-1.20	-0.0878
edin39	122	52	30	edin	16.00	20.1091	26.5627	5.61	-13.202
edin39	123	0	31	edin	-0.55	-0.3302	-5.0141	1.04	5.474
edin39	131	11	32	edin	7.39	12.3075	18.6798	0.52	-14.0699
edin39	126	84	33	edin	-5.21	-4.1647	-6.7607	-4.92	1.959
edin39	137	82	34	edin	-0.90	1.8700	1.8132	-9.92	-3.4247
edin39	127	27	35	edin	-15.94	-15.1692	-11.9316	-18.57	-5.0368
edin39	135	5	36	edin	2.64	3.3791	8.6217	1.15	-7.3667
edin39	130	77	37	edin	-18.06	-19.9746	-20.8493	-13.77	3.5061
edin39	133	73	38	edin	-0.41	-1.4489	-5.4500	-1.51	6.2305
edin39	139	2	39	edin	1.18	-0.1180	2.3796	1.69	-1.5035
edin39	155	25	40	edin	-0.87	2.5819	2.0705	1.28	-3.644
edin39	156	0	41	edin	5.85	7.7664	0.9746	7.15	6.0876
edin39	153	70	42	edin	6.60	1.8002	1.2512	7.89	6.6269
edin39	148	0	43	edin	-14.42	-11.5587	-9.4528	-6.34	-6.1516
edin39	158	66	44	edin	7.76	8.0885	12.1179	-1.20	-5.4089
edin39	144	0	45	edin	-3.28	-4.6349	3.2725	-1.06	-8.1059
edin39	142	91	46	edin	-7.66	-9.7528	-16.4762	-8.10	10.9156
edin39	157	34	47	edin	-13.76	-16.6610	-13.9308	-11.79	0.1845
edin39	149	20	48	edin	13.24	21.2077	24.5391	6.05	-14.0886
edin39	150	27	49	edin	-5.43	-6.8806	-10.5196	-4.19	6.3603
edin39	141	91	50	edin	1.88	6.1293	10.0170	-2.46	-10.1546
edin39	145	73	51	edin	-3.66	-1.4860	1.3623	-6.31	-6.3436
edin39	146	82	52	edin	-1.11	5.2974	1.6968	-2.33	-3.5798
edin39	151	25	53	edin	3.32	1.9015	-1.0751	1.35	5.4529
edin39	160	0	54	edin	23.53	22.1968	23.8859	12.41	-0.5246
edin39	147	7	55	edin	2.07	2.4396	-1.2311	5.59	4.072
edin39	154	93	56	edin	19.05	21.3745	19.0972	14.09	-0.1058
edin39	143	2	57	edin	-2.74	-0.3010	3.1237	-1.34	-7.3108
edin39	159	16	58	edin	1.27	-3.8112	-6.8082	3.57	9.9871
edin39	152	5	59	edin	-13.69	-13.6711	-11.8898	-10.49	-2.2147
edin39	166	100	60	edin	6.57	7.7475	5.6740	7.27	1.1264
edin39	167	14	61	edin	2.61	1.0769	5.6073	-3.89	-3.7519
edin39	178	75	62	edin	12.36	11.0903	12.5923	6.98	-0.3271
edin39	175	30	63	edin	20.51	23.9323	29.9653	14.25	-11.8415
edin39	169	73	64	edin	1.86	1.4342	-0.7193	0.20	3.2036
edin39	176	0	65	edin	5.33	-0.2874	-5.0419	-2.17	12.8501
edin39	164	11	66	edin	10.58	8.0043	11.0278	1.49	-0.5311
edin39	168	18	67	edin	-6.35	-5.1544	-8.2950	-3.88	2.3592
edin39	173	77	68	edin	-2.74	4.6899	1.3013	-1.01	-5.0328
edin39	177	70	69	edin	-8.79	-9.5424	-4.5784	-6.56	-5.2531
edin39	174	80	70	edin	8.48	5.9798	7.6297	8.79	1.0685
edin39	180	5	71	edin	18.96	14.6434	15.3769	15.41	4.4721
edin39	161	70	72	edin	6.10	8.7823	11.2598	3.81	-6.3964
edin39	165	73	73	edin	14.98	9.3910	13.5522	8.09	1.7141
edin39	179	0	74	edin	2.80	7.0161	10.3198	-3.56	-9.4141
edin39	172	0	75	edin	-13.34	-14.8062	-22.8650	-1.07	11.8388
edin39	162	98	76	edin	3.94	7.1263	10.0462	7.19	-7.651
edin39	171	0	77	edin	-0.30	4.5774	10.2792	-5.74	-13.1631
edin39	170	68	78	edin	-4.73	-8.5479	-16.5955	3.52	14.7915
edin4	110	25	1	edin	-18.53	-17.6716	-17.6559	-13.21	-0.9876
edin4	115	27	2	edin	9.78	5.7225	7.7525	7.76	2.4831
edin4	109	75	3	edin	-2.77	-4.5122	-12.7214	2.63	12.3438
edin4	106	93	4	edin	-2.78	-2.6033	-1.8646	-3.76	-1.2044
edin4	112	2	5	edin	9.69	5.5419	2.8138	7.90	8.6573
edin4	103	39	6	edin	-2.17	-2.4870	-5.2812	-3.61	3.8232
edin4	102	98	7	edin	-2.48	-4.3202	-4.4102	-3.42	2.3955
edin4	118	95	8	edin	14.59	4.6354	3.1075	7.28	14.251
edin4	120	9	9	edin	-12.58	-16.2615	-6.8538	-17.92	-7.0931
edin4	108	0	10	edin	-8.58	-6.9275	-7.3382	-9.15	-1.6172
edin4	119	2	11	edin	-7.02	-7.1557	-1.6372	-7.60	-6.7386
edin4	117	70	12	edin	10.60	10.3517	6.4750	9.15	5.1605
edin4	105	89	13	edin	8.44	9.1874	10.6221	3.00	-2.7307
edin4	116	2	14	edin	11.90	7.9561	4.5846	8.70	9.0692
edin4	114	73	15	edin	14.61	11.0186	8.2945	12.80	7.817
edin4	113	61	16	edin	12.47	2.1746	0.3023	11.04	15.079
edin4	111	9	17	edin	-3.71	-2.3884	-1.2792	-1.08	-2.9298
edin4	104	0	18	edin	-5.49	-3.2739	-5.7456	-8.36	0.2973
edin4	101	82	19	edin	6.07	4.1527	0.9385	8.57	6.3698
edin4	107	18	20	edin	6.97	5.8081	-0.8831	8.54	9.7086
edin4	124	0	21	edin	16.33	15.9912	20.8426	10.47	-5.5719
edin4	138	93	22	edin	-1.78	-0.4077	-0.6861	-3.32	-1.3613
edin4	128	36	23	edin	12.12	12.3372	7.7720	14.97	5.3243
edin4	122	52	24	edin	2.25	-0.7801	1.1140	0.39	1.4175
edin4	134	95	25	edin	-5.24	-9.9281	-6.6744	-5.72	1.7814
edin4	135	5	26	edin	16.30	14.4373	13.8240	10.97	2.9933
edin4	139	2	27	edin	-0.85	0.9712	5.6786	-4.90	-8.0545
edin4	121	60	28	edin	-5.36	-8.8758	-11.2945	-5.43	7.3705
edin4	132	0	29	edin	0.90	1.4919	2.5500	-3.93	-2.142
edin4	137	82	30	edin	-13.56	-13.3298	-14.1861	-8.81	0.8807
edin4	136	2	31	edin	-6.56	-2.1183	-1.5968	-7.70	-6.2487
edin4	123	0	32	edin	9.63	5.1980	4.9056	6.50	5.8431
edin4	140	0	33	edin	-10.12	-9.7892	-14.4823	-11.02	5.3442
edin4	129	66	34	edin	23.44	25.4444	32.5467	15.40	-11.3417
edin4	125	59	35	edin	-4.92	-8.1715	-12.8657	-7.64	9.9469
edin4	126	84	36	edin	-2.62	-3.4902	7.4705	-6.69	-12.5558
edin4	131	11	37	edin	3.41	2.1964	-3.4382	4.50	8.4691
edin4	130	77	38	edin	13.69	11.2705	6.6911	14.04	8.6457
edin4	133	73	39	edin	0.67	-0.7423	-0.1058	0.92	0.9256
edin4	127	27	40	edin	15.09	8.6128	4.3040	13.11	13.4063
edin4	154	93	41	edin	10.13	10.9509	14.8761	2.67	-5.9093
edin4	151	25	42	edin	-6.16	-5.8568	-5.2093	-10.78	-1.1462
edin4	144	0	43	edin	-11.94	-14.5134	-4.1027	-17.34	-9.8418
edin4	143	2	44	edin	10.70	16.7811	19.8050	7.46	-11.3195
edin4	158	66	45	edin	11.41	9.8662	5.7994	9.86	6.9417
edin4	145	73	46	edin	1.40	-1.8131	-4.3488	8.27	7.2103
edin4	146	82	47	edin	-0.30	-3.8477	3.7644	-3.10	-5.218
edin4	152	5	48	edin	-1.47	0.7361	2.5835	1.22	-5.002
edin4	155	25	49	edin	8.39	10.8212	14.8242	-2.81	-8.0893
edin4	141	91	50	edin	7.56	5.6113	1.9221	2.83	6.948
edin4	149	20	51	edin	8.31	11.5545	14.3094	13.22	-7.3953
edin4	159	16	52	edin	-5.82	-8.3283	-7.2913	-7.32	1.8761
edin4	147	7	53	edin	0.43	1.3039	0.8074	1.40	-0.4919
edin4	157	34	54	edin	-5.16	-0.7998	8.0534	-5.06	-16.4543
edin4	148	0	55	edin	-9.85	-10.0035	-7.7689	-7.10	-2.6307
edin4	142	91	56	edin	-0.19	-8.3772	-10.7348	-5.19	13.0687
edin4	160	0	57	edin	4.74	6.9278	8.7857	1.24	-5.0214
edin4	156	0	58	edin	-7.92	-10.1617	-11.5313	-9.83	4.4889
edin4	153	70	59	edin	-17.38	-19.1226	-19.6452	-13.73	2.8164
edin4	150	27	60	edin	2.94	-3.7719	-8.3400	6.74	14.0396
edin4	172	0	61	edin	18.89	14.6988	12.4993	20.15	7.9788
edin4	169	73	62	edin	5.73	-1.1458	-2.8201	0.82	10.5984
edin4	175	30	63	edin	-14.65	-12.1419	-7.1714	-16.07	-9.3748
edin4	168	18	64	edin	8.28	6.5543	3.9012	8.73	5.4587
edin4	178	75	65	edin	6.02	3.4993	-0.9728	6.71	8.7448
edin4	165	73	66	edin	-10.16	-10.3872	-9.1974	-18.14	-1.1648
edin4	170	68	67	edin	17.76	13.9849	10.4158	12.49	9.0842
edin4	179	0	68	edin	-0.58	-2.1441	0.3126	-5.01	-1.0971
edin4	180	5	69	edin	0.64	-1.2145	-2.7570	-0.23	4.2592
edin4	164	11	70	edin	-3.64	-5.8318	-11.0003	-5.43	9.1671
edin4	163	25	71	edin	-9.92	-10.9436	-7.6535	-15.38	-2.8444
edin4	177	70	72	edin	9.83	8.4761	10.3269	2.82	-0.5251
edin4	171	0	73	edin	-7.81	-6.7048	-14.8990	-2.66	8.8021
edin4	174	80	74	edin	-1.59	-2.6092	-2.4592	-3.63	1.0833
edin4	166	100	75	edin	-6.61	-5.1497	-0.7150	-8.21	-7.3393
edin4	167	14	76	edin	-2.24	-4.0020	3.1906	-5.91	-6.7032
edin4	161	70	77	edin	-28.64	-34.0159	-33.1679	-24.81	5.6105
edin4	162	98	78	edin	17.01	14.9892	9.7158	16.11	9.0338
edin40	116	2	1	edin	-8.55	-12.8239	-6.8656	-10.32	-2.0428
edin40	111	9	2	edin	23.50	20.5170	23.1475	18.81	0.487
edin40	101	82	3	edin	6.62	-2.9487	-11.9390	7.33	23.1995
edin40	113	61	4	edin	26.15	18.5876	9.5094	21.85	20.8074
edin40	110	25	5	edin	-15.51	-23.5915	-21.6140	-12.72	7.5944
edin40	104	0	6	edin	-9.74	-8.8814	-15.2002	-4.79	6.8322
edin40	106	93	7	edin	15.37	18.4071	16.6313	14.62	-1.5836
edin40	120	9	8	edin	8.83	-4.0145	-8.0301	14.67	20.9726
edin40	117	70	9	edin	-14.81	-15.7378	-19.4248	-13.47	5.797
edin40	114	73	10	edin	-0.80	-3.3532	-17.2361	10.68	20.3402
edin40	103	39	11	edin	9.51	10.6132	-1.3813	12.62	13.602
edin40	112	2	12	edin	25.87	16.0627	12.7611	25.61	16.3959
edin40	109	75	13	edin	-0.34	3.8498	-0.4513	-4.47	-0.1574
edin40	115	27	14	edin	18.07	22.5050	11.7833	15.15	7.6906
edin40	108	0	15	edin	25.39	27.1743	24.0765	19.76	1.5751
edin40	107	18	16	edin	10.02	4.0088	-2.9995	14.18	16.2247
