subject	item	cloze	segment	lab	base100	base200	base500	filt01	prestim
glas029	101	0	18	glas	0.65	0.3755	-3.0645	2.40	4.6076
glas029	102	0	19	glas	-1.06	-0.4565	-2.5621	-3.90	1.8219
glas029	108	61	20	glas	7.38	10.3935	6.3413	6.18	1.2761
glas029	125	2	21	glas	-0.36	-1.9997	0.2611	0.75	-0.7355
glas029	132	64	22	glas	7.55	6.2351	4.7321	7.42	3.4694
glas029	137	11	23	glas	-1.48	-5.8631	-4.1441	2.27	3.3518
glas029	134	0	24	glas	-8.41	-8.3564	-8.4252	-8.78	-0.0075
glas029	139	93	25	glas	9.78	10.2154	-1.6169	6.22	14.1116
glas029	130	0	26	glas	3.77	0.4610	1.3835	0.02	2.9939
glas029	127	70	27	glas	-8.70	-11.7890	-9.1216	-6.94	0.578
glas029	136	75	28	glas	-2.75	-0.7492	1.1286	-3.58	-4.8415
glas029	126	0	29	glas	-12.88	-6.6851	-10.4139	-10.78	-3.0742
glas029	131	73	30	glas	-3.10	-0.5440	-1.4232	1.13	-2.071
glas029	129	11	31	glas	1.14	7.4405	7.1209	-1.32	-7.5969
glas029	122	2	32	glas	2.35	-2.3180	-5.0272	0.89	9.1744
glas029	128	61	33	glas	-4.51	-2.2467	0.0301	-3.22	-5.5906
glas029	133	11	34	glas	14.14	12.4643	12.0483	11.67	2.6185
glas029	121	9	35	glas	0.85	1.7190	-0.6810	-1.60	1.9437
glas029	140	55	36	glas	4.32	-1.5386	-7.7694	2.24	15.0286
glas029	124	75	37	glas	9.00	7.8826	6.3120	5.58	3.3298
glas029	135	93	38	glas	16.42	13.8757	15.3130	11.55	1.4003
glas029	138	0	39	glas	4.48	-1.3179	-6.9873	6.93	14.2691
glas029	123	70	40	glas	18.38	13.3756	15.4868	17.07	3.6428
glas029	145	5	41	glas	-25.80	-27.6971	-38.6377	-14.10	15.9034
glas029	149	2	42	glas	-0.48	-0.7890	-4.2283	0.47	4.69
glas029	142	0	43	glas	-7.89	-13.4991	-14.1263	-6.65	7.7131
glas029	152	86	44	glas	-3.44	-5.0487	-8.9421	-2.10	6.8572
glas029	153	25	45	glas	13.41	11.6068	10.4702	15.60	3.6351
glas029	144	77	46	glas	3.24	1.1891	-1.8331	0.85	6.2838
glas029	146	16	47	glas	-8.56	-6.1615	-10.4145	-8.62	2.2542
glas029	148	89	48	glas	2.61	5.6955	3.5628	3.68	-1.1716
glas029	147	91	49	glas	0.94	1.3244	1.6530	1.52	-0.855
glas029	159	52	50	glas	-10.81	-8.2069	-5.5127	-11.01	-6.6408
glas029	158	0	51	glas	4.53	2.0040	4.9109	4.41	-0.429
glas029	143	86	52	glas	10.00	5.8282	-5.9685	10.17	19.8353
glas029	157	11	53	glas	9.77	3.3391	1.5633	13.28	10.2502
glas029	151	75	54	glas	11.66	7.9637	5.2401	11.92	7.9896
glas029	141	9	55	glas	2.23	-0.8940	-6.3009	3.43	10.6451
glas029	154	5	56	glas	-7.03	-7.1778	-4.9575	-7.67	-2.5268
glas029	155	68	57	glas	9.21	9.2643	7.6967	9.76	1.8939
glas029	150	0	58	glas	2.94	3.3798	0.1547	3.96	3.4963
glas029	156	100	59	glas	-0.83	0.9121	-0.7063	4.15	-0.0913
glas029	160	16	60	glas	-2.04	0.1837	-3.9227	0.21	2.2962
glas029	165	14	61	glas	15.31	12.5499	8.2945	14.19	8.7549
glas029	171	57	62	glas	11.87	8.8899	12.1744	10.09	-0.3744
glas029	176	73	63	glas	-10.62	-11.5748	-13.1040	-8.80	3.1171
glas029	161	18	64	glas	0.97	-1.1466	3.0751	-0.02	-2.6111
glas029	177	0	65	glas	3.77	7.8164	5.1439	3.89	-1.7216
glas029	178	0	66	glas	-2.50	0.3570	-0.5207	-3.02	-2.5199
glas029	172	73	67	glas	-6.14	-9.4474	-11.8674	-4.06	7.1501
glas029	163	75	68	glas	-15.45	-15.9770	-13.9540	-11.05	-1.8553
glas029	164	68	69	glas	2.82	0.5101	3.1140	1.75	-0.2756
glas029	168	82	70	glas	4.32	5.3722	5.2048	2.70	-1.16
glas029	174	0	71	glas	12.81	7.8485	7.4314	12.48	6.7218
glas029	170	16	72	glas	-3.04	-3.2142	0.6900	-8.22	-4.6332
glas029	173	18	73	glas	13.97	12.2630	8.8574	11.61	6.346
glas029	175	68	74	glas	4.90	1.8683	2.2450	5.54	3.2884
glas029	167	86	75	glas	-6.93	-3.3993	-2.9312	-2.38	-4.9043
glas029	169	5	76	glas	3.73	1.2207	1.1099	2.65	3.1691
glas029	166	0	77	glas	4.09	6.0344	8.5554	4.44	-5.5759
glas029	162	0	78	glas	-10.40	-8.4831	-7.8026	-8.97	-3.2931
glas029	179	95	79	glas	8.92	9.2554	6.8161	7.00	2.58
glas029	180	95	80	glas	-4.45	-6.5392	-2.8953	-4.86	-1.8815
glas030	110	25	1	glas	6.70	3.8927	4.8377	8.55	2.292
glas030	105	89	2	glas	9.35	5.0595	8.0963	8.13	1.6132
glas030	113	61	3	glas	-8.74	-9.2837	-7.8041	-7.85	-1.1063
glas030	119	2	4	glas	3.07	1.8864	0.2628	3.63	3.5058
glas030	108	0	5	glas	-6.27	-7.5395	-11.3468	-2.25	6.314
glas030	112	2	6	glas	-1.71	-4.3760	-0.5586	-2.48	-1.4943
glas030	115	27	7	glas	-4.06	-3.4101	-1.3492	-0.51	-3.372
glas030	120	9	8	glas	-1.41	-1.0321	8.8385	-5.57	-12.7166
glas030	107	18	9	glas	-10.06	-11.1404	-10.5281	-10.53	0.555
glas030	103	39	10	glas	10.32	7.1157	11.1449	10.34	-1.0037
glas030	117	70	11	glas	-8.37	-11.6646	-11.6259	-9.12	4.0707
glas030	101	82	12	glas	4.66	2.9895	5.8011	2.23	-1.3744
glas030	109	75	13	glas	11.15	8.5919	9.2446	9.33	2.3402
glas030	116	2	14	glas	-8.36	-9.7710	-8.6553	-8.17	0.3631
glas030	111	9	15	glas	-0.98	-1.7252	-2.4128	-0.84	1.8006
glas030	106	93	16	glas	-1.89	-4.6414	-3.7487	-4.56	2.2889
glas030	114	73	17	glas	-5.19	-5.6888	-10.4340	-5.91	6.5918
glas030	118	95	18	glas	1.04	-2.0214	-3.0527	-1.68	5.0486
glas030	128	36	19	glas	1.24	0.1066	1.3453	-0.22	-0.1281
glas030	122	52	20	glas	14.53	13.5081	7.4504	10.69	8.8556
glas030	125	59	21	glas	6.90	7.0747	7.2433	4.80	-0.4447
glas030	136	2	22	glas	3.04	-1.7106	-3.9629	7.03	8.7538
glas030	140	0	23	glas	-0.50	-0.7306	-8.5065	-1.65	9.9975
glas030	126	84	24	glas	12.29	12.7088	13.0072	6.43	-0.9409
glas030	127	27	25	glas	9.49	5.7279	6.5855	5.34	3.6126
glas030	133	73	26	glas	0.57	4.2764	1.0103	-1.06	-0.5176
glas030	123	0	27	glas	0.33	-3.7767	-6.7140	2.49	8.8443
glas030	139	2	28	glas	8.08	3.7521	6.4174	7.83	2.1279
glas030	135	5	29	glas	-18.23	-17.3978	-16.6313	-16.94	-2.0036
glas030	130	77	30	glas	3.12	-2.0933	-8.3733	2.30	14.3716
glas030	137	82	31	glas	-5.23	-7.2811	-8.3464	-10.19	3.8715
glas030	134	95	32	glas	-0.93	-2.3998	-1.4697	-0.53	0.7107
glas030	129	66	33	glas	-5.84	-3.3649	0.7530	-11.28	-8.2716
glas030	121	60	34	glas	-4.34	-9.1230	-9.8563	-4.59	6.7529
glas030	138	93	35	glas	1.63	0.6085	4.5933	-0.32	-3.6518
glas030	132	0	36	glas	13.30	11.5033	14.5540	11.76	-1.5349
glas030	131	11	37	glas	3.01	1.5039	-0.0369	1.30	3.7701
glas030	124	0	38	glas	-11.77	-13.2071	-10.5422	-9.81	-1.4254
glas030	149	20	39	glas	-9.37	-10.1411	-10.8453	-7.12	1.8053
glas030	146	82	40	glas	-2.02	-0.2095	0.6288	-3.28	-3.3544
glas030	143	2	41	glas	13.50	10.8697	9.8481	9.48	4.6943
glas030	151	25	42	glas	-5.23	-6.4296	-9.5263	-5.09	5.3273
glas030	145	73	43	glas	3.24	3.1611	3.9887	1.74	-0.873
glas030	147	7	44	glas	2.41	2.4095	2.1966	1.63	0.3321
glas030	155	25	45	glas	7.63	8.6774	8.8746	4.04	-1.5033
glas030	142	91	46	glas	-2.80	-0.0290	5.3369	-2.85	-10.1337
glas030	148	0	47	glas	1.62	0.1601	-3.0005	1.43	5.7516
glas030	141	91	48	glas	13.51	6.1819	2.5626	10.10	13.6203
glas030	159	16	49	glas	2.70	3.6121	1.0852	-0.58	2.0566
glas030	160	0	50	glas	3.86	3.6222	-0.8180	2.30	5.8903
glas030	157	34	51	glas	5.80	3.2256	3.0800	6.96	3.3357
glas030	153	70	52	glas	-0.97	-5.5005	-2.4859	2.99	1.8842
glas030	156	0	53	glas	-9.47	-10.5409	-15.3729	-8.82	7.4208
glas030	152	5	54	glas	6.50	5.5533	-1.8678	9.80	10.3902
glas030	158	66	55	glas	-1.77	-1.6774	2.0368	-2.44	-4.7437
glas030	144	0	56	glas	9.36	10.4698	9.9710	9.57	-0.7322
glas030	154	93	57	glas	1.12	4.1309	10.0572	-0.51	-11.1425
glas030	150	27	58	glas	-2.61	-0.3019	-4.4138	-0.77	2.2641
glas030	174	80	59	glas	3.25	2.4328	1.7097	1.73	1.8905
glas030	162	98	60	glas	5.76	3.1015	0.9013	5.68	6.0089
glas030	165	73	61	glas	14.06	7.3605	6.6039	7.71	9.2852
glas030	163	25	62	glas	0.33	-0.7687	-4.5699	0.82	6.1147
glas030	168	18	63	glas	6.98	1.5226	5.5676	3.58	1.6999
glas030	172	0	64	glas	-6.80	-3.2449	2.4615	-6.40	-11.457
glas030	175	30	65	glas	5.32	1.2443	-0.3577	0.03	7.0057
glas030	173	77	66	glas	1.31	-0.2636	0.0828	2.58	1.5809
glas030	166	100	67	glas	0.38	-1.2138	-1.0934	-0.53	1.8763
glas030	176	0	68	glas	-6.43	-2.2532	-0.1636	-7.97	-7.8946
glas030	161	70	69	glas	-0.79	0.7417	4.0564	-4.68	-5.9583
glas030	180	5	70	glas	1.67	5.0140	8.2202	4.26	-8.1364
glas030	164	11	71	glas	11.67	14.1383	8.8225	9.03	3.5006
glas030	179	0	72	glas	10.58	5.6925	-0.8723	12.77	14.2329
glas030	171	0	73	glas	9.67	7.4713	14.5555	7.68	-5.9405
glas030	178	75	74	glas	4.78	5.1970	5.5640	5.08	-1.0321
glas030	169	73	75	glas	6.42	0.8297	-4.0434	6.43	13.0822
glas030	170	68	76	glas	-1.92	-4.0838	-6.7348	-7.84	5.9096
glas030	177	70	77	glas	2.33	1.5341	2.2597	2.82	0.0715
glas030	167	14	78	glas	-7.95	-6.9628	-8.2790	-7.99	0.3495
glas031	107	77	1	glas	-3.24	-6.4761	-6.3392	-1.24	3.8656
glas031	119	98	2	glas	-1.28	-3.1818	-2.5004	0.93	1.531
glas031	116	75	3	glas	4.00	8.0149	5.6234	1.49	-2.1245
glas031	108	61	4	glas	9.51	6.6054	-5.8220	6.45	19.0461
glas031	114	5	5	glas	-10.91	-9.2168	-11.1051	-5.14	0.2687
glas031	106	0	6	glas	-4.46	-1.8922	1.7529	-0.36	-7.7882
glas031	117	20	7	glas	-7.50	-7.8917	-9.0041	-7.08	1.8844
glas031	105	0	8	glas	-10.99	-9.8481	-2.8478	-9.05	-10.1252
glas031	103	55	9	glas	-2.02	-5.9733	-7.9125	-5.38	7.1739
glas031	120	75	10	glas	-2.56	4.3384	6.2877	-0.82	-11.1852
glas031	113	36	11	glas	-2.19	-0.6161	1.1119	-0.75	-4.1472
glas031	109	2	12	glas	-19.12	-23.1507	-29.2320	-22.51	12.5468
glas031	112	66	13	glas	6.56	8.0009	8.1321	7.35	-1.9589
glas031	102	0	14	glas	8.14	2.4934	1.3935	8.95	8.3191
glas031	111	84	15	glas	-5.47	-4.3756	-4.5545	-10.46	-1.284
glas031	110	0	16	glas	-9.36	-7.6910	-2.0511	-9.16	-9.1363
glas031	104	86	17	glas	7.29	12.0309	19.7417	3.82	-15.3684
glas031	118	0	18	glas	-6.60	-11.4884	-13.9219	-7.25	9.1447
glas031	115	59	19	glas	-16.25	-17.3434	-22.2136	-17.39	7.3873
glas031	101	0	20	glas	-0.85	-4.0830	-2.5348	1.53	2.1664
glas031	133	11	21	glas	15.07	14.8091	10.3782	19.84	5.8622
glas031	134	0	22	glas	-2.72	0.1082	4.9165	-0.96	-9.4828
glas031	122	2	23	glas	3.30	1.8968	-1.2366	7.41	5.7204
glas031	136	75	24	glas	-14.17	-9.3979	-7.6918	-10.71	-8.0825
glas031	121	9	25	glas	-16.81	-14.6661	-6.6180	-20.85	-12.7476
glas031	124	75	26	glas	11.76	10.8794	14.4948	6.19	-3.3173
glas031	140	55	27	glas	-7.24	-7.9492	-9.6629	-0.01	3.118
glas031	123	70	28	glas	-10.67	-10.3114	-8.5645	-12.51	-2.6263
glas031	131	73	29	glas	5.97	11.3044	13.0656	4.43	-8.8928
glas031	137	11	30	glas	9.83	8.3671	6.4275	9.21	4.1542
glas031	125	2	31	glas	-3.04	-7.8979	-13.3821	-1.39	12.7956
glas031	128	61	32	glas	-4.22	-2.5590	-5.1915	-8.65	1.151
glas031	135	93	33	glas	-8.72	-9.5996	-8.1919	-5.72	-0.6903
glas031	127	70	34	glas	12.63	17.1508	3.6135	12.29	11.1132
glas031	129	11	35	glas	0.51	3.5747	12.7373	-3.87	-15.1947
glas031	130	0	36	glas	-13.43	-17.6303	-17.3796	-11.82	4.9071
glas031	138	0	37	glas	0.89	-1.3254	0.3654	6.96	0.6169
glas031	126	0	38	glas	-11.62	-5.2167	-0.1857	-16.66	-14.1709
glas031	139	93	39	glas	-0.06	-1.3559	0.7700	-3.74	-0.9818
glas031	132	64	40	glas	8.82	12.7077	8.7988	9.27	-0.0668
glas031	141	9	41	glas	-22.24	-20.3647	-16.2004	-20.94	-7.5502
glas031	143	86	42	glas	-4.00	-4.8807	-1.2915	-4.52	-3.4404
glas031	148	89	43	glas	-2.52	-0.7211	-3.2155	-1.08	0.8558
glas031	149	2	44	glas	-1.43	0.4113	4.2550	-0.48	-6.9987
glas031	154	5	45	glas	-1.58	-0.4052	2.7392	-0.80	-5.3752
glas031	150	0	46	glas	4.15	1.5203	4.4331	4.88	-0.2704
glas031	146	16	47	glas	-1.19	2.1257	14.9778	-3.79	-20.0797
glas031	147	91	48	glas	-2.47	3.6608	4.2473	-4.44	-8.3593
glas031	157	11	49	glas	2.12	1.8763	6.7328	3.48	-5.7748
glas031	155	68	50	glas	11.22	7.2018	8.6972	9.43	3.1306
glas031	153	25	51	glas	3.19	-0.5895	-1.1241	1.74	5.3458
glas031	145	5	52	glas	-6.99	-9.4316	-8.1852	-10.43	1.4832
glas031	160	16	53	glas	-19.37	-17.7285	-14.4305	-21.30	-6.1809
glas031	159	52	54	glas	0.05	-4.4487	4.2970	3.10	-5.3484
glas031	156	100	55	glas	-10.34	-6.0955	-0.9800	-15.09	-11.6424
glas031	158	0	56	glas	-20.90	-18.9685	-16.8668	-26.31	-5.0023
glas031	144	77	57	glas	17.55	18.7394	25.0736	16.57	-9.4023
glas031	142	0	58	glas	-12.26	-11.2390	-9.3996	-8.18	-3.5582
glas031	151	75	59	glas	-11.46	-1.8275	2.8211	-15.94	-17.7567
glas031	152	86	60	glas	5.52	-0.9383	-12.5815	6.76	22.5695
glas031	161	18	61	glas	4.70	-0.3665	-5.8896	7.12	13.1883
glas031	165	14	62	glas	-1.29	-1.0945	-3.1483	1.66	2.3046
glas031	163	75	63	glas	-6.26	-6.3899	-5.7581	-3.62	-0.6193
glas031	166	0	64	glas	-2.99	-5.2098	-5.9591	-9.03	3.6285
glas031	177	0	65	glas	16.14	15.5986	19.6938	12.77	-4.4543
glas031	174	0	66	glas	9.55	7.9177	-3.9357	13.16	16.8018
glas031	176	73	67	glas	-3.88	-4.9969	-11.1524	-4.75	9.027
glas031	180	95	68	glas	0.62	-0.3435	-0.0805	1.53	0.9363
glas031	170	16	69	glas	-15.52	-14.6538	-15.3939	-15.54	-0.2023
glas031	179	95	70	glas	-4.78	-4.7749	-3.9426	-4.27	-1.0954
glas031	173	18	71	glas	3.47	4.1843	3.2298	4.26	0.2525
glas031	162	0	72	glas	-5.50	2.5226	-0.4744	-0.19	-6.313
glas031	172	73	73	glas	-19.30	-20.6383	-12.6325	-22.37	-8.2925
glas031	167	86	74	glas	7.27	6.4897	5.3058	6.27	2.378
glas031	168	82	75	glas	-7.39	-7.5416	-8.0188	-5.74	0.7819
glas031	175	68	76	glas	-1.00	-4.0930	-6.6365	1.08	7.0783
glas031	169	5	77	glas	0.09	-0.0724	-0.5278	1.26	0.7441
glas031	164	68	78	glas	-5.68	-4.1551	2.0702	-7.97	-9.6146
glas031	171	57	79	glas	-1.27	-2.0407	5.8750	-7.18	-8.9263
glas031	178	0	80	glas	-4.05	-6.6955	-3.9826	-2.33	-0.0667
glas032	118	95	1	glas	-6.72	-4.9243	-0.2418	-9.67	-8.0847
glas032	103	39	2	glas	6.03	3.8122	-3.3440	10.01	11.7096
glas032	110	25	3	glas	-8.16	-9.5004	-3.2961	-7.30	-6.0117
glas032	106	93	4	glas	2.79	2.1422	1.9831	1.02	0.9695
glas032	109	75	5	glas	-2.02	-7.2791	-5.1447	-2.84	3.9099
glas032	119	2	6	glas	1.50	3.2791	6.4306	-2.55	-6.1864
glas032	108	0	7	glas	-5.14	-2.1296	-2.8196	-6.17	-2.9115
glas032	105	89	8	glas	-2.75	-5.5055	-4.4598	-0.08	2.1703
glas032	111	9	9	glas	1.73	1.2566	-1.5704	-2.92	4.0909
glas032	112	2	10	glas	0.86	-2.0405	1.2107	-3.58	-0.5071
glas032	107	18	11	glas	3.65	0.7019	-5.6363	0.55	11.501
glas032	102	98	12	glas	0.47	-1.1767	-0.6535	-0.66	1.4264
glas032	117	70	13	glas	2.63	0.7410	-4.8200	2.95	9.263
glas032	116	2	14	glas	-0.18	0.2179	2.9473	0.27	-3.8303
glas032	113	61	15	glas	-0.46	0.4258	6.0324	-3.80	-8.073
glas032	120	9	16	glas	-1.43	-3.2824	-4.4831	-1.93	3.8366
glas032	115	27	17	glas	-5.89	-4.1804	-2.4200	-6.65	-4.343
glas032	104	0	18	glas	-3.02	-2.3845	-1.2246	-2.18	-2.1943
glas032	114	73	19	glas	10.43	9.2442	8.7152	9.23	2.1392
glas032	101	82	20	glas	-0.04	-4.7014	-6.4131	2.28	7.9332
glas032	130	77	21	glas	-1.21	-1.7869	2.7277	-2.86	-4.8552
glas032	131	11	22	glas	4.25	3.2719	0.7773	2.71	4.2481
glas032	135	5	23	glas	13.98	15.6667	15.1827	12.11	-1.4872
glas032	126	84	24	glas	7.73	6.6172	8.5941	5.81	-1.0657
glas032	132	0	25	glas	-2.01	-3.0767	-7.8045	-0.93	7.2129
glas032	138	93	26	glas	3.70	6.3000	5.1957	1.15	-1.8384
glas032	121	60	27	glas	2.87	4.6220	6.5068	-2.18	-4.5288
glas032	139	2	28	glas	-6.06	-3.9166	1.4509	-6.60	-9.347
glas032	127	27	29	glas	-0.21	-1.2243	-6.7592	3.28	8.1752
glas032	124	0	30	glas	1.35	-0.0922	5.9850	-0.06	-5.7307
glas032	128	36	31	glas	-1.63	-1.7779	-1.4946	-0.39	-0.1919
glas032	134	95	32	glas	-6.33	-0.3268	8.1687	-7.93	-18.0378
glas032	125	59	33	glas	-17.27	-15.1484	-8.3673	-18.52	-11.1012
glas032	133	73	34	glas	8.35	8.0889	9.1958	5.32	-0.9582
glas032	137	82	35	glas	-6.80	-6.7537	-8.2132	-2.52	1.7832
glas032	136	2	36	glas	-7.63	-8.0308	-11.4246	-5.17	4.7008
glas032	122	52	37	glas	-5.63	-8.9194	-9.4109	-3.67	4.7541
glas032	140	0	38	glas	2.18	3.6374	2.1159	0.03	0.07
glas032	129	66	39	glas	5.08	7.0582	7.0354	2.16	-2.4317
glas032	123	0	40	glas	-0.51	1.2959	-0.6023	4.40	0.1237
glas032	155	25	41	glas	-1.82	-2.5792	1.1954	-5.75	-3.7779
glas032	156	0	42	glas	-1.49	-4.8379	-6.3647	-0.04	6.0477
glas032	160	0	43	glas	1.79	0.7824	-2.8953	-0.63	5.845
glas032	153	70	44	glas	-4.52	-4.2961	-6.5224	0.54	2.4657
glas032	152	5	45	glas	-10.82	-12.6902	-13.2564	-8.80	3.0109
glas032	159	16	46	glas	2.50	3.4245	5.3787	1.58	-3.5651
glas032	147	7	47	glas	6.16	4.5720	2.7666	4.36	4.2459
glas032	154	93	48	glas	10.54	7.7509	5.9519	9.68	5.7027
glas032	141	91	49	glas	0.08	-5.0413	-1.7386	-3.33	2.2853
glas032	157	34	50	glas	2.25	5.9746	6.2119	0.29	-5.0561
glas032	143	2	51	glas	6.30	7.4015	11.4689	4.27	-6.4448
glas032	145	73	52	glas	-4.67	-5.1595	-1.7992	-7.76	-3.5901
glas032	148	0	53	glas	-0.08	-0.8458	-1.6935	-1.02	2.0293
glas032	142	91	54	glas	1.33	-2.2519	-2.2798	-0.44	4.4875
glas032	150	27	55	glas	-1.44	0.3073	2.1820	-2.87	-4.4763
glas032	146	82	56	glas	2.29	1.2076	2.4198	1.22	-0.1179
glas032	149	20	57	glas	4.47	0.9009	-2.0094	1.07	8.0161
glas032	144	0	58	glas	-4.11	-4.6987	-2.9834	-6.51	-1.3783
glas032	151	25	59	glas	3.59	3.1259	3.5425	2.96	0.0319
glas032	158	66	60	glas	-7.42	-6.8636	-4.7267	-10.05	-3.2951
glas032	174	80	61	glas	-6.04	-8.3354	-4.2301	-2.11	-2.2668
glas032	161	70	62	glas	-7.63	-6.7962	-2.5808	-9.90	-6.2587
glas032	167	14	63	glas	-4.80	-5.3964	-7.8850	-1.18	3.8393
glas032	179	0	64	glas	-1.50	2.4545	-0.4361	-4.39	-1.3463
glas032	169	73	65	glas	-0.51	-0.8673	-2.7088	-2.79	2.7029
glas032	162	98	66	glas	4.16	7.9449	12.4486	3.67	-10.3023
glas032	165	73	67	glas	5.08	3.7974	2.9899	4.03	2.627
glas032	170	68	68	glas	1.59	-1.0116	-3.5018	2.90	6.339
glas032	178	75	69	glas	-4.60	-5.0320	-6.8228	-3.15	2.7029
glas032	173	77	70	glas	4.30	9.3241	5.5336	3.98	-1.5686
glas032	172	0	71	glas	-19.91	-12.5801	-7.9205	-18.56	-14.9432
glas032	180	5	72	glas	-3.05	-6.2690	-2.9456	-5.55	-0.1063
glas032	177	70	73	glas	-1.87	-1.3047	0.8713	-2.31	-3.3663
glas032	171	0	74	glas	-8.39	-2.8465	0.8970	-8.76	-11.5718
glas032	164	11	75	glas	-8.92	-4.7066	-2.8421	-9.19	-7.5507
glas032	175	30	76	glas	4.45	2.3249	2.6534	2.97	2.2663
glas032	168	18	77	glas	-3.82	-5.2481	-4.6148	-2.98	1.0084
glas032	166	100	78	glas	-12.15	-15.5212	-15.9957	-7.04	4.821
glas032	176	0	79	glas	1.84	4.7336	3.4844	0.94	-2.0868
glas032	163	25	80	glas	-0.99	-1.0144	-2.3055	-0.98	1.5916
glas033	116	75	1	glas	3.90	2.9779	3.5748	3.11	0.412
glas033	103	55	2	glas	3.20	3.0574	5.5029	0.96	-2.9166
glas033	104	86	3	glas	6.57	4.2555	11.5025	2.10	-6.1105
glas033	115	59	4	glas	-9.59	-14.4579	-14.1882	-8.81	5.6931
glas033	105	0	5	glas	-9.45	-9.1531	-8.2631	-13.51	-1.4972
glas033	110	0	6	glas	-4.92	-2.9576	-5.1365	-1.68	0.2513
glas033	107	77	7	glas	0.20	-1.6293	-7.2606	-0.77	9.2427
glas033	112	66	8	glas	-9.88	-10.7146	-7.6697	-10.25	-2.6875
glas033	106	0	9	glas	-6.43	-3.9257	-4.4440	-6.54	-2.5207
glas033	109	2	10	glas	-7.20	-9.1915	-13.8065	-4.45	8.2264
glas033	108	61	11	glas	-8.74	-4.2909	-8.4115	-5.52	-0.414
glas033	120	75	12	glas	-6.03	-0.1409	2.7572	-7.58	-10.9631
glas033	118	0	13	glas	8.35	11.1975	13.6278	6.99	-6.5072
glas033	113	36	14	glas	2.99	3.1110	3.9323	1.86	-1.1615
glas033	117	20	15	glas	7.75	8.5575	9.4156	4.20	-2.0407
glas033	111	84	16	glas	-6.70	-8.1243	-10.8757	-11.46	5.1297
glas033	114	5	17	glas	7.23	3.1894	0.3574	4.25	8.6083
glas033	119	98	18	glas	8.66	7.3712	15.3220	8.66	-8.2521
glas033	102	0	19	glas	-3.28	-2.2842	10.1079	-8.43	-16.589
glas033	101	0	20	glas	-12.15	-11.6331	-9.8518	-13.07	-2.8057
glas033	125	2	21	glas	-5.07	-8.4840	-8.7133	-2.42	4.5972
glas033	123	70	22	glas	-5.24	-10.1836	-15.8244	-3.38	13.2202
glas033	127	70	23	glas	-4.48	-5.1421	-6.2782	-4.30	2.2407
glas033	135	93	24	glas	-1.11	-2.7026	-9.0556	1.01	9.9141
glas033	124	75	25	glas	-8.30	-9.5792	-10.2156	-6.25	2.4012
glas033	136	75	26	glas	7.34	2.5839	9.5262	8.14	-2.6961
glas033	132	64	27	glas	-3.66	-2.7327	-4.5315	-2.63	1.0878
glas033	140	55	28	glas	-17.54	-13.6992	-13.9202	-16.11	-4.483
glas033	121	9	29	glas	14.34	10.2006	7.1072	17.09	9.0397
glas033	128	61	30	glas	-2.60	-2.2822	-4.6717	-3.89	2.5052
glas033	137	11	31	glas	-7.99	-2.8044	-1.3191	-7.42	-8.2163
glas033	139	93	32	glas	-1.39	-2.3303	-8.2065	-0.47	8.4589
glas033	129	11	33	glas	10.96	12.3913	11.7525	7.07	-1.0234
glas033	133	11	34	glas	-5.95	-1.2277	-3.5324	-7.87	-3.0016
glas033	138	0	35	glas	-7.81	-5.1004	-8.9202	-6.31	1.3555
glas033	130	0	36	glas	-1.17	-2.0731	-1.8856	-3.61	0.8991
glas033	122	2	37	glas	15.12	11.4863	5.7552	11.52	11.6106
glas033	134	0	38	glas	-11.70	-6.7934	-3.1264	-13.75	-10.6605
glas033	131	73	39	glas	1.45	-0.2853	-1.7159	1.03	3.9078
glas033	126	0	40	glas	-16.14	-0.1986	4.0083	-16.08	-25.1657
glas033	156	100	41	glas	6.09	1.8118	-0.9868	1.32	8.7856
glas033	150	0	42	glas	-9.29	-5.8858	-1.1059	-8.67	-10.1542
glas033	143	86	43	glas	-3.57	-4.5294	-7.5055	0.07	4.878
glas033	157	11	44	glas	-6.79	-7.6878	-9.2661	-2.99	3.1625
glas033	151	75	45	glas	-8.69	-1.8801	-1.0891	-8.16	-9.5008
glas033	153	25	46	glas	12.98	15.7759	9.3171	10.93	4.6166
glas033	145	5	47	glas	-4.51	-4.3052	-3.8091	-5.02	-0.846
glas033	152	86	48	glas	-4.62	-8.3373	-9.5617	-0.68	6.2382
glas033	155	68	49	glas	6.58	8.2001	5.4214	8.37	1.4397
glas033	146	16	50	glas	-12.95	-9.8991	-6.7619	-15.07	-7.7162
glas033	148	89	51	glas	14.12	20.5564	26.1628	4.24	-14.9572
glas033	160	16	52	glas	1.89	1.4718	-7.2437	3.47	11.3681
glas033	141	9	53	glas	3.92	-0.2731	-0.2057	1.96	5.1168
glas033	159	52	54	glas	-10.01	-11.4371	-16.9646	-11.30	8.6128
glas033	154	5	55	glas	10.06	8.4461	4.3475	9.49	7.0887
glas033	142	0	56	glas	7.56	1.5974	-0.4782	7.08	9.9418
glas033	147	91	57	glas	-9.02	-8.0874	-9.3787	-6.69	0.4793
glas033	144	77	58	glas	-13.98	-7.9484	-5.7773	-11.85	-10.13
glas033	158	0	59	glas	1.62	3.3747	5.5651	-1.17	-4.9443
glas033	149	2	60	glas	28.97	30.5165	30.4740	24.15	-1.8746
glas033	168	82	61	glas	3.69	2.5548	3.8485	-1.82	-0.265
